sale_date,service_id,service_name,category,client_id,revenue,cost,gross_profit,gross_margin,profit_flag,margin_grade,source_file
2024-01-10,SVC-001,清掃,定期契約,CLI-001,304616,27608,277008,0.9093678598629094,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-001,清掃,スポット,CLI-002,253873,108114,145759,0.5741414014093661,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-001,清掃,複合,CLI-003,400682,231978,168704,0.42104212317997813,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-001,清掃,定期契約,CLI-004,429679,106530,323149,0.7520707318719323,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-001,清掃,スポット,CLI-005,490667,265047,225620,0.4598230571854231,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-002,警備,複合,CLI-001,116913,90008,26905,0.23012838606485164,黒字,中利益,service_revenue_styleA.csv
2024-01-10,SVC-002,警備,定期契約,CLI-002,64138,45822,18316,0.28557173594436996,黒字,中利益,service_revenue_styleA.csv
2024-01-10,SVC-002,警備,スポット,CLI-003,360322,34209,326113,0.905059918628338,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-002,警備,複合,CLI-004,94012,62123,31889,0.3392013785474195,黒字,中利益,service_revenue_styleA.csv
2024-01-10,SVC-002,警備,定期契約,CLI-005,274716,55572,219144,0.7977110907264229,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-003,設備管理,スポット,CLI-001,292062,67639,224423,0.7684087625230259,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-003,設備管理,複合,CLI-002,76363,85147,-8784,-0.11502953000798816,赤字,低利益,service_revenue_styleA.csv
2024-01-10,SVC-003,設備管理,定期契約,CLI-003,221627,75485,146142,0.6594052168733954,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-003,設備管理,スポット,CLI-004,288393,105680,182713,0.6335555994771024,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-003,設備管理,複合,CLI-005,226947,119385,107562,0.47395206810400664,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-004,受付代行,定期契約,CLI-001,195886,130510,65376,0.33374513747792084,黒字,中利益,service_revenue_styleA.csv
2024-01-10,SVC-004,受付代行,スポット,CLI-002,182262,41471,140791,0.7724649131470082,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-004,受付代行,複合,CLI-003,296576,25081,271495,0.9154314577039275,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-004,受付代行,定期契約,CLI-004,442704,302810,139894,0.31599895189562327,黒字,中利益,service_revenue_styleA.csv
2024-01-10,SVC-004,受付代行,スポット,CLI-005,77307,42935,34372,0.4446169169674156,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-005,IT保守,複合,CLI-001,167556,105215,62341,0.3720606841891666,黒字,中利益,service_revenue_styleA.csv
2024-01-10,SVC-005,IT保守,定期契約,CLI-002,85975,71198,14777,0.17187554521663273,黒字,低利益,service_revenue_styleA.csv
2024-01-10,SVC-005,IT保守,スポット,CLI-003,391707,41106,350601,0.8950593172958359,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-005,IT保守,複合,CLI-004,445435,36268,409167,0.9185784682389125,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-005,IT保守,定期契約,CLI-005,179647,72261,107386,0.5977611649512655,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-006,コールセンター,スポット,CLI-001,489997,30684,459313,0.9373792084441334,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-006,コールセンター,複合,CLI-002,375758,99892,275866,0.7341586872401918,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-006,コールセンター,定期契約,CLI-003,175066,36544,138522,0.7912558692150389,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-006,コールセンター,スポット,CLI-004,298282,363117,-64835,-0.21736142308285447,赤字,低利益,service_revenue_styleA.csv
2024-01-10,SVC-006,コールセンター,複合,CLI-005,345682,134276,211406,0.6115620714992391,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-007,警備巡回,定期契約,CLI-001,293811,203360,90451,0.307854368965083,黒字,中利益,service_revenue_styleA.csv
2024-01-10,SVC-007,警備巡回,スポット,CLI-002,184345,116703,67642,0.3669315685264043,黒字,中利益,service_revenue_styleA.csv
2024-01-10,SVC-007,警備巡回,複合,CLI-003,137969,99415,38554,0.279439584254434,黒字,中利益,service_revenue_styleA.csv
2024-01-10,SVC-007,警備巡回,定期契約,CLI-004,368372,80048,288324,0.7826979249237184,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-007,警備巡回,スポット,CLI-005,457786,105860,351926,0.7687565805856885,黒字,高利益,service_revenue_styleA.csv
2024-01-10,SVC-008,施設管理,複合,CLI-001,213073,229484,-16411,-0.07702055164192553,赤字,低利益,service_revenue_styleA.csv
2024-01-10,SVC-008,施設管理,定期契約,CLI-002,63462,40444,23018,0.36270524093158113,黒字,中利益,service_revenue_styleA.csv
2024-01-10,SVC-008,施設管理,スポット,CLI-003,351883,216768,135115,0.38397706055706016,黒字,中利益,service_revenue_styleA.csv
2024-01-10,SVC-008,施設管理,複合,CLI-004,257961,207436,50525,0.1958629405220169,黒字,低利益,service_revenue_styleA.csv
2024-01-10,SVC-008,施設管理,定期契約,CLI-005,153981,29961,124020,0.8054240458238354,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-001,清掃,スポット,CLI-001,360429,147323,213106,0.5912565304123697,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-001,清掃,複合,CLI-002,103425,59529,43896,0.42442349528643947,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-001,清掃,定期契約,CLI-003,495798,334788,161010,0.32474919221134413,黒字,中利益,service_revenue_styleA.csv
2024-01-11,SVC-001,清掃,スポット,CLI-004,472328,83467,388861,0.8232859368913128,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-001,清掃,複合,CLI-005,467452,316711,150741,0.3224737513156431,黒字,中利益,service_revenue_styleA.csv
2024-01-11,SVC-002,警備,定期契約,CLI-001,460326,41532,418794,0.9097769841373288,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-002,警備,スポット,CLI-002,232034,159655,72379,0.3119327339958799,黒字,中利益,service_revenue_styleA.csv
2024-01-11,SVC-002,警備,複合,CLI-003,274593,193413,81180,0.2956375435644754,黒字,中利益,service_revenue_styleA.csv
2024-01-11,SVC-002,警備,定期契約,CLI-004,244285,38076,206209,0.8441328775815133,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-002,警備,スポット,CLI-005,315269,189749,125520,0.39813619480507123,黒字,中利益,service_revenue_styleA.csv
2024-01-11,SVC-003,設備管理,複合,CLI-001,228903,23316,205587,0.8981402602849242,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-003,設備管理,定期契約,CLI-002,495422,572219,-76797,-0.15501330179120024,赤字,低利益,service_revenue_styleA.csv
2024-01-11,SVC-003,設備管理,スポット,CLI-003,307006,47666,259340,0.8447391907650014,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-003,設備管理,複合,CLI-004,277291,114945,162346,0.5854715803974886,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-003,設備管理,定期契約,CLI-005,383229,261035,122194,0.3188537401918957,黒字,中利益,service_revenue_styleA.csv
2024-01-11,SVC-004,受付代行,スポット,CLI-001,420833,100211,320622,0.7618746628710201,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-004,受付代行,複合,CLI-002,278320,66173,212147,0.7622413049726933,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-004,受付代行,定期契約,CLI-003,434720,293545,141175,0.3247492638940007,黒字,中利益,service_revenue_styleA.csv
2024-01-11,SVC-004,受付代行,スポット,CLI-004,391027,161600,229427,0.5867293051374969,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-004,受付代行,複合,CLI-005,372915,302157,70758,0.18974297091830578,黒字,低利益,service_revenue_styleA.csv
2024-01-11,SVC-005,IT保守,定期契約,CLI-001,456135,273491,182644,0.4004165433479123,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-005,IT保守,スポット,CLI-002,293727,134183,159544,0.5431710397750292,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-005,IT保守,複合,CLI-003,482922,330627,152295,0.3153614869482028,黒字,中利益,service_revenue_styleA.csv
2024-01-11,SVC-005,IT保守,定期契約,CLI-004,190716,104490,86226,0.45211728433901716,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-005,IT保守,スポット,CLI-005,496542,148710,347832,0.7005087182957332,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-006,コールセンター,複合,CLI-001,485542,65436,420106,0.8652310201795107,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-006,コールセンター,定期契約,CLI-002,196238,138175,58063,0.2958805124389772,黒字,中利益,service_revenue_styleA.csv
2024-01-11,SVC-006,コールセンター,スポット,CLI-003,177854,141820,36034,0.20260438337062983,黒字,中利益,service_revenue_styleA.csv
2024-01-11,SVC-006,コールセンター,複合,CLI-004,348765,419418,-70653,-0.2025805341705733,赤字,低利益,service_revenue_styleA.csv
2024-01-11,SVC-006,コールセンター,定期契約,CLI-005,248699,108184,140515,0.565000261360118,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-007,警備巡回,スポット,CLI-001,65047,52394,12653,0.19452088489861177,黒字,低利益,service_revenue_styleA.csv
2024-01-11,SVC-007,警備巡回,複合,CLI-002,496144,190401,305743,0.6162384307781612,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-007,警備巡回,定期契約,CLI-003,145336,83904,61432,0.4226894919359278,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-007,警備巡回,スポット,CLI-004,161211,66507,94704,0.5874537097344474,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-007,警備巡回,複合,CLI-005,468293,155451,312842,0.6680475685094588,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-008,施設管理,定期契約,CLI-001,228435,255827,-27392,-0.11991157221966861,赤字,低利益,service_revenue_styleA.csv
2024-01-11,SVC-008,施設管理,スポット,CLI-002,362556,164844,197712,0.5453281699930493,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-008,施設管理,複合,CLI-003,341394,25322,316072,0.9258276361037394,黒字,高利益,service_revenue_styleA.csv
2024-01-11,SVC-008,施設管理,定期契約,CLI-004,320861,268528,52333,0.16310177927513783,黒字,低利益,service_revenue_styleA.csv
2024-01-11,SVC-008,施設管理,スポット,CLI-005,150168,31221,118947,0.7920928560012785,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-001,清掃,複合,CLI-001,176540,114381,62159,0.3520958423020279,黒字,中利益,service_revenue_styleA.csv
2024-01-12,SVC-001,清掃,定期契約,CLI-002,263085,148077,115008,0.43715149096299677,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-001,清掃,スポット,CLI-003,341072,145998,195074,0.571943753811512,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-001,清掃,複合,CLI-004,412078,269609,142469,0.3457330893665762,黒字,中利益,service_revenue_styleA.csv
2024-01-12,SVC-001,清掃,定期契約,CLI-005,388639,277331,111308,0.2864046068459419,黒字,中利益,service_revenue_styleA.csv
2024-01-12,SVC-002,警備,スポット,CLI-001,284972,227862,57110,0.2004056538888031,黒字,中利益,service_revenue_styleA.csv
2024-01-12,SVC-002,警備,複合,CLI-002,59040,23049,35991,0.6096036585365854,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-002,警備,定期契約,CLI-003,204264,78090,126174,0.6177006227235342,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-002,警備,スポット,CLI-004,262022,201347,60675,0.23156452511621162,黒字,中利益,service_revenue_styleA.csv
2024-01-12,SVC-002,警備,複合,CLI-005,177561,60135,117426,0.6613276564110362,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-003,設備管理,定期契約,CLI-001,398106,324902,73204,0.18388067499610655,黒字,低利益,service_revenue_styleA.csv
2024-01-12,SVC-003,設備管理,スポット,CLI-002,243472,284452,-40980,-0.16831504238680423,赤字,低利益,service_revenue_styleA.csv
2024-01-12,SVC-003,設備管理,複合,CLI-003,328355,110113,218242,0.6646525863775486,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-003,設備管理,定期契約,CLI-004,273086,215542,57544,0.21071750291117083,黒字,中利益,service_revenue_styleA.csv
2024-01-12,SVC-003,設備管理,スポット,CLI-005,338562,193429,145133,0.42867480697774707,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-004,受付代行,複合,CLI-001,234450,138946,95504,0.4073533802516528,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-004,受付代行,定期契約,CLI-002,192038,100379,91659,0.4772961601349733,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-004,受付代行,スポット,CLI-003,181807,80434,101373,0.5575857915261788,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-004,受付代行,複合,CLI-004,113258,45242,68016,0.6005403591799254,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-004,受付代行,定期契約,CLI-005,215438,51340,164098,0.7616947799366871,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-005,IT保守,スポット,CLI-001,439483,300947,138536,0.3152249347528801,黒字,中利益,service_revenue_styleA.csv
2024-01-12,SVC-005,IT保守,複合,CLI-002,449606,117071,332535,0.7396142400234872,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-005,IT保守,定期契約,CLI-003,150422,48361,102061,0.6784978261158607,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-005,IT保守,スポット,CLI-004,437241,273859,163382,0.3736657815712616,黒字,中利益,service_revenue_styleA.csv
2024-01-12,SVC-005,IT保守,複合,CLI-005,194965,157530,37435,0.19200882209627368,黒字,低利益,service_revenue_styleA.csv
2024-01-12,SVC-006,コールセンター,定期契約,CLI-001,362890,168372,194518,0.5360246906776158,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-006,コールセンター,スポット,CLI-002,102704,45443,57261,0.5575342732512852,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-006,コールセンター,複合,CLI-003,205318,79633,125685,0.6121479850768077,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-006,コールセンター,定期契約,CLI-004,239205,261896,-22691,-0.09486005727305032,赤字,低利益,service_revenue_styleA.csv
2024-01-12,SVC-006,コールセンター,スポット,CLI-005,57417,43200,14217,0.24760959297768953,黒字,中利益,service_revenue_styleA.csv
2024-01-12,SVC-007,警備巡回,複合,CLI-001,330040,53182,276858,0.8388619561265301,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-007,警備巡回,定期契約,CLI-002,193818,31931,161887,0.8352526597116883,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-007,警備巡回,スポット,CLI-003,78587,56264,22323,0.2840546146309186,黒字,中利益,service_revenue_styleA.csv
2024-01-12,SVC-007,警備巡回,複合,CLI-004,203163,53103,150060,0.7386187445548648,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-007,警備巡回,定期契約,CLI-005,384427,277361,107066,0.27850801322487756,黒字,中利益,service_revenue_styleA.csv
2024-01-12,SVC-008,施設管理,スポット,CLI-001,103785,131618,-27833,-0.26817940935587997,赤字,低利益,service_revenue_styleA.csv
2024-01-12,SVC-008,施設管理,複合,CLI-002,350974,169075,181899,0.5182691595388832,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-008,施設管理,定期契約,CLI-003,296099,145492,150607,0.5086373138713741,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-008,施設管理,スポット,CLI-004,280932,109314,171618,0.6108880440818418,黒字,高利益,service_revenue_styleA.csv
2024-01-12,SVC-008,施設管理,複合,CLI-005,146659,26734,119925,0.8177131986444746,黒字,高利益,service_revenue_styleA.csv
2024-01-01,SVC-001,清掃,定期契約,CLI-001,385243,78369,306874,0.7965725529081644,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-001,清掃,スポット,CLI-002,63112,38024,25088,0.39751552795031053,黒字,中利益,service_revenue_styleB.csv
2024-01-01,SVC-001,清掃,複合,CLI-003,178393,78513,99880,0.559887439529578,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-001,清掃,定期契約,CLI-004,123158,33434,89724,0.7285275824550578,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-001,清掃,スポット,CLI-005,404785,305929,98856,0.2442185357659004,黒字,中利益,service_revenue_styleB.csv
2024-01-01,SVC-002,警備,複合,CLI-001,95580,58698,36882,0.38587570621468925,黒字,中利益,service_revenue_styleB.csv
2024-01-01,SVC-002,警備,定期契約,CLI-002,271208,28331,242877,0.8955377422494911,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-002,警備,スポット,CLI-003,65622,26140,39482,0.6016579805553016,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-002,警備,複合,CLI-004,164629,50495,114134,0.6932800417909359,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-002,警備,定期契約,CLI-005,314951,177815,137136,0.43542011296995403,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-003,設備管理,スポット,CLI-001,63912,33031,30881,0.48317999749655777,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-003,設備管理,複合,CLI-002,425400,515785,-90385,-0.2124706158909262,赤字,低利益,service_revenue_styleB.csv
2024-01-01,SVC-003,設備管理,定期契約,CLI-003,335706,239949,95757,0.28524065700344947,黒字,中利益,service_revenue_styleB.csv
2024-01-01,SVC-003,設備管理,スポット,CLI-004,165574,78878,86696,0.5236087791561477,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-003,設備管理,複合,CLI-005,358944,165852,193092,0.5379446376036373,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-004,受付代行,定期契約,CLI-001,474374,23407,450967,0.9506570764839557,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-004,受付代行,スポット,CLI-002,447833,103707,344126,0.7684248369369832,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-004,受付代行,複合,CLI-003,416026,241571,174455,0.41933677222096694,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-004,受付代行,定期契約,CLI-004,228389,92842,135547,0.5934918056473824,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-004,受付代行,スポット,CLI-005,131516,48221,83295,0.6333449922442896,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-005,IT保守,複合,CLI-001,450290,196472,253818,0.5636767416553776,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-005,IT保守,定期契約,CLI-002,103587,32156,71431,0.6895749466631913,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-005,IT保守,スポット,CLI-003,249191,45353,203838,0.8179990449093266,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-005,IT保守,複合,CLI-004,238208,110165,128043,0.5375260276732939,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-005,IT保守,定期契約,CLI-005,366526,158685,207841,0.5670566344543089,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-006,コールセンター,スポット,CLI-001,473167,42780,430387,0.9095879467503017,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-006,コールセンター,複合,CLI-002,432589,260870,171719,0.39695646445009003,黒字,中利益,service_revenue_styleB.csv
2024-01-01,SVC-006,コールセンター,定期契約,CLI-003,331137,52722,278415,0.8407849319163971,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-006,コールセンター,スポット,CLI-004,248461,265778,-17317,-0.06969705507101719,赤字,低利益,service_revenue_styleB.csv
2024-01-01,SVC-006,コールセンター,複合,CLI-005,203709,114800,88909,0.43645101590995,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-007,警備巡回,定期契約,CLI-001,352698,120814,231884,0.6574576549909554,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-007,警備巡回,スポット,CLI-002,419398,56466,362932,0.8653641648267278,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-007,警備巡回,複合,CLI-003,74025,34935,39090,0.52806484295846,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-007,警備巡回,定期契約,CLI-004,455310,171722,283588,0.6228459730732907,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-007,警備巡回,スポット,CLI-005,91833,76054,15779,0.1718227652368974,黒字,低利益,service_revenue_styleB.csv
2024-01-01,SVC-008,施設管理,複合,CLI-001,172049,217920,-45871,-0.26661590593377466,赤字,低利益,service_revenue_styleB.csv
2024-01-01,SVC-008,施設管理,定期契約,CLI-002,249295,92869,156426,0.6274734752000641,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-008,施設管理,スポット,CLI-003,287717,186640,101077,0.3513070134889492,黒字,中利益,service_revenue_styleB.csv
2024-01-01,SVC-008,施設管理,複合,CLI-004,487314,211277,276037,0.5664458644734196,黒字,高利益,service_revenue_styleB.csv
2024-01-01,SVC-008,施設管理,定期契約,CLI-005,135277,68520,66757,0.49348374076894075,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-001,清掃,スポット,CLI-001,236264,74921,161343,0.6828928656079639,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-001,清掃,複合,CLI-002,401364,159973,241391,0.6014266351740565,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-001,清掃,定期契約,CLI-003,417955,57435,360520,0.8625808998576402,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-001,清掃,スポット,CLI-004,369360,109725,259635,0.7029320987654321,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-001,清掃,複合,CLI-005,330043,211136,118907,0.3602772972006678,黒字,中利益,service_revenue_styleB.csv
2024-01-02,SVC-002,警備,定期契約,CLI-001,178351,62834,115517,0.6476947143554003,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-002,警備,スポット,CLI-002,292357,119471,172886,0.5913523534582719,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-002,警備,複合,CLI-003,191530,77570,113960,0.594998172610035,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-002,警備,定期契約,CLI-004,408935,190017,218918,0.5353369117341387,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-002,警備,スポット,CLI-005,491897,49327,442570,0.8997208765249636,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-003,設備管理,複合,CLI-001,170087,127715,42372,0.24911956822096926,黒字,中利益,service_revenue_styleB.csv
2024-01-02,SVC-003,設備管理,定期契約,CLI-002,66829,83620,-16791,-0.25125319846174565,赤字,低利益,service_revenue_styleB.csv
2024-01-02,SVC-003,設備管理,スポット,CLI-003,260325,90186,170139,0.6535638144626909,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-003,設備管理,複合,CLI-004,84701,33826,50875,0.6006422592413313,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-003,設備管理,定期契約,CLI-005,347365,184981,162384,0.4674736948166914,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-004,受付代行,スポット,CLI-001,161477,105909,55568,0.3441233116790626,黒字,中利益,service_revenue_styleB.csv
2024-01-02,SVC-004,受付代行,複合,CLI-002,311740,123712,188028,0.6031564765509719,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-004,受付代行,定期契約,CLI-003,387039,260570,126469,0.3267603523159165,黒字,中利益,service_revenue_styleB.csv
2024-01-02,SVC-004,受付代行,スポット,CLI-004,124905,54718,70187,0.5619230615267603,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-004,受付代行,複合,CLI-005,123206,52325,70881,0.5753047741181436,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-005,IT保守,定期契約,CLI-001,440588,314318,126270,0.28659427855502195,黒字,中利益,service_revenue_styleB.csv
2024-01-02,SVC-005,IT保守,スポット,CLI-002,332579,157752,174827,0.5256705925509428,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-005,IT保守,複合,CLI-003,441650,326491,115159,0.260747198007472,黒字,中利益,service_revenue_styleB.csv
2024-01-02,SVC-005,IT保守,定期契約,CLI-004,274622,172969,101653,0.3701560690694846,黒字,中利益,service_revenue_styleB.csv
2024-01-02,SVC-005,IT保守,スポット,CLI-005,259400,114895,144505,0.5570740169622205,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-006,コールセンター,複合,CLI-001,164987,38131,126856,0.7688848212283392,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-006,コールセンター,定期契約,CLI-002,317138,149372,167766,0.5289999936935971,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-006,コールセンター,スポット,CLI-003,97662,69530,28132,0.2880547193381254,黒字,中利益,service_revenue_styleB.csv
2024-01-02,SVC-006,コールセンター,複合,CLI-004,74702,94518,-19816,-0.2652673288533105,赤字,低利益,service_revenue_styleB.csv
2024-01-02,SVC-006,コールセンター,定期契約,CLI-005,130132,102240,27892,0.21433621246119325,黒字,中利益,service_revenue_styleB.csv
2024-01-02,SVC-007,警備巡回,スポット,CLI-001,133876,109192,24684,0.18437957512922407,黒字,低利益,service_revenue_styleB.csv
2024-01-02,SVC-007,警備巡回,複合,CLI-002,271333,176345,94988,0.3500790541511722,黒字,中利益,service_revenue_styleB.csv
2024-01-02,SVC-007,警備巡回,定期契約,CLI-003,83306,45216,38090,0.45722997143062927,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-007,警備巡回,スポット,CLI-004,250078,176208,73870,0.2953878389942338,黒字,中利益,service_revenue_styleB.csv
2024-01-02,SVC-007,警備巡回,複合,CLI-005,295392,158704,136688,0.46273426497670894,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-008,施設管理,定期契約,CLI-001,181813,235042,-53229,-0.2927678438835507,赤字,低利益,service_revenue_styleB.csv
2024-01-02,SVC-008,施設管理,スポット,CLI-002,56019,42291,13728,0.24505971188346812,黒字,中利益,service_revenue_styleB.csv
2024-01-02,SVC-008,施設管理,複合,CLI-003,427865,80058,347807,0.8128895796571348,黒字,高利益,service_revenue_styleB.csv
2024-01-02,SVC-008,施設管理,定期契約,CLI-004,407412,301527,105885,0.25989661571087747,黒字,中利益,service_revenue_styleB.csv
2024-01-02,SVC-008,施設管理,スポット,CLI-005,443676,159893,283783,0.639617648914974,黒字,高利益,service_revenue_styleB.csv
2024-01-03,SVC-001,清掃,複合,CLI-001,452967,198349,254618,0.5621115887029298,黒字,高利益,service_revenue_styleB.csv
2024-01-03,SVC-001,清掃,定期契約,CLI-002,108485,58469,50016,0.4610406968705351,黒字,高利益,service_revenue_styleB.csv
2024-01-03,SVC-001,清掃,スポット,CLI-003,277942,61460,216482,0.7788747292600614,黒字,高利益,service_revenue_styleB.csv
2024-01-03,SVC-001,清掃,複合,CLI-004,287881,20850,267031,0.9275742407453079,黒字,高利益,service_revenue_styleB.csv
2024-01-03,SVC-001,清掃,定期契約,CLI-005,428584,158091,270493,0.6311318201332761,黒字,高利益,service_revenue_styleB.csv
2024-01-03,SVC-002,警備,スポット,CLI-001,312451,219743,92708,0.2967121244611155,黒字,中利益,service_revenue_styleB.csv
2024-01-03,SVC-002,警備,複合,CLI-002,143665,86542,57123,0.39761250130511955,黒字,中利益,service_revenue_styleB.csv
2024-01-03,SVC-002,警備,定期契約,CLI-003,105789,59117,46672,0.44118008488595223,黒字,高利益,service_revenue_styleB.csv
