order_date,order_id,shop_name,work_type,tech_id,estimated_days,actual_days,labor_cost,parts_cost,status,total_cost,delay_days,is_delayed,is_returned,efficiency_flag,source_file
2024-01-07,ORD-0214,北店,車検,TECH-02,4,2,61440,39482,再入庫,100922,-2,0,1,効率的,orders_styleB.csv
2024-01-07,ORD-0215,東店,車検,TECH-06,1,2,47981,43314,完了,91295,1,1,0,遅延,orders_styleB.csv
2024-01-07,ORD-0216,西店,一般修理,TECH-03,4,6,63606,2775,完了,66381,2,1,0,遅延,orders_styleB.csv
2024-01-07,ORD-0217,西店,一般修理,TECH-05,1,2,58242,23809,完了,82051,1,1,0,遅延,orders_styleB.csv
2024-01-07,ORD-0218,北店,タイヤ交換,TECH-01,2,8,9561,8272,完了,17833,6,1,0,遅延,orders_styleB.csv
2024-01-07,ORD-0219,北店,車検,TECH-06,4,1,25111,44503,完了,69614,-3,0,0,効率的,orders_styleB.csv
2024-01-08,ORD-0220,西店,車検,TECH-08,1,3,74397,24048,完了,98445,2,1,0,遅延,orders_styleB.csv
2024-01-08,ORD-0221,北店,車検,TECH-04,1,1,29385,32705,完了,62090,0,0,0,効率的,orders_styleB.csv
2024-01-08,ORD-0222,北店,オイル交換,TECH-05,3,8,33124,40099,完了,73223,5,1,0,遅延,orders_styleB.csv
2024-01-08,ORD-0223,西店,タイヤ交換,TECH-02,2,2,64250,11315,作業中,75565,0,0,0,効率的,orders_styleB.csv
2024-01-08,ORD-0224,西店,オイル交換,TECH-06,3,2,77089,35531,完了,112620,-1,0,0,効率的,orders_styleB.csv
2024-01-08,ORD-0225,西店,タイヤ交換,TECH-03,3,4,20907,13171,完了,34078,1,1,0,遅延,orders_styleB.csv
2024-01-08,ORD-0226,東店,一般修理,TECH-01,3,6,66263,36152,完了,102415,3,1,0,遅延,orders_styleB.csv
2024-01-08,ORD-0227,東店,オイル交換,TECH-05,4,8,73903,26921,完了,100824,4,1,0,遅延,orders_styleB.csv
2024-01-09,ORD-0228,北店,オイル交換,TECH-03,3,2,63979,30528,完了,94507,-1,0,0,効率的,orders_styleB.csv
2024-01-09,ORD-0229,西店,タイヤ交換,TECH-09,5,3,21912,28352,完了,50264,-2,0,0,効率的,orders_styleB.csv
2024-01-09,ORD-0230,東店,オイル交換,TECH-09,2,5,26581,10614,完了,37195,3,1,0,遅延,orders_styleB.csv
2024-01-09,ORD-0231,北店,タイヤ交換,TECH-06,5,5,15336,16423,完了,31759,0,0,0,効率的,orders_styleB.csv
2024-01-09,ORD-0232,北店,車検,TECH-03,3,2,70873,42007,完了,112880,-1,0,0,効率的,orders_styleB.csv
2024-01-09,ORD-0233,北店,タイヤ交換,TECH-03,5,6,78874,2699,作業中,81573,1,1,0,遅延,orders_styleB.csv
2024-01-09,ORD-0234,東店,オイル交換,TECH-01,5,5,32631,37495,完了,70126,0,0,0,効率的,orders_styleB.csv
2024-01-09,ORD-0235,北店,オイル交換,TECH-08,5,5,44596,31650,完了,76246,0,0,0,効率的,orders_styleB.csv
2024-01-09,ORD-0236,北店,一般修理,TECH-05,4,2,12852,10359,完了,23211,-2,0,0,効率的,orders_styleB.csv
2024-01-10,ORD-0237,西店,一般修理,TECH-04,3,3,45970,47078,完了,93048,0,0,0,効率的,orders_styleB.csv
2024-01-10,ORD-0238,西店,一般修理,TECH-03,3,2,46827,15842,完了,62669,-1,0,0,効率的,orders_styleB.csv
2024-01-10,ORD-0239,西店,一般修理,TECH-04,2,2,11632,19019,作業中,30651,0,0,0,効率的,orders_styleB.csv
2024-01-10,ORD-0240,北店,一般修理,TECH-04,2,6,45988,12440,完了,58428,4,1,0,遅延,orders_styleB.csv
2024-01-10,ORD-0241,西店,一般修理,TECH-08,3,8,8037,5901,作業中,13938,5,1,0,遅延,orders_styleB.csv
2024-01-10,ORD-0242,北店,一般修理,TECH-04,2,6,11377,3312,完了,14689,4,1,0,遅延,orders_styleB.csv
2024-01-10,ORD-0243,北店,一般修理,TECH-05,5,1,19089,28241,完了,47330,-4,0,0,効率的,orders_styleB.csv
2024-01-10,ORD-0244,西店,車検,TECH-07,3,1,57505,3352,完了,60857,-2,0,0,効率的,orders_styleB.csv
2024-01-11,ORD-0245,東店,車検,TECH-09,3,2,55639,33046,完了,88685,-1,0,0,効率的,orders_styleB.csv
2024-01-11,ORD-0246,北店,車検,TECH-10,5,2,21864,6336,完了,28200,-3,0,0,効率的,orders_styleB.csv
2024-01-11,ORD-0247,西店,車検,TECH-03,2,7,70546,2638,完了,73184,5,1,0,遅延,orders_styleB.csv
2024-01-11,ORD-0248,東店,車検,TECH-08,5,8,24521,39731,作業中,64252,3,1,0,遅延,orders_styleB.csv
2024-01-11,ORD-0249,東店,車検,TECH-10,3,3,56505,40402,完了,96907,0,0,0,効率的,orders_styleB.csv
2024-01-11,ORD-0250,西店,車検,TECH-09,5,8,78783,19647,完了,98430,3,1,0,遅延,orders_styleB.csv
2024-01-11,ORD-0251,東店,車検,TECH-06,1,7,45327,47534,作業中,92861,6,1,0,遅延,orders_styleB.csv
2024-01-11,ORD-0252,北店,オイル交換,TECH-10,4,5,34824,47277,完了,82101,1,1,0,遅延,orders_styleB.csv
2024-01-11,ORD-0253,西店,タイヤ交換,TECH-09,5,7,24369,44612,完了,68981,2,1,0,遅延,orders_styleB.csv
2024-01-12,ORD-0254,北店,オイル交換,TECH-04,1,8,46116,27445,完了,73561,7,1,0,遅延,orders_styleB.csv
2024-01-12,ORD-0255,北店,タイヤ交換,TECH-07,5,8,13163,46253,完了,59416,3,1,0,遅延,orders_styleB.csv
2024-01-12,ORD-0256,東店,車検,TECH-08,5,7,46124,11349,完了,57473,2,1,0,遅延,orders_styleB.csv
2024-01-12,ORD-0257,北店,車検,TECH-09,3,5,68462,12600,再入庫,81062,2,1,1,遅延,orders_styleB.csv
2024-01-12,ORD-0258,西店,車検,TECH-04,3,5,32168,45235,完了,77403,2,1,0,遅延,orders_styleB.csv
2024-01-12,ORD-0259,西店,一般修理,TECH-06,5,5,42721,7987,完了,50708,0,0,0,効率的,orders_styleB.csv
2024-01-12,ORD-0260,北店,一般修理,TECH-07,3,3,43070,2756,完了,45826,0,0,0,効率的,orders_styleB.csv
2024-01-12,ORD-0261,北店,オイル交換,TECH-06,4,5,67793,14023,完了,81816,1,1,0,遅延,orders_styleB.csv
2024-01-13,ORD-0262,北店,車検,TECH-09,3,3,19316,40349,完了,59665,0,0,0,効率的,orders_styleB.csv
2024-01-13,ORD-0263,東店,タイヤ交換,TECH-01,5,4,35518,3440,完了,38958,-1,0,0,効率的,orders_styleB.csv
2024-01-13,ORD-0264,西店,一般修理,TECH-02,2,1,77135,10350,完了,87485,-1,0,0,効率的,orders_styleB.csv
2024-01-13,ORD-0265,西店,一般修理,TECH-04,3,6,42409,42329,完了,84738,3,1,0,遅延,orders_styleB.csv
2024-01-13,ORD-0266,東店,タイヤ交換,TECH-09,1,3,59773,11520,作業中,71293,2,1,0,遅延,orders_styleB.csv
2024-01-13,ORD-0267,東店,一般修理,TECH-08,2,5,9910,607,完了,10517,3,1,0,遅延,orders_styleB.csv
2024-01-13,ORD-0268,北店,オイル交換,TECH-06,3,8,76211,34361,完了,110572,5,1,0,遅延,orders_styleB.csv
2024-01-13,ORD-0269,東店,一般修理,TECH-05,2,2,48343,10649,完了,58992,0,0,0,効率的,orders_styleB.csv
2024-01-14,ORD-0270,北店,車検,TECH-03,1,6,43669,37210,完了,80879,5,1,0,遅延,orders_styleB.csv
2024-01-14,ORD-0271,東店,タイヤ交換,TECH-10,4,7,72538,21491,完了,94029,3,1,0,遅延,orders_styleB.csv
2024-01-14,ORD-0272,北店,オイル交換,TECH-03,2,8,47415,16256,完了,63671,6,1,0,遅延,orders_styleB.csv
2024-01-14,ORD-0273,西店,タイヤ交換,TECH-08,3,6,44576,38172,完了,82748,3,1,0,遅延,orders_styleB.csv
2024-01-14,ORD-0274,東店,車検,TECH-06,2,1,20495,30500,完了,50995,-1,0,0,効率的,orders_styleB.csv
2024-01-14,ORD-0275,西店,車検,TECH-02,3,6,33947,14360,再入庫,48307,3,1,1,遅延,orders_styleB.csv
2024-01-14,ORD-0276,西店,タイヤ交換,TECH-08,5,6,59505,46002,完了,105507,1,1,0,遅延,orders_styleB.csv
2024-01-14,ORD-0277,西店,タイヤ交換,TECH-04,5,2,73879,29278,完了,103157,-3,0,0,効率的,orders_styleB.csv
2024-01-14,ORD-0278,西店,オイル交換,TECH-10,1,1,76781,33127,完了,109908,0,0,0,効率的,orders_styleB.csv
2024-01-15,ORD-0279,北店,タイヤ交換,TECH-03,3,8,20235,44583,完了,64818,5,1,0,遅延,orders_styleB.csv
2024-01-15,ORD-0280,北店,一般修理,TECH-02,5,8,12292,29716,完了,42008,3,1,0,遅延,orders_styleB.csv
2024-01-15,ORD-0281,西店,一般修理,TECH-10,1,8,45392,47400,完了,92792,7,1,0,遅延,orders_styleB.csv
2024-01-15,ORD-0282,西店,オイル交換,TECH-04,5,2,10936,27767,完了,38703,-3,0,0,効率的,orders_styleB.csv
2024-01-15,ORD-0283,東店,オイル交換,TECH-02,4,1,42629,26795,完了,69424,-3,0,0,効率的,orders_styleB.csv
2024-01-15,ORD-0284,東店,一般修理,TECH-06,4,8,54479,24618,完了,79097,4,1,0,遅延,orders_styleB.csv
2024-01-15,ORD-0285,北店,タイヤ交換,TECH-06,1,3,75419,25759,完了,101178,2,1,0,遅延,orders_styleB.csv
2024-01-15,ORD-0286,北店,タイヤ交換,TECH-01,1,5,65686,44138,完了,109824,4,1,0,遅延,orders_styleB.csv
2024-01-16,ORD-0287,西店,一般修理,TECH-04,2,8,50371,10166,完了,60537,6,1,0,遅延,orders_styleB.csv
2024-01-16,ORD-0288,北店,オイル交換,TECH-01,4,1,36544,13505,完了,50049,-3,0,0,効率的,orders_styleB.csv
2024-01-16,ORD-0289,北店,オイル交換,TECH-08,5,1,37077,48532,完了,85609,-4,0,0,効率的,orders_styleB.csv
2024-01-16,ORD-0290,西店,タイヤ交換,TECH-09,2,1,23367,33023,再入庫,56390,-1,0,1,効率的,orders_styleB.csv
2024-01-16,ORD-0291,東店,車検,TECH-10,5,6,36051,19776,作業中,55827,1,1,0,遅延,orders_styleB.csv
2024-01-16,ORD-0292,北店,タイヤ交換,TECH-07,3,5,12989,36485,作業中,49474,2,1,0,遅延,orders_styleB.csv
2024-01-16,ORD-0293,北店,タイヤ交換,TECH-07,5,8,11145,22571,作業中,33716,3,1,0,遅延,orders_styleB.csv
2024-01-16,ORD-0294,北店,一般修理,TECH-09,3,7,58511,9779,完了,68290,4,1,0,遅延,orders_styleB.csv
2024-01-17,ORD-0295,東店,一般修理,TECH-04,2,5,23920,30344,作業中,54264,3,1,0,遅延,orders_styleB.csv
2024-01-17,ORD-0296,北店,一般修理,TECH-07,5,3,55910,15915,完了,71825,-2,0,0,効率的,orders_styleB.csv
2024-01-17,ORD-0297,西店,オイル交換,TECH-08,3,2,75206,47486,作業中,122692,-1,0,0,効率的,orders_styleB.csv
2024-01-17,ORD-0298,東店,車検,TECH-07,5,1,14539,12331,作業中,26870,-4,0,0,効率的,orders_styleB.csv
2024-01-17,ORD-0299,北店,タイヤ交換,TECH-08,2,6,44739,1004,完了,45743,4,1,0,遅延,orders_styleB.csv
2024-01-17,ORD-0300,東店,オイル交換,TECH-08,2,4,56987,15684,完了,72671,2,1,0,遅延,orders_styleB.csv
2024-01-17,ORD-0301,西店,一般修理,TECH-08,5,6,45425,17141,完了,62566,1,1,0,遅延,orders_styleB.csv
2024-01-17,ORD-0302,西店,一般修理,TECH-02,4,6,31624,24294,完了,55918,2,1,0,遅延,orders_styleB.csv
2024-01-17,ORD-0303,東店,タイヤ交換,TECH-03,1,5,77523,38275,完了,115798,4,1,0,遅延,orders_styleB.csv
2024-01-18,ORD-0304,西店,車検,TECH-03,2,6,35149,24893,完了,60042,4,1,0,遅延,orders_styleB.csv
2024-01-18,ORD-0305,東店,一般修理,TECH-09,3,5,69044,47419,完了,116463,2,1,0,遅延,orders_styleB.csv
2024-01-18,ORD-0306,西店,一般修理,TECH-03,3,3,23344,47206,完了,70550,0,0,0,効率的,orders_styleB.csv
2024-01-18,ORD-0307,東店,オイル交換,TECH-09,1,2,11358,418,完了,11776,1,1,0,遅延,orders_styleB.csv
2024-01-18,ORD-0308,北店,タイヤ交換,TECH-02,2,1,33668,33143,完了,66811,-1,0,0,効率的,orders_styleB.csv
2024-01-18,ORD-0309,東店,一般修理,TECH-08,1,1,74758,36152,完了,110910,0,0,0,効率的,orders_styleB.csv
2024-01-18,ORD-0310,東店,車検,TECH-09,3,1,70826,45734,完了,116560,-2,0,0,効率的,orders_styleB.csv
2024-01-18,ORD-0311,東店,オイル交換,TECH-02,5,3,36584,12578,完了,49162,-2,0,0,効率的,orders_styleB.csv
2024-01-19,ORD-0312,西店,車検,TECH-05,4,2,53896,26609,完了,80505,-2,0,0,効率的,orders_styleB.csv
2024-01-19,ORD-0313,東店,タイヤ交換,TECH-05,1,1,17255,26560,完了,43815,0,0,0,効率的,orders_styleB.csv
2024-01-19,ORD-0314,北店,一般修理,TECH-01,1,3,15837,32758,作業中,48595,2,1,0,遅延,orders_styleB.csv
2024-01-19,ORD-0315,北店,車検,TECH-10,1,1,35115,13855,作業中,48970,0,0,0,効率的,orders_styleB.csv
2024-01-19,ORD-0316,北店,一般修理,TECH-05,1,2,41749,35588,完了,77337,1,1,0,遅延,orders_styleB.csv
2024-01-19,ORD-0317,東店,タイヤ交換,TECH-06,1,4,23899,49299,作業中,73198,3,1,0,遅延,orders_styleB.csv
2024-01-19,ORD-0318,西店,オイル交換,TECH-05,2,4,79277,25503,完了,104780,2,1,0,遅延,orders_styleB.csv
2024-01-19,ORD-0319,北店,車検,TECH-07,2,2,70639,48854,再入庫,119493,0,0,1,効率的,orders_styleB.csv
2024-01-20,ORD-0320,東店,オイル交換,TECH-07,2,2,49642,39660,完了,89302,0,0,0,効率的,orders_styleB.csv
2024-01-01,ORD-0321,北店,一般修理,TECH-06,1,5,64054,32152,完了,96206,4,1,0,遅延,orders_styleC.csv
2024-01-01,ORD-0322,北店,一般修理,TECH-07,2,7,16232,40541,完了,56773,5,1,0,遅延,orders_styleC.csv
2024-01-01,ORD-0323,東店,オイル交換,TECH-02,3,3,54807,46640,完了,101447,0,0,0,効率的,orders_styleC.csv
2024-01-01,ORD-0324,東店,一般修理,TECH-06,3,2,16995,340,作業中,17335,-1,0,0,効率的,orders_styleC.csv
2024-01-01,ORD-0325,西店,車検,TECH-05,1,3,16442,12280,完了,28722,2,1,0,遅延,orders_styleC.csv
2024-01-01,ORD-0326,北店,一般修理,TECH-02,1,2,51388,36321,完了,87709,1,1,0,遅延,orders_styleC.csv
2024-01-01,ORD-0327,北店,車検,TECH-07,1,5,59238,25414,完了,84652,4,1,0,遅延,orders_styleC.csv
2024-01-01,ORD-0328,北店,タイヤ交換,TECH-10,5,3,54903,11108,完了,66011,-2,0,0,効率的,orders_styleC.csv
2024-01-01,ORD-0329,西店,車検,TECH-08,2,2,26916,28486,完了,55402,0,0,0,効率的,orders_styleC.csv
2024-01-02,ORD-0330,西店,一般修理,TECH-02,3,5,37321,47244,完了,84565,2,1,0,遅延,orders_styleC.csv
2024-01-02,ORD-0331,北店,タイヤ交換,TECH-08,1,3,44932,443,作業中,45375,2,1,0,遅延,orders_styleC.csv
2024-01-02,ORD-0332,西店,一般修理,TECH-06,4,6,61441,42666,再入庫,104107,2,1,1,遅延,orders_styleC.csv
2024-01-02,ORD-0333,東店,車検,TECH-06,5,4,67784,20590,完了,88374,-1,0,0,効率的,orders_styleC.csv
2024-01-02,ORD-0334,西店,車検,TECH-05,4,4,47714,24645,完了,72359,0,0,0,効率的,orders_styleC.csv
2024-01-02,ORD-0335,西店,車検,TECH-02,5,4,76516,11791,完了,88307,-1,0,0,効率的,orders_styleC.csv
2024-01-02,ORD-0336,北店,オイル交換,TECH-08,2,8,43185,45405,完了,88590,6,1,0,遅延,orders_styleC.csv
2024-01-02,ORD-0337,西店,一般修理,TECH-03,3,4,38119,43166,完了,81285,1,1,0,遅延,orders_styleC.csv
2024-01-03,ORD-0338,西店,一般修理,TECH-02,4,8,57534,35020,完了,92554,4,1,0,遅延,orders_styleC.csv
2024-01-03,ORD-0339,北店,一般修理,TECH-09,1,6,75373,38916,完了,114289,5,1,0,遅延,orders_styleC.csv
2024-01-03,ORD-0340,東店,オイル交換,TECH-04,3,3,10806,36911,再入庫,47717,0,0,1,効率的,orders_styleC.csv
2024-01-03,ORD-0341,北店,一般修理,TECH-06,4,2,6382,6462,完了,12844,-2,0,0,効率的,orders_styleC.csv
2024-01-03,ORD-0342,北店,タイヤ交換,TECH-08,3,7,65694,44535,完了,110229,4,1,0,遅延,orders_styleC.csv
2024-01-03,ORD-0343,北店,タイヤ交換,TECH-06,1,8,18703,19361,完了,38064,7,1,0,遅延,orders_styleC.csv
2024-01-03,ORD-0344,東店,オイル交換,TECH-03,3,5,49966,29840,完了,79806,2,1,0,遅延,orders_styleC.csv
2024-01-03,ORD-0345,北店,一般修理,TECH-06,4,2,62431,47316,完了,109747,-2,0,0,効率的,orders_styleC.csv
2024-01-03,ORD-0346,西店,オイル交換,TECH-05,1,2,7960,22483,完了,30443,1,1,0,遅延,orders_styleC.csv
2024-01-04,ORD-0347,北店,タイヤ交換,TECH-04,5,3,77339,10494,完了,87833,-2,0,0,効率的,orders_styleC.csv
2024-01-04,ORD-0348,西店,一般修理,TECH-04,4,3,29430,41974,完了,71404,-1,0,0,効率的,orders_styleC.csv
2024-01-04,ORD-0349,西店,オイル交換,TECH-10,2,8,61302,25482,完了,86784,6,1,0,遅延,orders_styleC.csv
2024-01-04,ORD-0350,東店,タイヤ交換,TECH-05,1,2,75371,12252,完了,87623,1,1,0,遅延,orders_styleC.csv
2024-01-04,ORD-0351,東店,一般修理,TECH-02,3,8,74168,41884,完了,116052,5,1,0,遅延,orders_styleC.csv
2024-01-04,ORD-0352,西店,一般修理,TECH-10,1,6,51135,30006,完了,81141,5,1,0,遅延,orders_styleC.csv
2024-01-04,ORD-0353,北店,車検,TECH-10,5,2,22556,20524,完了,43080,-3,0,0,効率的,orders_styleC.csv
2024-01-04,ORD-0354,西店,オイル交換,TECH-03,3,3,71954,25458,完了,97412,0,0,0,効率的,orders_styleC.csv
2024-01-05,ORD-0355,東店,一般修理,TECH-07,2,8,75435,45444,作業中,120879,6,1,0,遅延,orders_styleC.csv
2024-01-05,ORD-0356,東店,タイヤ交換,TECH-08,3,3,29523,20616,作業中,50139,0,0,0,効率的,orders_styleC.csv
2024-01-05,ORD-0357,北店,オイル交換,TECH-06,1,8,22895,12787,作業中,35682,7,1,0,遅延,orders_styleC.csv
2024-01-05,ORD-0358,北店,一般修理,TECH-07,4,7,63176,32027,完了,95203,3,1,0,遅延,orders_styleC.csv
2024-01-05,ORD-0359,北店,オイル交換,TECH-04,3,1,41025,14735,完了,55760,-2,0,0,効率的,orders_styleC.csv
2024-01-05,ORD-0360,東店,一般修理,TECH-10,4,2,19969,17556,完了,37525,-2,0,0,効率的,orders_styleC.csv
2024-01-05,ORD-0361,西店,オイル交換,TECH-08,5,4,60725,6711,完了,67436,-1,0,0,効率的,orders_styleC.csv
2024-01-05,ORD-0362,北店,タイヤ交換,TECH-05,1,8,39447,22844,作業中,62291,7,1,0,遅延,orders_styleC.csv
2024-01-06,ORD-0363,東店,一般修理,TECH-02,2,4,50957,46579,完了,97536,2,1,0,遅延,orders_styleC.csv
2024-01-06,ORD-0364,西店,タイヤ交換,TECH-10,2,4,32124,3890,完了,36014,2,1,0,遅延,orders_styleC.csv
2024-01-06,ORD-0365,北店,車検,TECH-10,5,3,47421,46140,完了,93561,-2,0,0,効率的,orders_styleC.csv
2024-01-06,ORD-0366,北店,車検,TECH-09,1,3,58948,3885,再入庫,62833,2,1,1,遅延,orders_styleC.csv
2024-01-06,ORD-0367,北店,タイヤ交換,TECH-03,2,3,47217,16223,完了,63440,1,1,0,遅延,orders_styleC.csv
2024-01-06,ORD-0368,北店,一般修理,TECH-08,2,5,59293,24587,完了,83880,3,1,0,遅延,orders_styleC.csv
2024-01-06,ORD-0369,北店,オイル交換,TECH-07,5,5,53374,29798,再入庫,83172,0,0,1,効率的,orders_styleC.csv
2024-01-06,ORD-0370,西店,オイル交換,TECH-02,4,6,13300,35024,完了,48324,2,1,0,遅延,orders_styleC.csv
2024-01-06,ORD-0371,西店,タイヤ交換,TECH-08,3,6,42171,22135,完了,64306,3,1,0,遅延,orders_styleC.csv
2024-01-07,ORD-0372,東店,一般修理,TECH-06,1,1,18051,41037,完了,59088,0,0,0,効率的,orders_styleC.csv
2024-01-07,ORD-0373,西店,オイル交換,TECH-02,2,8,64836,44,再入庫,64880,6,1,1,遅延,orders_styleC.csv
2024-01-07,ORD-0374,西店,タイヤ交換,TECH-03,3,3,40916,6117,完了,47033,0,0,0,効率的,orders_styleC.csv
2024-01-07,ORD-0375,西店,オイル交換,TECH-06,2,1,56949,40999,完了,97948,-1,0,0,効率的,orders_styleC.csv
2024-01-07,ORD-0376,北店,タイヤ交換,TECH-07,1,2,5142,13986,完了,19128,1,1,0,遅延,orders_styleC.csv
2024-01-07,ORD-0377,東店,タイヤ交換,TECH-09,4,1,6056,45586,完了,51642,-3,0,0,効率的,orders_styleC.csv
2024-01-07,ORD-0378,東店,一般修理,TECH-03,4,2,35008,25104,完了,60112,-2,0,0,効率的,orders_styleC.csv
2024-01-07,ORD-0379,東店,オイル交換,TECH-06,3,5,22973,25082,完了,48055,2,1,0,遅延,orders_styleC.csv
2024-01-08,ORD-0380,東店,タイヤ交換,TECH-02,5,1,26511,28842,完了,55353,-4,0,0,効率的,orders_styleC.csv
2024-01-08,ORD-0381,東店,タイヤ交換,TECH-07,5,8,33474,5681,作業中,39155,3,1,0,遅延,orders_styleC.csv
2024-01-08,ORD-0382,東店,オイル交換,TECH-10,4,6,61280,20611,完了,81891,2,1,0,遅延,orders_styleC.csv
2024-01-08,ORD-0383,東店,車検,TECH-02,2,5,8515,43149,作業中,51664,3,1,0,遅延,orders_styleC.csv
2024-01-08,ORD-0384,東店,タイヤ交換,TECH-07,3,1,36370,32432,完了,68802,-2,0,0,効率的,orders_styleC.csv
2024-01-08,ORD-0385,東店,一般修理,TECH-10,1,1,52329,20740,完了,73069,0,0,0,効率的,orders_styleC.csv
2024-01-08,ORD-0386,北店,一般修理,TECH-06,5,3,66736,4783,完了,71519,-2,0,0,効率的,orders_styleC.csv
2024-01-08,ORD-0387,東店,オイル交換,TECH-05,2,1,12925,26081,完了,39006,-1,0,0,効率的,orders_styleC.csv
2024-01-09,ORD-0388,北店,一般修理,TECH-07,4,2,75328,35235,完了,110563,-2,0,0,効率的,orders_styleC.csv
2024-01-09,ORD-0389,西店,オイル交換,TECH-05,1,4,25365,35152,完了,60517,3,1,0,遅延,orders_styleC.csv
2024-01-09,ORD-0390,北店,オイル交換,TECH-05,4,4,12589,16022,完了,28611,0,0,0,効率的,orders_styleC.csv
2024-01-09,ORD-0391,西店,オイル交換,TECH-08,5,1,45539,43652,完了,89191,-4,0,0,効率的,orders_styleC.csv
2024-01-09,ORD-0392,北店,タイヤ交換,TECH-02,1,3,6487,10736,完了,17223,2,1,0,遅延,orders_styleC.csv
2024-01-09,ORD-0393,西店,車検,TECH-03,3,3,40227,48033,作業中,88260,0,0,0,効率的,orders_styleC.csv
2024-01-09,ORD-0394,東店,車検,TECH-07,3,2,39465,46682,再入庫,86147,-1,0,1,効率的,orders_styleC.csv
2024-01-09,ORD-0395,北店,オイル交換,TECH-08,4,6,12266,32742,作業中,45008,2,1,0,遅延,orders_styleC.csv
2024-01-09,ORD-0396,東店,車検,TECH-03,3,2,20117,14968,完了,35085,-1,0,0,効率的,orders_styleC.csv
2024-01-10,ORD-0397,東店,オイル交換,TECH-01,2,1,66835,23853,完了,90688,-1,0,0,効率的,orders_styleC.csv
2024-01-10,ORD-0398,東店,タイヤ交換,TECH-01,5,7,34427,21089,完了,55516,2,1,0,遅延,orders_styleC.csv
2024-01-10,ORD-0399,北店,車検,TECH-05,1,6,20650,32901,完了,53551,5,1,0,遅延,orders_styleC.csv
2024-01-10,ORD-0400,東店,タイヤ交換,TECH-04,5,1,57550,4517,作業中,62067,-4,0,0,効率的,orders_styleC.csv
2024-01-10,ORD-0401,西店,車検,TECH-06,1,8,6044,24177,完了,30221,7,1,0,遅延,orders_styleC.csv
2024-01-10,ORD-0402,北店,車検,TECH-10,2,8,53270,38777,再入庫,92047,6,1,1,遅延,orders_styleC.csv
2024-01-10,ORD-0403,東店,タイヤ交換,TECH-03,1,7,8133,15269,完了,23402,6,1,0,遅延,orders_styleC.csv
2024-01-10,ORD-0404,北店,オイル交換,TECH-06,1,7,45306,6812,完了,52118,6,1,0,遅延,orders_styleC.csv
2024-01-11,ORD-0405,東店,一般修理,TECH-08,1,3,41677,6096,完了,47773,2,1,0,遅延,orders_styleC.csv
2024-01-11,ORD-0406,東店,一般修理,TECH-06,4,2,17527,33123,完了,50650,-2,0,0,効率的,orders_styleC.csv
2024-01-11,ORD-0407,西店,オイル交換,TECH-10,5,1,62014,43413,再入庫,105427,-4,0,1,効率的,orders_styleC.csv
2024-01-11,ORD-0408,東店,車検,TECH-05,3,7,47762,20844,完了,68606,4,1,0,遅延,orders_styleC.csv
2024-01-11,ORD-0409,東店,オイル交換,TECH-04,2,2,25369,6924,完了,32293,0,0,0,効率的,orders_styleC.csv
2024-01-11,ORD-0410,西店,車検,TECH-07,1,6,32215,29616,完了,61831,5,1,0,遅延,orders_styleC.csv
2024-01-11,ORD-0411,西店,オイル交換,TECH-02,2,5,10286,14091,作業中,24377,3,1,0,遅延,orders_styleC.csv
2024-01-11,ORD-0412,西店,タイヤ交換,TECH-02,2,6,56936,33650,完了,90586,4,1,0,遅延,orders_styleC.csv
2024-01-11,ORD-0413,西店,車検,TECH-03,1,7,64270,36434,完了,100704,6,1,0,遅延,orders_styleC.csv
2024-01-12,ORD-0414,東店,オイル交換,TECH-08,1,3,20919,783,完了,21702,2,1,0,遅延,orders_styleC.csv
2024-01-12,ORD-0415,東店,タイヤ交換,TECH-04,4,6,16015,38163,完了,54178,2,1,0,遅延,orders_styleC.csv
2024-01-12,ORD-0416,東店,オイル交換,TECH-02,2,8,21880,6027,作業中,27907,6,1,0,遅延,orders_styleC.csv
2024-01-12,ORD-0417,西店,オイル交換,TECH-01,4,1,27018,37610,完了,64628,-3,0,0,効率的,orders_styleC.csv
2024-01-12,ORD-0418,北店,一般修理,TECH-08,1,7,60923,11325,完了,72248,6,1,0,遅延,orders_styleC.csv
2024-01-12,ORD-0419,東店,車検,TECH-05,4,3,9541,40246,完了,49787,-1,0,0,効率的,orders_styleC.csv
2024-01-12,ORD-0420,東店,車検,TECH-08,4,8,12992,5748,完了,18740,4,1,0,遅延,orders_styleC.csv
2024-01-12,ORD-0421,東店,一般修理,TECH-04,5,4,76258,1279,再入庫,77537,-1,0,1,効率的,orders_styleC.csv
2024-01-13,ORD-0422,北店,車検,TECH-08,5,8,50093,37070,完了,87163,3,1,0,遅延,orders_styleC.csv
2024-01-13,ORD-0423,西店,車検,TECH-03,1,6,33707,1920,作業中,35627,5,1,0,遅延,orders_styleC.csv
2024-01-13,ORD-0424,西店,オイル交換,TECH-08,5,6,35508,10461,完了,45969,1,1,0,遅延,orders_styleC.csv
2024-01-13,ORD-0425,北店,タイヤ交換,TECH-05,5,1,33758,37728,作業中,71486,-4,0,0,効率的,orders_styleC.csv
2024-01-13,ORD-0426,西店,車検,TECH-03,2,4,46681,48372,完了,95053,2,1,0,遅延,orders_styleC.csv
2024-01-13,ORD-0427,北店,オイル交換,TECH-06,5,3,78807,12336,作業中,91143,-2,0,0,効率的,orders_styleC.csv
