app_date,app_id,department,selection_method,region,result,score,interview_flag,decline_reason,is_enrolled,score_grade,source_file
2024-01-17,APP-0275,理系,推薦,仙台,合格,75,0,,1,中得点,applications_styleB.csv
2024-01-10,APP-0276,芸術系,AO,仙台,合格,95,1,,1,高得点,applications_styleB.csv
2024-01-16,APP-0277,文系,推薦,名古屋,不合格,76,1,書類不備,0,中得点,applications_styleB.csv
2024-01-01,APP-0278,体育系,推薦,仙台,不合格,96,1,面接低評価,0,高得点,applications_styleB.csv
2024-01-06,APP-0279,体育系,一般,大阪,合格,94,1,,1,高得点,applications_styleB.csv
2024-01-01,APP-0280,体育系,推薦,福岡,合格,94,1,,1,高得点,applications_styleB.csv
2024-01-17,APP-0281,体育系,AO,東京,不合格,83,1,面接低評価,0,高得点,applications_styleB.csv
2024-01-16,APP-0282,体育系,推薦,大阪,合格,84,1,,1,高得点,applications_styleB.csv
2024-01-12,APP-0283,芸術系,AO,福岡,合格,65,1,,1,中得点,applications_styleB.csv
2024-01-10,APP-0284,理系,推薦,名古屋,不合格,94,0,面接低評価,0,高得点,applications_styleB.csv
2024-01-16,APP-0285,芸術系,AO,名古屋,合格,86,0,,1,高得点,applications_styleB.csv
2024-01-13,APP-0286,体育系,推薦,大阪,合格,68,0,,1,中得点,applications_styleB.csv
2024-01-03,APP-0287,芸術系,推薦,名古屋,不合格,63,1,書類不備,0,低得点,applications_styleB.csv
2024-01-09,APP-0288,芸術系,一般,東京,不合格,87,1,成績不足,0,高得点,applications_styleB.csv
2024-01-17,APP-0289,理系,AO,大阪,合格,76,1,,1,中得点,applications_styleB.csv
2024-01-16,APP-0290,文系,AO,大阪,合格,85,0,,1,高得点,applications_styleB.csv
2024-01-06,APP-0291,体育系,AO,福岡,合格,62,0,,1,低得点,applications_styleB.csv
2024-01-10,APP-0292,芸術系,推薦,東京,不合格,55,0,成績不足,0,低得点,applications_styleB.csv
2024-01-18,APP-0293,文系,一般,福岡,不合格,61,0,成績不足,0,低得点,applications_styleB.csv
2024-01-13,APP-0294,体育系,一般,名古屋,不合格,50,1,書類不備,0,低得点,applications_styleB.csv
2024-01-04,APP-0295,芸術系,推薦,福岡,不合格,84,1,成績不足,0,高得点,applications_styleB.csv
2024-01-17,APP-0296,体育系,推薦,大阪,不合格,71,1,面接低評価,0,中得点,applications_styleB.csv
2024-01-09,APP-0297,理系,一般,名古屋,不合格,86,0,成績不足,0,高得点,applications_styleB.csv
2024-01-06,APP-0298,体育系,推薦,仙台,合格,75,0,,1,中得点,applications_styleB.csv
2024-01-06,APP-0299,理系,推薦,名古屋,不合格,50,1,成績不足,0,低得点,applications_styleB.csv
2024-01-15,APP-0300,芸術系,推薦,名古屋,不合格,86,1,書類不備,0,高得点,applications_styleB.csv
2024-01-12,APP-0301,理系,一般,東京,合格,60,1,,1,低得点,applications_styleB.csv
2024-01-17,APP-0302,芸術系,AO,東京,不合格,68,1,成績不足,0,中得点,applications_styleB.csv
2024-01-08,APP-0303,理系,推薦,大阪,合格,88,1,,1,高得点,applications_styleB.csv
2024-01-18,APP-0304,体育系,AO,大阪,不合格,93,0,成績不足,0,高得点,applications_styleB.csv
2024-01-17,APP-0305,体育系,AO,名古屋,合格,86,1,,1,高得点,applications_styleB.csv
2024-01-18,APP-0306,理系,AO,仙台,合格,70,0,,1,中得点,applications_styleB.csv
2024-01-15,APP-0307,文系,AO,大阪,不合格,81,1,書類不備,0,高得点,applications_styleB.csv
2024-01-15,APP-0308,文系,推薦,大阪,合格,79,1,,1,中得点,applications_styleB.csv
2024-01-18,APP-0309,体育系,AO,名古屋,不合格,75,1,成績不足,0,中得点,applications_styleB.csv
2024-01-07,APP-0310,文系,一般,福岡,合格,54,1,,1,低得点,applications_styleB.csv
2024-01-02,APP-0311,文系,推薦,東京,合格,61,0,,1,低得点,applications_styleB.csv
2024-01-14,APP-0312,芸術系,推薦,福岡,不合格,74,1,書類不備,0,中得点,applications_styleB.csv
2024-01-18,APP-0313,理系,AO,名古屋,合格,84,1,,1,高得点,applications_styleB.csv
2024-01-05,APP-0314,理系,一般,東京,不合格,79,0,書類不備,0,中得点,applications_styleB.csv
2024-01-14,APP-0315,体育系,一般,大阪,合格,59,1,,1,低得点,applications_styleB.csv
2024-01-04,APP-0316,文系,AO,福岡,不合格,51,1,成績不足,0,低得点,applications_styleB.csv
2024-01-04,APP-0317,文系,推薦,仙台,不合格,53,1,成績不足,0,低得点,applications_styleB.csv
2024-01-13,APP-0318,体育系,一般,仙台,合格,99,1,,1,高得点,applications_styleB.csv
2024-01-17,APP-0319,芸術系,一般,仙台,合格,88,0,,1,高得点,applications_styleB.csv
2024-01-11,APP-0320,理系,推薦,大阪,不合格,83,1,面接低評価,0,高得点,applications_styleB.csv
2024-01-09,APP-0321,文系,AO,仙台,不合格,61,0,面接低評価,0,低得点,applications_styleC.csv
2024-01-18,APP-0322,体育系,一般,名古屋,不合格,92,1,書類不備,0,高得点,applications_styleC.csv
2024-01-11,APP-0323,体育系,推薦,大阪,合格,61,0,,1,低得点,applications_styleC.csv
2024-01-16,APP-0324,理系,一般,名古屋,不合格,59,0,成績不足,0,低得点,applications_styleC.csv
2024-01-18,APP-0325,体育系,推薦,仙台,合格,74,1,,1,中得点,applications_styleC.csv
2024-01-07,APP-0326,芸術系,AO,東京,不合格,73,1,書類不備,0,中得点,applications_styleC.csv
2024-01-07,APP-0327,文系,推薦,福岡,不合格,88,1,成績不足,0,高得点,applications_styleC.csv
2024-01-07,APP-0328,理系,推薦,大阪,不合格,71,1,成績不足,0,中得点,applications_styleC.csv
2024-01-07,APP-0329,理系,AO,東京,不合格,98,1,成績不足,0,高得点,applications_styleC.csv
2024-01-20,APP-0330,理系,推薦,大阪,不合格,99,1,面接低評価,0,高得点,applications_styleC.csv
2024-01-18,APP-0331,芸術系,推薦,名古屋,合格,81,1,,1,高得点,applications_styleC.csv
2024-01-16,APP-0332,芸術系,一般,名古屋,合格,52,1,,1,低得点,applications_styleC.csv
2024-01-08,APP-0333,理系,一般,名古屋,不合格,87,1,面接低評価,0,高得点,applications_styleC.csv
2024-01-10,APP-0334,理系,一般,名古屋,合格,86,0,,1,高得点,applications_styleC.csv
2024-01-16,APP-0335,芸術系,推薦,福岡,不合格,91,0,面接低評価,0,高得点,applications_styleC.csv
2024-01-06,APP-0336,芸術系,一般,大阪,不合格,81,1,書類不備,0,高得点,applications_styleC.csv
2024-01-02,APP-0337,文系,一般,東京,不合格,76,1,書類不備,0,中得点,applications_styleC.csv
2024-01-08,APP-0338,文系,AO,大阪,合格,82,1,,1,高得点,applications_styleC.csv
2024-01-02,APP-0339,体育系,AO,福岡,合格,84,1,,1,高得点,applications_styleC.csv
2024-01-01,APP-0340,文系,AO,名古屋,合格,68,1,,1,中得点,applications_styleC.csv
2024-01-14,APP-0341,理系,一般,東京,合格,65,1,,1,中得点,applications_styleC.csv
2024-01-17,APP-0342,芸術系,推薦,名古屋,不合格,55,1,面接低評価,0,低得点,applications_styleC.csv
2024-01-15,APP-0343,理系,AO,大阪,合格,55,0,,1,低得点,applications_styleC.csv
2024-01-02,APP-0344,文系,推薦,福岡,合格,80,1,,1,高得点,applications_styleC.csv
2024-01-01,APP-0345,理系,一般,福岡,不合格,91,0,書類不備,0,高得点,applications_styleC.csv
2024-01-04,APP-0346,文系,一般,大阪,不合格,94,0,面接低評価,0,高得点,applications_styleC.csv
2024-01-09,APP-0347,文系,一般,名古屋,不合格,86,0,成績不足,0,高得点,applications_styleC.csv
2024-01-11,APP-0348,文系,一般,仙台,合格,95,0,,1,高得点,applications_styleC.csv
2024-01-03,APP-0349,芸術系,一般,仙台,合格,74,0,,1,中得点,applications_styleC.csv
2024-01-18,APP-0350,芸術系,推薦,大阪,不合格,94,0,書類不備,0,高得点,applications_styleC.csv
2024-01-12,APP-0351,文系,一般,福岡,合格,54,1,,1,低得点,applications_styleC.csv
2024-01-20,APP-0352,体育系,推薦,東京,不合格,100,0,面接低評価,0,高得点,applications_styleC.csv
2024-01-08,APP-0353,芸術系,AO,福岡,合格,93,1,,1,高得点,applications_styleC.csv
2024-01-13,APP-0354,文系,AO,名古屋,不合格,95,1,面接低評価,0,高得点,applications_styleC.csv
2024-01-05,APP-0355,体育系,AO,大阪,不合格,70,1,成績不足,0,中得点,applications_styleC.csv
2024-01-01,APP-0356,芸術系,推薦,名古屋,不合格,56,1,成績不足,0,低得点,applications_styleC.csv
2024-01-14,APP-0357,体育系,AO,仙台,合格,56,1,,1,低得点,applications_styleC.csv
2024-01-12,APP-0358,文系,AO,仙台,不合格,74,1,面接低評価,0,中得点,applications_styleC.csv
2024-01-13,APP-0359,文系,AO,仙台,不合格,65,1,成績不足,0,中得点,applications_styleC.csv
2024-01-13,APP-0360,理系,一般,名古屋,合格,81,1,,1,高得点,applications_styleC.csv
2024-01-06,APP-0361,体育系,推薦,福岡,合格,100,1,,1,高得点,applications_styleC.csv
2024-01-09,APP-0362,理系,AO,福岡,不合格,62,1,成績不足,0,低得点,applications_styleC.csv
2024-01-10,APP-0363,文系,推薦,名古屋,不合格,74,0,面接低評価,0,中得点,applications_styleC.csv
2024-01-15,APP-0364,芸術系,推薦,仙台,合格,70,0,,1,中得点,applications_styleC.csv
2024-01-07,APP-0365,体育系,推薦,大阪,不合格,70,1,書類不備,0,中得点,applications_styleC.csv
2024-01-16,APP-0366,理系,推薦,福岡,合格,100,1,,1,高得点,applications_styleC.csv
2024-01-04,APP-0367,理系,AO,仙台,合格,99,1,,1,高得点,applications_styleC.csv
2024-01-15,APP-0368,理系,推薦,名古屋,不合格,54,0,面接低評価,0,低得点,applications_styleC.csv
2024-01-16,APP-0369,理系,AO,名古屋,合格,92,1,,1,高得点,applications_styleC.csv
2024-01-14,APP-0370,体育系,一般,福岡,不合格,80,1,書類不備,0,高得点,applications_styleC.csv
2024-01-17,APP-0371,体育系,AO,東京,不合格,73,0,書類不備,0,中得点,applications_styleC.csv
2024-01-20,APP-0372,文系,一般,大阪,不合格,72,1,書類不備,0,中得点,applications_styleC.csv
2024-01-02,APP-0373,体育系,推薦,福岡,合格,56,1,,1,低得点,applications_styleC.csv
2024-01-17,APP-0374,理系,推薦,名古屋,合格,99,0,,1,高得点,applications_styleC.csv
2024-01-17,APP-0375,理系,推薦,東京,合格,68,1,,1,中得点,applications_styleC.csv
2024-01-03,APP-0376,文系,AO,大阪,合格,71,1,,1,中得点,applications_styleC.csv
2024-01-07,APP-0377,体育系,推薦,福岡,合格,96,0,,1,高得点,applications_styleC.csv
2024-01-11,APP-0378,文系,推薦,東京,不合格,57,1,面接低評価,0,低得点,applications_styleC.csv
2024-01-04,APP-0379,理系,AO,大阪,合格,85,1,,1,高得点,applications_styleC.csv
2024-01-18,APP-0380,体育系,推薦,大阪,不合格,90,1,書類不備,0,高得点,applications_styleC.csv
2024-01-14,APP-0381,体育系,一般,仙台,不合格,78,1,面接低評価,0,中得点,applications_styleC.csv
2024-01-01,APP-0382,理系,一般,名古屋,不合格,100,1,成績不足,0,高得点,applications_styleC.csv
2024-01-18,APP-0383,理系,推薦,名古屋,合格,57,1,,1,低得点,applications_styleC.csv
2024-01-16,APP-0384,芸術系,AO,福岡,不合格,87,1,面接低評価,0,高得点,applications_styleC.csv
2024-01-15,APP-0385,理系,AO,名古屋,不合格,87,1,成績不足,0,高得点,applications_styleC.csv
2024-01-11,APP-0386,文系,一般,名古屋,合格,73,0,,1,中得点,applications_styleC.csv
2024-01-17,APP-0387,体育系,推薦,仙台,合格,74,1,,1,中得点,applications_styleC.csv
2024-01-16,APP-0388,理系,AO,大阪,合格,58,1,,1,低得点,applications_styleC.csv
2024-01-15,APP-0389,文系,推薦,東京,合格,62,0,,1,低得点,applications_styleC.csv
2024-01-18,APP-0390,体育系,推薦,福岡,合格,78,1,,1,中得点,applications_styleC.csv
2024-01-03,APP-0391,文系,一般,名古屋,合格,64,1,,1,低得点,applications_styleC.csv
2024-01-06,APP-0392,体育系,AO,福岡,合格,57,1,,1,低得点,applications_styleC.csv
2024-01-09,APP-0393,芸術系,AO,東京,不合格,78,1,面接低評価,0,中得点,applications_styleC.csv
2024-01-04,APP-0394,理系,推薦,東京,合格,72,0,,1,中得点,applications_styleC.csv
2024-01-03,APP-0395,体育系,一般,大阪,合格,97,1,,1,高得点,applications_styleC.csv
2024-01-12,APP-0396,体育系,一般,仙台,合格,63,0,,1,低得点,applications_styleC.csv
2024-01-02,APP-0397,芸術系,AO,名古屋,不合格,60,1,書類不備,0,低得点,applications_styleC.csv
2024-01-10,APP-0398,芸術系,AO,名古屋,不合格,82,0,書類不備,0,高得点,applications_styleC.csv
2024-01-04,APP-0399,理系,推薦,東京,不合格,91,1,成績不足,0,高得点,applications_styleC.csv
2024-01-08,APP-0400,理系,AO,名古屋,不合格,98,0,面接低評価,0,高得点,applications_styleC.csv
2024-01-16,APP-0401,理系,AO,名古屋,不合格,74,1,書類不備,0,中得点,applications_styleC.csv
2024-01-03,APP-0402,体育系,AO,名古屋,不合格,73,1,面接低評価,0,中得点,applications_styleC.csv
2024-01-11,APP-0403,文系,AO,東京,不合格,79,0,書類不備,0,中得点,applications_styleC.csv
2024-01-12,APP-0404,文系,AO,福岡,合格,77,0,,1,中得点,applications_styleC.csv
2024-01-16,APP-0405,芸術系,推薦,名古屋,合格,86,1,,1,高得点,applications_styleC.csv
2024-01-16,APP-0406,芸術系,AO,東京,合格,90,0,,1,高得点,applications_styleC.csv
2024-01-15,APP-0407,文系,一般,大阪,合格,50,0,,1,低得点,applications_styleC.csv
2024-01-14,APP-0408,理系,AO,大阪,不合格,69,1,面接低評価,0,中得点,applications_styleC.csv
2024-01-03,APP-0409,芸術系,推薦,東京,合格,91,1,,1,高得点,applications_styleC.csv
2024-01-13,APP-0410,芸術系,AO,大阪,合格,55,0,,1,低得点,applications_styleC.csv
2024-01-01,APP-0411,理系,推薦,東京,合格,64,1,,1,低得点,applications_styleC.csv
2024-01-15,APP-0412,文系,一般,名古屋,不合格,77,0,面接低評価,0,中得点,applications_styleC.csv
2024-01-03,APP-0413,理系,推薦,東京,不合格,56,1,面接低評価,0,低得点,applications_styleC.csv
2024-01-10,APP-0414,理系,推薦,大阪,不合格,93,1,書類不備,0,高得点,applications_styleC.csv
2024-01-19,APP-0415,文系,AO,大阪,合格,96,1,,1,高得点,applications_styleC.csv
2024-01-05,APP-0416,体育系,AO,福岡,不合格,55,0,成績不足,0,低得点,applications_styleC.csv
2024-01-04,APP-0417,体育系,推薦,福岡,合格,58,1,,1,低得点,applications_styleC.csv
2024-01-03,APP-0418,理系,AO,仙台,不合格,88,1,書類不備,0,高得点,applications_styleC.csv
2024-01-01,APP-0419,芸術系,一般,仙台,不合格,62,0,面接低評価,0,低得点,applications_styleC.csv
2024-01-02,APP-0420,理系,推薦,福岡,合格,81,0,,1,高得点,applications_styleC.csv
2024-01-03,APP-0421,文系,推薦,名古屋,合格,86,1,,1,高得点,applications_styleC.csv
2024-01-18,APP-0422,理系,推薦,東京,合格,54,1,,1,低得点,applications_styleC.csv
2024-01-07,APP-0423,文系,一般,福岡,合格,90,0,,1,高得点,applications_styleC.csv
2024-01-14,APP-0424,体育系,AO,福岡,合格,84,1,,1,高得点,applications_styleC.csv
2024-01-05,APP-0425,芸術系,一般,名古屋,合格,63,0,,1,低得点,applications_styleC.csv
2024-01-05,APP-0426,芸術系,推薦,仙台,不合格,91,0,成績不足,0,高得点,applications_styleC.csv
2024-01-10,APP-0427,体育系,AO,大阪,合格,55,0,,1,低得点,applications_styleC.csv
2024-01-04,APP-0428,体育系,AO,仙台,合格,92,0,,1,高得点,applications_styleC.csv
2024-01-06,APP-0429,文系,一般,大阪,不合格,60,1,面接低評価,0,低得点,applications_styleC.csv
2024-01-17,APP-0430,芸術系,一般,名古屋,合格,99,0,,1,高得点,applications_styleC.csv
2024-01-04,APP-0431,文系,推薦,福岡,合格,54,1,,1,低得点,applications_styleC.csv
2024-01-19,APP-0432,文系,推薦,福岡,合格,53,1,,1,低得点,applications_styleC.csv
2024-01-19,APP-0433,理系,推薦,大阪,合格,56,0,,1,低得点,applications_styleC.csv
2024-01-04,APP-0434,理系,AO,仙台,合格,50,1,,1,低得点,applications_styleC.csv
2024-01-16,APP-0435,芸術系,推薦,大阪,合格,52,1,,1,低得点,applications_styleC.csv
2024-01-14,APP-0436,理系,推薦,大阪,合格,96,1,,1,高得点,applications_styleC.csv
2024-01-03,APP-0437,芸術系,一般,仙台,不合格,53,1,書類不備,0,低得点,applications_styleC.csv
2024-01-02,APP-0438,体育系,一般,福岡,不合格,99,0,面接低評価,0,高得点,applications_styleC.csv
2024-01-03,APP-0439,体育系,一般,名古屋,合格,86,0,,1,高得点,applications_styleC.csv
2024-01-20,APP-0440,理系,推薦,名古屋,不合格,81,0,成績不足,0,高得点,applications_styleC.csv
2024-01-18,APP-0441,理系,一般,東京,不合格,51,1,面接低評価,0,低得点,applications_styleC.csv
2024-01-01,APP-0442,芸術系,一般,福岡,不合格,96,1,成績不足,0,高得点,applications_styleC.csv
2024-01-17,APP-0443,理系,推薦,福岡,不合格,59,0,成績不足,0,低得点,applications_styleC.csv
2024-01-02,APP-0444,理系,AO,福岡,不合格,73,1,書類不備,0,中得点,applications_styleC.csv
2024-01-03,APP-0445,文系,AO,大阪,不合格,75,1,書類不備,0,中得点,applications_styleC.csv
2024-01-02,APP-0446,体育系,AO,大阪,合格,66,0,,1,中得点,applications_styleC.csv
2024-01-13,APP-0447,芸術系,推薦,福岡,合格,54,0,,1,低得点,applications_styleC.csv
2024-01-05,APP-0448,文系,一般,東京,合格,79,1,,1,中得点,applications_styleC.csv
2024-01-04,APP-0449,芸術系,一般,福岡,合格,66,0,,1,中得点,applications_styleC.csv
2024-01-03,APP-0450,理系,AO,名古屋,不合格,94,0,成績不足,0,高得点,applications_styleC.csv
2024-01-11,APP-0451,理系,一般,大阪,不合格,75,1,書類不備,0,中得点,applications_styleC.csv
2024-01-10,APP-0452,芸術系,一般,東京,不合格,78,1,書類不備,0,中得点,applications_styleC.csv
2024-01-08,APP-0453,文系,推薦,東京,不合格,58,1,成績不足,0,低得点,applications_styleC.csv
2024-01-08,APP-0454,理系,一般,福岡,合格,90,0,,1,高得点,applications_styleC.csv
2024-01-03,APP-0455,芸術系,一般,東京,不合格,62,0,面接低評価,0,低得点,applications_styleC.csv
2024-01-05,APP-0456,文系,推薦,東京,合格,79,1,,1,中得点,applications_styleC.csv
2024-01-19,APP-0457,体育系,AO,福岡,合格,74,0,,1,中得点,applications_styleC.csv
2024-01-06,APP-0458,芸術系,一般,大阪,合格,78,0,,1,中得点,applications_styleC.csv
2024-01-02,APP-0459,理系,AO,名古屋,合格,85,1,,1,高得点,applications_styleC.csv
2024-01-03,APP-0460,芸術系,推薦,大阪,合格,91,0,,1,高得点,applications_styleC.csv
2024-01-17,APP-0461,理系,AO,仙台,不合格,74,0,面接低評価,0,中得点,applications_styleC.csv
2024-01-16,APP-0462,体育系,推薦,仙台,合格,74,1,,1,中得点,applications_styleC.csv
2024-01-01,APP-0463,芸術系,AO,大阪,合格,99,1,,1,高得点,applications_styleC.csv
2024-01-16,APP-0464,芸術系,AO,大阪,不合格,56,1,成績不足,0,低得点,applications_styleC.csv
2024-01-09,APP-0465,文系,一般,仙台,不合格,74,1,成績不足,0,中得点,applications_styleC.csv
2024-01-06,APP-0466,理系,AO,名古屋,不合格,94,1,書類不備,0,高得点,applications_styleC.csv
2024-01-01,APP-0467,芸術系,AO,仙台,合格,62,0,,1,低得点,applications_styleC.csv
2024-01-16,APP-0468,芸術系,一般,福岡,合格,53,1,,1,低得点,applications_styleC.csv
2024-01-08,APP-0469,文系,AO,福岡,合格,89,1,,1,高得点,applications_styleC.csv
2024-01-05,APP-0470,芸術系,AO,大阪,不合格,70,1,成績不足,0,中得点,applications_styleC.csv
2024-01-19,APP-0471,理系,一般,仙台,不合格,54,1,書類不備,0,低得点,applications_styleC.csv
2024-01-13,APP-0472,文系,推薦,名古屋,合格,60,0,,1,低得点,applications_styleC.csv
2024-01-14,APP-0473,体育系,AO,名古屋,合格,85,0,,1,高得点,applications_styleC.csv
2024-01-20,APP-0474,芸術系,一般,仙台,不合格,74,1,書類不備,0,中得点,applications_styleC.csv
2024-01-10,APP-0475,理系,一般,東京,不合格,86,1,書類不備,0,高得点,applications_styleC.csv
2024-01-02,APP-0476,理系,AO,名古屋,不合格,89,1,書類不備,0,高得点,applications_styleC.csv
2024-01-04,APP-0477,体育系,一般,名古屋,不合格,65,1,面接低評価,0,中得点,applications_styleC.csv
2024-01-06,APP-0478,文系,AO,名古屋,合格,66,1,,1,中得点,applications_styleC.csv
2024-01-03,APP-0479,芸術系,推薦,東京,不合格,53,1,書類不備,0,低得点,applications_styleC.csv
2024-01-14,APP-0480,理系,推薦,福岡,不合格,72,1,成績不足,0,中得点,applications_styleC.csv
