delivery_id,date,route_id,vehicle_type,distance_km,fuel_cost,toll_cost,driver_cost,cargo_weight_kg,delivery_count,status,total_cost,cost_per_km,cost_per_delivery,source_file
A-0167,2024-01-25,R03_大阪-神戸,4tトラック,110.7,3515,1361,28536,3340.8,21,完了,33412,301.8247515808491,1591.047619047619,delivery_202401_styleA.csv
A-0168,2024-01-23,R04_大阪-京都,4tトラック,95.3,3624,0,24217,1912.4,6,完了,27841,292.14060860440713,4640.166666666667,delivery_202401_styleA.csv
A-0169,2024-01-10,R03_大阪-神戸,4tトラック,144.2,4727,697,20356,3869.1,9,完了,25780,178.77947295423024,2864.4444444444443,delivery_202401_styleA.csv
A-0170,2024-01-19,R05_名古屋-豊田,2tトラック,87.7,2201,928,21245,1853.0,11,遅延,24374,277.9247434435576,2215.818181818182,delivery_202401_styleA.csv
A-0171,2024-01-21,R01_東京-横浜,2tトラック,37.3,1096,0,17647,816.2,19,完了,18743,502.4932975871314,986.4736842105264,delivery_202401_styleA.csv
A-0172,2024-01-03,R04_大阪-京都,2tトラック,110.0,2700,1255,17449,1711.0,13,完了,21404,194.5818181818182,1646.4615384615386,delivery_202401_styleA.csv
A-0173,2024-01-12,R02_東京-埼玉,2tトラック,69.6,1657,2017,18126,1577.5,24,キャンセル,21800,313.21839080459773,908.3333333333334,delivery_202401_styleA.csv
A-0174,2024-01-10,R02_東京-埼玉,軽バン,48.0,557,1104,10980,252.3,5,完了,12641,263.3541666666667,2528.2,delivery_202401_styleA.csv
A-0175,2024-01-25,R05_名古屋-豊田,軽バン,30.9,455,0,16508,470.2,24,完了,16963,548.9644012944984,706.7916666666666,delivery_202401_styleA.csv
A-0176,2024-01-31,R04_大阪-京都,4tトラック,149.6,4788,0,23968,1270.1,13,完了,28756,192.2192513368984,2212.0,delivery_202401_styleA.csv
A-0177,2024-01-28,R02_東京-埼玉,4tトラック,104.2,2681,1994,28114,3017.6,10,完了,32789,314.67370441458735,3278.9,delivery_202401_styleA.csv
A-0178,2024-01-18,R04_大阪-京都,2tトラック,42.1,891,1508,15452,576.7,18,完了,17851,424.0142517814727,991.7222222222222,delivery_202401_styleA.csv
A-0179,2024-01-13,R01_東京-横浜,10tトラック,108.0,5536,2563,31972,7277.3,5,キャンセル,40071,371.02777777777777,8014.2,delivery_202401_styleA.csv
A-0180,2024-01-11,R03_大阪-神戸,10tトラック,133.7,6570,2006,28422,3281.8,2,完了,36998,276.7240089753179,18499.0,delivery_202401_styleA.csv
A-0181,2024-01-10,R05_名古屋-豊田,軽バン,32.8,402,1320,14905,123.1,20,完了,16627,506.92073170731715,831.35,delivery_202401_styleA.csv
A-0182,2024-01-04,R05_名古屋-豊田,10tトラック,174.2,9286,0,26797,8710.2,12,完了,36083,207.1354764638347,3006.9166666666665,delivery_202401_styleA.csv
A-0183,2024-01-26,R05_名古屋-豊田,軽バン,25.4,363,0,15034,318.6,9,キャンセル,15397,606.1811023622048,1710.7777777777778,delivery_202401_styleA.csv
A-0184,2024-01-19,R01_東京-横浜,4tトラック,104.2,2872,2049,28094,1443.3,22,完了,33015,316.8426103646833,1500.6818181818182,delivery_202401_styleA.csv
A-0185,2024-01-28,R02_東京-埼玉,2tトラック,31.7,690,2226,19104,1662.5,30,完了,22020,694.6372239747634,734.0,delivery_202401_styleA.csv
A-0186,2024-01-18,R02_東京-埼玉,2tトラック,76.7,1897,0,19784,1065.2,6,完了,21681,282.67275097783573,3613.5,delivery_202401_styleA.csv
A-0187,2024-01-31,R05_名古屋-豊田,10tトラック,103.1,6114,0,32293,7853.2,20,完了,38407,372.52182347235697,1920.35,delivery_202401_styleA.csv
A-0188,2024-01-16,R03_大阪-神戸,4tトラック,101.4,2877,0,21571,1867.0,7,完了,24448,241.10453648915185,3492.5714285714284,delivery_202401_styleA.csv
A-0189,2024-01-29,R04_大阪-京都,10tトラック,102.3,6480,0,26375,3853.1,22,完了,32855,321.16324535679377,1493.409090909091,delivery_202401_styleA.csv
A-0190,2024-01-24,R03_大阪-神戸,軽バン,57.7,787,1219,15713,205.9,15,完了,17719,307.0883882149047,1181.2666666666667,delivery_202401_styleA.csv
A-0191,2024-01-08,R02_東京-埼玉,軽バン,20.1,237,0,15569,111.8,20,完了,15806,786.3681592039801,790.3,delivery_202401_styleA.csv
A-0192,2024-01-05,R01_東京-横浜,4tトラック,113.7,3748,631,22960,3152.1,4,完了,27339,240.4485488126649,6834.75,delivery_202401_styleA.csv
A-0193,2024-01-11,R05_名古屋-豊田,2tトラック,118.0,2348,2702,19757,1475.8,25,キャンセル,24807,210.22881355932202,992.28,delivery_202401_styleA.csv
A-0194,2024-01-14,R01_東京-横浜,10tトラック,186.2,7864,1838,33570,9556.7,30,遅延,43272,232.3952738990333,1442.4,delivery_202401_styleA.csv
A-0195,2024-01-10,R01_東京-横浜,4tトラック,149.7,4634,2842,29546,3778.1,29,完了,37022,247.30794923179695,1276.6206896551723,delivery_202401_styleA.csv
A-0196,2024-01-26,R03_大阪-神戸,2tトラック,55.6,1661,1735,24386,1776.6,15,完了,27782,499.67625899280574,1852.1333333333334,delivery_202401_styleA.csv
A-0197,2024-01-07,R03_大阪-神戸,2tトラック,44.6,1048,965,22366,1686.2,19,完了,24379,546.6143497757847,1283.1052631578948,delivery_202401_styleA.csv
A-0198,2024-01-05,R05_名古屋-豊田,4tトラック,134.2,5161,0,24183,1260.2,22,完了,29344,218.6587183308495,1333.8181818181818,delivery_202401_styleA.csv
A-0199,2024-01-01,R03_大阪-神戸,軽バン,56.8,457,1617,12136,198.3,19,完了,14210,250.1760563380282,747.8947368421053,delivery_202401_styleA.csv
A-0200,2024-01-25,R03_大阪-神戸,10tトラック,153.9,6395,1267,28487,6517.6,29,遅延,36149,234.8862897985705,1246.5172413793102,delivery_202401_styleA.csv
B-0001,2024-01-20,R01_東京-横浜,10tトラック,145.8,9261,1052,37318,6347.3,15,完了,47631,326.6872427983539,3175.4,delivery_202401_styleB.csv
B-0002,2024-01-25,R04_大阪-京都,10tトラック,155.3,9756,0,34832,8779.2,25,完了,44588,287.1088216355441,1783.52,delivery_202401_styleB.csv
B-0003,2024-01-18,R05_名古屋-豊田,2tトラック,70.2,1856,1910,15618,1321.5,17,完了,19384,276.1253561253561,1140.235294117647,delivery_202401_styleB.csv
B-0004,2024-01-02,R02_東京-埼玉,4tトラック,76.1,2496,1014,24998,1272.8,17,完了,28508,374.6123521681998,1676.9411764705883,delivery_202401_styleB.csv
B-0005,2024-01-01,R02_東京-埼玉,軽バン,35.7,400,1656,16455,375.5,13,完了,18511,518.515406162465,1423.923076923077,delivery_202401_styleB.csv
B-0006,2024-01-30,R05_名古屋-豊田,4tトラック,48.0,1505,0,24494,1180.8,29,完了,25999,541.6458333333334,896.5172413793103,delivery_202401_styleB.csv
B-0007,2024-01-13,R01_東京-横浜,軽バン,24.4,226,2104,15834,483.7,12,キャンセル,18164,744.4262295081968,1513.6666666666667,delivery_202401_styleB.csv
B-0008,2024-01-13,R04_大阪-京都,軽バン,28.8,368,1848,15228,206.5,6,キャンセル,17444,605.6944444444445,2907.3333333333335,delivery_202401_styleB.csv
B-0009,2024-01-27,R02_東京-埼玉,4tトラック,131.8,4790,0,23556,3157.3,14,完了,28346,215.06828528072836,2024.7142857142858,delivery_202401_styleB.csv
B-0010,2024-01-25,R02_東京-埼玉,4tトラック,90.7,2479,2688,27186,1096.7,22,完了,32353,356.7034178610805,1470.590909090909,delivery_202401_styleB.csv
B-0011,2024-01-15,R02_東京-埼玉,2tトラック,48.5,932,1994,22033,573.0,24,完了,24959,514.6185567010309,1039.9583333333333,delivery_202401_styleB.csv
B-0012,2024-01-19,R05_名古屋-豊田,4tトラック,63.9,2425,1760,21471,3447.4,24,完了,25656,401.5023474178404,1069.0,delivery_202401_styleB.csv
B-0013,2024-01-30,R02_東京-埼玉,10tトラック,95.3,4153,1053,26808,3426.7,19,遅延,32014,335.9286463798531,1684.9473684210527,delivery_202401_styleB.csv
B-0014,2024-01-05,R04_大阪-京都,4tトラック,101.1,2599,2108,22574,2573.4,23,完了,27281,269.84174085064296,1186.1304347826087,delivery_202401_styleB.csv
B-0015,2024-01-18,R04_大阪-京都,10tトラック,77.6,4148,1063,35721,4010.5,15,遅延,40932,527.4742268041238,2728.8,delivery_202401_styleB.csv
B-0016,2024-01-18,R04_大阪-京都,軽バン,37.9,339,1008,15174,465.0,28,完了,16521,435.91029023746705,590.0357142857143,delivery_202401_styleB.csv
B-0017,2024-01-07,R01_東京-横浜,4tトラック,69.5,2440,2684,20258,3285.1,24,完了,25382,365.2086330935252,1057.5833333333333,delivery_202401_styleB.csv
B-0018,2024-01-25,R02_東京-埼玉,軽バン,53.5,553,0,10123,471.7,24,完了,10676,199.55140186915887,444.8333333333333,delivery_202401_styleB.csv
B-0019,2024-01-12,R02_東京-埼玉,軽バン,44.8,579,1098,12573,177.4,15,完了,14250,318.08035714285717,950.0,delivery_202401_styleB.csv
B-0020,2024-01-12,R03_大阪-神戸,10tトラック,103.9,6449,2507,33559,8331.4,11,遅延,42515,409.19153031761306,3865.0,delivery_202401_styleB.csv
B-0021,2024-01-14,R04_大阪-京都,10tトラック,56.9,3505,0,22260,6873.2,19,完了,25765,452.81195079086115,1356.0526315789473,delivery_202401_styleB.csv
B-0022,2024-01-27,R02_東京-埼玉,10tトラック,79.4,3633,1114,30810,9604.3,11,完了,35557,447.8211586901763,3232.4545454545455,delivery_202401_styleB.csv
B-0023,2024-01-21,R04_大阪-京都,軽バン,33.0,433,850,14372,132.8,29,完了,15655,474.3939393939394,539.8275862068965,delivery_202401_styleB.csv
B-0024,2024-01-21,R05_名古屋-豊田,2tトラック,33.0,929,0,21682,1646.5,14,完了,22611,685.1818181818181,1615.0714285714287,delivery_202401_styleB.csv
B-0025,2024-01-22,R01_東京-横浜,4tトラック,117.8,2961,1433,25414,3000.3,20,遅延,29808,253.03904923599322,1490.4,delivery_202401_styleB.csv
B-0026,2024-01-23,R01_東京-横浜,軽バン,10.3,122,1824,12198,489.9,1,完了,14144,1373.2038834951456,14144.0,delivery_202401_styleB.csv
B-0027,2024-01-03,R02_東京-埼玉,軽バン,15.4,134,980,14212,416.8,9,完了,15326,995.1948051948052,1702.888888888889,delivery_202401_styleB.csv
B-0028,2024-01-02,R04_大阪-京都,10tトラック,118.8,5474,1250,35249,3564.3,28,完了,41973,353.30808080808083,1499.0357142857142,delivery_202401_styleB.csv
B-0029,2024-01-11,R04_大阪-京都,2tトラック,64.1,1579,524,16714,1249.8,14,完了,18817,293.5569422776911,1344.0714285714287,delivery_202401_styleB.csv
B-0030,2024-01-03,R05_名古屋-豊田,2tトラック,112.7,2339,0,21923,1350.2,9,完了,24262,215.27950310559007,2695.777777777778,delivery_202401_styleB.csv
B-0031,2024-01-27,R05_名古屋-豊田,10tトラック,134.5,5491,0,27032,9730.3,19,完了,32523,241.80669144981414,1711.7368421052631,delivery_202401_styleB.csv
B-0032,2024-01-05,R01_東京-横浜,軽バン,25.0,299,2624,15416,293.3,13,完了,18339,733.56,1410.6923076923076,delivery_202401_styleB.csv
B-0033,2024-01-13,R05_名古屋-豊田,2tトラック,97.1,2151,1080,15760,1407.8,20,キャンセル,18991,195.58187435633369,949.55,delivery_202401_styleB.csv
B-0034,2024-01-22,R01_東京-横浜,10tトラック,145.1,8646,1070,30849,5628.0,6,完了,40565,279.565816678153,6760.833333333333,delivery_202401_styleB.csv
B-0035,2024-01-24,R01_東京-横浜,軽バン,48.6,489,684,12144,221.0,26,完了,13317,274.01234567901236,512.1923076923077,delivery_202401_styleB.csv
B-0036,2024-01-06,R03_大阪-神戸,軽バン,28.0,242,0,13558,392.6,4,完了,13800,492.85714285714283,3450.0,delivery_202401_styleB.csv
B-0037,2024-01-13,R04_大阪-京都,軽バン,37.8,438,724,14434,318.6,26,完了,15596,412.5925925925926,599.8461538461538,delivery_202401_styleB.csv
B-0038,2024-01-06,R03_大阪-神戸,2tトラック,67.2,1838,0,20595,1989.1,8,完了,22433,333.82440476190476,2804.125,delivery_202401_styleB.csv
B-0039,2024-01-12,R02_東京-埼玉,軽バン,16.9,171,658,13477,239.5,16,完了,14306,846.5088757396451,894.125,delivery_202401_styleB.csv
B-0040,2024-01-20,R02_東京-埼玉,10tトラック,158.1,8284,1645,24168,3047.4,13,完了,34097,215.66729917773563,2622.846153846154,delivery_202401_styleB.csv
B-0041,2024-01-31,R03_大阪-神戸,軽バン,32.0,352,0,15208,317.5,10,完了,15560,486.25,1556.0,delivery_202401_styleB.csv
B-0042,2024-01-26,R04_大阪-京都,4tトラック,74.6,2944,0,21497,3084.9,16,キャンセル,24441,327.627345844504,1527.5625,delivery_202401_styleB.csv
B-0043,2024-01-25,R03_大阪-神戸,4tトラック,81.4,3032,785,24766,2776.7,18,完了,28583,351.14250614250614,1587.9444444444443,delivery_202401_styleB.csv
B-0044,2024-01-14,R04_大阪-京都,2tトラック,114.9,2357,0,23313,603.7,28,完了,25670,223.41166231505656,916.7857142857143,delivery_202401_styleB.csv
B-0045,2024-01-13,R02_東京-埼玉,軽バン,41.7,404,2288,16313,83.3,20,完了,19005,455.75539568345323,950.25,delivery_202401_styleB.csv
B-0046,2024-01-25,R05_名古屋-豊田,軽バン,11.8,174,0,16498,317.2,30,完了,16672,1412.8813559322034,555.7333333333333,delivery_202401_styleB.csv
B-0047,2024-01-14,R03_大阪-神戸,4tトラック,58.3,1993,2113,25761,3900.4,11,キャンセル,29867,512.2984562607204,2715.181818181818,delivery_202401_styleB.csv
B-0048,2024-01-13,R01_東京-横浜,2tトラック,38.9,804,0,20580,1531.5,8,完了,21384,549.7172236503857,2673.0,delivery_202401_styleB.csv
B-0049,2024-01-04,R05_名古屋-豊田,軽バン,44.5,403,0,13862,182.9,30,キャンセル,14265,320.561797752809,475.5,delivery_202401_styleB.csv
B-0050,2024-01-03,R03_大阪-神戸,4tトラック,74.3,2365,1707,23714,2314.5,23,完了,27786,373.97039030955585,1208.0869565217392,delivery_202401_styleB.csv
B-0051,2024-01-24,R01_東京-横浜,10tトラック,171.5,7353,0,32368,7740.0,6,遅延,39721,231.60932944606415,6620.166666666667,delivery_202401_styleB.csv
B-0052,2024-01-22,R05_名古屋-豊田,4tトラック,59.2,1622,2896,20782,2215.1,6,完了,25300,427.36486486486484,4216.666666666667,delivery_202401_styleB.csv
B-0053,2024-01-23,R04_大阪-京都,軽バン,11.5,141,1981,13111,367.1,7,完了,15233,1324.608695652174,2176.1428571428573,delivery_202401_styleB.csv
B-0054,2024-01-31,R05_名古屋-豊田,2tトラック,39.2,1116,1315,19576,893.5,28,完了,22007,561.4030612244898,785.9642857142857,delivery_202401_styleB.csv
B-0055,2024-01-10,R05_名古屋-豊田,10tトラック,108.3,5395,1380,29326,4207.7,22,完了,36101,333.34256694367497,1640.9545454545455,delivery_202401_styleB.csv
B-0056,2024-01-13,R02_東京-埼玉,2tトラック,58.2,1214,1433,16414,1082.7,20,完了,19061,327.5085910652921,953.05,delivery_202401_styleB.csv
B-0057,2024-01-05,R02_東京-埼玉,軽バン,34.3,403,0,17446,128.0,6,完了,17849,520.3790087463557,2974.8333333333335,delivery_202401_styleB.csv
B-0058,2024-01-31,R03_大阪-神戸,4tトラック,132.6,4547,0,29422,2453.8,7,遅延,33969,256.1764705882353,4852.714285714285,delivery_202401_styleB.csv
B-0059,2024-01-08,R04_大阪-京都,軽バン,44.2,482,0,13910,87.2,1,完了,14392,325.61085972850674,14392.0,delivery_202401_styleB.csv
B-0060,2024-01-19,R01_東京-横浜,10tトラック,91.2,4874,1643,33880,8361.4,18,完了,40397,442.94956140350877,2244.277777777778,delivery_202401_styleB.csv
B-0061,2024-01-14,R03_大阪-神戸,2tトラック,99.8,2782,2557,15416,1578.5,18,完了,20755,207.96593186372746,1153.0555555555557,delivery_202401_styleB.csv
B-0062,2024-01-08,R02_東京-埼玉,2tトラック,56.8,1704,1371,23167,1158.6,4,完了,26242,462.00704225352115,6560.5,delivery_202401_styleB.csv
B-0063,2024-01-02,R05_名古屋-豊田,4tトラック,115.8,4391,1570,25394,3354.5,27,完了,31355,270.7685664939551,1161.2962962962963,delivery_202401_styleB.csv
B-0064,2024-01-29,R05_名古屋-豊田,10tトラック,92.2,4930,2260,26629,4871.4,28,完了,33819,366.80043383947935,1207.8214285714287,delivery_202401_styleB.csv
B-0065,2024-01-05,R02_東京-埼玉,2tトラック,116.6,3198,0,24925,1800.6,5,完了,28123,241.19210977701545,5624.6,delivery_202401_styleB.csv
B-0066,2024-01-21,R02_東京-埼玉,4tトラック,118.3,4428,0,26115,2468.4,19,完了,30543,258.18258664412514,1607.5263157894738,delivery_202401_styleB.csv
B-0067,2024-01-29,R04_大阪-京都,軽バン,32.6,405,0,10745,282.0,9,完了,11150,342.0245398773006,1238.888888888889,delivery_202401_styleB.csv
B-0068,2024-01-23,R04_大阪-京都,10tトラック,192.5,9275,2435,33724,8116.5,15,完了,45434,236.02077922077922,3028.9333333333334,delivery_202401_styleB.csv
B-0069,2024-01-11,R01_東京-横浜,10tトラック,169.4,8460,0,35198,6463.0,11,遅延,43658,257.72136953955135,3968.909090909091,delivery_202401_styleB.csv
B-0070,2024-01-15,R05_名古屋-豊田,4tトラック,133.8,4927,0,27147,1137.8,21,完了,32074,239.71599402092673,1527.3333333333333,delivery_202401_styleB.csv
B-0071,2024-01-21,R01_東京-横浜,2tトラック,113.6,2260,2980,19278,1993.5,30,完了,24518,215.8274647887324,817.2666666666667,delivery_202401_styleB.csv
B-0072,2024-01-13,R02_東京-埼玉,10tトラック,181.2,11219,1401,23319,7651.6,21,完了,35939,198.33885209713026,1711.3809523809523,delivery_202401_styleB.csv
B-0073,2024-01-01,R02_東京-埼玉,10tトラック,114.4,4837,1034,23247,7155.8,17,完了,29118,254.52797202797203,1712.8235294117646,delivery_202401_styleB.csv
B-0074,2024-01-04,R03_大阪-神戸,2tトラック,103.5,3090,830,15708,1074.6,24,遅延,19628,189.6425120772947,817.8333333333334,delivery_202401_styleB.csv
B-0075,2024-01-17,R03_大阪-神戸,10tトラック,182.1,7908,0,34051,3932.0,22,完了,41959,230.41735310269084,1907.2272727272727,delivery_202401_styleB.csv
B-0076,2024-01-15,R05_名古屋-豊田,2tトラック,88.5,2060,0,21281,727.1,14,完了,23341,263.7401129943503,1667.2142857142858,delivery_202401_styleB.csv
B-0077,2024-01-09,R01_東京-横浜,4tトラック,138.6,3756,2325,22218,2288.2,26,完了,28299,204.17748917748918,1088.423076923077,delivery_202401_styleB.csv
B-0078,2024-01-07,R02_東京-埼玉,2tトラック,79.8,2011,2447,21905,1771.8,22,遅延,26363,330.36340852130326,1198.3181818181818,delivery_202401_styleB.csv
B-0079,2024-01-21,R04_大阪-京都,4tトラック,72.5,1872,0,29456,2484.7,4,完了,31328,432.11034482758623,7832.0,delivery_202401_styleB.csv
B-0080,2024-01-22,R05_名古屋-豊田,2tトラック,110.0,1996,1291,18868,1758.5,14,完了,22155,201.4090909090909,1582.5,delivery_202401_styleB.csv
B-0081,2024-01-13,R04_大阪-京都,4tトラック,145.0,5301,669,21146,1119.5,2,遅延,27116,187.00689655172414,13558.0,delivery_202401_styleB.csv
B-0082,2024-01-17,R05_名古屋-豊田,10tトラック,165.1,8352,2101,30602,4068.8,3,完了,41055,248.66747425802544,13685.0,delivery_202401_styleB.csv
B-0083,2024-01-31,R02_東京-埼玉,4tトラック,99.0,3055,2586,26173,1198.3,23,完了,31814,321.35353535353534,1383.2173913043478,delivery_202401_styleB.csv
B-0084,2024-01-04,R01_東京-横浜,4tトラック,66.9,2600,2031,18660,2998.2,22,完了,23291,348.14648729446935,1058.6818181818182,delivery_202401_styleB.csv
B-0085,2024-01-12,R02_東京-埼玉,2tトラック,93.1,1859,0,20230,1674.5,24,完了,22089,237.26100966702472,920.375,delivery_202401_styleB.csv
B-0086,2024-01-23,R03_大阪-神戸,4tトラック,120.6,3229,0,22020,2288.0,17,完了,25249,209.3615257048093,1485.235294117647,delivery_202401_styleB.csv
B-0087,2024-01-22,R04_大阪-京都,2tトラック,71.0,1585,1917,18677,882.7,4,遅延,22179,312.38028169014086,5544.75,delivery_202401_styleB.csv
B-0088,2024-01-05,R02_東京-埼玉,2tトラック,96.7,1744,0,15123,569.0,12,完了,16867,174.42605997931747,1405.5833333333333,delivery_202401_styleB.csv
B-0089,2024-01-11,R01_東京-横浜,4tトラック,100.8,3902,0,23032,1965.4,14,遅延,26934,267.20238095238096,1923.857142857143,delivery_202401_styleB.csv
B-0090,2024-01-03,R01_東京-横浜,10tトラック,135.7,5833,632,25571,6610.4,2,キャンセル,32036,236.0795873249816,16018.0,delivery_202401_styleB.csv
B-0091,2024-01-20,R03_大阪-神戸,軽バン,48.7,496,1642,12951,181.2,26,完了,15089,309.83572895277206,580.3461538461538,delivery_202401_styleB.csv
B-0092,2024-01-08,R04_大阪-京都,4tトラック,80.5,3186,0,27311,3197.4,18,完了,30497,378.8447204968944,1694.2777777777778,delivery_202401_styleB.csv
B-0093,2024-01-22,R01_東京-横浜,4tトラック,142.6,3616,2090,26322,1028.8,11,完了,32028,224.60028050490885,2911.6363636363635,delivery_202401_styleB.csv
B-0094,2024-01-02,R03_大阪-神戸,軽バン,15.2,178,1730,10479,498.6,23,完了,12387,814.9342105263158,538.5652173913044,delivery_202401_styleB.csv
B-0095,2024-01-03,R05_名古屋-豊田,4tトラック,85.4,3282,2370,24969,2516.3,21,遅延,30621,358.55971896955504,1458.142857142857,delivery_202401_styleB.csv
B-0096,2024-01-11,R04_大阪-京都,2tトラック,89.6,1753,2627,24260,1089.4,27,完了,28640,319.64285714285717,1060.7407407407406,delivery_202401_styleB.csv
B-0097,2024-01-14,R03_大阪-神戸,軽バン,21.7,317,2425,10872,97.5,15,完了,13614,627.3732718894009,907.6,delivery_202401_styleB.csv
B-0098,2024-01-27,R05_名古屋-豊田,2tトラック,62.2,1695,1658,23525,635.6,26,完了,26878,432.12218649517683,1033.7692307692307,delivery_202401_styleB.csv
B-0099,2024-01-27,R02_東京-埼玉,2tトラック,105.2,2307,1121,18557,1270.2,22,完了,21985,208.9828897338403,999.3181818181819,delivery_202401_styleB.csv
B-0100,2024-01-01,R01_東京-横浜,4tトラック,144.7,5472,1875,19137,1305.7,26,完了,26484,183.02695231513476,1018.6153846153846,delivery_202401_styleB.csv
B-0101,2024-01-03,R02_東京-埼玉,2tトラック,41.8,1166,2076,21447,1373.5,9,遅延,24689,590.6459330143541,2743.222222222222,delivery_202401_styleB.csv
B-0102,2024-01-02,R01_東京-横浜,2tトラック,47.8,1231,0,15920,1770.9,26,完了,17151,358.8075313807532,659.6538461538462,delivery_202401_styleB.csv
B-0103,2024-01-12,R01_東京-横浜,軽バン,18.4,221,0,13160,63.3,22,完了,13381,727.2282608695652,608.2272727272727,delivery_202401_styleB.csv
B-0104,2024-01-18,R02_東京-埼玉,4tトラック,70.2,2225,2035,25404,2941.8,16,完了,29664,422.56410256410254,1854.0,delivery_202401_styleB.csv
B-0105,2024-01-01,R01_東京-横浜,軽バン,14.4,154,2107,16378,162.1,26,完了,18639,1294.375,716.8846153846154,delivery_202401_styleB.csv
B-0106,2024-01-08,R03_大阪-神戸,軽バン,34.0,458,1914,12573,171.7,1,完了,14945,439.55882352941177,14945.0,delivery_202401_styleB.csv
B-0107,2024-01-08,R03_大阪-神戸,2tトラック,35.3,1055,2417,24996,1961.0,4,完了,28468,806.4589235127479,7117.0,delivery_202401_styleB.csv
B-0108,2024-01-30,R05_名古屋-豊田,10tトラック,172.4,10849,2991,25511,8925.5,26,完了,39351,228.25406032482599,1513.5,delivery_202401_styleB.csv
B-0109,2024-01-31,R02_東京-埼玉,4tトラック,66.0,1965,0,22305,2774.7,23,完了,24270,367.72727272727275,1055.2173913043478,delivery_202401_styleB.csv
B-0110,2024-01-03,R05_名古屋-豊田,4tトラック,144.3,5419,0,29645,2626.4,6,完了,35064,242.99376299376297,5844.0,delivery_202401_styleB.csv
B-0111,2024-01-30,R02_東京-埼玉,2tトラック,84.1,1534,1329,21141,1709.7,11,完了,24004,285.42211652794293,2182.181818181818,delivery_202401_styleB.csv
B-0112,2024-01-03,R01_東京-横浜,10tトラック,53.3,2914,0,34390,8925.4,28,完了,37304,699.8874296435273,1332.2857142857142,delivery_202401_styleB.csv
B-0113,2024-01-21,R04_大阪-京都,10tトラック,137.9,6676,2940,33718,6058.1,21,キャンセル,43334,314.2422044960116,2063.5238095238096,delivery_202401_styleB.csv
B-0114,2024-01-06,R02_東京-埼玉,10tトラック,156.1,8437,0,31819,5497.8,22,完了,40256,257.8859705317104,1829.8181818181818,delivery_202401_styleB.csv
B-0115,2024-01-31,R03_大阪-神戸,軽バン,46.7,470,504,15616,307.8,28,キャンセル,16590,355.2462526766595,592.5,delivery_202401_styleB.csv
B-0116,2024-01-11,R02_東京-埼玉,2tトラック,84.2,2446,0,17209,1348.3,30,完了,19655,233.43230403800473,655.1666666666666,delivery_202401_styleB.csv
B-0117,2024-01-15,R02_東京-埼玉,2tトラック,61.2,1336,2908,23217,1505.0,24,遅延,27461,448.7091503267974,1144.2083333333333,delivery_202401_styleB.csv
B-0118,2024-01-06,R03_大阪-神戸,2tトラック,48.9,1287,2468,22204,572.2,15,完了,25959,530.8588957055215,1730.6,delivery_202401_styleB.csv
B-0119,2024-01-06,R04_大阪-京都,軽バン,54.1,566,2572,16310,310.1,25,完了,19448,359.48243992606285,777.92,delivery_202401_styleB.csv
B-0120,2024-01-24,R01_東京-横浜,軽バン,50.0,412,1153,10838,203.8,29,完了,12403,248.06,427.6896551724138,delivery_202401_styleB.csv
B-0121,2024-01-06,R05_名古屋-豊田,2tトラック,114.8,3414,2963,23932,1556.8,14,遅延,30309,264.0156794425087,2164.9285714285716,delivery_202401_styleB.csv
B-0122,2024-01-09,R02_東京-埼玉,軽バン,12.7,131,0,13274,299.4,30,完了,13405,1055.5118110236222,446.8333333333333,delivery_202401_styleB.csv
B-0123,2024-01-27,R03_大阪-神戸,10tトラック,85.6,3530,2600,24457,5525.8,14,完了,30587,357.3247663551402,2184.785714285714,delivery_202401_styleB.csv
B-0124,2024-01-16,R02_東京-埼玉,軽バン,14.8,140,2943,13789,102.0,26,完了,16872,1140.0,648.9230769230769,delivery_202401_styleB.csv
B-0125,2024-01-08,R01_東京-横浜,10tトラック,146.3,7269,1454,24985,3312.3,15,完了,33708,230.4032809295967,2247.2,delivery_202401_styleB.csv
B-0126,2024-01-18,R05_名古屋-豊田,10tトラック,59.2,3481,714,27501,6790.1,25,完了,31696,535.4054054054054,1267.84,delivery_202401_styleB.csv
B-0127,2024-01-13,R04_大阪-京都,2tトラック,103.7,2388,2667,19748,1822.5,16,完了,24803,239.18032786885246,1550.1875,delivery_202401_styleB.csv
B-0128,2024-01-06,R05_名古屋-豊田,2tトラック,81.4,1970,2957,16474,1923.9,15,完了,21401,262.91154791154787,1426.7333333333333,delivery_202401_styleB.csv
B-0129,2024-01-20,R02_東京-埼玉,4tトラック,53.9,1690,0,23225,3991.8,21,完了,24915,462.2448979591837,1186.4285714285713,delivery_202401_styleB.csv
B-0130,2024-01-30,R03_大阪-神戸,10tトラック,186.6,11729,1470,28358,5282.9,9,完了,41557,222.7063236870311,4617.444444444444,delivery_202401_styleB.csv
B-0131,2024-01-19,R05_名古屋-豊田,2tトラック,82.9,2270,874,20666,1374.0,4,遅延,23810,287.2135102533172,5952.5,delivery_202401_styleB.csv
B-0132,2024-01-02,R03_大阪-神戸,2tトラック,108.1,3088,0,17641,1482.2,19,完了,20729,191.75763182238668,1091.0,delivery_202401_styleB.csv
B-0133,2024-01-24,R03_大阪-神戸,4tトラック,84.3,2889,1504,22750,3636.9,23,完了,27143,321.98102016607356,1180.1304347826087,delivery_202401_styleB.csv
