work_date,record_id,staff_type,department,staff_id,scheduled_hours,actual_hours,is_absent,absence_reason,overtime_hours,utilization_rate,attendance_flag,overtime_flag,source_file
2024-01-08,ATT-0194,薬剤師,外科,STAFF-10,8.0,0.0,1,体調不良,0.0,0.0,欠勤,残業なし,attendance_styleB_202401.csv
2024-01-05,ATT-0195,薬剤師,外科,STAFF-02,8.0,4.2,0,,0.0,0.525,出勤,残業なし,attendance_styleB_202401.csv
2024-01-01,ATT-0196,薬剤師,外科,STAFF-10,8.0,5.4,0,,0.0,0.675,出勤,残業なし,attendance_styleB_202401.csv
2024-01-02,ATT-0197,看護師,整形外科,STAFF-09,8.0,4.5,0,,0.0,0.5625,出勤,残業なし,attendance_styleB_202401.csv
2024-01-15,ATT-0198,薬剤師,救急,STAFF-10,8.0,8.0,0,,0.0,1.0,出勤,残業なし,attendance_styleB_202401.csv
2024-01-20,ATT-0199,医師,救急,STAFF-05,8.0,11.7,0,,3.7,1.4625,出勤,残業あり,attendance_styleB_202401.csv
2024-01-02,ATT-0200,事務,整形外科,STAFF-07,8.0,7.9,0,,0.0,0.9875,出勤,残業なし,attendance_styleB_202401.csv
2024-01-15,ATT-0201,医師,内科,STAFF-06,8.0,4.5,0,,0.0,0.5625,出勤,残業なし,attendance_styleB_202401.csv
2024-01-09,ATT-0202,薬剤師,整形外科,STAFF-10,8.0,7.6,0,,0.0,0.95,出勤,残業なし,attendance_styleB_202401.csv
2024-01-20,ATT-0203,事務,内科,STAFF-12,8.0,9.2,0,,1.2,1.15,出勤,残業あり,attendance_styleB_202401.csv
2024-01-18,ATT-0204,看護師,整形外科,STAFF-08,8.0,7.3,0,,0.0,0.9125,出勤,残業なし,attendance_styleB_202401.csv
2024-01-15,ATT-0205,事務,整形外科,STAFF-12,8.0,0.0,1,私用,0.0,0.0,欠勤,残業なし,attendance_styleB_202401.csv
2024-01-11,ATT-0206,薬剤師,小児科,STAFF-03,8.0,7.8,0,,0.0,0.975,出勤,残業なし,attendance_styleB_202401.csv
2024-01-03,ATT-0207,医師,内科,STAFF-07,8.0,0.0,1,有給休暇,0.0,0.0,欠勤,残業なし,attendance_styleB_202401.csv
2024-01-12,ATT-0208,看護師,救急,STAFF-01,8.0,8.5,0,,0.5,1.0625,出勤,残業あり,attendance_styleB_202401.csv
2024-01-11,ATT-0209,医師,整形外科,STAFF-06,8.0,11.5,0,,3.5,1.4375,出勤,残業あり,attendance_styleB_202401.csv
2024-01-14,ATT-0210,医師,小児科,STAFF-10,8.0,4.8,0,,0.0,0.6,出勤,残業なし,attendance_styleB_202401.csv
2024-01-17,ATT-0211,看護師,外科,STAFF-11,8.0,10.8,0,,2.8,1.35,出勤,残業あり,attendance_styleB_202401.csv
2024-01-12,ATT-0212,薬剤師,内科,STAFF-05,8.0,10.5,0,,2.5,1.3125,出勤,残業あり,attendance_styleB_202401.csv
2024-01-18,ATT-0213,医師,救急,STAFF-11,8.0,6.1,0,,0.0,0.7625,出勤,残業なし,attendance_styleB_202401.csv
2024-01-06,ATT-0214,薬剤師,小児科,STAFF-06,8.0,5.5,0,,0.0,0.6875,出勤,残業なし,attendance_styleB_202401.csv
2024-01-05,ATT-0215,事務,内科,STAFF-03,8.0,11.8,0,,3.8,1.475,出勤,残業あり,attendance_styleB_202401.csv
2024-01-03,ATT-0216,看護師,整形外科,STAFF-07,8.0,5.3,0,,0.0,0.6625,出勤,残業なし,attendance_styleB_202401.csv
2024-01-10,ATT-0217,薬剤師,救急,STAFF-10,8.0,0.0,1,体調不良,0.0,0.0,欠勤,残業なし,attendance_styleB_202401.csv
2024-01-05,ATT-0218,看護師,救急,STAFF-01,8.0,6.2,0,,0.0,0.775,出勤,残業なし,attendance_styleB_202401.csv
2024-01-14,ATT-0219,事務,救急,STAFF-08,8.0,5.7,0,,0.0,0.7125,出勤,残業なし,attendance_styleB_202401.csv
2024-01-17,ATT-0220,医師,小児科,STAFF-07,8.0,9.4,0,,1.4,1.175,出勤,残業あり,attendance_styleB_202401.csv
2024-01-19,ATT-0221,事務,救急,STAFF-11,8.0,5.8,0,,0.0,0.725,出勤,残業なし,attendance_styleB_202401.csv
2024-01-20,ATT-0222,医師,内科,STAFF-04,8.0,5.7,0,,0.0,0.7125,出勤,残業なし,attendance_styleB_202401.csv
2024-01-05,ATT-0223,薬剤師,小児科,STAFF-06,8.0,8.0,0,,0.0,1.0,出勤,残業なし,attendance_styleB_202401.csv
2024-01-14,ATT-0224,看護師,外科,STAFF-07,8.0,5.8,0,,0.0,0.725,出勤,残業なし,attendance_styleB_202401.csv
2024-01-18,ATT-0225,薬剤師,内科,STAFF-07,8.0,4.3,0,,0.0,0.5375,出勤,残業なし,attendance_styleB_202401.csv
2024-01-01,ATT-0226,事務,内科,STAFF-06,8.0,8.6,0,,0.6,1.075,出勤,残業あり,attendance_styleB_202401.csv
2024-01-14,ATT-0227,薬剤師,内科,STAFF-07,8.0,0.0,1,私用,0.0,0.0,欠勤,残業なし,attendance_styleB_202401.csv
2024-01-06,ATT-0228,事務,小児科,STAFF-02,8.0,4.8,0,,0.0,0.6,出勤,残業なし,attendance_styleB_202401.csv
2024-01-14,ATT-0229,事務,救急,STAFF-02,8.0,6.5,0,,0.0,0.8125,出勤,残業なし,attendance_styleB_202401.csv
2024-01-11,ATT-0230,看護師,小児科,STAFF-03,8.0,0.0,1,有給休暇,0.0,0.0,欠勤,残業なし,attendance_styleB_202401.csv
2024-01-04,ATT-0231,看護師,小児科,STAFF-06,8.0,10.6,0,,2.6,1.325,出勤,残業あり,attendance_styleB_202401.csv
2024-01-05,ATT-0232,看護師,内科,STAFF-03,8.0,5.4,0,,0.0,0.675,出勤,残業なし,attendance_styleB_202401.csv
2024-01-05,ATT-0233,医師,外科,STAFF-11,8.0,10.0,0,,2.0,1.25,出勤,残業あり,attendance_styleB_202401.csv
2024-01-19,ATT-0234,事務,救急,STAFF-11,8.0,9.0,0,,1.0,1.125,出勤,残業あり,attendance_styleB_202401.csv
2024-01-11,ATT-0235,看護師,整形外科,STAFF-02,8.0,9.1,0,,1.1,1.1375,出勤,残業あり,attendance_styleB_202401.csv
2024-01-09,ATT-0236,医師,小児科,STAFF-09,8.0,0.0,1,私用,0.0,0.0,欠勤,残業なし,attendance_styleB_202401.csv
2024-01-15,ATT-0237,医師,内科,STAFF-06,8.0,4.6,0,,0.0,0.575,出勤,残業なし,attendance_styleB_202401.csv
2024-01-03,ATT-0238,事務,整形外科,STAFF-10,8.0,10.3,0,,2.3,1.2875,出勤,残業あり,attendance_styleB_202401.csv
2024-01-02,ATT-0239,事務,救急,STAFF-11,8.0,8.8,0,,0.8,1.1,出勤,残業あり,attendance_styleB_202401.csv
2024-01-17,ATT-0240,看護師,内科,STAFF-08,8.0,11.2,0,,3.2,1.4,出勤,残業あり,attendance_styleB_202401.csv
2024-01-11,ATT-0241,医師,救急,STAFF-11,8.0,6.0,0,,0.0,0.75,出勤,残業なし,attendance_styleB_202401.csv
2024-01-15,ATT-0242,事務,救急,STAFF-09,8.0,6.9,0,,0.0,0.8625,出勤,残業なし,attendance_styleB_202401.csv
2024-01-10,ATT-0243,事務,整形外科,STAFF-06,8.0,4.4,0,,0.0,0.55,出勤,残業なし,attendance_styleB_202401.csv
2024-01-11,ATT-0244,医師,小児科,STAFF-02,8.0,7.1,0,,0.0,0.8875,出勤,残業なし,attendance_styleB_202401.csv
2024-01-09,ATT-0245,看護師,小児科,STAFF-02,8.0,5.1,0,,0.0,0.6375,出勤,残業なし,attendance_styleB_202401.csv
2024-01-12,ATT-0246,薬剤師,整形外科,STAFF-03,8.0,11.5,0,,3.5,1.4375,出勤,残業あり,attendance_styleB_202401.csv
2024-01-10,ATT-0247,事務,小児科,STAFF-03,8.0,10.6,0,,2.6,1.325,出勤,残業あり,attendance_styleB_202401.csv
2024-01-17,ATT-0248,医師,整形外科,STAFF-09,8.0,6.9,0,,0.0,0.8625,出勤,残業なし,attendance_styleB_202401.csv
2024-01-06,ATT-0249,看護師,小児科,STAFF-08,8.0,12.0,0,,4.0,1.5,出勤,残業あり,attendance_styleB_202401.csv
2024-01-05,ATT-0250,医師,小児科,STAFF-02,8.0,8.3,0,,0.3,1.0375,出勤,残業あり,attendance_styleB_202401.csv
2024-01-17,ATT-0251,医師,小児科,STAFF-10,8.0,7.0,0,,0.0,0.875,出勤,残業なし,attendance_styleB_202401.csv
2024-01-06,ATT-0252,看護師,救急,STAFF-03,8.0,4.3,0,,0.0,0.5375,出勤,残業なし,attendance_styleB_202401.csv
2024-01-12,ATT-0253,看護師,整形外科,STAFF-10,8.0,10.0,0,,2.0,1.25,出勤,残業あり,attendance_styleB_202401.csv
2024-01-15,ATT-0254,看護師,救急,STAFF-04,8.0,10.5,0,,2.5,1.3125,出勤,残業あり,attendance_styleB_202401.csv
2024-01-16,ATT-0255,看護師,小児科,STAFF-11,8.0,11.9,0,,3.9,1.4875,出勤,残業あり,attendance_styleB_202401.csv
2024-01-15,ATT-0256,薬剤師,整形外科,STAFF-09,8.0,11.7,0,,3.7,1.4625,出勤,残業あり,attendance_styleB_202401.csv
2024-01-07,ATT-0257,看護師,小児科,STAFF-01,8.0,11.0,0,,3.0,1.375,出勤,残業あり,attendance_styleB_202401.csv
2024-01-18,ATT-0258,医師,救急,STAFF-02,8.0,10.1,0,,2.1,1.2625,出勤,残業あり,attendance_styleB_202401.csv
2024-01-09,ATT-0259,事務,救急,STAFF-03,8.0,4.7,0,,0.0,0.5875,出勤,残業なし,attendance_styleB_202401.csv
2024-01-08,ATT-0260,事務,小児科,STAFF-01,8.0,7.2,0,,0.0,0.9,出勤,残業なし,attendance_styleB_202401.csv
2024-01-12,ATT-0261,看護師,整形外科,STAFF-02,8.0,4.2,0,,0.0,0.525,出勤,残業なし,attendance_styleB_202401.csv
2024-01-04,ATT-0262,薬剤師,外科,STAFF-03,8.0,0.0,1,私用,0.0,0.0,欠勤,残業なし,attendance_styleB_202401.csv
2024-01-05,ATT-0263,事務,整形外科,STAFF-10,8.0,0.0,1,体調不良,0.0,0.0,欠勤,残業なし,attendance_styleB_202401.csv
2024-01-01,ATT-0264,薬剤師,外科,STAFF-03,8.0,9.8,0,,1.8,1.225,出勤,残業あり,attendance_styleB_202401.csv
2024-01-17,ATT-0265,事務,内科,STAFF-05,8.0,5.0,0,,0.0,0.625,出勤,残業なし,attendance_styleB_202401.csv
2024-01-08,ATT-0266,事務,救急,STAFF-08,8.0,0.0,1,私用,0.0,0.0,欠勤,残業なし,attendance_styleB_202401.csv
2024-01-20,ATT-0267,医師,救急,STAFF-10,8.0,5.1,0,,0.0,0.6375,出勤,残業なし,attendance_styleB_202401.csv
2024-01-14,ATT-0268,医師,救急,STAFF-06,8.0,7.3,0,,0.0,0.9125,出勤,残業なし,attendance_styleB_202401.csv
2024-01-03,ATT-0269,薬剤師,内科,STAFF-09,8.0,10.3,0,,2.3,1.2875,出勤,残業あり,attendance_styleB_202401.csv
2024-01-17,ATT-0270,医師,整形外科,STAFF-08,8.0,0.0,1,私用,0.0,0.0,欠勤,残業なし,attendance_styleB_202401.csv
2024-01-12,ATT-0271,薬剤師,内科,STAFF-06,8.0,6.8,0,,0.0,0.85,出勤,残業なし,attendance_styleB_202401.csv
2024-01-04,ATT-0272,薬剤師,外科,STAFF-01,8.0,6.7,0,,0.0,0.8375,出勤,残業なし,attendance_styleB_202401.csv
2024-01-06,ATT-0273,事務,整形外科,STAFF-11,8.0,5.1,0,,0.0,0.6375,出勤,残業なし,attendance_styleB_202401.csv
2024-01-15,ATT-0274,医師,小児科,STAFF-04,8.0,0.0,1,体調不良,0.0,0.0,欠勤,残業なし,attendance_styleB_202401.csv
2024-01-02,ATT-0275,薬剤師,小児科,STAFF-09,8.0,10.5,0,,2.5,1.3125,出勤,残業あり,attendance_styleB_202401.csv
2024-01-16,ATT-0276,薬剤師,内科,STAFF-11,8.0,6.9,0,,0.0,0.8625,出勤,残業なし,attendance_styleB_202401.csv
2024-01-02,ATT-0277,薬剤師,小児科,STAFF-02,8.0,7.5,0,,0.0,0.9375,出勤,残業なし,attendance_styleB_202401.csv
2024-01-13,ATT-0278,事務,整形外科,STAFF-06,8.0,8.0,0,,0.0,1.0,出勤,残業なし,attendance_styleB_202401.csv
2024-01-16,ATT-0279,薬剤師,救急,STAFF-05,8.0,9.8,0,,1.8,1.225,出勤,残業あり,attendance_styleB_202401.csv
2024-01-03,ATT-0280,事務,救急,STAFF-03,8.0,6.6,0,,0.0,0.825,出勤,残業なし,attendance_styleB_202401.csv
2024-01-03,ATT-0281,薬剤師,小児科,STAFF-05,8.0,9.7,0,,1.7,1.2125,出勤,残業あり,attendance_styleB_202401.csv
2024-01-06,ATT-0282,事務,小児科,STAFF-08,8.0,0.0,1,私用,0.0,0.0,欠勤,残業なし,attendance_styleB_202401.csv
2024-01-20,ATT-0283,事務,小児科,STAFF-11,8.0,11.6,0,,3.6,1.45,出勤,残業あり,attendance_styleB_202401.csv
2024-01-03,ATT-0284,事務,小児科,STAFF-09,8.0,9.4,0,,1.4,1.175,出勤,残業あり,attendance_styleB_202401.csv
2024-01-01,ATT-0285,看護師,救急,STAFF-11,8.0,4.3,0,,0.0,0.5375,出勤,残業なし,attendance_styleB_202401.csv
2024-01-03,ATT-0286,看護師,小児科,STAFF-06,8.0,8.5,0,,0.5,1.0625,出勤,残業あり,attendance_styleB_202401.csv
2024-01-20,ATT-0287,看護師,整形外科,STAFF-06,8.0,10.1,0,,2.1,1.2625,出勤,残業あり,attendance_styleB_202401.csv
2024-01-19,ATT-0288,看護師,救急,STAFF-06,8.0,9.2,0,,1.2,1.15,出勤,残業あり,attendance_styleB_202401.csv
2024-01-08,ATT-0289,医師,内科,STAFF-12,8.0,8.1,0,,0.1,1.0125,出勤,残業あり,attendance_styleB_202401.csv
2024-01-18,ATT-0290,医師,小児科,STAFF-05,8.0,5.7,0,,0.0,0.7125,出勤,残業なし,attendance_styleB_202401.csv
2024-01-20,ATT-0291,薬剤師,整形外科,STAFF-04,8.0,10.8,0,,2.8,1.35,出勤,残業あり,attendance_styleB_202401.csv
2024-01-15,ATT-0292,看護師,整形外科,STAFF-02,8.0,11.7,0,,3.7,1.4625,出勤,残業あり,attendance_styleB_202401.csv
2024-01-11,ATT-0293,薬剤師,内科,STAFF-09,8.0,11.1,0,,3.1,1.3875,出勤,残業あり,attendance_styleB_202401.csv
2024-01-06,ATT-0294,看護師,小児科,STAFF-09,8.0,11.9,0,,3.9,1.4875,出勤,残業あり,attendance_styleB_202401.csv
2024-01-05,ATT-0295,看護師,整形外科,STAFF-01,8.0,8.6,0,,0.6,1.075,出勤,残業あり,attendance_styleB_202401.csv
2024-01-15,ATT-0296,看護師,救急,STAFF-02,8.0,0.0,1,私用,0.0,0.0,欠勤,残業なし,attendance_styleB_202401.csv
2024-01-16,ATT-0297,事務,整形外科,STAFF-10,8.0,0.0,1,私用,0.0,0.0,欠勤,残業なし,attendance_styleB_202401.csv
2024-01-03,ATT-0298,事務,整形外科,STAFF-11,8.0,5.0,0,,0.0,0.625,出勤,残業なし,attendance_styleB_202401.csv
2024-01-18,ATT-0299,看護師,外科,STAFF-07,8.0,10.9,0,,2.9,1.3625,出勤,残業あり,attendance_styleB_202401.csv
2024-01-04,ATT-0300,看護師,小児科,STAFF-03,8.0,11.5,0,,3.5,1.4375,出勤,残業あり,attendance_styleB_202401.csv
2024-01-08,ATT-0301,薬剤師,救急,STAFF-05,8.0,6.0,0,,0.0,0.75,出勤,残業なし,attendance_styleB_202401.csv
2024-01-18,ATT-0302,薬剤師,外科,STAFF-11,8.0,8.3,0,,0.3,1.0375,出勤,残業あり,attendance_styleB_202401.csv
2024-01-17,ATT-0303,看護師,救急,STAFF-10,8.0,9.3,0,,1.3,1.1625,出勤,残業あり,attendance_styleB_202401.csv
2024-01-20,ATT-0304,薬剤師,救急,STAFF-01,8.0,4.2,0,,0.0,0.525,出勤,残業なし,attendance_styleB_202401.csv
2024-01-02,ATT-0305,薬剤師,外科,STAFF-10,8.0,9.1,0,,1.1,1.1375,出勤,残業あり,attendance_styleB_202401.csv
2024-01-16,ATT-0306,薬剤師,小児科,STAFF-08,8.0,10.5,0,,2.5,1.3125,出勤,残業あり,attendance_styleB_202401.csv
2024-01-13,ATT-0307,薬剤師,整形外科,STAFF-02,8.0,5.3,0,,0.0,0.6625,出勤,残業なし,attendance_styleB_202401.csv
2024-01-14,ATT-0308,事務,整形外科,STAFF-04,8.0,5.1,0,,0.0,0.6375,出勤,残業なし,attendance_styleB_202401.csv
2024-01-11,ATT-0309,薬剤師,整形外科,STAFF-03,8.0,8.1,0,,0.1,1.0125,出勤,残業あり,attendance_styleB_202401.csv
2024-01-04,ATT-0310,薬剤師,外科,STAFF-08,8.0,7.6,0,,0.0,0.95,出勤,残業なし,attendance_styleB_202401.csv
2024-01-05,ATT-0311,医師,内科,STAFF-05,8.0,10.9,0,,2.9,1.3625,出勤,残業あり,attendance_styleB_202401.csv
2024-01-14,ATT-0312,看護師,外科,STAFF-06,8.0,9.8,0,,1.8,1.225,出勤,残業あり,attendance_styleB_202401.csv
2024-01-07,ATT-0313,看護師,整形外科,STAFF-09,8.0,11.0,0,,3.0,1.375,出勤,残業あり,attendance_styleB_202401.csv
2024-01-16,ATT-0314,医師,内科,STAFF-07,8.0,11.7,0,,3.7,1.4625,出勤,残業あり,attendance_styleB_202401.csv
2024-01-07,ATT-0315,薬剤師,内科,STAFF-01,8.0,8.8,0,,0.8,1.1,出勤,残業あり,attendance_styleB_202401.csv
2024-01-16,ATT-0316,薬剤師,救急,STAFF-01,8.0,7.4,0,,0.0,0.925,出勤,残業なし,attendance_styleB_202401.csv
2024-01-09,ATT-0317,薬剤師,整形外科,STAFF-06,8.0,0.0,1,体調不良,0.0,0.0,欠勤,残業なし,attendance_styleB_202401.csv
2024-01-19,ATT-0318,看護師,小児科,STAFF-09,8.0,7.1,0,,0.0,0.8875,出勤,残業なし,attendance_styleB_202401.csv
2024-01-15,ATT-0319,薬剤師,救急,STAFF-11,8.0,5.0,0,,0.0,0.625,出勤,残業なし,attendance_styleB_202401.csv
2024-01-04,ATT-0320,事務,小児科,STAFF-06,8.0,6.9,0,,0.0,0.8625,出勤,残業なし,attendance_styleB_202401.csv
2024-01-05,ATT-0321,看護師,救急,STAFF-09,8.0,4.3,0,,0.0,0.5375,出勤,残業なし,attendance_styleC_202401.csv
2024-01-02,ATT-0322,看護師,小児科,STAFF-08,8.0,5.2,0,,0.0,0.65,出勤,残業なし,attendance_styleC_202401.csv
2024-01-17,ATT-0323,看護師,小児科,STAFF-10,8.0,7.1,0,,0.0,0.8875,出勤,残業なし,attendance_styleC_202401.csv
2024-01-20,ATT-0324,薬剤師,救急,STAFF-06,8.0,8.1,0,,0.1,1.0125,出勤,残業あり,attendance_styleC_202401.csv
2024-01-16,ATT-0325,薬剤師,整形外科,STAFF-01,8.0,9.4,0,,1.4,1.175,出勤,残業あり,attendance_styleC_202401.csv
2024-01-14,ATT-0326,薬剤師,内科,STAFF-10,8.0,11.7,0,,3.7,1.4625,出勤,残業あり,attendance_styleC_202401.csv
2024-01-19,ATT-0327,看護師,内科,STAFF-10,8.0,8.2,0,,0.2,1.025,出勤,残業あり,attendance_styleC_202401.csv
2024-01-20,ATT-0328,事務,外科,STAFF-11,8.0,8.6,0,,0.6,1.075,出勤,残業あり,attendance_styleC_202401.csv
2024-01-04,ATT-0329,看護師,内科,STAFF-08,8.0,5.2,0,,0.0,0.65,出勤,残業なし,attendance_styleC_202401.csv
2024-01-07,ATT-0330,事務,救急,STAFF-10,8.0,11.0,0,,3.0,1.375,出勤,残業あり,attendance_styleC_202401.csv
2024-01-02,ATT-0331,看護師,救急,STAFF-04,8.0,12.0,0,,4.0,1.5,出勤,残業あり,attendance_styleC_202401.csv
2024-01-16,ATT-0332,事務,小児科,STAFF-03,8.0,8.3,0,,0.3,1.0375,出勤,残業あり,attendance_styleC_202401.csv
2024-01-18,ATT-0333,薬剤師,小児科,STAFF-10,8.0,11.7,0,,3.7,1.4625,出勤,残業あり,attendance_styleC_202401.csv
2024-01-09,ATT-0334,薬剤師,外科,STAFF-05,8.0,9.6,0,,1.6,1.2,出勤,残業あり,attendance_styleC_202401.csv
2024-01-16,ATT-0335,薬剤師,整形外科,STAFF-06,8.0,11.5,0,,3.5,1.4375,出勤,残業あり,attendance_styleC_202401.csv
2024-01-09,ATT-0336,薬剤師,内科,STAFF-10,8.0,7.0,0,,0.0,0.875,出勤,残業なし,attendance_styleC_202401.csv
2024-01-13,ATT-0337,薬剤師,外科,STAFF-05,8.0,0.0,1,有給休暇,0.0,0.0,欠勤,残業なし,attendance_styleC_202401.csv
2024-01-03,ATT-0338,薬剤師,整形外科,STAFF-11,8.0,7.8,0,,0.0,0.975,出勤,残業なし,attendance_styleC_202401.csv
2024-01-07,ATT-0339,薬剤師,救急,STAFF-12,8.0,4.9,0,,0.0,0.6125,出勤,残業なし,attendance_styleC_202401.csv
2024-01-19,ATT-0340,看護師,外科,STAFF-01,8.0,8.2,0,,0.2,1.025,出勤,残業あり,attendance_styleC_202401.csv
2024-01-08,ATT-0341,医師,内科,STAFF-07,8.0,7.8,0,,0.0,0.975,出勤,残業なし,attendance_styleC_202401.csv
2024-01-05,ATT-0342,医師,救急,STAFF-03,8.0,11.5,0,,3.5,1.4375,出勤,残業あり,attendance_styleC_202401.csv
2024-01-16,ATT-0343,事務,外科,STAFF-05,8.0,9.2,0,,1.2,1.15,出勤,残業あり,attendance_styleC_202401.csv
2024-01-03,ATT-0344,看護師,救急,STAFF-12,8.0,11.5,0,,3.5,1.4375,出勤,残業あり,attendance_styleC_202401.csv
2024-01-06,ATT-0345,事務,外科,STAFF-01,8.0,7.2,0,,0.0,0.9,出勤,残業なし,attendance_styleC_202401.csv
2024-01-16,ATT-0346,看護師,小児科,STAFF-01,8.0,0.0,1,有給休暇,0.0,0.0,欠勤,残業なし,attendance_styleC_202401.csv
2024-01-20,ATT-0347,医師,小児科,STAFF-05,8.0,9.1,0,,1.1,1.1375,出勤,残業あり,attendance_styleC_202401.csv
2024-01-17,ATT-0348,事務,外科,STAFF-09,8.0,5.5,0,,0.0,0.6875,出勤,残業なし,attendance_styleC_202401.csv
2024-01-04,ATT-0349,薬剤師,外科,STAFF-12,8.0,6.1,0,,0.0,0.7625,出勤,残業なし,attendance_styleC_202401.csv
2024-01-06,ATT-0350,医師,小児科,STAFF-05,8.0,10.1,0,,2.1,1.2625,出勤,残業あり,attendance_styleC_202401.csv
2024-01-06,ATT-0351,事務,整形外科,STAFF-09,8.0,7.2,0,,0.0,0.9,出勤,残業なし,attendance_styleC_202401.csv
2024-01-04,ATT-0352,看護師,外科,STAFF-08,8.0,6.0,0,,0.0,0.75,出勤,残業なし,attendance_styleC_202401.csv
2024-01-09,ATT-0353,事務,外科,STAFF-08,8.0,11.6,0,,3.6,1.45,出勤,残業あり,attendance_styleC_202401.csv
2024-01-10,ATT-0354,医師,小児科,STAFF-11,8.0,5.9,0,,0.0,0.7375,出勤,残業なし,attendance_styleC_202401.csv
2024-01-04,ATT-0355,事務,小児科,STAFF-03,8.0,8.0,0,,0.0,1.0,出勤,残業なし,attendance_styleC_202401.csv
2024-01-10,ATT-0356,医師,小児科,STAFF-06,8.0,5.8,0,,0.0,0.725,出勤,残業なし,attendance_styleC_202401.csv
2024-01-05,ATT-0357,事務,外科,STAFF-08,8.0,8.8,0,,0.8,1.1,出勤,残業あり,attendance_styleC_202401.csv
2024-01-14,ATT-0358,事務,救急,STAFF-11,8.0,10.1,0,,2.1,1.2625,出勤,残業あり,attendance_styleC_202401.csv
2024-01-20,ATT-0359,医師,救急,STAFF-08,8.0,6.9,0,,0.0,0.8625,出勤,残業なし,attendance_styleC_202401.csv
2024-01-19,ATT-0360,医師,内科,STAFF-09,8.0,5.6,0,,0.0,0.7,出勤,残業なし,attendance_styleC_202401.csv
2024-01-18,ATT-0361,看護師,外科,STAFF-06,8.0,7.5,0,,0.0,0.9375,出勤,残業なし,attendance_styleC_202401.csv
2024-01-07,ATT-0362,事務,内科,STAFF-09,8.0,4.4,0,,0.0,0.55,出勤,残業なし,attendance_styleC_202401.csv
2024-01-05,ATT-0363,事務,整形外科,STAFF-10,8.0,0.0,1,私用,0.0,0.0,欠勤,残業なし,attendance_styleC_202401.csv
2024-01-10,ATT-0364,医師,整形外科,STAFF-05,8.0,10.0,0,,2.0,1.25,出勤,残業あり,attendance_styleC_202401.csv
2024-01-19,ATT-0365,医師,内科,STAFF-07,8.0,4.5,0,,0.0,0.5625,出勤,残業なし,attendance_styleC_202401.csv
2024-01-02,ATT-0366,医師,整形外科,STAFF-01,8.0,5.4,0,,0.0,0.675,出勤,残業なし,attendance_styleC_202401.csv
2024-01-05,ATT-0367,事務,小児科,STAFF-07,8.0,11.3,0,,3.3,1.4125,出勤,残業あり,attendance_styleC_202401.csv
2024-01-13,ATT-0368,事務,内科,STAFF-11,8.0,11.0,0,,3.0,1.375,出勤,残業あり,attendance_styleC_202401.csv
2024-01-05,ATT-0369,薬剤師,内科,STAFF-03,8.0,7.1,0,,0.0,0.8875,出勤,残業なし,attendance_styleC_202401.csv
2024-01-05,ATT-0370,看護師,内科,STAFF-01,8.0,7.7,0,,0.0,0.9625,出勤,残業なし,attendance_styleC_202401.csv
2024-01-18,ATT-0371,事務,救急,STAFF-07,8.0,6.0,0,,0.0,0.75,出勤,残業なし,attendance_styleC_202401.csv
2024-01-12,ATT-0372,看護師,小児科,STAFF-04,8.0,9.8,0,,1.8,1.225,出勤,残業あり,attendance_styleC_202401.csv
2024-01-04,ATT-0373,医師,整形外科,STAFF-10,8.0,11.1,0,,3.1,1.3875,出勤,残業あり,attendance_styleC_202401.csv
2024-01-01,ATT-0374,看護師,外科,STAFF-02,8.0,4.3,0,,0.0,0.5375,出勤,残業なし,attendance_styleC_202401.csv
2024-01-20,ATT-0375,医師,外科,STAFF-12,8.0,0.0,1,私用,0.0,0.0,欠勤,残業なし,attendance_styleC_202401.csv
2024-01-08,ATT-0376,看護師,内科,STAFF-03,8.0,6.3,0,,0.0,0.7875,出勤,残業なし,attendance_styleC_202401.csv
2024-01-19,ATT-0377,薬剤師,救急,STAFF-10,8.0,10.5,0,,2.5,1.3125,出勤,残業あり,attendance_styleC_202401.csv
2024-01-08,ATT-0378,薬剤師,外科,STAFF-11,8.0,7.3,0,,0.0,0.9125,出勤,残業なし,attendance_styleC_202401.csv
2024-01-09,ATT-0379,医師,救急,STAFF-10,8.0,11.3,0,,3.3,1.4125,出勤,残業あり,attendance_styleC_202401.csv
2024-01-14,ATT-0380,事務,内科,STAFF-06,8.0,9.4,0,,1.4,1.175,出勤,残業あり,attendance_styleC_202401.csv
2024-01-17,ATT-0381,薬剤師,整形外科,STAFF-07,8.0,7.0,0,,0.0,0.875,出勤,残業なし,attendance_styleC_202401.csv
2024-01-18,ATT-0382,事務,外科,STAFF-04,8.0,9.7,0,,1.7,1.2125,出勤,残業あり,attendance_styleC_202401.csv
2024-01-15,ATT-0383,医師,救急,STAFF-07,8.0,8.5,0,,0.5,1.0625,出勤,残業あり,attendance_styleC_202401.csv
2024-01-05,ATT-0384,事務,外科,STAFF-05,8.0,9.2,0,,1.2,1.15,出勤,残業あり,attendance_styleC_202401.csv
2024-01-15,ATT-0385,薬剤師,内科,STAFF-09,8.0,5.5,0,,0.0,0.6875,出勤,残業なし,attendance_styleC_202401.csv
2024-01-09,ATT-0386,事務,救急,STAFF-10,8.0,0.0,1,体調不良,0.0,0.0,欠勤,残業なし,attendance_styleC_202401.csv
2024-01-07,ATT-0387,看護師,整形外科,STAFF-04,8.0,6.7,0,,0.0,0.8375,出勤,残業なし,attendance_styleC_202401.csv
