checkin_date,reserv_no,room_type,guest_count,nights,room_rate,status,cancel_reason,total_revenue,is_cancel,loss_revenue,revenue_per_guest,source_file
2024-01-15,RES-0280,シングル,2,1,11000,キャンセル,Changed hotel,0,1,11000,0.0,styleB
2024-01-13,RES-0281,ツイン,3,3,24000,キャンセル,Changed hotel,0,1,72000,0.0,styleB
2024-01-11,RES-0282,ダブル,1,3,20000,宿泊済み,,60000,0,0,60000.0,styleB
2024-01-20,RES-0283,シングル,4,3,12000,宿泊済み,,36000,0,0,9000.0,styleB
2024-01-05,RES-0284,ツイン,3,1,33000,宿泊済み,,33000,0,0,11000.0,styleB
2024-01-20,RES-0285,ダブル,3,4,22000,宿泊済み,,88000,0,0,29333.333333333332,styleB
2024-01-11,RES-0286,シングル,3,5,14000,宿泊済み,,70000,0,0,23333.333333333332,styleB
2024-01-12,RES-0287,ツイン,1,4,31000,宿泊済み,,124000,0,0,124000.0,styleB
2024-01-07,RES-0288,シングル,3,3,10000,宿泊済み,,30000,0,0,10000.0,styleB
2024-01-05,RES-0289,ダブル,4,2,25000,宿泊済み,,50000,0,0,12500.0,styleB
2024-01-17,RES-0290,ツイン,1,3,18000,宿泊済み,,54000,0,0,54000.0,styleB
2024-01-20,RES-0291,シングル,3,5,10000,宿泊済み,,50000,0,0,16666.666666666668,styleB
2024-01-20,RES-0292,スイート,2,2,51000,宿泊済み,,102000,0,0,51000.0,styleB
2024-01-12,RES-0293,ツイン,4,1,28000,キャンセル,Illness,0,1,28000,0.0,styleB
2024-01-18,RES-0294,スイート,3,4,54000,宿泊済み,,216000,0,0,72000.0,styleB
2024-01-12,RES-0295,ツイン,3,4,21000,宿泊済み,,84000,0,0,28000.0,styleB
2024-01-17,RES-0296,スイート,4,3,64000,宿泊済み,,192000,0,0,48000.0,styleB
2024-01-05,RES-0297,スイート,2,2,78000,キャンセル,Price too high,0,1,156000,0.0,styleB
2024-01-04,RES-0298,シングル,4,3,16000,宿泊済み,,48000,0,0,12000.0,styleB
2024-01-06,RES-0299,シングル,3,1,20000,宿泊済み,,20000,0,0,6666.666666666667,styleB
2024-01-14,RES-0300,ダブル,4,5,22000,宿泊済み,,110000,0,0,27500.0,styleB
2024-01-01,RES-0301,シングル,2,4,13000,宿泊済み,,52000,0,0,26000.0,styleB
2024-01-12,RES-0302,スイート,1,4,72000,宿泊済み,,288000,0,0,288000.0,styleB
2024-01-08,RES-0303,ツイン,4,1,26000,宿泊済み,,26000,0,0,6500.0,styleB
2024-01-11,RES-0304,シングル,3,1,19000,宿泊済み,,19000,0,0,6333.333333333333,styleB
2024-01-16,RES-0305,ツイン,2,1,24000,宿泊済み,,24000,0,0,12000.0,styleB
2024-01-01,RES-0306,ツイン,4,4,34000,ノーショウ,Schedule change,0,1,136000,0.0,styleB
2024-01-18,RES-0307,シングル,3,2,10000,宿泊済み,,20000,0,0,6666.666666666667,styleB
2024-01-10,RES-0308,スイート,1,3,55000,宿泊済み,,165000,0,0,165000.0,styleB
2024-01-20,RES-0309,シングル,1,2,14000,キャンセル,Changed hotel,0,1,28000,0.0,styleB
2024-01-18,RES-0310,シングル,1,4,17000,宿泊済み,,68000,0,0,68000.0,styleB
2024-01-14,RES-0311,シングル,2,2,12000,宿泊済み,,24000,0,0,12000.0,styleB
2024-01-14,RES-0312,シングル,3,2,17000,宿泊済み,,34000,0,0,11333.333333333334,styleB
2024-01-03,RES-0313,ツイン,1,5,26000,宿泊済み,,130000,0,0,130000.0,styleB
2024-01-13,RES-0314,シングル,4,4,8000,ノーショウ,Price too high,0,1,32000,0.0,styleB
2024-01-12,RES-0315,ダブル,1,3,20000,キャンセル,Illness,0,1,60000,0.0,styleB
2024-01-12,RES-0316,シングル,3,2,8000,宿泊済み,,16000,0,0,5333.333333333333,styleB
2024-01-16,RES-0317,ダブル,2,4,40000,宿泊済み,,160000,0,0,80000.0,styleB
2024-01-02,RES-0318,ツイン,2,1,29000,宿泊済み,,29000,0,0,14500.0,styleB
2024-01-02,RES-0319,ダブル,2,1,24000,宿泊済み,,24000,0,0,12000.0,styleB
2024-01-18,RES-0320,ダブル,3,5,30000,宿泊済み,,150000,0,0,50000.0,styleB
2024-01-10,RES-0321,スイート,3,1,52000,宿泊済み,,52000,0,0,17333.333333333332,styleC
2024-01-04,RES-0322,ダブル,1,3,26000,宿泊済み,,78000,0,0,78000.0,styleC
2024-01-13,RES-0323,ダブル,4,4,32000,宿泊済み,,128000,0,0,32000.0,styleC
2024-01-16,RES-0324,ダブル,2,4,40000,宿泊済み,,160000,0,0,80000.0,styleC
2024-01-03,RES-0325,ダブル,3,1,31000,ノーショウ,他のホテルに変更,0,1,31000,0.0,styleC
2024-01-03,RES-0326,ツイン,3,3,18000,宿泊済み,,54000,0,0,18000.0,styleC
2024-01-20,RES-0327,ダブル,3,3,32000,宿泊済み,,96000,0,0,32000.0,styleC
2024-01-15,RES-0328,スイート,2,4,62000,宿泊済み,,248000,0,0,124000.0,styleC
2024-01-09,RES-0329,シングル,3,5,14000,宿泊済み,,70000,0,0,23333.333333333332,styleC
2024-01-17,RES-0330,シングル,1,4,13000,宿泊済み,,52000,0,0,52000.0,styleC
2024-01-15,RES-0331,ツイン,1,2,34000,宿泊済み,,68000,0,0,68000.0,styleC
2024-01-12,RES-0332,シングル,2,1,11000,キャンセル,料金が高い,0,1,11000,0.0,styleC
2024-01-15,RES-0333,スイート,1,5,49000,宿泊済み,,245000,0,0,245000.0,styleC
2024-01-19,RES-0334,ダブル,3,4,20000,宿泊済み,,80000,0,0,26666.666666666668,styleC
2024-01-09,RES-0335,ツイン,3,4,25000,宿泊済み,,100000,0,0,33333.333333333336,styleC
2024-01-16,RES-0336,ツイン,1,1,20000,宿泊済み,,20000,0,0,20000.0,styleC
2024-01-15,RES-0337,スイート,1,3,56000,キャンセル,体調不良,0,1,168000,0.0,styleC
2024-01-05,RES-0338,ダブル,4,2,21000,宿泊済み,,42000,0,0,10500.0,styleC
2024-01-15,RES-0339,シングル,4,2,19000,宿泊済み,,38000,0,0,9500.0,styleC
2024-01-03,RES-0340,シングル,3,3,19000,宿泊済み,,57000,0,0,19000.0,styleC
2024-01-06,RES-0341,ダブル,3,2,40000,宿泊済み,,80000,0,0,26666.666666666668,styleC
2024-01-05,RES-0342,ダブル,2,1,24000,宿泊済み,,24000,0,0,12000.0,styleC
2024-01-18,RES-0343,ツイン,4,1,26000,宿泊済み,,26000,0,0,6500.0,styleC
2024-01-20,RES-0344,ダブル,4,5,22000,宿泊済み,,110000,0,0,27500.0,styleC
2024-01-16,RES-0345,シングル,1,3,14000,宿泊済み,,42000,0,0,42000.0,styleC
2024-01-05,RES-0346,スイート,4,5,44000,宿泊済み,,220000,0,0,55000.0,styleC
2024-01-17,RES-0347,ダブル,1,4,32000,宿泊済み,,128000,0,0,128000.0,styleC
2024-01-19,RES-0348,ダブル,2,5,38000,宿泊済み,,190000,0,0,95000.0,styleC
2024-01-02,RES-0349,ツイン,2,4,31000,宿泊済み,,124000,0,0,62000.0,styleC
2024-01-06,RES-0350,シングル,2,3,10000,宿泊済み,,30000,0,0,15000.0,styleC
2024-01-10,RES-0351,ダブル,2,3,34000,宿泊済み,,102000,0,0,51000.0,styleC
2024-01-18,RES-0352,シングル,3,2,18000,キャンセル,料金が高い,0,1,36000,0.0,styleC
2024-01-03,RES-0353,ツイン,3,5,32000,宿泊済み,,160000,0,0,53333.333333333336,styleC
2024-01-20,RES-0354,ツイン,2,2,34000,宿泊済み,,68000,0,0,34000.0,styleC
2024-01-02,RES-0355,ダブル,1,1,20000,宿泊済み,,20000,0,0,20000.0,styleC
2024-01-20,RES-0356,ダブル,2,5,31000,宿泊済み,,155000,0,0,77500.0,styleC
2024-01-10,RES-0357,シングル,4,5,12000,宿泊済み,,60000,0,0,15000.0,styleC
2024-01-15,RES-0358,スイート,2,4,59000,宿泊済み,,236000,0,0,118000.0,styleC
2024-01-14,RES-0359,シングル,1,2,15000,キャンセル,他のホテルに変更,0,1,30000,0.0,styleC
2024-01-05,RES-0360,スイート,2,3,78000,宿泊済み,,234000,0,0,117000.0,styleC
2024-01-05,RES-0361,ダブル,3,3,30000,宿泊済み,,90000,0,0,30000.0,styleC
2024-01-15,RES-0362,ダブル,1,3,25000,宿泊済み,,75000,0,0,75000.0,styleC
2024-01-05,RES-0363,シングル,3,4,11000,宿泊済み,,44000,0,0,14666.666666666666,styleC
2024-01-20,RES-0364,シングル,1,3,14000,宿泊済み,,42000,0,0,42000.0,styleC
2024-01-19,RES-0365,スイート,2,2,60000,キャンセル,料金が高い,0,1,120000,0.0,styleC
2024-01-15,RES-0366,ツイン,2,4,31000,宿泊済み,,124000,0,0,62000.0,styleC
2024-01-03,RES-0367,スイート,3,4,41000,ノーショウ,他のホテルに変更,0,1,164000,0.0,styleC
2024-01-12,RES-0368,スイート,2,2,77000,キャンセル,予定変更,0,1,154000,0.0,styleC
2024-01-16,RES-0369,シングル,3,4,17000,宿泊済み,,68000,0,0,22666.666666666668,styleC
2024-01-05,RES-0370,ダブル,1,1,31000,宿泊済み,,31000,0,0,31000.0,styleC
2024-01-02,RES-0371,ダブル,3,4,29000,宿泊済み,,116000,0,0,38666.666666666664,styleC
2024-01-07,RES-0372,スイート,1,5,75000,宿泊済み,,375000,0,0,375000.0,styleC
2024-01-17,RES-0373,ダブル,3,1,30000,宿泊済み,,30000,0,0,10000.0,styleC
2024-01-04,RES-0374,スイート,3,5,79000,宿泊済み,,395000,0,0,131666.66666666666,styleC
2024-01-11,RES-0375,ツイン,1,4,26000,宿泊済み,,104000,0,0,104000.0,styleC
2024-01-17,RES-0376,ダブル,2,2,37000,宿泊済み,,74000,0,0,37000.0,styleC
2024-01-05,RES-0377,スイート,1,1,42000,キャンセル,料金が高い,0,1,42000,0.0,styleC
2024-01-17,RES-0378,スイート,4,2,78000,宿泊済み,,156000,0,0,39000.0,styleC
2024-01-06,RES-0379,ツイン,3,5,25000,キャンセル,他のホテルに変更,0,1,125000,0.0,styleC
2024-01-18,RES-0380,ダブル,3,5,34000,宿泊済み,,170000,0,0,56666.666666666664,styleC
2024-01-12,RES-0381,スイート,3,4,41000,宿泊済み,,164000,0,0,54666.666666666664,styleC
2024-01-10,RES-0382,ダブル,1,4,36000,宿泊済み,,144000,0,0,144000.0,styleC
2024-01-19,RES-0383,シングル,4,3,18000,宿泊済み,,54000,0,0,13500.0,styleC
2024-01-06,RES-0384,ツイン,1,5,30000,キャンセル,天候不良,0,1,150000,0.0,styleC
2024-01-19,RES-0385,スイート,2,2,42000,宿泊済み,,84000,0,0,42000.0,styleC
2024-01-11,RES-0386,シングル,2,1,15000,キャンセル,他のホテルに変更,0,1,15000,0.0,styleC
2024-01-17,RES-0387,ツイン,4,2,28000,宿泊済み,,56000,0,0,14000.0,styleC
2024-01-07,RES-0388,スイート,1,2,73000,宿泊済み,,146000,0,0,146000.0,styleC
2024-01-11,RES-0389,ダブル,4,5,30000,キャンセル,体調不良,0,1,150000,0.0,styleC
2024-01-09,RES-0390,スイート,3,5,62000,キャンセル,天候不良,0,1,310000,0.0,styleC
2024-01-18,RES-0391,スイート,2,2,57000,ノーショウ,料金が高い,0,1,114000,0.0,styleC
2024-01-16,RES-0392,ツイン,3,3,21000,宿泊済み,,63000,0,0,21000.0,styleC
2024-01-09,RES-0393,ダブル,4,3,35000,宿泊済み,,105000,0,0,26250.0,styleC
2024-01-18,RES-0394,ダブル,1,5,39000,キャンセル,他のホテルに変更,0,1,195000,0.0,styleC
2024-01-02,RES-0395,スイート,3,2,58000,宿泊済み,,116000,0,0,38666.666666666664,styleC
2024-01-09,RES-0396,ダブル,1,3,32000,キャンセル,他のホテルに変更,0,1,96000,0.0,styleC
2024-01-18,RES-0397,ツイン,2,5,23000,キャンセル,料金が高い,0,1,115000,0.0,styleC
2024-01-08,RES-0398,ツイン,1,5,33000,宿泊済み,,165000,0,0,165000.0,styleC
2024-01-08,RES-0399,ツイン,1,5,22000,キャンセル,予定変更,0,1,110000,0.0,styleC
2024-01-16,RES-0400,シングル,4,3,19000,キャンセル,予定変更,0,1,57000,0.0,styleC
2024-01-14,RES-0401,ツイン,1,5,20000,宿泊済み,,100000,0,0,100000.0,styleC
2024-01-11,RES-0402,スイート,4,2,58000,キャンセル,料金が高い,0,1,116000,0.0,styleC
2024-01-18,RES-0403,シングル,1,5,11000,宿泊済み,,55000,0,0,55000.0,styleC
2024-01-02,RES-0404,シングル,2,4,10000,キャンセル,他のホテルに変更,0,1,40000,0.0,styleC
2024-01-01,RES-0405,スイート,2,3,42000,宿泊済み,,126000,0,0,63000.0,styleC
2024-01-15,RES-0406,ダブル,1,3,27000,キャンセル,天候不良,0,1,81000,0.0,styleC
2024-01-09,RES-0407,スイート,2,5,69000,宿泊済み,,345000,0,0,172500.0,styleC
2024-01-15,RES-0408,ツイン,1,3,20000,宿泊済み,,60000,0,0,60000.0,styleC
2024-01-10,RES-0409,ダブル,2,1,28000,キャンセル,天候不良,0,1,28000,0.0,styleC
2024-01-13,RES-0410,ツイン,2,5,35000,宿泊済み,,175000,0,0,87500.0,styleC
2024-01-04,RES-0411,スイート,3,1,65000,宿泊済み,,65000,0,0,21666.666666666668,styleC
2024-01-08,RES-0412,ツイン,2,4,25000,ノーショウ,予定変更,0,1,100000,0.0,styleC
2024-01-09,RES-0413,ダブル,4,2,32000,ノーショウ,料金が高い,0,1,64000,0.0,styleC
2024-01-12,RES-0414,ダブル,1,3,38000,宿泊済み,,114000,0,0,114000.0,styleC
2024-01-10,RES-0415,ツイン,1,1,29000,宿泊済み,,29000,0,0,29000.0,styleC
2024-01-04,RES-0416,ツイン,4,5,24000,宿泊済み,,120000,0,0,30000.0,styleC
2024-01-08,RES-0417,ダブル,3,5,25000,宿泊済み,,125000,0,0,41666.666666666664,styleC
2024-01-20,RES-0418,ツイン,4,2,29000,宿泊済み,,58000,0,0,14500.0,styleC
2024-01-18,RES-0419,ダブル,4,5,33000,宿泊済み,,165000,0,0,41250.0,styleC
2024-01-17,RES-0420,ツイン,2,5,17000,キャンセル,他のホテルに変更,0,1,85000,0.0,styleC
2024-01-02,RES-0421,ダブル,1,5,21000,キャンセル,天候不良,0,1,105000,0.0,styleC
2024-01-17,RES-0422,ツイン,2,2,25000,キャンセル,他のホテルに変更,0,1,50000,0.0,styleC
2024-01-03,RES-0423,シングル,2,5,15000,宿泊済み,,75000,0,0,37500.0,styleC
2024-01-17,RES-0424,スイート,1,4,48000,宿泊済み,,192000,0,0,192000.0,styleC
2024-01-18,RES-0425,スイート,4,5,43000,宿泊済み,,215000,0,0,53750.0,styleC
2024-01-09,RES-0426,スイート,3,1,65000,宿泊済み,,65000,0,0,21666.666666666668,styleC
2024-01-02,RES-0427,シングル,2,5,9000,宿泊済み,,45000,0,0,22500.0,styleC
2024-01-02,RES-0428,スイート,3,1,74000,キャンセル,予定変更,0,1,74000,0.0,styleC
2024-01-06,RES-0429,スイート,1,3,66000,宿泊済み,,198000,0,0,198000.0,styleC
2024-01-15,RES-0430,ツイン,4,3,27000,宿泊済み,,81000,0,0,20250.0,styleC
2024-01-05,RES-0431,スイート,4,1,74000,宿泊済み,,74000,0,0,18500.0,styleC
2024-01-13,RES-0432,ダブル,1,2,35000,キャンセル,天候不良,0,1,70000,0.0,styleC
2024-01-10,RES-0433,ツイン,2,1,15000,宿泊済み,,15000,0,0,7500.0,styleC
2024-01-08,RES-0434,スイート,4,5,64000,宿泊済み,,320000,0,0,80000.0,styleC
2024-01-09,RES-0435,ツイン,4,3,19000,宿泊済み,,57000,0,0,14250.0,styleC
2024-01-20,RES-0436,ツイン,1,1,28000,宿泊済み,,28000,0,0,28000.0,styleC
2024-01-04,RES-0437,シングル,2,2,9000,宿泊済み,,18000,0,0,9000.0,styleC
2024-01-02,RES-0438,シングル,4,5,18000,キャンセル,体調不良,0,1,90000,0.0,styleC
2024-01-18,RES-0439,シングル,4,4,11000,宿泊済み,,44000,0,0,11000.0,styleC
2024-01-10,RES-0440,ツイン,1,2,31000,宿泊済み,,62000,0,0,62000.0,styleC
2024-01-11,RES-0441,ツイン,3,5,34000,宿泊済み,,170000,0,0,56666.666666666664,styleC
2024-01-08,RES-0442,ツイン,3,2,31000,ノーショウ,他のホテルに変更,0,1,62000,0.0,styleC
2024-01-19,RES-0443,ダブル,3,1,35000,宿泊済み,,35000,0,0,11666.666666666666,styleC
2024-01-02,RES-0444,ツイン,4,5,30000,宿泊済み,,150000,0,0,37500.0,styleC
2024-01-14,RES-0445,ダブル,4,5,28000,キャンセル,他のホテルに変更,0,1,140000,0.0,styleC
2024-01-18,RES-0446,ツイン,3,4,20000,キャンセル,他のホテルに変更,0,1,80000,0.0,styleC
2024-01-15,RES-0447,ツイン,2,3,19000,ノーショウ,予定変更,0,1,57000,0.0,styleC
2024-01-05,RES-0448,スイート,4,5,73000,キャンセル,他のホテルに変更,0,1,365000,0.0,styleC
2024-01-03,RES-0449,ツイン,3,2,25000,宿泊済み,,50000,0,0,16666.666666666668,styleC
2024-01-07,RES-0450,スイート,3,1,74000,宿泊済み,,74000,0,0,24666.666666666668,styleC
2024-01-20,RES-0451,シングル,3,4,18000,キャンセル,天候不良,0,1,72000,0.0,styleC
2024-01-19,RES-0452,シングル,1,2,20000,宿泊済み,,40000,0,0,40000.0,styleC
2024-01-10,RES-0453,ツイン,4,2,25000,宿泊済み,,50000,0,0,12500.0,styleC
2024-01-04,RES-0454,シングル,2,2,19000,キャンセル,他のホテルに変更,0,1,38000,0.0,styleC
2024-01-18,RES-0455,ツイン,2,4,22000,宿泊済み,,88000,0,0,44000.0,styleC
2024-01-18,RES-0456,ダブル,3,4,32000,宿泊済み,,128000,0,0,42666.666666666664,styleC
2024-01-17,RES-0457,ダブル,3,3,29000,宿泊済み,,87000,0,0,29000.0,styleC
2024-01-11,RES-0458,スイート,4,1,70000,宿泊済み,,70000,0,0,17500.0,styleC
2024-01-02,RES-0459,ツイン,3,3,28000,宿泊済み,,84000,0,0,28000.0,styleC
2024-01-18,RES-0460,ツイン,2,1,23000,宿泊済み,,23000,0,0,11500.0,styleC
2024-01-11,RES-0461,スイート,3,2,52000,宿泊済み,,104000,0,0,34666.666666666664,styleC
2024-01-16,RES-0462,ツイン,4,5,22000,宿泊済み,,110000,0,0,27500.0,styleC
2024-01-16,RES-0463,ダブル,3,4,38000,宿泊済み,,152000,0,0,50666.666666666664,styleC
2024-01-05,RES-0464,スイート,2,3,50000,宿泊済み,,150000,0,0,75000.0,styleC
2024-01-17,RES-0465,スイート,2,5,43000,ノーショウ,予定変更,0,1,215000,0.0,styleC
2024-01-05,RES-0466,シングル,1,1,14000,宿泊済み,,14000,0,0,14000.0,styleC
2024-01-07,RES-0467,ツイン,1,2,15000,宿泊済み,,30000,0,0,30000.0,styleC
2024-01-20,RES-0468,スイート,3,1,79000,キャンセル,他のホテルに変更,0,1,79000,0.0,styleC
2024-01-18,RES-0469,スイート,1,1,74000,宿泊済み,,74000,0,0,74000.0,styleC
2024-01-09,RES-0470,スイート,1,1,73000,ノーショウ,天候不良,0,1,73000,0.0,styleC
2024-01-14,RES-0471,ダブル,1,5,40000,宿泊済み,,200000,0,0,200000.0,styleC
2024-01-05,RES-0472,ツイン,1,1,31000,ノーショウ,体調不良,0,1,31000,0.0,styleC
2024-01-13,RES-0473,ツイン,3,3,23000,宿泊済み,,69000,0,0,23000.0,styleC
2024-01-19,RES-0474,シングル,3,4,15000,キャンセル,体調不良,0,1,60000,0.0,styleC
2024-01-02,RES-0475,ツイン,3,1,35000,宿泊済み,,35000,0,0,11666.666666666666,styleC
2024-01-18,RES-0476,シングル,4,4,14000,ノーショウ,他のホテルに変更,0,1,56000,0.0,styleC
2024-01-16,RES-0477,シングル,1,2,9000,宿泊済み,,18000,0,0,18000.0,styleC
2024-01-17,RES-0478,スイート,3,5,46000,宿泊済み,,230000,0,0,76666.66666666667,styleC
2024-01-19,RES-0479,シングル,2,2,19000,ノーショウ,他のホテルに変更,0,1,38000,0.0,styleC
2024-01-09,RES-0480,ダブル,1,1,39000,宿泊済み,,39000,0,0,39000.0,styleC
