計測時刻,機番,機器名称,温度,振動値,圧力値,回転数,稼働フラグ
2024/01/15 06:00,E-004,旋盤機D,64.86,2.407,1.067,1546.5,1
2024/01/15 07:00,E-004,旋盤機D,63.93,1.8,1.151,1478.0,1
2024/01/15 08:00,E-004,旋盤機D,71.21,2.325,1.319,1475.8,1
2024/01/15 09:00,E-004,旋盤機D,68.74,1.526,1.101,1449.9,1
2024/01/15 10:00,E-004,旋盤機D,66.25,1.887,1.009,1488.4,1
2024/01/15 11:00,E-004,旋盤機D,74.06,2.193,1.141,1441.1,1
2024/01/15 12:00,E-004,旋盤機D,69.84,0.989,1.311,1482.5,1
2024/01/15 13:00,E-004,旋盤機D,75.33,1.196,1.292,1486.5,1
2024/01/15 14:00,E-004,旋盤機D,66.68,1.321,1.26,1513.7,1
2024/01/15 15:00,E-004,旋盤機D,75.14,2.153,1.141,1454.9,1
2024/01/15 16:00,E-004,旋盤機D,62.53,2.316,1.122,1541.8,1
2024/01/15 17:00,E-004,旋盤機D,70.1,1.915,1.169,1513.1,1
2024/01/15 18:00,E-004,旋盤機D,67.94,1.671,1.27,1485.0,1
2024/01/15 19:00,E-004,旋盤機D,64.81,2.01,1.194,1507.1,1
2024/01/15 20:00,E-004,旋盤機D,66.18,1.377,1.374,1544.1,1
2024/01/15 21:00,E-004,旋盤機D,71.54,1.664,1.17,1538.4,1
2024/01/15 22:00,E-004,旋盤機D,66.58,1.579,1.387,1488.3,1
2024/01/15 23:00,E-004,旋盤機D,75.07,1.311,1.252,1562.5,1
2024/01/16 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/16 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/16 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/16 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/16 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/16 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/16 06:00,E-004,旋盤機D,68.12,1.708,1.083,1527.9,1
2024/01/16 07:00,E-004,旋盤機D,64.92,1.767,1.077,1544.5,1
2024/01/16 08:00,E-004,旋盤機D,72.62,1.789,1.085,1543.8,1
2024/01/16 09:00,E-004,旋盤機D,66.54,1.413,1.024,1467.4,1
2024/01/16 10:00,E-004,旋盤機D,62.18,1.582,1.274,1476.9,1
2024/01/16 11:00,E-004,旋盤機D,69.42,1.547,1.207,1557.2,1
2024/01/16 12:00,E-004,旋盤機D,66.61,1.935,1.043,1543.2,1
2024/01/16 13:00,E-004,旋盤機D,66.09,2.168,1.188,1511.4,1
2024/01/16 14:00,E-004,旋盤機D,70.68,1.642,1.309,1463.4,1
2024/01/16 15:00,E-004,旋盤機D,71.11,1.663,1.235,1473.8,1
2024/01/16 16:00,E-004,旋盤機D,68.2,1.424,1.225,1491.5,1
2024/01/16 17:00,E-004,旋盤機D,65.84,1.781,1.213,1468.4,1
2024/01/16 18:00,E-004,旋盤機D,67.48,1.448,1.435,1527.1,1
2024/01/16 19:00,E-004,旋盤機D,69.09,2.21,1.002,1400.5,1
2024/01/16 20:00,E-004,旋盤機D,66.4,1.318,1.176,1497.2,1
2024/01/16 21:00,E-004,旋盤機D,71.68,1.402,1.24,1490.5,1
2024/01/16 22:00,E-004,旋盤機D,69.39,1.618,1.338,1486.4,1
2024/01/16 23:00,E-004,旋盤機D,75.1,1.523,1.274,1487.9,1
2024/01/17 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/17 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/17 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/17 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/17 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/17 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/17 06:00,E-004,旋盤機D,66.69,2.021,1.17,1396.8,1
2024/01/17 07:00,E-004,旋盤機D,55.75,2.245,1.323,1556.1,1
2024/01/17 08:00,E-004,旋盤機D,67.93,1.348,1.158,1490.4,1
2024/01/17 09:00,E-004,旋盤機D,63.97,2.377,1.424,1506.7,1
2024/01/17 10:00,E-004,旋盤機D,67.96,1.347,1.355,1492.7,1
2024/01/17 11:00,E-004,旋盤機D,66.84,1.968,1.141,1495.1,1
2024/01/17 12:00,E-004,旋盤機D,62.23,2.18,1.19,1530.6,1
2024/01/17 13:00,E-004,旋盤機D,67.2,1.752,1.079,1516.6,1
2024/01/17 14:00,E-004,旋盤機D,64.5,1.63,1.2,1494.2,1
2024/01/17 15:00,E-004,旋盤機D,61.18,1.719,1.28,1476.8,1
2024/01/17 16:00,E-004,旋盤機D,67.1,1.857,1.187,1453.9,1
2024/01/17 17:00,E-004,旋盤機D,67.85,2.148,1.095,1476.9,1
2024/01/17 18:00,E-004,旋盤機D,62.47,2.129,1.191,1460.2,1
2024/01/17 19:00,E-004,旋盤機D,68.37,1.379,1.097,1438.9,1
2024/01/17 20:00,E-004,旋盤機D,63.73,2.275,1.127,1506.3,1
2024/01/17 21:00,E-004,旋盤機D,64.65,2.066,1.097,1491.4,1
2024/01/17 22:00,E-004,旋盤機D,68.21,2.615,1.263,1469.2,1
2024/01/17 23:00,E-004,旋盤機D,70.74,2.548,1.037,1460.5,1
2024/01/18 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/18 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/18 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/18 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/18 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/18 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/18 06:00,E-004,旋盤機D,67.05,1.654,1.167,1444.4,1
2024/01/18 07:00,E-004,旋盤機D,73.62,1.302,1.18,1526.6,1
2024/01/18 08:00,E-004,旋盤機D,67.88,1.457,1.065,1482.0,1
2024/01/18 09:00,E-004,旋盤機D,64.97,1.872,1.06,1518.5,1
2024/01/18 10:00,E-004,旋盤機D,68.46,1.866,1.344,1474.7,1
2024/01/18 11:00,E-004,旋盤機D,65.1,1.608,1.181,1486.8,1
2024/01/18 12:00,E-004,旋盤機D,64.68,1.092,1.144,1502.6,1
2024/01/18 13:00,E-004,旋盤機D,68.55,2.22,1.396,1516.6,1
2024/01/18 14:00,E-004,旋盤機D,73.53,2.068,1.371,1554.8,1
2024/01/18 15:00,E-004,旋盤機D,71.8,2.047,1.179,1488.6,1
2024/01/18 16:00,E-004,旋盤機D,66.65,2.017,1.128,1483.3,1
2024/01/18 17:00,E-004,旋盤機D,58.58,2.403,1.178,1505.9,1
2024/01/18 18:00,E-004,旋盤機D,73.83,1.905,1.344,1446.5,1
2024/01/18 19:00,E-004,旋盤機D,77.59,2.18,1.221,1539.9,1
2024/01/18 20:00,E-004,旋盤機D,63.33,1.699,1.344,1424.7,1
2024/01/18 21:00,E-004,旋盤機D,70.24,1.986,1.397,1434.6,1
2024/01/18 22:00,E-004,旋盤機D,74.44,1.604,1.155,1447.2,1
2024/01/18 23:00,E-004,旋盤機D,63.65,1.941,1.089,1515.9,1
2024/01/19 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/19 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/19 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/19 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/19 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/19 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/19 06:00,E-004,旋盤機D,65.35,1.375,1.147,1501.8,1
2024/01/19 07:00,E-004,旋盤機D,66.89,1.812,1.27,1527.9,1
2024/01/19 08:00,E-004,旋盤機D,66.76,1.435,1.208,1506.5,1
2024/01/19 09:00,E-004,旋盤機D,62.16,1.488,1.128,1482.7,1
2024/01/19 10:00,E-004,旋盤機D,64.96,2.047,1.039,1434.7,1
2024/01/19 11:00,E-004,旋盤機D,66.66,1.739,1.055,1468.8,1
2024/01/19 12:00,E-004,旋盤機D,66.4,1.662,1.215,1466.8,1
2024/01/19 13:00,E-004,旋盤機D,73.91,1.971,1.119,1493.3,1
2024/01/19 14:00,E-004,旋盤機D,68.5,2.225,1.14,1516.9,1
2024/01/19 15:00,E-004,旋盤機D,68.17,2.322,1.329,1496.9,1
2024/01/19 16:00,E-004,旋盤機D,66.95,1.977,1.182,1548.8,1
2024/01/19 17:00,E-004,旋盤機D,68.31,1.658,1.154,1447.5,1
2024/01/19 18:00,E-004,旋盤機D,70.23,1.513,1.31,1444.7,1
2024/01/19 19:00,E-004,旋盤機D,68.51,2.203,0.985,1560.6,1
2024/01/19 20:00,E-004,旋盤機D,66.3,1.849,1.257,1515.4,1
2024/01/19 21:00,E-004,旋盤機D,69.1,2.149,1.252,1551.6,1
2024/01/19 22:00,E-004,旋盤機D,70.09,2.488,1.29,1426.8,1
2024/01/19 23:00,E-004,旋盤機D,78.44,1.599,1.35,1490.9,1
2024/01/20 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/20 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/20 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/20 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/20 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/20 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/20 06:00,E-004,旋盤機D,72.24,1.559,1.263,1481.1,1
2024/01/20 07:00,E-004,旋盤機D,74.32,1.954,1.294,1414.3,1
2024/01/20 08:00,E-004,旋盤機D,67.66,1.944,1.222,1523.6,1
2024/01/20 09:00,E-004,旋盤機D,66.54,1.817,1.318,1410.2,1
2024/01/20 10:00,E-004,旋盤機D,70.36,1.683,1.109,1501.8,1
2024/01/20 11:00,E-004,旋盤機D,72.91,2.164,1.186,1520.7,1
2024/01/20 12:00,E-004,旋盤機D,71.47,1.769,1.131,1467.8,1
2024/01/20 13:00,E-004,旋盤機D,71.35,1.785,1.095,1431.0,1
2024/01/20 14:00,E-004,旋盤機D,71.33,1.609,1.233,1533.4,1
2024/01/20 15:00,E-004,旋盤機D,62.76,1.784,1.183,1503.3,1
2024/01/20 16:00,E-004,旋盤機D,72.96,1.335,1.257,1526.1,1
2024/01/20 17:00,E-004,旋盤機D,67.25,1.752,1.242,1502.1,1
2024/01/20 18:00,E-004,旋盤機D,70.33,1.996,1.102,1524.7,1
2024/01/20 19:00,E-004,旋盤機D,72.67,1.865,1.051,1486.0,1
2024/01/20 20:00,E-004,旋盤機D,68.78,1.399,1.164,1440.7,1
2024/01/20 21:00,E-004,旋盤機D,70.43,1.858,1.035,1502.3,1
2024/01/20 22:00,E-004,旋盤機D,67.77,1.981,1.161,1461.9,1
2024/01/20 23:00,E-004,旋盤機D,64.92,1.612,1.202,1495.2,1
2024/01/21 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 06:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 07:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 08:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 09:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 10:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 11:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 12:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 13:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 14:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 15:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 16:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 17:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 18:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 19:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 20:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 21:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 22:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/21 23:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/22 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/22 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/22 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/22 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/22 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/22 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/22 06:00,E-004,旋盤機D,67.24,1.652,1.165,1577.8,1
2024/01/22 07:00,E-004,旋盤機D,64.92,1.605,1.529,1504.7,1
2024/01/22 08:00,E-004,旋盤機D,62.48,2.095,1.109,1521.8,1
2024/01/22 09:00,E-004,旋盤機D,67.16,1.646,1.361,1509.8,1
2024/01/22 10:00,E-004,旋盤機D,71.89,1.952,1.156,1511.4,1
2024/01/22 11:00,E-004,旋盤機D,72.84,1.847,1.38,1519.8,1
2024/01/22 12:00,E-004,旋盤機D,68.85,1.888,1.214,1446.2,1
2024/01/22 13:00,E-004,旋盤機D,67.64,1.877,1.158,1501.8,1
2024/01/22 14:00,E-004,旋盤機D,68.09,2.071,1.266,1495.9,1
2024/01/22 15:00,E-004,旋盤機D,62.53,2.427,1.186,1487.2,1
2024/01/22 16:00,E-004,旋盤機D,66.63,1.629,1.354,1538.5,1
2024/01/22 17:00,E-004,旋盤機D,69.78,1.762,1.262,1492.6,1
2024/01/22 18:00,E-004,旋盤機D,67.24,1.918,1.156,1498.8,1
2024/01/22 19:00,E-004,旋盤機D,68.82,2.011,1.138,1514.9,1
2024/01/22 20:00,E-004,旋盤機D,64.37,1.6,1.147,1452.5,1
2024/01/22 21:00,E-004,旋盤機D,72.06,1.461,1.13,1533.9,1
2024/01/22 22:00,E-004,旋盤機D,65.72,1.734,1.099,1519.2,1
2024/01/22 23:00,E-004,旋盤機D,71.39,2.059,1.254,1492.6,1
2024/01/23 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/23 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/23 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/23 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/23 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/23 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/23 06:00,E-004,旋盤機D,65.9,1.515,1.329,1516.8,1
2024/01/23 07:00,E-004,旋盤機D,65.23,1.814,1.17,1450.5,1
2024/01/23 08:00,E-004,旋盤機D,68.71,1.655,1.105,1438.2,1
2024/01/23 09:00,E-004,旋盤機D,61.74,1.67,1.191,1459.4,1
2024/01/23 10:00,E-004,旋盤機D,70.6,1.777,1.258,1483.6,1
2024/01/23 11:00,E-004,旋盤機D,64.85,1.84,1.074,1508.9,1
2024/01/23 12:00,E-004,旋盤機D,64.25,2.121,1.166,1527.2,1
2024/01/23 13:00,E-004,旋盤機D,63.51,1.563,1.238,1531.0,1
2024/01/23 14:00,E-004,旋盤機D,74.67,1.814,1.384,1479.9,1
2024/01/23 15:00,E-004,旋盤機D,72.4,1.47,1.242,1408.0,1
2024/01/23 16:00,E-004,旋盤機D,63.51,1.963,1.069,1504.9,1
2024/01/23 17:00,E-004,旋盤機D,71.63,1.625,1.103,1473.4,1
2024/01/23 18:00,E-004,旋盤機D,64.14,1.765,1.21,1479.3,1
2024/01/23 19:00,E-004,旋盤機D,74.7,1.548,1.339,1453.6,1
2024/01/23 20:00,E-004,旋盤機D,68.29,2.214,1.313,1475.3,1
2024/01/23 21:00,E-004,旋盤機D,70.22,1.947,1.146,1511.6,1
2024/01/23 22:00,E-004,旋盤機D,75.45,1.965,1.257,1513.5,1
2024/01/23 23:00,E-004,旋盤機D,62.16,1.961,1.098,1469.4,1
2024/01/24 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/24 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/24 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/24 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/24 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/24 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/24 06:00,E-004,旋盤機D,76.65,1.711,1.126,1530.3,1
2024/01/24 07:00,E-004,旋盤機D,64.21,1.643,1.325,1491.5,1
2024/01/24 08:00,E-004,旋盤機D,61.75,1.99,1.16,1543.9,1
2024/01/24 09:00,E-004,旋盤機D,65.58,2.168,1.378,1460.2,1
2024/01/24 10:00,E-004,旋盤機D,67.23,1.936,1.114,1499.5,1
2024/01/24 11:00,E-004,旋盤機D,67.1,1.714,1.205,1492.5,1
2024/01/24 12:00,E-004,旋盤機D,68.66,1.59,1.144,1485.8,1
2024/01/24 13:00,E-004,旋盤機D,67.82,1.646,1.232,1426.5,1
2024/01/24 14:00,E-004,旋盤機D,65.08,1.702,1.114,1547.0,1
2024/01/24 15:00,E-004,旋盤機D,68.08,1.862,1.152,1489.4,1
2024/01/24 16:00,E-004,旋盤機D,63.14,1.741,1.106,1480.3,1
2024/01/24 17:00,E-004,旋盤機D,57.76,1.405,1.346,1519.1,1
2024/01/24 18:00,E-004,旋盤機D,73.28,2.286,1.267,1474.1,1
2024/01/24 19:00,E-004,旋盤機D,63.85,2.201,1.206,1577.3,1
2024/01/24 20:00,E-004,旋盤機D,66.54,2.491,1.184,1536.8,1
2024/01/24 21:00,E-004,旋盤機D,74.79,1.442,1.152,1453.8,1
2024/01/24 22:00,E-004,旋盤機D,63.08,2.033,1.18,1491.8,1
2024/01/24 23:00,E-004,旋盤機D,70.22,1.15,1.329,1477.8,1
2024/01/25 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/25 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/25 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/25 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/25 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/25 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/25 06:00,E-004,旋盤機D,70.13,2.017,1.337,1486.3,1
2024/01/25 07:00,E-004,旋盤機D,59.51,1.82,1.22,1453.8,1
2024/01/25 08:00,E-004,旋盤機D,68.59,1.674,1.066,1513.5,1
2024/01/25 09:00,E-004,旋盤機D,65.75,1.658,1.154,1533.2,1
2024/01/25 10:00,E-004,旋盤機D,67.84,1.828,1.156,1506.2,1
2024/01/25 11:00,E-004,旋盤機D,73.4,2.027,1.269,1511.2,1
2024/01/25 12:00,E-004,旋盤機D,62.48,1.493,1.18,1464.6,1
2024/01/25 13:00,E-004,旋盤機D,63.74,1.145,1.065,1481.0,1
2024/01/25 14:00,E-004,旋盤機D,67.72,1.522,1.208,1474.8,1
2024/01/25 15:00,E-004,旋盤機D,72.36,1.743,1.27,1497.1,1
2024/01/25 16:00,E-004,旋盤機D,62.39,1.768,1.076,1486.2,1
2024/01/25 17:00,E-004,旋盤機D,65.02,1.934,1.066,1490.5,1
2024/01/25 18:00,E-004,旋盤機D,70.29,2.118,1.124,1490.6,1
2024/01/25 19:00,E-004,旋盤機D,68.74,2.341,1.052,1458.1,1
2024/01/25 20:00,E-004,旋盤機D,79.22,1.704,1.011,1469.6,1
2024/01/25 21:00,E-004,旋盤機D,56.92,1.884,1.281,1458.1,1
2024/01/25 22:00,E-004,旋盤機D,66.12,2.123,1.025,1443.7,1
2024/01/25 23:00,E-004,旋盤機D,67.09,1.537,1.171,1445.8,1
2024/01/26 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/26 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/26 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/26 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/26 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/26 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/26 06:00,E-004,旋盤機D,68.86,1.748,1.255,1497.0,1
2024/01/26 07:00,E-004,旋盤機D,68.83,1.294,1.249,1478.4,1
2024/01/26 08:00,E-004,旋盤機D,67.33,2.167,1.128,1537.3,1
2024/01/26 09:00,E-004,旋盤機D,73.78,2.063,1.102,1413.5,1
2024/01/26 10:00,E-004,旋盤機D,72.32,1.839,1.125,1531.1,1
2024/01/26 11:00,E-004,旋盤機D,64.55,1.652,1.252,1451.0,1
2024/01/26 12:00,E-004,旋盤機D,67.56,2.181,1.221,1533.7,1
2024/01/26 13:00,E-004,旋盤機D,72.53,1.803,0.966,1451.3,1
2024/01/26 14:00,E-004,旋盤機D,71.05,1.257,1.167,1501.8,1
2024/01/26 15:00,E-004,旋盤機D,73.88,1.599,1.136,1488.2,1
2024/01/26 16:00,E-004,旋盤機D,69.4,1.746,1.305,1462.0,1
2024/01/26 17:00,E-004,旋盤機D,68.48,1.956,1.16,1519.4,1
2024/01/26 18:00,E-004,旋盤機D,68.6,2.076,1.219,1503.2,1
2024/01/26 19:00,E-004,旋盤機D,65.47,1.579,1.322,1512.2,1
2024/01/26 20:00,E-004,旋盤機D,63.91,1.863,0.963,1469.9,1
2024/01/26 21:00,E-004,旋盤機D,71.84,1.756,1.212,1384.4,1
2024/01/26 22:00,E-004,旋盤機D,66.43,1.918,1.247,1523.7,1
2024/01/26 23:00,E-004,旋盤機D,67.16,1.742,1.067,1482.8,1
2024/01/27 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/27 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/27 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/27 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/27 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/27 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/27 06:00,E-004,旋盤機D,62.95,1.153,1.091,1542.8,1
2024/01/27 07:00,E-004,旋盤機D,66.92,1.877,1.149,1427.3,1
2024/01/27 08:00,E-004,旋盤機D,71.74,1.04,1.145,1488.1,1
2024/01/27 09:00,E-004,旋盤機D,68.92,1.546,1.016,1462.0,1
2024/01/27 10:00,E-004,旋盤機D,65.0,1.529,1.297,1447.5,1
2024/01/27 11:00,E-004,旋盤機D,69.2,1.855,1.296,1485.3,1
2024/01/27 12:00,E-004,旋盤機D,71.16,1.74,1.243,1437.4,1
2024/01/27 13:00,E-004,旋盤機D,57.45,1.932,1.243,1506.6,1
2024/01/27 14:00,E-004,旋盤機D,65.9,2.321,1.154,1504.7,1
2024/01/27 15:00,E-004,旋盤機D,70.38,2.402,1.168,1467.1,1
2024/01/27 16:00,E-004,旋盤機D,62.01,2.343,1.242,1505.9,1
2024/01/27 17:00,E-004,旋盤機D,80.47,1.914,1.07,1483.1,1
2024/01/27 18:00,E-004,旋盤機D,64.1,1.661,1.16,1469.5,1
2024/01/27 19:00,E-004,旋盤機D,62.43,2.357,1.23,1482.1,1
2024/01/27 20:00,E-004,旋盤機D,71.03,1.965,1.228,1514.0,1
2024/01/27 21:00,E-004,旋盤機D,68.54,2.035,1.275,1495.7,1
2024/01/27 22:00,E-004,旋盤機D,67.12,2.336,1.152,1503.7,1
2024/01/27 23:00,E-004,旋盤機D,69.66,1.587,1.119,1477.6,1
2024/01/28 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 06:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 07:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 08:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 09:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 10:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 11:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 12:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 13:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 14:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 15:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 16:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 17:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 18:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 19:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 20:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 21:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 22:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/28 23:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/29 00:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/29 01:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/29 02:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/29 03:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/29 04:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/29 05:00,E-004,旋盤機D,0.0,0.0,0.0,0.0,0
2024/01/29 06:00,E-004,旋盤機D,66.03,1.29,1.135,1499.3,1
2024/01/29 07:00,E-004,旋盤機D,73.06,1.994,0.94,1512.4,1
2024/01/29 08:00,E-004,旋盤機D,65.77,1.959,1.199,1483.3,1
2024/01/29 09:00,E-004,旋盤機D,67.59,1.792,1.334,1489.3,1
2024/01/29 10:00,E-004,旋盤機D,72.34,2.129,1.267,1427.5,1
2024/01/29 11:00,E-004,旋盤機D,72.47,1.64,1.272,1456.0,1
2024/01/29 12:00,E-004,旋盤機D,63.26,2.492,1.104,1530.1,1
