日時,設備ID,設備名,温度(°C),振動(mm/s),圧力(MPa),回転数(rpm),稼働状態
2024/01/15 06:00,E-001,旋盤機A,74.16,1.097,1.059,1482.5,1
2024/01/15 07:00,E-001,旋盤機A,69.77,1.584,0.999,1521.7,1
2024/01/15 08:00,E-001,旋盤機A,70.32,0.932,0.904,1499.6,1
2024/01/15 09:00,E-001,旋盤機A,68.9,1.469,1.097,1506.8,1
2024/01/15 10:00,E-001,旋盤機A,74.74,1.167,0.983,1467.2,1
2024/01/15 11:00,E-001,旋盤機A,71.44,1.873,1.057,1424.9,1
2024/01/15 12:00,E-001,旋盤機A,61.48,1.25,1.044,1487.7,1
2024/01/15 13:00,E-001,旋盤機A,70.19,1.406,1.205,1479.7,1
2024/01/15 14:00,E-001,旋盤機A,65.69,1.644,0.946,1511.7,1
2024/01/15 15:00,E-001,旋盤機A,70.51,1.456,1.259,1481.3,1
2024/01/15 16:00,E-001,旋盤機A,80.3,1.432,0.972,1502.1,1
2024/01/15 17:00,E-001,旋盤機A,64.62,1.274,1.14,1516.7,1
2024/01/15 18:00,E-001,旋盤機A,66.89,1.796,1.216,1543.1,1
2024/01/15 19:00,E-001,旋盤機A,72.65,1.909,0.912,1490.5,1
2024/01/15 20:00,E-001,旋盤機A,65.66,1.536,1.043,1495.0,1
2024/01/15 21:00,E-001,旋盤機A,79.41,1.449,1.141,1493.0,1
2024/01/15 22:00,E-001,旋盤機A,70.38,1.502,1.145,1535.0,1
2024/01/15 23:00,E-001,旋盤機A,78.24,1.593,1.159,1465.5,1
2024/01/16 00:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/16 01:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/16 02:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/16 03:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/16 04:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/16 05:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/16 06:00,E-001,旋盤機A,69.56,1.782,1.187,1506.3,1
2024/01/16 07:00,E-001,旋盤機A,74.43,1.647,1.22,1508.7,1
2024/01/16 08:00,E-001,旋盤機A,68.22,1.601,0.807,1511.5,1
2024/01/16 09:00,E-001,旋盤機A,51.76,0.983,1.145,1514.3,1
2024/01/16 10:00,E-001,旋盤機A,64.19,1.286,1.237,1485.5,1
2024/01/16 11:00,E-001,旋盤機A,81.21,1.499,1.141,1548.5,1
2024/01/16 12:00,E-001,旋盤機A,70.66,1.199,1.089,1498.9,1
2024/01/16 13:00,E-001,旋盤機A,63.18,1.423,1.026,1527.7,1
2024/01/16 14:00,E-001,旋盤機A,70.17,1.415,1.089,1506.7,1
2024/01/16 15:00,E-001,旋盤機A,73.08,1.2,0.996,1533.1,1
2024/01/16 16:00,E-001,旋盤機A,67.94,1.075,1.144,1513.9,1
2024/01/16 17:00,E-001,旋盤機A,62.35,1.569,1.174,1511.2,1
2024/01/16 18:00,E-001,旋盤機A,73.16,1.079,1.133,1490.9,1
2024/01/16 19:00,E-001,旋盤機A,67.59,1.761,1.248,1553.8,1
2024/01/16 20:00,E-001,旋盤機A,76.57,1.467,1.135,1523.0,1
2024/01/16 21:00,E-001,旋盤機A,70.61,1.539,1.182,1498.2,1
2024/01/16 22:00,E-001,旋盤機A,66.35,1.376,1.163,1500.1,1
2024/01/16 23:00,E-001,旋盤機A,71.7,1.701,1.063,1522.7,1
2024/01/17 00:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/17 01:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/17 02:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/17 03:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/17 04:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/17 05:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/17 06:00,E-001,旋盤機A,71.89,1.13,1.244,1485.0,1
2024/01/17 07:00,E-001,旋盤機A,61.72,1.186,0.998,1501.6,1
2024/01/17 08:00,E-001,旋盤機A,68.63,1.399,1.162,1510.2,1
2024/01/17 09:00,E-001,旋盤機A,71.58,1.623,1.162,1436.8,1
2024/01/17 10:00,E-001,旋盤機A,68.18,0.846,1.104,1499.9,1
2024/01/17 11:00,E-001,旋盤機A,75.23,1.856,1.12,1485.0,1
2024/01/17 12:00,E-001,旋盤機A,72.43,1.342,1.1,1529.6,1
2024/01/17 13:00,E-001,旋盤機A,67.21,1.742,1.168,1471.4,1
2024/01/17 14:00,E-001,旋盤機A,74.87,1.71,1.11,1477.1,1
2024/01/17 15:00,E-001,旋盤機A,65.7,1.339,1.154,1471.3,1
2024/01/17 16:00,E-001,旋盤機A,72.19,1.127,1.08,1503.3,1
2024/01/17 17:00,E-001,旋盤機A,82.23,1.087,1.247,1504.5,1
2024/01/17 18:00,E-001,旋盤機A,72.06,1.536,1.144,1495.4,1
2024/01/17 19:00,E-001,旋盤機A,77.27,1.363,1.213,1480.7,1
2024/01/17 20:00,E-001,旋盤機A,69.7,1.178,1.146,1543.4,1
2024/01/17 21:00,E-001,旋盤機A,69.61,1.441,0.989,1493.1,1
2024/01/17 22:00,E-001,旋盤機A,62.04,1.226,1.123,1539.6,1
2024/01/17 23:00,E-001,旋盤機A,84.05,1.324,1.244,1507.3,1
2024/01/18 00:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/18 01:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/18 02:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/18 03:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/18 04:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/18 05:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/18 06:00,E-001,旋盤機A,69.24,1.63,1.106,1503.3,1
2024/01/18 07:00,E-001,旋盤機A,67.96,1.081,0.946,1519.6,1
2024/01/18 08:00,E-001,旋盤機A,68.62,1.321,1.101,1523.8,1
2024/01/18 09:00,E-001,旋盤機A,70.9,1.303,1.223,1547.4,1
2024/01/18 10:00,E-001,旋盤機A,72.47,1.792,1.224,1533.9,1
2024/01/18 11:00,E-001,旋盤機A,73.07,1.68,1.152,1467.1,1
2024/01/18 12:00,E-001,旋盤機A,73.5,1.093,1.021,1539.1,1
2024/01/18 13:00,E-001,旋盤機A,74.2,1.946,1.073,1465.4,1
2024/01/18 14:00,E-001,旋盤機A,68.8,1.531,1.108,1534.0,1
2024/01/18 15:00,E-001,旋盤機A,68.19,1.606,1.001,1513.5,1
2024/01/18 16:00,E-001,旋盤機A,70.02,1.275,1.076,1494.5,1
2024/01/18 17:00,E-001,旋盤機A,68.65,2.031,1.09,1492.7,1
2024/01/18 18:00,E-001,旋盤機A,59.51,1.232,1.074,1479.4,1
2024/01/18 19:00,E-001,旋盤機A,76.91,1.451,1.229,1501.9,1
2024/01/18 20:00,E-001,旋盤機A,70.19,1.473,1.1,1551.6,1
2024/01/18 21:00,E-001,旋盤機A,58.4,0.9,1.046,1500.4,1
2024/01/18 22:00,E-001,旋盤機A,73.45,1.642,1.062,1530.6,1
2024/01/18 23:00,E-001,旋盤機A,75.15,1.555,1.196,1508.2,1
2024/01/19 00:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/19 01:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/19 02:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/19 03:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/19 04:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/19 05:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/19 06:00,E-001,旋盤機A,67.19,1.709,1.111,1500.0,1
2024/01/19 07:00,E-001,旋盤機A,77.36,0.765,0.958,1464.4,1
2024/01/19 08:00,E-001,旋盤機A,68.18,1.424,0.949,1470.4,1
2024/01/19 09:00,E-001,旋盤機A,65.7,2.237,1.28,1487.6,1
2024/01/19 10:00,E-001,旋盤機A,68.18,1.155,0.909,1496.5,1
2024/01/19 11:00,E-001,旋盤機A,65.01,1.475,0.94,1477.1,1
2024/01/19 12:00,E-001,旋盤機A,70.74,1.61,1.142,1460.4,1
2024/01/19 13:00,E-001,旋盤機A,74.27,1.26,1.163,1499.7,1
2024/01/19 14:00,E-001,旋盤機A,63.12,1.405,1.137,1518.4,1
2024/01/19 15:00,E-001,旋盤機A,69.3,1.96,1.201,1492.3,1
2024/01/19 16:00,E-001,旋盤機A,73.75,2.08,1.296,1463.2,1
2024/01/19 17:00,E-001,旋盤機A,65.37,1.945,0.994,1460.3,1
2024/01/19 18:00,E-001,旋盤機A,67.57,1.626,1.09,1480.5,1
2024/01/19 19:00,E-001,旋盤機A,66.63,1.286,1.012,1568.4,1
2024/01/19 20:00,E-001,旋盤機A,71.49,1.766,1.051,1494.4,1
2024/01/19 21:00,E-001,旋盤機A,66.43,0.704,0.962,1445.7,1
2024/01/19 22:00,E-001,旋盤機A,58.75,1.141,1.232,1498.7,1
2024/01/19 23:00,E-001,旋盤機A,76.45,1.623,1.178,1473.0,1
2024/01/20 00:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/20 01:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/20 02:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/20 03:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/20 04:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/20 05:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/20 06:00,E-001,旋盤機A,72.62,1.719,1.042,1516.8,1
2024/01/20 07:00,E-001,旋盤機A,72.83,1.335,0.988,1464.5,1
2024/01/20 08:00,E-001,旋盤機A,70.43,1.598,1.021,1500.8,1
2024/01/20 09:00,E-001,旋盤機A,72.85,1.685,1.255,1538.3,1
2024/01/20 10:00,E-001,旋盤機A,64.99,2.005,1.047,1531.3,1
2024/01/20 11:00,E-001,旋盤機A,70.34,1.376,0.919,1494.9,1
2024/01/20 12:00,E-001,旋盤機A,62.2,1.79,1.252,1476.1,1
2024/01/20 13:00,E-001,旋盤機A,71.51,1.282,1.037,1523.2,1
2024/01/20 14:00,E-001,旋盤機A,69.81,2.022,1.052,1530.0,1
2024/01/20 15:00,E-001,旋盤機A,70.49,1.739,1.055,1498.5,1
2024/01/20 16:00,E-001,旋盤機A,69.42,1.249,1.166,1519.5,1
2024/01/20 17:00,E-001,旋盤機A,72.97,1.961,1.245,1488.8,1
2024/01/20 18:00,E-001,旋盤機A,71.87,1.313,1.102,1482.0,1
2024/01/20 19:00,E-001,旋盤機A,78.1,1.609,1.078,1535.8,1
2024/01/20 20:00,E-001,旋盤機A,59.15,0.896,1.18,1501.8,1
2024/01/20 21:00,E-001,旋盤機A,71.25,1.102,1.098,1560.1,1
2024/01/20 22:00,E-001,旋盤機A,74.12,1.551,1.056,1488.2,1
2024/01/20 23:00,E-001,旋盤機A,59.35,1.577,1.185,1452.7,1
2024/01/21 00:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 01:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 02:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 03:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 04:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 05:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 06:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 07:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 08:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 09:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 10:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 11:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 12:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 13:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 14:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 15:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 16:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 17:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 18:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 19:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 20:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 21:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 22:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/21 23:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/22 00:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/22 01:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/22 02:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/22 03:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/22 04:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/22 05:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/22 06:00,E-001,旋盤機A,66.69,1.153,1.003,1501.6,1
2024/01/22 07:00,E-001,旋盤機A,59.58,1.684,1.175,1492.5,1
2024/01/22 08:00,E-001,旋盤機A,57.6,1.201,1.223,1416.7,1
2024/01/22 09:00,E-001,旋盤機A,68.26,1.146,1.18,1479.7,1
2024/01/22 10:00,E-001,旋盤機A,72.02,1.67,1.284,1493.9,1
2024/01/22 11:00,E-001,旋盤機A,71.88,1.054,1.219,1477.2,1
2024/01/22 12:00,E-001,旋盤機A,67.2,1.493,0.944,1506.9,1
2024/01/22 13:00,E-001,旋盤機A,74.84,1.588,0.941,1496.3,1
2024/01/22 14:00,E-001,旋盤機A,73.71,0.937,0.993,1526.3,1
2024/01/22 15:00,E-001,旋盤機A,71.35,1.624,1.286,1514.1,1
2024/01/22 16:00,E-001,旋盤機A,73.29,2.313,1.079,1476.1,1
2024/01/22 17:00,E-001,旋盤機A,72.14,1.632,1.047,1469.0,1
2024/01/22 18:00,E-001,旋盤機A,81.55,1.598,1.027,1527.5,1
2024/01/22 19:00,E-001,旋盤機A,69.45,1.424,1.156,1461.2,1
2024/01/22 20:00,E-001,旋盤機A,71.76,2.074,1.147,1488.7,1
2024/01/22 21:00,E-001,旋盤機A,67.46,1.377,1.075,1488.7,1
2024/01/22 22:00,E-001,旋盤機A,74.58,0.98,1.186,1488.6,1
2024/01/22 23:00,E-001,旋盤機A,71.88,1.162,1.233,1537.4,1
2024/01/23 00:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/23 01:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/23 02:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/23 03:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/23 04:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/23 05:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/23 06:00,E-001,旋盤機A,74.8,1.046,1.183,1512.1,1
2024/01/23 07:00,E-001,旋盤機A,61.97,1.493,1.136,1516.7,1
2024/01/23 08:00,E-001,旋盤機A,70.89,1.587,1.247,1536.8,1
2024/01/23 09:00,E-001,旋盤機A,55.66,1.405,1.084,1447.4,1
2024/01/23 10:00,E-001,旋盤機A,70.47,1.875,0.991,1510.1,1
2024/01/23 11:00,E-001,旋盤機A,65.42,1.298,1.248,1483.7,1
2024/01/23 12:00,E-001,旋盤機A,72.31,0.939,1.286,1518.1,1
2024/01/23 13:00,E-001,旋盤機A,69.09,1.673,0.959,1535.5,1
2024/01/23 14:00,E-001,旋盤機A,68.38,1.439,1.051,1482.6,1
2024/01/23 15:00,E-001,旋盤機A,73.47,1.577,1.165,1499.7,1
2024/01/23 16:00,E-001,旋盤機A,72.57,1.374,1.323,1453.0,1
2024/01/23 17:00,E-001,旋盤機A,76.3,1.91,1.015,1566.9,1
2024/01/23 18:00,E-001,旋盤機A,74.98,1.791,1.103,1493.5,1
2024/01/23 19:00,E-001,旋盤機A,68.95,1.617,1.24,1505.4,1
2024/01/23 20:00,E-001,旋盤機A,65.44,1.747,1.192,1519.6,1
2024/01/23 21:00,E-001,旋盤機A,73.73,1.419,1.007,1474.0,1
2024/01/23 22:00,E-001,旋盤機A,61.82,1.571,1.092,1486.8,1
2024/01/23 23:00,E-001,旋盤機A,55.22,1.126,1.212,1480.1,1
2024/01/24 00:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/24 01:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/24 02:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/24 03:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/24 04:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/24 05:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/24 06:00,E-001,旋盤機A,71.8,1.083,1.244,1495.7,1
2024/01/24 07:00,E-001,旋盤機A,71.45,2.198,1.252,1490.8,1
2024/01/24 08:00,E-001,旋盤機A,67.03,1.402,1.151,1496.8,1
2024/01/24 09:00,E-001,旋盤機A,68.02,1.94,1.089,1569.0,1
2024/01/24 10:00,E-001,旋盤機A,70.45,2.036,1.136,1528.9,1
2024/01/24 11:00,E-001,旋盤機A,66.38,1.244,1.146,1529.7,1
2024/01/24 12:00,E-001,旋盤機A,70.2,1.114,0.964,1457.2,1
2024/01/24 13:00,E-001,旋盤機A,61.16,1.533,1.213,1499.6,1
2024/01/24 14:00,E-001,旋盤機A,58.7,1.443,1.084,1562.9,1
2024/01/24 15:00,E-001,旋盤機A,62.71,1.383,1.271,1513.5,1
2024/01/24 16:00,E-001,旋盤機A,72.82,1.534,1.133,1523.3,1
2024/01/24 17:00,E-001,旋盤機A,65.95,1.763,0.963,1509.9,1
2024/01/24 18:00,E-001,旋盤機A,70.89,1.315,1.098,1481.3,1
2024/01/24 19:00,E-001,旋盤機A,64.64,1.394,0.99,1509.7,1
2024/01/24 20:00,E-001,旋盤機A,64.25,1.714,0.982,1483.0,1
2024/01/24 21:00,E-001,旋盤機A,66.88,1.898,1.133,1493.6,1
2024/01/24 22:00,E-001,旋盤機A,72.49,0.868,1.096,1559.9,1
2024/01/24 23:00,E-001,旋盤機A,70.66,1.52,1.155,1526.9,1
2024/01/25 00:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/25 01:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/25 02:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/25 03:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/25 04:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/25 05:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/25 06:00,E-001,旋盤機A,60.01,0.995,1.121,1478.6,1
2024/01/25 07:00,E-001,旋盤機A,76.56,1.405,0.907,1462.0,1
2024/01/25 08:00,E-001,旋盤機A,56.25,1.43,1.081,1487.3,1
2024/01/25 09:00,E-001,旋盤機A,75.39,1.86,1.083,1436.0,1
2024/01/25 10:00,E-001,旋盤機A,73.09,1.667,1.131,1529.4,1
2024/01/25 11:00,E-001,旋盤機A,64.18,2.103,1.004,1522.5,1
2024/01/25 12:00,E-001,旋盤機A,61.56,1.221,1.252,1492.2,1
2024/01/25 13:00,E-001,旋盤機A,74.2,1.571,1.09,1540.9,1
2024/01/25 14:00,E-001,旋盤機A,68.82,0.966,1.02,1516.5,1
2024/01/25 15:00,E-001,旋盤機A,71.98,1.03,1.028,1482.5,1
2024/01/25 16:00,E-001,旋盤機A,68.17,1.087,1.037,1478.1,1
2024/01/25 17:00,E-001,旋盤機A,73.86,1.743,1.085,1488.2,1
2024/01/25 18:00,E-001,旋盤機A,70.7,1.255,0.985,1471.8,1
2024/01/25 19:00,E-001,旋盤機A,66.83,1.151,1.116,1521.9,1
2024/01/25 20:00,E-001,旋盤機A,62.06,1.508,1.078,1510.2,1
2024/01/25 21:00,E-001,旋盤機A,69.94,1.064,0.974,1500.9,1
2024/01/25 22:00,E-001,旋盤機A,75.14,0.836,1.135,1535.7,1
2024/01/25 23:00,E-001,旋盤機A,69.23,1.665,1.03,1496.4,1
2024/01/26 00:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/26 01:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/26 02:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/26 03:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/26 04:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/26 05:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/26 06:00,E-001,旋盤機A,61.9,0.797,1.194,1470.5,1
2024/01/26 07:00,E-001,旋盤機A,67.72,1.084,0.959,1494.8,1
2024/01/26 08:00,E-001,旋盤機A,66.35,1.613,1.145,1509.6,1
2024/01/26 09:00,E-001,旋盤機A,71.19,1.973,0.993,1498.4,1
2024/01/26 10:00,E-001,旋盤機A,75.66,1.879,0.958,1490.6,1
2024/01/26 11:00,E-001,旋盤機A,76.79,1.652,1.12,1493.5,1
2024/01/26 12:00,E-001,旋盤機A,68.08,1.586,1.075,1498.7,1
2024/01/26 13:00,E-001,旋盤機A,70.39,1.297,1.153,1587.4,1
2024/01/26 14:00,E-001,旋盤機A,61.12,1.597,1.024,1517.3,1
2024/01/26 15:00,E-001,旋盤機A,70.23,1.729,1.218,1505.8,1
2024/01/26 16:00,E-001,旋盤機A,75.66,0.797,1.259,1511.3,1
2024/01/26 17:00,E-001,旋盤機A,75.39,1.134,1.017,1504.4,1
2024/01/26 18:00,E-001,旋盤機A,69.91,1.585,1.208,1447.0,1
2024/01/26 19:00,E-001,旋盤機A,74.87,1.502,1.08,1455.9,1
2024/01/26 20:00,E-001,旋盤機A,72.52,0.776,1.165,1455.2,1
2024/01/26 21:00,E-001,旋盤機A,70.27,1.464,1.217,1494.6,1
2024/01/26 22:00,E-001,旋盤機A,66.53,1.348,1.227,1516.1,1
2024/01/26 23:00,E-001,旋盤機A,68.07,1.429,0.943,1511.7,1
2024/01/27 00:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/27 01:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/27 02:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/27 03:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/27 04:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/27 05:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/27 06:00,E-001,旋盤機A,61.2,1.726,1.113,1571.6,1
2024/01/27 07:00,E-001,旋盤機A,64.5,1.469,1.28,1535.7,1
2024/01/27 08:00,E-001,旋盤機A,66.52,1.567,1.1,1508.5,1
2024/01/27 09:00,E-001,旋盤機A,66.51,1.473,0.94,1504.1,1
2024/01/27 10:00,E-001,旋盤機A,72.25,1.432,0.938,1529.7,1
2024/01/27 11:00,E-001,旋盤機A,71.82,1.282,1.072,1455.0,1
2024/01/27 12:00,E-001,旋盤機A,64.87,1.339,1.223,1480.8,1
2024/01/27 13:00,E-001,旋盤機A,73.2,1.339,1.125,1495.8,1
2024/01/27 14:00,E-001,旋盤機A,74.37,1.34,0.943,1458.5,1
2024/01/27 15:00,E-001,旋盤機A,67.34,1.125,1.141,1486.0,1
2024/01/27 16:00,E-001,旋盤機A,81.87,0.979,1.12,1466.2,1
2024/01/27 17:00,E-001,旋盤機A,67.53,1.542,0.867,1507.1,1
2024/01/27 18:00,E-001,旋盤機A,79.51,1.364,1.126,1530.7,1
2024/01/27 19:00,E-001,旋盤機A,69.18,1.326,0.872,1519.2,1
2024/01/27 20:00,E-001,旋盤機A,69.43,1.196,1.113,1482.5,1
2024/01/27 21:00,E-001,旋盤機A,67.36,1.682,0.966,1531.4,1
2024/01/27 22:00,E-001,旋盤機A,63.01,1.301,1.292,1533.8,1
2024/01/27 23:00,E-001,旋盤機A,70.49,1.218,1.047,1502.2,1
2024/01/28 00:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 01:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 02:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 03:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 04:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 05:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 06:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 07:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 08:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 09:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 10:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 11:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 12:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 13:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 14:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 15:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 16:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 17:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 18:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 19:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 20:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 21:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 22:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/28 23:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/29 00:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/29 01:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/29 02:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/29 03:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/29 04:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/29 05:00,E-001,旋盤機A,0.0,0.0,0.0,0.0,0
2024/01/29 06:00,E-001,旋盤機A,70.19,1.473,1.097,1493.6,1
2024/01/29 07:00,E-001,旋盤機A,62.79,1.345,1.191,1458.9,1
2024/01/29 08:00,E-001,旋盤機A,69.05,1.254,1.111,1488.3,1
2024/01/29 09:00,E-001,旋盤機A,77.39,1.652,0.969,1520.1,1
2024/01/29 10:00,E-001,旋盤機A,66.13,1.327,1.131,1485.2,1
2024/01/29 11:00,E-001,旋盤機A,74.46,1.268,1.038,1480.3,1
2024/01/29 12:00,E-001,旋盤機A,67.17,1.83,1.163,1551.3,1
