日時,設備ID,設備名,温度(°C),振動(mm/s),圧力(MPa),回転数(rpm),稼働状態
2024/01/15 14:00,E-003,溶接機C,75.06,1.695,1.046,1485.5,1
2024/01/15 15:00,E-003,溶接機C,59.45,1.383,0.992,1542.8,1
2024/01/15 16:00,E-003,溶接機C,70.6,1.288,1.068,1511.1,1
2024/01/15 17:00,E-003,溶接機C,72.87,1.206,1.043,1519.7,1
2024/01/15 18:00,E-003,溶接機C,79.87,1.085,0.894,1559.5,1
2024/01/15 19:00,E-003,溶接機C,71.98,1.058,0.995,1521.3,1
2024/01/15 20:00,E-003,溶接機C,73.07,1.196,0.997,1523.5,1
2024/01/15 21:00,E-003,溶接機C,63.21,1.67,0.988,1531.6,1
2024/01/15 22:00,E-003,溶接機C,68.11,1.082,0.946,1549.4,1
2024/01/15 23:00,E-003,溶接機C,72.07,1.39,0.948,1510.9,1
2024/01/16 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/16 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/16 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/16 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/16 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/16 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/16 06:00,E-003,溶接機C,73.77,1.521,0.849,1493.7,1
2024/01/16 07:00,E-003,溶接機C,65.26,0.928,0.935,1487.7,1
2024/01/16 08:00,E-003,溶接機C,71.33,0.696,0.919,1544.0,1
2024/01/16 09:00,E-003,溶接機C,77.02,1.247,0.92,1489.3,1
2024/01/16 10:00,E-003,溶接機C,69.3,1.189,1.069,1538.0,1
2024/01/16 11:00,E-003,溶接機C,78.15,1.016,1.002,1513.6,1
2024/01/16 12:00,E-003,溶接機C,73.99,1.709,0.859,1515.3,1
2024/01/16 13:00,E-003,溶接機C,81.06,0.834,0.949,1509.4,1
2024/01/16 14:00,E-003,溶接機C,73.88,0.801,1.048,1533.3,1
2024/01/16 15:00,E-003,溶接機C,77.54,0.982,1.007,1502.0,1
2024/01/16 16:00,E-003,溶接機C,73.34,1.738,1.008,1496.2,1
2024/01/16 17:00,E-003,溶接機C,75.9,0.862,0.904,1499.2,1
2024/01/16 18:00,E-003,溶接機C,72.78,1.434,1.046,1530.5,1
2024/01/16 19:00,E-003,溶接機C,69.51,1.065,1.022,1507.4,1
2024/01/16 20:00,E-003,溶接機C,73.61,1.31,0.972,1524.5,1
2024/01/16 21:00,E-003,溶接機C,82.96,1.157,1.094,1531.2,1
2024/01/16 22:00,E-003,溶接機C,67.66,0.924,0.933,1502.9,1
2024/01/16 23:00,E-003,溶接機C,74.55,1.354,1.1,1526.2,1
2024/01/17 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/17 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/17 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/17 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/17 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/17 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/17 06:00,E-003,溶接機C,72.77,0.679,1.006,1520.5,1
2024/01/17 07:00,E-003,溶接機C,75.91,1.727,1.099,1535.7,1
2024/01/17 08:00,E-003,溶接機C,70.19,1.072,0.992,1504.5,1
2024/01/17 09:00,E-003,溶接機C,77.5,1.289,0.913,1543.9,1
2024/01/17 10:00,E-003,溶接機C,75.51,0.768,0.996,1525.6,1
2024/01/17 11:00,E-003,溶接機C,79.86,1.116,1.066,1523.7,1
2024/01/17 12:00,E-003,溶接機C,68.42,0.846,1.09,1543.9,1
2024/01/17 13:00,E-003,溶接機C,76.61,1.574,1.085,1533.7,1
2024/01/17 14:00,E-003,溶接機C,70.44,1.633,1.043,1512.3,1
2024/01/17 15:00,E-003,溶接機C,71.66,1.264,0.866,1534.0,1
2024/01/17 16:00,E-003,溶接機C,70.23,1.293,0.958,1514.7,1
2024/01/17 17:00,E-003,溶接機C,71.22,1.16,1.151,1547.7,1
2024/01/17 18:00,E-003,溶接機C,76.77,1.194,1.068,1542.6,1
2024/01/17 19:00,E-003,溶接機C,70.85,1.181,0.854,1542.5,1
2024/01/17 20:00,E-003,溶接機C,85.33,1.22,0.83,1532.2,1
2024/01/17 21:00,E-003,溶接機C,70.48,1.034,1.05,1525.1,1
2024/01/17 22:00,E-003,溶接機C,72.56,1.038,1.01,1511.8,1
2024/01/17 23:00,E-003,溶接機C,69.45,1.117,1.027,1516.4,1
2024/01/18 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/18 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/18 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/18 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/18 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/18 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/18 06:00,E-003,溶接機C,67.93,1.447,0.781,1511.1,1
2024/01/18 07:00,E-003,溶接機C,71.9,1.237,1.045,1542.5,1
2024/01/18 08:00,E-003,溶接機C,71.44,1.347,1.016,1485.8,1
2024/01/18 09:00,E-003,溶接機C,84.5,0.84,1.034,1527.8,1
2024/01/18 10:00,E-003,溶接機C,76.38,1.076,1.066,1488.8,1
2024/01/18 11:00,E-003,溶接機C,74.67,1.059,0.946,1528.6,1
2024/01/18 12:00,E-003,溶接機C,80.39,1.114,1.062,1521.0,1
2024/01/18 13:00,E-003,溶接機C,70.54,1.136,0.976,1506.1,1
2024/01/18 14:00,E-003,溶接機C,77.14,1.259,0.873,1487.0,1
2024/01/18 15:00,E-003,溶接機C,77.12,0.996,1.024,1535.6,1
2024/01/18 16:00,E-003,溶接機C,68.65,0.847,1.134,1527.0,1
2024/01/18 17:00,E-003,溶接機C,72.9,0.967,0.959,1496.2,1
2024/01/18 18:00,E-003,溶接機C,79.42,1.006,1.087,1512.0,1
2024/01/18 19:00,E-003,溶接機C,69.78,1.093,0.79,1517.6,1
2024/01/18 20:00,E-003,溶接機C,74.15,1.406,0.849,1543.2,1
2024/01/18 21:00,E-003,溶接機C,79.1,1.513,0.996,1540.3,1
2024/01/18 22:00,E-003,溶接機C,67.64,1.378,0.938,1487.0,1
2024/01/18 23:00,E-003,溶接機C,69.38,1.201,0.934,1527.5,1
2024/01/19 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/19 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/19 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/19 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/19 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/19 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/19 06:00,E-003,溶接機C,65.96,0.668,1.11,1538.1,1
2024/01/19 07:00,E-003,溶接機C,69.75,1.199,1.082,1528.4,1
2024/01/19 08:00,E-003,溶接機C,75.74,1.474,0.942,1520.6,1
2024/01/19 09:00,E-003,溶接機C,74.91,1.132,0.969,1521.5,1
2024/01/19 10:00,E-003,溶接機C,75.17,0.938,1.064,1500.5,1
2024/01/19 11:00,E-003,溶接機C,73.91,1.126,1.029,1477.6,1
2024/01/19 12:00,E-003,溶接機C,79.45,1.031,1.098,1510.4,1
2024/01/19 13:00,E-003,溶接機C,74.76,1.678,0.978,1544.8,1
2024/01/19 14:00,E-003,溶接機C,75.2,1.304,1.006,1537.0,1
2024/01/19 15:00,E-003,溶接機C,71.57,0.954,0.949,1522.0,1
2024/01/19 16:00,E-003,溶接機C,73.9,1.378,1.104,1500.5,1
2024/01/19 17:00,E-003,溶接機C,71.33,0.841,1.162,1526.1,1
2024/01/19 18:00,E-003,溶接機C,77.4,0.865,1.0,1530.2,1
2024/01/19 19:00,E-003,溶接機C,73.74,1.469,1.185,1501.1,1
2024/01/19 20:00,E-003,溶接機C,69.89,0.981,1.128,1540.8,1
2024/01/19 21:00,E-003,溶接機C,74.32,1.209,0.935,1537.8,1
2024/01/19 22:00,E-003,溶接機C,73.1,1.135,1.049,1516.2,1
2024/01/19 23:00,E-003,溶接機C,73.83,1.203,1.064,1552.9,1
2024/01/20 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/20 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/20 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/20 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/20 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/20 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/20 06:00,E-003,溶接機C,77.93,1.401,0.984,1505.8,1
2024/01/20 07:00,E-003,溶接機C,78.27,1.243,0.886,1513.4,1
2024/01/20 08:00,E-003,溶接機C,74.59,1.072,1.119,1529.6,1
2024/01/20 09:00,E-003,溶接機C,81.87,1.266,1.007,1501.3,1
2024/01/20 10:00,E-003,溶接機C,75.06,1.203,0.891,1509.2,1
2024/01/20 11:00,E-003,溶接機C,73.38,1.303,1.037,1508.4,1
2024/01/20 12:00,E-003,溶接機C,77.34,1.154,0.77,1510.3,1
2024/01/20 13:00,E-003,溶接機C,80.39,0.78,1.009,1551.7,1
2024/01/20 14:00,E-003,溶接機C,71.2,1.201,0.896,1552.5,1
2024/01/20 15:00,E-003,溶接機C,74.58,1.212,1.108,1533.2,1
2024/01/20 16:00,E-003,溶接機C,70.62,1.038,1.04,1507.5,1
2024/01/20 17:00,E-003,溶接機C,64.41,1.187,0.882,1552.3,1
2024/01/20 18:00,E-003,溶接機C,75.88,0.974,0.944,1482.2,1
2024/01/20 19:00,E-003,溶接機C,69.5,1.454,1.179,1534.5,1
2024/01/20 20:00,E-003,溶接機C,74.54,1.092,0.923,1561.2,1
2024/01/20 21:00,E-003,溶接機C,74.06,1.729,1.111,1485.2,1
2024/01/20 22:00,E-003,溶接機C,71.67,1.033,0.994,1518.8,1
2024/01/20 23:00,E-003,溶接機C,89.98,0.931,1.018,1532.3,1
2024/01/21 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 06:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 07:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 08:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 09:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 10:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 11:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 12:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 13:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 14:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 15:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 16:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 17:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 18:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 19:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 20:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 21:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 22:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/21 23:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/22 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/22 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/22 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/22 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/22 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/22 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/22 06:00,E-003,溶接機C,74.99,1.228,0.916,1522.1,1
2024/01/22 07:00,E-003,溶接機C,77.56,1.282,1.046,1548.3,1
2024/01/22 08:00,E-003,溶接機C,79.68,1.218,0.906,1508.0,1
2024/01/22 09:00,E-003,溶接機C,73.9,1.263,0.962,1501.3,1
2024/01/22 10:00,E-003,溶接機C,69.06,0.787,0.981,1490.6,1
2024/01/22 11:00,E-003,溶接機C,70.0,1.102,0.893,1527.6,1
2024/01/22 12:00,E-003,溶接機C,78.7,1.063,0.965,1530.7,1
2024/01/22 13:00,E-003,溶接機C,71.43,1.004,1.096,1537.7,1
2024/01/22 14:00,E-003,溶接機C,78.01,1.431,0.842,1547.1,1
2024/01/22 15:00,E-003,溶接機C,76.96,1.453,1.031,1521.0,1
2024/01/22 16:00,E-003,溶接機C,73.62,1.292,0.975,1537.4,1
2024/01/22 17:00,E-003,溶接機C,67.07,1.065,1.164,1507.5,1
2024/01/22 18:00,E-003,溶接機C,73.81,0.979,1.027,1505.3,1
2024/01/22 19:00,E-003,溶接機C,74.07,1.412,0.944,1535.8,1
2024/01/22 20:00,E-003,溶接機C,79.11,1.464,1.011,1584.8,1
2024/01/22 21:00,E-003,溶接機C,80.27,1.281,0.93,1518.1,1
2024/01/22 22:00,E-003,溶接機C,82.13,1.627,1.118,1535.7,1
2024/01/22 23:00,E-003,溶接機C,68.72,1.322,0.901,1490.3,1
2024/01/23 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/23 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/23 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/23 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/23 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/23 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/23 06:00,E-003,溶接機C,76.2,1.331,1.072,1529.9,1
2024/01/23 07:00,E-003,溶接機C,77.66,0.954,0.992,1489.9,1
2024/01/23 08:00,E-003,溶接機C,64.98,1.385,0.94,1537.4,1
2024/01/23 09:00,E-003,溶接機C,80.54,1.045,1.047,1506.8,1
2024/01/23 10:00,E-003,溶接機C,65.77,1.231,0.962,1511.2,1
2024/01/23 11:00,E-003,溶接機C,84.88,0.819,1.031,1500.1,1
2024/01/23 12:00,E-003,溶接機C,79.54,1.275,1.03,1501.1,1
2024/01/23 13:00,E-003,溶接機C,71.17,1.432,1.142,1529.6,1
2024/01/23 14:00,E-003,溶接機C,70.51,1.285,1.194,1522.0,1
2024/01/23 15:00,E-003,溶接機C,82.31,1.015,0.997,1532.4,1
2024/01/23 16:00,E-003,溶接機C,76.99,1.008,0.935,1539.8,1
2024/01/23 17:00,E-003,溶接機C,80.96,1.578,1.144,1522.7,1
2024/01/23 18:00,E-003,溶接機C,73.44,1.538,1.057,1500.4,1
2024/01/23 19:00,E-003,溶接機C,69.83,1.323,0.986,1519.5,1
2024/01/23 20:00,E-003,溶接機C,80.36,1.39,1.106,1481.4,1
2024/01/23 21:00,E-003,溶接機C,76.27,1.374,0.878,1506.9,1
2024/01/23 22:00,E-003,溶接機C,70.8,1.205,1.13,1560.5,1
2024/01/23 23:00,E-003,溶接機C,70.93,1.332,1.045,1527.8,1
2024/01/24 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/24 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/24 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/24 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/24 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/24 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/24 06:00,E-003,溶接機C,76.99,1.276,1.135,1542.0,1
2024/01/24 07:00,E-003,溶接機C,69.7,1.399,1.071,1526.3,1
2024/01/24 08:00,E-003,溶接機C,80.66,1.247,1.016,1522.4,1
2024/01/24 09:00,E-003,溶接機C,64.91,1.18,0.947,1496.3,1
2024/01/24 10:00,E-003,溶接機C,82.17,1.326,0.998,1508.7,1
2024/01/24 11:00,E-003,溶接機C,76.48,1.448,0.934,1519.9,1
2024/01/24 12:00,E-003,溶接機C,79.34,0.716,0.995,1511.4,1
2024/01/24 13:00,E-003,溶接機C,74.33,1.075,1.011,1558.5,1
2024/01/24 14:00,E-003,溶接機C,73.38,1.273,1.16,1509.0,1
2024/01/24 15:00,E-003,溶接機C,84.07,1.201,1.143,1535.0,1
2024/01/24 16:00,E-003,溶接機C,76.54,1.184,0.95,1521.5,1
2024/01/24 17:00,E-003,溶接機C,79.49,1.197,0.975,1515.0,1
2024/01/24 18:00,E-003,溶接機C,79.96,1.506,0.947,1506.6,1
2024/01/24 19:00,E-003,溶接機C,76.9,1.582,1.092,1495.0,1
2024/01/24 20:00,E-003,溶接機C,73.68,0.967,0.979,1552.1,1
2024/01/24 21:00,E-003,溶接機C,67.89,0.795,0.934,1525.7,1
2024/01/24 22:00,E-003,溶接機C,78.1,1.309,1.094,1484.7,1
2024/01/24 23:00,E-003,溶接機C,80.94,1.122,1.059,1493.5,1
2024/01/25 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/25 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/25 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/25 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/25 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/25 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/25 06:00,E-003,溶接機C,75.02,1.259,1.092,1488.3,1
2024/01/25 07:00,E-003,溶接機C,75.15,0.929,1.04,1535.5,1
2024/01/25 08:00,E-003,溶接機C,81.44,1.066,1.074,1547.2,1
2024/01/25 09:00,E-003,溶接機C,66.78,1.353,1.077,1514.8,1
2024/01/25 10:00,E-003,溶接機C,68.95,1.436,0.904,1516.4,1
2024/01/25 11:00,E-003,溶接機C,74.8,1.379,0.95,1506.3,1
2024/01/25 12:00,E-003,溶接機C,75.49,1.452,1.183,1489.9,1
2024/01/25 13:00,E-003,溶接機C,76.58,0.928,1.082,1501.2,1
2024/01/25 14:00,E-003,溶接機C,71.63,1.053,0.994,1526.5,1
2024/01/25 15:00,E-003,溶接機C,77.42,1.199,0.894,1534.6,1
2024/01/25 16:00,E-003,溶接機C,74.74,1.49,0.943,1488.0,1
2024/01/25 17:00,E-003,溶接機C,74.83,1.524,1.013,1516.0,1
2024/01/25 18:00,E-003,溶接機C,70.65,1.639,0.918,1505.5,1
2024/01/25 19:00,E-003,溶接機C,77.85,0.736,1.102,1532.5,1
2024/01/25 20:00,E-003,溶接機C,79.5,1.34,0.987,1498.7,1
2024/01/25 21:00,E-003,溶接機C,74.3,0.956,1.039,1536.1,1
2024/01/25 22:00,E-003,溶接機C,82.38,1.293,1.074,1514.1,1
2024/01/25 23:00,E-003,溶接機C,72.61,1.318,0.969,1525.4,1
2024/01/26 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/26 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/26 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/26 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/26 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/26 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/26 06:00,E-003,溶接機C,69.69,0.98,1.051,1537.7,1
2024/01/26 07:00,E-003,溶接機C,70.07,1.368,0.957,1520.3,1
2024/01/26 08:00,E-003,溶接機C,82.08,1.402,1.064,1558.2,1
2024/01/26 09:00,E-003,溶接機C,71.48,0.954,0.942,1514.9,1
2024/01/26 10:00,E-003,溶接機C,63.23,1.148,0.956,1535.7,1
2024/01/26 11:00,E-003,溶接機C,76.76,1.05,1.047,1534.5,1
2024/01/26 12:00,E-003,溶接機C,71.16,1.077,0.822,1498.2,1
2024/01/26 13:00,E-003,溶接機C,71.29,1.219,0.924,1509.7,1
2024/01/26 14:00,E-003,溶接機C,68.87,1.243,1.034,1528.0,1
2024/01/26 15:00,E-003,溶接機C,75.06,0.815,0.95,1511.9,1
2024/01/26 16:00,E-003,溶接機C,72.98,1.219,1.114,1536.2,1
2024/01/26 17:00,E-003,溶接機C,70.06,1.37,1.051,1503.9,1
2024/01/26 18:00,E-003,溶接機C,79.24,1.16,0.887,1529.1,1
2024/01/26 19:00,E-003,溶接機C,76.08,1.143,0.997,1505.6,1
2024/01/26 20:00,E-003,溶接機C,78.05,1.189,1.013,1527.1,1
2024/01/26 21:00,E-003,溶接機C,69.23,0.976,0.823,1531.3,1
2024/01/26 22:00,E-003,溶接機C,68.94,1.233,1.03,1532.0,1
2024/01/26 23:00,E-003,溶接機C,68.98,1.184,1.134,1554.3,1
2024/01/27 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/27 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/27 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/27 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/27 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/27 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/27 06:00,E-003,溶接機C,79.94,1.284,0.92,1534.4,1
2024/01/27 07:00,E-003,溶接機C,74.21,1.34,0.949,1516.5,1
2024/01/27 08:00,E-003,溶接機C,75.82,1.262,1.039,1508.4,1
2024/01/27 09:00,E-003,溶接機C,68.28,1.606,1.199,1528.9,1
2024/01/27 10:00,E-003,溶接機C,68.38,1.007,1.041,1546.8,1
2024/01/27 11:00,E-003,溶接機C,68.94,1.169,1.016,1537.3,1
2024/01/27 12:00,E-003,溶接機C,73.28,0.809,1.05,1542.5,1
2024/01/27 13:00,E-003,溶接機C,74.59,1.301,0.962,1503.1,1
2024/01/27 14:00,E-003,溶接機C,80.13,1.297,1.039,1550.0,1
2024/01/27 15:00,E-003,溶接機C,69.73,1.062,1.013,1508.7,1
2024/01/27 16:00,E-003,溶接機C,78.92,1.153,0.921,1521.3,1
2024/01/27 17:00,E-003,溶接機C,75.85,1.434,1.031,1529.2,1
2024/01/27 18:00,E-003,溶接機C,76.6,1.153,0.943,1525.8,1
2024/01/27 19:00,E-003,溶接機C,73.33,1.622,1.107,1532.7,1
2024/01/27 20:00,E-003,溶接機C,76.89,1.178,0.899,1515.7,1
2024/01/27 21:00,E-003,溶接機C,75.51,1.257,1.038,1538.4,1
2024/01/27 22:00,E-003,溶接機C,71.54,1.029,1.116,1535.4,1
2024/01/27 23:00,E-003,溶接機C,73.05,1.173,0.992,1520.6,1
2024/01/28 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 06:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 07:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 08:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 09:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 10:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 11:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 12:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 13:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 14:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 15:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 16:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 17:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 18:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 19:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 20:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 21:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 22:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/28 23:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/29 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/29 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/29 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/29 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/29 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/29 05:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/29 06:00,E-003,溶接機C,77.36,1.834,1.015,1533.3,1
2024/01/29 07:00,E-003,溶接機C,66.57,1.079,1.098,1528.0,1
2024/01/29 08:00,E-003,溶接機C,53.05,1.369,1.153,1480.1,1
2024/01/29 09:00,E-003,溶接機C,82.6,0.507,1.075,1519.8,1
2024/01/29 10:00,E-003,溶接機C,63.25,1.312,1.092,1527.3,1
2024/01/29 11:00,E-003,溶接機C,77.92,1.097,0.851,1533.8,1
2024/01/29 12:00,E-003,溶接機C,83.75,1.482,0.841,1489.7,1
2024/01/29 13:00,E-003,溶接機C,70.77,0.802,1.004,1527.9,1
2024/01/29 14:00,E-003,溶接機C,67.85,1.394,1.048,1509.0,1
2024/01/29 15:00,E-003,溶接機C,74.14,0.713,0.973,1520.1,1
2024/01/29 16:00,E-003,溶接機C,75.84,1.295,1.02,1514.7,1
2024/01/29 17:00,E-003,溶接機C,76.43,1.451,0.992,1526.4,1
2024/01/29 18:00,E-003,溶接機C,74.07,1.038,1.042,1508.9,1
2024/01/29 19:00,E-003,溶接機C,76.93,1.207,0.976,1513.4,1
2024/01/29 20:00,E-003,溶接機C,72.46,0.789,1.031,1524.6,1
2024/01/29 21:00,E-003,溶接機C,79.25,1.067,1.152,1512.4,1
2024/01/29 22:00,E-003,溶接機C,70.62,0.952,0.861,1550.7,1
2024/01/29 23:00,E-003,溶接機C,81.86,1.35,0.928,1556.2,1
2024/01/30 00:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/30 01:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/30 02:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/30 03:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
2024/01/30 04:00,E-003,溶接機C,0.0,0.0,0.0,0.0,0
