received_date,ticket_id,category,priority,agent_id,resolution_hours,is_escalated,escalation_reason,satisfaction,is_resolved,speed_grade,cs_level,source_file
2024-01-05,TKT-0232,請求問い合わせ,低,AGT-06,45,0,,2,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-17,TKT-0233,データ移行,高,AGT-06,31,0,,3,1,長時間,普通,tickets_styleB_202401.csv
2024-01-05,TKT-0234,ログイン障害,高,AGT-05,50,0,,4,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-06,TKT-0235,請求問い合わせ,低,AGT-06,25,0,,4,0,長時間,高満足,tickets_styleB_202401.csv
2024-01-15,TKT-0236,使い方質問,中,AGT-08,3,1,顧客クレーム,5,1,迅速,高満足,tickets_styleB_202401.csv
2024-01-08,TKT-0237,機能不具合,低,AGT-06,7,1,顧客クレーム,5,1,標準,高満足,tickets_styleB_202401.csv
2024-01-16,TKT-0238,請求問い合わせ,低,AGT-01,14,0,,3,1,標準,普通,tickets_styleB_202401.csv
2024-01-13,TKT-0239,請求問い合わせ,高,AGT-07,7,0,,2,1,標準,低満足,tickets_styleB_202401.csv
2024-01-10,TKT-0240,ログイン障害,中,AGT-08,71,0,,5,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-04,TKT-0241,機能不具合,高,AGT-07,48,0,,3,1,長時間,普通,tickets_styleB_202401.csv
2024-01-12,TKT-0242,機能不具合,高,AGT-07,65,1,技術的複雑性,2,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-16,TKT-0243,データ移行,中,AGT-03,66,1,権限不足,3,1,長時間,普通,tickets_styleB_202401.csv
2024-01-20,TKT-0244,請求問い合わせ,低,AGT-06,65,0,,5,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-19,TKT-0245,請求問い合わせ,中,AGT-01,48,0,,1,0,長時間,低満足,tickets_styleB_202401.csv
2024-01-19,TKT-0246,請求問い合わせ,低,AGT-01,61,0,,5,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-02,TKT-0247,データ移行,中,AGT-03,68,0,,5,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-13,TKT-0248,機能不具合,低,AGT-04,5,0,,1,1,標準,低満足,tickets_styleB_202401.csv
2024-01-15,TKT-0249,請求問い合わせ,中,AGT-03,53,0,,4,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-20,TKT-0250,使い方質問,低,AGT-01,18,0,,5,1,標準,高満足,tickets_styleB_202401.csv
2024-01-16,TKT-0251,データ移行,中,AGT-06,23,0,,5,1,標準,高満足,tickets_styleB_202401.csv
2024-01-12,TKT-0252,請求問い合わせ,低,AGT-08,25,0,,3,1,長時間,普通,tickets_styleB_202401.csv
2024-01-08,TKT-0253,請求問い合わせ,中,AGT-04,63,0,,3,1,長時間,普通,tickets_styleB_202401.csv
2024-01-09,TKT-0254,請求問い合わせ,高,AGT-07,51,0,,2,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-10,TKT-0255,ログイン障害,中,AGT-08,33,0,,2,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-18,TKT-0256,請求問い合わせ,低,AGT-05,18,1,権限不足,5,1,標準,高満足,tickets_styleB_202401.csv
2024-01-02,TKT-0257,データ移行,高,AGT-04,7,1,顧客クレーム,4,1,標準,高満足,tickets_styleB_202401.csv
2024-01-05,TKT-0258,ログイン障害,低,AGT-03,53,0,,4,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-07,TKT-0259,請求問い合わせ,中,AGT-05,8,0,,1,1,標準,低満足,tickets_styleB_202401.csv
2024-01-08,TKT-0260,データ移行,低,AGT-01,23,0,,2,0,標準,低満足,tickets_styleB_202401.csv
2024-01-02,TKT-0261,使い方質問,中,AGT-03,38,0,,1,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-20,TKT-0262,ログイン障害,中,AGT-05,59,0,,5,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-05,TKT-0263,データ移行,中,AGT-05,25,0,,3,1,長時間,普通,tickets_styleB_202401.csv
2024-01-15,TKT-0264,請求問い合わせ,低,AGT-03,2,0,,3,1,迅速,普通,tickets_styleB_202401.csv
2024-01-07,TKT-0265,機能不具合,低,AGT-07,55,0,,1,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-04,TKT-0266,機能不具合,高,AGT-08,42,0,,1,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-08,TKT-0267,使い方質問,中,AGT-06,39,0,,5,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-12,TKT-0268,機能不具合,高,AGT-02,60,0,,4,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-10,TKT-0269,ログイン障害,低,AGT-05,48,0,,2,0,長時間,低満足,tickets_styleB_202401.csv
2024-01-16,TKT-0270,機能不具合,中,AGT-06,54,0,,4,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-07,TKT-0271,機能不具合,低,AGT-02,68,0,,3,1,長時間,普通,tickets_styleB_202401.csv
2024-01-19,TKT-0272,ログイン障害,高,AGT-04,69,1,顧客クレーム,5,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-07,TKT-0273,データ移行,中,AGT-02,66,0,,1,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-17,TKT-0274,使い方質問,中,AGT-01,72,0,,3,1,長時間,普通,tickets_styleB_202401.csv
2024-01-13,TKT-0275,請求問い合わせ,高,AGT-04,10,1,顧客クレーム,1,1,標準,低満足,tickets_styleB_202401.csv
2024-01-02,TKT-0276,ログイン障害,中,AGT-01,37,0,,2,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-14,TKT-0277,請求問い合わせ,中,AGT-08,49,0,,5,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-12,TKT-0278,ログイン障害,高,AGT-07,68,1,技術的複雑性,1,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-10,TKT-0279,使い方質問,低,AGT-07,69,0,,2,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-12,TKT-0280,機能不具合,中,AGT-04,15,1,権限不足,4,1,標準,高満足,tickets_styleB_202401.csv
2024-01-01,TKT-0281,機能不具合,高,AGT-02,13,0,,4,1,標準,高満足,tickets_styleB_202401.csv
2024-01-02,TKT-0282,機能不具合,低,AGT-01,52,0,,5,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-02,TKT-0283,機能不具合,低,AGT-05,30,0,,5,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-20,TKT-0284,請求問い合わせ,高,AGT-05,19,0,,5,1,標準,高満足,tickets_styleB_202401.csv
2024-01-10,TKT-0285,請求問い合わせ,高,AGT-03,55,0,,1,0,長時間,低満足,tickets_styleB_202401.csv
2024-01-13,TKT-0286,データ移行,中,AGT-07,53,1,顧客クレーム,2,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-16,TKT-0287,機能不具合,高,AGT-05,19,0,,1,1,標準,低満足,tickets_styleB_202401.csv
2024-01-14,TKT-0288,データ移行,低,AGT-03,50,0,,2,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-03,TKT-0289,使い方質問,中,AGT-02,69,0,,2,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-13,TKT-0290,データ移行,低,AGT-01,10,0,,5,1,標準,高満足,tickets_styleB_202401.csv
2024-01-18,TKT-0291,機能不具合,中,AGT-04,43,0,,1,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-07,TKT-0292,ログイン障害,低,AGT-08,32,0,,2,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-08,TKT-0293,データ移行,中,AGT-05,49,0,,3,1,長時間,普通,tickets_styleB_202401.csv
2024-01-12,TKT-0294,データ移行,中,AGT-08,13,0,,4,1,標準,高満足,tickets_styleB_202401.csv
2024-01-11,TKT-0295,機能不具合,中,AGT-06,53,1,技術的複雑性,2,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-18,TKT-0296,データ移行,低,AGT-07,38,0,,3,1,長時間,普通,tickets_styleB_202401.csv
2024-01-19,TKT-0297,機能不具合,中,AGT-06,33,0,,4,0,長時間,高満足,tickets_styleB_202401.csv
2024-01-16,TKT-0298,使い方質問,高,AGT-06,22,1,権限不足,4,1,標準,高満足,tickets_styleB_202401.csv
2024-01-18,TKT-0299,ログイン障害,低,AGT-01,10,0,,1,1,標準,低満足,tickets_styleB_202401.csv
2024-01-14,TKT-0300,機能不具合,低,AGT-04,9,0,,1,1,標準,低満足,tickets_styleB_202401.csv
2024-01-15,TKT-0301,請求問い合わせ,高,AGT-08,63,1,権限不足,5,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-01,TKT-0302,データ移行,低,AGT-05,69,0,,1,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-14,TKT-0303,機能不具合,高,AGT-02,68,1,技術的複雑性,5,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-12,TKT-0304,請求問い合わせ,中,AGT-02,48,0,,4,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-08,TKT-0305,請求問い合わせ,低,AGT-02,5,1,顧客クレーム,4,1,標準,高満足,tickets_styleB_202401.csv
2024-01-02,TKT-0306,ログイン障害,低,AGT-03,11,0,,4,1,標準,高満足,tickets_styleB_202401.csv
2024-01-11,TKT-0307,データ移行,高,AGT-01,30,0,,5,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-02,TKT-0308,ログイン障害,低,AGT-05,70,0,,1,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-11,TKT-0309,ログイン障害,高,AGT-03,51,0,,3,1,長時間,普通,tickets_styleB_202401.csv
2024-01-08,TKT-0310,データ移行,中,AGT-06,50,0,,2,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-03,TKT-0311,データ移行,低,AGT-06,7,1,技術的複雑性,1,1,標準,低満足,tickets_styleB_202401.csv
2024-01-20,TKT-0312,データ移行,中,AGT-06,4,0,,4,1,迅速,高満足,tickets_styleB_202401.csv
2024-01-12,TKT-0313,データ移行,中,AGT-07,24,0,,4,1,標準,高満足,tickets_styleB_202401.csv
2024-01-20,TKT-0314,請求問い合わせ,高,AGT-02,11,0,,4,1,標準,高満足,tickets_styleB_202401.csv
2024-01-05,TKT-0315,使い方質問,中,AGT-06,14,1,顧客クレーム,4,1,標準,高満足,tickets_styleB_202401.csv
2024-01-09,TKT-0316,ログイン障害,高,AGT-02,24,0,,5,1,標準,高満足,tickets_styleB_202401.csv
2024-01-14,TKT-0317,ログイン障害,高,AGT-02,46,0,,5,1,長時間,高満足,tickets_styleB_202401.csv
2024-01-11,TKT-0318,使い方質問,高,AGT-05,53,0,,1,1,長時間,低満足,tickets_styleB_202401.csv
2024-01-18,TKT-0319,機能不具合,低,AGT-03,49,0,,3,1,長時間,普通,tickets_styleB_202401.csv
2024-01-16,TKT-0320,機能不具合,高,AGT-03,56,0,,3,1,長時間,普通,tickets_styleB_202401.csv
2024-01-03,TKT-0321,請求問い合わせ,中,AGT-04,64,0,,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-05,TKT-0322,請求問い合わせ,高,AGT-07,43,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-11,TKT-0323,使い方質問,中,AGT-07,18,0,,5,0,標準,高満足,tickets_styleC_202401.csv
2024-01-07,TKT-0324,使い方質問,中,AGT-03,51,0,,3,1,長時間,普通,tickets_styleC_202401.csv
2024-01-16,TKT-0325,データ移行,高,AGT-06,49,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-19,TKT-0326,機能不具合,低,AGT-03,71,1,権限不足,4,0,長時間,高満足,tickets_styleC_202401.csv
2024-01-07,TKT-0327,使い方質問,中,AGT-02,53,0,,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-08,TKT-0328,請求問い合わせ,低,AGT-03,55,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-20,TKT-0329,使い方質問,低,AGT-07,69,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-12,TKT-0330,データ移行,低,AGT-02,14,0,,3,1,標準,普通,tickets_styleC_202401.csv
2024-01-20,TKT-0331,ログイン障害,低,AGT-07,43,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-04,TKT-0332,請求問い合わせ,高,AGT-04,58,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-19,TKT-0333,データ移行,高,AGT-06,4,0,,3,1,迅速,普通,tickets_styleC_202401.csv
2024-01-03,TKT-0334,ログイン障害,低,AGT-03,45,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-17,TKT-0335,使い方質問,中,AGT-08,13,0,,4,1,標準,高満足,tickets_styleC_202401.csv
2024-01-10,TKT-0336,ログイン障害,低,AGT-02,3,0,,1,1,迅速,低満足,tickets_styleC_202401.csv
2024-01-06,TKT-0337,機能不具合,低,AGT-03,71,0,,5,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-15,TKT-0338,機能不具合,中,AGT-03,24,0,,4,1,標準,高満足,tickets_styleC_202401.csv
2024-01-20,TKT-0339,機能不具合,中,AGT-07,50,1,技術的複雑性,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-03,TKT-0340,データ移行,高,AGT-03,47,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-16,TKT-0341,データ移行,低,AGT-06,50,0,,5,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-12,TKT-0342,使い方質問,低,AGT-03,39,0,,5,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-05,TKT-0343,請求問い合わせ,高,AGT-04,40,1,顧客クレーム,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-14,TKT-0344,データ移行,高,AGT-07,55,0,,5,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-06,TKT-0345,データ移行,高,AGT-08,37,1,顧客クレーム,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-12,TKT-0346,ログイン障害,中,AGT-03,25,0,,5,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-16,TKT-0347,使い方質問,低,AGT-08,54,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-03,TKT-0348,データ移行,高,AGT-04,38,1,技術的複雑性,5,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-15,TKT-0349,データ移行,低,AGT-08,71,0,,5,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-18,TKT-0350,請求問い合わせ,低,AGT-01,57,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-08,TKT-0351,請求問い合わせ,高,AGT-08,34,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-04,TKT-0352,機能不具合,高,AGT-06,55,0,,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-07,TKT-0353,ログイン障害,低,AGT-06,69,0,,5,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-10,TKT-0354,請求問い合わせ,低,AGT-05,66,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-14,TKT-0355,ログイン障害,中,AGT-03,17,0,,3,1,標準,普通,tickets_styleC_202401.csv
2024-01-13,TKT-0356,使い方質問,高,AGT-05,54,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-03,TKT-0357,使い方質問,低,AGT-05,48,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-01,TKT-0358,ログイン障害,低,AGT-08,46,0,,5,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-14,TKT-0359,機能不具合,中,AGT-05,42,0,,3,1,長時間,普通,tickets_styleC_202401.csv
2024-01-05,TKT-0360,データ移行,中,AGT-06,7,1,権限不足,4,1,標準,高満足,tickets_styleC_202401.csv
2024-01-06,TKT-0361,使い方質問,中,AGT-01,55,0,,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-10,TKT-0362,機能不具合,中,AGT-02,47,0,,3,1,長時間,普通,tickets_styleC_202401.csv
2024-01-06,TKT-0363,ログイン障害,中,AGT-05,30,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-01,TKT-0364,機能不具合,中,AGT-02,17,0,,5,1,標準,高満足,tickets_styleC_202401.csv
2024-01-01,TKT-0365,ログイン障害,低,AGT-06,16,0,,4,1,標準,高満足,tickets_styleC_202401.csv
2024-01-16,TKT-0366,ログイン障害,高,AGT-07,12,0,,1,1,標準,低満足,tickets_styleC_202401.csv
2024-01-12,TKT-0367,請求問い合わせ,高,AGT-07,18,0,,2,1,標準,低満足,tickets_styleC_202401.csv
2024-01-19,TKT-0368,ログイン障害,低,AGT-03,57,0,,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-05,TKT-0369,使い方質問,低,AGT-08,28,1,技術的複雑性,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-19,TKT-0370,使い方質問,中,AGT-07,41,0,,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-03,TKT-0371,機能不具合,低,AGT-05,4,0,,3,1,迅速,普通,tickets_styleC_202401.csv
2024-01-20,TKT-0372,データ移行,高,AGT-07,38,0,,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-04,TKT-0373,機能不具合,中,AGT-02,68,0,,1,0,長時間,低満足,tickets_styleC_202401.csv
2024-01-11,TKT-0374,機能不具合,中,AGT-07,47,0,,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-03,TKT-0375,ログイン障害,低,AGT-02,2,0,,1,0,迅速,低満足,tickets_styleC_202401.csv
2024-01-13,TKT-0376,データ移行,中,AGT-07,55,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-18,TKT-0377,データ移行,高,AGT-05,11,0,,5,0,標準,高満足,tickets_styleC_202401.csv
2024-01-05,TKT-0378,データ移行,中,AGT-07,9,0,,4,1,標準,高満足,tickets_styleC_202401.csv
2024-01-08,TKT-0379,ログイン障害,高,AGT-02,56,1,権限不足,5,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-06,TKT-0380,ログイン障害,高,AGT-03,2,0,,3,1,迅速,普通,tickets_styleC_202401.csv
2024-01-09,TKT-0381,機能不具合,中,AGT-03,35,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-01,TKT-0382,請求問い合わせ,中,AGT-05,68,1,権限不足,5,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-16,TKT-0383,使い方質問,低,AGT-06,8,0,,5,1,標準,高満足,tickets_styleC_202401.csv
2024-01-06,TKT-0384,請求問い合わせ,高,AGT-02,30,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-01,TKT-0385,機能不具合,高,AGT-08,47,0,,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-02,TKT-0386,データ移行,低,AGT-07,29,0,,4,0,長時間,高満足,tickets_styleC_202401.csv
2024-01-11,TKT-0387,請求問い合わせ,高,AGT-06,16,0,,1,1,標準,低満足,tickets_styleC_202401.csv
2024-01-17,TKT-0388,ログイン障害,中,AGT-02,60,0,,3,1,長時間,普通,tickets_styleC_202401.csv
2024-01-18,TKT-0389,使い方質問,高,AGT-06,26,0,,3,1,長時間,普通,tickets_styleC_202401.csv
2024-01-08,TKT-0390,使い方質問,中,AGT-08,26,0,,5,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-08,TKT-0391,機能不具合,高,AGT-07,4,0,,3,1,迅速,普通,tickets_styleC_202401.csv
2024-01-01,TKT-0392,請求問い合わせ,高,AGT-07,40,1,権限不足,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-02,TKT-0393,機能不具合,低,AGT-05,12,1,技術的複雑性,5,1,標準,高満足,tickets_styleC_202401.csv
2024-01-12,TKT-0394,使い方質問,低,AGT-02,13,0,,4,1,標準,高満足,tickets_styleC_202401.csv
2024-01-19,TKT-0395,ログイン障害,中,AGT-03,31,0,,3,0,長時間,普通,tickets_styleC_202401.csv
2024-01-13,TKT-0396,請求問い合わせ,中,AGT-08,35,0,,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-19,TKT-0397,ログイン障害,高,AGT-02,22,0,,3,1,標準,普通,tickets_styleC_202401.csv
2024-01-18,TKT-0398,請求問い合わせ,高,AGT-08,40,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-10,TKT-0399,データ移行,高,AGT-04,42,1,権限不足,2,0,長時間,低満足,tickets_styleC_202401.csv
2024-01-13,TKT-0400,データ移行,高,AGT-05,34,0,,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-13,TKT-0401,使い方質問,低,AGT-04,13,0,,2,1,標準,低満足,tickets_styleC_202401.csv
2024-01-02,TKT-0402,機能不具合,高,AGT-04,52,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-09,TKT-0403,ログイン障害,高,AGT-02,26,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-03,TKT-0404,請求問い合わせ,高,AGT-01,60,1,権限不足,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-13,TKT-0405,使い方質問,高,AGT-07,55,0,,2,0,長時間,低満足,tickets_styleC_202401.csv
2024-01-09,TKT-0406,請求問い合わせ,中,AGT-03,5,0,,5,1,標準,高満足,tickets_styleC_202401.csv
2024-01-10,TKT-0407,使い方質問,中,AGT-08,8,1,顧客クレーム,2,1,標準,低満足,tickets_styleC_202401.csv
2024-01-17,TKT-0408,機能不具合,低,AGT-01,49,0,,3,1,長時間,普通,tickets_styleC_202401.csv
2024-01-16,TKT-0409,請求問い合わせ,低,AGT-06,50,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-08,TKT-0410,ログイン障害,中,AGT-01,61,0,,5,0,長時間,高満足,tickets_styleC_202401.csv
2024-01-06,TKT-0411,ログイン障害,高,AGT-04,35,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-08,TKT-0412,データ移行,中,AGT-06,23,0,,5,1,標準,高満足,tickets_styleC_202401.csv
2024-01-12,TKT-0413,データ移行,高,AGT-06,19,0,,2,1,標準,低満足,tickets_styleC_202401.csv
2024-01-16,TKT-0414,データ移行,中,AGT-03,63,1,技術的複雑性,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-01,TKT-0415,データ移行,中,AGT-01,43,0,,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-11,TKT-0416,機能不具合,中,AGT-01,3,1,権限不足,2,1,迅速,低満足,tickets_styleC_202401.csv
2024-01-17,TKT-0417,請求問い合わせ,高,AGT-06,51,0,,3,1,長時間,普通,tickets_styleC_202401.csv
2024-01-05,TKT-0418,機能不具合,低,AGT-07,63,0,,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-18,TKT-0419,データ移行,中,AGT-04,23,0,,3,1,標準,普通,tickets_styleC_202401.csv
2024-01-01,TKT-0420,データ移行,中,AGT-01,24,0,,5,1,標準,高満足,tickets_styleC_202401.csv
2024-01-19,TKT-0421,ログイン障害,中,AGT-03,43,0,,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-11,TKT-0422,機能不具合,低,AGT-02,43,0,,3,1,長時間,普通,tickets_styleC_202401.csv
2024-01-03,TKT-0423,請求問い合わせ,中,AGT-02,1,1,顧客クレーム,4,0,迅速,高満足,tickets_styleC_202401.csv
2024-01-14,TKT-0424,使い方質問,中,AGT-06,70,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-19,TKT-0425,機能不具合,高,AGT-08,10,0,,1,1,標準,低満足,tickets_styleC_202401.csv
2024-01-11,TKT-0426,請求問い合わせ,高,AGT-02,44,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-03,TKT-0427,データ移行,高,AGT-06,62,0,,4,0,長時間,高満足,tickets_styleC_202401.csv
2024-01-06,TKT-0428,データ移行,中,AGT-03,7,1,技術的複雑性,2,1,標準,低満足,tickets_styleC_202401.csv
2024-01-18,TKT-0429,データ移行,中,AGT-05,39,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-18,TKT-0430,使い方質問,高,AGT-01,47,1,技術的複雑性,3,1,長時間,普通,tickets_styleC_202401.csv
2024-01-20,TKT-0431,使い方質問,高,AGT-02,4,0,,3,0,迅速,普通,tickets_styleC_202401.csv
2024-01-16,TKT-0432,ログイン障害,中,AGT-07,61,0,,3,1,長時間,普通,tickets_styleC_202401.csv
2024-01-18,TKT-0433,使い方質問,高,AGT-06,49,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-15,TKT-0434,使い方質問,中,AGT-04,35,0,,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-04,TKT-0435,ログイン障害,低,AGT-06,70,0,,5,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-02,TKT-0436,使い方質問,低,AGT-07,69,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-08,TKT-0437,使い方質問,中,AGT-02,51,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-17,TKT-0438,データ移行,低,AGT-03,16,0,,4,1,標準,高満足,tickets_styleC_202401.csv
2024-01-06,TKT-0439,機能不具合,高,AGT-03,6,0,,4,1,標準,高満足,tickets_styleC_202401.csv
2024-01-05,TKT-0440,データ移行,中,AGT-06,9,1,権限不足,4,1,標準,高満足,tickets_styleC_202401.csv
2024-01-09,TKT-0441,データ移行,中,AGT-01,67,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-05,TKT-0442,データ移行,低,AGT-02,14,0,,1,1,標準,低満足,tickets_styleC_202401.csv
2024-01-18,TKT-0443,請求問い合わせ,中,AGT-05,50,0,,5,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-02,TKT-0444,機能不具合,中,AGT-07,19,0,,4,1,標準,高満足,tickets_styleC_202401.csv
2024-01-11,TKT-0445,機能不具合,高,AGT-08,35,0,,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-10,TKT-0446,請求問い合わせ,中,AGT-08,13,0,,2,1,標準,低満足,tickets_styleC_202401.csv
2024-01-15,TKT-0447,請求問い合わせ,中,AGT-07,12,0,,2,0,標準,低満足,tickets_styleC_202401.csv
2024-01-14,TKT-0448,使い方質問,低,AGT-06,8,0,,2,1,標準,低満足,tickets_styleC_202401.csv
2024-01-17,TKT-0449,使い方質問,高,AGT-01,23,0,,2,1,標準,低満足,tickets_styleC_202401.csv
2024-01-08,TKT-0450,ログイン障害,中,AGT-01,47,0,,3,1,長時間,普通,tickets_styleC_202401.csv
2024-01-15,TKT-0451,データ移行,中,AGT-02,4,0,,4,1,迅速,高満足,tickets_styleC_202401.csv
2024-01-06,TKT-0452,使い方質問,低,AGT-06,45,0,,3,1,長時間,普通,tickets_styleC_202401.csv
2024-01-03,TKT-0453,請求問い合わせ,高,AGT-07,7,0,,5,1,標準,高満足,tickets_styleC_202401.csv
2024-01-07,TKT-0454,機能不具合,低,AGT-04,27,0,,4,1,長時間,高満足,tickets_styleC_202401.csv
2024-01-01,TKT-0455,使い方質問,高,AGT-03,2,0,,5,1,迅速,高満足,tickets_styleC_202401.csv
2024-01-10,TKT-0456,請求問い合わせ,中,AGT-07,45,0,,2,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-17,TKT-0457,データ移行,中,AGT-02,1,0,,3,1,迅速,普通,tickets_styleC_202401.csv
2024-01-20,TKT-0458,データ移行,中,AGT-05,14,0,,3,0,標準,普通,tickets_styleC_202401.csv
2024-01-11,TKT-0459,請求問い合わせ,中,AGT-05,25,1,技術的複雑性,1,1,長時間,低満足,tickets_styleC_202401.csv
2024-01-20,TKT-0460,使い方質問,低,AGT-06,18,0,,4,0,標準,高満足,tickets_styleC_202401.csv
2024-01-09,TKT-0461,使い方質問,中,AGT-07,5,0,,5,1,標準,高満足,tickets_styleC_202401.csv
2024-01-11,TKT-0462,機能不具合,低,AGT-08,46,0,,2,1,長時間,低満足,tickets_styleC_202401.csv
