project_id,client_name,service_type,department,contract_month,revenue,direct_cost,allocated_overhead,hours_spent,is_completed,source_file,total_cost,gross_profit,operating_profit,gross_margin_ratio,operating_margin_ratio,revenue_per_hour,profit_flag
A-0144,加藤工業,SaaS利用料,コンサル部,2024-01,358738,64605,11890,455,False,revenue_cost_styleA_202401.csv,76495,294133,282243,0.8199103524020316,0.7867663866108413,788.4351648351649,良好
A-0145,中村サービス,保守サポート,営業部,2024-02,635280,239274,51600,109,False,revenue_cost_styleA_202401.csv,290874,396006,344406,0.6233566301473366,0.5421326029467322,5828.256880733945,良好
A-0146,伊藤通信,保守サポート,営業部,2024-01,368402,106635,30981,399,True,revenue_cost_styleA_202401.csv,137616,261767,230786,0.7105471740109989,0.626451539351035,923.31328320802,良好
A-0147,山口イノベ,受託開発,コンサル部,2024-02,4265690,2500661,491756,339,False,revenue_cost_styleA_202401.csv,2992417,1765029,1273273,0.4137733871894113,0.2984916859874956,12583.15634218289,良好
A-0148,鈴木物産,保守サポート,営業部,2024-02,563688,212102,51776,312,True,revenue_cost_styleA_202401.csv,263878,351586,299810,0.6237244716935609,0.5318722413817573,1806.6923076923076,良好
A-0149,林テクノ,保守サポート,開発部,2024-02,139434,36444,13004,49,True,revenue_cost_styleA_202401.csv,49448,102990,89986,0.7386290287878136,0.6453662664773298,2845.591836734694,良好
A-0150,山口イノベ,研修・教育,コンサル部,2024-02,580292,207955,49809,240,True,revenue_cost_styleA_202401.csv,257764,372337,322528,0.6416373136283112,0.5558029405885313,2417.883333333333,良好
A-0151,渡辺フード,保守サポート,コンサル部,2024-03,572407,154950,54931,185,True,revenue_cost_styleA_202401.csv,209881,417457,362526,0.7293010043552927,0.6333360703136055,3094.091891891892,良好
A-0152,加藤工業,研修・教育,営業部,2024-01,599562,172604,42514,91,False,revenue_cost_styleA_202401.csv,215118,426958,384444,0.7121165117202224,0.6412080818997868,6588.593406593406,良好
A-0153,木村システム,保守サポート,CS部,2024-02,726928,189345,61960,181,True,revenue_cost_styleA_202401.csv,251305,537583,475623,0.7395271608742544,0.6542917592939053,4016.1767955801106,良好
A-0154,井上コーポ,保守サポート,開発部,2024-03,364236,143780,31419,474,True,revenue_cost_styleA_202401.csv,175199,220456,189037,0.6052559329665381,0.5189959257184902,768.4303797468355,良好
A-0155,渡辺フード,保守サポート,開発部,2024-03,425301,188637,37400,210,True,revenue_cost_styleA_202401.csv,226037,236664,199264,0.5564623643019885,0.4685246448985542,2025.2428571428572,良好
A-0156,橋本デジタル,研修・教育,開発部,2024-02,417375,149558,34444,353,True,revenue_cost_styleA_202401.csv,184002,267817,233373,0.6416699610661875,0.5591446540880504,1182.3654390934844,良好
A-0157,佐々木HD,コンサルティング,CS部,2024-01,578038,283373,65705,402,False,revenue_cost_styleA_202401.csv,349078,294665,228960,0.5097675239344126,0.39609852639445847,1437.9054726368158,良好
A-0158,渡辺フード,受託開発,営業部,2024-01,2981283,1845073,250563,404,True,revenue_cost_styleA_202401.csv,2095636,1136210,885647,0.3811144396556784,0.2970690806609101,7379.413366336634,良好
A-0159,井上コーポ,保守サポート,営業部,2024-03,270128,77302,23693,329,True,revenue_cost_styleA_202401.csv,100995,192826,169133,0.7138319611443464,0.626121690457857,821.0577507598784,良好
A-0160,佐々木HD,コンサルティング,開発部,2024-02,1131552,477649,147209,411,False,revenue_cost_styleA_202401.csv,624858,653903,506694,0.5778815290857159,0.4477867565962501,2753.167883211679,良好
A-0161,清水ソリューション,受託開発,営業部,2024-02,3585673,2099990,368667,235,False,revenue_cost_styleA_202401.csv,2468657,1485683,1117016,0.41433867505486416,0.3115219932213562,15258.182978723404,良好
A-0162,池田ネットワーク,保守サポート,コンサル部,2024-03,269930,111583,24847,80,False,revenue_cost_styleA_202401.csv,136430,158347,133500,0.5866224576742118,0.49457266698773755,3374.125,良好
A-0163,橋本デジタル,SaaS利用料,コンサル部,2024-02,422978,113856,27090,155,True,revenue_cost_styleA_202401.csv,140946,309122,282032,0.7308228796769572,0.6667769954938555,2728.8903225806453,良好
A-0164,池田ネットワーク,受託開発,CS部,2024-02,4169785,1952888,485447,428,False,revenue_cost_styleA_202401.csv,2438335,2216897,1731450,0.5316573876111118,0.41523723645223914,9742.48831775701,良好
A-0165,田中製造,保守サポート,開発部,2024-02,626392,203447,47259,51,False,revenue_cost_styleA_202401.csv,250706,422945,375686,0.6752081763496341,0.599761810495664,12282.196078431372,良好
A-0166,伊藤通信,受託開発,開発部,2024-02,1725150,823793,157808,434,False,revenue_cost_styleA_202401.csv,981601,901357,743549,0.5224803640263166,0.4310054198185665,3975.0,良好
A-0167,石川メディア,受託開発,コンサル部,2024-02,1164593,528493,103213,86,False,revenue_cost_styleA_202401.csv,631706,636100,532887,0.5461994018511188,0.4575735900868372,13541.779069767443,良好
A-0168,山本企業,SaaS利用料,CS部,2024-01,75034,11081,4168,328,False,revenue_cost_styleA_202401.csv,15249,63953,59785,0.8523202814723991,0.7967721299677479,228.7621951219512,良好
A-0169,石川メディア,SaaS利用料,開発部,2024-02,58616,13270,3106,377,True,revenue_cost_styleA_202401.csv,16376,45346,42240,0.7736113006687594,0.7206223556708066,155.48010610079575,良好
A-0170,石川メディア,保守サポート,コンサル部,2024-01,352249,128265,23774,352,True,revenue_cost_styleA_202401.csv,152039,223984,200210,0.6358683771990836,0.5683763474133354,1000.7073863636364,良好
A-0171,池田ネットワーク,研修・教育,CS部,2024-01,345985,123614,24324,20,False,revenue_cost_styleA_202401.csv,147938,222371,198047,0.6427186149688571,0.5724149890891224,17299.25,良好
A-0172,井上コーポ,コンサルティング,開発部,2024-03,731943,328981,83649,44,False,revenue_cost_styleA_202401.csv,412630,402962,319313,0.5505374052351071,0.4362539159470068,16635.06818181818,良好
A-0173,松本グループ,受託開発,開発部,2024-03,871914,453796,81560,339,True,revenue_cost_styleA_202401.csv,535356,418118,336558,0.4795404133893939,0.3859990778907094,2572.0176991150443,良好
A-0174,中村サービス,コンサルティング,コンサル部,2024-03,332331,147292,45776,28,False,revenue_cost_styleA_202401.csv,193068,185039,139263,0.5567912713529584,0.41904908058532003,11868.964285714286,良好
A-0175,田中製造,受託開発,開発部,2024-01,3101105,1715148,370783,288,False,revenue_cost_styleA_202401.csv,2085931,1385957,1015174,0.4469235965889578,0.32735879630002856,10767.725694444445,良好
A-0176,小林商会,保守サポート,開発部,2024-03,474314,200363,29365,345,False,revenue_cost_styleA_202401.csv,229728,273951,244586,0.5775730844967679,0.5156626201208482,1374.823188405797,良好
A-0177,木村システム,保守サポート,開発部,2024-02,561097,240669,42343,105,False,revenue_cost_styleA_202401.csv,283012,320428,278085,0.5710741636472838,0.4956094935456793,5343.780952380952,良好
A-0178,吉田産業,コンサルティング,CS部,2024-03,1724800,663875,202188,431,True,revenue_cost_styleA_202401.csv,866063,1060925,858737,0.61510030148423,0.4978762755102041,4001.856148491879,良好
A-0179,伊藤通信,研修・教育,CS部,2024-02,251924,83685,15684,318,False,revenue_cost_styleA_202401.csv,99369,168239,152555,0.667816484336546,0.6055596132166844,792.2138364779875,良好
A-0180,林テクノ,受託開発,コンサル部,2024-02,3457481,1981033,336750,337,True,revenue_cost_styleA_202401.csv,2317783,1476448,1139698,0.4270299677713341,0.3296324694192101,10259.587537091988,良好
B-1001,Nakamura Services,SaaS利用料,Consulting,2024-02,66326,8526,3601,410,False,revenue_cost_styleB_202401.csv,12127,57800,54199,0.8714531254711576,0.8171606911316829,161.77073170731708,良好
B-1002,Sasaki Holdings,SaaS利用料,営業部,2024-01,239871,42354,12638,319,True,revenue_cost_styleB_202401.csv,54992,197517,184879,0.8234300936753505,0.7707434412663473,751.9467084639498,良好
B-1003,Suzuki General Trading,コンサルティング,CS部,2024-02,1403601,459734,160962,170,False,revenue_cost_styleB_202401.csv,620696,943867,782905,0.6724610484033567,0.5577831591741528,8256.476470588235,良好
B-1004,Shimizu Solutions,受託開発,開発部,2024-01,4843162,2554271,496263,144,False,revenue_cost_styleB_202401.csv,3050534,2288891,1792628,0.4726026096174359,0.3701358740426193,33633.069444444445,良好
B-1005,Shimizu Solutions,コンサルティング,営業部,2024-03,619804,201143,83123,241,True,revenue_cost_styleB_202401.csv,284266,418661,335538,0.6754732141128486,0.5413614626559364,2571.8008298755185,良好
B-1006,Sasaki Holdings,コンサルティング,開発部,2024-03,1688014,528327,205409,466,False,revenue_cost_styleB_202401.csv,733736,1159687,954278,0.6870126669565537,0.5653258799986256,3622.3476394849786,良好
B-1007,Kato Industries,受託開発,営業部,2024-02,1518062,982226,169541,131,False,revenue_cost_styleB_202401.csv,1151767,535836,366295,0.3529737257108076,0.24129119891018944,11588.259541984733,良好
B-1008,Sasaki Holdings,SaaS利用料,CS部,2024-03,295055,76930,15362,323,True,revenue_cost_styleB_202401.csv,92292,218125,202763,0.7392689498568064,0.6872040805951433,913.4829721362229,良好
B-1009,Ikeda Networks,SaaS利用料,CS部,2024-02,265374,67360,16700,47,True,revenue_cost_styleB_202401.csv,84060,198014,181314,0.7461695569272047,0.6832395034931832,5646.255319148936,良好
B-1010,Ikeda Networks,保守サポート,開発部,2024-02,461249,127151,42970,292,True,revenue_cost_styleB_202401.csv,170121,334098,291128,0.7243332776873229,0.6311731841153043,1579.6198630136987,良好
B-1011,Ito Communications,受託開発,Consulting,2024-03,4846155,2329077,419610,175,True,revenue_cost_styleB_202401.csv,2748687,2517078,2097468,0.5193969239531133,0.4328107540926776,27692.314285714285,良好
B-1012,Kobayashi Commerce,保守サポート,CS部,2024-01,765905,337971,54362,330,False,revenue_cost_styleB_202401.csv,392333,427934,373572,0.5587298685868352,0.4877523974905504,2320.9242424242425,良好
B-1013,Yamaguchi Innovation,研修・教育,開発部,2024-03,573673,181354,32612,329,False,revenue_cost_styleB_202401.csv,213966,392319,359707,0.6838721710800404,0.6270244546980597,1743.6869300911853,良好
B-1014,Tanaka Manufacturing,研修・教育,開発部,2024-01,577311,189525,42184,343,True,revenue_cost_styleB_202401.csv,231709,387786,345602,0.6717107416972827,0.5986409404982757,1683.1224489795918,良好
B-1015,Shimizu Solutions,研修・教育,Consulting,2024-03,546090,177715,33631,499,False,revenue_cost_styleB_202401.csv,211346,368375,334744,0.6745682946034537,0.6129832078961344,1094.36873747495,良好
B-1016,Yamamoto Corp,コンサルティング,営業部,2024-03,1151150,362145,117873,235,False,revenue_cost_styleB_202401.csv,480018,789005,671132,0.6854058984493767,0.5830100334448161,4898.510638297872,良好
B-1017,Ishikawa Media,コンサルティング,Consulting,2024-01,501295,181727,64533,385,False,revenue_cost_styleB_202401.csv,246260,319568,255035,0.6374849140725521,0.5087523314615147,1302.064935064935,良好
B-1018,Hashimoto Digital,コンサルティング,営業部,2024-02,422683,153781,50155,146,False,revenue_cost_styleB_202401.csv,203936,268902,218747,0.6361788858316989,0.5175202220103482,2895.0890410958905,良好
B-1019,Yamamoto Corp,受託開発,営業部,2024-01,3722482,2318483,360058,453,True,revenue_cost_styleB_202401.csv,2678541,1403999,1043941,0.3771674382844564,0.28044218884067135,8217.399558498897,良好
B-1020,Shimizu Solutions,保守サポート,CS部,2024-01,639728,219658,60878,264,True,revenue_cost_styleB_202401.csv,280536,420070,359192,0.6566384463396944,0.5614761273541256,2423.212121212121,良好
B-1021,Kato Industries,SaaS利用料,Consulting,2024-03,162797,35273,5200,154,False,revenue_cost_styleB_202401.csv,40473,127524,122324,0.7833313881705437,0.7513897676247105,1057.1233766233765,良好
B-1022,Yamada Trading Co.,研修・教育,Consulting,2024-02,524162,116101,29016,145,False,revenue_cost_styleB_202401.csv,145117,408061,379045,0.7785016845936943,0.7231447529580549,3614.9103448275864,良好
B-1023,Tanaka Manufacturing,コンサルティング,CS部,2024-01,1395967,575645,159839,157,True,revenue_cost_styleB_202401.csv,735484,820322,660483,0.587637100303947,0.47313654262600763,8891.509554140128,良好
B-1024,Ishikawa Media,コンサルティング,Consulting,2024-03,1626899,686890,171062,59,False,revenue_cost_styleB_202401.csv,857952,940009,768947,0.577791860465831,0.47264581267798433,27574.5593220339,良好
B-1025,Watanabe Foods,保守サポート,CS部,2024-03,308727,114381,23480,30,True,revenue_cost_styleB_202401.csv,137861,194346,170866,0.6295076232399499,0.5534533746643475,10290.9,良好
B-1026,Shimizu Solutions,SaaS利用料,営業部,2024-03,322279,61683,17483,273,True,revenue_cost_styleB_202401.csv,79166,260596,243113,0.8086037253435687,0.7543556980132121,1180.5091575091576,良好
B-1027,Ishikawa Media,保守サポート,CS部,2024-01,413769,152575,33222,270,False,revenue_cost_styleB_202401.csv,185797,261194,227972,0.6312556039722648,0.5509644270112067,1532.4777777777779,良好
B-1028,Sasaki Holdings,研修・教育,CS部,2024-02,253664,84916,22625,308,False,revenue_cost_styleB_202401.csv,107541,168748,146123,0.665242210167781,0.5760494197048064,823.5844155844156,良好
B-1029,Yamaguchi Innovation,SaaS利用料,Consulting,2024-02,169298,41356,9030,97,False,revenue_cost_styleB_202401.csv,50386,127942,118912,0.7557206818745644,0.7023827806589564,1745.340206185567,良好
B-1030,Ito Communications,受託開発,営業部,2024-01,2100414,953141,194388,87,False,revenue_cost_styleB_202401.csv,1147529,1147273,952885,0.5462127942396118,0.45366532502639956,24142.689655172413,良好
B-1031,Shimizu Solutions,受託開発,Consulting,2024-03,1022453,604428,103009,297,False,revenue_cost_styleB_202401.csv,707437,418025,315016,0.4088451987524121,0.30809826955371056,3442.6026936026938,良好
B-1032,Hayashi Technology,コンサルティング,Consulting,2024-02,1318048,485655,150483,405,False,revenue_cost_styleB_202401.csv,636138,832393,681910,0.6315346633809997,0.517363555803734,3254.4395061728396,良好
B-1033,Yoshida Industries,研修・教育,Consulting,2024-01,372598,96763,32661,162,False,revenue_cost_styleB_202401.csv,129424,275835,243174,0.7403018803106833,0.6526444049619161,2299.9876543209875,良好
B-1034,Sasaki Holdings,受託開発,Consulting,2024-02,2793928,1418080,287604,288,False,revenue_cost_styleB_202401.csv,1705684,1375848,1088244,0.49244218175987353,0.38950323701970846,9701.138888888889,良好
B-1035,Tanaka Manufacturing,コンサルティング,CS部,2024-01,803204,394423,82859,483,False,revenue_cost_styleB_202401.csv,477282,408781,325922,0.5089379534962475,0.40577736166652556,1662.9482401656314,良好
B-1036,Hashimoto Digital,保守サポート,Consulting,2024-01,384303,167788,33759,80,True,revenue_cost_styleB_202401.csv,201547,216515,182756,0.5633965907109755,0.4755518432070528,4803.7875,良好
B-1037,Ikeda Networks,研修・教育,営業部,2024-01,198316,64966,10332,221,False,revenue_cost_styleB_202401.csv,75298,133350,123018,0.6724117065693136,0.6203130357611085,897.3574660633484,良好
B-1038,Yamada Trading Co.,コンサルティング,開発部,2024-03,1354172,671103,143972,344,False,revenue_cost_styleB_202401.csv,815075,683069,539097,0.5044181979837126,0.3981008320951844,3936.546511627907,良好
B-1039,Yamamoto Corp,コンサルティング,営業部,2024-02,1554546,484757,203255,343,True,revenue_cost_styleB_202401.csv,688012,1069789,866534,0.6881681211106008,0.5574193365780106,4532.2040816326535,良好
B-1040,Nakamura Services,研修・教育,開発部,2024-01,569644,218701,51203,213,False,revenue_cost_styleB_202401.csv,269904,350943,299740,0.6160742498823827,0.5261882860172318,2674.3849765258215,良好
B-1041,Yamamoto Corp,受託開発,CS部,2024-01,1400103,890032,130771,242,False,revenue_cost_styleB_202401.csv,1020803,510071,379300,0.36430962579181675,0.27090864029289274,5785.5495867768595,良好
B-1042,Ito Communications,受託開発,Consulting,2024-02,3273979,1579691,322017,141,True,revenue_cost_styleB_202401.csv,1901708,1694288,1372271,0.5175011812843027,0.41914471656659985,23219.709219858156,良好
B-1043,Kobayashi Commerce,SaaS利用料,CS部,2024-02,142009,31553,7888,217,False,revenue_cost_styleB_202401.csv,39441,110456,102568,0.7778098571217317,0.722264081853967,654.4193548387096,良好
B-1044,Ito Communications,研修・教育,CS部,2024-01,176878,70103,12221,489,True,revenue_cost_styleB_202401.csv,82324,106775,94554,0.6036646728253372,0.534571851784846,361.71370143149284,良好
B-1045,Hayashi Technology,SaaS利用料,CS部,2024-02,445185,68290,19225,308,True,revenue_cost_styleB_202401.csv,87515,376895,357670,0.8466030975886429,0.8034188034188035,1445.405844155844,良好
B-1046,Tanaka Manufacturing,保守サポート,CS部,2024-03,223967,76838,14868,361,False,revenue_cost_styleB_202401.csv,91706,147129,132261,0.6569226716435903,0.59053789174298,620.4072022160665,良好
B-1047,Kato Industries,SaaS利用料,CS部,2024-02,164886,48059,8100,242,False,revenue_cost_styleB_202401.csv,56159,116827,108727,0.7085319554116177,0.6594071055153258,681.3471074380166,良好
B-1048,Kato Industries,コンサルティング,Consulting,2024-03,1626780,733593,219493,51,False,revenue_cost_styleB_202401.csv,953086,893187,673694,0.5490521152214805,0.4141272944098157,31897.647058823528,良好
B-1049,Ito Communications,研修・教育,CS部,2024-01,112379,41103,9677,113,True,revenue_cost_styleB_202401.csv,50780,71276,61599,0.6342466119114781,0.5481362176207298,994.5044247787611,良好
B-1050,Ito Communications,受託開発,CS部,2024-03,2223032,1319110,221309,470,False,revenue_cost_styleB_202401.csv,1540419,903922,682613,0.40661672886400196,0.30706395589447205,4729.855319148936,良好
B-1051,Kimura Systems,SaaS利用料,Consulting,2024-01,289493,61598,15155,354,False,revenue_cost_styleB_202401.csv,76753,227895,212740,0.7872211072461165,0.7348709640647615,817.776836158192,良好
B-1052,Kobayashi Commerce,SaaS利用料,Consulting,2024-02,353201,40478,16582,368,True,revenue_cost_styleB_202401.csv,57060,312723,296141,0.885396700462343,0.8384489285137924,959.7853260869565,良好
B-1053,Tanaka Manufacturing,研修・教育,開発部,2024-01,230518,64953,18616,402,False,revenue_cost_styleB_202401.csv,83569,165565,146949,0.7182302466618659,0.6374729956012112,573.4278606965174,良好
B-1054,Inoue Corporation,保守サポート,Consulting,2024-02,184148,71181,15923,286,True,revenue_cost_styleB_202401.csv,87104,112967,97044,0.6134576536264309,0.5269891608923257,643.8741258741259,良好
B-1055,Inoue Corporation,保守サポート,開発部,2024-01,654531,180303,64896,437,True,revenue_cost_styleB_202401.csv,245199,474228,409332,0.7245310000595846,0.6253821438556768,1497.7826086956522,良好
B-1056,Kimura Systems,SaaS利用料,CS部,2024-02,328886,57836,12887,245,False,revenue_cost_styleB_202401.csv,70723,271050,258163,0.8241457526316109,0.7849619625037247,1342.391836734694,良好
B-1057,Tanaka Manufacturing,受託開発,CS部,2024-01,4016845,2301590,471776,465,True,revenue_cost_styleB_202401.csv,2773366,1715255,1243479,0.42701548105540543,0.3095660898043116,8638.376344086022,良好
B-1058,Ishikawa Media,受託開発,営業部,2024-01,781658,421538,83544,456,True,revenue_cost_styleB_202401.csv,505082,360120,276576,0.46071299724431913,0.35383249451806287,1714.1622807017543,良好
B-1059,Kato Industries,受託開発,開発部,2024-02,2322586,1395588,257905,81,False,revenue_cost_styleB_202401.csv,1653493,926998,669093,0.3991232186881347,0.28808104414648156,28673.9012345679,良好
B-1060,Matsumoto Group,受託開発,CS部,2024-03,2487295,1269398,213236,348,True,revenue_cost_styleB_202401.csv,1482634,1217897,1004661,0.4896471870043561,0.40391710673643455,7147.399425287356,良好
B-1061,Hashimoto Digital,コンサルティング,CS部,2024-02,1440815,685745,196618,330,False,revenue_cost_styleB_202401.csv,882363,755070,558452,0.5240575646422337,0.38759452115642884,4366.106060606061,良好
B-1062,Inoue Corporation,研修・教育,Consulting,2024-01,491987,150003,38302,219,True,revenue_cost_styleB_202401.csv,188305,341984,303682,0.6951077975637567,0.6172561470120146,2246.51598173516,良好
B-1063,Shimizu Solutions,保守サポート,Consulting,2024-01,352673,148076,25402,372,True,revenue_cost_styleB_202401.csv,173478,204597,179195,0.5801323038622179,0.5081052419663541,948.0456989247311,良好
B-1064,Kimura Systems,コンサルティング,開発部,2024-03,1368715,555696,158136,140,True,revenue_cost_styleB_202401.csv,713832,813019,654883,0.5940016731021432,0.4784655680693205,9776.535714285714,良好
B-1065,Suzuki General Trading,保守サポート,開発部,2024-02,661654,261298,44740,147,False,revenue_cost_styleB_202401.csv,306038,400356,355616,0.6050836237671049,0.5374652008451547,4501.047619047619,良好
B-1066,Yamaguchi Innovation,研修・教育,開発部,2024-01,459744,153687,26978,116,False,revenue_cost_styleB_202401.csv,180665,306057,279079,0.665711787429526,0.6070313043780887,3963.310344827586,良好
B-1067,Ito Communications,保守サポート,開発部,2024-01,602184,260678,52886,370,True,revenue_cost_styleB_202401.csv,313564,341506,288620,0.5671123776121584,0.4792887223838561,1627.5243243243244,良好
B-1068,Yamamoto Corp,コンサルティング,営業部,2024-03,998305,392583,125735,167,False,revenue_cost_styleB_202401.csv,518318,605722,479987,0.6067504419991886,0.4808019593210492,5977.874251497006,良好
B-1069,Shimizu Solutions,保守サポート,Consulting,2024-02,435788,188637,32609,221,True,revenue_cost_styleB_202401.csv,221246,247151,214542,0.5671358550487852,0.4923081865494231,1971.8914027149322,良好
B-1070,Yamada Trading Co.,研修・教育,営業部,2024-03,216720,67326,15898,378,False,revenue_cost_styleB_202401.csv,83224,149394,133496,0.6893410852713179,0.615983757844223,573.3333333333334,良好
B-1071,Kato Industries,保守サポート,営業部,2024-01,498290,181356,34795,291,False,revenue_cost_styleB_202401.csv,216151,316934,282139,0.6360432679764796,0.5662144534307331,1712.3367697594501,良好
B-1072,Hayashi Technology,保守サポート,Consulting,2024-03,276405,109609,20478,81,False,revenue_cost_styleB_202401.csv,130087,166796,146318,0.6034478392214323,0.5293609015755866,3412.4074074074074,良好
B-1073,Suzuki General Trading,受託開発,開発部,2024-03,906968,546781,87518,441,True,revenue_cost_styleB_202401.csv,634299,360187,272669,0.39713308518051355,0.3006379497402334,2056.6167800453513,良好
B-1074,Ikeda Networks,SaaS利用料,営業部,2024-01,289080,50484,15816,351,False,revenue_cost_styleB_202401.csv,66300,238596,222780,0.8253632212536323,0.7706517227065173,823.5897435897435,良好
B-1075,Hashimoto Digital,コンサルティング,開発部,2024-01,1062639,321310,128767,150,False,revenue_cost_styleB_202401.csv,450077,741329,612562,0.6976301453268702,0.5764535274914623,7084.26,良好
B-1076,Ito Communications,SaaS利用料,Consulting,2024-01,324928,42168,12242,279,False,revenue_cost_styleB_202401.csv,54410,282760,270518,0.87022355721883,0.832547518219421,1164.616487455197,良好
B-1077,Sasaki Holdings,保守サポート,CS部,2024-02,525750,179701,36659,366,True,revenue_cost_styleB_202401.csv,216360,346049,309390,0.6582006657156443,0.5884736091298145,1436.4754098360656,良好
B-1078,Suzuki General Trading,保守サポート,開発部,2024-03,524965,171061,43103,38,True,revenue_cost_styleB_202401.csv,214164,353904,310801,0.6741478003295458,0.5920413741868505,13814.868421052632,良好
B-1079,Matsumoto Group,受託開発,開発部,2024-02,1299953,817616,151790,127,True,revenue_cost_styleB_202401.csv,969406,482337,330547,0.37104187612936773,0.25427611613650647,10235.850393700788,良好
B-1080,Suzuki General Trading,研修・教育,Consulting,2024-02,438837,169003,37727,298,True,revenue_cost_styleB_202401.csv,206730,269834,232107,0.6148843420222087,0.5289139247602185,1472.6073825503356,良好
B-1081,Yamaguchi Innovation,受託開発,CS部,2024-01,1709566,1026510,185502,213,True,revenue_cost_styleB_202401.csv,1212012,683056,497554,0.3995493593110766,0.29104111803814536,8026.131455399061,良好
B-1082,Yamaguchi Innovation,保守サポート,営業部,2024-03,508060,195809,41469,206,True,revenue_cost_styleB_202401.csv,237278,312251,270782,0.6145947329055623,0.5329724835649333,2466.3106796116504,良好
B-1083,Kimura Systems,SaaS利用料,CS部,2024-01,171710,45972,7490,403,False,revenue_cost_styleB_202401.csv,53462,125738,118248,0.7322695241977754,0.6886494671248035,426.0794044665012,良好
B-1084,Hayashi Technology,保守サポート,開発部,2024-03,614435,181643,50458,202,False,revenue_cost_styleB_202401.csv,232101,432792,382334,0.7043739370315819,0.6222529641052349,3041.7574257425745,良好
B-1085,Yamamoto Corp,受託開発,Consulting,2024-01,2567370,1521479,213814,88,False,revenue_cost_styleB_202401.csv,1735293,1045891,832077,0.4073783677459813,0.32409703315065613,29174.659090909092,良好
B-1086,Ito Communications,受託開発,Consulting,2024-02,1267729,571795,117050,194,False,revenue_cost_styleB_202401.csv,688845,695934,578884,0.5489611738786444,0.4566307152396135,6534.68556701031,良好
B-1087,Kimura Systems,SaaS利用料,営業部,2024-01,285323,60316,14408,62,True,revenue_cost_styleB_202401.csv,74724,225007,210599,0.7886044938543335,0.7381073379993902,4601.9838709677415,良好
B-1088,Ishikawa Media,SaaS利用料,CS部,2024-03,363547,93390,23466,16,False,revenue_cost_styleB_202401.csv,116856,270157,246691,0.7431143703565151,0.6785670078421772,22721.6875,良好
B-1089,Kato Industries,コンサルティング,Consulting,2024-01,1399487,565701,178312,96,True,revenue_cost_styleB_202401.csv,744013,833786,655474,0.5957797392901828,0.4683673374600836,14577.989583333334,良好
B-1090,Watanabe Foods,保守サポート,CS部,2024-02,166340,47147,11816,163,False,revenue_cost_styleB_202401.csv,58963,119193,107377,0.7165624624263557,0.6455272333774198,1020.4907975460122,良好
B-1091,Shimizu Solutions,SaaS利用料,CS部,2024-02,361325,80696,17457,79,False,revenue_cost_styleB_202401.csv,98153,280629,263172,0.7766664360340414,0.7283525911575451,4573.734177215189,良好
B-1092,Inoue Corporation,SaaS利用料,Consulting,2024-02,471567,128473,22450,230,True,revenue_cost_styleB_202401.csv,150923,343094,320644,0.727561512998153,0.6799542800916943,2050.291304347826,良好
B-1093,Shimizu Solutions,保守サポート,CS部,2024-03,429445,122618,32607,173,False,revenue_cost_styleB_202401.csv,155225,306827,274220,0.7144733318585617,0.6385450989067285,2482.341040462428,良好
B-1094,Yoshida Industries,コンサルティング,営業部,2024-02,1912313,874258,219152,487,True,revenue_cost_styleB_202401.csv,1093410,1038055,818903,0.5428269326203399,0.4282264461936932,3926.7207392197124,良好
B-1095,Yamada Trading Co.,研修・教育,営業部,2024-03,579648,200235,50846,117,False,revenue_cost_styleB_202401.csv,251081,379413,328567,0.6545575935740311,0.5668388401236613,4954.25641025641,良好
B-1096,Watanabe Foods,保守サポート,開発部,2024-02,764100,237303,53568,88,False,revenue_cost_styleB_202401.csv,290871,526797,473229,0.689434628975265,0.6193286219081272,8682.954545454546,良好
B-1097,Shimizu Solutions,コンサルティング,開発部,2024-02,1421054,540229,170902,481,False,revenue_cost_styleB_202401.csv,711131,880825,709923,0.619839217932605,0.4995749633722575,2954.3742203742204,良好
B-1098,Ishikawa Media,研修・教育,開発部,2024-02,414590,158738,22543,137,False,revenue_cost_styleB_202401.csv,181281,255852,233309,0.6171205287151161,0.5627463276972431,3026.204379562044,良好
B-1099,Matsumoto Group,受託開発,開発部,2024-03,4110922,1937020,345088,123,True,revenue_cost_styleB_202401.csv,2282108,2173902,1828814,0.5288112982926945,0.4448671125358253,33422.13008130081,良好
B-1100,Yamaguchi Innovation,コンサルティング,CS部,2024-02,1647951,659333,187534,22,False,revenue_cost_styleB_202401.csv,846867,988618,801084,0.5999074001593494,0.4861091136811713,74906.86363636363,良好
B-1101,Ito Communications,SaaS利用料,CS部,2024-02,485849,139990,17328,169,False,revenue_cost_styleB_202401.csv,157318,345859,328531,0.7118652091493447,0.6761998069358999,2874.846153846154,良好
B-1102,Sasaki Holdings,コンサルティング,営業部,2024-03,1198585,382977,154473,241,False,revenue_cost_styleB_202401.csv,537450,815608,661135,0.680475727628829,0.5515962572533446,4973.381742738589,良好
B-1103,Yamada Trading Co.,SaaS利用料,CS部,2024-01,495214,83500,17022,419,True,revenue_cost_styleB_202401.csv,100522,411714,394692,0.8313860270509316,0.7970130085175298,1181.8949880668258,良好
B-1104,Matsumoto Group,受託開発,営業部,2024-03,4076645,2615952,363939,217,True,revenue_cost_styleB_202401.csv,2979891,1460693,1096754,0.35830762796368093,0.2690334821893984,18786.382488479263,良好
