date,product_code,product_name,process,lot_no,inspection_value,lower_limit,upper_limit,unit,inspector,result,is_defect,value_imputed,source_file
2024-01-19,P-005,フレームY,溶接工程,LOT-20240119-779,204.444,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-19,P-006,ブラケット,溶接工程,LOT-20240119-407,197.533,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-19,P-005,フレームY,溶接工程,LOT-20240119-782,202.533,192.0,208.0,N,山田,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-19,P-005,フレームY,溶接工程,LOT-20240119-512,203.987,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-19,P-006,ブラケット,溶接工程,LOT-20240119-230,202.525,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-22,P-005,フレームY,溶接工程,LOT-20240122-780,206.983,192.0,208.0,N,山田,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-22,P-006,ブラケット,溶接工程,LOT-20240122-866,193.989,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-22,P-006,ブラケット,溶接工程,LOT-20240122-682,198.627,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-22,P-005,フレームY,溶接工程,LOT-20240122-661,187.947,192.0,208.0,N,田中,NG,True,False,02_溶接工程_inspection_202401.csv
2024-01-22,P-005,フレームY,溶接工程,LOT-20240122-393,196.245,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-23,P-005,フレームY,溶接工程,LOT-20240123-904,197.618,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-23,P-006,ブラケット,溶接工程,LOT-20240123-770,201.573,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-23,P-005,フレームY,溶接工程,LOT-20240123-552,195.762,192.0,208.0,N,山田,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-23,P-006,ブラケット,溶接工程,LOT-20240123-318,200.163,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-23,P-005,フレームY,溶接工程,LOT-20240123-912,201.378,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-24,P-006,ブラケット,溶接工程,LOT-20240124-186,200.415,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-24,P-006,ブラケット,溶接工程,LOT-20240124-779,200.688,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-24,P-005,フレームY,溶接工程,LOT-20240124-195,189.628,192.0,208.0,N,鈴木,NG,True,False,02_溶接工程_inspection_202401.csv
2024-01-24,P-006,ブラケット,溶接工程,LOT-20240124-417,202.462,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-24,P-004,フレームX,溶接工程,LOT-20240124-250,201.564,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-25,P-004,フレームX,溶接工程,LOT-20240125-350,190.371,192.0,208.0,N,山田,NG,True,False,02_溶接工程_inspection_202401.csv
2024-01-25,P-006,ブラケット,溶接工程,LOT-20240125-970,194.021,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-25,P-005,フレームY,溶接工程,LOT-20240125-524,195.553,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-25,P-004,フレームX,溶接工程,LOT-20240125-835,197.965,192.0,208.0,N,山田,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-25,P-005,フレームY,溶接工程,LOT-20240125-509,199.145,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-26,P-004,フレームX,溶接工程,LOT-20240126-771,203.268,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-26,P-004,フレームX,溶接工程,LOT-20240126-897,199.793,192.0,208.0,N,山田,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-26,P-004,フレームX,溶接工程,LOT-20240126-280,199.706,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-26,P-005,フレームY,溶接工程,LOT-20240126-151,200.276,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-26,P-004,フレームX,溶接工程,LOT-20240126-968,198.217,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-29,P-005,フレームY,溶接工程,LOT-20240129-236,197.336,192.0,208.0,N,山田,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-29,P-006,ブラケット,溶接工程,LOT-20240129-643,202.411,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-29,P-006,ブラケット,溶接工程,LOT-20240129-424,195.853,192.0,208.0,N,山田,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-29,P-006,ブラケット,溶接工程,LOT-20240129-934,196.878,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-29,P-005,フレームY,溶接工程,LOT-20240129-950,186.568,192.0,208.0,N,中村,NG,True,False,02_溶接工程_inspection_202401.csv
2024-01-30,P-005,フレームY,溶接工程,LOT-20240130-262,198.185,192.0,208.0,N,山田,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-30,P-005,フレームY,溶接工程,LOT-20240130-365,196.791,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-30,P-006,ブラケット,溶接工程,LOT-20240130-383,201.284,192.0,208.0,N,中村,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-30,P-005,フレームY,溶接工程,LOT-20240130-741,200.986,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-30,P-005,フレームY,溶接工程,LOT-20240130-550,203.962,192.0,208.0,N,田中,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-31,P-006,ブラケット,溶接工程,LOT-20240131-392,195.569,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-31,P-005,フレームY,溶接工程,LOT-20240131-443,199.006,192.0,208.0,N,佐藤,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-31,P-006,ブラケット,溶接工程,LOT-20240131-182,201.15,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-31,P-004,フレームX,溶接工程,LOT-20240131-336,201.046,192.0,208.0,N,山田,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-31,P-006,ブラケット,溶接工程,LOT-20240131-256,206.231,192.0,208.0,N,鈴木,OK,False,False,02_溶接工程_inspection_202401.csv
2024-01-01,P-007,パネルS,塗装工程,LOT-20240101-524,80.32,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-01,P-008,カバーT,塗装工程,LOT-20240101-655,78.309,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-01,P-008,カバーT,塗装工程,LOT-20240101-163,79.948,75.0,85.0,μm,鈴木,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-01,P-008,カバーT,塗装工程,LOT-20240101-498,78.333,75.0,85.0,μm,中村,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-02,P-009,ハウジング,塗装工程,LOT-20240102-120,75.854,75.0,85.0,μm,中村,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-02,P-008,カバーT,塗装工程,LOT-20240102-588,79.083,75.0,85.0,μm,田中,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-02,P-008,カバーT,塗装工程,LOT-20240102-405,83.874,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-02,P-008,カバーT,塗装工程,LOT-20240102-651,78.076,75.0,85.0,μm,中村,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-03,P-009,ハウジング,塗装工程,LOT-20240103-325,79.186,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-03,P-007,パネルS,塗装工程,LOT-20240103-379,80.371,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-03,P-008,カバーT,塗装工程,LOT-20240103-129,79.321,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-03,P-008,カバーT,塗装工程,LOT-20240103-784,77.716,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-04,P-009,ハウジング,塗装工程,LOT-20240104-269,85.195,75.0,85.0,μm,山田,NG,True,False,03_塗装工程_検査_202401.csv
2024-01-04,P-007,パネルS,塗装工程,LOT-20240104-737,82.866,75.0,85.0,μm,中村,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-04,P-007,パネルS,塗装工程,LOT-20240104-503,81.162,75.0,85.0,μm,中村,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-04,P-009,ハウジング,塗装工程,LOT-20240104-778,79.659,75.0,85.0,μm,田中,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-05,P-007,パネルS,塗装工程,LOT-20240105-758,80.861,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-05,P-007,パネルS,塗装工程,LOT-20240105-987,81.331,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-05,P-007,パネルS,塗装工程,LOT-20240105-151,80.733,75.0,85.0,μm,佐藤,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-05,P-008,カバーT,塗装工程,LOT-20240105-435,80.908,75.0,85.0,μm,鈴木,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-08,P-008,カバーT,塗装工程,LOT-20240108-434,81.871,75.0,85.0,μm,佐藤,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-08,P-008,カバーT,塗装工程,LOT-20240108-384,79.329,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-08,P-008,カバーT,塗装工程,LOT-20240108-954,77.01,75.0,85.0,μm,田中,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-08,P-008,カバーT,塗装工程,LOT-20240108-119,81.79,75.0,85.0,μm,中村,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-09,P-007,パネルS,塗装工程,LOT-20240109-458,76.995,75.0,85.0,μm,鈴木,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-09,P-009,ハウジング,塗装工程,LOT-20240109-170,78.913,75.0,85.0,μm,田中,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-09,P-007,パネルS,塗装工程,LOT-20240109-353,80.87,75.0,85.0,μm,鈴木,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-09,P-007,パネルS,塗装工程,LOT-20240109-736,80.93,75.0,85.0,μm,鈴木,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-10,P-007,パネルS,塗装工程,LOT-20240110-229,79.405,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-10,P-009,ハウジング,塗装工程,LOT-20240110-217,79.828,75.0,85.0,μm,中村,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-10,P-007,パネルS,塗装工程,LOT-20240110-576,80.689,75.0,85.0,μm,佐藤,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-10,P-008,カバーT,塗装工程,LOT-20240110-271,78.623,75.0,85.0,μm,中村,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-11,P-009,ハウジング,塗装工程,LOT-20240111-865,83.258,75.0,85.0,μm,田中,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-11,P-007,パネルS,塗装工程,LOT-20240111-418,78.225,75.0,85.0,μm,田中,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-11,P-009,ハウジング,塗装工程,LOT-20240111-126,79.617,75.0,85.0,μm,佐藤,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-11,P-009,ハウジング,塗装工程,LOT-20240111-793,79.115,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-12,P-008,カバーT,塗装工程,LOT-20240112-832,80.263,75.0,85.0,μm,鈴木,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-12,P-007,パネルS,塗装工程,LOT-20240112-706,83.129,75.0,85.0,μm,鈴木,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-12,P-007,パネルS,塗装工程,LOT-20240112-813,78.118,75.0,85.0,μm,佐藤,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-12,P-009,ハウジング,塗装工程,LOT-20240112-714,80.905,75.0,85.0,μm,田中,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-15,P-009,ハウジング,塗装工程,LOT-20240115-901,81.275,75.0,85.0,μm,田中,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-15,P-008,カバーT,塗装工程,LOT-20240115-645,82.296,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-15,P-009,ハウジング,塗装工程,LOT-20240115-479,78.427,75.0,85.0,μm,田中,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-15,P-009,ハウジング,塗装工程,LOT-20240115-763,78.348,75.0,85.0,μm,佐藤,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-16,P-007,パネルS,塗装工程,LOT-20240116-969,79.642,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-16,P-008,カバーT,塗装工程,LOT-20240116-208,79.682,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-16,P-008,カバーT,塗装工程,LOT-20240116-750,77.983,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-16,P-009,ハウジング,塗装工程,LOT-20240116-256,81.325,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-17,P-007,パネルS,塗装工程,LOT-20240117-851,81.113,75.0,85.0,μm,中村,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-17,P-009,ハウジング,塗装工程,LOT-20240117-376,84.07,75.0,85.0,μm,中村,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-17,P-009,ハウジング,塗装工程,LOT-20240117-893,79.386,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-17,P-008,カバーT,塗装工程,LOT-20240117-546,77.935,75.0,85.0,μm,中村,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-18,P-008,カバーT,塗装工程,LOT-20240118-430,78.222,75.0,85.0,μm,鈴木,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-18,P-007,パネルS,塗装工程,LOT-20240118-385,80.669,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-18,P-007,パネルS,塗装工程,LOT-20240118-868,78.469,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-18,P-009,ハウジング,塗装工程,LOT-20240118-724,81.479,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-19,P-008,カバーT,塗装工程,LOT-20240119-129,89.739,75.0,85.0,μm,山田,NG,True,False,03_塗装工程_検査_202401.csv
2024-01-19,P-008,カバーT,塗装工程,LOT-20240119-286,80.376,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-19,P-007,パネルS,塗装工程,LOT-20240119-463,79.864,75.0,85.0,μm,佐藤,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-19,P-008,カバーT,塗装工程,LOT-20240119-386,78.201,75.0,85.0,μm,中村,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-22,P-009,ハウジング,塗装工程,LOT-20240122-382,77.09,75.0,85.0,μm,中村,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-22,P-007,パネルS,塗装工程,LOT-20240122-629,82.496,75.0,85.0,μm,鈴木,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-22,P-007,パネルS,塗装工程,LOT-20240122-347,80.727,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-22,P-008,カバーT,塗装工程,LOT-20240122-668,77.687,75.0,85.0,μm,鈴木,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-23,P-009,ハウジング,塗装工程,LOT-20240123-587,77.856,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-23,P-008,カバーT,塗装工程,LOT-20240123-911,83.995,75.0,85.0,μm,田中,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-23,P-007,パネルS,塗装工程,LOT-20240123-401,78.325,75.0,85.0,μm,鈴木,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-23,P-008,カバーT,塗装工程,LOT-20240123-808,83.222,75.0,85.0,μm,鈴木,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-24,P-008,カバーT,塗装工程,LOT-20240124-779,80.498,75.0,85.0,μm,中村,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-24,P-008,カバーT,塗装工程,LOT-20240124-584,76.696,75.0,85.0,μm,中村,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-24,P-009,ハウジング,塗装工程,LOT-20240124-452,88.163,75.0,85.0,μm,山田,NG,True,False,03_塗装工程_検査_202401.csv
2024-01-24,P-009,ハウジング,塗装工程,LOT-20240124-663,80.483,75.0,85.0,μm,佐藤,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-25,P-008,カバーT,塗装工程,LOT-20240125-819,81.031,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-25,P-008,カバーT,塗装工程,LOT-20240125-413,82.549,75.0,85.0,μm,佐藤,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-25,P-007,パネルS,塗装工程,LOT-20240125-223,78.727,75.0,85.0,μm,鈴木,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-25,P-008,カバーT,塗装工程,LOT-20240125-222,81.526,75.0,85.0,μm,中村,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-26,P-009,ハウジング,塗装工程,LOT-20240126-289,87.742,75.0,85.0,μm,鈴木,NG,True,False,03_塗装工程_検査_202401.csv
2024-01-26,P-007,パネルS,塗装工程,LOT-20240126-856,71.169,75.0,85.0,μm,山田,NG,True,False,03_塗装工程_検査_202401.csv
2024-01-26,P-008,カバーT,塗装工程,LOT-20240126-841,80.893,75.0,85.0,μm,中村,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-26,P-009,ハウジング,塗装工程,LOT-20240126-711,77.435,75.0,85.0,μm,佐藤,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-29,P-007,パネルS,塗装工程,LOT-20240129-952,80.483,75.0,85.0,μm,鈴木,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-29,P-008,カバーT,塗装工程,LOT-20240129-332,82.902,75.0,85.0,μm,佐藤,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-29,P-007,パネルS,塗装工程,LOT-20240129-409,80.064,75.0,85.0,μm,田中,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-29,P-009,ハウジング,塗装工程,LOT-20240129-646,78.761,75.0,85.0,μm,鈴木,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-30,P-008,カバーT,塗装工程,LOT-20240130-146,72.155,75.0,85.0,μm,田中,NG,True,False,03_塗装工程_検査_202401.csv
2024-01-30,P-009,ハウジング,塗装工程,LOT-20240130-399,82.725,75.0,85.0,μm,鈴木,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-30,P-009,ハウジング,塗装工程,LOT-20240130-989,75.174,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-30,P-007,パネルS,塗装工程,LOT-20240130-993,85.099,75.0,85.0,μm,田中,NG,True,False,03_塗装工程_検査_202401.csv
2024-01-31,P-009,ハウジング,塗装工程,LOT-20240131-391,76.126,75.0,85.0,μm,山田,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-31,P-008,カバーT,塗装工程,LOT-20240131-551,79.428,75.0,85.0,μm,佐藤,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-31,P-007,パネルS,塗装工程,LOT-20240131-152,77.773,75.0,85.0,μm,佐藤,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-31,P-008,カバーT,塗装工程,LOT-20240131-216,81.049,75.0,85.0,μm,田中,OK,False,False,03_塗装工程_検査_202401.csv
2024-01-01,P-011,アセンブリB,組立工程,LOT-20240101-603,10.14,9.5,10.5,Nm,田中,OK,False,False,04_組立工程_検査_202401.csv
2024-01-01,P-012,ユニットC,組立工程,LOT-20240101-744,10.034,9.5,10.5,Nm,田中,OK,False,False,04_組立工程_検査_202401.csv
2024-01-01,P-010,アセンブリA,組立工程,LOT-20240101-252,9.972,9.5,10.5,Nm,中村,OK,False,False,04_組立工程_検査_202401.csv
2024-01-01,P-011,アセンブリB,組立工程,LOT-20240101-187,9.654,9.5,10.5,Nm,鈴木,OK,False,False,04_組立工程_検査_202401.csv
2024-01-01,P-010,アセンブリA,組立工程,LOT-20240101-671,9.922,9.5,10.5,Nm,山田,OK,False,False,04_組立工程_検査_202401.csv
2024-01-02,P-012,ユニットC,組立工程,LOT-20240102-710,9.965,9.5,10.5,Nm,中村,OK,False,False,04_組立工程_検査_202401.csv
2024-01-02,P-010,アセンブリA,組立工程,LOT-20240102-894,9.779,9.5,10.5,Nm,中村,OK,False,False,04_組立工程_検査_202401.csv
2024-01-02,P-011,アセンブリB,組立工程,LOT-20240102-561,10.064,9.5,10.5,Nm,山田,OK,False,False,04_組立工程_検査_202401.csv
2024-01-02,P-011,アセンブリB,組立工程,LOT-20240102-980,10.035,9.5,10.5,Nm,中村,OK,False,False,04_組立工程_検査_202401.csv
2024-01-02,P-011,アセンブリB,組立工程,LOT-20240102-412,9.935,9.5,10.5,Nm,中村,OK,False,False,04_組立工程_検査_202401.csv
2024-01-03,P-012,ユニットC,組立工程,LOT-20240103-161,9.996,9.5,10.5,Nm,中村,OK,False,False,04_組立工程_検査_202401.csv
2024-01-03,P-012,ユニットC,組立工程,LOT-20240103-201,9.932,9.5,10.5,Nm,鈴木,OK,False,False,04_組立工程_検査_202401.csv
2024-01-03,P-012,ユニットC,組立工程,LOT-20240103-316,9.659,9.5,10.5,Nm,佐藤,OK,False,False,04_組立工程_検査_202401.csv
2024-01-03,P-012,ユニットC,組立工程,LOT-20240103-183,10.096,9.5,10.5,Nm,鈴木,OK,False,False,04_組立工程_検査_202401.csv
2024-01-03,P-010,アセンブリA,組立工程,LOT-20240103-277,9.487,9.5,10.5,Nm,中村,NG,True,False,04_組立工程_検査_202401.csv
2024-01-04,P-010,アセンブリA,組立工程,LOT-20240104-260,10.054,9.5,10.5,Nm,田中,OK,False,False,04_組立工程_検査_202401.csv
2024-01-04,P-011,アセンブリB,組立工程,LOT-20240104-561,9.737,9.5,10.5,Nm,中村,OK,False,False,04_組立工程_検査_202401.csv
2024-01-04,P-011,アセンブリB,組立工程,LOT-20240104-398,10.07,9.5,10.5,Nm,田中,OK,False,False,04_組立工程_検査_202401.csv
2024-01-04,P-010,アセンブリA,組立工程,LOT-20240104-395,10.077,9.5,10.5,Nm,佐藤,OK,False,False,04_組立工程_検査_202401.csv
2024-01-04,P-012,ユニットC,組立工程,LOT-20240104-980,10.078,9.5,10.5,Nm,山田,OK,False,False,04_組立工程_検査_202401.csv
2024-01-05,P-010,アセンブリA,組立工程,LOT-20240105-803,10.163,9.5,10.5,Nm,鈴木,OK,False,False,04_組立工程_検査_202401.csv
2024-01-05,P-011,アセンブリB,組立工程,LOT-20240105-906,10.25,9.5,10.5,Nm,中村,OK,False,False,04_組立工程_検査_202401.csv
2024-01-05,P-012,ユニットC,組立工程,LOT-20240105-923,9.913,9.5,10.5,Nm,鈴木,OK,False,False,04_組立工程_検査_202401.csv
2024-01-05,P-011,アセンブリB,組立工程,LOT-20240105-217,10.158,9.5,10.5,Nm,中村,OK,False,False,04_組立工程_検査_202401.csv
2024-01-05,P-010,アセンブリA,組立工程,LOT-20240105-763,9.908,9.5,10.5,Nm,鈴木,OK,False,False,04_組立工程_検査_202401.csv
2024-01-08,P-011,アセンブリB,組立工程,LOT-20240108-946,10.063,9.5,10.5,Nm,鈴木,OK,False,False,04_組立工程_検査_202401.csv
2024-01-08,P-010,アセンブリA,組立工程,LOT-20240108-161,10.19,9.5,10.5,Nm,鈴木,OK,False,False,04_組立工程_検査_202401.csv
2024-01-08,P-011,アセンブリB,組立工程,LOT-20240108-709,9.835,9.5,10.5,Nm,中村,OK,False,False,04_組立工程_検査_202401.csv
2024-01-08,P-011,アセンブリB,組立工程,LOT-20240108-549,9.336,9.5,10.5,Nm,田中,NG,True,False,04_組立工程_検査_202401.csv
2024-01-08,P-011,アセンブリB,組立工程,LOT-20240108-805,9.96,9.5,10.5,Nm,佐藤,OK,False,False,04_組立工程_検査_202401.csv
2024-01-09,P-012,ユニットC,組立工程,LOT-20240109-512,9.951,9.5,10.5,Nm,佐藤,OK,False,False,04_組立工程_検査_202401.csv
2024-01-09,P-012,ユニットC,組立工程,LOT-20240109-652,9.989,9.5,10.5,Nm,山田,OK,False,False,04_組立工程_検査_202401.csv
2024-01-09,P-011,アセンブリB,組立工程,LOT-20240109-182,9.805,9.5,10.5,Nm,中村,OK,False,False,04_組立工程_検査_202401.csv
2024-01-09,P-010,アセンブリA,組立工程,LOT-20240109-542,10.112,9.5,10.5,Nm,佐藤,OK,False,False,04_組立工程_検査_202401.csv
2024-01-09,P-012,ユニットC,組立工程,LOT-20240109-356,10.129,9.5,10.5,Nm,田中,OK,False,False,04_組立工程_検査_202401.csv
2024-01-10,P-010,アセンブリA,組立工程,LOT-20240110-334,9.32,9.5,10.5,Nm,中村,NG,True,False,04_組立工程_検査_202401.csv
2024-01-10,P-012,ユニットC,組立工程,LOT-20240110-121,9.998,9.5,10.5,Nm,佐藤,OK,False,False,04_組立工程_検査_202401.csv
2024-01-10,P-012,ユニットC,組立工程,LOT-20240110-141,9.757,9.5,10.5,Nm,鈴木,OK,False,False,04_組立工程_検査_202401.csv
2024-01-10,P-011,アセンブリB,組立工程,LOT-20240110-631,10.137,9.5,10.5,Nm,山田,OK,False,False,04_組立工程_検査_202401.csv
2024-01-10,P-011,アセンブリB,組立工程,LOT-20240110-285,9.796,9.5,10.5,Nm,中村,OK,False,False,04_組立工程_検査_202401.csv
2024-01-11,P-011,アセンブリB,組立工程,LOT-20240111-750,10.226,9.5,10.5,Nm,山田,OK,False,False,04_組立工程_検査_202401.csv
2024-01-11,P-010,アセンブリA,組立工程,LOT-20240111-581,9.701,9.5,10.5,Nm,佐藤,OK,False,False,04_組立工程_検査_202401.csv
2024-01-11,P-011,アセンブリB,組立工程,LOT-20240111-441,10.292,9.5,10.5,Nm,佐藤,OK,False,False,04_組立工程_検査_202401.csv
2024-01-11,P-012,ユニットC,組立工程,LOT-20240111-207,10.153,9.5,10.5,Nm,鈴木,OK,False,False,04_組立工程_検査_202401.csv
2024-01-11,P-011,アセンブリB,組立工程,LOT-20240111-521,9.104,9.5,10.5,Nm,山田,NG,True,False,04_組立工程_検査_202401.csv
2024-01-12,P-011,アセンブリB,組立工程,LOT-20240112-778,10.11,9.5,10.5,Nm,山田,OK,False,False,04_組立工程_検査_202401.csv
2024-01-12,P-012,ユニットC,組立工程,LOT-20240112-137,10.056,9.5,10.5,Nm,山田,OK,False,False,04_組立工程_検査_202401.csv
2024-01-12,P-010,アセンブリA,組立工程,LOT-20240112-422,9.292,9.5,10.5,Nm,佐藤,NG,True,False,04_組立工程_検査_202401.csv
