WorkDate,SiteID,SiteName,Process,WorkerID,PlannedHours,ActualHours,ProgressPct,DefectCount
2024-01-02,SITE-D,現場D,基礎,WRK-019,7.1,8.0,69,5
2024-01-03,SITE-A,現場A,設備,WRK-019,6.5,4.0,57,4
2024-01-04,SITE-A,現場A,基礎,WRK-019,6.8,8.2,99,0
2024-01-05,SITE-A,現場A,設備,WRK-019,6.1,6.5,47,5
2024-01-06,SITE-D,現場D,内装,WRK-019,8.0,6.3,78,3
2024-01-07,SITE-A,現場A,躯体,WRK-019,7.3,6.1,52,4
2024-01-08,SITE-D,現場D,躯体,WRK-019,7.5,5.3,30,0
2024-01-09,SITE-C,現場C,設備,WRK-019,7.3,7.3,98,3
2024-01-10,SITE-B,現場B,躯体,WRK-019,6.9,4.9,54,5
2024-01-11,SITE-A,現場A,基礎,WRK-019,7.6,6.5,32,1
2024-01-12,SITE-B,現場B,基礎,WRK-019,6.2,4.2,36,1
2024-01-13,SITE-A,現場A,設備,WRK-019,6.9,7.2,37,1
2024-01-14,SITE-E,現場E,内装,WRK-019,6.5,9.5,70,4
2024-01-15,SITE-E,現場E,内装,WRK-019,6.5,9.3,96,1
2024-01-16,SITE-D,現場D,内装,WRK-019,6.6,7.3,52,5
2024-01-17,SITE-D,現場D,設備,WRK-019,6.1,6.1,78,4
2024-01-18,SITE-C,現場C,設備,WRK-019,6.8,5.8,53,4
2024-01-19,SITE-D,現場D,躯体,WRK-019,7.7,5.8,48,3
2024-01-20,SITE-A,現場A,設備,WRK-019,7.9,7.3,47,3
2024-01-01,SITE-B,現場B,内装,WRK-020,6.4,7.9,87,2
2024-01-02,SITE-A,現場A,躯体,WRK-020,6.1,6.3,35,0
2024-01-03,SITE-B,現場B,躯体,WRK-020,7.0,9.2,72,2
2024-01-04,SITE-A,現場A,躯体,WRK-020,7.9,9.8,45,5
2024-01-05,SITE-D,現場D,躯体,WRK-020,7.4,8.2,80,1
2024-01-06,SITE-E,現場E,内装,WRK-020,7.6,6.3,98,5
2024-01-07,SITE-C,現場C,内装,WRK-020,6.5,7.1,93,3
2024-01-08,SITE-A,現場A,設備,WRK-020,7.5,5.9,56,2
2024-01-09,SITE-C,現場C,設備,WRK-020,6.1,9.2,48,0
2024-01-10,SITE-C,現場C,設備,WRK-020,6.6,5.2,59,3
2024-01-11,SITE-E,現場E,躯体,WRK-020,7.0,7.9,73,2
2024-01-12,SITE-D,現場D,設備,WRK-020,6.9,8.4,75,1
2024-01-13,SITE-B,現場B,設備,WRK-020,6.4,9.3,37,4
2024-01-14,SITE-A,現場A,基礎,WRK-020,7.9,8.0,30,3
2024-01-15,SITE-B,現場B,躯体,WRK-020,6.1,4.9,57,4
2024-01-16,SITE-D,現場D,内装,WRK-020,6.1,7.8,91,5
2024-01-17,SITE-D,現場D,基礎,WRK-020,6.0,7.3,31,0
2024-01-18,SITE-E,現場E,内装,WRK-020,7.1,5.7,94,5
2024-01-19,SITE-D,現場D,躯体,WRK-020,6.2,4.6,49,1
2024-01-20,SITE-B,現場B,内装,WRK-020,7.6,5.6,80,0
