product_id,product_name,production_date,line_id,planned_qty,actual_qty,planned_material,actual_material,planned_labor,actual_labor,planned_overhead,actual_overhead,source_file,material_variance,labor_variance,overhead_variance,planned_total_cost,actual_total_cost,total_variance,variance_ratio,qty_variance,variance_flag
P019,FinGoodD,2024-01-02,ライン3,141,133,98566.0,108096.0,30455.0,30773.0,12096.0,13285.0,production_cost_styleA_202401.csv,9530.0,318.0,1189.0,141117.0,152154.0,11037.0,0.07821169667722529,-8,正常
P020,FinGoodE,2024-01-02,ライン3,171,166,139050.0,145452.0,47120.0,51403.0,18862.0,21946.0,production_cost_styleA_202401.csv,6402.0,4283.0,3084.0,205032.0,218801.0,13769.0,0.06715537086893753,-5,正常
P001,部品A,2024-01-03,ライン1,183,188,54673.0,53060.0,79915.0,67383.0,43892.0,47621.0,production_cost_styleA_202401.csv,-1613.0,-12532.0,3729.0,178480.0,168064.0,-10416.0,-0.05835948005378754,5,正常
P002,部品B,2024-01-03,ライン1,163,117,141245.0,148763.0,23941.0,24404.0,21001.0,19532.0,production_cost_styleA_202401.csv,7518.0,463.0,-1469.0,186187.0,192699.0,6512.0,0.03497558905831234,-46,正常
P003,部品C,2024-01-03,ライン1,185,185,114530.0,121618.0,67586.0,77797.0,14577.0,14876.0,production_cost_styleA_202401.csv,7088.0,10211.0,299.0,196693.0,214291.0,17598.0,0.08946937613438201,0,正常
P004,部品D,2024-01-03,ライン1,105,113,112072.0,122365.0,69645.0,64423.0,25949.0,24003.0,production_cost_styleA_202401.csv,10293.0,-5222.0,-1946.0,207666.0,210791.0,3125.0,0.015048202401933875,8,正常
P005,部品E,2024-01-03,ライン1,115,107,188448.0,157786.0,24028.0,20150.0,43271.0,47404.0,production_cost_styleA_202401.csv,-30662.0,-3878.0,4133.0,255747.0,225340.0,-30407.0,-0.11889484529632802,-8,節約
P006,ユニットX,2024-01-03,ライン1,83,84,134238.0,126377.0,39779.0,42410.0,14889.0,16380.0,production_cost_styleA_202401.csv,-7861.0,2631.0,1491.0,188906.0,185167.0,-3739.0,-0.019792912877304055,1,正常
P007,ユニットY,2024-01-03,ライン1,63,64,102747.0,109189.0,54675.0,48644.0,18510.0,15609.0,production_cost_styleA_202401.csv,6442.0,-6031.0,-2901.0,175932.0,173442.0,-2490.0,-0.014153195552827229,1,正常
P008,ユニットZ,2024-01-03,ライン1,192,202,136115.0,161952.0,68433.0,77150.0,43806.0,45796.0,production_cost_styleA_202401.csv,25837.0,8717.0,1990.0,248354.0,284898.0,36544.0,0.1471448013722348,10,超過
P009,製品P,2024-01-03,ライン1,192,178,174419.0,188561.0,36047.0,33293.0,17217.0,16114.0,production_cost_styleA_202401.csv,14142.0,-2754.0,-1103.0,227683.0,237968.0,10285.0,0.04517245468480299,-14,正常
P010,製品Q,2024-01-03,ライン1,51,47,148602.0,176646.0,24175.0,20227.0,39639.0,40122.0,production_cost_styleA_202401.csv,28044.0,-3948.0,483.0,212416.0,236995.0,24579.0,0.1157116224766496,-4,超過
P011,PartA,2024-01-03,ライン1,146,141,105508.0,108361.0,63296.0,52788.0,41073.0,33723.0,production_cost_styleA_202401.csv,2853.0,-10508.0,-7350.0,209877.0,194872.0,-15005.0,-0.07149425615956012,-5,正常
P012,PartB,2024-01-03,ライン1,90,81,62237.0,64903.0,46587.0,44988.0,26961.0,23893.0,production_cost_styleA_202401.csv,2666.0,-1599.0,-3068.0,135785.0,133784.0,-2001.0,-0.014736532017527709,-9,正常
P013,PartC,2024-01-03,ライン1,181,178,92487.0,98670.0,60709.0,49670.0,29465.0,28231.0,production_cost_styleA_202401.csv,6183.0,-11039.0,-1234.0,182661.0,176571.0,-6090.0,-0.03334045034243763,-3,正常
P014,SubAsmX,2024-01-03,ライン1,64,49,81685.0,76069.0,28234.0,22675.0,20221.0,22219.0,production_cost_styleA_202401.csv,-5616.0,-5559.0,1998.0,130140.0,120963.0,-9177.0,-0.07051636698939603,-15,正常
P015,SubAsmY,2024-01-03,ライン1,94,94,84517.0,79586.0,53523.0,51320.0,36722.0,40277.0,production_cost_styleA_202401.csv,-4931.0,-2203.0,3555.0,174762.0,171183.0,-3579.0,-0.020479280392762728,0,正常
P016,FinGoodA,2024-01-03,ライン1,161,149,179317.0,194343.0,54546.0,52750.0,32936.0,27866.0,production_cost_styleA_202401.csv,15026.0,-1796.0,-5070.0,266799.0,274959.0,8160.0,0.030584822281942585,-12,正常
P017,FinGoodB,2024-01-03,ライン1,55,51,192142.0,181525.0,47606.0,46401.0,37584.0,31659.0,production_cost_styleA_202401.csv,-10617.0,-1205.0,-5925.0,277332.0,259585.0,-17747.0,-0.063991894191799,-4,正常
P018,FinGoodC,2024-01-03,ライン1,161,161,109365.0,102062.0,38616.0,33490.0,23581.0,23679.0,production_cost_styleA_202401.csv,-7303.0,-5126.0,98.0,171562.0,159231.0,-12331.0,-0.071874890710064,0,正常
P019,FinGoodD,2024-01-03,ライン1,79,74,166434.0,176117.0,41066.0,35279.0,48329.0,40651.0,production_cost_styleA_202401.csv,9683.0,-5787.0,-7678.0,255829.0,252047.0,-3782.0,-0.014783312290631633,-5,正常
P020,FinGoodE,2024-01-03,ライン1,115,117,164032.0,181935.0,59331.0,59191.0,17086.0,18825.0,production_cost_styleA_202401.csv,17903.0,-140.0,1739.0,240449.0,259951.0,19502.0,0.08110659640921776,2,正常
P001,部品A,2024-01-03,ライン2,198,214,134674.0,154296.0,58118.0,61075.0,34981.0,30097.0,production_cost_styleB_202401.csv,19622.0,2957.0,-4884.0,227773.0,245468.0,17695.0,0.07768699538575687,16,正常
P002,部品B,2024-01-03,ライン2,67,68,169449.0,140588.0,55485.0,54636.0,24078.0,19624.0,production_cost_styleB_202401.csv,-28861.0,-849.0,-4454.0,249012.0,214848.0,-34164.0,-0.1371982073153101,1,節約
P003,部品C,2024-01-03,ライン2,144,131,179638.0,180145.0,71318.0,70254.0,34600.0,35352.0,production_cost_styleB_202401.csv,507.0,-1064.0,752.0,285556.0,285751.0,195.0,0.0006828783145862808,-13,正常
P004,部品D,2024-01-03,ライン2,60,63,147776.0,127138.0,39292.0,32406.0,29025.0,24422.0,production_cost_styleB_202401.csv,-20638.0,-6886.0,-4603.0,216093.0,183966.0,-32127.0,-0.1486720995127098,3,節約
P005,部品E,2024-01-03,ライン2,137,125,146919.0,175773.0,22349.0,22564.0,38305.0,39987.0,production_cost_styleB_202401.csv,28854.0,215.0,1682.0,207573.0,238324.0,30751.0,0.14814547171356582,-12,超過
P006,ユニットX,2024-01-03,ライン2,143,136,111315.0,124194.0,40302.0,42677.0,33915.0,28027.0,production_cost_styleB_202401.csv,12879.0,2375.0,-5888.0,185532.0,194898.0,9366.0,0.05048185757712955,-7,正常
P007,ユニットY,2024-01-03,ライン2,74,72,87799.0,91406.0,71094.0,61151.0,48576.0,40445.0,production_cost_styleB_202401.csv,3607.0,-9943.0,-8131.0,207469.0,193002.0,-14467.0,-0.06973089955607825,-2,正常
P008,ユニットZ,2024-01-03,ライン2,86,82,148408.0,160805.0,59728.0,49807.0,15158.0,15515.0,production_cost_styleB_202401.csv,12397.0,-9921.0,357.0,223294.0,226127.0,2833.0,0.01268730910817129,-4,正常
P009,製品P,2024-01-03,ライン2,134,138,174344.0,176184.0,64326.0,68084.0,37417.0,36270.0,production_cost_styleB_202401.csv,1840.0,3758.0,-1147.0,276087.0,280538.0,4451.0,0.01612172974460949,4,正常
P010,製品Q,2024-01-03,ライン2,142,110,192675.0,168938.0,40504.0,48604.0,40646.0,35036.0,production_cost_styleB_202401.csv,-23737.0,8100.0,-5610.0,273825.0,252578.0,-21247.0,-0.07759335341915458,-32,正常
P011,PartA,2024-01-03,ライン2,125,115,165631.0,135006.0,70107.0,65530.0,45347.0,50178.0,production_cost_styleB_202401.csv,-30625.0,-4577.0,4831.0,281085.0,250714.0,-30371.0,-0.10804916662219613,-10,節約
P012,PartB,2024-01-03,ライン2,83,77,77127.0,89549.0,61571.0,67018.0,34990.0,28603.0,production_cost_styleB_202401.csv,12422.0,5447.0,-6387.0,173688.0,185170.0,11482.0,0.06610704251301183,-6,正常
P013,PartC,2024-01-03,ライン2,143,135,116630.0,114247.0,37096.0,37600.0,39941.0,36897.0,production_cost_styleB_202401.csv,-2383.0,504.0,-3044.0,193667.0,188744.0,-4923.0,-0.025419921824575174,-8,正常
P014,SubAsmX,2024-01-03,ライン2,170,159,151746.0,168101.0,54225.0,60258.0,27624.0,27656.0,production_cost_styleB_202401.csv,16355.0,6033.0,32.0,233595.0,256015.0,22420.0,0.09597808172263961,-11,正常
P015,SubAsmY,2024-01-03,ライン2,157,166,170189.0,179800.0,28304.0,32540.0,20000.0,20436.0,production_cost_styleB_202401.csv,9611.0,4236.0,436.0,218493.0,232776.0,14283.0,0.06537051530254974,9,正常
P016,FinGoodA,2024-01-03,ライン2,76,76,68702.0,67309.0,25033.0,25166.0,16412.0,18586.0,production_cost_styleB_202401.csv,-1393.0,133.0,2174.0,110147.0,111061.0,914.0,0.008298001761282649,0,正常
P017,FinGoodB,2024-01-03,ライン2,73,68,117669.0,96642.0,40975.0,41008.0,11067.0,9897.0,production_cost_styleB_202401.csv,-21027.0,33.0,-1170.0,169711.0,147547.0,-22164.0,-0.13059848801786567,-5,節約
P018,FinGoodC,2024-01-03,ライン2,70,63,189624.0,211725.0,70351.0,60153.0,35998.0,32930.0,production_cost_styleB_202401.csv,22101.0,-10198.0,-3068.0,295973.0,304808.0,8835.0,0.029850695840498966,-7,正常
P019,FinGoodD,2024-01-03,ライン2,170,157,155830.0,129603.0,46916.0,42336.0,10210.0,11578.0,production_cost_styleB_202401.csv,-26227.0,-4580.0,1368.0,212956.0,183517.0,-29439.0,-0.13823982418903435,-13,節約
P020,FinGoodE,2024-01-03,ライン2,190,194,113488.0,96322.0,66570.0,59605.0,19506.0,20590.0,production_cost_styleB_202401.csv,-17166.0,-6965.0,1084.0,199564.0,176517.0,-23047.0,-0.11548676113928363,4,節約
P001,部品A,2024-01-03,ライン3,167,151,124974.0,128726.0,52163.0,56723.0,35278.0,32333.0,production_cost_styleB_202401.csv,3752.0,4560.0,-2945.0,212415.0,217782.0,5367.0,0.025266577219122944,-16,正常
P002,部品B,2024-01-03,ライン3,50,47,112485.0,133842.0,59862.0,49510.0,13425.0,13564.0,production_cost_styleB_202401.csv,21357.0,-10352.0,139.0,185772.0,196916.0,11144.0,0.05998751157332644,-3,正常
P003,部品C,2024-01-03,ライン3,179,179,53050.0,50650.0,72400.0,68731.0,11741.0,12903.0,production_cost_styleB_202401.csv,-2400.0,-3669.0,1162.0,137191.0,132284.0,-4907.0,-0.03576765239702313,0,正常
P004,部品D,2024-01-03,ライン3,141,136,159941.0,174988.0,57695.0,53830.0,40860.0,33413.0,production_cost_styleB_202401.csv,15047.0,-3865.0,-7447.0,258496.0,262231.0,3735.0,0.014448966328299085,-5,正常
P005,部品E,2024-01-03,ライン3,189,194,174558.0,173059.0,61081.0,53318.0,49233.0,42042.0,production_cost_styleB_202401.csv,-1499.0,-7763.0,-7191.0,284872.0,268419.0,-16453.0,-0.05775576399224915,5,正常
P006,ユニットX,2024-01-03,ライン3,167,125,168666.0,155853.0,73147.0,70170.0,22624.0,25478.0,production_cost_styleB_202401.csv,-12813.0,-2977.0,2854.0,264437.0,251501.0,-12936.0,-0.048919024191017145,-42,正常
P007,ユニットY,2024-01-03,ライン3,171,179,78666.0,90176.0,41418.0,38634.0,41234.0,35040.0,production_cost_styleB_202401.csv,11510.0,-2784.0,-6194.0,161318.0,163850.0,2532.0,0.015695706616744565,8,正常
P008,ユニットZ,2024-01-03,ライン3,144,141,115960.0,101434.0,77389.0,83334.0,23561.0,22311.0,production_cost_styleB_202401.csv,-14526.0,5945.0,-1250.0,216910.0,207079.0,-9831.0,-0.04532294500023051,-3,正常
P009,製品P,2024-01-03,ライン3,182,166,113675.0,99145.0,45836.0,42055.0,49804.0,41887.0,production_cost_styleB_202401.csv,-14530.0,-3781.0,-7917.0,209315.0,183087.0,-26228.0,-0.12530396770417793,-16,節約
P010,製品Q,2024-01-03,ライン3,133,127,140393.0,132057.0,45567.0,37226.0,37591.0,43155.0,production_cost_styleB_202401.csv,-8336.0,-8341.0,5564.0,223551.0,212438.0,-11113.0,-0.04971125157122983,-6,正常
P011,PartA,2024-01-03,ライン3,140,138,145920.0,155912.0,67489.0,64957.0,12294.0,12359.0,production_cost_styleB_202401.csv,9992.0,-2532.0,65.0,225703.0,233228.0,7525.0,0.03334027460866714,-2,正常
P012,PartB,2024-01-03,ライン3,90,83,141136.0,116704.0,66879.0,74329.0,11392.0,10783.0,production_cost_styleB_202401.csv,-24432.0,7450.0,-609.0,219407.0,201816.0,-17591.0,-0.0801751995150565,-7,正常
P013,PartC,2024-01-03,ライン3,148,134,73016.0,71378.0,46995.0,39042.0,24839.0,21239.0,production_cost_styleB_202401.csv,-1638.0,-7953.0,-3600.0,144850.0,131659.0,-13191.0,-0.09106662064204349,-14,正常
P014,SubAsmX,2024-01-03,ライン3,143,147,87442.0,87408.0,26807.0,25595.0,39427.0,40400.0,production_cost_styleB_202401.csv,-34.0,-1212.0,973.0,153676.0,153403.0,-273.0,-0.0017764647700356595,4,正常
P015,SubAsmY,2024-01-03,ライン3,117,121,82186.0,98578.0,56713.0,49911.0,37759.0,32257.0,production_cost_styleB_202401.csv,16392.0,-6802.0,-5502.0,176658.0,180746.0,4088.0,0.023140757848498228,4,正常
P016,FinGoodA,2024-01-03,ライン3,68,73,116767.0,132905.0,25267.0,23444.0,37277.0,35002.0,production_cost_styleB_202401.csv,16138.0,-1823.0,-2275.0,179311.0,191351.0,12040.0,0.0671459085053343,5,正常
P017,FinGoodB,2024-01-03,ライン3,66,63,94994.0,102601.0,29450.0,25611.0,38383.0,36256.0,production_cost_styleB_202401.csv,7607.0,-3839.0,-2127.0,162827.0,164468.0,1641.0,0.010078181137035012,-3,正常
P018,FinGoodC,2024-01-03,ライン3,107,100,70832.0,72362.0,67422.0,63887.0,11051.0,12394.0,production_cost_styleB_202401.csv,1530.0,-3535.0,1343.0,149305.0,148643.0,-662.0,-0.004433876963263119,-7,正常
P019,FinGoodD,2024-01-03,ライン3,191,205,59862.0,59351.0,43890.0,42324.0,38677.0,37276.0,production_cost_styleB_202401.csv,-511.0,-1566.0,-1401.0,142429.0,138951.0,-3478.0,-0.024419184295333112,14,正常
P020,FinGoodE,2024-01-03,ライン3,197,185,146351.0,137249.0,46998.0,54104.0,37204.0,41375.0,production_cost_styleB_202401.csv,-9102.0,7106.0,4171.0,230553.0,232728.0,2175.0,0.00943383950761864,-12,正常
P001,部品A,2024-01-04,ライン1,200,218,114893.0,97620.0,74643.0,64283.0,12217.0,10578.0,production_cost_styleB_202401.csv,-17273.0,-10360.0,-1639.0,201753.0,172481.0,-29272.0,-0.14508830104137238,18,節約
P002,部品B,2024-01-04,ライン1,132,124,192122.0,159758.0,51134.0,44922.0,21362.0,25261.0,production_cost_styleB_202401.csv,-32364.0,-6212.0,3899.0,264618.0,229941.0,-34677.0,-0.13104550710835997,-8,節約
P003,部品C,2024-01-04,ライン1,120,115,130022.0,152989.0,50154.0,43217.0,16745.0,17809.0,production_cost_styleB_202401.csv,22967.0,-6937.0,1064.0,196921.0,214015.0,17094.0,0.08680638428608427,-5,正常
P004,部品D,2024-01-04,ライン1,136,137,173785.0,183618.0,21702.0,22369.0,11818.0,12533.0,production_cost_styleB_202401.csv,9833.0,667.0,715.0,207305.0,218520.0,11215.0,0.05409903282602928,1,正常
P005,部品E,2024-01-04,ライン1,196,201,124706.0,147484.0,57630.0,57237.0,21587.0,24218.0,production_cost_styleB_202401.csv,22778.0,-393.0,2631.0,203923.0,228939.0,25016.0,0.12267375430922456,5,超過
P006,ユニットX,2024-01-04,ライン1,153,139,58987.0,52003.0,46376.0,48355.0,29370.0,27168.0,production_cost_styleB_202401.csv,-6984.0,1979.0,-2202.0,134733.0,127526.0,-7207.0,-0.05349097845368247,-14,正常
P007,ユニットY,2024-01-04,ライン1,131,140,196306.0,201147.0,27846.0,25831.0,24822.0,24489.0,production_cost_styleB_202401.csv,4841.0,-2015.0,-333.0,248974.0,251467.0,2493.0,0.010013093736695398,9,正常
P008,ユニットZ,2024-01-04,ライン1,118,109,57591.0,55705.0,76723.0,90923.0,44567.0,51738.0,production_cost_styleB_202401.csv,-1886.0,14200.0,7171.0,178881.0,198366.0,19485.0,0.10892716386871719,-9,超過
P009,製品P,2024-01-04,ライン1,133,138,78475.0,77433.0,29561.0,34043.0,49839.0,49786.0,production_cost_styleB_202401.csv,-1042.0,4482.0,-53.0,157875.0,161262.0,3387.0,0.021453681710213775,5,正常
P010,製品Q,2024-01-04,ライン1,73,73,195003.0,159945.0,32909.0,32841.0,24116.0,27804.0,production_cost_styleB_202401.csv,-35058.0,-68.0,3688.0,252028.0,220590.0,-31438.0,-0.12474010824194137,0,節約
P011,PartA,2024-01-04,ライン1,170,153,66125.0,62574.0,28036.0,26951.0,20579.0,16836.0,production_cost_styleB_202401.csv,-3551.0,-1085.0,-3743.0,114740.0,106361.0,-8379.0,-0.07302597176224508,-17,正常
P012,PartB,2024-01-04,ライン1,63,59,132983.0,147048.0,24412.0,22261.0,30170.0,36073.0,production_cost_styleB_202401.csv,14065.0,-2151.0,5903.0,187565.0,205382.0,17817.0,0.09499106976248234,-4,正常
P013,PartC,2024-01-04,ライン1,80,73,105980.0,100283.0,79207.0,67937.0,32313.0,33638.0,production_cost_styleB_202401.csv,-5697.0,-11270.0,1325.0,217500.0,201858.0,-15642.0,-0.07191724137931034,-7,正常
P014,SubAsmX,2024-01-04,ライン1,152,138,70555.0,69342.0,39982.0,41682.0,28950.0,29129.0,production_cost_styleB_202401.csv,-1213.0,1700.0,179.0,139487.0,140153.0,666.0,0.004774638496777477,-14,正常
P015,SubAsmY,2024-01-04,ライン1,133,128,108943.0,113027.0,56990.0,57157.0,43704.0,43874.0,production_cost_styleB_202401.csv,4084.0,167.0,170.0,209637.0,214058.0,4421.0,0.021088834509175383,-5,正常
P016,FinGoodA,2024-01-04,ライン1,175,167,172362.0,205449.0,42101.0,43511.0,36952.0,41339.0,production_cost_styleB_202401.csv,33087.0,1410.0,4387.0,251415.0,290299.0,38884.0,0.15466062088578644,-8,超過
P017,FinGoodB,2024-01-04,ライン1,56,53,148339.0,132172.0,78323.0,64268.0,33139.0,32880.0,production_cost_styleB_202401.csv,-16167.0,-14055.0,-259.0,259801.0,229320.0,-30481.0,-0.11732441368585957,-3,節約
P018,FinGoodC,2024-01-04,ライン1,184,188,176175.0,143165.0,28867.0,34042.0,37229.0,31420.0,production_cost_styleB_202401.csv,-33010.0,5175.0,-5809.0,242271.0,208627.0,-33644.0,-0.1388692827453554,4,節約
P019,FinGoodD,2024-01-04,ライン1,54,53,111944.0,116936.0,32234.0,31867.0,30073.0,34263.0,production_cost_styleB_202401.csv,4992.0,-367.0,4190.0,174251.0,183066.0,8815.0,0.05058794497592553,-1,正常
P020,FinGoodE,2024-01-04,ライン1,65,65,134133.0,127524.0,79887.0,94481.0,29135.0,28665.0,production_cost_styleB_202401.csv,-6609.0,14594.0,-470.0,243155.0,250670.0,7515.0,0.03090621208694043,0,正常
P001,部品A,2024-01-04,ライン2,186,180,165798.0,178619.0,63255.0,66041.0,35732.0,31334.0,production_cost_styleB_202401.csv,12821.0,2786.0,-4398.0,264785.0,275994.0,11209.0,0.04233245840965311,-6,正常
P002,部品B,2024-01-04,ライン2,113,108,191223.0,206896.0,78936.0,84942.0,40847.0,40667.0,production_cost_styleB_202401.csv,15673.0,6006.0,-180.0,311006.0,332505.0,21499.0,0.069127283717999,-5,正常
P003,部品C,2024-01-04,ライン2,172,186,169311.0,181272.0,36407.0,34655.0,14875.0,17732.0,production_cost_styleB_202401.csv,11961.0,-1752.0,2857.0,220593.0,233659.0,13066.0,0.05923125393824827,14,正常
P004,部品D,2024-01-04,ライン2,138,146,93568.0,87818.0,37258.0,36399.0,38566.0,34808.0,production_cost_styleB_202401.csv,-5750.0,-859.0,-3758.0,169392.0,159025.0,-10367.0,-0.06120123736658166,8,正常
P005,部品E,2024-01-04,ライン2,172,183,90670.0,76497.0,53721.0,58897.0,20865.0,18689.0,production_cost_styleB_202401.csv,-14173.0,5176.0,-2176.0,165256.0,154083.0,-11173.0,-0.06761025318294041,11,正常
P006,ユニットX,2024-01-04,ライン2,62,62,145692.0,158359.0,23149.0,19451.0,26532.0,29406.0,production_cost_styleB_202401.csv,12667.0,-3698.0,2874.0,195373.0,207216.0,11843.0,0.060617383159392545,0,正常
P007,ユニットY,2024-01-04,ライン2,51,55,73691.0,72975.0,59174.0,62737.0,45226.0,49855.0,production_cost_styleB_202401.csv,-716.0,3563.0,4629.0,178091.0,185567.0,7476.0,0.04197853906149104,4,正常
P008,ユニットZ,2024-01-04,ライン2,123,126,186191.0,188809.0,25368.0,27632.0,32965.0,38723.0,production_cost_styleB_202401.csv,2618.0,2264.0,5758.0,244524.0,255164.0,10640.0,0.0435131111874499,3,正常
P009,製品P,2024-01-04,ライン2,94,100,190088.0,211984.0,22180.0,19397.0,43448.0,47776.0,production_cost_styleB_202401.csv,21896.0,-2783.0,4328.0,255716.0,279157.0,23441.0,0.0916681005490466,6,正常
P010,製品Q,2024-01-04,ライン2,124,111,135194.0,123544.0,26438.0,31610.0,49320.0,50174.0,production_cost_styleB_202401.csv,-11650.0,5172.0,854.0,210952.0,205328.0,-5624.0,-0.02666009329136486,-13,正常
P011,PartA,2024-01-04,ライン2,176,163,125632.0,117123.0,36370.0,39733.0,42353.0,44865.0,production_cost_styleB_202401.csv,-8509.0,3363.0,2512.0,204355.0,201721.0,-2634.0,-0.012889334736120967,-13,正常
P012,PartB,2024-01-04,ライン2,97,76,94254.0,98437.0,60464.0,63819.0,17726.0,17056.0,production_cost_styleB_202401.csv,4183.0,3355.0,-670.0,172444.0,179312.0,6868.0,0.03982742223562432,-21,正常
P013,PartC,2024-01-04,ライン2,159,145,150388.0,139777.0,31087.0,27954.0,15624.0,14129.0,production_cost_styleB_202401.csv,-10611.0,-3133.0,-1495.0,197099.0,181860.0,-15239.0,-0.07731647547679085,-14,正常
P014,SubAsmX,2024-01-04,ライン2,110,104,99444.0,89959.0,54948.0,51861.0,32915.0,29443.0,production_cost_styleB_202401.csv,-9485.0,-3087.0,-3472.0,187307.0,171263.0,-16044.0,-0.0856561687496997,-6,正常
P015,SubAsmY,2024-01-04,ライン2,80,74,152911.0,169416.0,75386.0,81124.0,45512.0,48037.0,production_cost_styleB_202401.csv,16505.0,5738.0,2525.0,273809.0,298577.0,24768.0,0.090457216526849,-6,正常
P016,FinGoodA,2024-01-04,ライン2,125,118,193604.0,231460.0,48691.0,46230.0,28199.0,30477.0,production_cost_styleB_202401.csv,37856.0,-2461.0,2278.0,270494.0,308167.0,37673.0,0.13927480831367794,-7,超過
P017,FinGoodB,2024-01-04,ライン2,170,180,173841.0,180503.0,65712.0,73265.0,37214.0,37593.0,production_cost_styleB_202401.csv,6662.0,7553.0,379.0,276767.0,291361.0,14594.0,0.05273027492439489,10,正常
P018,FinGoodC,2024-01-04,ライン2,185,169,134625.0,134921.0,23705.0,24395.0,31906.0,27437.0,production_cost_styleB_202401.csv,296.0,690.0,-4469.0,190236.0,186753.0,-3483.0,-0.018308837444016905,-16,正常
P019,FinGoodD,2024-01-04,ライン2,133,131,152044.0,176304.0,63015.0,61641.0,29553.0,24300.0,production_cost_styleB_202401.csv,24260.0,-1374.0,-5253.0,244612.0,262245.0,17633.0,0.07208558860562851,-2,正常
P020,FinGoodE,2024-01-04,ライン2,83,82,58661.0,63900.0,47743.0,45756.0,42277.0,47628.0,production_cost_styleB_202401.csv,5239.0,-1987.0,5351.0,148681.0,157284.0,8603.0,0.05786213436821114,-1,正常
P001,部品A,2024-01-04,ライン3,105,95,101679.0,119355.0,23826.0,19718.0,49765.0,58400.0,production_cost_styleB_202401.csv,17676.0,-4108.0,8635.0,175270.0,197473.0,22203.0,0.12667883836366747,-10,超過
P002,部品B,2024-01-04,ライン3,58,54,70314.0,83359.0,58492.0,55554.0,39172.0,45303.0,production_cost_styleB_202401.csv,13045.0,-2938.0,6131.0,167978.0,184216.0,16238.0,0.0966674207336675,-4,正常
P003,部品C,2024-01-04,ライン3,164,177,106347.0,108019.0,60964.0,64708.0,36472.0,34251.0,production_cost_styleB_202401.csv,1672.0,3744.0,-2221.0,203783.0,206978.0,3195.0,0.015678442264565738,13,正常
P004,部品D,2024-01-04,ライン3,95,92,69102.0,76183.0,78723.0,93791.0,43393.0,42751.0,production_cost_styleB_202401.csv,7081.0,15068.0,-642.0,191218.0,212725.0,21507.0,0.11247372109320253,-3,超過
P005,部品E,2024-01-04,ライン3,189,184,84450.0,73927.0,47638.0,54787.0,16205.0,17926.0,production_cost_styleB_202401.csv,-10523.0,7149.0,1721.0,148293.0,146640.0,-1653.0,-0.011146851166272178,-5,正常
P006,ユニットX,2024-01-04,ライン3,58,57,164908.0,145520.0,73025.0,61368.0,10626.0,8643.0,production_cost_styleB_202401.csv,-19388.0,-11657.0,-1983.0,248559.0,215531.0,-33028.0,-0.13287790826322926,-1,節約
P007,ユニットY,2024-01-04,ライン3,62,56,115844.0,128637.0,52386.0,44845.0,40175.0,48106.0,production_cost_styleB_202401.csv,12793.0,-7541.0,7931.0,208405.0,221588.0,13183.0,0.06325663971593772,-6,正常
P008,ユニットZ,2024-01-04,ライン3,109,114,97836.0,90817.0,55875.0,51444.0,36901.0,31636.0,production_cost_styleB_202401.csv,-7019.0,-4431.0,-5265.0,190612.0,173897.0,-16715.0,-0.08769122615575095,5,正常
P009,製品P,2024-01-04,ライン3,183,175,59144.0,68881.0,76911.0,80787.0,45189.0,43873.0,production_cost_styleB_202401.csv,9737.0,3876.0,-1316.0,181244.0,193541.0,12297.0,0.06784776323630023,-8,正常
P010,製品Q,2024-01-04,ライン3,176,138,146497.0,158001.0,42869.0,41296.0,30979.0,28499.0,production_cost_styleB_202401.csv,11504.0,-1573.0,-2480.0,220345.0,227796.0,7451.0,0.03381515350926956,-38,正常
P011,PartA,2024-01-04,ライン3,97,96,177401.0,199099.0,38044.0,44356.0,38303.0,39259.0,production_cost_styleB_202401.csv,21698.0,6312.0,956.0,253748.0,282714.0,28966.0,0.11415262386304523,-1,超過
P012,PartB,2024-01-04,ライン3,156,144,86429.0,101026.0,32200.0,36671.0,35868.0,30021.0,production_cost_styleB_202401.csv,14597.0,4471.0,-5847.0,154497.0,167718.0,13221.0,0.08557447717431406,-12,正常
P013,PartC,2024-01-04,ライン3,98,77,140745.0,157897.0,22373.0,23157.0,12911.0,13797.0,production_cost_styleB_202401.csv,17152.0,784.0,886.0,176029.0,194851.0,18822.0,0.10692556340148499,-21,超過
P014,SubAsmX,2024-01-04,ライン3,105,112,99945.0,117421.0,77421.0,91731.0,10613.0,8989.0,production_cost_styleB_202401.csv,17476.0,14310.0,-1624.0,187979.0,218141.0,30162.0,0.1604540932763766,7,超過
P015,SubAsmY,2024-01-04,ライン3,172,178,155565.0,144465.0,43798.0,39997.0,19573.0,19309.0,production_cost_styleB_202401.csv,-11100.0,-3801.0,-264.0,218936.0,203771.0,-15165.0,-0.06926681770014982,6,正常
P016,FinGoodA,2024-01-04,ライン3,141,137,182422.0,198651.0,47960.0,52979.0,42113.0,39084.0,production_cost_styleB_202401.csv,16229.0,5019.0,-3029.0,272495.0,290714.0,18219.0,0.06685994238426393,-4,正常
P017,FinGoodB,2024-01-04,ライン3,102,100,134379.0,121520.0,33276.0,39063.0,15837.0,16338.0,production_cost_styleB_202401.csv,-12859.0,5787.0,501.0,183492.0,176921.0,-6571.0,-0.03581082554007804,-2,正常
