year_month,department,employment_type,head_count,budget_cost,actual_cost,overtime_cost,variance_amount,variance_rate,cost_per_person,variance_flag,source_file
2024-03,物流部,パート,15,1500000,1412421,202193,-87579,-0.058386,94161.4,正常,labor_cost_styleB_202401.csv
2024-04,営業部,正社員,10,5000000,5360133,1029888,360133,0.0720266,536013.3,正常,labor_cost_styleB_202401.csv
2024-04,営業部,契約社員,5,1500000,1369961,204212,-130039,-0.08669266666666667,273992.2,正常,labor_cost_styleB_202401.csv
2024-04,営業部,パート,8,800000,721715,44212,-78285,-0.09785625,90214.375,正常,labor_cost_styleB_202401.csv
2024-04,製造部,正社員,15,6000000,7305453,1015981,1305453,0.2175755,487030.2,超過,labor_cost_styleB_202401.csv
2024-04,製造部,契約社員,8,2000000,1838885,286945,-161115,-0.0805575,229860.625,正常,labor_cost_styleB_202401.csv
2024-04,製造部,パート,12,1200000,1183451,181195,-16549,-0.013790833333333334,98620.91666666667,正常,labor_cost_styleB_202401.csv
2024-04,管理部,正社員,8,3000000,3259045,468516,259045,0.08634833333333333,407380.625,正常,labor_cost_styleB_202401.csv
2024-04,管理部,契約社員,3,900000,1017090,115715,117090,0.1301,339030.0,正常,labor_cost_styleB_202401.csv
2024-04,管理部,パート,4,400000,417716,77804,17716,0.04429,104429.0,正常,labor_cost_styleB_202401.csv
2024-04,開発部,正社員,18,7000000,6099960,456816,-900040,-0.12857714285714286,338886.6666666667,正常,labor_cost_styleB_202401.csv
2024-04,開発部,契約社員,7,2500000,2686718,363730,186718,0.0746872,383816.85714285716,正常,labor_cost_styleB_202401.csv
2024-04,開発部,パート,3,300000,266191,40807,-33809,-0.11269666666666667,88730.33333333333,正常,labor_cost_styleB_202401.csv
2024-04,物流部,正社員,10,4000000,4531211,566722,531211,0.13280275,453121.1,正常,labor_cost_styleB_202401.csv
2024-04,物流部,契約社員,6,1800000,1573438,88079,-226562,-0.12586777777777777,262239.6666666667,正常,labor_cost_styleB_202401.csv
2024-04,物流部,パート,15,1500000,1420044,124332,-79956,-0.053304,94669.6,正常,labor_cost_styleB_202401.csv
2024-05,営業部,正社員,10,5000000,6471433,1135049,1471433,0.2942866,647143.3,超過,labor_cost_styleB_202401.csv
2024-05,営業部,契約社員,5,1500000,1702853,340461,202853,0.13523533333333335,340570.6,正常,labor_cost_styleB_202401.csv
2024-05,営業部,パート,8,800000,744682,41728,-55318,-0.0691475,93085.25,正常,labor_cost_styleB_202401.csv
2024-05,製造部,正社員,15,6000000,5946901,878514,-53099,-0.008849833333333333,396460.06666666665,正常,labor_cost_styleB_202401.csv
2024-05,製造部,契約社員,8,2000000,1808893,249264,-191107,-0.0955535,226111.625,正常,labor_cost_styleB_202401.csv
2024-05,製造部,パート,12,1200000,1197021,76233,-2979,-0.0024825,99751.75,正常,labor_cost_styleB_202401.csv
2024-05,管理部,正社員,8,3000000,2849977,428978,-150023,-0.050007666666666666,356247.125,正常,labor_cost_styleB_202401.csv
2024-05,管理部,契約社員,3,900000,854046,131566,-45954,-0.05106,284682.0,正常,labor_cost_styleB_202401.csv
2024-05,管理部,パート,4,400000,453423,78004,53423,0.1335575,113355.75,正常,labor_cost_styleB_202401.csv
2024-05,開発部,正社員,18,7000000,6905134,671024,-94866,-0.013552285714285715,383618.55555555556,正常,labor_cost_styleB_202401.csv
2024-05,開発部,契約社員,7,2500000,2852638,315576,352638,0.1410552,407519.71428571426,正常,labor_cost_styleB_202401.csv
2024-05,開発部,パート,3,300000,343930,51124,43930,0.14643333333333333,114643.33333333333,正常,labor_cost_styleB_202401.csv
2024-05,物流部,正社員,10,4000000,3895897,304415,-104103,-0.02602575,389589.7,正常,labor_cost_styleB_202401.csv
2024-05,物流部,契約社員,6,1800000,1938479,278775,138479,0.07693277777777778,323079.8333333333,正常,labor_cost_styleB_202401.csv
2024-05,物流部,パート,15,1500000,1366601,180914,-133399,-0.08893266666666666,91106.73333333334,正常,labor_cost_styleB_202401.csv
2024-06,営業部,正社員,10,5000000,4907174,759323,-92826,-0.0185652,490717.4,正常,labor_cost_styleB_202401.csv
2024-06,営業部,契約社員,5,1500000,1712916,242087,212916,0.141944,342583.2,正常,labor_cost_styleB_202401.csv
2024-06,営業部,パート,8,800000,718010,95226,-81990,-0.1024875,89751.25,正常,labor_cost_styleB_202401.csv
2024-06,製造部,正社員,15,6000000,5267776,1047437,-732224,-0.12203733333333333,351185.06666666665,正常,labor_cost_styleB_202401.csv
2024-06,製造部,契約社員,8,2000000,1976868,133675,-23132,-0.011566,247108.5,正常,labor_cost_styleB_202401.csv
2024-06,製造部,パート,12,1200000,1199415,188896,-585,-0.0004875,99951.25,正常,labor_cost_styleB_202401.csv
2024-06,管理部,正社員,8,3000000,2796082,489897,-203918,-0.06797266666666667,349510.25,正常,labor_cost_styleB_202401.csv
2024-06,管理部,契約社員,3,900000,830807,110239,-69193,-0.07688111111111111,276935.6666666667,正常,labor_cost_styleB_202401.csv
2024-06,管理部,パート,4,400000,450624,56885,50624,0.12656,112656.0,正常,labor_cost_styleB_202401.csv
2024-06,開発部,正社員,18,7000000,7764456,709959,764456,0.109208,431358.6666666667,正常,labor_cost_styleB_202401.csv
2024-06,開発部,契約社員,7,2500000,2436206,463213,-63794,-0.0255176,348029.4285714286,正常,labor_cost_styleB_202401.csv
2024-06,開発部,パート,3,300000,328849,30394,28849,0.09616333333333334,109616.33333333333,正常,labor_cost_styleB_202401.csv
2024-06,物流部,正社員,10,4000000,4104325,820189,104325,0.02608125,410432.5,正常,labor_cost_styleB_202401.csv
2024-06,物流部,契約社員,6,1800000,1610241,210598,-189759,-0.10542166666666666,268373.5,正常,labor_cost_styleB_202401.csv
2024-06,物流部,パート,15,1500000,1523362,200344,23362,0.015574666666666667,101557.46666666666,正常,labor_cost_styleB_202401.csv
2024-07,営業部,正社員,10,5000000,4969299,389085,-30701,-0.0061402,496929.9,正常,labor_cost_styleB_202401.csv
2024-07,営業部,契約社員,5,1500000,1608924,136813,108924,0.072616,321784.8,正常,labor_cost_styleB_202401.csv
2024-07,営業部,パート,8,800000,724999,117236,-75001,-0.09375125,90624.875,正常,labor_cost_styleB_202401.csv
2024-07,製造部,正社員,15,6000000,6888562,743357,888562,0.14809366666666668,459237.4666666667,正常,labor_cost_styleB_202401.csv
2024-07,製造部,契約社員,8,2000000,2302070,453790,302070,0.151035,287758.75,超過,labor_cost_styleB_202401.csv
2024-07,製造部,パート,12,1200000,1084993,135997,-115007,-0.09583916666666667,90416.08333333333,正常,labor_cost_styleB_202401.csv
2024-07,管理部,正社員,8,3000000,3499366,633835,499366,0.16645533333333334,437420.75,超過,labor_cost_styleB_202401.csv
2024-07,管理部,契約社員,3,900000,952357,112891,52357,0.058174444444444445,317452.3333333333,正常,labor_cost_styleB_202401.csv
2024-07,管理部,パート,4,400000,408657,60569,8657,0.0216425,102164.25,正常,labor_cost_styleB_202401.csv
2024-07,開発部,正社員,18,7000000,7282726,1422902,282726,0.04038942857142857,404595.8888888889,正常,labor_cost_styleB_202401.csv
2024-07,開発部,契約社員,7,2500000,2776754,409503,276754,0.1107016,396679.14285714284,正常,labor_cost_styleB_202401.csv
2024-07,開発部,パート,3,300000,348296,62310,48296,0.16098666666666667,116098.66666666667,超過,labor_cost_styleB_202401.csv
2024-07,物流部,正社員,10,4000000,3968993,626337,-31007,-0.00775175,396899.3,正常,labor_cost_styleB_202401.csv
2024-07,物流部,契約社員,6,1800000,2101141,116371,301141,0.16730055555555556,350190.1666666667,超過,labor_cost_styleB_202401.csv
2024-07,物流部,パート,15,1500000,1960361,368821,460361,0.3069073333333333,130690.73333333334,超過,labor_cost_styleB_202401.csv
2024-08,営業部,正社員,10,5000000,5638657,648985,638657,0.1277314,563865.7,正常,labor_cost_styleB_202401.csv
2024-08,営業部,契約社員,5,1500000,1960972,354714,460972,0.3073146666666667,392194.4,超過,labor_cost_styleB_202401.csv
2024-08,営業部,パート,8,800000,888888,164900,88888,0.11111,111111.0,正常,labor_cost_styleB_202401.csv
2024-08,製造部,正社員,15,6000000,7997355,751792,1997355,0.3328925,533157.0,超過,labor_cost_styleB_202401.csv
2024-08,製造部,契約社員,8,2000000,1876708,243362,-123292,-0.061646,234588.5,正常,labor_cost_styleB_202401.csv
2024-08,製造部,パート,12,1200000,1370572,103474,170572,0.14214333333333334,114214.33333333333,正常,labor_cost_styleB_202401.csv
2024-08,管理部,正社員,8,3000000,4033971,576682,1033971,0.344657,504246.375,超過,labor_cost_styleB_202401.csv
2024-08,管理部,契約社員,3,900000,1062037,75901,162037,0.18004111111111112,354012.3333333333,超過,labor_cost_styleB_202401.csv
2024-08,管理部,パート,4,400000,389001,34348,-10999,-0.0274975,97250.25,正常,labor_cost_styleB_202401.csv
2024-08,開発部,正社員,18,7000000,9339607,1729521,2339607,0.3342295714285714,518867.05555555556,超過,labor_cost_styleB_202401.csv
2024-08,開発部,契約社員,7,2500000,2355655,273867,-144345,-0.057738,336522.14285714284,正常,labor_cost_styleB_202401.csv
2024-08,開発部,パート,3,300000,323275,47146,23275,0.07758333333333334,107758.33333333333,正常,labor_cost_styleB_202401.csv
2024-08,物流部,正社員,10,4000000,3885123,686872,-114877,-0.02871925,388512.3,正常,labor_cost_styleB_202401.csv
2024-08,物流部,契約社員,6,1800000,1824621,223481,24621,0.013678333333333334,304103.5,正常,labor_cost_styleB_202401.csv
2024-08,物流部,パート,15,1500000,1608983,219178,108983,0.07265533333333334,107265.53333333334,正常,labor_cost_styleB_202401.csv
2024-09,営業部,正社員,10,5000000,4692846,923043,-307154,-0.0614308,469284.6,正常,labor_cost_styleB_202401.csv
2024-09,営業部,契約社員,5,1500000,1398516,188644,-101484,-0.067656,279703.2,正常,labor_cost_styleB_202401.csv
2024-09,営業部,パート,8,800000,858720,49253,58720,0.0734,107340.0,正常,labor_cost_styleB_202401.csv
2024-09,製造部,正社員,15,6000000,5994109,1112646,-5891,-0.0009818333333333333,399607.26666666666,正常,labor_cost_styleB_202401.csv
2024-09,製造部,契約社員,8,2000000,2179316,307413,179316,0.089658,272414.5,正常,labor_cost_styleB_202401.csv
2024-09,製造部,パート,12,1200000,1249182,178800,49182,0.040985,104098.5,正常,labor_cost_styleB_202401.csv
2024-09,管理部,正社員,8,3000000,3198835,476233,198835,0.06627833333333333,399854.375,正常,labor_cost_styleB_202401.csv
2024-09,管理部,契約社員,3,900000,934626,173382,34626,0.03847333333333333,311542.0,正常,labor_cost_styleB_202401.csv
2024-09,管理部,パート,4,400000,377071,43786,-22929,-0.0573225,94267.75,正常,labor_cost_styleB_202401.csv
2024-09,開発部,正社員,18,7000000,7487955,475634,487955,0.06970785714285714,415997.5,正常,labor_cost_styleB_202401.csv
2024-09,開発部,契約社員,7,2500000,2685610,205035,185610,0.074244,383658.5714285714,正常,labor_cost_styleB_202401.csv
2024-09,開発部,パート,3,300000,303546,59411,3546,0.01182,101182.0,正常,labor_cost_styleB_202401.csv
2024-09,物流部,正社員,10,4000000,4496184,784902,496184,0.124046,449618.4,正常,labor_cost_styleB_202401.csv
2024-09,物流部,契約社員,6,1800000,1975332,241538,175332,0.09740666666666667,329222.0,正常,labor_cost_styleB_202401.csv
2024-09,物流部,パート,15,1500000,1610951,162395,110951,0.07396733333333333,107396.73333333334,正常,labor_cost_styleB_202401.csv
2024-10,営業部,正社員,10,5000000,5694339,404944,694339,0.1388678,569433.9,正常,labor_cost_styleB_202401.csv
2024-10,営業部,契約社員,5,1500000,1662063,263657,162063,0.108042,332412.6,正常,labor_cost_styleB_202401.csv
2024-10,営業部,パート,8,800000,912144,155692,112144,0.14018,114018.0,正常,labor_cost_styleB_202401.csv
2024-10,製造部,正社員,15,6000000,6523227,339780,523227,0.0872045,434881.8,正常,labor_cost_styleB_202401.csv
2024-10,製造部,契約社員,8,2000000,1972871,297754,-27129,-0.0135645,246608.875,正常,labor_cost_styleB_202401.csv
2024-10,製造部,パート,12,1200000,1230441,213312,30441,0.0253675,102536.75,正常,labor_cost_styleB_202401.csv
2024-10,管理部,正社員,8,3000000,2647511,225232,-352489,-0.11749633333333333,330938.875,正常,labor_cost_styleB_202401.csv
2024-10,管理部,契約社員,3,900000,1154371,154929,254371,0.28263444444444447,384790.3333333333,超過,labor_cost_styleB_202401.csv
2024-10,管理部,パート,4,400000,366564,21804,-33436,-0.08359,91641.0,正常,labor_cost_styleB_202401.csv
2024-10,開発部,正社員,18,7000000,7859714,749254,859714,0.12281628571428571,436650.77777777775,正常,labor_cost_styleB_202401.csv
2024-10,開発部,契約社員,7,2500000,2229832,427992,-270168,-0.1080672,318547.4285714286,正常,labor_cost_styleB_202401.csv
2024-10,開発部,パート,3,300000,299336,19330,-664,-0.002213333333333333,99778.66666666667,正常,labor_cost_styleB_202401.csv
2024-10,物流部,正社員,10,4000000,3562796,420575,-437204,-0.109301,356279.6,正常,labor_cost_styleB_202401.csv
2024-10,物流部,契約社員,6,1800000,1931295,370608,131295,0.07294166666666667,321882.5,正常,labor_cost_styleB_202401.csv
2024-10,物流部,パート,15,1500000,1609021,117745,109021,0.07268066666666667,107268.06666666667,正常,labor_cost_styleB_202401.csv
2024-11,営業部,正社員,10,5000000,4398532,542787,-601468,-0.1202936,439853.2,正常,labor_cost_styleB_202401.csv
2024-11,営業部,契約社員,5,1500000,1703184,93517,203184,0.135456,340636.8,正常,labor_cost_styleB_202401.csv
2024-11,営業部,パート,8,800000,786411,151449,-13589,-0.01698625,98301.375,正常,labor_cost_styleB_202401.csv
2024-11,製造部,正社員,15,6000000,5278838,806881,-721162,-0.12019366666666667,351922.5333333333,正常,labor_cost_styleB_202401.csv
2024-11,製造部,契約社員,8,2000000,2286705,237362,286705,0.1433525,285838.125,正常,labor_cost_styleB_202401.csv
2024-11,製造部,パート,12,1200000,1088331,74359,-111669,-0.0930575,90694.25,正常,labor_cost_styleB_202401.csv
2024-11,管理部,正社員,8,3000000,2959245,442156,-40755,-0.013585,369905.625,正常,labor_cost_styleB_202401.csv
2024-11,管理部,契約社員,3,900000,926229,49278,26229,0.029143333333333334,308743.0,正常,labor_cost_styleB_202401.csv
2024-11,管理部,パート,4,400000,369228,25435,-30772,-0.07693,92307.0,正常,labor_cost_styleB_202401.csv
2024-11,開発部,正社員,18,7000000,6094081,1004143,-905919,-0.129417,338560.05555555556,正常,labor_cost_styleB_202401.csv
2024-11,開発部,契約社員,7,2500000,2286963,412692,-213037,-0.0852148,326709.0,正常,labor_cost_styleB_202401.csv
2024-11,開発部,パート,3,300000,268279,49652,-31721,-0.10573666666666667,89426.33333333333,正常,labor_cost_styleB_202401.csv
2024-11,物流部,正社員,10,4000000,5115043,366764,1115043,0.27876075,511504.3,超過,labor_cost_styleB_202401.csv
2024-11,物流部,契約社員,6,1800000,1665353,126857,-134647,-0.07480388888888889,277558.8333333333,正常,labor_cost_styleB_202401.csv
2024-11,物流部,パート,15,1500000,1286601,67197,-213399,-0.142266,85773.4,正常,labor_cost_styleB_202401.csv
2024-12,営業部,正社員,10,5000000,4837242,476786,-162758,-0.0325516,483724.2,正常,labor_cost_styleB_202401.csv
2024-12,営業部,契約社員,5,1500000,1363508,219876,-136492,-0.09099466666666667,272701.6,正常,labor_cost_styleB_202401.csv
2024-12,営業部,パート,8,800000,901907,109524,101907,0.12738375,112738.375,正常,labor_cost_styleB_202401.csv
2024-12,製造部,正社員,15,6000000,6325019,419716,325019,0.054169833333333334,421667.93333333335,正常,labor_cost_styleB_202401.csv
2024-12,製造部,契約社員,8,2000000,2380611,134515,380611,0.1903055,297576.375,超過,labor_cost_styleB_202401.csv
2024-12,製造部,パート,12,1200000,1398718,179340,198718,0.16559833333333332,116559.83333333333,超過,labor_cost_styleB_202401.csv
2024-12,管理部,正社員,8,3000000,3588504,212166,588504,0.196168,448563.0,超過,labor_cost_styleB_202401.csv
2024-12,管理部,契約社員,3,900000,917108,140239,17108,0.019008888888888888,305702.6666666667,正常,labor_cost_styleB_202401.csv
2024-12,管理部,パート,4,400000,471622,28780,71622,0.179055,117905.5,超過,labor_cost_styleB_202401.csv
2024-12,開発部,正社員,18,7000000,9123147,546041,2123147,0.30330671428571426,506841.5,超過,labor_cost_styleB_202401.csv
2024-12,開発部,契約社員,7,2500000,2729797,361025,229797,0.0919188,389971.0,正常,labor_cost_styleB_202401.csv
2024-12,開発部,パート,3,300000,361742,46875,61742,0.20580666666666667,120580.66666666667,超過,labor_cost_styleB_202401.csv
2024-12,物流部,正社員,10,4000000,4332837,281100,332837,0.08320925,433283.7,正常,labor_cost_styleB_202401.csv
2024-12,物流部,契約社員,6,1800000,2090033,308567,290033,0.16112944444444444,348338.8333333333,超過,labor_cost_styleB_202401.csv
2024-12,物流部,パート,15,1500000,1679346,138132,179346,0.119564,111956.4,正常,labor_cost_styleB_202401.csv
2024-01,営業部,正社員,10,5000000,4592740,463130,-407260,-0.081452,459274.0,正常,labor_cost_styleC_202401.csv
2024-01,営業部,契約社員,5,1500000,1462195,93964,-37805,-0.025203333333333335,292439.0,正常,labor_cost_styleC_202401.csv
2024-01,営業部,パート,8,800000,839625,89122,39625,0.04953125,104953.125,正常,labor_cost_styleC_202401.csv
2024-01,製造部,正社員,15,6000000,6761373,406155,761373,0.1268955,450758.2,正常,labor_cost_styleC_202401.csv
2024-01,製造部,契約社員,8,2000000,1755938,113231,-244062,-0.122031,219492.25,正常,labor_cost_styleC_202401.csv
2024-01,製造部,パート,12,1200000,1312236,175125,112236,0.09353,109353.0,正常,labor_cost_styleC_202401.csv
2024-01,管理部,正社員,8,3000000,3055427,303852,55427,0.018475666666666668,381928.375,正常,labor_cost_styleC_202401.csv
2024-01,管理部,契約社員,3,900000,860471,128899,-39529,-0.04392111111111111,286823.6666666667,正常,labor_cost_styleC_202401.csv
2024-01,管理部,パート,4,400000,444171,70249,44171,0.1104275,111042.75,正常,labor_cost_styleC_202401.csv
2024-01,開発部,正社員,18,7000000,7210861,740893,210861,0.030123,400603.3888888889,正常,labor_cost_styleC_202401.csv
2024-01,開発部,契約社員,7,2500000,2284554,339280,-215446,-0.0861784,326364.85714285716,正常,labor_cost_styleC_202401.csv
2024-01,開発部,パート,3,300000,264739,46807,-35261,-0.11753666666666666,88246.33333333333,正常,labor_cost_styleC_202401.csv
2024-01,物流部,正社員,10,4000000,4315126,587353,315126,0.0787815,431512.6,正常,labor_cost_styleC_202401.csv
2024-01,物流部,契約社員,6,1800000,1986383,389692,186383,0.10354611111111112,331063.8333333333,正常,labor_cost_styleC_202401.csv
2024-01,物流部,パート,15,1500000,1551107,227089,51107,0.034071333333333335,103407.13333333333,正常,labor_cost_styleC_202401.csv
2024-02,営業部,正社員,10,5000000,6446813,1124447,1446813,0.2893626,644681.3,超過,labor_cost_styleC_202401.csv
2024-02,営業部,契約社員,5,1500000,1356187,210757,-143813,-0.09587533333333334,271237.4,正常,labor_cost_styleC_202401.csv
2024-02,営業部,パート,8,800000,761557,38775,-38443,-0.04805375,95194.625,正常,labor_cost_styleC_202401.csv
2024-02,製造部,正社員,15,6000000,6119377,673851,119377,0.019896166666666666,407958.4666666667,正常,labor_cost_styleC_202401.csv
2024-02,製造部,契約社員,8,2000000,2079903,113559,79903,0.0399515,259987.875,正常,labor_cost_styleC_202401.csv
2024-02,製造部,パート,12,1200000,1097447,123983,-102553,-0.08546083333333333,91453.91666666667,正常,labor_cost_styleC_202401.csv
2024-02,管理部,正社員,8,3000000,2883047,456211,-116953,-0.038984333333333336,360380.875,正常,labor_cost_styleC_202401.csv
2024-02,管理部,契約社員,3,900000,918250,57614,18250,0.020277777777777777,306083.3333333333,正常,labor_cost_styleC_202401.csv
2024-02,管理部,パート,4,400000,469444,66978,69444,0.17361,117361.0,超過,labor_cost_styleC_202401.csv
2024-02,開発部,正社員,18,7000000,6521415,973587,-478585,-0.06836928571428572,362300.8333333333,正常,labor_cost_styleC_202401.csv
2024-02,開発部,契約社員,7,2500000,2456533,223483,-43467,-0.0173868,350933.28571428574,正常,labor_cost_styleC_202401.csv
2024-02,開発部,パート,3,300000,265243,30366,-34757,-0.11585666666666666,88414.33333333333,正常,labor_cost_styleC_202401.csv
2024-02,物流部,正社員,10,4000000,4214183,518323,214183,0.05354575,421418.3,正常,labor_cost_styleC_202401.csv
2024-02,物流部,契約社員,6,1800000,1554525,169893,-245475,-0.136375,259087.5,正常,labor_cost_styleC_202401.csv
2024-02,物流部,パート,15,1500000,1278459,121725,-221541,-0.147694,85230.6,正常,labor_cost_styleC_202401.csv
2024-03,営業部,正社員,10,5000000,4455852,393576,-544148,-0.1088296,445585.2,正常,labor_cost_styleC_202401.csv
2024-03,営業部,契約社員,5,1500000,1278478,207180,-221522,-0.14768133333333333,255695.6,正常,labor_cost_styleC_202401.csv
2024-03,営業部,パート,8,800000,771249,119968,-28751,-0.03593875,96406.125,正常,labor_cost_styleC_202401.csv
2024-03,製造部,正社員,15,6000000,6600037,1128144,600037,0.10000616666666666,440002.4666666667,正常,labor_cost_styleC_202401.csv
2024-03,製造部,契約社員,8,2000000,2558529,144161,558529,0.2792645,319816.125,超過,labor_cost_styleC_202401.csv
2024-03,製造部,パート,12,1200000,1545809,277189,345809,0.2881741666666667,128817.41666666667,超過,labor_cost_styleC_202401.csv
2024-03,管理部,正社員,8,3000000,3066059,479607,66059,0.022019666666666667,383257.375,正常,labor_cost_styleC_202401.csv
2024-03,管理部,契約社員,3,900000,796096,42295,-103904,-0.11544888888888889,265365.3333333333,正常,labor_cost_styleC_202401.csv
2024-03,管理部,パート,4,400000,436158,62247,36158,0.090395,109039.5,正常,labor_cost_styleC_202401.csv
2024-03,開発部,正社員,18,7000000,7881516,498265,881516,0.12593085714285715,437862.0,正常,labor_cost_styleC_202401.csv
2024-03,開発部,契約社員,7,2500000,2307487,319196,-192513,-0.0770052,329641.0,正常,labor_cost_styleC_202401.csv
2024-03,開発部,パート,3,300000,290619,28056,-9381,-0.03127,96873.0,正常,labor_cost_styleC_202401.csv
2024-03,物流部,正社員,10,4000000,3799682,285811,-200318,-0.0500795,379968.2,正常,labor_cost_styleC_202401.csv
2024-03,物流部,契約社員,6,1800000,1591574,201322,-208426,-0.11579222222222223,265262.3333333333,正常,labor_cost_styleC_202401.csv
2024-03,物流部,パート,15,1500000,1432218,227875,-67782,-0.045188,95481.2,正常,labor_cost_styleC_202401.csv
2024-04,営業部,正社員,10,5000000,5472555,467576,472555,0.094511,547255.5,正常,labor_cost_styleC_202401.csv
2024-04,営業部,契約社員,5,1500000,1363772,191418,-136228,-0.09081866666666667,272754.4,正常,labor_cost_styleC_202401.csv
2024-04,営業部,パート,8,800000,837322,64115,37322,0.0466525,104665.25,正常,labor_cost_styleC_202401.csv
2024-04,製造部,正社員,15,6000000,5989410,977273,-10590,-0.001765,399294.0,正常,labor_cost_styleC_202401.csv
2024-04,製造部,契約社員,8,2000000,1969343,371463,-30657,-0.0153285,246167.875,正常,labor_cost_styleC_202401.csv
2024-04,製造部,パート,12,1200000,1248707,179412,48707,0.04058916666666667,104058.91666666667,正常,labor_cost_styleC_202401.csv
2024-04,管理部,正社員,8,3000000,3114495,226248,114495,0.038165,389311.875,正常,labor_cost_styleC_202401.csv
2024-04,管理部,契約社員,3,900000,1094698,104459,194698,0.2163311111111111,364899.3333333333,超過,labor_cost_styleC_202401.csv
2024-04,管理部,パート,4,400000,346740,43724,-53260,-0.13315,86685.0,正常,labor_cost_styleC_202401.csv
2024-04,開発部,正社員,18,7000000,6899019,403823,-100981,-0.014425857142857143,383278.8333333333,正常,labor_cost_styleC_202401.csv
2024-04,開発部,契約社員,7,2500000,2182548,392067,-317452,-0.1269808,311792.5714285714,正常,labor_cost_styleC_202401.csv
2024-04,開発部,パート,3,300000,310350,39122,10350,0.0345,103450.0,正常,labor_cost_styleC_202401.csv
2024-04,物流部,正社員,10,4000000,4065179,686091,65179,0.01629475,406517.9,正常,labor_cost_styleC_202401.csv
2024-04,物流部,契約社員,6,1800000,1772856,303995,-27144,-0.01508,295476.0,正常,labor_cost_styleC_202401.csv
2024-04,物流部,パート,15,1500000,1419687,172271,-80313,-0.053542,94645.8,正常,labor_cost_styleC_202401.csv
2024-05,営業部,正社員,10,5000000,4342810,284563,-657190,-0.131438,434281.0,正常,labor_cost_styleC_202401.csv
2024-05,営業部,契約社員,5,1500000,1429546,224649,-70454,-0.046969333333333335,285909.2,正常,labor_cost_styleC_202401.csv
2024-05,営業部,パート,8,800000,721414,62879,-78586,-0.0982325,90176.75,正常,labor_cost_styleC_202401.csv
2024-05,製造部,正社員,15,6000000,5890959,756471,-109041,-0.0181735,392730.6,正常,labor_cost_styleC_202401.csv
2024-05,製造部,契約社員,8,2000000,1923711,177816,-76289,-0.0381445,240463.875,正常,labor_cost_styleC_202401.csv
2024-05,製造部,パート,12,1200000,1141812,159491,-58188,-0.04849,95151.0,正常,labor_cost_styleC_202401.csv
2024-05,管理部,正社員,8,3000000,3132574,187599,132574,0.04419133333333333,391571.75,正常,labor_cost_styleC_202401.csv
2024-05,管理部,契約社員,3,900000,1126581,104346,226581,0.2517566666666667,375527.0,超過,labor_cost_styleC_202401.csv
2024-05,管理部,パート,4,400000,418787,77874,18787,0.0469675,104696.75,正常,labor_cost_styleC_202401.csv
2024-05,開発部,正社員,18,7000000,6650060,913790,-349940,-0.04999142857142857,369447.77777777775,正常,labor_cost_styleC_202401.csv
2024-05,開発部,契約社員,7,2500000,2387365,465904,-112635,-0.045054,341052.14285714284,正常,labor_cost_styleC_202401.csv
2024-05,開発部,パート,3,300000,290276,40422,-9724,-0.032413333333333336,96758.66666666667,正常,labor_cost_styleC_202401.csv
2024-05,物流部,正社員,10,4000000,3771498,401671,-228502,-0.0571255,377149.8,正常,labor_cost_styleC_202401.csv
2024-05,物流部,契約社員,6,1800000,1969119,296386,169119,0.093955,328186.5,正常,labor_cost_styleC_202401.csv
2024-05,物流部,パート,15,1500000,1607448,245637,107448,0.071632,107163.2,正常,labor_cost_styleC_202401.csv
2024-06,営業部,正社員,10,5000000,5219037,592417,219037,0.0438074,521903.7,正常,labor_cost_styleC_202401.csv
2024-06,営業部,契約社員,5,1500000,1438168,110795,-61832,-0.04122133333333333,287633.6,正常,labor_cost_styleC_202401.csv
2024-06,営業部,パート,8,800000,907440,111561,107440,0.1343,113430.0,正常,labor_cost_styleC_202401.csv
2024-06,製造部,正社員,15,6000000,5347617,329278,-652383,-0.1087305,356507.8,正常,labor_cost_styleC_202401.csv
2024-06,製造部,契約社員,8,2000000,1760684,291624,-239316,-0.119658,220085.5,正常,labor_cost_styleC_202401.csv
2024-06,製造部,パート,12,1200000,1338125,74482,138125,0.11510416666666666,111510.41666666667,正常,labor_cost_styleC_202401.csv
2024-06,管理部,正社員,8,3000000,3239676,225667,239676,0.079892,404959.5,正常,labor_cost_styleC_202401.csv
2024-06,管理部,契約社員,3,900000,808806,141299,-91194,-0.10132666666666666,269602.0,正常,labor_cost_styleC_202401.csv
2024-06,管理部,パート,4,400000,437085,32707,37085,0.0927125,109271.25,正常,labor_cost_styleC_202401.csv
2024-06,開発部,正社員,18,7000000,6812803,1031829,-187197,-0.02674242857142857,378489.05555555556,正常,labor_cost_styleC_202401.csv
2024-06,開発部,契約社員,7,2500000,2458149,227966,-41851,-0.0167404,351164.14285714284,正常,labor_cost_styleC_202401.csv
2024-06,開発部,パート,3,300000,295403,38432,-4597,-0.015323333333333333,98467.66666666667,正常,labor_cost_styleC_202401.csv
2024-06,物流部,正社員,10,4000000,4370348,525981,370348,0.092587,437034.8,正常,labor_cost_styleC_202401.csv
2024-06,物流部,契約社員,6,1800000,1728634,332017,-71366,-0.039647777777777775,288105.6666666667,正常,labor_cost_styleC_202401.csv
2024-06,物流部,パート,15,1500000,1482755,136807,-17245,-0.011496666666666667,98850.33333333333,正常,labor_cost_styleC_202401.csv
