reserv_date,reserv_no,store_name,course,guest_count,amount,status,cancel_reason,source_file,is_cancel,loss_amount,day_of_week
2024-01-03,B00121,銀座店,個室コース,3,51000,来店済み,,reservations_styleB_202401.csv,0,0,水
2024-01-27,B00122,新宿店,個室コース,6,60000,来店済み,,reservations_styleB_202401.csv,0,0,土
2024-01-12,B00123,銀座店,ランチ,7,28000,来店済み,,reservations_styleB_202401.csv,0,0,金
2024-01-16,B00124,新宿店,ディナー,4,40000,予約済み,,reservations_styleB_202401.csv,0,0,火
2024-01-17,B00125,渋谷店,ディナー,3,21000,キャンセル,急用,reservations_styleB_202401.csv,1,21000,水
2024-01-05,B00126,銀座店,ランチ,6,24000,キャンセル,忘れ,reservations_styleB_202401.csv,1,24000,金
2024-01-02,B00127,渋谷店,ディナー,10,70000,来店済み,,reservations_styleB_202401.csv,0,0,火
2024-01-25,B00128,新宿店,飲み放題,4,24000,来店済み,,reservations_styleB_202401.csv,0,0,木
2024-01-26,B00129,銀座店,個室コース,4,64000,来店済み,,reservations_styleB_202401.csv,0,0,金
2024-01-10,B00130,新宿店,ディナー,6,72000,来店済み,,reservations_styleB_202401.csv,0,0,水
2024-01-05,B00131,新宿店,個室コース,3,33000,来店済み,,reservations_styleB_202401.csv,0,0,金
2024-01-04,B00132,新宿店,ランチ,8,24000,来店済み,,reservations_styleB_202401.csv,0,0,木
2024-01-09,B00133,銀座店,ランチ,5,10000,来店済み,,reservations_styleB_202401.csv,0,0,火
2024-01-08,B00134,新宿店,ディナー,7,42000,予約済み,,reservations_styleB_202401.csv,0,0,月
2024-01-12,B00135,新宿店,飲み放題,1,6000,キャンセル,その他,reservations_styleB_202401.csv,1,6000,金
2024-01-11,B00136,渋谷店,個室コース,2,26000,来店済み,,reservations_styleB_202401.csv,0,0,木
2024-01-23,B00137,渋谷店,飲み放題,3,12000,キャンセル,忘れ,reservations_styleB_202401.csv,1,12000,火
2024-01-01,B00138,渋谷店,個室コース,8,136000,キャンセル,急用,reservations_styleB_202401.csv,1,136000,月
2024-01-08,B00139,新宿店,ディナー,3,33000,キャンセル,天候,reservations_styleB_202401.csv,1,33000,月
2024-01-26,B00140,新宿店,ランチ,1,2000,来店済み,,reservations_styleB_202401.csv,0,0,金
2024-01-16,C00001,銀座店,個室コース,2,18000,来店済み,,reservations_styleC_202401.csv,0,0,火
2024-01-05,C00002,銀座店,ランチ,9,36000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-19,C00003,新宿店,個室コース,1,17000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-18,C00004,新宿店,ディナー,2,20000,キャンセル,その他,reservations_styleC_202401.csv,1,20000,木
2024-01-12,C00005,銀座店,ランチ,7,21000,キャンセル,忘れ,reservations_styleC_202401.csv,1,21000,金
2024-01-24,C00006,新宿店,ランチ,6,12000,来店済み,,reservations_styleC_202401.csv,0,0,水
2024-01-05,C00007,銀座店,ランチ,10,40000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-06,C00008,渋谷店,飲み放題,9,45000,来店済み,,reservations_styleC_202401.csv,0,0,土
2024-01-03,C00009,銀座店,個室コース,8,144000,キャンセル,体調不良,reservations_styleC_202401.csv,1,144000,水
2024-01-26,C00010,銀座店,個室コース,1,12000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-27,C00011,渋谷店,ランチ,6,18000,来店済み,,reservations_styleC_202401.csv,0,0,土
2024-01-07,C00012,銀座店,個室コース,5,40000,来店済み,,reservations_styleC_202401.csv,0,0,日
2024-01-26,C00013,新宿店,飲み放題,1,5000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-13,C00014,新宿店,個室コース,7,133000,来店済み,,reservations_styleC_202401.csv,0,0,土
2024-01-26,C00015,新宿店,ディナー,8,96000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-27,C00016,銀座店,飲み放題,2,12000,キャンセル,その他,reservations_styleC_202401.csv,1,12000,土
2024-01-10,C00017,渋谷店,飲み放題,6,18000,キャンセル,天候,reservations_styleC_202401.csv,1,18000,水
2024-01-15,C00018,新宿店,個室コース,3,57000,来店済み,,reservations_styleC_202401.csv,0,0,月
2024-01-26,C00019,渋谷店,飲み放題,10,60000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-24,C00020,渋谷店,ランチ,7,21000,来店済み,,reservations_styleC_202401.csv,0,0,水
2024-01-22,C00021,銀座店,ディナー,1,7000,来店済み,,reservations_styleC_202401.csv,0,0,月
2024-01-21,C00022,新宿店,ランチ,3,6000,来店済み,,reservations_styleC_202401.csv,0,0,日
2024-01-22,C00023,新宿店,飲み放題,7,21000,来店済み,,reservations_styleC_202401.csv,0,0,月
2024-01-19,C00024,新宿店,飲み放題,6,36000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-08,C00025,渋谷店,飲み放題,7,35000,来店済み,,reservations_styleC_202401.csv,0,0,月
2024-01-18,C00026,渋谷店,ランチ,3,9000,来店済み,,reservations_styleC_202401.csv,0,0,木
2024-01-20,C00027,渋谷店,飲み放題,5,30000,来店済み,,reservations_styleC_202401.csv,0,0,土
2024-01-15,C00028,新宿店,個室コース,4,36000,キャンセル,急用,reservations_styleC_202401.csv,1,36000,月
2024-01-28,C00029,渋谷店,個室コース,2,40000,来店済み,,reservations_styleC_202401.csv,0,0,日
2024-01-28,C00030,新宿店,飲み放題,2,10000,来店済み,,reservations_styleC_202401.csv,0,0,日
2024-01-26,C00031,渋谷店,ディナー,6,48000,キャンセル,体調不良,reservations_styleC_202401.csv,1,48000,金
2024-01-19,C00032,渋谷店,ディナー,8,40000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-03,C00033,新宿店,個室コース,9,90000,来店済み,,reservations_styleC_202401.csv,0,0,水
2024-01-25,C00034,渋谷店,飲み放題,7,42000,来店済み,,reservations_styleC_202401.csv,0,0,木
2024-01-15,C00035,新宿店,ランチ,3,9000,来店済み,,reservations_styleC_202401.csv,0,0,月
2024-01-05,C00036,新宿店,飲み放題,3,12000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-06,C00037,新宿店,ランチ,2,8000,キャンセル,体調不良,reservations_styleC_202401.csv,1,8000,土
2024-01-09,C00038,新宿店,ディナー,6,54000,来店済み,,reservations_styleC_202401.csv,0,0,火
2024-01-03,C00039,渋谷店,飲み放題,3,15000,来店済み,,reservations_styleC_202401.csv,0,0,水
2024-01-24,C00040,銀座店,ディナー,10,70000,キャンセル,その他,reservations_styleC_202401.csv,1,70000,水
2024-01-01,C00041,銀座店,飲み放題,10,30000,来店済み,,reservations_styleC_202401.csv,0,0,月
2024-01-25,C00042,渋谷店,ランチ,10,30000,来店済み,,reservations_styleC_202401.csv,0,0,木
2024-01-10,C00043,銀座店,個室コース,10,180000,キャンセル,その他,reservations_styleC_202401.csv,1,180000,水
2024-01-22,C00044,銀座店,飲み放題,8,32000,来店済み,,reservations_styleC_202401.csv,0,0,月
2024-01-06,C00045,新宿店,飲み放題,8,24000,来店済み,,reservations_styleC_202401.csv,0,0,土
2024-01-20,C00046,新宿店,個室コース,8,120000,来店済み,,reservations_styleC_202401.csv,0,0,土
2024-01-05,C00047,渋谷店,飲み放題,6,30000,予約済み,,reservations_styleC_202401.csv,0,0,金
2024-01-09,C00048,新宿店,ランチ,6,12000,来店済み,,reservations_styleC_202401.csv,0,0,火
2024-01-28,C00049,新宿店,ディナー,3,18000,キャンセル,忘れ,reservations_styleC_202401.csv,1,18000,日
2024-01-19,C00050,銀座店,個室コース,4,40000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-17,C00051,銀座店,飲み放題,4,16000,来店済み,,reservations_styleC_202401.csv,0,0,水
2024-01-17,C00052,新宿店,個室コース,5,75000,キャンセル,忘れ,reservations_styleC_202401.csv,1,75000,水
2024-01-16,C00053,新宿店,ディナー,4,40000,キャンセル,天候,reservations_styleC_202401.csv,1,40000,火
2024-01-14,C00054,銀座店,個室コース,5,80000,キャンセル,急用,reservations_styleC_202401.csv,1,80000,日
2024-01-13,C00055,渋谷店,飲み放題,6,36000,来店済み,,reservations_styleC_202401.csv,0,0,土
2024-01-15,C00056,渋谷店,ディナー,6,54000,キャンセル,その他,reservations_styleC_202401.csv,1,54000,月
2024-01-13,C00057,銀座店,飲み放題,10,30000,キャンセル,急用,reservations_styleC_202401.csv,1,30000,土
2024-01-07,C00058,新宿店,飲み放題,9,45000,来店済み,,reservations_styleC_202401.csv,0,0,日
2024-01-23,C00059,銀座店,個室コース,9,72000,キャンセル,体調不良,reservations_styleC_202401.csv,1,72000,火
2024-01-05,C00060,新宿店,個室コース,9,135000,キャンセル,その他,reservations_styleC_202401.csv,1,135000,金
2024-01-24,C00061,新宿店,飲み放題,3,18000,予約済み,,reservations_styleC_202401.csv,0,0,水
2024-01-10,C00062,新宿店,飲み放題,9,54000,来店済み,,reservations_styleC_202401.csv,0,0,水
2024-01-14,C00063,新宿店,ランチ,6,18000,来店済み,,reservations_styleC_202401.csv,0,0,日
2024-01-21,C00064,銀座店,飲み放題,1,6000,来店済み,,reservations_styleC_202401.csv,0,0,日
2024-01-25,C00065,銀座店,ディナー,1,12000,キャンセル,その他,reservations_styleC_202401.csv,1,12000,木
2024-01-23,C00066,新宿店,ディナー,4,20000,来店済み,,reservations_styleC_202401.csv,0,0,火
2024-01-05,C00067,渋谷店,ディナー,1,12000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-24,C00068,新宿店,ディナー,7,84000,来店済み,,reservations_styleC_202401.csv,0,0,水
2024-01-11,C00069,銀座店,ランチ,3,12000,来店済み,,reservations_styleC_202401.csv,0,0,木
2024-01-06,C00070,銀座店,個室コース,9,126000,来店済み,,reservations_styleC_202401.csv,0,0,土
2024-01-28,C00071,新宿店,飲み放題,9,45000,来店済み,,reservations_styleC_202401.csv,0,0,日
2024-01-09,C00072,銀座店,飲み放題,10,60000,キャンセル,体調不良,reservations_styleC_202401.csv,1,60000,火
2024-01-23,C00073,銀座店,飲み放題,4,20000,来店済み,,reservations_styleC_202401.csv,0,0,火
2024-01-26,C00074,渋谷店,個室コース,6,90000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-18,C00075,銀座店,飲み放題,5,15000,来店済み,,reservations_styleC_202401.csv,0,0,木
2024-01-10,C00076,新宿店,個室コース,6,120000,来店済み,,reservations_styleC_202401.csv,0,0,水
2024-01-21,C00077,渋谷店,飲み放題,2,10000,予約済み,,reservations_styleC_202401.csv,0,0,日
2024-01-09,C00078,新宿店,個室コース,4,44000,来店済み,,reservations_styleC_202401.csv,0,0,火
2024-01-19,C00079,銀座店,飲み放題,3,9000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-02,C00080,渋谷店,ディナー,1,8000,来店済み,,reservations_styleC_202401.csv,0,0,火
2024-01-22,C00081,渋谷店,個室コース,6,114000,来店済み,,reservations_styleC_202401.csv,0,0,月
2024-01-16,C00082,渋谷店,ランチ,9,18000,来店済み,,reservations_styleC_202401.csv,0,0,火
2024-01-02,C00083,新宿店,ディナー,5,50000,来店済み,,reservations_styleC_202401.csv,0,0,火
2024-01-06,C00084,渋谷店,ディナー,9,45000,予約済み,,reservations_styleC_202401.csv,0,0,土
2024-01-06,C00085,新宿店,ディナー,1,11000,来店済み,,reservations_styleC_202401.csv,0,0,土
2024-01-20,C00086,銀座店,飲み放題,1,3000,来店済み,,reservations_styleC_202401.csv,0,0,土
2024-01-18,C00087,渋谷店,飲み放題,5,30000,予約済み,,reservations_styleC_202401.csv,0,0,木
2024-01-07,C00088,銀座店,個室コース,3,48000,来店済み,,reservations_styleC_202401.csv,0,0,日
2024-01-23,C00089,渋谷店,飲み放題,3,18000,来店済み,,reservations_styleC_202401.csv,0,0,火
2024-01-25,C00090,渋谷店,ランチ,6,18000,来店済み,,reservations_styleC_202401.csv,0,0,木
2024-01-17,C00091,渋谷店,ディナー,10,110000,来店済み,,reservations_styleC_202401.csv,0,0,水
2024-01-16,C00092,新宿店,ランチ,7,28000,キャンセル,体調不良,reservations_styleC_202401.csv,1,28000,火
2024-01-15,C00093,新宿店,ディナー,1,9000,来店済み,,reservations_styleC_202401.csv,0,0,月
2024-01-12,C00094,新宿店,飲み放題,5,15000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-06,C00095,銀座店,ディナー,1,6000,来店済み,,reservations_styleC_202401.csv,0,0,土
2024-01-08,C00096,新宿店,飲み放題,2,10000,来店済み,,reservations_styleC_202401.csv,0,0,月
2024-01-20,C00097,渋谷店,ディナー,8,56000,来店済み,,reservations_styleC_202401.csv,0,0,土
2024-01-26,C00098,新宿店,個室コース,9,135000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-17,C00099,銀座店,ディナー,4,24000,来店済み,,reservations_styleC_202401.csv,0,0,水
2024-01-17,C00100,銀座店,飲み放題,2,6000,キャンセル,その他,reservations_styleC_202401.csv,1,6000,水
2024-01-15,C00101,渋谷店,ディナー,3,30000,来店済み,,reservations_styleC_202401.csv,0,0,月
2024-01-15,C00102,渋谷店,ディナー,10,120000,キャンセル,その他,reservations_styleC_202401.csv,1,120000,月
2024-01-19,C00103,渋谷店,個室コース,3,48000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-27,C00104,渋谷店,個室コース,5,95000,キャンセル,天候,reservations_styleC_202401.csv,1,95000,土
2024-01-23,C00105,渋谷店,ディナー,10,60000,キャンセル,天候,reservations_styleC_202401.csv,1,60000,火
2024-01-06,C00106,渋谷店,ランチ,2,6000,キャンセル,忘れ,reservations_styleC_202401.csv,1,6000,土
2024-01-13,C00107,渋谷店,個室コース,6,84000,来店済み,,reservations_styleC_202401.csv,0,0,土
2024-01-12,C00108,新宿店,ランチ,9,18000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-24,C00109,渋谷店,ディナー,9,99000,来店済み,,reservations_styleC_202401.csv,0,0,水
2024-01-24,C00110,渋谷店,ランチ,1,3000,来店済み,,reservations_styleC_202401.csv,0,0,水
2024-01-08,C00111,銀座店,個室コース,9,126000,来店済み,,reservations_styleC_202401.csv,0,0,月
2024-01-02,C00112,新宿店,飲み放題,3,15000,キャンセル,急用,reservations_styleC_202401.csv,1,15000,火
2024-01-01,C00113,銀座店,個室コース,10,200000,予約済み,,reservations_styleC_202401.csv,0,0,月
2024-01-15,C00114,渋谷店,ディナー,2,12000,来店済み,,reservations_styleC_202401.csv,0,0,月
2024-01-08,C00115,銀座店,ランチ,4,16000,キャンセル,忘れ,reservations_styleC_202401.csv,1,16000,月
2024-01-10,C00116,銀座店,ディナー,1,7000,来店済み,,reservations_styleC_202401.csv,0,0,水
2024-01-05,C00117,渋谷店,飲み放題,10,50000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-18,C00118,銀座店,ディナー,7,63000,来店済み,,reservations_styleC_202401.csv,0,0,木
2024-01-21,C00119,銀座店,ディナー,7,84000,キャンセル,天候,reservations_styleC_202401.csv,1,84000,日
2024-01-14,C00120,銀座店,個室コース,9,117000,来店済み,,reservations_styleC_202401.csv,0,0,日
2024-01-16,C00121,渋谷店,飲み放題,7,28000,来店済み,,reservations_styleC_202401.csv,0,0,火
2024-01-02,C00122,渋谷店,ディナー,5,35000,来店済み,,reservations_styleC_202401.csv,0,0,火
2024-01-13,C00123,銀座店,個室コース,7,112000,来店済み,,reservations_styleC_202401.csv,0,0,土
2024-01-15,C00124,渋谷店,飲み放題,4,20000,来店済み,,reservations_styleC_202401.csv,0,0,月
2024-01-02,C00125,新宿店,ランチ,9,36000,来店済み,,reservations_styleC_202401.csv,0,0,火
2024-01-07,C00126,新宿店,個室コース,10,170000,キャンセル,急用,reservations_styleC_202401.csv,1,170000,日
2024-01-11,C00127,銀座店,ディナー,8,64000,来店済み,,reservations_styleC_202401.csv,0,0,木
2024-01-04,C00128,新宿店,ランチ,4,8000,予約済み,,reservations_styleC_202401.csv,0,0,木
2024-01-07,C00129,銀座店,個室コース,4,76000,来店済み,,reservations_styleC_202401.csv,0,0,日
2024-01-13,C00130,新宿店,ディナー,9,90000,来店済み,,reservations_styleC_202401.csv,0,0,土
2024-01-16,C00131,新宿店,飲み放題,5,25000,来店済み,,reservations_styleC_202401.csv,0,0,火
2024-01-12,C00132,新宿店,ランチ,8,24000,予約済み,,reservations_styleC_202401.csv,0,0,金
2024-01-24,C00133,新宿店,個室コース,1,17000,来店済み,,reservations_styleC_202401.csv,0,0,水
2024-01-19,C00134,渋谷店,ランチ,5,20000,予約済み,,reservations_styleC_202401.csv,0,0,金
2024-01-13,C00135,銀座店,個室コース,5,50000,キャンセル,体調不良,reservations_styleC_202401.csv,1,50000,土
2024-01-27,C00136,銀座店,ディナー,8,80000,来店済み,,reservations_styleC_202401.csv,0,0,土
2024-01-12,C00137,新宿店,個室コース,8,80000,来店済み,,reservations_styleC_202401.csv,0,0,金
2024-01-21,C00138,渋谷店,ディナー,9,108000,キャンセル,その他,reservations_styleC_202401.csv,1,108000,日
2024-01-14,C00139,渋谷店,ランチ,2,8000,キャンセル,急用,reservations_styleC_202401.csv,1,8000,日
2024-01-15,C00140,渋谷店,ディナー,2,14000,キャンセル,その他,reservations_styleC_202401.csv,1,14000,月
