record_date,record_id,project_no,work_type,cost_category,budget_amount,actual_amount,is_over_budget,variance,variance_rate,budget_status,variance_grade,source_file
2024-01-05,CST-0205,PROJ-03,鉄筋工,材料費,105946,91787,0,-14159,-0.1336,予算内,予算内,costs_styleB_202401.csv
2024-01-01,CST-0206,PROJ-03,土工,労務費,330532,362472,1,31940,0.0966,超過,小超過,costs_styleB_202401.csv
2024-01-19,CST-0207,PROJ-06,土工,材料費,1756717,2060732,1,304015,0.1731,超過,大超過,costs_styleB_202401.csv
2024-01-14,CST-0208,PROJ-02,土工,労務費,656516,480201,0,-176315,-0.2686,予算内,予算内,costs_styleB_202401.csv
2024-01-17,CST-0209,PROJ-02,仮設工,外注費,1040101,1213600,1,173499,0.1668,超過,大超過,costs_styleB_202401.csv
2024-01-02,CST-0210,PROJ-05,仮設工,外注費,564623,715518,1,150895,0.2672,超過,大超過,costs_styleB_202401.csv
2024-01-16,CST-0211,PROJ-07,仮設工,外注費,165327,121762,0,-43565,-0.2635,予算内,予算内,costs_styleB_202401.csv
2024-01-15,CST-0212,PROJ-02,土工,労務費,326412,324506,0,-1906,-0.0058,予算内,予算内,costs_styleB_202401.csv
2024-01-05,CST-0213,PROJ-05,鉄筋工,労務費,1375692,1085421,0,-290271,-0.211,予算内,予算内,costs_styleB_202401.csv
2024-01-15,CST-0214,PROJ-07,土工,外注費,1352821,1377623,1,24802,0.0183,超過,小超過,costs_styleB_202401.csv
2024-01-18,CST-0215,PROJ-04,仮設工,労務費,339943,411900,1,71957,0.2117,超過,大超過,costs_styleB_202401.csv
2024-01-11,CST-0216,PROJ-08,仮設工,労務費,1962461,1642768,0,-319693,-0.1629,予算内,予算内,costs_styleB_202401.csv
2024-01-14,CST-0217,PROJ-06,鉄筋工,労務費,1630108,1234075,0,-396033,-0.2429,予算内,予算内,costs_styleB_202401.csv
2024-01-16,CST-0218,PROJ-02,土工,材料費,420107,467197,1,47090,0.1121,超過,大超過,costs_styleB_202401.csv
2024-01-12,CST-0219,PROJ-03,土工,外注費,295517,283438,0,-12079,-0.0409,予算内,予算内,costs_styleB_202401.csv
2024-01-04,CST-0220,PROJ-07,鉄筋工,外注費,1277732,1325020,1,47288,0.037,超過,小超過,costs_styleB_202401.csv
2024-01-02,CST-0221,PROJ-05,鉄筋工,労務費,1673460,1596082,0,-77378,-0.0462,予算内,予算内,costs_styleB_202401.csv
2024-01-07,CST-0222,PROJ-03,仮設工,材料費,317266,332098,1,14832,0.0467,超過,小超過,costs_styleB_202401.csv
2024-01-18,CST-0223,PROJ-06,土工,労務費,1876864,1435671,0,-441193,-0.2351,予算内,予算内,costs_styleB_202401.csv
2024-01-14,CST-0224,PROJ-01,鉄筋工,材料費,1303974,1089725,0,-214249,-0.1643,予算内,予算内,costs_styleB_202401.csv
2024-01-10,CST-0225,PROJ-06,鉄筋工,材料費,478359,413284,0,-65075,-0.136,予算内,予算内,costs_styleB_202401.csv
2024-01-19,CST-0226,PROJ-07,土工,材料費,480435,587051,1,106616,0.2219,超過,大超過,costs_styleB_202401.csv
2024-01-01,CST-0227,PROJ-02,コンクリート工,労務費,1653924,1786077,1,132153,0.0799,超過,小超過,costs_styleB_202401.csv
2024-01-06,CST-0228,PROJ-06,鉄筋工,外注費,980452,953183,0,-27269,-0.0278,予算内,予算内,costs_styleB_202401.csv
2024-01-19,CST-0229,PROJ-02,土工,材料費,780280,909885,1,129605,0.1661,超過,大超過,costs_styleB_202401.csv
2024-01-02,CST-0230,PROJ-02,鉄筋工,労務費,430112,495773,1,65661,0.1527,超過,大超過,costs_styleB_202401.csv
2024-01-20,CST-0231,PROJ-08,仮設工,労務費,1488186,1420337,0,-67849,-0.0456,予算内,予算内,costs_styleB_202401.csv
2024-01-04,CST-0232,PROJ-06,仮設工,材料費,552080,636529,1,84449,0.153,超過,大超過,costs_styleB_202401.csv
2024-01-19,CST-0233,PROJ-08,鉄筋工,材料費,694010,768220,1,74210,0.1069,超過,大超過,costs_styleB_202401.csv
2024-01-20,CST-0234,PROJ-01,土工,材料費,562460,527113,0,-35347,-0.0628,予算内,予算内,costs_styleB_202401.csv
2024-01-05,CST-0235,PROJ-05,鉄筋工,労務費,732122,927740,1,195618,0.2672,超過,大超過,costs_styleB_202401.csv
2024-01-14,CST-0236,PROJ-03,コンクリート工,労務費,351625,247768,0,-103857,-0.2954,予算内,予算内,costs_styleB_202401.csv
2024-01-17,CST-0237,PROJ-06,土工,労務費,1216906,1365615,1,148709,0.1222,超過,大超過,costs_styleB_202401.csv
2024-01-14,CST-0238,PROJ-01,仮設工,材料費,1907250,2184229,1,276979,0.1452,超過,大超過,costs_styleB_202401.csv
2024-01-14,CST-0239,PROJ-07,仮設工,労務費,1907975,1693969,0,-214006,-0.1122,予算内,予算内,costs_styleB_202401.csv
2024-01-11,CST-0240,PROJ-03,仮設工,外注費,341536,322075,0,-19461,-0.057,予算内,予算内,costs_styleB_202401.csv
2024-01-04,CST-0241,PROJ-04,仮設工,外注費,858860,646616,0,-212244,-0.2471,予算内,予算内,costs_styleB_202401.csv
2024-01-13,CST-0242,PROJ-05,鉄筋工,材料費,939804,953316,1,13512,0.0144,超過,小超過,costs_styleB_202401.csv
2024-01-03,CST-0243,PROJ-02,コンクリート工,労務費,798495,932219,1,133724,0.1675,超過,大超過,costs_styleB_202401.csv
2024-01-05,CST-0244,PROJ-04,土工,材料費,836309,950404,1,114095,0.1364,超過,大超過,costs_styleB_202401.csv
2024-01-20,CST-0245,PROJ-03,土工,材料費,636804,521136,0,-115668,-0.1816,予算内,予算内,costs_styleB_202401.csv
2024-01-15,CST-0246,PROJ-08,鉄筋工,外注費,1720779,1852881,1,132102,0.0768,超過,小超過,costs_styleB_202401.csv
2024-01-03,CST-0247,PROJ-08,仮設工,外注費,762991,603201,0,-159790,-0.2094,予算内,予算内,costs_styleB_202401.csv
2024-01-19,CST-0248,PROJ-01,鉄筋工,外注費,735060,865752,1,130692,0.1778,超過,大超過,costs_styleB_202401.csv
2024-01-15,CST-0249,PROJ-01,土工,労務費,255589,226514,0,-29075,-0.1138,予算内,予算内,costs_styleB_202401.csv
2024-01-03,CST-0250,PROJ-07,仮設工,外注費,1844194,1608591,0,-235603,-0.1278,予算内,予算内,costs_styleB_202401.csv
2024-01-02,CST-0251,PROJ-08,コンクリート工,労務費,1262485,1606561,1,344076,0.2725,超過,大超過,costs_styleB_202401.csv
2024-01-05,CST-0252,PROJ-01,仮設工,材料費,1368789,1348773,0,-20016,-0.0146,予算内,予算内,costs_styleB_202401.csv
2024-01-11,CST-0253,PROJ-02,コンクリート工,材料費,1800720,2231949,1,431229,0.2395,超過,大超過,costs_styleB_202401.csv
2024-01-15,CST-0254,PROJ-03,鉄筋工,労務費,619556,696735,1,77179,0.1246,超過,大超過,costs_styleB_202401.csv
2024-01-11,CST-0255,PROJ-01,鉄筋工,材料費,693270,646439,0,-46831,-0.0676,予算内,予算内,costs_styleB_202401.csv
2024-01-13,CST-0256,PROJ-05,鉄筋工,外注費,791411,598863,0,-192548,-0.2433,予算内,予算内,costs_styleB_202401.csv
2024-01-20,CST-0257,PROJ-03,鉄筋工,材料費,1885863,2063018,1,177155,0.0939,超過,小超過,costs_styleB_202401.csv
2024-01-12,CST-0258,PROJ-05,仮設工,材料費,1322093,1451879,1,129786,0.0982,超過,小超過,costs_styleB_202401.csv
2024-01-03,CST-0259,PROJ-05,仮設工,外注費,1347891,1516782,1,168891,0.1253,超過,大超過,costs_styleB_202401.csv
2024-01-05,CST-0260,PROJ-02,仮設工,外注費,1760235,1579082,0,-181153,-0.1029,予算内,予算内,costs_styleB_202401.csv
2024-01-10,CST-0261,PROJ-03,コンクリート工,労務費,858808,610559,0,-248249,-0.2891,予算内,予算内,costs_styleB_202401.csv
2024-01-08,CST-0262,PROJ-03,コンクリート工,材料費,1706746,1692686,0,-14060,-0.0082,予算内,予算内,costs_styleB_202401.csv
2024-01-04,CST-0263,PROJ-01,鉄筋工,外注費,720320,869179,1,148859,0.2067,超過,大超過,costs_styleB_202401.csv
2024-01-05,CST-0264,PROJ-03,コンクリート工,外注費,374829,396699,1,21870,0.0583,超過,小超過,costs_styleB_202401.csv
2024-01-06,CST-0265,PROJ-08,土工,労務費,1717109,1845624,1,128515,0.0748,超過,小超過,costs_styleB_202401.csv
2024-01-08,CST-0266,PROJ-08,鉄筋工,外注費,863991,955416,1,91425,0.1058,超過,大超過,costs_styleB_202401.csv
2024-01-18,CST-0267,PROJ-04,鉄筋工,労務費,1743748,1690313,0,-53435,-0.0306,予算内,予算内,costs_styleB_202401.csv
2024-01-12,CST-0268,PROJ-08,仮設工,労務費,1995771,2397056,1,401285,0.2011,超過,大超過,costs_styleB_202401.csv
2024-01-17,CST-0269,PROJ-07,コンクリート工,材料費,1731844,1609096,0,-122748,-0.0709,予算内,予算内,costs_styleB_202401.csv
2024-01-09,CST-0270,PROJ-01,仮設工,労務費,1780362,1892165,1,111803,0.0628,超過,小超過,costs_styleB_202401.csv
2024-01-17,CST-0271,PROJ-02,鉄筋工,材料費,1262956,1592052,1,329096,0.2606,超過,大超過,costs_styleB_202401.csv
2024-01-15,CST-0272,PROJ-03,仮設工,材料費,1700371,1353813,0,-346558,-0.2038,予算内,予算内,costs_styleB_202401.csv
2024-01-12,CST-0273,PROJ-01,仮設工,材料費,565647,673132,1,107485,0.19,超過,大超過,costs_styleB_202401.csv
2024-01-08,CST-0274,PROJ-07,土工,労務費,931424,932545,1,1121,0.0012,超過,小超過,costs_styleB_202401.csv
2024-01-04,CST-0275,PROJ-06,コンクリート工,材料費,570891,409278,0,-161613,-0.2831,予算内,予算内,costs_styleB_202401.csv
2024-01-16,CST-0276,PROJ-03,仮設工,労務費,180327,157268,0,-23059,-0.1279,予算内,予算内,costs_styleB_202401.csv
2024-01-03,CST-0277,PROJ-01,鉄筋工,材料費,1390478,977715,0,-412763,-0.2968,予算内,予算内,costs_styleB_202401.csv
2024-01-20,CST-0278,PROJ-07,土工,労務費,1851044,1461791,0,-389253,-0.2103,予算内,予算内,costs_styleB_202401.csv
2024-01-02,CST-0279,PROJ-04,仮設工,外注費,598367,526976,0,-71391,-0.1193,予算内,予算内,costs_styleB_202401.csv
2024-01-03,CST-0280,PROJ-02,仮設工,外注費,1764927,1894978,1,130051,0.0737,超過,小超過,costs_styleB_202401.csv
2024-01-17,CST-0281,PROJ-04,コンクリート工,労務費,1224186,869002,0,-355184,-0.2901,予算内,予算内,costs_styleB_202401.csv
2024-01-12,CST-0282,PROJ-04,仮設工,材料費,1000179,701064,0,-299115,-0.2991,予算内,予算内,costs_styleB_202401.csv
2024-01-17,CST-0283,PROJ-06,土工,外注費,1493287,1644002,1,150715,0.1009,超過,大超過,costs_styleB_202401.csv
2024-01-17,CST-0284,PROJ-01,仮設工,労務費,1241022,1246478,1,5456,0.0044,超過,小超過,costs_styleB_202401.csv
2024-01-12,CST-0285,PROJ-05,土工,労務費,191298,206870,1,15572,0.0814,超過,小超過,costs_styleB_202401.csv
2024-01-08,CST-0286,PROJ-02,鉄筋工,材料費,1753646,1298637,0,-455009,-0.2595,予算内,予算内,costs_styleB_202401.csv
2024-01-11,CST-0287,PROJ-03,仮設工,外注費,192978,175876,0,-17102,-0.0886,予算内,予算内,costs_styleB_202401.csv
2024-01-05,CST-0288,PROJ-02,仮設工,材料費,1103552,1190778,1,87226,0.079,超過,小超過,costs_styleB_202401.csv
2024-01-07,CST-0289,PROJ-01,鉄筋工,労務費,715393,587305,0,-128088,-0.179,予算内,予算内,costs_styleB_202401.csv
2024-01-18,CST-0290,PROJ-08,鉄筋工,材料費,1180837,1108728,0,-72109,-0.0611,予算内,予算内,costs_styleB_202401.csv
2024-01-10,CST-0291,PROJ-06,土工,外注費,1679765,1827819,1,148054,0.0881,超過,小超過,costs_styleB_202401.csv
2024-01-12,CST-0292,PROJ-07,仮設工,外注費,796096,687771,0,-108325,-0.1361,予算内,予算内,costs_styleB_202401.csv
2024-01-13,CST-0293,PROJ-06,コンクリート工,労務費,1022194,1264231,1,242037,0.2368,超過,大超過,costs_styleB_202401.csv
2024-01-17,CST-0294,PROJ-05,土工,外注費,1551372,1549066,0,-2306,-0.0015,予算内,予算内,costs_styleB_202401.csv
2024-01-20,CST-0295,PROJ-03,鉄筋工,労務費,990240,740062,0,-250178,-0.2526,予算内,予算内,costs_styleB_202401.csv
2024-01-10,CST-0296,PROJ-05,仮設工,外注費,315163,235754,0,-79409,-0.252,予算内,予算内,costs_styleB_202401.csv
2024-01-15,CST-0297,PROJ-06,仮設工,材料費,1605048,1533895,0,-71153,-0.0443,予算内,予算内,costs_styleB_202401.csv
2024-01-12,CST-0298,PROJ-07,鉄筋工,外注費,1624240,1984857,1,360617,0.222,超過,大超過,costs_styleB_202401.csv
2024-01-03,CST-0299,PROJ-07,鉄筋工,外注費,1759849,2232795,1,472946,0.2687,超過,大超過,costs_styleB_202401.csv
2024-01-06,CST-0300,PROJ-01,コンクリート工,外注費,1780020,2046914,1,266894,0.1499,超過,大超過,costs_styleB_202401.csv
2024-01-02,CST-0301,PROJ-03,土工,材料費,1522055,1778958,1,256903,0.1688,超過,大超過,costs_styleB_202401.csv
2024-01-12,CST-0302,PROJ-07,土工,外注費,1732665,1883576,1,150911,0.0871,超過,小超過,costs_styleB_202401.csv
2024-01-12,CST-0303,PROJ-06,仮設工,材料費,421783,467098,1,45315,0.1074,超過,大超過,costs_styleB_202401.csv
2024-01-12,CST-0304,PROJ-07,鉄筋工,外注費,1303601,1020220,0,-283381,-0.2174,予算内,予算内,costs_styleB_202401.csv
2024-01-04,CST-0305,PROJ-01,コンクリート工,労務費,684454,581626,0,-102828,-0.1502,予算内,予算内,costs_styleB_202401.csv
2024-01-18,CST-0306,PROJ-02,鉄筋工,労務費,1185790,1105384,0,-80406,-0.0678,予算内,予算内,costs_styleB_202401.csv
2024-01-20,CST-0307,PROJ-05,仮設工,材料費,1576474,1525654,0,-50820,-0.0322,予算内,予算内,costs_styleB_202401.csv
2024-01-03,CST-0308,PROJ-08,コンクリート工,外注費,357189,279120,0,-78069,-0.2186,予算内,予算内,costs_styleB_202401.csv
2024-01-11,CST-0309,PROJ-06,土工,外注費,1033465,1341806,1,308341,0.2984,超過,大超過,costs_styleB_202401.csv
2024-01-10,CST-0310,PROJ-03,コンクリート工,労務費,1237015,1081419,0,-155596,-0.1258,予算内,予算内,costs_styleB_202401.csv
2024-01-07,CST-0311,PROJ-03,コンクリート工,労務費,1166938,973862,0,-193076,-0.1655,予算内,予算内,costs_styleB_202401.csv
2024-01-19,CST-0312,PROJ-06,仮設工,外注費,155121,142174,0,-12947,-0.0835,予算内,予算内,costs_styleB_202401.csv
2024-01-03,CST-0313,PROJ-02,鉄筋工,労務費,372149,397145,1,24996,0.0672,超過,小超過,costs_styleB_202401.csv
2024-01-17,CST-0314,PROJ-07,仮設工,外注費,1603518,1814094,1,210576,0.1313,超過,大超過,costs_styleB_202401.csv
2024-01-11,CST-0315,PROJ-02,仮設工,労務費,254666,197416,0,-57250,-0.2248,予算内,予算内,costs_styleB_202401.csv
2024-01-05,CST-0316,PROJ-03,コンクリート工,労務費,1526291,1542188,1,15897,0.0104,超過,小超過,costs_styleB_202401.csv
2024-01-02,CST-0317,PROJ-02,コンクリート工,労務費,1154581,1439101,1,284520,0.2464,超過,大超過,costs_styleB_202401.csv
2024-01-08,CST-0318,PROJ-06,鉄筋工,材料費,445310,354992,0,-90318,-0.2028,予算内,予算内,costs_styleB_202401.csv
2024-01-18,CST-0319,PROJ-05,コンクリート工,外注費,625557,511568,0,-113989,-0.1822,予算内,予算内,costs_styleB_202401.csv
2024-01-03,CST-0320,PROJ-03,コンクリート工,材料費,735069,785536,1,50467,0.0687,超過,小超過,costs_styleB_202401.csv
2024-01-20,CST-0321,PROJ-06,土工,材料費,1481462,1592108,1,110646,0.0747,超過,小超過,costs_styleC_202401.csv
2024-01-19,CST-0322,PROJ-05,コンクリート工,外注費,270336,196609,0,-73727,-0.2727,予算内,予算内,costs_styleC_202401.csv
2024-01-01,CST-0323,PROJ-08,鉄筋工,外注費,973645,1042642,1,68997,0.0709,超過,小超過,costs_styleC_202401.csv
2024-01-13,CST-0324,PROJ-05,仮設工,材料費,733537,726030,0,-7507,-0.0102,予算内,予算内,costs_styleC_202401.csv
2024-01-15,CST-0325,PROJ-07,仮設工,労務費,1544127,1136396,0,-407731,-0.2641,予算内,予算内,costs_styleC_202401.csv
2024-01-05,CST-0326,PROJ-06,鉄筋工,外注費,527867,477252,0,-50615,-0.0959,予算内,予算内,costs_styleC_202401.csv
2024-01-13,CST-0327,PROJ-03,鉄筋工,外注費,1905180,1728421,0,-176759,-0.0928,予算内,予算内,costs_styleC_202401.csv
2024-01-08,CST-0328,PROJ-08,土工,労務費,1277867,975920,0,-301947,-0.2363,予算内,予算内,costs_styleC_202401.csv
2024-01-04,CST-0329,PROJ-01,鉄筋工,労務費,1042871,885138,0,-157733,-0.1512,予算内,予算内,costs_styleC_202401.csv
2024-01-08,CST-0330,PROJ-03,鉄筋工,外注費,1912282,2044662,1,132380,0.0692,超過,小超過,costs_styleC_202401.csv
2024-01-06,CST-0331,PROJ-08,仮設工,労務費,1612315,1431137,0,-181178,-0.1124,予算内,予算内,costs_styleC_202401.csv
2024-01-01,CST-0332,PROJ-02,仮設工,外注費,1943555,1720287,0,-223268,-0.1149,予算内,予算内,costs_styleC_202401.csv
2024-01-07,CST-0333,PROJ-06,土工,材料費,1058882,1355381,1,296499,0.28,超過,大超過,costs_styleC_202401.csv
2024-01-16,CST-0334,PROJ-05,土工,材料費,690047,687933,0,-2114,-0.0031,予算内,予算内,costs_styleC_202401.csv
2024-01-09,CST-0335,PROJ-06,仮設工,労務費,1003721,783264,0,-220457,-0.2196,予算内,予算内,costs_styleC_202401.csv
2024-01-19,CST-0336,PROJ-04,鉄筋工,外注費,194880,183255,0,-11625,-0.0597,予算内,予算内,costs_styleC_202401.csv
2024-01-17,CST-0337,PROJ-08,鉄筋工,外注費,705241,524783,0,-180458,-0.2559,予算内,予算内,costs_styleC_202401.csv
2024-01-05,CST-0338,PROJ-02,仮設工,労務費,1526899,1628629,1,101730,0.0666,超過,小超過,costs_styleC_202401.csv
2024-01-18,CST-0339,PROJ-06,コンクリート工,材料費,1767020,2283118,1,516098,0.2921,超過,大超過,costs_styleC_202401.csv
2024-01-17,CST-0340,PROJ-01,土工,材料費,1363456,1370918,1,7462,0.0055,超過,小超過,costs_styleC_202401.csv
2024-01-16,CST-0341,PROJ-08,コンクリート工,外注費,387386,437031,1,49645,0.1282,超過,大超過,costs_styleC_202401.csv
2024-01-11,CST-0342,PROJ-06,コンクリート工,労務費,1973032,1991387,1,18355,0.0093,超過,小超過,costs_styleC_202401.csv
2024-01-10,CST-0343,PROJ-06,仮設工,外注費,1392895,1592903,1,200008,0.1436,超過,大超過,costs_styleC_202401.csv
2024-01-01,CST-0344,PROJ-06,鉄筋工,外注費,1280537,1126711,0,-153826,-0.1201,予算内,予算内,costs_styleC_202401.csv
2024-01-19,CST-0345,PROJ-05,土工,外注費,329857,424835,1,94978,0.2879,超過,大超過,costs_styleC_202401.csv
2024-01-19,CST-0346,PROJ-04,土工,外注費,1095287,941200,0,-154087,-0.1407,予算内,予算内,costs_styleC_202401.csv
2024-01-20,CST-0347,PROJ-07,コンクリート工,外注費,1107574,888614,0,-218960,-0.1977,予算内,予算内,costs_styleC_202401.csv
2024-01-04,CST-0348,PROJ-04,土工,労務費,607923,437061,0,-170862,-0.2811,予算内,予算内,costs_styleC_202401.csv
2024-01-14,CST-0349,PROJ-04,仮設工,外注費,757860,720928,0,-36932,-0.0487,予算内,予算内,costs_styleC_202401.csv
2024-01-16,CST-0350,PROJ-01,コンクリート工,外注費,1725234,1840629,1,115395,0.0669,超過,小超過,costs_styleC_202401.csv
2024-01-16,CST-0351,PROJ-07,鉄筋工,材料費,534827,554365,1,19538,0.0365,超過,小超過,costs_styleC_202401.csv
2024-01-11,CST-0352,PROJ-06,鉄筋工,外注費,1063984,1327080,1,263096,0.2473,超過,大超過,costs_styleC_202401.csv
2024-01-08,CST-0353,PROJ-05,鉄筋工,材料費,1115399,909450,0,-205949,-0.1846,予算内,予算内,costs_styleC_202401.csv
2024-01-07,CST-0354,PROJ-08,鉄筋工,労務費,724142,841963,1,117821,0.1627,超過,大超過,costs_styleC_202401.csv
2024-01-09,CST-0355,PROJ-05,土工,外注費,831493,861670,1,30177,0.0363,超過,小超過,costs_styleC_202401.csv
2024-01-13,CST-0356,PROJ-06,コンクリート工,労務費,1518979,1558342,1,39363,0.0259,超過,小超過,costs_styleC_202401.csv
2024-01-03,CST-0357,PROJ-06,仮設工,外注費,188219,164235,0,-23984,-0.1274,予算内,予算内,costs_styleC_202401.csv
2024-01-07,CST-0358,PROJ-04,鉄筋工,外注費,637801,732452,1,94651,0.1484,超過,大超過,costs_styleC_202401.csv
2024-01-04,CST-0359,PROJ-04,コンクリート工,材料費,1559977,1346217,0,-213760,-0.137,予算内,予算内,costs_styleC_202401.csv
2024-01-08,CST-0360,PROJ-04,土工,材料費,1504743,1870561,1,365818,0.2431,超過,大超過,costs_styleC_202401.csv
2024-01-16,CST-0361,PROJ-02,コンクリート工,材料費,966755,868316,0,-98439,-0.1018,予算内,予算内,costs_styleC_202401.csv
2024-01-06,CST-0362,PROJ-07,仮設工,労務費,1254172,1613801,1,359629,0.2867,超過,大超過,costs_styleC_202401.csv
2024-01-10,CST-0363,PROJ-06,鉄筋工,外注費,1464278,1200229,0,-264049,-0.1803,予算内,予算内,costs_styleC_202401.csv
2024-01-03,CST-0364,PROJ-04,土工,材料費,224072,278916,1,54844,0.2448,超過,大超過,costs_styleC_202401.csv
2024-01-06,CST-0365,PROJ-01,仮設工,労務費,976368,1200295,1,223927,0.2293,超過,大超過,costs_styleC_202401.csv
2024-01-10,CST-0366,PROJ-01,土工,労務費,490723,619275,1,128552,0.262,超過,大超過,costs_styleC_202401.csv
2024-01-11,CST-0367,PROJ-05,仮設工,外注費,1291102,1370723,1,79621,0.0617,超過,小超過,costs_styleC_202401.csv
2024-01-05,CST-0368,PROJ-08,鉄筋工,材料費,1239383,1257466,1,18083,0.0146,超過,小超過,costs_styleC_202401.csv
2024-01-06,CST-0369,PROJ-08,鉄筋工,外注費,1796205,1378745,0,-417460,-0.2324,予算内,予算内,costs_styleC_202401.csv
2024-01-11,CST-0370,PROJ-05,コンクリート工,材料費,490487,347485,0,-143002,-0.2916,予算内,予算内,costs_styleC_202401.csv
2024-01-13,CST-0371,PROJ-07,鉄筋工,材料費,1381264,1676423,1,295159,0.2137,超過,大超過,costs_styleC_202401.csv
2024-01-06,CST-0372,PROJ-03,仮設工,労務費,940608,1036130,1,95522,0.1016,超過,大超過,costs_styleC_202401.csv
2024-01-13,CST-0373,PROJ-04,仮設工,労務費,620192,436675,0,-183517,-0.2959,予算内,予算内,costs_styleC_202401.csv
2024-01-19,CST-0374,PROJ-01,鉄筋工,外注費,791274,697244,0,-94030,-0.1188,予算内,予算内,costs_styleC_202401.csv
2024-01-02,CST-0375,PROJ-02,仮設工,労務費,854035,952813,1,98778,0.1157,超過,大超過,costs_styleC_202401.csv
2024-01-17,CST-0376,PROJ-05,土工,外注費,434950,410266,0,-24684,-0.0568,予算内,予算内,costs_styleC_202401.csv
2024-01-08,CST-0377,PROJ-04,コンクリート工,労務費,718738,661617,0,-57121,-0.0795,予算内,予算内,costs_styleC_202401.csv
2024-01-20,CST-0378,PROJ-06,仮設工,外注費,421253,409873,0,-11380,-0.027,予算内,予算内,costs_styleC_202401.csv
2024-01-18,CST-0379,PROJ-04,コンクリート工,外注費,1251828,1561878,1,310050,0.2477,超過,大超過,costs_styleC_202401.csv
2024-01-03,CST-0380,PROJ-08,鉄筋工,材料費,1682803,1779545,1,96742,0.0575,超過,小超過,costs_styleC_202401.csv
2024-01-18,CST-0381,PROJ-04,コンクリート工,材料費,1283147,984591,0,-298556,-0.2327,予算内,予算内,costs_styleC_202401.csv
2024-01-15,CST-0382,PROJ-02,コンクリート工,外注費,788112,955736,1,167624,0.2127,超過,大超過,costs_styleC_202401.csv
2024-01-17,CST-0383,PROJ-08,土工,労務費,1322949,1314080,0,-8869,-0.0067,予算内,予算内,costs_styleC_202401.csv
2024-01-15,CST-0384,PROJ-01,仮設工,外注費,376707,379701,1,2994,0.0079,超過,小超過,costs_styleC_202401.csv
2024-01-01,CST-0385,PROJ-07,鉄筋工,材料費,1792224,1585942,0,-206282,-0.1151,予算内,予算内,costs_styleC_202401.csv
2024-01-03,CST-0386,PROJ-01,仮設工,労務費,1664065,1382406,0,-281659,-0.1693,予算内,予算内,costs_styleC_202401.csv
2024-01-02,CST-0387,PROJ-02,仮設工,材料費,1568813,1158185,0,-410628,-0.2617,予算内,予算内,costs_styleC_202401.csv
2024-01-05,CST-0388,PROJ-07,鉄筋工,労務費,702072,663682,0,-38390,-0.0547,予算内,予算内,costs_styleC_202401.csv
2024-01-13,CST-0389,PROJ-07,土工,外注費,1040650,1271437,1,230787,0.2218,超過,大超過,costs_styleC_202401.csv
2024-01-05,CST-0390,PROJ-06,土工,材料費,1487879,1822253,1,334374,0.2247,超過,大超過,costs_styleC_202401.csv
2024-01-05,CST-0391,PROJ-04,土工,材料費,1226712,1148000,0,-78712,-0.0642,予算内,予算内,costs_styleC_202401.csv
2024-01-18,CST-0392,PROJ-07,仮設工,材料費,725712,709602,0,-16110,-0.0222,予算内,予算内,costs_styleC_202401.csv
2024-01-05,CST-0393,PROJ-05,コンクリート工,外注費,619070,604444,0,-14626,-0.0236,予算内,予算内,costs_styleC_202401.csv
2024-01-14,CST-0394,PROJ-01,コンクリート工,材料費,1705348,1309207,0,-396141,-0.2323,予算内,予算内,costs_styleC_202401.csv
2024-01-02,CST-0395,PROJ-08,土工,材料費,241119,183380,0,-57739,-0.2395,予算内,予算内,costs_styleC_202401.csv
2024-01-15,CST-0396,PROJ-04,コンクリート工,材料費,1653027,1200993,0,-452034,-0.2735,予算内,予算内,costs_styleC_202401.csv
2024-01-10,CST-0397,PROJ-04,鉄筋工,外注費,393885,394805,1,920,0.0023,超過,小超過,costs_styleC_202401.csv
2024-01-11,CST-0398,PROJ-04,鉄筋工,材料費,1353924,1575321,1,221397,0.1635,超過,大超過,costs_styleC_202401.csv
2024-01-14,CST-0399,PROJ-05,鉄筋工,材料費,1484565,1503494,1,18929,0.0128,超過,小超過,costs_styleC_202401.csv
2024-01-06,CST-0400,PROJ-07,仮設工,材料費,1267522,1608627,1,341105,0.2691,超過,大超過,costs_styleC_202401.csv
2024-01-13,CST-0401,PROJ-06,仮設工,労務費,822290,1040157,1,217867,0.265,超過,大超過,costs_styleC_202401.csv
2024-01-06,CST-0402,PROJ-08,コンクリート工,材料費,412932,363352,0,-49580,-0.1201,予算内,予算内,costs_styleC_202401.csv
2024-01-05,CST-0403,PROJ-08,土工,外注費,730689,887439,1,156750,0.2145,超過,大超過,costs_styleC_202401.csv
2024-01-18,CST-0404,PROJ-03,仮設工,材料費,965447,1236420,1,270973,0.2807,超過,大超過,costs_styleC_202401.csv
2024-01-03,CST-0405,PROJ-08,鉄筋工,材料費,634764,521777,0,-112987,-0.178,予算内,予算内,costs_styleC_202401.csv
2024-01-07,CST-0406,PROJ-01,鉄筋工,労務費,1223309,1388150,1,164841,0.1348,超過,大超過,costs_styleC_202401.csv
2024-01-02,CST-0407,PROJ-02,コンクリート工,外注費,1512792,1608070,1,95278,0.063,超過,小超過,costs_styleC_202401.csv
2024-01-07,CST-0408,PROJ-08,コンクリート工,労務費,1618978,1785522,1,166544,0.1029,超過,大超過,costs_styleC_202401.csv
