receipt_date,case_no,store_name,category,claim_type,return_amount,response_days,resolved_flag,source_file,is_resolved,response_level
2024-01-09,B-0129,新宿店,食料品,品質不良,36863,21,1,claims_styleB_202401.csv,1,遅延
2024-01-30,B-0130,上野店,食料品,破損,38816,13,1,claims_styleB_202401.csv,1,遅延
2024-01-20,B-0131,池袋店,家電,サイズ不一致,6395,7,1,claims_styleB_202401.csv,1,標準
2024-01-06,B-0132,銀座店,食料品,破損,33492,43,0,claims_styleB_202401.csv,0,遅延
2024-01-18,B-0133,池袋店,衣料品,サイズ不一致,35677,18,1,claims_styleB_202401.csv,1,遅延
2024-01-06,B-0134,池袋店,雑貨,サイズ不一致,6332,55,0,claims_styleB_202401.csv,0,遅延
2024-01-08,B-0135,銀座店,食料品,破損,27835,5,1,claims_styleB_202401.csv,1,標準
2024-01-18,B-0136,新宿店,雑貨,品質不良,3568,26,1,claims_styleB_202401.csv,1,遅延
2024-01-24,B-0137,銀座店,雑貨,その他,38527,23,1,claims_styleB_202401.csv,1,遅延
2024-01-05,B-0138,池袋店,食料品,その他,23452,3,1,claims_styleB_202401.csv,1,迅速
2024-01-29,B-0139,上野店,雑貨,サイズ不一致,38459,5,1,claims_styleB_202401.csv,1,標準
2024-01-30,B-0140,渋谷店,食料品,サイズ不一致,15415,17,1,claims_styleB_202401.csv,1,遅延
2024-01-23,C-0001,新宿店,衣料品,破損,42343,30,1,claims_styleC_202401.csv,1,遅延
2024-01-31,C-0002,上野店,衣料品,サイズ不一致,31364,21,1,claims_styleC_202401.csv,1,遅延
2024-01-17,C-0003,新宿店,雑貨,サイズ不一致,8809,3,1,claims_styleC_202401.csv,1,迅速
2024-01-20,C-0004,池袋店,雑貨,品質不良,41314,29,1,claims_styleC_202401.csv,1,遅延
2024-01-31,C-0005,上野店,衣料品,サイズ不一致,38418,2,1,claims_styleC_202401.csv,1,迅速
2024-01-01,C-0006,銀座店,雑貨,破損,32203,21,1,claims_styleC_202401.csv,1,遅延
2024-01-26,C-0007,銀座店,衣料品,その他,3927,8,1,claims_styleC_202401.csv,1,標準
2024-01-14,C-0008,銀座店,家電,サイズ不一致,17208,15,1,claims_styleC_202401.csv,1,遅延
2024-01-23,C-0009,池袋店,衣料品,その他,6799,28,1,claims_styleC_202401.csv,1,遅延
2024-01-04,C-0010,池袋店,日用品,その他,6389,18,1,claims_styleC_202401.csv,1,遅延
2024-01-04,C-0011,渋谷店,衣料品,その他,43249,5,1,claims_styleC_202401.csv,1,標準
2024-01-29,C-0012,新宿店,衣料品,破損,9735,28,1,claims_styleC_202401.csv,1,遅延
2024-01-15,C-0013,銀座店,衣料品,その他,1452,17,1,claims_styleC_202401.csv,1,遅延
2024-01-15,C-0014,新宿店,日用品,破損,2718,47,0,claims_styleC_202401.csv,0,遅延
2024-01-29,C-0015,銀座店,衣料品,品質不良,42404,20,1,claims_styleC_202401.csv,1,遅延
2024-01-09,C-0016,池袋店,家電,破損,2549,29,1,claims_styleC_202401.csv,1,遅延
2024-01-07,C-0017,池袋店,雑貨,破損,3955,18,1,claims_styleC_202401.csv,1,遅延
2024-01-18,C-0018,池袋店,雑貨,品質不良,6695,25,1,claims_styleC_202401.csv,1,遅延
2024-01-26,C-0019,池袋店,雑貨,破損,37822,12,1,claims_styleC_202401.csv,1,遅延
2024-01-13,C-0020,上野店,食料品,品質不良,2234,17,1,claims_styleC_202401.csv,1,遅延
2024-01-16,C-0021,上野店,家電,サイズ不一致,30431,26,1,claims_styleC_202401.csv,1,遅延
2024-01-30,C-0022,上野店,衣料品,サイズ不一致,19830,11,1,claims_styleC_202401.csv,1,遅延
2024-01-10,C-0023,上野店,衣料品,その他,35524,27,1,claims_styleC_202401.csv,1,遅延
2024-01-01,C-0024,池袋店,衣料品,品質不良,49001,27,1,claims_styleC_202401.csv,1,遅延
2024-01-29,C-0025,渋谷店,雑貨,その他,13497,26,1,claims_styleC_202401.csv,1,遅延
2024-01-19,C-0026,上野店,日用品,品質不良,29301,25,1,claims_styleC_202401.csv,1,遅延
2024-01-24,C-0027,上野店,家電,サイズ不一致,41137,21,1,claims_styleC_202401.csv,1,遅延
2024-01-31,C-0028,渋谷店,日用品,品質不良,22220,19,1,claims_styleC_202401.csv,1,遅延
2024-01-23,C-0029,新宿店,家電,その他,43679,14,1,claims_styleC_202401.csv,1,遅延
2024-01-23,C-0030,新宿店,雑貨,サイズ不一致,28176,2,1,claims_styleC_202401.csv,1,迅速
2024-01-17,C-0031,銀座店,衣料品,サイズ不一致,23145,45,0,claims_styleC_202401.csv,0,遅延
2024-01-12,C-0032,池袋店,雑貨,その他,9856,18,1,claims_styleC_202401.csv,1,遅延
2024-01-10,C-0033,新宿店,衣料品,破損,35334,18,1,claims_styleC_202401.csv,1,遅延
2024-01-11,C-0034,銀座店,衣料品,破損,14603,16,1,claims_styleC_202401.csv,1,遅延
2024-01-13,C-0035,銀座店,衣料品,サイズ不一致,14735,18,1,claims_styleC_202401.csv,1,遅延
2024-01-03,C-0036,池袋店,家電,破損,37443,23,1,claims_styleC_202401.csv,1,遅延
2024-01-18,C-0037,池袋店,雑貨,破損,7122,27,1,claims_styleC_202401.csv,1,遅延
2024-01-08,C-0038,新宿店,食料品,サイズ不一致,32006,19,1,claims_styleC_202401.csv,1,遅延
2024-01-11,C-0039,銀座店,食料品,サイズ不一致,558,14,1,claims_styleC_202401.csv,1,遅延
2024-01-06,C-0040,銀座店,家電,その他,32632,30,1,claims_styleC_202401.csv,1,遅延
2024-01-11,C-0041,池袋店,食料品,品質不良,32719,10,1,claims_styleC_202401.csv,1,標準
2024-01-24,C-0042,渋谷店,日用品,その他,44148,24,1,claims_styleC_202401.csv,1,遅延
2024-01-02,C-0043,銀座店,家電,サイズ不一致,46849,30,1,claims_styleC_202401.csv,1,遅延
2024-01-29,C-0044,渋谷店,食料品,破損,28528,33,0,claims_styleC_202401.csv,0,遅延
2024-01-10,C-0045,銀座店,雑貨,その他,44496,11,1,claims_styleC_202401.csv,1,遅延
2024-01-15,C-0046,池袋店,日用品,品質不良,16735,17,1,claims_styleC_202401.csv,1,遅延
2024-01-09,C-0047,新宿店,食料品,破損,39601,21,1,claims_styleC_202401.csv,1,遅延
2024-01-07,C-0048,新宿店,雑貨,その他,41401,25,1,claims_styleC_202401.csv,1,遅延
2024-01-13,C-0049,渋谷店,日用品,サイズ不一致,24029,3,1,claims_styleC_202401.csv,1,迅速
2024-01-09,C-0050,銀座店,日用品,その他,37762,15,0,claims_styleC_202401.csv,0,遅延
2024-01-19,C-0051,上野店,食料品,破損,32788,34,0,claims_styleC_202401.csv,0,遅延
2024-01-22,C-0052,渋谷店,家電,破損,8238,2,1,claims_styleC_202401.csv,1,迅速
2024-01-29,C-0053,池袋店,食料品,破損,18567,30,1,claims_styleC_202401.csv,1,遅延
2024-01-16,C-0054,新宿店,家電,破損,20968,5,1,claims_styleC_202401.csv,1,標準
2024-01-25,C-0055,上野店,日用品,サイズ不一致,34113,16,1,claims_styleC_202401.csv,1,遅延
2024-01-03,C-0056,上野店,家電,破損,4182,26,1,claims_styleC_202401.csv,1,遅延
2024-01-27,C-0057,上野店,雑貨,サイズ不一致,28763,2,1,claims_styleC_202401.csv,1,迅速
2024-01-28,C-0058,上野店,家電,品質不良,34111,11,1,claims_styleC_202401.csv,1,遅延
2024-01-03,C-0059,上野店,家電,品質不良,22836,16,1,claims_styleC_202401.csv,1,遅延
2024-01-19,C-0060,渋谷店,雑貨,その他,33737,15,1,claims_styleC_202401.csv,1,遅延
2024-01-13,C-0061,池袋店,食料品,サイズ不一致,29042,1,1,claims_styleC_202401.csv,1,迅速
2024-01-23,C-0062,渋谷店,雑貨,品質不良,46749,12,1,claims_styleC_202401.csv,1,遅延
2024-01-16,C-0063,渋谷店,衣料品,その他,9245,30,1,claims_styleC_202401.csv,1,遅延
2024-01-24,C-0064,銀座店,衣料品,その他,22592,21,1,claims_styleC_202401.csv,1,遅延
2024-01-13,C-0065,渋谷店,雑貨,サイズ不一致,32781,39,0,claims_styleC_202401.csv,0,遅延
2024-01-18,C-0066,銀座店,雑貨,サイズ不一致,36475,6,1,claims_styleC_202401.csv,1,標準
2024-01-25,C-0067,渋谷店,衣料品,その他,33773,1,1,claims_styleC_202401.csv,1,迅速
2024-01-13,C-0068,新宿店,日用品,その他,17504,18,1,claims_styleC_202401.csv,1,遅延
2024-01-29,C-0069,渋谷店,食料品,その他,30862,30,1,claims_styleC_202401.csv,1,遅延
2024-01-08,C-0070,新宿店,食料品,品質不良,29819,16,0,claims_styleC_202401.csv,0,遅延
2024-01-23,C-0071,渋谷店,日用品,品質不良,20293,22,1,claims_styleC_202401.csv,1,遅延
2024-01-25,C-0072,渋谷店,日用品,破損,11938,7,1,claims_styleC_202401.csv,1,標準
2024-01-11,C-0073,上野店,雑貨,破損,12074,51,0,claims_styleC_202401.csv,0,遅延
2024-01-17,C-0074,新宿店,家電,破損,13975,57,0,claims_styleC_202401.csv,0,遅延
2024-01-29,C-0075,新宿店,家電,その他,2630,19,1,claims_styleC_202401.csv,1,遅延
2024-01-22,C-0076,銀座店,雑貨,破損,34907,21,1,claims_styleC_202401.csv,1,遅延
2024-01-13,C-0077,新宿店,雑貨,その他,12276,10,1,claims_styleC_202401.csv,1,標準
2024-01-23,C-0078,新宿店,家電,品質不良,28251,28,1,claims_styleC_202401.csv,1,遅延
2024-01-17,C-0079,新宿店,家電,サイズ不一致,12973,50,0,claims_styleC_202401.csv,0,遅延
2024-01-30,C-0080,銀座店,衣料品,品質不良,26921,3,1,claims_styleC_202401.csv,1,迅速
2024-01-09,C-0081,銀座店,雑貨,品質不良,43719,2,1,claims_styleC_202401.csv,1,迅速
2024-01-19,C-0082,上野店,日用品,その他,10682,25,1,claims_styleC_202401.csv,1,遅延
2024-01-31,C-0083,渋谷店,日用品,サイズ不一致,48115,34,0,claims_styleC_202401.csv,0,遅延
2024-01-16,C-0084,新宿店,雑貨,サイズ不一致,20013,25,1,claims_styleC_202401.csv,1,遅延
2024-01-25,C-0085,池袋店,家電,その他,26822,11,1,claims_styleC_202401.csv,1,遅延
2024-01-12,C-0086,上野店,家電,その他,5201,9,1,claims_styleC_202401.csv,1,標準
2024-01-25,C-0087,池袋店,日用品,破損,15852,45,0,claims_styleC_202401.csv,0,遅延
2024-01-08,C-0088,新宿店,食料品,破損,27800,28,1,claims_styleC_202401.csv,1,遅延
2024-01-14,C-0089,池袋店,日用品,サイズ不一致,16694,24,1,claims_styleC_202401.csv,1,遅延
2024-01-08,C-0090,銀座店,雑貨,破損,13089,27,1,claims_styleC_202401.csv,1,遅延
2024-01-21,C-0091,銀座店,家電,サイズ不一致,36719,24,1,claims_styleC_202401.csv,1,遅延
2024-01-24,C-0092,上野店,家電,サイズ不一致,45870,5,1,claims_styleC_202401.csv,1,標準
2024-01-31,C-0093,渋谷店,雑貨,品質不良,42002,21,1,claims_styleC_202401.csv,1,遅延
2024-01-22,C-0094,渋谷店,食料品,その他,7133,27,1,claims_styleC_202401.csv,1,遅延
2024-01-23,C-0095,新宿店,食料品,サイズ不一致,25435,3,1,claims_styleC_202401.csv,1,迅速
2024-01-21,C-0096,上野店,家電,その他,1082,20,1,claims_styleC_202401.csv,1,遅延
2024-01-01,C-0097,渋谷店,雑貨,破損,26926,14,1,claims_styleC_202401.csv,1,遅延
2024-01-27,C-0098,銀座店,日用品,品質不良,45927,17,1,claims_styleC_202401.csv,1,遅延
2024-01-07,C-0099,上野店,雑貨,破損,40816,8,1,claims_styleC_202401.csv,1,標準
2024-01-03,C-0100,池袋店,家電,その他,28381,13,1,claims_styleC_202401.csv,1,遅延
2024-01-10,C-0101,渋谷店,食料品,品質不良,20442,29,0,claims_styleC_202401.csv,0,遅延
2024-01-02,C-0102,渋谷店,日用品,品質不良,25143,16,1,claims_styleC_202401.csv,1,遅延
2024-01-11,C-0103,上野店,食料品,品質不良,11719,26,1,claims_styleC_202401.csv,1,遅延
2024-01-29,C-0104,上野店,家電,破損,2614,59,0,claims_styleC_202401.csv,0,遅延
2024-01-09,C-0105,上野店,雑貨,品質不良,9214,30,1,claims_styleC_202401.csv,1,遅延
2024-01-31,C-0106,新宿店,雑貨,サイズ不一致,37687,16,0,claims_styleC_202401.csv,0,遅延
2024-01-30,C-0107,渋谷店,衣料品,サイズ不一致,28329,13,1,claims_styleC_202401.csv,1,遅延
2024-01-13,C-0108,上野店,衣料品,その他,37854,28,1,claims_styleC_202401.csv,1,遅延
2024-01-24,C-0109,渋谷店,雑貨,破損,2969,23,1,claims_styleC_202401.csv,1,遅延
2024-01-03,C-0110,池袋店,雑貨,その他,48455,27,1,claims_styleC_202401.csv,1,遅延
2024-01-09,C-0111,銀座店,家電,サイズ不一致,17984,21,1,claims_styleC_202401.csv,1,遅延
2024-01-06,C-0112,上野店,家電,品質不良,38677,42,0,claims_styleC_202401.csv,0,遅延
2024-01-23,C-0113,渋谷店,食料品,破損,7965,8,1,claims_styleC_202401.csv,1,標準
2024-01-05,C-0114,銀座店,衣料品,破損,5596,21,1,claims_styleC_202401.csv,1,遅延
2024-01-15,C-0115,池袋店,衣料品,品質不良,6886,10,1,claims_styleC_202401.csv,1,標準
2024-01-18,C-0116,上野店,雑貨,その他,5434,15,1,claims_styleC_202401.csv,1,遅延
2024-01-03,C-0117,上野店,雑貨,破損,43227,18,1,claims_styleC_202401.csv,1,遅延
2024-01-13,C-0118,渋谷店,雑貨,サイズ不一致,28726,14,1,claims_styleC_202401.csv,1,遅延
2024-01-06,C-0119,新宿店,衣料品,破損,13640,13,1,claims_styleC_202401.csv,1,遅延
2024-01-14,C-0120,池袋店,家電,破損,24366,6,1,claims_styleC_202401.csv,1,標準
2024-01-31,C-0121,新宿店,家電,サイズ不一致,23056,9,1,claims_styleC_202401.csv,1,標準
2024-01-31,C-0122,銀座店,衣料品,その他,40263,1,1,claims_styleC_202401.csv,1,迅速
2024-01-14,C-0123,上野店,日用品,破損,16237,11,1,claims_styleC_202401.csv,1,遅延
2024-01-16,C-0124,池袋店,日用品,その他,48446,27,0,claims_styleC_202401.csv,0,遅延
2024-01-21,C-0125,銀座店,雑貨,サイズ不一致,16497,23,1,claims_styleC_202401.csv,1,遅延
2024-01-13,C-0126,池袋店,食料品,サイズ不一致,29734,26,1,claims_styleC_202401.csv,1,遅延
2024-01-25,C-0127,上野店,食料品,その他,47166,22,1,claims_styleC_202401.csv,1,遅延
2024-01-10,C-0128,渋谷店,家電,その他,7217,26,1,claims_styleC_202401.csv,1,遅延
2024-01-22,C-0129,新宿店,家電,その他,3976,9,1,claims_styleC_202401.csv,1,標準
2024-01-19,C-0130,銀座店,雑貨,その他,27319,45,0,claims_styleC_202401.csv,0,遅延
2024-01-23,C-0131,上野店,雑貨,品質不良,5736,12,1,claims_styleC_202401.csv,1,遅延
2024-01-12,C-0132,新宿店,雑貨,品質不良,28292,22,1,claims_styleC_202401.csv,1,遅延
2024-01-13,C-0133,池袋店,家電,品質不良,824,21,1,claims_styleC_202401.csv,1,遅延
2024-01-24,C-0134,上野店,雑貨,サイズ不一致,22455,17,1,claims_styleC_202401.csv,1,遅延
2024-01-22,C-0135,上野店,雑貨,サイズ不一致,17445,25,1,claims_styleC_202401.csv,1,遅延
2024-01-10,C-0136,銀座店,食料品,品質不良,41616,4,1,claims_styleC_202401.csv,1,標準
2024-01-10,C-0137,池袋店,家電,サイズ不一致,26199,12,1,claims_styleC_202401.csv,1,遅延
2024-01-15,C-0138,銀座店,衣料品,品質不良,15223,4,1,claims_styleC_202401.csv,1,標準
2024-01-01,C-0139,池袋店,食料品,サイズ不一致,46517,4,1,claims_styleC_202401.csv,1,標準
2024-01-06,C-0140,上野店,日用品,破損,28124,17,1,claims_styleC_202401.csv,1,遅延
