date,store,ingredient_code,ingredient_name,category,purchase_qty,unit_cost,used_qty,waste_qty,purchase_cost,waste_cost,waste_rate,qty_imputed,source_file
2024-01-10,新宿店,DY-001,牛乳(L),乳製品・卵,11.5,200.0,8.5,3.0,2300.0,600.0,0.2609,False,02_新宿店_cost_202401.csv
2024-01-10,新宿店,VG-001,キャベツ,野菜・果物,17.1,120.0,16.2,0.9,2052.0,108.0,0.0526,False,02_新宿店_cost_202401.csv
2024-01-10,新宿店,MT-001,鶏もも肉,肉類,17.1,800.0,16.2,0.9,13680.0,720.0,0.0526,False,02_新宿店_cost_202401.csv
2024-01-10,新宿店,FS-002,エビ,魚介類,10.1,2500.0,7.4,2.7,25250.0,6750.0,0.2673,False,02_新宿店_cost_202401.csv
2024-01-10,新宿店,SE-002,サラダ油(L),調味料・油,9.8,350.0,8.0,1.8,3430.0,630.0,0.1837,False,02_新宿店_cost_202401.csv
2024-01-11,新宿店,VG-003,玉ねぎ,野菜・果物,5.3,150.0,4.3,1.0,795.0,150.0,0.1887,False,02_新宿店_cost_202401.csv
2024-01-11,新宿店,FS-001,鮭,魚介類,7.3,1500.0,6.0,1.3,10950.0,1950.0,0.1781,False,02_新宿店_cost_202401.csv
2024-01-11,新宿店,FS-002,エビ,魚介類,10.9,2500.0,7.9,3.0,27250.0,7500.0,0.2752,False,02_新宿店_cost_202401.csv
2024-01-11,新宿店,MT-001,鶏もも肉,肉類,17.2,800.0,14.8,2.4,13760.0,1920.0,0.1395,False,02_新宿店_cost_202401.csv
2024-01-11,新宿店,FS-004,アジ,魚介類,14.1,800.0,11.2,2.9,11280.0,2320.0,0.2057,False,02_新宿店_cost_202401.csv
2024-01-12,新宿店,DY-002,バター(250g),乳製品・卵,11.7,450.0,9.2,2.5,5265.0,1125.0,0.2137,False,02_新宿店_cost_202401.csv
2024-01-12,新宿店,MT-002,豚バラ,肉類,10.7,1200.0,9.5,1.2,12840.0,1440.0,0.1121,False,02_新宿店_cost_202401.csv
2024-01-12,新宿店,MT-004,鶏むね肉,肉類,11.1,600.0,10.3,0.8,6660.0,480.0,0.0721,False,02_新宿店_cost_202401.csv
2024-01-12,新宿店,VG-002,にんじん,野菜・果物,17.3,180.0,13.6,3.7,3114.0,666.0,0.2139,False,02_新宿店_cost_202401.csv
2024-01-12,新宿店,FS-004,アジ,魚介類,11.6,800.0,8.4,3.2,9280.0,2560.0,0.2759,False,02_新宿店_cost_202401.csv
2024-01-15,新宿店,MT-003,牛切り落とし,肉類,18.5,2000.0,15.9,2.6,37000.0,5200.0,0.1405,False,02_新宿店_cost_202401.csv
2024-01-15,新宿店,MT-001,鶏もも肉,肉類,8.1,800.0,5.8,2.3,6480.0,1840.0,0.284,False,02_新宿店_cost_202401.csv
2024-01-15,新宿店,SE-001,醤油(L),調味料・油,10.1,400.0,7.8,2.3,4040.0,920.0,0.2277,False,02_新宿店_cost_202401.csv
2024-01-15,新宿店,SE-002,サラダ油(L),調味料・油,2.1,350.0,1.6,0.5,735.0,175.0,0.2381,False,02_新宿店_cost_202401.csv
2024-01-15,新宿店,MT-004,鶏むね肉,肉類,13.4,600.0,12.7,0.7,8040.0,420.0,0.0522,False,02_新宿店_cost_202401.csv
2024-01-16,新宿店,FS-003,イカ,魚介類,10.6,1200.0,9.4,1.2,12720.0,1440.0,0.1132,False,02_新宿店_cost_202401.csv
2024-01-16,新宿店,MT-002,豚バラ,肉類,15.0,1200.0,14.1,0.9,18000.0,1080.0,0.06,False,02_新宿店_cost_202401.csv
2024-01-16,新宿店,VG-002,にんじん,野菜・果物,17.6,180.0,12.8,4.8,3168.0,864.0,0.2727,False,02_新宿店_cost_202401.csv
2024-01-16,新宿店,SE-003,みりん(L),調味料・油,9.9,600.0,8.3,1.6,5940.0,960.0,0.1616,False,02_新宿店_cost_202401.csv
2024-01-16,新宿店,FS-001,鮭,魚介類,19.5,1500.0,18.4,1.1,29250.0,1650.0,0.0564,False,02_新宿店_cost_202401.csv
2024-01-17,新宿店,FS-003,イカ,魚介類,15.2,1200.0,13.5,1.7,18240.0,2040.0,0.1118,False,02_新宿店_cost_202401.csv
2024-01-17,新宿店,DY-004,チーズ(kg),乳製品・卵,4.2,1800.0,3.0,1.2,7560.0,2160.0,0.2857,False,02_新宿店_cost_202401.csv
2024-01-17,新宿店,DY-003,卵(10個),乳製品・卵,10.8,250.0,10.2,0.6,2700.0,150.0,0.0556,False,02_新宿店_cost_202401.csv
2024-01-17,新宿店,VG-001,キャベツ,野菜・果物,19.6,120.0,15.7,3.9,2352.0,468.0,0.199,False,02_新宿店_cost_202401.csv
2024-01-17,新宿店,FS-002,エビ,魚介類,3.5,2500.0,2.9,0.6,8750.0,1500.0,0.1714,False,02_新宿店_cost_202401.csv
2024-01-18,新宿店,DY-003,卵(10個),乳製品・卵,18.6,250.0,14.8,3.8,4650.0,950.0,0.2043,False,02_新宿店_cost_202401.csv
2024-01-18,新宿店,VG-001,キャベツ,野菜・果物,2.9,120.0,2.1,0.8,348.0,96.0,0.2759,False,02_新宿店_cost_202401.csv
2024-01-18,新宿店,DY-004,チーズ(kg),乳製品・卵,14.8,1800.0,13.2,1.6,26640.0,2880.0,0.1081,False,02_新宿店_cost_202401.csv
2024-01-18,新宿店,FS-003,イカ,魚介類,15.3,1200.0,12.5,2.8,18360.0,3360.0,0.183,False,02_新宿店_cost_202401.csv
2024-01-18,新宿店,SE-001,醤油(L),調味料・油,13.2,400.0,10.2,3.0,5280.0,1200.0,0.2273,False,02_新宿店_cost_202401.csv
2024-01-19,新宿店,SE-002,サラダ油(L),調味料・油,14.2,350.0,10.0,4.2,4970.0,1470.0,0.2958,False,02_新宿店_cost_202401.csv
2024-01-19,新宿店,FS-001,鮭,魚介類,18.1,1500.0,15.7,2.4,27150.0,3600.0,0.1326,False,02_新宿店_cost_202401.csv
2024-01-19,新宿店,SE-001,醤油(L),調味料・油,17.4,400.0,13.7,3.7,6960.0,1480.0,0.2126,False,02_新宿店_cost_202401.csv
2024-01-19,新宿店,DY-002,バター(250g),乳製品・卵,7.4,450.0,6.3,1.1,3330.0,495.0,0.1486,False,02_新宿店_cost_202401.csv
2024-01-19,新宿店,FS-004,アジ,魚介類,6.9,800.0,6.4,0.5,5520.0,400.0,0.0725,False,02_新宿店_cost_202401.csv
2024-01-22,新宿店,VG-003,玉ねぎ,野菜・果物,3.5,150.0,2.7,0.8,525.0,120.0,0.2286,False,02_新宿店_cost_202401.csv
2024-01-22,新宿店,DY-003,卵(10個),乳製品・卵,16.5,250.0,15.7,0.8,4125.0,200.0,0.0485,False,02_新宿店_cost_202401.csv
2024-01-22,新宿店,VG-003,玉ねぎ,野菜・果物,9.3,150.0,6.8,2.5,1395.0,375.0,0.2688,False,02_新宿店_cost_202401.csv
2024-01-22,新宿店,DY-003,卵(10個),乳製品・卵,20.0,250.0,17.5,2.5,5000.0,625.0,0.125,False,02_新宿店_cost_202401.csv
2024-01-22,新宿店,SE-003,みりん(L),調味料・油,9.1,600.0,8.5,0.6,5460.0,360.0,0.0659,False,02_新宿店_cost_202401.csv
2024-01-23,新宿店,SE-003,みりん(L),調味料・油,4.4,600.0,3.6,0.8,2640.0,480.0,0.1818,False,02_新宿店_cost_202401.csv
2024-01-23,新宿店,DY-002,バター(250g),乳製品・卵,2.3,450.0,1.9,0.4,1035.0,180.0,0.1739,False,02_新宿店_cost_202401.csv
2024-01-23,新宿店,MT-004,鶏むね肉,肉類,8.2,600.0,6.6,1.6,4920.0,960.0,0.1951,False,02_新宿店_cost_202401.csv
2024-01-23,新宿店,SE-002,サラダ油(L),調味料・油,15.5,350.0,12.9,2.6,5425.0,910.0,0.1677,False,02_新宿店_cost_202401.csv
2024-01-23,新宿店,DY-003,卵(10個),乳製品・卵,18.1,250.0,13.7,4.4,4525.0,1100.0,0.2431,False,02_新宿店_cost_202401.csv
2024-01-24,新宿店,SE-001,醤油(L),調味料・油,18.4,400.0,15.3,3.1,7360.0,1240.0,0.1685,False,02_新宿店_cost_202401.csv
2024-01-24,新宿店,FS-003,イカ,魚介類,12.6,1200.0,10.9,1.7,15120.0,2040.0,0.1349,False,02_新宿店_cost_202401.csv
2024-01-24,新宿店,MT-004,鶏むね肉,肉類,6.3,600.0,4.9,1.4,3780.0,840.0,0.2222,False,02_新宿店_cost_202401.csv
2024-01-24,新宿店,DY-003,卵(10個),乳製品・卵,17.7,250.0,13.6,4.1,4425.0,1025.0,0.2316,False,02_新宿店_cost_202401.csv
2024-01-24,新宿店,SE-004,塩(kg),調味料・油,16.3,200.0,14.6,1.7,3260.0,340.0,0.1043,False,02_新宿店_cost_202401.csv
2024-01-25,新宿店,SE-002,サラダ油(L),調味料・油,10.6,350.0,10.1,0.5,3710.0,175.0,0.0472,False,02_新宿店_cost_202401.csv
2024-01-25,新宿店,DY-004,チーズ(kg),乳製品・卵,16.7,1800.0,15.5,1.2,30060.0,2160.0,0.0719,False,02_新宿店_cost_202401.csv
2024-01-25,新宿店,MT-001,鶏もも肉,肉類,5.3,800.0,4.5,0.8,4240.0,640.0,0.1509,False,02_新宿店_cost_202401.csv
2024-01-25,新宿店,FS-003,イカ,魚介類,13.8,1200.0,13.0,0.8,16560.0,960.0,0.058,False,02_新宿店_cost_202401.csv
2024-01-25,新宿店,VG-002,にんじん,野菜・果物,9.8,180.0,6.9,2.9,1764.0,522.0,0.2959,False,02_新宿店_cost_202401.csv
2024-01-26,新宿店,FS-002,エビ,魚介類,3.9,2500.0,2.8,1.1,9750.0,2750.0,0.2821,False,02_新宿店_cost_202401.csv
2024-01-26,新宿店,MT-002,豚バラ,肉類,3.2,1200.0,2.6,0.6,3840.0,720.0,0.1875,False,02_新宿店_cost_202401.csv
2024-01-26,新宿店,VG-001,キャベツ,野菜・果物,7.6,120.0,5.4,2.2,912.0,264.0,0.2895,False,02_新宿店_cost_202401.csv
2024-01-26,新宿店,MT-004,鶏むね肉,肉類,8.9,600.0,6.4,2.5,5340.0,1500.0,0.2809,False,02_新宿店_cost_202401.csv
2024-01-26,新宿店,DY-001,牛乳(L),乳製品・卵,5.7,200.0,4.4,1.3,1140.0,260.0,0.2281,False,02_新宿店_cost_202401.csv
2024-01-29,新宿店,SE-004,塩(kg),調味料・油,9.5,200.0,6.7,2.8,1900.0,560.0,0.2947,False,02_新宿店_cost_202401.csv
2024-01-29,新宿店,DY-002,バター(250g),乳製品・卵,17.5,450.0,12.3,5.2,7875.0,2340.0,0.2971,False,02_新宿店_cost_202401.csv
2024-01-29,新宿店,SE-004,塩(kg),調味料・油,10.8,200.0,8.5,2.3,2160.0,460.0,0.213,False,02_新宿店_cost_202401.csv
2024-01-29,新宿店,SE-002,サラダ油(L),調味料・油,16.1,350.0,14.7,1.4,5635.0,490.0,0.087,False,02_新宿店_cost_202401.csv
2024-01-29,新宿店,MT-001,鶏もも肉,肉類,7.8,800.0,5.9,1.9,6240.0,1520.0,0.2436,False,02_新宿店_cost_202401.csv
2024-01-30,新宿店,VG-004,トマト,野菜・果物,14.3,300.0,10.8,3.5,4290.0,1050.0,0.2448,False,02_新宿店_cost_202401.csv
2024-01-30,新宿店,MT-002,豚バラ,肉類,18.7,1200.0,13.3,5.4,22440.0,6480.0,0.2888,False,02_新宿店_cost_202401.csv
2024-01-30,新宿店,DY-004,チーズ(kg),乳製品・卵,14.8,1800.0,12.3,2.5,26640.0,4500.0,0.1689,False,02_新宿店_cost_202401.csv
2024-01-30,新宿店,VG-005,レタス,野菜・果物,18.5,200.0,13.0,5.5,3700.0,1100.0,0.2973,False,02_新宿店_cost_202401.csv
2024-01-30,新宿店,MT-001,鶏もも肉,肉類,2.6,800.0,1.9,0.7,2080.0,560.0,0.2692,False,02_新宿店_cost_202401.csv
2024-01-31,新宿店,SE-002,サラダ油(L),調味料・油,6.3,350.0,5.3,1.0,2205.0,350.0,0.1587,False,02_新宿店_cost_202401.csv
2024-01-31,新宿店,SE-003,みりん(L),調味料・油,17.3,600.0,12.1,5.2,10380.0,3120.0,0.3006,False,02_新宿店_cost_202401.csv
2024-01-31,新宿店,SE-004,塩(kg),調味料・油,13.1,200.0,9.7,3.4,2620.0,680.0,0.2595,False,02_新宿店_cost_202401.csv
2024-01-31,新宿店,DY-004,チーズ(kg),乳製品・卵,17.4,1800.0,13.3,4.1,31320.0,7380.0,0.2356,False,02_新宿店_cost_202401.csv
2024-01-31,新宿店,MT-004,鶏むね肉,肉類,10.2,600.0,8.7,1.5,6120.0,900.0,0.1471,False,02_新宿店_cost_202401.csv
2024-01-01,池袋店,SE-003,みりん(L),調味料・油,8.5,600.0,7.7,0.8,5100.0,480.0,0.0941,False,03_池袋店_仕入_202401.csv
2024-01-01,池袋店,MT-003,牛切り落とし,肉類,16.4,2000.0,13.9,2.5,32800.0,5000.0,0.1524,False,03_池袋店_仕入_202401.csv
2024-01-01,池袋店,DY-004,チーズ(kg),乳製品・卵,9.5,1800.0,8.0,1.5,17100.0,2700.0,0.1579,False,03_池袋店_仕入_202401.csv
2024-01-01,池袋店,MT-003,牛切り落とし,肉類,8.2,2000.0,5.8,2.4,16400.0,4800.0,0.2927,False,03_池袋店_仕入_202401.csv
2024-01-01,池袋店,SE-001,醤油(L),調味料・油,15.1,400.0,13.2,1.9,6040.0,760.0,0.1258,False,03_池袋店_仕入_202401.csv
2024-01-02,池袋店,FS-002,エビ,魚介類,7.7,2500.0,7.1,0.6,19250.0,1500.0,0.0779,False,03_池袋店_仕入_202401.csv
2024-01-02,池袋店,FS-003,イカ,魚介類,4.3,1200.0,3.2,1.1,5160.0,1320.0,0.2558,False,03_池袋店_仕入_202401.csv
2024-01-02,池袋店,FS-001,鮭,魚介類,5.1,1500.0,4.2,0.9,7650.0,1350.0,0.1765,False,03_池袋店_仕入_202401.csv
2024-01-02,池袋店,MT-002,豚バラ,肉類,2.1,1200.0,1.5,0.6,2520.0,720.0,0.2857,False,03_池袋店_仕入_202401.csv
2024-01-02,池袋店,MT-004,鶏むね肉,肉類,12.5,600.0,9.1,3.4,7500.0,2040.0,0.272,False,03_池袋店_仕入_202401.csv
2024-01-03,池袋店,MT-002,豚バラ,肉類,17.8,1200.0,14.8,3.0,21360.0,3600.0,0.1685,False,03_池袋店_仕入_202401.csv
2024-01-03,池袋店,VG-004,トマト,野菜・果物,6.9,300.0,4.9,2.0,2070.0,600.0,0.2899,False,03_池袋店_仕入_202401.csv
2024-01-03,池袋店,SE-003,みりん(L),調味料・油,7.3,600.0,6.3,1.0,4380.0,600.0,0.137,False,03_池袋店_仕入_202401.csv
2024-01-03,池袋店,DY-004,チーズ(kg),乳製品・卵,2.3,1800.0,2.0,0.3,4140.0,540.0,0.1304,False,03_池袋店_仕入_202401.csv
2024-01-03,池袋店,SE-001,醤油(L),調味料・油,17.7,400.0,13.5,4.2,7080.0,1680.0,0.2373,False,03_池袋店_仕入_202401.csv
2024-01-04,池袋店,MT-004,鶏むね肉,肉類,12.0,600.0,9.6,2.4,7200.0,1440.0,0.2,False,03_池袋店_仕入_202401.csv
2024-01-04,池袋店,SE-001,醤油(L),調味料・油,15.1,400.0,12.7,2.4,6040.0,960.0,0.1589,False,03_池袋店_仕入_202401.csv
2024-01-04,池袋店,DY-004,チーズ(kg),乳製品・卵,19.7,1800.0,15.9,3.8,35460.0,6840.0,0.1929,False,03_池袋店_仕入_202401.csv
2024-01-04,池袋店,SE-001,醤油(L),調味料・油,2.2,400.0,2.0,0.2,880.0,80.0,0.0909,False,03_池袋店_仕入_202401.csv
2024-01-04,池袋店,FS-003,イカ,魚介類,9.3,1200.0,6.7,2.6,11160.0,3120.0,0.2796,False,03_池袋店_仕入_202401.csv
2024-01-05,池袋店,SE-004,塩(kg),調味料・油,9.1,200.0,7.9,1.2,1820.0,240.0,0.1319,False,03_池袋店_仕入_202401.csv
2024-01-05,池袋店,DY-002,バター(250g),乳製品・卵,19.3,450.0,14.4,4.9,8685.0,2205.0,0.2539,False,03_池袋店_仕入_202401.csv
2024-01-05,池袋店,SE-002,サラダ油(L),調味料・油,17.5,350.0,16.2,1.3,6125.0,455.0,0.0743,False,03_池袋店_仕入_202401.csv
2024-01-05,池袋店,FS-004,アジ,魚介類,10.5,800.0,9.3,1.2,8400.0,960.0,0.1143,False,03_池袋店_仕入_202401.csv
2024-01-05,池袋店,SE-001,醤油(L),調味料・油,8.8,400.0,7.3,1.5,3520.0,600.0,0.1705,False,03_池袋店_仕入_202401.csv
2024-01-08,池袋店,SE-003,みりん(L),調味料・油,15.2,600.0,13.6,1.6,9120.0,960.0,0.1053,False,03_池袋店_仕入_202401.csv
2024-01-08,池袋店,SE-002,サラダ油(L),調味料・油,3.9,350.0,3.6,0.3,1365.0,105.0,0.0769,False,03_池袋店_仕入_202401.csv
2024-01-08,池袋店,SE-002,サラダ油(L),調味料・油,16.4,350.0,11.9,4.5,5740.0,1575.0,0.2744,False,03_池袋店_仕入_202401.csv
2024-01-08,池袋店,DY-001,牛乳(L),乳製品・卵,15.4,200.0,10.9,4.5,3080.0,900.0,0.2922,False,03_池袋店_仕入_202401.csv
2024-01-08,池袋店,SE-001,醤油(L),調味料・油,8.8,400.0,7.7,1.1,3520.0,440.0,0.125,False,03_池袋店_仕入_202401.csv
2024-01-09,池袋店,VG-004,トマト,野菜・果物,9.1,300.0,7.1,2.0,2730.0,600.0,0.2198,False,03_池袋店_仕入_202401.csv
2024-01-09,池袋店,MT-004,鶏むね肉,肉類,12.5,600.0,10.0,2.5,7500.0,1500.0,0.2,False,03_池袋店_仕入_202401.csv
2024-01-09,池袋店,MT-001,鶏もも肉,肉類,18.8,800.0,15.4,3.4,15040.0,2720.0,0.1809,False,03_池袋店_仕入_202401.csv
2024-01-09,池袋店,FS-004,アジ,魚介類,8.8,800.0,7.0,1.8,7040.0,1440.0,0.2045,False,03_池袋店_仕入_202401.csv
2024-01-09,池袋店,FS-002,エビ,魚介類,4.9,2500.0,4.3,0.6,12250.0,1500.0,0.1224,False,03_池袋店_仕入_202401.csv
2024-01-10,池袋店,SE-003,みりん(L),調味料・油,19.2,600.0,14.1,5.1,11520.0,3060.0,0.2656,False,03_池袋店_仕入_202401.csv
2024-01-10,池袋店,FS-004,アジ,魚介類,17.9,800.0,13.8,4.1,14320.0,3280.0,0.2291,False,03_池袋店_仕入_202401.csv
2024-01-10,池袋店,FS-004,アジ,魚介類,5.3,800.0,4.4,0.9,4240.0,720.0,0.1698,False,03_池袋店_仕入_202401.csv
2024-01-10,池袋店,FS-001,鮭,魚介類,6.7,1500.0,4.8,1.9,10050.0,2850.0,0.2836,False,03_池袋店_仕入_202401.csv
2024-01-10,池袋店,SE-001,醤油(L),調味料・油,19.3,400.0,16.7,2.6,7720.0,1040.0,0.1347,False,03_池袋店_仕入_202401.csv
2024-01-11,池袋店,DY-001,牛乳(L),乳製品・卵,4.0,200.0,3.1,0.9,800.0,180.0,0.225,False,03_池袋店_仕入_202401.csv
2024-01-11,池袋店,FS-002,エビ,魚介類,15.8,2500.0,14.5,1.3,39500.0,3250.0,0.0823,False,03_池袋店_仕入_202401.csv
2024-01-11,池袋店,VG-001,キャベツ,野菜・果物,19.7,120.0,18.6,1.1,2364.0,132.0,0.0558,False,03_池袋店_仕入_202401.csv
2024-01-11,池袋店,VG-002,にんじん,野菜・果物,3.3,180.0,2.4,0.9,594.0,162.0,0.2727,False,03_池袋店_仕入_202401.csv
2024-01-11,池袋店,MT-001,鶏もも肉,肉類,12.0,800.0,8.7,3.3,9600.0,2640.0,0.275,False,03_池袋店_仕入_202401.csv
2024-01-12,池袋店,DY-002,バター(250g),乳製品・卵,13.1,450.0,10.9,2.2,5895.0,990.0,0.1679,False,03_池袋店_仕入_202401.csv
2024-01-12,池袋店,MT-002,豚バラ,肉類,6.6,1200.0,4.9,1.7,7920.0,2040.0,0.2576,False,03_池袋店_仕入_202401.csv
2024-01-12,池袋店,SE-001,醤油(L),調味料・油,12.5,400.0,11.0,1.5,5000.0,600.0,0.12,False,03_池袋店_仕入_202401.csv
2024-01-12,池袋店,DY-002,バター(250g),乳製品・卵,8.7,450.0,7.0,1.7,3915.0,765.0,0.1954,False,03_池袋店_仕入_202401.csv
2024-01-12,池袋店,SE-003,みりん(L),調味料・油,15.9,600.0,12.0,3.9,9540.0,2340.0,0.2453,False,03_池袋店_仕入_202401.csv
2024-01-15,池袋店,FS-002,エビ,魚介類,4.2,2500.0,3.9,0.3,10500.0,750.0,0.0714,False,03_池袋店_仕入_202401.csv
2024-01-15,池袋店,DY-001,牛乳(L),乳製品・卵,6.8,200.0,6.2,0.6,1360.0,120.0,0.0882,False,03_池袋店_仕入_202401.csv
2024-01-15,池袋店,MT-003,牛切り落とし,肉類,9.4,2000.0,7.6,1.8,18800.0,3600.0,0.1915,False,03_池袋店_仕入_202401.csv
2024-01-15,池袋店,VG-005,レタス,野菜・果物,14.8,200.0,13.5,1.3,2960.0,260.0,0.0878,False,03_池袋店_仕入_202401.csv
2024-01-15,池袋店,VG-003,玉ねぎ,野菜・果物,8.1,150.0,6.7,1.4,1215.0,210.0,0.1728,False,03_池袋店_仕入_202401.csv
2024-01-16,池袋店,DY-004,チーズ(kg),乳製品・卵,6.4,1800.0,4.7,1.7,11520.0,3060.0,0.2656,False,03_池袋店_仕入_202401.csv
2024-01-16,池袋店,SE-002,サラダ油(L),調味料・油,18.0,350.0,16.1,1.9,6300.0,665.0,0.1056,False,03_池袋店_仕入_202401.csv
2024-01-16,池袋店,VG-005,レタス,野菜・果物,10.8,200.0,9.0,1.8,2160.0,360.0,0.1667,False,03_池袋店_仕入_202401.csv
2024-01-16,池袋店,MT-001,鶏もも肉,肉類,9.8,800.0,7.2,2.6,7840.0,2080.0,0.2653,False,03_池袋店_仕入_202401.csv
2024-01-16,池袋店,FS-001,鮭,魚介類,19.1,1500.0,15.7,3.4,28650.0,5100.0,0.178,False,03_池袋店_仕入_202401.csv
2024-01-17,池袋店,DY-001,牛乳(L),乳製品・卵,4.9,200.0,4.1,0.8,980.0,160.0,0.1633,False,03_池袋店_仕入_202401.csv
2024-01-17,池袋店,FS-004,アジ,魚介類,6.6,800.0,4.7,1.9,5280.0,1520.0,0.2879,False,03_池袋店_仕入_202401.csv
2024-01-17,池袋店,FS-001,鮭,魚介類,18.5,1500.0,14.4,4.1,27750.0,6150.0,0.2216,False,03_池袋店_仕入_202401.csv
2024-01-17,池袋店,DY-003,卵(10個),乳製品・卵,10.4,250.0,8.3,2.1,2600.0,525.0,0.2019,False,03_池袋店_仕入_202401.csv
2024-01-17,池袋店,VG-004,トマト,野菜・果物,5.4,300.0,5.1,0.3,1620.0,90.0,0.0556,False,03_池袋店_仕入_202401.csv
2024-01-18,池袋店,SE-001,醤油(L),調味料・油,15.3,400.0,12.5,2.8,6120.0,1120.0,0.183,False,03_池袋店_仕入_202401.csv
2024-01-18,池袋店,SE-003,みりん(L),調味料・油,18.6,600.0,14.9,3.7,11160.0,2220.0,0.1989,False,03_池袋店_仕入_202401.csv
2024-01-18,池袋店,SE-002,サラダ油(L),調味料・油,16.3,350.0,13.9,2.4,5705.0,840.0,0.1472,False,03_池袋店_仕入_202401.csv
2024-01-18,池袋店,SE-002,サラダ油(L),調味料・油,16.3,350.0,12.3,4.0,5705.0,1400.0,0.2454,False,03_池袋店_仕入_202401.csv
2024-01-18,池袋店,DY-003,卵(10個),乳製品・卵,9.9,250.0,6.9,3.0,2475.0,750.0,0.303,False,03_池袋店_仕入_202401.csv
2024-01-19,池袋店,DY-004,チーズ(kg),乳製品・卵,7.1,1800.0,5.1,2.0,12780.0,3600.0,0.2817,False,03_池袋店_仕入_202401.csv
2024-01-19,池袋店,SE-004,塩(kg),調味料・油,4.3,200.0,3.2,1.1,860.0,220.0,0.2558,False,03_池袋店_仕入_202401.csv
2024-01-19,池袋店,DY-003,卵(10個),乳製品・卵,9.1,250.0,8.5,0.6,2275.0,150.0,0.0659,False,03_池袋店_仕入_202401.csv
2024-01-19,池袋店,FS-002,エビ,魚介類,15.1,2500.0,12.3,2.8,37750.0,7000.0,0.1854,False,03_池袋店_仕入_202401.csv
2024-01-19,池袋店,VG-003,玉ねぎ,野菜・果物,12.8,150.0,10.5,2.3,1920.0,345.0,0.1797,False,03_池袋店_仕入_202401.csv
2024-01-22,池袋店,SE-002,サラダ油(L),調味料・油,8.2,350.0,6.1,2.1,2870.0,735.0,0.2561,False,03_池袋店_仕入_202401.csv
2024-01-22,池袋店,SE-004,塩(kg),調味料・油,17.2,200.0,12.2,5.0,3440.0,1000.0,0.2907,False,03_池袋店_仕入_202401.csv
2024-01-22,池袋店,FS-001,鮭,魚介類,18.1,1500.0,16.1,2.0,27150.0,3000.0,0.1105,False,03_池袋店_仕入_202401.csv
2024-01-22,池袋店,SE-003,みりん(L),調味料・油,11.6,600.0,10.0,1.6,6960.0,960.0,0.1379,False,03_池袋店_仕入_202401.csv
2024-01-22,池袋店,MT-004,鶏むね肉,肉類,19.1,600.0,15.1,4.0,11460.0,2400.0,0.2094,False,03_池袋店_仕入_202401.csv
2024-01-23,池袋店,MT-003,牛切り落とし,肉類,9.3,2000.0,7.8,1.5,18600.0,3000.0,0.1613,False,03_池袋店_仕入_202401.csv
2024-01-23,池袋店,FS-003,イカ,魚介類,11.2,1200.0,10.4,0.8,13440.0,960.0,0.0714,False,03_池袋店_仕入_202401.csv
2024-01-23,池袋店,FS-003,イカ,魚介類,13.6,1200.0,10.7,2.9,16320.0,3480.0,0.2132,False,03_池袋店_仕入_202401.csv
2024-01-23,池袋店,DY-001,牛乳(L),乳製品・卵,9.9,200.0,7.4,2.5,1980.0,500.0,0.2525,False,03_池袋店_仕入_202401.csv
2024-01-23,池袋店,DY-002,バター(250g),乳製品・卵,13.8,450.0,11.1,2.7,6210.0,1215.0,0.1957,False,03_池袋店_仕入_202401.csv
2024-01-24,池袋店,VG-002,にんじん,野菜・果物,5.6,180.0,5.0,0.6,1008.0,108.0,0.1071,False,03_池袋店_仕入_202401.csv
2024-01-24,池袋店,SE-004,塩(kg),調味料・油,6.4,200.0,5.5,0.9,1280.0,180.0,0.1406,False,03_池袋店_仕入_202401.csv
2024-01-24,池袋店,DY-002,バター(250g),乳製品・卵,7.0,450.0,5.1,1.9,3150.0,855.0,0.2714,False,03_池袋店_仕入_202401.csv
2024-01-24,池袋店,SE-004,塩(kg),調味料・油,14.1,200.0,13.1,1.0,2820.0,200.0,0.0709,False,03_池袋店_仕入_202401.csv
2024-01-24,池袋店,SE-001,醤油(L),調味料・油,11.8,400.0,10.3,1.5,4720.0,600.0,0.1271,False,03_池袋店_仕入_202401.csv
2024-01-25,池袋店,VG-003,玉ねぎ,野菜・果物,13.0,150.0,9.9,3.1,1950.0,465.0,0.2385,False,03_池袋店_仕入_202401.csv
2024-01-25,池袋店,MT-004,鶏むね肉,肉類,7.8,600.0,7.4,0.4,4680.0,240.0,0.0513,False,03_池袋店_仕入_202401.csv
2024-01-25,池袋店,MT-003,牛切り落とし,肉類,14.3,2000.0,10.1,4.2,28600.0,8400.0,0.2937,False,03_池袋店_仕入_202401.csv
2024-01-25,池袋店,DY-003,卵(10個),乳製品・卵,17.8,250.0,15.2,2.6,4450.0,650.0,0.1461,False,03_池袋店_仕入_202401.csv
2024-01-25,池袋店,SE-003,みりん(L),調味料・油,18.8,600.0,17.2,1.6,11280.0,960.0,0.0851,False,03_池袋店_仕入_202401.csv
2024-01-26,池袋店,SE-003,みりん(L),調味料・油,11.8,600.0,9.7,2.1,7080.0,1260.0,0.178,False,03_池袋店_仕入_202401.csv
2024-01-26,池袋店,FS-004,アジ,魚介類,8.0,800.0,6.1,1.9,6400.0,1520.0,0.2375,False,03_池袋店_仕入_202401.csv
