work_date,worker_id,line,process,production_qty,defect_qty,work_hours,overtime_hours,defect_rate,productivity,performance_flag,source_file
2024-01-07,WRK-016,LINE-C,組立,145,5,9.5,2.8,0.034482758620689655,15.263157894736842,低生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-017,LINE-D,組立,113,9,7.2,0.3,0.07964601769911504,15.694444444444445,低生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-018,LINE-B,溶接,163,7,9.4,1.1,0.04294478527607362,17.340425531914892,高生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-019,LINE-C,組立,111,9,6.9,1.3,0.08108108108108109,16.08695652173913,高生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-020,LINE-A,検査,47,1,7.1,2.3,0.02127659574468085,6.619718309859155,低生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-021,LINE-C,検査,41,1,9.5,1.7,0.024390243902439025,4.315789473684211,低生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-022,LINE-D,組立,76,0,6.4,1.6,0.0,11.875,低生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-023,LINE-D,梱包,156,10,6.6,0.9,0.0641025641025641,23.636363636363637,高生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-024,LINE-C,組立,53,1,6.6,1.9,0.018867924528301886,8.030303030303031,低生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-025,LINE-A,検査,153,13,7.9,1.3,0.08496732026143791,19.367088607594937,高生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-026,LINE-C,溶接,171,3,7.4,0.3,0.017543859649122806,23.108108108108105,高生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-027,LINE-D,検査,51,1,7.6,1.8,0.0196078431372549,6.710526315789474,低生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-028,LINE-A,溶接,117,3,9.1,2.3,0.02564102564102564,12.857142857142858,低生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-029,LINE-C,検査,70,0,8.0,1.3,0.0,8.75,低生産性,worker_prod_styleB_202401.csv
2024-01-07,WRK-030,LINE-B,梱包,176,7,8.0,2.5,0.03977272727272727,22.0,高生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-001,LINE-C,組立,141,13,9.0,1.3,0.09219858156028368,15.666666666666666,低生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-002,LINE-D,組立,120,9,7.7,1.2,0.075,15.584415584415584,低生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-003,LINE-D,検査,69,3,6.1,1.0,0.043478260869565216,11.311475409836067,低生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-004,LINE-D,検査,62,3,9.4,0.7,0.04838709677419355,6.595744680851063,低生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-005,LINE-D,組立,141,13,7.2,1.0,0.09219858156028368,19.583333333333332,高生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-006,LINE-C,溶接,59,4,8.5,1.6,0.06779661016949153,6.9411764705882355,低生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-007,LINE-B,検査,129,11,9.8,1.9,0.08527131782945736,13.163265306122447,低生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-008,LINE-B,溶接,66,1,7.0,0.5,0.015151515151515152,9.428571428571429,低生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-009,LINE-B,組立,85,7,7.9,1.7,0.08235294117647059,10.759493670886075,低生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-010,LINE-D,検査,200,10,6.6,0.2,0.05,30.303030303030305,高生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-011,LINE-D,検査,110,9,6.2,1.5,0.08181818181818182,17.741935483870968,高生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-012,LINE-C,梱包,155,1,6.2,2.5,0.0064516129032258064,25.0,高生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-013,LINE-A,組立,197,19,8.0,1.4,0.09644670050761421,24.625,高生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-014,LINE-A,梱包,186,6,7.3,1.4,0.03225806451612903,25.47945205479452,高生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-015,LINE-B,組立,155,3,9.2,2.5,0.01935483870967742,16.847826086956523,高生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-016,LINE-A,溶接,50,1,8.8,3.0,0.02,5.681818181818182,低生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-017,LINE-B,検査,135,4,7.5,2.3,0.02962962962962963,18.0,高生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-018,LINE-A,検査,56,2,6.4,2.0,0.03571428571428571,8.75,低生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-019,LINE-C,検査,194,4,7.3,1.7,0.020618556701030927,26.575342465753426,高生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-020,LINE-B,検査,119,10,8.8,1.2,0.08403361344537816,13.522727272727272,低生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-021,LINE-A,検査,183,12,8.6,1.0,0.06557377049180328,21.27906976744186,高生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-022,LINE-B,組立,148,8,7.4,1.1,0.05405405405405406,20.0,高生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-023,LINE-B,溶接,127,12,7.9,0.7,0.09448818897637795,16.075949367088608,高生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-024,LINE-B,溶接,59,2,9.4,0.3,0.03389830508474576,6.276595744680851,低生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-025,LINE-A,検査,198,4,8.4,0.5,0.020202020202020204,23.57142857142857,高生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-026,LINE-B,溶接,152,1,7.6,2.0,0.006578947368421052,20.0,高生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-027,LINE-B,梱包,196,9,9.0,2.4,0.04591836734693878,21.77777777777778,高生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-028,LINE-B,溶接,119,7,9.6,0.6,0.058823529411764705,12.395833333333334,低生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-029,LINE-D,梱包,112,6,8.0,1.3,0.05357142857142857,14.0,低生産性,worker_prod_styleB_202401.csv
2024-01-08,WRK-030,LINE-B,溶接,194,4,9.5,0.2,0.020618556701030927,20.42105263157895,高生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-001,LINE-D,検査,181,3,8.8,1.5,0.016574585635359115,20.568181818181817,高生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-002,LINE-A,検査,61,6,6.6,1.3,0.09836065573770492,9.242424242424242,低生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-003,LINE-B,梱包,63,1,9.3,2.7,0.015873015873015872,6.774193548387096,低生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-004,LINE-A,梱包,53,3,8.0,0.7,0.05660377358490566,6.625,低生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-005,LINE-A,検査,97,0,7.3,0.3,0.0,13.287671232876713,低生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-006,LINE-C,溶接,75,0,7.1,2.5,0.0,10.563380281690142,低生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-007,LINE-B,梱包,154,0,9.6,0.1,0.0,16.041666666666668,高生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-008,LINE-B,溶接,180,16,7.7,2.3,0.08888888888888889,23.376623376623375,高生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-009,LINE-B,検査,71,0,7.0,1.9,0.0,10.142857142857142,低生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-010,LINE-D,組立,68,6,9.6,1.8,0.08823529411764706,7.083333333333334,低生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-011,LINE-A,溶接,76,4,7.7,1.8,0.05263157894736842,9.87012987012987,低生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-012,LINE-B,梱包,87,1,8.1,1.1,0.011494252873563218,10.74074074074074,低生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-013,LINE-A,梱包,160,1,8.5,2.9,0.00625,18.823529411764707,高生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-014,LINE-C,組立,131,12,6.3,0.7,0.0916030534351145,20.793650793650794,高生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-015,LINE-A,検査,74,0,7.4,1.0,0.0,10.0,低生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-016,LINE-B,梱包,162,5,9.2,0.2,0.030864197530864196,17.608695652173914,高生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-017,LINE-D,組立,115,3,6.2,0.6,0.02608695652173913,18.548387096774192,高生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-018,LINE-A,検査,119,8,7.6,2.4,0.06722689075630252,15.657894736842106,低生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-019,LINE-D,検査,49,1,7.1,2.6,0.02040816326530612,6.901408450704226,低生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-020,LINE-A,検査,109,1,9.2,1.3,0.009174311926605505,11.847826086956523,低生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-021,LINE-D,梱包,138,5,9.9,1.5,0.036231884057971016,13.93939393939394,低生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-022,LINE-D,検査,172,8,9.2,2.2,0.046511627906976744,18.695652173913047,高生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-023,LINE-A,梱包,194,5,8.2,1.0,0.02577319587628866,23.658536585365855,高生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-024,LINE-A,検査,115,4,7.8,2.2,0.034782608695652174,14.743589743589745,低生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-025,LINE-B,梱包,129,7,6.2,2.6,0.05426356589147287,20.806451612903224,高生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-026,LINE-C,梱包,110,10,9.9,2.8,0.09090909090909091,11.11111111111111,低生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-027,LINE-A,梱包,133,8,9.2,2.0,0.06015037593984962,14.456521739130435,低生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-028,LINE-A,溶接,195,14,6.1,0.2,0.07179487179487179,31.9672131147541,高生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-029,LINE-C,検査,138,9,6.1,0.5,0.06521739130434782,22.622950819672134,高生産性,worker_prod_styleB_202401.csv
2024-01-09,WRK-030,LINE-D,検査,135,7,9.1,1.7,0.05185185185185185,14.835164835164836,低生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-001,LINE-C,梱包,120,10,7.1,2.9,0.08333333333333333,16.901408450704228,高生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-002,LINE-A,溶接,167,16,7.5,1.7,0.09580838323353294,22.266666666666666,高生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-003,LINE-C,検査,154,6,10.0,0.9,0.03896103896103896,15.4,低生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-004,LINE-D,溶接,71,2,9.4,1.4,0.028169014084507043,7.553191489361702,低生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-005,LINE-D,組立,121,10,7.4,0.2,0.08264462809917356,16.35135135135135,高生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-006,LINE-C,検査,80,2,9.2,1.5,0.025,8.695652173913045,低生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-007,LINE-A,溶接,75,3,9.2,0.1,0.04,8.152173913043478,低生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-008,LINE-C,梱包,181,4,8.4,0.3,0.022099447513812154,21.547619047619047,高生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-009,LINE-C,梱包,162,16,7.6,1.2,0.09876543209876543,21.315789473684212,高生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-010,LINE-A,溶接,121,10,6.3,1.4,0.08264462809917356,19.206349206349206,高生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-011,LINE-C,溶接,181,18,6.7,2.9,0.09944751381215469,27.01492537313433,高生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-012,LINE-D,組立,71,2,7.2,0.5,0.028169014084507043,9.86111111111111,低生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-013,LINE-B,検査,172,9,9.4,0.8,0.05232558139534884,18.29787234042553,高生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-014,LINE-C,溶接,200,9,8.5,0.3,0.045,23.529411764705884,高生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-015,LINE-B,溶接,83,5,9.4,1.7,0.060240963855421686,8.829787234042552,低生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-016,LINE-A,組立,51,5,9.1,0.8,0.09803921568627451,5.604395604395605,低生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-017,LINE-B,梱包,198,0,8.0,1.9,0.0,24.75,高生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-018,LINE-C,検査,163,7,9.2,2.1,0.04294478527607362,17.717391304347828,高生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-019,LINE-C,梱包,58,5,6.2,1.3,0.08620689655172414,9.35483870967742,低生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-020,LINE-D,梱包,92,5,8.4,0.9,0.05434782608695652,10.952380952380953,低生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-021,LINE-C,検査,142,2,9.0,1.5,0.014084507042253521,15.777777777777779,高生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-022,LINE-A,検査,101,7,6.5,1.3,0.06930693069306931,15.538461538461538,低生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-023,LINE-B,組立,52,2,9.8,2.6,0.038461538461538464,5.3061224489795915,低生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-024,LINE-D,溶接,80,5,9.7,2.2,0.0625,8.247422680412372,低生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-025,LINE-B,溶接,167,16,7.9,2.6,0.09580838323353294,21.139240506329113,高生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-026,LINE-D,組立,63,3,8.0,2.9,0.047619047619047616,7.875,低生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-027,LINE-B,検査,52,0,7.1,1.8,0.0,7.323943661971831,低生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-028,LINE-D,検査,177,0,9.4,1.3,0.0,18.829787234042552,高生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-029,LINE-C,検査,143,5,6.2,0.2,0.03496503496503497,23.064516129032256,高生産性,worker_prod_styleB_202401.csv
2024-01-10,WRK-030,LINE-B,検査,181,9,6.3,1.5,0.049723756906077346,28.73015873015873,高生産性,worker_prod_styleB_202401.csv
2024-01-11,WRK-001,LINE-C,組立,72,1,7.6,2.4,0.013888888888888888,9.473684210526317,低生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-002,LINE-C,検査,76,3,8.4,1.2,0.039473684210526314,9.047619047619047,低生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-003,LINE-A,組立,49,1,8.9,2.4,0.02040816326530612,5.50561797752809,低生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-004,LINE-D,溶接,195,16,6.6,2.8,0.08205128205128205,29.545454545454547,高生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-005,LINE-C,溶接,140,9,9.0,0.9,0.06428571428571428,15.555555555555555,低生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-006,LINE-C,梱包,184,9,7.9,0.0,0.04891304347826087,23.29113924050633,高生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-007,LINE-C,組立,146,9,7.2,2.7,0.06164383561643835,20.27777777777778,高生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-008,LINE-A,梱包,107,10,9.1,2.3,0.09345794392523364,11.758241758241759,低生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-009,LINE-B,組立,189,15,6.7,1.9,0.07936507936507936,28.208955223880597,高生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-010,LINE-D,溶接,102,0,8.3,2.1,0.0,12.289156626506022,低生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-011,LINE-B,組立,152,10,7.7,1.2,0.06578947368421052,19.74025974025974,高生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-012,LINE-B,梱包,168,15,9.5,2.2,0.08928571428571429,17.68421052631579,高生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-013,LINE-A,溶接,172,6,8.2,3.0,0.03488372093023256,20.975609756097562,高生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-014,LINE-D,梱包,120,2,7.8,1.6,0.016666666666666666,15.384615384615385,低生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-015,LINE-C,検査,196,15,6.8,0.7,0.07653061224489796,28.823529411764707,高生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-016,LINE-C,溶接,116,4,8.8,2.1,0.034482758620689655,13.18181818181818,低生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-017,LINE-D,検査,162,11,8.2,2.8,0.06790123456790123,19.75609756097561,高生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-018,LINE-C,検査,71,6,9.6,1.2,0.08450704225352113,7.395833333333334,低生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-019,LINE-C,溶接,114,0,7.2,2.1,0.0,15.833333333333332,高生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-020,LINE-C,梱包,105,7,6.9,2.5,0.06666666666666667,15.217391304347826,低生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-021,LINE-C,検査,75,1,8.5,1.8,0.013333333333333334,8.823529411764707,低生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-022,LINE-B,組立,175,7,8.6,0.2,0.04,20.348837209302328,高生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-023,LINE-D,検査,160,3,8.7,0.4,0.01875,18.390804597701152,高生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-024,LINE-B,梱包,161,15,8.6,2.3,0.09316770186335403,18.72093023255814,高生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-025,LINE-C,検査,113,10,6.2,2.3,0.08849557522123894,18.225806451612904,高生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-026,LINE-B,組立,84,6,9.5,0.5,0.07142857142857142,8.842105263157896,低生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-027,LINE-A,梱包,166,5,9.7,2.9,0.030120481927710843,17.11340206185567,高生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-028,LINE-C,組立,42,2,8.3,0.3,0.047619047619047616,5.0602409638554215,低生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-029,LINE-C,検査,156,15,9.6,0.4,0.09615384615384616,16.25,高生産性,worker_prod_styleC_202401.csv
2024-01-11,WRK-030,LINE-D,検査,89,1,7.3,2.2,0.011235955056179775,12.191780821917808,低生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-001,LINE-C,溶接,43,2,9.2,1.7,0.046511627906976744,4.673913043478262,低生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-002,LINE-B,溶接,196,12,9.3,1.5,0.061224489795918366,21.0752688172043,高生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-003,LINE-A,梱包,64,1,9.9,1.4,0.015625,6.4646464646464645,低生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-004,LINE-B,組立,106,6,6.9,2.3,0.05660377358490566,15.362318840579709,低生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-005,LINE-C,検査,189,18,6.0,2.0,0.09523809523809523,31.5,高生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-006,LINE-B,組立,70,7,7.2,1.2,0.1,9.722222222222221,低生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-007,LINE-C,組立,115,5,8.5,0.7,0.043478260869565216,13.529411764705882,低生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-008,LINE-B,梱包,79,7,9.0,1.8,0.08860759493670886,8.777777777777779,低生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-009,LINE-D,梱包,177,6,9.0,2.0,0.03389830508474576,19.666666666666668,高生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-010,LINE-A,梱包,175,11,6.3,1.7,0.06285714285714286,27.77777777777778,高生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-011,LINE-A,溶接,186,17,6.6,1.0,0.0913978494623656,28.181818181818183,高生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-012,LINE-D,組立,92,9,8.0,2.7,0.09782608695652174,11.5,低生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-013,LINE-D,組立,156,4,8.1,1.4,0.02564102564102564,19.25925925925926,高生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-014,LINE-A,梱包,118,11,6.1,0.8,0.09322033898305085,19.34426229508197,高生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-015,LINE-A,溶接,188,2,6.2,1.0,0.010638297872340425,30.32258064516129,高生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-016,LINE-A,組立,57,3,6.1,1.2,0.05263157894736842,9.344262295081968,低生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-017,LINE-B,梱包,135,6,7.8,2.8,0.044444444444444446,17.307692307692307,高生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-018,LINE-D,梱包,60,5,9.9,2.6,0.08333333333333333,6.0606060606060606,低生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-019,LINE-B,検査,70,2,10.0,1.2,0.02857142857142857,7.0,低生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-020,LINE-B,溶接,40,0,9.9,1.4,0.0,4.040404040404041,低生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-021,LINE-D,梱包,98,3,7.8,0.5,0.030612244897959183,12.564102564102564,低生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-022,LINE-B,組立,48,3,8.5,2.8,0.0625,5.647058823529412,低生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-023,LINE-A,溶接,92,1,6.4,0.1,0.010869565217391304,14.375,低生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-024,LINE-A,溶接,51,3,7.8,1.6,0.058823529411764705,6.538461538461538,低生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-025,LINE-A,溶接,168,9,6.9,2.7,0.05357142857142857,24.34782608695652,高生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-026,LINE-C,検査,100,4,9.5,3.0,0.04,10.526315789473685,低生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-027,LINE-B,梱包,116,4,6.2,2.8,0.034482758620689655,18.70967741935484,高生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-028,LINE-B,梱包,182,15,6.2,1.0,0.08241758241758242,29.35483870967742,高生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-029,LINE-D,検査,146,6,6.6,1.1,0.0410958904109589,22.12121212121212,高生産性,worker_prod_styleC_202401.csv
2024-01-12,WRK-030,LINE-D,溶接,97,4,9.4,0.4,0.041237113402061855,10.319148936170212,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-001,LINE-D,組立,183,13,9.9,1.7,0.07103825136612021,18.484848484848484,高生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-002,LINE-B,梱包,102,4,6.8,1.9,0.0392156862745098,15.0,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-003,LINE-D,検査,63,4,8.9,0.6,0.06349206349206349,7.078651685393258,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-004,LINE-C,梱包,194,19,6.2,0.2,0.0979381443298969,31.29032258064516,高生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-005,LINE-B,梱包,93,5,7.2,2.7,0.053763440860215055,12.916666666666666,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-006,LINE-B,溶接,70,7,9.7,2.1,0.1,7.216494845360825,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-007,LINE-B,梱包,101,8,7.3,0.8,0.07920792079207921,13.835616438356166,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-008,LINE-D,検査,118,4,7.4,2.6,0.03389830508474576,15.945945945945946,高生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-009,LINE-D,組立,160,10,9.7,1.1,0.0625,16.494845360824744,高生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-010,LINE-D,組立,184,7,9.0,0.0,0.03804347826086957,20.444444444444443,高生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-011,LINE-D,検査,79,3,7.3,1.1,0.0379746835443038,10.821917808219178,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-012,LINE-B,梱包,180,10,7.0,2.5,0.05555555555555555,25.714285714285715,高生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-013,LINE-D,梱包,83,5,6.7,2.2,0.060240963855421686,12.388059701492537,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-014,LINE-D,溶接,178,1,8.1,2.5,0.0056179775280898875,21.97530864197531,高生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-015,LINE-A,組立,41,3,6.5,1.9,0.07317073170731707,6.3076923076923075,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-016,LINE-A,溶接,42,1,8.0,1.1,0.023809523809523808,5.25,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-017,LINE-D,梱包,44,0,8.1,1.2,0.0,5.432098765432099,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-018,LINE-A,検査,177,9,6.1,2.4,0.05084745762711865,29.016393442622952,高生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-019,LINE-D,溶接,67,0,8.1,0.7,0.0,8.271604938271606,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-020,LINE-C,検査,108,6,6.3,2.9,0.05555555555555555,17.142857142857142,高生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-021,LINE-D,溶接,97,4,8.7,2.5,0.041237113402061855,11.149425287356323,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-022,LINE-A,組立,143,6,7.5,1.4,0.04195804195804196,19.066666666666666,高生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-023,LINE-A,溶接,61,3,9.4,1.9,0.04918032786885246,6.48936170212766,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-024,LINE-C,組立,175,1,6.9,2.7,0.005714285714285714,25.362318840579707,高生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-025,LINE-D,検査,51,0,8.7,0.8,0.0,5.862068965517242,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-026,LINE-A,溶接,120,0,9.8,1.8,0.0,12.244897959183673,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-027,LINE-D,組立,116,2,8.3,1.7,0.017241379310344827,13.97590361445783,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-028,LINE-D,検査,138,12,9.0,2.4,0.08695652173913043,15.333333333333334,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-029,LINE-A,検査,53,0,7.7,2.5,0.0,6.883116883116883,低生産性,worker_prod_styleC_202401.csv
2024-01-13,WRK-030,LINE-C,梱包,123,0,8.5,2.4,0.0,14.470588235294118,低生産性,worker_prod_styleC_202401.csv
