driver_id,name,office,work_date,departure_time,return_time,break_hours,distance_km,operation_type,confinement_hours,work_hours,confinement_over_flag,work_over_flag,violation_flag,source_file
DRV017,ドライバー17,大阪営業所,2024-01-12,08:30,17:39,0.9,77.5,市内配送,9.15,8.25,False,False,正常,driver_202401_styleA.csv
DRV002,ドライバー02,大阪営業所,2024-01-21,08:00,16:59,0.8,57.1,市内配送,8.98,8.18,False,False,正常,driver_202401_styleA.csv
DRV009,ドライバー09,名古屋営業所,2024-01-22,10:15,19:15,0.8,39.9,市内配送,9.0,8.2,False,False,正常,driver_202401_styleA.csv
DRV012,ドライバー12,名古屋営業所,2024-01-21,09:15,20:37,1.5,161.9,中距離,11.37,9.87,False,True,違反,driver_202401_styleA.csv
DRV013,ドライバー13,東京営業所,2024-01-11,07:00,16:56,0.7,55.3,市内配送,9.93,9.23,False,True,違反,driver_202401_styleA.csv
DRV012,ドライバー12,名古屋営業所,2024-01-31,07:30,20:17,1.1,145.3,中距離,12.78,11.68,False,True,違反,driver_202401_styleA.csv
DRV005,ドライバー05,大阪営業所,2024-01-10,06:00,19:39,1.9,485.4,長距離,13.65,11.75,True,True,違反,driver_202401_styleA.csv
DRV020,ドライバー20,大阪営業所,2024-01-06,07:15,19:08,0.8,172.9,中距離,11.88,11.08,False,True,違反,driver_202401_styleA.csv
DRV024,ドライバー24,名古屋営業所,2024-01-15,10:30,00:22,1.8,370.2,長距離,13.87,12.07,True,True,違反,driver_202401_styleA.csv
DRV008,ドライバー08,大阪営業所,2024-01-26,09:15,19:43,1.5,296.9,中距離,10.47,8.97,False,False,正常,driver_202401_styleA.csv
DRV015,ドライバー15,名古屋営業所,2024-01-25,09:45,20:38,0.9,86.1,市内配送,10.88,9.98,False,True,違反,driver_202401_styleA.csv
DRV005,ドライバー05,大阪営業所,2024-01-02,09:30,19:09,0.6,89.2,市内配送,9.65,9.05,False,True,違反,driver_202401_styleA.csv
DRV028,ドライバー28,東京営業所,2024-01-03,07:30,20:37,1.5,549.3,長距離,13.12,11.62,True,True,違反,driver_202401_styleA.csv
DRV003,ドライバー03,名古屋営業所,2024-01-08,09:30,20:17,0.7,57.8,市内配送,10.78,10.08,False,True,違反,driver_202401_styleA.csv
DRV012,ドライバー12,名古屋営業所,2024-01-03,08:15,20:19,1.9,551.8,長距離,12.07,10.17,False,True,違反,driver_202401_styleB.csv
DRV021,ドライバー21,名古屋営業所,2024-01-05,07:00,17:08,1.4,239.2,中距離,10.13,8.73,False,False,正常,driver_202401_styleB.csv
DRV005,ドライバー05,大阪営業所,2024-01-16,09:00,19:43,0.5,45.1,市内配送,10.72,10.22,False,True,違反,driver_202401_styleB.csv
DRV005,ドライバー05,大阪営業所,2024-01-24,10:45,20:11,1.0,160.2,中距離,9.43,8.43,False,False,正常,driver_202401_styleB.csv
DRV002,ドライバー02,大阪営業所,2024-01-21,10:45,22:54,1.8,449.9,長距離,12.15,10.35,False,True,違反,driver_202401_styleB.csv
DRV018,ドライバー18,名古屋営業所,2024-01-17,10:15,00:02,1.3,300.5,長距離,13.78,12.48,True,True,違反,driver_202401_styleB.csv
DRV012,ドライバー12,名古屋営業所,2024-01-14,07:00,20:18,1.4,586.0,長距離,13.3,11.9,True,True,違反,driver_202401_styleB.csv
DRV018,ドライバー18,名古屋営業所,2024-01-17,10:00,20:33,1.1,227.1,中距離,10.55,9.45,False,True,違反,driver_202401_styleB.csv
DRV012,ドライバー12,名古屋営業所,2024-01-01,08:00,18:22,1.3,225.7,中距離,10.37,9.07,False,True,違反,driver_202401_styleB.csv
DRV025,ドライバー25,東京営業所,2024-01-25,08:15,17:25,1.2,262.7,中距離,9.17,7.97,False,False,正常,driver_202401_styleB.csv
DRV006,ドライバー06,名古屋営業所,2024-01-22,09:45,19:38,0.9,34.4,市内配送,9.88,8.98,False,False,正常,driver_202401_styleB.csv
DRV025,ドライバー25,東京営業所,2024-01-02,08:15,16:22,0.6,32.9,市内配送,8.12,7.52,False,False,正常,driver_202401_styleB.csv
DRV030,ドライバー30,名古屋営業所,2024-01-13,10:45,20:45,1.3,138.2,中距離,10.0,8.7,False,False,正常,driver_202401_styleB.csv
DRV012,ドライバー12,名古屋営業所,2024-01-02,08:30,16:52,0.7,92.3,市内配送,8.37,7.67,False,False,正常,driver_202401_styleB.csv
DRV024,ドライバー24,名古屋営業所,2024-01-31,09:30,22:23,1.1,199.5,中距離,12.88,11.78,False,True,違反,driver_202401_styleB.csv
DRV030,ドライバー30,名古屋営業所,2024-01-09,06:45,14:59,0.8,87.6,市内配送,8.23,7.43,False,False,正常,driver_202401_styleB.csv
DRV018,ドライバー18,名古屋営業所,2024-01-04,06:30,18:08,1.0,220.5,中距離,11.63,10.63,False,True,違反,driver_202401_styleB.csv
DRV014,ドライバー14,大阪営業所,2024-01-15,08:45,20:51,1.9,405.8,長距離,12.1,10.2,False,True,違反,driver_202401_styleB.csv
DRV014,ドライバー14,大阪営業所,2024-01-26,06:00,17:41,1.1,202.6,中距離,11.68,10.58,False,True,違反,driver_202401_styleB.csv
DRV024,ドライバー24,名古屋営業所,2024-01-31,06:15,16:47,0.8,60.7,市内配送,10.53,9.73,False,True,違反,driver_202401_styleB.csv
DRV005,ドライバー05,大阪営業所,2024-01-25,08:30,21:27,1.6,481.5,長距離,12.95,11.35,False,True,違反,driver_202401_styleB.csv
DRV022,ドライバー22,東京営業所,2024-01-12,08:45,20:48,1.2,205.9,中距離,12.05,10.85,False,True,違反,driver_202401_styleB.csv
DRV013,ドライバー13,東京営業所,2024-01-09,07:00,16:06,0.9,203.5,中距離,9.1,8.2,False,False,正常,driver_202401_styleB.csv
DRV030,ドライバー30,名古屋営業所,2024-01-09,08:45,18:36,1.2,238.8,中距離,9.85,8.65,False,False,正常,driver_202401_styleB.csv
DRV016,ドライバー16,東京営業所,2024-01-05,06:45,19:10,1.7,599.2,長距離,12.42,10.72,False,True,違反,driver_202401_styleB.csv
DRV026,ドライバー26,大阪営業所,2024-01-28,08:30,18:37,0.8,50.3,市内配送,10.12,9.32,False,True,違反,driver_202401_styleB.csv
DRV010,ドライバー10,東京営業所,2024-01-23,07:30,17:01,0.6,44.1,市内配送,9.52,8.92,False,False,正常,driver_202401_styleB.csv
DRV005,ドライバー05,大阪営業所,2024-01-16,06:30,19:53,1.4,541.1,長距離,13.38,11.98,True,True,違反,driver_202401_styleB.csv
DRV018,ドライバー18,名古屋営業所,2024-01-29,06:00,18:46,2.0,515.7,長距離,12.77,10.77,False,True,違反,driver_202401_styleB.csv
DRV017,ドライバー17,大阪営業所,2024-01-14,10:00,19:30,1.0,114.8,中距離,9.5,8.5,False,False,正常,driver_202401_styleB.csv
DRV015,ドライバー15,名古屋営業所,2024-01-12,07:15,17:33,0.6,65.2,市内配送,10.3,9.7,False,True,違反,driver_202401_styleB.csv
DRV028,ドライバー28,東京営業所,2024-01-04,10:15,23:00,1.2,580.4,長距離,12.75,11.55,False,True,違反,driver_202401_styleB.csv
DRV008,ドライバー08,大阪営業所,2024-01-31,10:30,22:53,0.9,227.0,中距離,12.38,11.48,False,True,違反,driver_202401_styleB.csv
DRV018,ドライバー18,名古屋営業所,2024-01-21,08:00,19:00,0.9,288.3,中距離,11.0,10.1,False,True,違反,driver_202401_styleB.csv
DRV005,ドライバー05,大阪営業所,2024-01-20,10:30,00:36,1.6,547.6,長距離,14.1,12.5,True,True,違反,driver_202401_styleB.csv
DRV001,ドライバー01,東京営業所,2024-01-31,10:30,00:07,1.8,425.0,長距離,13.62,11.82,True,True,違反,driver_202401_styleB.csv
DRV021,ドライバー21,名古屋営業所,2024-01-29,10:30,00:06,1.3,373.5,長距離,13.6,12.3,True,True,違反,driver_202401_styleB.csv
DRV026,ドライバー26,大阪営業所,2024-01-10,09:00,19:03,0.6,59.1,市内配送,10.05,9.45,False,True,違反,driver_202401_styleB.csv
DRV015,ドライバー15,名古屋営業所,2024-01-20,07:30,21:39,1.3,596.4,長距離,14.15,12.85,True,True,違反,driver_202401_styleB.csv
DRV012,ドライバー12,名古屋営業所,2024-01-05,08:00,16:57,0.7,48.7,市内配送,8.95,8.25,False,False,正常,driver_202401_styleB.csv
DRV008,ドライバー08,大阪営業所,2024-01-02,08:45,22:54,1.4,588.8,長距離,14.15,12.75,True,True,違反,driver_202401_styleB.csv
DRV029,ドライバー29,大阪営業所,2024-01-11,10:30,22:58,1.2,598.8,長距離,12.47,11.27,False,True,違反,driver_202401_styleB.csv
DRV015,ドライバー15,名古屋営業所,2024-01-10,09:00,18:21,1.0,191.4,中距離,9.35,8.35,False,False,正常,driver_202401_styleB.csv
DRV008,ドライバー08,大阪営業所,2024-01-12,06:00,18:42,1.6,552.9,長距離,12.7,11.1,False,True,違反,driver_202401_styleB.csv
DRV022,ドライバー22,東京営業所,2024-01-18,06:00,16:43,1.4,245.5,中距離,10.72,9.32,False,True,違反,driver_202401_styleB.csv
DRV025,ドライバー25,東京営業所,2024-01-02,09:00,20:16,0.9,210.6,中距離,11.27,10.37,False,True,違反,driver_202401_styleB.csv
DRV003,ドライバー03,名古屋営業所,2024-01-15,10:30,22:48,1.2,222.2,中距離,12.3,11.1,False,True,違反,driver_202401_styleB.csv
DRV005,ドライバー05,大阪営業所,2024-01-13,08:30,18:10,0.7,40.1,市内配送,9.67,8.97,False,False,正常,driver_202401_styleB.csv
DRV020,ドライバー20,大阪営業所,2024-01-17,06:00,15:09,1.3,260.8,中距離,9.15,7.85,False,False,正常,driver_202401_styleB.csv
DRV017,ドライバー17,大阪営業所,2024-01-20,10:15,20:33,1.2,132.5,中距離,10.3,9.1,False,True,違反,driver_202401_styleB.csv
DRV020,ドライバー20,大阪営業所,2024-01-10,10:30,20:01,0.8,64.3,市内配送,9.52,8.72,False,False,正常,driver_202401_styleB.csv
DRV019,ドライバー19,東京営業所,2024-01-27,06:30,16:49,0.8,183.3,中距離,10.32,9.52,False,True,違反,driver_202401_styleB.csv
DRV010,ドライバー10,東京営業所,2024-01-24,06:45,15:32,0.8,98.0,市内配送,8.78,7.98,False,False,正常,driver_202401_styleB.csv
DRV019,ドライバー19,東京営業所,2024-01-24,06:45,16:25,1.2,223.9,中距離,9.67,8.47,False,False,正常,driver_202401_styleB.csv
DRV027,ドライバー27,名古屋営業所,2024-01-27,07:00,18:17,1.3,138.2,中距離,11.28,9.98,False,True,違反,driver_202401_styleB.csv
DRV015,ドライバー15,名古屋営業所,2024-01-05,09:15,19:53,1.3,284.1,中距離,10.63,9.33,False,True,違反,driver_202401_styleB.csv
DRV028,ドライバー28,東京営業所,2024-01-24,06:15,15:48,0.8,99.9,市内配送,9.55,8.75,False,False,正常,driver_202401_styleB.csv
DRV016,ドライバー16,東京営業所,2024-01-11,07:45,20:23,1.0,170.9,中距離,12.63,11.63,False,True,違反,driver_202401_styleB.csv
DRV025,ドライバー25,東京営業所,2024-01-22,08:45,17:19,0.6,69.1,市内配送,8.57,7.97,False,False,正常,driver_202401_styleB.csv
DRV008,ドライバー08,大阪営業所,2024-01-10,08:15,18:19,0.7,63.6,市内配送,10.07,9.37,False,True,違反,driver_202401_styleB.csv
DRV018,ドライバー18,名古屋営業所,2024-01-26,08:30,16:51,0.8,56.6,市内配送,8.35,7.55,False,False,正常,driver_202401_styleB.csv
DRV013,ドライバー13,東京営業所,2024-01-31,07:30,15:37,1.0,35.5,市内配送,8.12,7.12,False,False,正常,driver_202401_styleB.csv
DRV030,ドライバー30,名古屋営業所,2024-01-09,09:15,19:03,1.2,286.6,中距離,9.8,8.6,False,False,正常,driver_202401_styleB.csv
DRV023,ドライバー23,大阪営業所,2024-01-04,10:15,20:13,1.3,206.2,中距離,9.97,8.67,False,False,正常,driver_202401_styleB.csv
DRV021,ドライバー21,名古屋営業所,2024-01-04,09:30,23:17,1.1,531.2,長距離,13.78,12.68,True,True,違反,driver_202401_styleB.csv
DRV001,ドライバー01,東京営業所,2024-01-30,07:45,17:42,0.9,63.3,市内配送,9.95,9.05,False,True,違反,driver_202401_styleB.csv
DRV021,ドライバー21,名古屋営業所,2024-01-31,08:30,21:12,1.1,530.6,長距離,12.7,11.6,False,True,違反,driver_202401_styleB.csv
DRV021,ドライバー21,名古屋営業所,2024-01-18,06:15,16:55,1.4,286.8,中距離,10.67,9.27,False,True,違反,driver_202401_styleB.csv
DRV002,ドライバー02,大阪営業所,2024-01-13,09:15,20:03,1.0,94.8,市内配送,10.8,9.8,False,True,違反,driver_202401_styleB.csv
DRV029,ドライバー29,大阪営業所,2024-01-10,10:00,00:19,1.3,436.3,長距離,14.32,13.02,True,True,違反,driver_202401_styleB.csv
DRV021,ドライバー21,名古屋営業所,2024-01-16,07:45,17:50,1.4,166.1,中距離,10.08,8.68,False,False,正常,driver_202401_styleB.csv
DRV024,ドライバー24,名古屋営業所,2024-01-09,07:00,18:56,1.3,213.6,中距離,11.93,10.63,False,True,違反,driver_202401_styleB.csv
DRV025,ドライバー25,東京営業所,2024-01-20,09:45,23:02,1.1,500.8,長距離,13.28,12.18,True,True,違反,driver_202401_styleB.csv
DRV006,ドライバー06,名古屋営業所,2024-01-16,08:15,16:16,0.7,61.3,市内配送,8.02,7.32,False,False,正常,driver_202401_styleB.csv
DRV009,ドライバー09,名古屋営業所,2024-01-10,10:00,18:47,0.7,46.5,市内配送,8.78,8.08,False,False,正常,driver_202401_styleB.csv
DRV022,ドライバー22,東京営業所,2024-01-10,07:45,21:27,1.9,566.3,長距離,13.7,11.8,True,True,違反,driver_202401_styleB.csv
DRV025,ドライバー25,東京営業所,2024-01-04,08:30,19:57,0.9,126.7,中距離,11.45,10.55,False,True,違反,driver_202401_styleB.csv
DRV005,ドライバー05,大阪営業所,2024-01-20,08:45,20:33,1.4,251.5,中距離,11.8,10.4,False,True,違反,driver_202401_styleB.csv
DRV026,ドライバー26,大阪営業所,2024-01-07,07:00,16:34,0.8,55.3,市内配送,9.57,8.77,False,False,正常,driver_202401_styleB.csv
DRV030,ドライバー30,名古屋営業所,2024-01-02,10:15,21:32,0.9,165.6,中距離,11.28,10.38,False,True,違反,driver_202401_styleB.csv
DRV017,ドライバー17,大阪営業所,2024-01-22,07:45,17:06,1.1,261.7,中距離,9.35,8.25,False,False,正常,driver_202401_styleB.csv
DRV015,ドライバー15,名古屋営業所,2024-01-14,09:00,22:23,1.7,392.5,長距離,13.38,11.68,True,True,違反,driver_202401_styleB.csv
DRV001,ドライバー01,東京営業所,2024-01-27,06:15,17:33,0.8,168.9,中距離,11.3,10.5,False,True,違反,driver_202401_styleB.csv
DRV003,ドライバー03,名古屋営業所,2024-01-02,06:45,15:52,1.1,253.8,中距離,9.12,8.02,False,False,正常,driver_202401_styleB.csv
DRV025,ドライバー25,東京営業所,2024-01-24,09:30,20:28,0.7,90.9,市内配送,10.97,10.27,False,True,違反,driver_202401_styleB.csv
DRV030,ドライバー30,名古屋営業所,2024-01-03,10:15,21:51,1.0,135.7,中距離,11.6,10.6,False,True,違反,driver_202401_styleB.csv
DRV018,ドライバー18,名古屋営業所,2024-01-05,07:00,19:01,1.5,192.6,中距離,12.02,10.52,False,True,違反,driver_202401_styleB.csv
DRV024,ドライバー24,名古屋営業所,2024-01-18,09:15,19:14,1.0,155.1,中距離,9.98,8.98,False,False,正常,driver_202401_styleB.csv
DRV030,ドライバー30,名古屋営業所,2024-01-25,06:00,16:25,0.7,83.6,市内配送,10.42,9.72,False,True,違反,driver_202401_styleB.csv
DRV029,ドライバー29,大阪営業所,2024-01-08,07:00,15:18,0.5,71.8,市内配送,8.3,7.8,False,False,正常,driver_202401_styleB.csv
DRV023,ドライバー23,大阪営業所,2024-01-08,06:45,16:04,0.8,82.8,市内配送,9.32,8.52,False,False,正常,driver_202401_styleB.csv
DRV025,ドライバー25,東京営業所,2024-01-17,08:15,22:17,1.7,395.7,長距離,14.03,12.33,True,True,違反,driver_202401_styleB.csv
DRV020,ドライバー20,大阪営業所,2024-01-27,08:15,17:09,0.6,76.2,市内配送,8.9,8.3,False,False,正常,driver_202401_styleB.csv
DRV008,ドライバー08,大阪営業所,2024-01-09,06:15,17:45,1.1,199.1,中距離,11.5,10.4,False,True,違反,driver_202401_styleB.csv
DRV012,ドライバー12,名古屋営業所,2024-01-22,09:30,19:35,0.7,51.0,市内配送,10.08,9.38,False,True,違反,driver_202401_styleB.csv
DRV006,ドライバー06,名古屋営業所,2024-01-16,07:15,16:09,0.9,86.4,市内配送,8.9,8.0,False,False,正常,driver_202401_styleB.csv
DRV030,ドライバー30,名古屋営業所,2024-01-14,09:15,22:13,1.3,399.1,長距離,12.97,11.67,False,True,違反,driver_202401_styleB.csv
DRV003,ドライバー03,名古屋営業所,2024-01-28,08:00,17:36,0.9,33.6,市内配送,9.6,8.7,False,False,正常,driver_202401_styleB.csv
DRV013,ドライバー13,東京営業所,2024-01-20,06:00,14:33,0.9,80.7,市内配送,8.55,7.65,False,False,正常,driver_202401_styleB.csv
DRV018,ドライバー18,名古屋営業所,2024-01-07,08:30,22:53,1.0,581.1,長距離,14.38,13.38,True,True,違反,driver_202401_styleB.csv
DRV024,ドライバー24,名古屋営業所,2024-01-25,09:15,22:59,1.7,419.0,長距離,13.73,12.03,True,True,違反,driver_202401_styleB.csv
DRV008,ドライバー08,大阪営業所,2024-01-25,08:45,19:36,1.2,161.7,中距離,10.85,9.65,False,True,違反,driver_202401_styleB.csv
DRV012,ドライバー12,名古屋営業所,2024-01-16,09:00,21:12,1.3,252.3,中距離,12.2,10.9,False,True,違反,driver_202401_styleB.csv
DRV011,ドライバー11,大阪営業所,2024-01-12,08:45,16:53,0.9,81.9,市内配送,8.13,7.23,False,False,正常,driver_202401_styleB.csv
DRV001,ドライバー01,東京営業所,2024-01-30,10:45,20:55,0.9,146.0,中距離,10.17,9.27,False,True,違反,driver_202401_styleB.csv
DRV019,ドライバー19,東京営業所,2024-01-16,10:30,19:16,0.9,97.7,市内配送,8.77,7.87,False,False,正常,driver_202401_styleB.csv
DRV021,ドライバー21,名古屋営業所,2024-01-15,07:30,16:00,0.9,64.2,市内配送,8.5,7.6,False,False,正常,driver_202401_styleB.csv
DRV030,ドライバー30,名古屋営業所,2024-01-21,06:00,16:31,0.5,87.3,市内配送,10.52,10.02,False,True,違反,driver_202401_styleB.csv
DRV002,ドライバー02,大阪営業所,2024-01-14,07:15,15:27,0.6,45.3,市内配送,8.2,7.6,False,False,正常,driver_202401_styleB.csv
DRV015,ドライバー15,名古屋営業所,2024-01-20,10:45,22:23,0.8,206.4,中距離,11.63,10.83,False,True,違反,driver_202401_styleB.csv
DRV014,ドライバー14,大阪営業所,2024-01-17,08:30,20:32,1.8,502.2,長距離,12.03,10.23,False,True,違反,driver_202401_styleB.csv
DRV026,ドライバー26,大阪営業所,2024-01-06,06:00,15:34,0.6,73.4,市内配送,9.57,8.97,False,False,正常,driver_202401_styleB.csv
DRV009,ドライバー09,名古屋営業所,2024-01-09,09:00,18:07,0.7,69.6,市内配送,9.12,8.42,False,False,正常,driver_202401_styleB.csv
DRV023,ドライバー23,大阪営業所,2024-01-22,06:00,18:14,1.4,465.8,長距離,12.23,10.83,False,True,違反,driver_202401_styleB.csv
DRV002,ドライバー02,大阪営業所,2024-01-23,07:00,16:29,0.7,84.9,市内配送,9.48,8.78,False,False,正常,driver_202401_styleB.csv
DRV019,ドライバー19,東京営業所,2024-01-04,10:00,18:41,1.0,78.5,市内配送,8.68,7.68,False,False,正常,driver_202401_styleB.csv
DRV019,ドライバー19,東京営業所,2024-01-02,06:30,19:05,1.2,106.6,中距離,12.58,11.38,False,True,違反,driver_202401_styleB.csv
DRV030,ドライバー30,名古屋営業所,2024-01-01,07:15,17:30,0.9,57.9,市内配送,10.25,9.35,False,True,違反,driver_202401_styleB.csv
DRV003,ドライバー03,名古屋営業所,2024-01-19,07:45,19:27,1.2,176.8,中距離,11.7,10.5,False,True,違反,driver_202401_styleB.csv
DRV024,ドライバー24,名古屋営業所,2024-01-23,06:30,18:38,1.4,551.6,長距離,12.13,10.73,False,True,違反,driver_202401_styleB.csv
DRV011,ドライバー11,大阪営業所,2024-01-20,10:45,21:39,0.7,74.4,市内配送,10.9,10.2,False,True,違反,driver_202401_styleB.csv
DRV026,ドライバー26,大阪営業所,2024-01-16,07:30,17:09,0.7,43.0,市内配送,9.65,8.95,False,False,正常,driver_202401_styleB.csv
DRV019,ドライバー19,東京営業所,2024-01-03,10:30,20:53,0.9,35.7,市内配送,10.38,9.48,False,True,違反,driver_202401_styleB.csv
DRV005,ドライバー05,大阪営業所,2024-01-26,07:45,18:01,0.8,101.0,中距離,10.27,9.47,False,True,違反,driver_202401_styleB.csv
DRV010,ドライバー10,東京営業所,2024-01-25,08:00,17:31,0.9,189.8,中距離,9.52,8.62,False,False,正常,driver_202401_styleB.csv
DRV018,ドライバー18,名古屋営業所,2024-01-04,06:00,16:24,0.8,219.6,中距離,10.4,9.6,False,True,違反,driver_202401_styleB.csv
DRV011,ドライバー11,大阪営業所,2024-01-01,08:45,17:54,0.5,93.1,市内配送,9.15,8.65,False,False,正常,driver_202401_styleB.csv
DRV029,ドライバー29,大阪営業所,2024-01-08,10:15,20:18,0.6,48.8,市内配送,10.05,9.45,False,True,違反,driver_202401_styleB.csv
DRV009,ドライバー09,名古屋営業所,2024-01-03,07:45,17:51,1.0,256.5,中距離,10.1,9.1,False,True,違反,driver_202401_styleB.csv
DRV012,ドライバー12,名古屋営業所,2024-01-08,09:15,20:04,0.9,101.4,中距離,10.82,9.92,False,True,違反,driver_202401_styleB.csv
DRV013,ドライバー13,東京営業所,2024-01-20,09:30,20:15,1.1,264.7,中距離,10.75,9.65,False,True,違反,driver_202401_styleB.csv
DRV021,ドライバー21,名古屋営業所,2024-01-05,08:30,18:18,0.8,63.5,市内配送,9.8,9.0,False,False,正常,driver_202401_styleB.csv
DRV006,ドライバー06,名古屋営業所,2024-01-31,08:30,18:42,0.8,97.7,市内配送,10.2,9.4,False,True,違反,driver_202401_styleB.csv
DRV026,ドライバー26,大阪営業所,2024-01-13,08:45,21:39,1.9,359.9,長距離,12.9,11.0,False,True,違反,driver_202401_styleB.csv
DRV018,ドライバー18,名古屋営業所,2024-01-25,10:00,00:22,1.5,512.5,長距離,14.37,12.87,True,True,違反,driver_202401_styleB.csv
DRV015,ドライバー15,名古屋営業所,2024-01-27,06:45,16:46,0.6,51.2,市内配送,10.02,9.42,False,True,違反,driver_202401_styleB.csv
DRV009,ドライバー09,名古屋営業所,2024-01-23,09:45,17:58,1.0,63.5,市内配送,8.22,7.22,False,False,正常,driver_202401_styleB.csv
DRV013,ドライバー13,東京営業所,2024-01-30,09:00,21:09,1.0,279.1,中距離,12.15,11.15,False,True,違反,driver_202401_styleB.csv
DRV018,ドライバー18,名古屋営業所,2024-01-30,06:00,18:04,1.2,171.0,中距離,12.07,10.87,False,True,違反,driver_202401_styleB.csv
DRV021,ドライバー21,名古屋営業所,2024-01-19,09:30,20:23,0.7,30.7,市内配送,10.88,10.18,False,True,違反,driver_202401_styleB.csv
DRV009,ドライバー09,名古屋営業所,2024-01-24,10:15,23:21,1.4,531.7,長距離,13.1,11.7,True,True,違反,driver_202401_styleB.csv
DRV019,ドライバー19,東京営業所,2024-01-05,08:00,17:26,0.6,94.4,市内配送,9.43,8.83,False,False,正常,driver_202401_styleB.csv
DRV003,ドライバー03,名古屋営業所,2024-01-31,07:30,20:16,1.5,362.1,長距離,12.77,11.27,False,True,違反,driver_202401_styleB.csv
DRV016,ドライバー16,東京営業所,2024-01-04,09:45,20:01,1.0,262.0,中距離,10.27,9.27,False,True,違反,driver_202401_styleB.csv
DRV004,ドライバー04,東京営業所,2024-01-11,06:15,20:34,1.7,454.8,長距離,14.32,12.62,True,True,違反,driver_202401_styleB.csv
DRV018,ドライバー18,名古屋営業所,2024-01-18,09:45,22:19,1.4,355.3,長距離,12.57,11.17,False,True,違反,driver_202401_styleB.csv
DRV021,ドライバー21,名古屋営業所,2024-01-13,06:15,15:35,0.7,30.3,市内配送,9.33,8.63,False,False,正常,driver_202401_styleB.csv
DRV007,ドライバー07,東京営業所,2024-01-25,06:00,19:59,1.5,409.7,長距離,13.98,12.48,True,True,違反,driver_202401_styleB.csv
DRV007,ドライバー07,東京営業所,2024-01-09,09:30,20:53,1.2,217.4,中距離,11.38,10.18,False,True,違反,driver_202401_styleB.csv
DRV012,ドライバー12,名古屋営業所,2024-01-15,10:15,22:30,1.3,159.5,中距離,12.25,10.95,False,True,違反,driver_202401_styleB.csv
DRV020,ドライバー20,大阪営業所,2024-01-22,07:30,16:58,1.0,136.6,中距離,9.47,8.47,False,False,正常,driver_202401_styleB.csv
DRV023,ドライバー23,大阪営業所,2024-01-13,09:15,22:41,1.4,446.0,長距離,13.43,12.03,True,True,違反,driver_202401_styleB.csv
DRV018,ドライバー18,名古屋営業所,2024-01-21,07:15,16:43,0.6,52.0,市内配送,9.47,8.87,False,False,正常,driver_202401_styleB.csv
DRV015,ドライバー15,名古屋営業所,2024-01-28,08:00,17:27,0.6,56.9,市内配送,9.45,8.85,False,False,正常,driver_202401_styleB.csv
DRV018,ドライバー18,名古屋営業所,2024-01-16,09:45,20:24,1.4,197.7,中距離,10.65,9.25,False,True,違反,driver_202401_styleB.csv
DRV003,ドライバー03,名古屋営業所,2024-01-26,07:30,16:37,0.9,157.7,中距離,9.12,8.22,False,False,正常,driver_202401_styleB.csv
DRV025,ドライバー25,東京営業所,2024-01-24,09:00,20:17,1.0,208.6,中距離,11.28,10.28,False,True,違反,driver_202401_styleB.csv
DRV012,ドライバー12,名古屋営業所,2024-01-25,06:45,17:56,1.5,120.5,中距離,11.18,9.68,False,True,違反,driver_202401_styleB.csv
DRV027,ドライバー27,名古屋営業所,2024-01-08,08:00,17:20,0.7,87.2,市内配送,9.33,8.63,False,False,正常,driver_202401_styleB.csv
DRV015,ドライバー15,名古屋営業所,2024-01-04,07:15,17:40,0.8,54.5,市内配送,10.42,9.62,False,True,違反,driver_202401_styleB.csv
DRV023,ドライバー23,大阪営業所,2024-01-14,07:15,17:36,0.9,86.4,市内配送,10.35,9.45,False,True,違反,driver_202401_styleB.csv
DRV019,ドライバー19,東京営業所,2024-01-09,10:15,20:32,1.3,157.9,中距離,10.28,8.98,False,False,正常,driver_202401_styleB.csv
DRV009,ドライバー09,名古屋営業所,2024-01-17,06:15,17:08,0.9,94.3,市内配送,10.88,9.98,False,True,違反,driver_202401_styleB.csv
DRV009,ドライバー09,名古屋営業所,2024-01-05,07:15,15:41,0.7,47.3,市内配送,8.43,7.73,False,False,正常,driver_202401_styleB.csv
DRV027,ドライバー27,名古屋営業所,2024-01-16,07:30,17:23,0.7,35.3,市内配送,9.88,9.18,False,True,違反,driver_202401_styleB.csv
DRV026,ドライバー26,大阪営業所,2024-01-03,09:30,19:35,0.9,61.8,市内配送,10.08,9.18,False,True,違反,driver_202401_styleB.csv
DRV016,ドライバー16,東京営業所,2024-01-01,06:45,18:17,1.3,270.0,中距離,11.53,10.23,False,True,違反,driver_202401_styleB.csv
DRV026,ドライバー26,大阪営業所,2024-01-07,09:15,20:13,1.0,156.7,中距離,10.97,9.97,False,True,違反,driver_202401_styleB.csv
DRV018,ドライバー18,名古屋営業所,2024-01-19,09:30,22:04,1.3,109.2,中距離,12.57,11.27,False,True,違反,driver_202401_styleB.csv
DRV021,ドライバー21,名古屋営業所,2024-01-15,06:00,16:47,0.6,62.0,市内配送,10.78,10.18,False,True,違反,driver_202401_styleB.csv
DRV014,ドライバー14,大阪営業所,2024-01-23,07:30,19:53,1.9,382.2,長距離,12.38,10.48,False,True,違反,driver_202401_styleB.csv
DRV021,ドライバー21,名古屋営業所,2024-01-03,08:15,17:27,1.2,245.2,中距離,9.2,8.0,False,False,正常,driver_202401_styleB.csv
