apply_date,apply_no,channel,job_type,cost,phase,is_hired,is_accepted,cost_per_hire,channel_efficiency,offer_acceptance,source_file
2024-01-12,234,リファラル,事務,47197,内定,1,1.0,47197,高効率,承諾,recruitment_cost_styleB_202401.csv
2024-01-05,235,SNS採用,デザイン,33261,書類選考,0,,33261,高効率,該当なし,recruitment_cost_styleB_202401.csv
2024-02-15,236,エージェント,マーケ,459141,最終面接,0,,459141,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-01-25,237,合同説明会,エンジニア,95242,最終面接,1,1.0,95242,標準,承諾,recruitment_cost_styleB_202401.csv
2024-03-16,238,合同説明会,事務,55952,一次面接,0,,55952,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-02-20,239,求人サイト,エンジニア,126794,二次面接,0,,126794,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-01-25,240,SNS採用,事務,48969,二次面接,0,,48969,高効率,該当なし,recruitment_cost_styleB_202401.csv
2024-01-01,241,エージェント,マーケ,346057,一次面接,0,,346057,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-02-18,242,SNS採用,デザイン,66616,二次面接,0,,66616,高効率,該当なし,recruitment_cost_styleB_202401.csv
2024-01-13,243,求人サイト,マーケ,102456,最終面接,0,,102456,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-02-19,244,エージェント,デザイン,406017,最終面接,0,,406017,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-02-01,245,リファラル,営業,40152,二次面接,0,,40152,高効率,該当なし,recruitment_cost_styleB_202401.csv
2024-01-14,246,求人サイト,営業,157104,内定,1,1.0,157104,標準,承諾,recruitment_cost_styleB_202401.csv
2024-01-13,247,リファラル,事務,24520,二次面接,0,,24520,高効率,該当なし,recruitment_cost_styleB_202401.csv
2024-01-03,248,合同説明会,エンジニア,119547,内定,1,1.0,119547,標準,承諾,recruitment_cost_styleB_202401.csv
2024-02-12,249,SNS採用,営業,36737,一次面接,0,,36737,高効率,該当なし,recruitment_cost_styleB_202401.csv
2024-02-07,250,SNS採用,デザイン,40018,書類選考,0,,40018,高効率,該当なし,recruitment_cost_styleB_202401.csv
2024-01-25,251,エージェント,マーケ,497773,内定,1,1.0,497773,標準,承諾,recruitment_cost_styleB_202401.csv
2024-02-22,252,合同説明会,デザイン,92363,二次面接,0,,92363,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-01-15,253,求人サイト,マーケ,157961,二次面接,0,,157961,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-02-19,254,求人サイト,事務,166497,書類選考,0,,166497,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-02-15,255,エージェント,エンジニア,314913,二次面接,0,,314913,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-02-03,256,求人サイト,デザイン,177867,内定,1,1.0,177867,標準,承諾,recruitment_cost_styleB_202401.csv
2024-03-18,257,求人サイト,マーケ,174928,一次面接,0,,174928,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-02-20,258,エージェント,デザイン,339547,書類選考,0,,339547,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-02-04,259,リファラル,エンジニア,43066,一次面接,0,,43066,高効率,該当なし,recruitment_cost_styleB_202401.csv
2024-01-08,260,エージェント,マーケ,437381,内定,1,1.0,437381,標準,承諾,recruitment_cost_styleB_202401.csv
2024-02-12,261,リファラル,マーケ,36789,二次面接,0,,36789,高効率,該当なし,recruitment_cost_styleB_202401.csv
2024-03-20,262,求人サイト,事務,108639,二次面接,0,,108639,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-01-18,263,エージェント,事務,366059,内定,1,0.0,366059,標準,辞退,recruitment_cost_styleB_202401.csv
2024-02-03,264,合同説明会,営業,95851,二次面接,0,,95851,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-03-23,265,エージェント,営業,455986,書類選考,0,,455986,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-02-18,266,エージェント,事務,333500,内定,1,1.0,333500,標準,承諾,recruitment_cost_styleB_202401.csv
2024-03-14,267,合同説明会,事務,52389,二次面接,0,,52389,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-02-06,268,SNS採用,事務,61868,一次面接,0,,61868,高効率,該当なし,recruitment_cost_styleB_202401.csv
2024-01-05,269,SNS採用,エンジニア,49385,書類選考,0,,49385,高効率,該当なし,recruitment_cost_styleB_202401.csv
2024-03-25,270,合同説明会,デザイン,54947,二次面接,0,,54947,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-03-05,271,合同説明会,マーケ,70218,一次面接,0,,70218,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-01-27,272,合同説明会,営業,144526,最終面接,1,1.0,144526,標準,承諾,recruitment_cost_styleB_202401.csv
2024-03-08,273,エージェント,デザイン,374692,最終面接,0,,374692,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-01-10,274,エージェント,営業,396427,内定,1,0.0,396427,標準,辞退,recruitment_cost_styleB_202401.csv
2024-02-25,275,リファラル,マーケ,42958,内定,1,1.0,42958,高効率,承諾,recruitment_cost_styleB_202401.csv
2024-01-27,276,SNS採用,デザイン,39070,二次面接,0,,39070,高効率,該当なし,recruitment_cost_styleB_202401.csv
2024-01-21,277,エージェント,事務,445369,書類選考,0,,445369,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-03-28,278,合同説明会,エンジニア,87363,書類選考,0,,87363,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-01-09,279,エージェント,デザイン,338626,最終面接,1,0.0,338626,標準,辞退,recruitment_cost_styleB_202401.csv
2024-02-12,280,求人サイト,マーケ,106980,最終面接,0,,106980,標準,該当なし,recruitment_cost_styleB_202401.csv
2024-01-13,281,求人サイト,事務,129430,書類選考,0,,129430,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-02-04,282,リファラル,営業,19017,書類選考,0,,19017,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-27,283,エージェント,営業,498925,最終面接,0,,498925,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-03,284,求人サイト,事務,128266,一次面接,0,,128266,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-24,285,合同説明会,デザイン,105476,書類選考,0,,105476,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-02-08,286,リファラル,エンジニア,13129,一次面接,0,,13129,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-21,287,合同説明会,マーケ,58232,書類選考,0,,58232,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-02-20,288,合同説明会,エンジニア,132831,内定,1,1.0,132831,標準,承諾,recruitment_cost_styleC_202401.csv
2024-03-05,289,リファラル,マーケ,10102,内定,1,1.0,10102,高効率,承諾,recruitment_cost_styleC_202401.csv
2024-03-14,290,SNS採用,エンジニア,64307,二次面接,0,,64307,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-01-17,291,合同説明会,デザイン,116535,内定,1,1.0,116535,標準,承諾,recruitment_cost_styleC_202401.csv
2024-02-02,292,エージェント,事務,366492,書類選考,0,,366492,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-02-26,293,求人サイト,事務,131604,書類選考,0,,131604,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-24,294,リファラル,営業,12905,二次面接,0,,12905,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-03-11,295,SNS採用,マーケ,75573,最終面接,0,,75573,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-01-03,296,エージェント,エンジニア,376924,一次面接,0,,376924,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-26,297,SNS採用,エンジニア,50682,二次面接,0,,50682,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-03-13,298,合同説明会,マーケ,83202,書類選考,0,,83202,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-07,299,リファラル,事務,13132,二次面接,0,,13132,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-04,300,リファラル,マーケ,36215,最終面接,0,,36215,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-11,301,SNS採用,マーケ,75355,最終面接,0,,75355,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-03-09,302,求人サイト,マーケ,110345,最終面接,0,,110345,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-18,303,リファラル,事務,16723,書類選考,0,,16723,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-22,304,リファラル,事務,39223,内定,1,1.0,39223,高効率,承諾,recruitment_cost_styleC_202401.csv
2024-01-23,305,エージェント,事務,417212,書類選考,0,,417212,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-28,306,リファラル,デザイン,38504,二次面接,0,,38504,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-03-26,307,求人サイト,エンジニア,187973,最終面接,0,,187973,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-22,308,SNS採用,エンジニア,39357,内定,1,1.0,39357,高効率,承諾,recruitment_cost_styleC_202401.csv
2024-02-02,309,SNS採用,エンジニア,45466,二次面接,0,,45466,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-13,310,合同説明会,エンジニア,129310,一次面接,0,,129310,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-15,311,リファラル,事務,39094,書類選考,0,,39094,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-03-05,312,合同説明会,事務,102171,二次面接,0,,102171,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-09,313,SNS採用,エンジニア,31698,一次面接,0,,31698,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-17,314,エージェント,デザイン,330870,二次面接,0,,330870,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-02-23,315,エージェント,営業,460399,二次面接,0,,460399,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-16,316,SNS採用,エンジニア,38895,書類選考,0,,38895,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-06,317,エージェント,エンジニア,478763,二次面接,0,,478763,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-12,318,求人サイト,デザイン,171063,二次面接,0,,171063,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-02-28,319,SNS採用,営業,53690,内定,1,1.0,53690,高効率,承諾,recruitment_cost_styleC_202401.csv
2024-01-26,320,SNS採用,営業,62376,書類選考,0,,62376,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-18,321,合同説明会,事務,111263,内定,1,1.0,111263,標準,承諾,recruitment_cost_styleC_202401.csv
2024-01-03,322,リファラル,マーケ,41369,内定,1,1.0,41369,高効率,承諾,recruitment_cost_styleC_202401.csv
2024-02-27,323,合同説明会,エンジニア,66426,二次面接,0,,66426,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-03,324,エージェント,マーケ,478286,内定,1,1.0,478286,標準,承諾,recruitment_cost_styleC_202401.csv
2024-03-21,325,合同説明会,営業,66912,最終面接,0,,66912,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-27,326,求人サイト,デザイン,120056,二次面接,0,,120056,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-06,327,リファラル,営業,32676,内定,1,0.0,32676,高効率,辞退,recruitment_cost_styleC_202401.csv
2024-01-09,328,SNS採用,デザイン,47986,一次面接,0,,47986,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-03-10,329,合同説明会,デザイン,62245,内定,1,1.0,62245,標準,承諾,recruitment_cost_styleC_202401.csv
2024-03-19,330,SNS採用,営業,73170,内定,1,1.0,73170,高効率,承諾,recruitment_cost_styleC_202401.csv
2024-03-11,331,合同説明会,エンジニア,53718,書類選考,0,,53718,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-21,332,合同説明会,事務,135344,一次面接,0,,135344,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-14,333,合同説明会,エンジニア,115278,内定,1,1.0,115278,標準,承諾,recruitment_cost_styleC_202401.csv
2024-02-16,334,SNS採用,マーケ,49492,最終面接,1,1.0,49492,高効率,承諾,recruitment_cost_styleC_202401.csv
2024-02-14,335,エージェント,マーケ,353483,二次面接,0,,353483,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-05,336,リファラル,事務,32634,最終面接,1,1.0,32634,高効率,承諾,recruitment_cost_styleC_202401.csv
2024-03-04,337,リファラル,営業,40570,書類選考,0,,40570,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-15,338,SNS採用,営業,36344,書類選考,0,,36344,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-13,339,合同説明会,マーケ,82541,一次面接,0,,82541,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-02-19,340,リファラル,営業,20442,最終面接,0,,20442,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-16,341,リファラル,マーケ,11518,書類選考,0,,11518,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-17,342,エージェント,営業,356398,内定,1,1.0,356398,標準,承諾,recruitment_cost_styleC_202401.csv
2024-01-10,343,エージェント,デザイン,471510,最終面接,0,,471510,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-28,344,求人サイト,マーケ,117555,二次面接,0,,117555,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-12,345,エージェント,事務,311860,最終面接,1,1.0,311860,標準,承諾,recruitment_cost_styleC_202401.csv
2024-02-18,346,リファラル,エンジニア,35319,内定,1,1.0,35319,高効率,承諾,recruitment_cost_styleC_202401.csv
2024-03-09,347,合同説明会,デザイン,65572,一次面接,0,,65572,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-13,348,リファラル,事務,46558,二次面接,0,,46558,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-01-07,349,合同説明会,デザイン,102610,内定,1,1.0,102610,標準,承諾,recruitment_cost_styleC_202401.csv
2024-01-05,350,リファラル,マーケ,44034,最終面接,1,0.0,44034,高効率,辞退,recruitment_cost_styleC_202401.csv
2024-01-11,351,合同説明会,事務,71299,最終面接,0,,71299,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-27,352,リファラル,デザイン,32044,内定,1,0.0,32044,高効率,辞退,recruitment_cost_styleC_202401.csv
2024-03-16,353,合同説明会,事務,112245,書類選考,0,,112245,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-02-11,354,求人サイト,マーケ,176507,二次面接,0,,176507,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-28,355,求人サイト,デザイン,162205,二次面接,0,,162205,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-26,356,合同説明会,デザイン,79824,書類選考,0,,79824,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-16,357,SNS採用,デザイン,71223,内定,1,1.0,71223,高効率,承諾,recruitment_cost_styleC_202401.csv
2024-02-05,358,SNS採用,エンジニア,67523,書類選考,0,,67523,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-01-01,359,エージェント,事務,409780,一次面接,0,,409780,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-02-23,360,SNS採用,マーケ,62887,内定,1,0.0,62887,高効率,辞退,recruitment_cost_styleC_202401.csv
2024-03-24,361,求人サイト,営業,167984,一次面接,0,,167984,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-11,362,エージェント,デザイン,398782,二次面接,0,,398782,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-15,363,合同説明会,事務,121601,二次面接,0,,121601,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-25,364,リファラル,デザイン,41731,一次面接,0,,41731,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-01-09,365,合同説明会,事務,79473,二次面接,0,,79473,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-02-23,366,SNS採用,マーケ,50777,最終面接,0,,50777,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-03-09,367,リファラル,エンジニア,47583,内定,1,1.0,47583,高効率,承諾,recruitment_cost_styleC_202401.csv
2024-02-27,368,リファラル,営業,29035,書類選考,0,,29035,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-23,369,求人サイト,事務,157983,二次面接,0,,157983,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-16,370,SNS採用,営業,65296,二次面接,0,,65296,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-03-23,371,リファラル,営業,17158,内定,1,1.0,17158,高効率,承諾,recruitment_cost_styleC_202401.csv
2024-01-08,372,求人サイト,デザイン,129579,一次面接,0,,129579,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-04,373,エージェント,事務,488051,最終面接,1,1.0,488051,標準,承諾,recruitment_cost_styleC_202401.csv
2024-01-18,374,SNS採用,マーケ,72787,最終面接,0,,72787,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-01-25,375,リファラル,事務,28704,書類選考,0,,28704,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-01-21,376,合同説明会,営業,120143,書類選考,0,,120143,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-14,377,SNS採用,エンジニア,56017,最終面接,1,1.0,56017,高効率,承諾,recruitment_cost_styleC_202401.csv
2024-02-02,378,求人サイト,事務,174443,内定,1,1.0,174443,標準,承諾,recruitment_cost_styleC_202401.csv
2024-02-10,379,エージェント,デザイン,437446,最終面接,0,,437446,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-28,380,合同説明会,マーケ,85761,一次面接,0,,85761,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-11,381,SNS採用,マーケ,72486,二次面接,0,,72486,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-03-06,382,求人サイト,事務,138669,内定,1,1.0,138669,標準,承諾,recruitment_cost_styleC_202401.csv
2024-01-06,383,合同説明会,マーケ,106059,内定,1,1.0,106059,標準,承諾,recruitment_cost_styleC_202401.csv
2024-02-22,384,求人サイト,営業,118430,最終面接,0,,118430,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-01,385,リファラル,マーケ,25435,最終面接,0,,25435,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-10,386,合同説明会,デザイン,51498,二次面接,0,,51498,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-12,387,SNS採用,エンジニア,73764,書類選考,0,,73764,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-10,388,SNS採用,マーケ,74962,内定,1,0.0,74962,高効率,辞退,recruitment_cost_styleC_202401.csv
2024-03-25,389,リファラル,エンジニア,29335,二次面接,0,,29335,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-03-08,390,SNS採用,営業,61338,一次面接,0,,61338,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-24,391,合同説明会,事務,104505,内定,1,0.0,104505,標準,辞退,recruitment_cost_styleC_202401.csv
2024-03-26,392,SNS採用,営業,74586,内定,1,0.0,74586,高効率,辞退,recruitment_cost_styleC_202401.csv
2024-01-17,393,エージェント,デザイン,484488,二次面接,0,,484488,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-19,394,求人サイト,エンジニア,171781,内定,1,1.0,171781,標準,承諾,recruitment_cost_styleC_202401.csv
2024-03-05,395,SNS採用,事務,64101,最終面接,1,1.0,64101,高効率,承諾,recruitment_cost_styleC_202401.csv
2024-03-16,396,求人サイト,デザイン,158390,書類選考,0,,158390,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-02-05,397,合同説明会,マーケ,109873,内定,1,1.0,109873,標準,承諾,recruitment_cost_styleC_202401.csv
2024-02-22,398,リファラル,エンジニア,35948,二次面接,0,,35948,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-01-24,399,SNS採用,デザイン,34786,書類選考,0,,34786,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-02-12,400,求人サイト,デザイン,107897,書類選考,0,,107897,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-02-02,401,リファラル,マーケ,21795,一次面接,0,,21795,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-03-24,402,エージェント,事務,400264,最終面接,0,,400264,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-02-13,403,求人サイト,デザイン,117431,二次面接,0,,117431,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-06,404,合同説明会,マーケ,119316,一次面接,0,,119316,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-08,405,求人サイト,エンジニア,139107,最終面接,0,,139107,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-14,406,合同説明会,マーケ,80102,一次面接,0,,80102,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-02-12,407,SNS採用,事務,42352,書類選考,0,,42352,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-01-26,408,エージェント,デザイン,304101,一次面接,0,,304101,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-03,409,求人サイト,デザイン,104400,最終面接,0,,104400,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-03-28,410,求人サイト,営業,197064,書類選考,0,,197064,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-02-15,411,SNS採用,デザイン,44238,書類選考,0,,44238,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-01-17,412,リファラル,営業,47755,二次面接,0,,47755,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-03-20,413,リファラル,営業,29776,一次面接,0,,29776,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-03-17,414,SNS採用,マーケ,49693,二次面接,0,,49693,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-01-18,415,合同説明会,営業,132050,最終面接,0,,132050,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-01-12,416,エージェント,デザイン,383554,最終面接,0,,383554,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-02-13,417,SNS採用,デザイン,61032,一次面接,0,,61032,高効率,該当なし,recruitment_cost_styleC_202401.csv
2024-01-10,418,SNS採用,マーケ,33776,内定,1,1.0,33776,高効率,承諾,recruitment_cost_styleC_202401.csv
2024-02-18,419,合同説明会,営業,100910,一次面接,0,,100910,標準,該当なし,recruitment_cost_styleC_202401.csv
2024-02-07,420,リファラル,エンジニア,39477,二次面接,0,,39477,高効率,該当なし,recruitment_cost_styleC_202401.csv
