apply_date,applicant_id,job_type,channel,reached_phase,hire_result,screening_days,is_hired,phase_order,passed_first_screen,source_file
2024-01-11,277,製造,リファラル,書類選考,不採用,8,0,1,0,recruitment_styleB_202401.csv
2024-03-11,278,製造,自社HP,書類選考,不採用,8,0,1,0,recruitment_styleB_202401.csv
2024-02-27,279,エンジニア,リファラル,最終面接,不採用,35,0,4,1,recruitment_styleB_202401.csv
2024-01-20,280,マーケティング,リファラル,書類選考,不採用,13,0,1,0,recruitment_styleB_202401.csv
2024-03-08,281,エンジニア,自社HP,書類選考,不採用,13,0,1,0,recruitment_styleC_202401.csv
2024-02-05,282,営業,転職サイト,書類選考,不採用,7,0,1,0,recruitment_styleC_202401.csv
2024-01-15,283,事務,自社HP,書類選考,不採用,10,0,1,0,recruitment_styleC_202401.csv
2024-03-25,284,製造,自社HP,書類選考,不採用,4,0,1,0,recruitment_styleC_202401.csv
2024-03-05,285,製造,エージェント,書類選考,不採用,11,0,1,0,recruitment_styleC_202401.csv
2024-03-13,286,事務,エージェント,書類選考,不採用,12,0,1,0,recruitment_styleC_202401.csv
2024-02-22,287,事務,自社HP,最終面接,不採用,29,0,4,1,recruitment_styleC_202401.csv
2024-02-23,288,営業,自社HP,一次面接,不採用,15,0,2,1,recruitment_styleC_202401.csv
2024-02-04,289,製造,自社HP,書類選考,不採用,10,0,1,0,recruitment_styleC_202401.csv
2024-02-25,290,営業,リファラル,書類選考,不採用,5,0,1,0,recruitment_styleC_202401.csv
2024-02-15,291,事務,自社HP,書類選考,不採用,8,0,1,0,recruitment_styleC_202401.csv
2024-03-23,292,事務,エージェント,書類選考,不採用,7,0,1,0,recruitment_styleC_202401.csv
2024-01-02,293,製造,エージェント,書類選考,不採用,4,0,1,0,recruitment_styleC_202401.csv
2024-01-14,294,事務,自社HP,書類選考,不採用,4,0,1,0,recruitment_styleC_202401.csv
2024-03-06,295,マーケティング,自社HP,一次面接,不採用,16,0,2,1,recruitment_styleC_202401.csv
2024-02-21,296,エンジニア,転職サイト,書類選考,不採用,7,0,1,0,recruitment_styleC_202401.csv
2024-03-24,297,エンジニア,エージェント,書類選考,不採用,4,0,1,0,recruitment_styleC_202401.csv
2024-02-26,298,マーケティング,エージェント,書類選考,不採用,8,0,1,0,recruitment_styleC_202401.csv
2024-01-01,299,事務,転職サイト,書類選考,不採用,9,0,1,0,recruitment_styleC_202401.csv
2024-02-15,300,製造,自社HP,書類選考,不採用,6,0,1,0,recruitment_styleC_202401.csv
2024-03-15,301,事務,エージェント,書類選考,不採用,9,0,1,0,recruitment_styleC_202401.csv
2024-01-24,302,マーケティング,リファラル,書類選考,不採用,4,0,1,0,recruitment_styleC_202401.csv
2024-03-11,303,事務,エージェント,書類選考,不採用,10,0,1,0,recruitment_styleC_202401.csv
2024-02-17,304,事務,転職サイト,一次面接,不採用,18,0,2,1,recruitment_styleC_202401.csv
2024-02-08,305,エンジニア,リファラル,内定,採用,41,1,5,1,recruitment_styleC_202401.csv
2024-01-09,306,事務,エージェント,内定,採用,36,1,5,1,recruitment_styleC_202401.csv
2024-03-04,307,事務,リファラル,書類選考,不採用,7,0,1,0,recruitment_styleC_202401.csv
2024-01-16,308,営業,自社HP,書類選考,不採用,13,0,1,0,recruitment_styleC_202401.csv
2024-02-14,309,製造,自社HP,書類選考,不採用,14,0,1,0,recruitment_styleC_202401.csv
2024-01-25,310,営業,転職サイト,書類選考,不採用,9,0,1,0,recruitment_styleC_202401.csv
2024-01-19,311,エンジニア,転職サイト,書類選考,不採用,12,0,1,0,recruitment_styleC_202401.csv
2024-01-19,312,製造,エージェント,書類選考,不採用,11,0,1,0,recruitment_styleC_202401.csv
2024-01-22,313,営業,自社HP,書類選考,不採用,4,0,1,0,recruitment_styleC_202401.csv
2024-02-05,314,製造,自社HP,二次面接,不採用,18,0,3,1,recruitment_styleC_202401.csv
2024-02-09,315,エンジニア,エージェント,最終面接,不採用,26,0,4,1,recruitment_styleC_202401.csv
2024-02-02,316,事務,自社HP,一次面接,不採用,21,0,2,1,recruitment_styleC_202401.csv
2024-02-12,317,マーケティング,自社HP,書類選考,不採用,10,0,1,0,recruitment_styleC_202401.csv
2024-02-03,318,製造,エージェント,書類選考,不採用,9,0,1,0,recruitment_styleC_202401.csv
2024-01-06,319,製造,自社HP,書類選考,不採用,7,0,1,0,recruitment_styleC_202401.csv
2024-01-25,320,エンジニア,リファラル,書類選考,不採用,10,0,1,0,recruitment_styleC_202401.csv
2024-03-13,321,営業,エージェント,二次面接,不採用,19,0,3,1,recruitment_styleC_202401.csv
2024-01-26,322,マーケティング,転職サイト,内定,採用,32,1,5,1,recruitment_styleC_202401.csv
2024-01-24,323,エンジニア,自社HP,書類選考,不採用,4,0,1,0,recruitment_styleC_202401.csv
2024-01-17,324,事務,エージェント,書類選考,不採用,13,0,1,0,recruitment_styleC_202401.csv
2024-02-19,325,製造,リファラル,書類選考,不採用,14,0,1,0,recruitment_styleC_202401.csv
2024-03-08,326,マーケティング,リファラル,書類選考,不採用,13,0,1,0,recruitment_styleC_202401.csv
2024-03-06,327,マーケティング,自社HP,一次面接,不採用,17,0,2,1,recruitment_styleC_202401.csv
2024-03-11,328,マーケティング,自社HP,一次面接,不採用,18,0,2,1,recruitment_styleC_202401.csv
2024-01-28,329,営業,リファラル,書類選考,不採用,6,0,1,0,recruitment_styleC_202401.csv
2024-02-02,330,製造,自社HP,書類選考,不採用,12,0,1,0,recruitment_styleC_202401.csv
2024-03-05,331,マーケティング,エージェント,内定,採用,40,1,5,1,recruitment_styleC_202401.csv
2024-03-27,332,営業,転職サイト,書類選考,不採用,13,0,1,0,recruitment_styleC_202401.csv
2024-01-28,333,エンジニア,エージェント,書類選考,不採用,13,0,1,0,recruitment_styleC_202401.csv
2024-03-22,334,製造,エージェント,書類選考,不採用,9,0,1,0,recruitment_styleC_202401.csv
2024-02-01,335,営業,エージェント,書類選考,不採用,5,0,1,0,recruitment_styleC_202401.csv
2024-03-25,336,マーケティング,エージェント,書類選考,不採用,7,0,1,0,recruitment_styleC_202401.csv
2024-02-08,337,製造,リファラル,書類選考,不採用,10,0,1,0,recruitment_styleC_202401.csv
2024-02-18,338,事務,リファラル,書類選考,不採用,11,0,1,0,recruitment_styleC_202401.csv
2024-02-04,339,マーケティング,リファラル,書類選考,不採用,9,0,1,0,recruitment_styleC_202401.csv
2024-02-14,340,エンジニア,エージェント,書類選考,不採用,4,0,1,0,recruitment_styleC_202401.csv
2024-02-18,341,製造,自社HP,内定,採用,40,1,5,1,recruitment_styleC_202401.csv
2024-03-22,342,事務,リファラル,書類選考,不採用,11,0,1,0,recruitment_styleC_202401.csv
2024-03-21,343,マーケティング,自社HP,書類選考,不採用,6,0,1,0,recruitment_styleC_202401.csv
2024-01-24,344,製造,自社HP,書類選考,不採用,14,0,1,0,recruitment_styleC_202401.csv
2024-01-17,345,エンジニア,転職サイト,書類選考,不採用,14,0,1,0,recruitment_styleC_202401.csv
2024-01-25,346,エンジニア,自社HP,書類選考,不採用,5,0,1,0,recruitment_styleC_202401.csv
2024-03-05,347,エンジニア,エージェント,一次面接,不採用,21,0,2,1,recruitment_styleC_202401.csv
2024-03-16,348,マーケティング,転職サイト,書類選考,不採用,4,0,1,0,recruitment_styleC_202401.csv
2024-01-17,349,事務,リファラル,書類選考,不採用,14,0,1,0,recruitment_styleC_202401.csv
2024-02-26,350,営業,転職サイト,書類選考,不採用,12,0,1,0,recruitment_styleC_202401.csv
2024-01-08,351,営業,リファラル,書類選考,不採用,8,0,1,0,recruitment_styleC_202401.csv
2024-02-03,352,事務,自社HP,一次面接,不採用,15,0,2,1,recruitment_styleC_202401.csv
2024-03-27,353,エンジニア,転職サイト,内定,採用,34,1,5,1,recruitment_styleC_202401.csv
2024-01-16,354,マーケティング,リファラル,書類選考,不採用,5,0,1,0,recruitment_styleC_202401.csv
2024-03-02,355,営業,エージェント,書類選考,不採用,13,0,1,0,recruitment_styleC_202401.csv
2024-02-09,356,エンジニア,転職サイト,書類選考,不採用,8,0,1,0,recruitment_styleC_202401.csv
2024-03-19,357,エンジニア,エージェント,書類選考,不採用,9,0,1,0,recruitment_styleC_202401.csv
2024-01-07,358,製造,エージェント,書類選考,不採用,10,0,1,0,recruitment_styleC_202401.csv
2024-01-10,359,営業,エージェント,書類選考,不採用,14,0,1,0,recruitment_styleC_202401.csv
2024-03-11,360,マーケティング,エージェント,書類選考,不採用,5,0,1,0,recruitment_styleC_202401.csv
2024-03-24,361,事務,転職サイト,内定,採用,41,1,5,1,recruitment_styleC_202401.csv
2024-02-25,362,事務,転職サイト,書類選考,不採用,11,0,1,0,recruitment_styleC_202401.csv
2024-02-08,363,事務,自社HP,書類選考,不採用,14,0,1,0,recruitment_styleC_202401.csv
2024-02-03,364,製造,リファラル,書類選考,不採用,5,0,1,0,recruitment_styleC_202401.csv
2024-01-09,365,営業,自社HP,書類選考,不採用,14,0,1,0,recruitment_styleC_202401.csv
2024-01-24,366,マーケティング,リファラル,一次面接,不採用,18,0,2,1,recruitment_styleC_202401.csv
2024-02-25,367,事務,転職サイト,内定,採用,32,1,5,1,recruitment_styleC_202401.csv
2024-01-12,368,製造,転職サイト,書類選考,不採用,10,0,1,0,recruitment_styleC_202401.csv
2024-01-10,369,マーケティング,自社HP,書類選考,不採用,12,0,1,0,recruitment_styleC_202401.csv
2024-01-19,370,製造,エージェント,書類選考,不採用,6,0,1,0,recruitment_styleC_202401.csv
2024-01-09,371,事務,リファラル,内定,採用,33,1,5,1,recruitment_styleC_202401.csv
2024-02-09,372,営業,自社HP,最終面接,不採用,30,0,4,1,recruitment_styleC_202401.csv
2024-03-13,373,事務,自社HP,書類選考,不採用,14,0,1,0,recruitment_styleC_202401.csv
2024-03-05,374,事務,リファラル,書類選考,不採用,7,0,1,0,recruitment_styleC_202401.csv
2024-02-11,375,営業,自社HP,書類選考,不採用,8,0,1,0,recruitment_styleC_202401.csv
2024-03-23,376,マーケティング,エージェント,一次面接,不採用,16,0,2,1,recruitment_styleC_202401.csv
2024-01-19,377,営業,エージェント,書類選考,不採用,12,0,1,0,recruitment_styleC_202401.csv
2024-01-24,378,マーケティング,エージェント,一次面接,不採用,17,0,2,1,recruitment_styleC_202401.csv
2024-03-16,379,営業,リファラル,書類選考,不採用,10,0,1,0,recruitment_styleC_202401.csv
2024-02-03,380,マーケティング,自社HP,書類選考,不採用,10,0,1,0,recruitment_styleC_202401.csv
2024-03-02,381,事務,転職サイト,一次面接,不採用,13,0,2,1,recruitment_styleC_202401.csv
2024-03-20,382,エンジニア,自社HP,書類選考,不採用,9,0,1,0,recruitment_styleC_202401.csv
2024-02-04,383,エンジニア,転職サイト,書類選考,不採用,12,0,1,0,recruitment_styleC_202401.csv
2024-03-19,384,製造,エージェント,一次面接,不採用,20,0,2,1,recruitment_styleC_202401.csv
2024-03-17,385,営業,リファラル,書類選考,不採用,11,0,1,0,recruitment_styleC_202401.csv
2024-01-10,386,マーケティング,転職サイト,書類選考,不採用,6,0,1,0,recruitment_styleC_202401.csv
2024-02-10,387,事務,自社HP,書類選考,不採用,12,0,1,0,recruitment_styleC_202401.csv
2024-02-12,388,マーケティング,転職サイト,書類選考,不採用,9,0,1,0,recruitment_styleC_202401.csv
2024-01-10,389,エンジニア,転職サイト,二次面接,不採用,21,0,3,1,recruitment_styleC_202401.csv
2024-03-06,390,製造,エージェント,二次面接,不採用,28,0,3,1,recruitment_styleC_202401.csv
2024-01-06,391,マーケティング,自社HP,書類選考,不採用,7,0,1,0,recruitment_styleC_202401.csv
2024-02-19,392,マーケティング,自社HP,二次面接,不採用,19,0,3,1,recruitment_styleC_202401.csv
2024-03-04,393,製造,エージェント,内定,採用,42,1,5,1,recruitment_styleC_202401.csv
2024-02-20,394,マーケティング,自社HP,一次面接,不採用,20,0,2,1,recruitment_styleC_202401.csv
2024-01-27,395,事務,転職サイト,書類選考,不採用,9,0,1,0,recruitment_styleC_202401.csv
2024-01-08,396,事務,転職サイト,書類選考,不採用,12,0,1,0,recruitment_styleC_202401.csv
2024-02-14,397,製造,エージェント,最終面接,不採用,27,0,4,1,recruitment_styleC_202401.csv
2024-03-06,398,マーケティング,リファラル,内定,採用,32,1,5,1,recruitment_styleC_202401.csv
2024-02-05,399,営業,自社HP,書類選考,不採用,12,0,1,0,recruitment_styleC_202401.csv
2024-03-16,400,マーケティング,自社HP,書類選考,不採用,11,0,1,0,recruitment_styleC_202401.csv
2024-01-03,401,製造,転職サイト,書類選考,不採用,7,0,1,0,recruitment_styleC_202401.csv
2024-02-02,402,事務,エージェント,二次面接,不採用,25,0,3,1,recruitment_styleC_202401.csv
2024-03-17,403,エンジニア,転職サイト,書類選考,不採用,9,0,1,0,recruitment_styleC_202401.csv
2024-03-27,404,エンジニア,自社HP,書類選考,不採用,5,0,1,0,recruitment_styleC_202401.csv
2024-03-27,405,営業,リファラル,書類選考,不採用,4,0,1,0,recruitment_styleC_202401.csv
2024-02-09,406,事務,転職サイト,書類選考,不採用,7,0,1,0,recruitment_styleC_202401.csv
2024-01-26,407,製造,リファラル,書類選考,不採用,13,0,1,0,recruitment_styleC_202401.csv
2024-03-14,408,営業,エージェント,書類選考,不採用,7,0,1,0,recruitment_styleC_202401.csv
2024-01-19,409,事務,リファラル,一次面接,不採用,15,0,2,1,recruitment_styleC_202401.csv
2024-02-19,410,事務,転職サイト,書類選考,不採用,10,0,1,0,recruitment_styleC_202401.csv
2024-01-09,411,営業,エージェント,書類選考,不採用,7,0,1,0,recruitment_styleC_202401.csv
2024-03-13,412,マーケティング,エージェント,内定,採用,33,1,5,1,recruitment_styleC_202401.csv
2024-02-17,413,事務,リファラル,二次面接,不採用,19,0,3,1,recruitment_styleC_202401.csv
2024-03-15,414,事務,転職サイト,書類選考,不採用,10,0,1,0,recruitment_styleC_202401.csv
2024-01-14,415,営業,自社HP,書類選考,不採用,9,0,1,0,recruitment_styleC_202401.csv
2024-03-19,416,営業,自社HP,書類選考,不採用,14,0,1,0,recruitment_styleC_202401.csv
2024-01-02,417,エンジニア,自社HP,書類選考,不採用,6,0,1,0,recruitment_styleC_202401.csv
2024-02-15,418,エンジニア,自社HP,書類選考,不採用,6,0,1,0,recruitment_styleC_202401.csv
2024-03-10,419,営業,リファラル,内定,採用,32,1,5,1,recruitment_styleC_202401.csv
2024-02-21,420,事務,エージェント,内定,採用,41,1,5,1,recruitment_styleC_202401.csv
