harvest_date,record_id,farm_id,farm_name,crop,harvest_qty,grade_a_qty,defect_qty,inspector_id,grade_a_rate,defect_rate,quality_flag,source_file
2024-01-15,REC-0178,FARM-D,農場D,レタス,323.2,133.9,7.0,INS-05,0.41429455445544555,0.02165841584158416,要改善,harvest_styleB.csv
2024-01-04,REC-0179,FARM-C,農場C,レタス,99.9,67.8,5.9,INS-05,0.6786786786786786,0.05905905905905906,合格,harvest_styleB.csv
2024-01-10,REC-0180,FARM-A,農場A,キュウリ,227.9,136.6,0.2,INS-03,0.5993856954804738,0.0008775778850372971,要改善,harvest_styleB.csv
2024-01-07,REC-0181,FARM-B,農場B,ピーマン,180.3,21.6,9.0,INS-04,0.11980033277870217,0.04991680532445923,要改善,harvest_styleB.csv
2024-01-06,REC-0182,FARM-B,農場B,レタス,289.7,66.7,16.2,INS-03,0.23023817742492236,0.05591991715567829,要改善,harvest_styleB.csv
2024-01-03,REC-0183,FARM-D,農場D,トマト,246.3,113.2,1.9,INS-03,0.4596021112464474,0.007714169711733657,要改善,harvest_styleB.csv
2024-01-19,REC-0184,FARM-D,農場D,ほうれん草,232.0,148.5,6.7,INS-04,0.6400862068965517,0.02887931034482759,合格,harvest_styleB.csv
2024-01-01,REC-0185,FARM-C,農場C,キュウリ,410.6,253.8,34.2,INS-03,0.6181198246468582,0.08329274232830006,合格,harvest_styleB.csv
2024-01-03,REC-0186,FARM-D,農場D,トマト,159.5,93.9,8.4,INS-04,0.5887147335423197,0.05266457680250784,要改善,harvest_styleB.csv
2024-01-10,REC-0187,FARM-C,農場C,キュウリ,199.9,33.6,10.2,INS-01,0.16808404202101052,0.051025512756378184,要改善,harvest_styleB.csv
2024-01-17,REC-0188,FARM-B,農場B,ピーマン,208.0,199.3,13.4,INS-02,0.958173076923077,0.06442307692307693,優良,harvest_styleB.csv
2024-01-08,REC-0189,FARM-A,農場A,キュウリ,165.2,28.7,2.5,INS-01,0.17372881355932204,0.015133171912832932,要改善,harvest_styleB.csv
2024-01-06,REC-0190,FARM-D,農場D,レタス,389.5,296.0,17.5,INS-05,0.7599486521181001,0.044929396662387676,合格,harvest_styleB.csv
2024-01-20,REC-0191,FARM-C,農場C,ピーマン,117.9,8.1,5.2,INS-03,0.06870229007633587,0.04410517387616624,要改善,harvest_styleB.csv
2024-01-09,REC-0192,FARM-A,農場A,ピーマン,278.3,86.4,12.6,INS-01,0.31045634207689543,0.04527488321954725,要改善,harvest_styleB.csv
2024-01-12,REC-0193,FARM-C,農場C,トマト,340.1,332.4,3.1,INS-05,0.9773596001176124,0.00911496618641576,優良,harvest_styleB.csv
2024-01-17,REC-0194,FARM-D,農場D,レタス,311.1,296.9,23.0,INS-01,0.9543555126968819,0.07393121182899388,優良,harvest_styleB.csv
2024-01-15,REC-0195,FARM-B,農場B,ピーマン,322.3,161.6,30.9,INS-04,0.5013962147067949,0.09587340986658392,要改善,harvest_styleB.csv
2024-01-04,REC-0196,FARM-C,農場C,トマト,277.0,47.8,6.9,INS-04,0.17256317689530684,0.024909747292418773,要改善,harvest_styleB.csv
2024-01-15,REC-0197,FARM-B,農場B,ピーマン,217.8,61.6,8.9,INS-03,0.2828282828282828,0.04086317722681359,要改善,harvest_styleB.csv
2024-01-20,REC-0198,FARM-A,農場A,ピーマン,79.7,7.5,5.4,INS-03,0.09410288582183186,0.06775407779171895,要改善,harvest_styleB.csv
2024-01-09,REC-0199,FARM-B,農場B,ピーマン,86.7,57.5,7.9,INS-03,0.6632064590542099,0.09111880046136102,合格,harvest_styleB.csv
2024-01-13,REC-0200,FARM-B,農場B,ほうれん草,369.0,31.3,20.6,INS-03,0.08482384823848238,0.05582655826558266,要改善,harvest_styleB.csv
2024-01-05,REC-0201,FARM-A,農場A,レタス,278.8,5.1,8.6,INS-02,0.018292682926829267,0.030846484935437585,要改善,harvest_styleB.csv
2024-01-11,REC-0202,FARM-D,農場D,キュウリ,151.9,20.9,1.2,INS-01,0.13759052007899933,0.007899934167215272,要改善,harvest_styleB.csv
2024-01-17,REC-0203,FARM-A,農場A,ピーマン,444.4,274.7,26.5,INS-02,0.6181368136813682,0.059630963096309636,合格,harvest_styleB.csv
2024-01-06,REC-0204,FARM-B,農場B,ほうれん草,414.1,68.5,18.1,INS-04,0.16541898092248247,0.04370924897367786,要改善,harvest_styleB.csv
2024-01-12,REC-0205,FARM-B,農場B,レタス,324.8,244.4,25.5,INS-02,0.7524630541871921,0.07850985221674876,合格,harvest_styleB.csv
2024-01-18,REC-0206,FARM-B,農場B,ピーマン,484.5,380.0,43.8,INS-02,0.7843137254901961,0.09040247678018576,合格,harvest_styleB.csv
2024-01-12,REC-0207,FARM-D,農場D,レタス,396.2,308.3,19.9,INS-04,0.7781423523472994,0.05022715800100959,合格,harvest_styleB.csv
2024-01-06,REC-0208,FARM-B,農場B,ほうれん草,112.3,28.1,7.2,INS-03,0.2502226179875334,0.0641139804096171,要改善,harvest_styleB.csv
2024-01-18,REC-0209,FARM-A,農場A,ほうれん草,433.0,123.4,33.0,INS-03,0.2849884526558892,0.07621247113163972,要改善,harvest_styleB.csv
2024-01-15,REC-0210,FARM-B,農場B,レタス,91.3,83.1,7.5,INS-03,0.9101861993428259,0.08214676889375684,優良,harvest_styleB.csv
2024-01-01,REC-0211,FARM-D,農場D,トマト,228.4,85.4,8.8,INS-01,0.37390542907180385,0.03852889667250438,要改善,harvest_styleB.csv
2024-01-12,REC-0212,FARM-B,農場B,トマト,193.4,19.2,13.8,INS-03,0.09927611168562564,0.07135470527404343,要改善,harvest_styleB.csv
2024-01-05,REC-0213,FARM-B,農場B,トマト,179.1,148.6,12.5,INS-02,0.8297040759352317,0.06979341150195421,優良,harvest_styleB.csv
2024-01-16,REC-0214,FARM-D,農場D,ほうれん草,52.4,4.2,1.3,INS-02,0.0801526717557252,0.024809160305343515,要改善,harvest_styleB.csv
2024-01-18,REC-0215,FARM-D,農場D,トマト,399.3,94.9,4.9,INS-02,0.23766591535186576,0.012271475081392437,要改善,harvest_styleB.csv
2024-01-14,REC-0216,FARM-D,農場D,トマト,99.9,90.4,6.0,INS-01,0.9049049049049049,0.06006006006006006,優良,harvest_styleB.csv
2024-01-17,REC-0217,FARM-B,農場B,キュウリ,181.1,0.3,6.4,INS-05,0.0016565433462175593,0.0353395913859746,要改善,harvest_styleB.csv
2024-01-14,REC-0218,FARM-B,農場B,トマト,285.6,103.0,27.2,INS-05,0.36064425770308123,0.09523809523809523,要改善,harvest_styleB.csv
2024-01-17,REC-0219,FARM-A,農場A,レタス,443.0,19.3,17.1,INS-03,0.043566591422121895,0.03860045146726863,要改善,harvest_styleB.csv
2024-01-09,REC-0220,FARM-A,農場A,ピーマン,404.8,139.6,29.7,INS-01,0.34486166007905134,0.0733695652173913,要改善,harvest_styleB.csv
2024-01-19,REC-0221,FARM-C,農場C,キュウリ,70.0,38.2,5.7,INS-02,0.5457142857142857,0.08142857142857143,要改善,harvest_styleB.csv
2024-01-15,REC-0222,FARM-D,農場D,キュウリ,415.2,26.2,32.2,INS-04,0.06310211946050097,0.0775529865125241,要改善,harvest_styleB.csv
2024-01-02,REC-0223,FARM-C,農場C,キュウリ,69.7,13.9,0.3,INS-03,0.1994261119081779,0.00430416068866571,要改善,harvest_styleB.csv
2024-01-17,REC-0224,FARM-D,農場D,ほうれん草,263.0,9.6,17.0,INS-03,0.03650190114068441,0.06463878326996197,要改善,harvest_styleB.csv
2024-01-12,REC-0225,FARM-A,農場A,ピーマン,172.9,138.2,7.6,INS-04,0.799305957200694,0.04395604395604395,合格,harvest_styleB.csv
2024-01-15,REC-0226,FARM-D,農場D,ピーマン,488.2,242.2,24.3,INS-05,0.49610815239655875,0.049774682507169196,要改善,harvest_styleB.csv
2024-01-09,REC-0227,FARM-A,農場A,レタス,85.5,51.5,7.0,INS-05,0.6023391812865497,0.08187134502923976,合格,harvest_styleB.csv
2024-01-10,REC-0228,FARM-C,農場C,トマト,86.0,56.8,2.6,INS-05,0.6604651162790698,0.030232558139534883,合格,harvest_styleB.csv
2024-01-14,REC-0229,FARM-B,農場B,レタス,208.2,8.8,18.1,INS-03,0.04226705091258406,0.08693563880883767,要改善,harvest_styleB.csv
2024-01-20,REC-0230,FARM-D,農場D,ピーマン,337.8,267.4,1.9,INS-04,0.7915926583777382,0.005624629958555357,合格,harvest_styleB.csv
2024-01-12,REC-0231,FARM-B,農場B,トマト,114.3,69.4,8.9,INS-01,0.6071741032370954,0.0778652668416448,合格,harvest_styleB.csv
2024-01-05,REC-0232,FARM-A,農場A,キュウリ,400.3,146.6,15.3,INS-05,0.36622533100174864,0.038221333999500375,要改善,harvest_styleB.csv
2024-01-02,REC-0233,FARM-B,農場B,レタス,477.0,177.5,36.4,INS-05,0.3721174004192872,0.07631027253668762,要改善,harvest_styleB.csv
2024-01-05,REC-0234,FARM-C,農場C,レタス,191.5,53.4,18.4,INS-01,0.27885117493472583,0.0960835509138381,要改善,harvest_styleB.csv
2024-01-06,REC-0235,FARM-D,農場D,ほうれん草,224.1,125.9,5.9,INS-03,0.5618027666220438,0.02632753235162874,要改善,harvest_styleB.csv
2024-01-15,REC-0236,FARM-B,農場B,ほうれん草,178.5,163.6,8.8,INS-01,0.9165266106442577,0.04929971988795519,優良,harvest_styleB.csv
2024-01-05,REC-0237,FARM-A,農場A,レタス,127.7,91.1,12.7,INS-03,0.7133907595927955,0.0994518402505873,合格,harvest_styleB.csv
2024-01-12,REC-0238,FARM-A,農場A,ほうれん草,294.0,262.1,25.0,INS-02,0.8914965986394559,0.08503401360544217,優良,harvest_styleB.csv
2024-01-12,REC-0239,FARM-B,農場B,トマト,493.3,390.7,11.7,INS-04,0.7920129738495844,0.023717818771538616,合格,harvest_styleB.csv
2024-01-01,REC-0240,FARM-C,農場C,ほうれん草,307.5,143.7,30.2,INS-02,0.4673170731707317,0.09821138211382113,要改善,harvest_styleB.csv
2024-01-20,REC-0241,FARM-A,農場A,トマト,189.2,189.1,13.6,INS-05,0.9994714587737844,0.0718816067653277,優良,harvest_styleB.csv
2024-01-14,REC-0242,FARM-D,農場D,ほうれん草,83.2,80.9,5.3,INS-04,0.9723557692307693,0.06370192307692307,優良,harvest_styleB.csv
2024-01-15,REC-0243,FARM-C,農場C,キュウリ,445.1,347.3,28.5,INS-02,0.7802740957088294,0.06403055493147607,合格,harvest_styleB.csv
2024-01-05,REC-0244,FARM-D,農場D,ほうれん草,459.8,25.5,5.7,INS-02,0.05545889517181383,0.012396694214876033,要改善,harvest_styleB.csv
2024-01-10,REC-0245,FARM-B,農場B,キュウリ,195.2,138.5,6.8,INS-05,0.7095286885245902,0.034836065573770496,合格,harvest_styleB.csv
2024-01-10,REC-0246,FARM-A,農場A,ピーマン,138.3,132.3,3.8,INS-03,0.9566160520607375,0.027476500361532895,優良,harvest_styleB.csv
2024-01-20,REC-0247,FARM-A,農場A,ほうれん草,338.4,200.3,19.6,INS-02,0.5919030732860521,0.05791962174940899,要改善,harvest_styleB.csv
2024-01-20,REC-0248,FARM-C,農場C,ほうれん草,68.5,59.2,0.6,INS-05,0.8642335766423358,0.00875912408759124,優良,harvest_styleB.csv
2024-01-09,REC-0249,FARM-B,農場B,ほうれん草,237.5,151.8,11.8,INS-05,0.6391578947368421,0.04968421052631579,合格,harvest_styleB.csv
2024-01-10,REC-0250,FARM-C,農場C,レタス,160.2,129.3,6.5,INS-04,0.8071161048689139,0.04057428214731586,優良,harvest_styleB.csv
2024-01-03,REC-0251,FARM-A,農場A,キュウリ,247.8,120.0,5.1,INS-05,0.48426150121065376,0.02058111380145278,要改善,harvest_styleB.csv
2024-01-05,REC-0252,FARM-C,農場C,ピーマン,380.4,327.4,37.1,INS-02,0.8606729758149316,0.09752891692954785,優良,harvest_styleB.csv
2024-01-12,REC-0253,FARM-A,農場A,ピーマン,158.8,19.5,7.1,INS-02,0.12279596977329973,0.04471032745591939,要改善,harvest_styleB.csv
2024-01-04,REC-0254,FARM-A,農場A,ピーマン,475.4,410.8,19.9,INS-02,0.8641144299537232,0.04185948674800168,優良,harvest_styleB.csv
2024-01-11,REC-0255,FARM-C,農場C,キュウリ,393.4,196.0,20.2,INS-04,0.498220640569395,0.05134722928317235,要改善,harvest_styleB.csv
2024-01-10,REC-0256,FARM-D,農場D,トマト,90.5,35.6,4.1,INS-02,0.39337016574585637,0.045303867403314914,要改善,harvest_styleB.csv
2024-01-07,REC-0257,FARM-C,農場C,トマト,72.7,36.0,6.4,INS-04,0.4951856946354883,0.08803301237964237,要改善,harvest_styleB.csv
2024-01-10,REC-0258,FARM-A,農場A,トマト,243.9,215.2,17.7,INS-04,0.8823288232882328,0.07257072570725706,優良,harvest_styleB.csv
2024-01-12,REC-0259,FARM-A,農場A,レタス,73.0,41.0,2.6,INS-03,0.5616438356164384,0.03561643835616438,要改善,harvest_styleB.csv
2024-01-03,REC-0260,FARM-D,農場D,ほうれん草,252.7,138.9,20.9,INS-05,0.5496636327661258,0.08270676691729323,要改善,harvest_styleB.csv
2024-01-20,REC-0261,FARM-A,農場A,キュウリ,488.8,192.5,38.9,INS-03,0.3938216039279869,0.07958265139116202,要改善,harvest_styleB.csv
2024-01-18,REC-0262,FARM-C,農場C,キュウリ,139.6,71.1,7.0,INS-01,0.5093123209169054,0.0501432664756447,要改善,harvest_styleB.csv
2024-01-02,REC-0263,FARM-B,農場B,ピーマン,411.8,213.9,6.1,INS-05,0.5194269062651773,0.014813016027197668,要改善,harvest_styleB.csv
2024-01-05,REC-0264,FARM-C,農場C,ほうれん草,193.3,76.0,11.9,INS-03,0.3931712364200724,0.06156233833419555,要改善,harvest_styleB.csv
2024-01-19,REC-0265,FARM-C,農場C,ほうれん草,422.7,225.0,30.0,INS-03,0.5322924059616749,0.07097232079488999,要改善,harvest_styleB.csv
2024-01-16,REC-0266,FARM-A,農場A,ピーマン,199.1,21.8,8.3,INS-03,0.10949271722752386,0.041687594173782025,要改善,harvest_styleB.csv
2024-01-01,REC-0267,FARM-D,農場D,ピーマン,485.2,379.9,37.7,INS-05,0.7829760923330585,0.07769991755976917,合格,harvest_styleB.csv
2024-01-08,REC-0268,FARM-A,農場A,ほうれん草,266.2,139.6,19.2,INS-04,0.5244177310293012,0.07212622088655146,要改善,harvest_styleB.csv
2024-01-05,REC-0269,FARM-B,農場B,トマト,307.7,215.6,5.9,INS-04,0.7006824829379266,0.019174520636984077,合格,harvest_styleB.csv
2024-01-11,REC-0270,FARM-D,農場D,キュウリ,235.8,48.1,11.8,INS-05,0.20398642917726886,0.05004240882103478,要改善,harvest_styleB.csv
2024-01-16,REC-0271,FARM-A,農場A,キュウリ,283.4,159.0,28.3,INS-04,0.561044460127029,0.09985885673959069,要改善,harvest_styleB.csv
2024-01-17,REC-0272,FARM-D,農場D,ピーマン,480.5,220.9,25.6,INS-05,0.45972944849115505,0.05327783558792924,要改善,harvest_styleB.csv
2024-01-12,REC-0273,FARM-C,農場C,ほうれん草,267.9,256.5,7.5,INS-03,0.9574468085106383,0.027995520716685332,優良,harvest_styleB.csv
2024-01-08,REC-0274,FARM-C,農場C,ピーマン,367.2,253.5,18.0,INS-04,0.690359477124183,0.049019607843137254,合格,harvest_styleB.csv
2024-01-12,REC-0275,FARM-C,農場C,ピーマン,104.8,70.9,4.0,INS-04,0.676526717557252,0.03816793893129771,合格,harvest_styleB.csv
2024-01-12,REC-0276,FARM-B,農場B,ピーマン,68.9,65.8,0.5,INS-04,0.9550072568940492,0.007256894049346879,優良,harvest_styleB.csv
2024-01-09,REC-0277,FARM-D,農場D,キュウリ,140.9,75.9,13.1,INS-03,0.5386799148332151,0.09297374024130589,要改善,harvest_styleB.csv
2024-01-05,REC-0278,FARM-A,農場A,ほうれん草,383.4,91.7,1.9,INS-05,0.2391757955138237,0.00495565988523735,要改善,harvest_styleB.csv
2024-01-08,REC-0279,FARM-B,農場B,トマト,95.1,31.4,4.5,INS-02,0.3301787592008412,0.04731861198738171,要改善,harvest_styleB.csv
2024-01-01,REC-0280,FARM-B,農場B,レタス,343.8,302.8,16.4,INS-02,0.8807446189645143,0.047702152414194295,優良,harvest_styleB.csv
2024-01-10,REC-0281,FARM-C,農場C,ピーマン,340.7,309.3,3.0,INS-05,0.9078368065746992,0.008805400645729381,優良,harvest_styleB.csv
2024-01-08,REC-0282,FARM-A,農場A,キュウリ,238.0,199.3,22.2,INS-01,0.8373949579831933,0.09327731092436975,優良,harvest_styleB.csv
2024-01-13,REC-0283,FARM-D,農場D,キュウリ,471.5,453.6,43.7,INS-01,0.9620360551431602,0.0926829268292683,優良,harvest_styleB.csv
2024-01-01,REC-0284,FARM-C,農場C,ほうれん草,321.3,298.3,10.8,INS-04,0.9284158107687519,0.03361344537815126,優良,harvest_styleB.csv
2024-01-18,REC-0285,FARM-D,農場D,キュウリ,433.0,202.7,8.3,INS-01,0.4681293302540415,0.019168591224018476,要改善,harvest_styleB.csv
2024-01-11,REC-0286,FARM-B,農場B,レタス,341.7,245.5,0.5,INS-03,0.7184664910740416,0.001463271875914545,合格,harvest_styleB.csv
2024-01-10,REC-0287,FARM-B,農場B,キュウリ,324.9,207.5,13.2,INS-04,0.6386580486303478,0.040627885503231764,合格,harvest_styleB.csv
2024-01-17,REC-0288,FARM-C,農場C,トマト,230.4,22.0,22.6,INS-04,0.0954861111111111,0.09809027777777778,要改善,harvest_styleB.csv
2024-01-11,REC-0289,FARM-B,農場B,トマト,167.4,39.4,12.6,INS-03,0.23536439665471923,0.07526881720430106,要改善,harvest_styleB.csv
2024-01-10,REC-0290,FARM-A,農場A,ピーマン,344.2,238.5,2.1,INS-01,0.6929110981987217,0.00610110400929692,合格,harvest_styleB.csv
2024-01-15,REC-0291,FARM-C,農場C,キュウリ,232.4,116.8,20.8,INS-03,0.5025817555938038,0.08950086058519793,要改善,harvest_styleB.csv
2024-01-04,REC-0292,FARM-C,農場C,ピーマン,326.6,71.6,4.4,INS-02,0.21922841396203305,0.013472137170851195,要改善,harvest_styleB.csv
2024-01-15,REC-0293,FARM-C,農場C,レタス,365.9,334.0,27.7,INS-02,0.9128177097567642,0.07570374419240229,優良,harvest_styleB.csv
2024-01-08,REC-0294,FARM-A,農場A,ほうれん草,251.0,176.6,2.0,INS-05,0.7035856573705179,0.00796812749003984,合格,harvest_styleB.csv
2024-01-04,REC-0295,FARM-A,農場A,ほうれん草,456.3,92.2,24.5,INS-02,0.20206004821389437,0.05369274600043831,要改善,harvest_styleB.csv
2024-01-11,REC-0296,FARM-D,農場D,トマト,356.1,255.3,17.4,INS-05,0.7169334456613311,0.048862679022746415,合格,harvest_styleB.csv
2024-01-15,REC-0297,FARM-A,農場A,レタス,109.4,45.4,6.2,INS-05,0.4149908592321755,0.056672760511883,要改善,harvest_styleB.csv
2024-01-15,REC-0298,FARM-C,農場C,トマト,228.2,186.3,17.0,INS-05,0.8163891323400527,0.07449605609114812,優良,harvest_styleB.csv
2024-01-03,REC-0299,FARM-A,農場A,レタス,205.0,13.1,20.4,INS-01,0.06390243902439025,0.09951219512195121,要改善,harvest_styleB.csv
2024-01-16,REC-0300,FARM-A,農場A,ピーマン,234.0,179.9,17.9,INS-04,0.7688034188034188,0.07649572649572649,合格,harvest_styleB.csv
2024-01-12,REC-0301,FARM-D,農場D,レタス,441.3,400.2,16.6,INS-05,0.9068660774983004,0.03761613414910492,優良,harvest_styleB.csv
2024-01-05,REC-0302,FARM-C,農場C,トマト,130.3,70.0,6.9,INS-02,0.5372217958557175,0.052954719877206444,要改善,harvest_styleB.csv
2024-01-01,REC-0303,FARM-A,農場A,ピーマン,258.4,185.8,11.0,INS-04,0.7190402476780187,0.042569659442724464,合格,harvest_styleB.csv
2024-01-08,REC-0304,FARM-B,農場B,レタス,205.8,56.7,19.3,INS-01,0.2755102040816326,0.09378036929057337,要改善,harvest_styleB.csv
2024-01-02,REC-0305,FARM-D,農場D,ほうれん草,394.7,348.8,0.6,INS-02,0.8837091461869775,0.0015201418799087915,優良,harvest_styleB.csv
2024-01-03,REC-0306,FARM-A,農場A,ほうれん草,65.1,38.9,4.6,INS-01,0.5975422427035331,0.0706605222734255,要改善,harvest_styleB.csv
2024-01-08,REC-0307,FARM-A,農場A,レタス,247.5,133.6,18.7,INS-01,0.5397979797979797,0.07555555555555556,要改善,harvest_styleB.csv
2024-01-05,REC-0308,FARM-C,農場C,キュウリ,417.1,305.1,13.3,INS-05,0.7314792615679693,0.03188683768880365,合格,harvest_styleB.csv
2024-01-11,REC-0309,FARM-B,農場B,ピーマン,444.3,437.9,23.2,INS-04,0.9855953184785055,0.05221697051541751,優良,harvest_styleB.csv
2024-01-10,REC-0310,FARM-C,農場C,トマト,300.5,177.8,22.1,INS-02,0.5916805324459234,0.0735440931780366,要改善,harvest_styleB.csv
2024-01-14,REC-0311,FARM-D,農場D,トマト,487.5,459.0,32.7,INS-05,0.9415384615384615,0.06707692307692309,優良,harvest_styleB.csv
2024-01-11,REC-0312,FARM-D,農場D,レタス,117.1,44.1,8.8,INS-04,0.376601195559351,0.07514944491887277,要改善,harvest_styleB.csv
2024-01-08,REC-0313,FARM-B,農場B,ピーマン,435.9,62.9,20.2,INS-01,0.14429915118146364,0.046340903877036016,要改善,harvest_styleB.csv
2024-01-18,REC-0314,FARM-D,農場D,レタス,300.8,40.3,7.3,INS-02,0.13397606382978722,0.024268617021276594,要改善,harvest_styleB.csv
2024-01-11,REC-0315,FARM-A,農場A,レタス,431.2,39.9,31.2,INS-02,0.09253246753246754,0.07235621521335807,要改善,harvest_styleB.csv
2024-01-02,REC-0316,FARM-C,農場C,レタス,353.2,213.0,30.9,INS-02,0.6030577576443942,0.08748584371460928,合格,harvest_styleB.csv
2024-01-19,REC-0317,FARM-B,農場B,レタス,144.0,130.6,4.4,INS-01,0.9069444444444444,0.030555555555555558,優良,harvest_styleB.csv
2024-01-07,REC-0318,FARM-B,農場B,トマト,386.1,291.2,35.3,INS-05,0.7542087542087541,0.09142709142709142,合格,harvest_styleB.csv
2024-01-07,REC-0319,FARM-D,農場D,キュウリ,298.4,231.4,11.4,INS-05,0.7754691689008044,0.03820375335120644,合格,harvest_styleB.csv
2024-01-12,REC-0320,FARM-C,農場C,ピーマン,211.8,187.0,9.9,INS-04,0.882908404154863,0.046742209631728045,優良,harvest_styleB.csv
2024-01-11,REC-0321,FARM-B,農場B,ピーマン,190.8,8.7,16.5,INS-02,0.04559748427672956,0.08647798742138364,要改善,harvest_styleC.csv
2024-01-01,REC-0322,FARM-C,農場C,ほうれん草,470.6,272.5,19.7,INS-02,0.579048023799405,0.041861453463663406,要改善,harvest_styleC.csv
2024-01-07,REC-0323,FARM-C,農場C,キュウリ,220.9,184.1,11.0,INS-03,0.8334087822544137,0.04979628791308284,優良,harvest_styleC.csv
2024-01-09,REC-0324,FARM-D,農場D,レタス,257.4,188.6,9.1,INS-02,0.7327117327117327,0.03535353535353535,合格,harvest_styleC.csv
2024-01-18,REC-0325,FARM-D,農場D,キュウリ,462.6,250.8,29.7,INS-01,0.5421530479896238,0.06420233463035019,要改善,harvest_styleC.csv
2024-01-17,REC-0326,FARM-A,農場A,トマト,475.3,317.6,36.3,INS-04,0.6682095518619819,0.07637281716810435,合格,harvest_styleC.csv
2024-01-05,REC-0327,FARM-B,農場B,トマト,368.2,3.4,18.6,INS-03,0.009234111895708854,0.05051602390005432,要改善,harvest_styleC.csv
2024-01-02,REC-0328,FARM-D,農場D,レタス,57.1,30.4,2.3,INS-01,0.532399299474606,0.04028021015761821,要改善,harvest_styleC.csv
2024-01-17,REC-0329,FARM-C,農場C,ほうれん草,489.9,8.4,39.8,INS-04,0.017146356399265157,0.08124106960604205,要改善,harvest_styleC.csv
2024-01-06,REC-0330,FARM-A,農場A,トマト,286.0,68.9,17.7,INS-03,0.24090909090909093,0.061888111888111885,要改善,harvest_styleC.csv
2024-01-12,REC-0331,FARM-C,農場C,レタス,85.6,82.1,3.9,INS-02,0.9591121495327103,0.04556074766355141,優良,harvest_styleC.csv
2024-01-08,REC-0332,FARM-C,農場C,トマト,344.2,295.4,26.1,INS-01,0.8582219639744334,0.0758280069726903,優良,harvest_styleC.csv
2024-01-13,REC-0333,FARM-D,農場D,レタス,298.7,16.8,0.3,INS-02,0.05624372279879478,0.001004352192835621,要改善,harvest_styleC.csv
2024-01-03,REC-0334,FARM-D,農場D,レタス,340.2,112.7,33.2,INS-01,0.3312757201646091,0.09758965314520872,要改善,harvest_styleC.csv
2024-01-17,REC-0335,FARM-A,農場A,キュウリ,145.1,126.0,12.9,INS-04,0.8683666436940042,0.08890420399724329,優良,harvest_styleC.csv
2024-01-09,REC-0336,FARM-A,農場A,トマト,358.0,100.4,19.4,INS-01,0.2804469273743017,0.05418994413407821,要改善,harvest_styleC.csv
2024-01-06,REC-0337,FARM-C,農場C,トマト,482.7,283.4,36.3,INS-04,0.5871141495753055,0.07520198881292728,要改善,harvest_styleC.csv
2024-01-03,REC-0338,FARM-C,農場C,キュウリ,303.8,172.2,25.8,INS-05,0.5668202764976958,0.08492429229756418,要改善,harvest_styleC.csv
2024-01-11,REC-0339,FARM-D,農場D,キュウリ,405.7,279.7,3.2,INS-03,0.6894256840029579,0.007887601676115357,合格,harvest_styleC.csv
2024-01-02,REC-0340,FARM-A,農場A,レタス,154.5,11.7,9.3,INS-05,0.07572815533980581,0.06019417475728156,要改善,harvest_styleC.csv
2024-01-20,REC-0341,FARM-D,農場D,ピーマン,63.3,17.3,6.3,INS-04,0.27330173775671407,0.0995260663507109,要改善,harvest_styleC.csv
2024-01-08,REC-0342,FARM-C,農場C,ほうれん草,473.5,204.5,32.2,INS-04,0.43189017951425557,0.06800422386483633,要改善,harvest_styleC.csv
2024-01-03,REC-0343,FARM-C,農場C,キュウリ,370.9,30.4,5.7,INS-02,0.08196279320571583,0.015368023726071718,要改善,harvest_styleC.csv
2024-01-13,REC-0344,FARM-C,農場C,ピーマン,97.9,0.5,3.0,INS-03,0.005107252298263534,0.030643513789581203,要改善,harvest_styleC.csv
2024-01-09,REC-0345,FARM-A,農場A,キュウリ,89.3,38.5,5.0,INS-05,0.4311310190369541,0.055991041433370664,要改善,harvest_styleC.csv
2024-01-14,REC-0346,FARM-A,農場A,トマト,90.3,50.0,5.4,INS-03,0.5537098560354374,0.059800664451827246,要改善,harvest_styleC.csv
2024-01-13,REC-0347,FARM-A,農場A,ピーマン,236.2,184.0,17.1,INS-05,0.7790008467400509,0.07239627434377648,合格,harvest_styleC.csv
2024-01-08,REC-0348,FARM-B,農場B,レタス,126.3,34.0,3.4,INS-02,0.26920031670625494,0.026920031670625493,要改善,harvest_styleC.csv
2024-01-03,REC-0349,FARM-B,農場B,レタス,174.2,52.2,13.6,INS-03,0.2996555683122848,0.0780711825487945,要改善,harvest_styleC.csv
2024-01-09,REC-0350,FARM-B,農場B,レタス,317.2,62.0,3.4,INS-03,0.19546027742749056,0.010718789407313998,要改善,harvest_styleC.csv
2024-01-01,REC-0351,FARM-D,農場D,ピーマン,428.7,162.9,37.0,INS-04,0.3799860041987404,0.08630744110100304,要改善,harvest_styleC.csv
2024-01-11,REC-0352,FARM-D,農場D,ほうれん草,111.3,35.7,10.5,INS-02,0.3207547169811321,0.09433962264150944,要改善,harvest_styleC.csv
2024-01-16,REC-0353,FARM-C,農場C,キュウリ,484.1,469.0,14.1,INS-04,0.9688080975005163,0.029126213592233007,優良,harvest_styleC.csv
2024-01-19,REC-0354,FARM-B,農場B,ピーマン,219.2,179.0,8.6,INS-01,0.8166058394160585,0.03923357664233577,優良,harvest_styleC.csv
2024-01-19,REC-0355,FARM-B,農場B,ほうれん草,498.8,89.7,38.3,INS-01,0.17983159582999197,0.0767842822774659,要改善,harvest_styleC.csv
