invoice_no,invoice_date,client_code,invoice_amount,received_amount,received_date,payment_type,variance_amount,variance_rate,match_status,source_file
INV000198,2024-01-26,CLI-002,1152362.0,1152362.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000199,2024-01-10,CLI-014,1158636.0,1158636.0,2024-01-27,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000200,2024-01-12,CLI-017,1430298.0,1477679.0,2024-01-28,口座振替,47381.0,0.0331,過払,02_invoice_data_B_202401.csv
INV000201,2024-01-26,CLI-011,3978648.0,2827868.0,2024-01-28,銀行振込,-1150780.0,-0.2892,差異,02_invoice_data_B_202401.csv
INV000202,2024-01-25,CLI-013,4725077.0,0.0,,口座振替,-4725077.0,-1.0,未入金,02_invoice_data_B_202401.csv
INV000203,2024-01-03,CLI-001,1086737.0,1086737.0,2024-01-22,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000204,2024-01-12,CLI-009,3166146.0,3166146.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000205,2024-01-22,CLI-016,4759426.0,4759426.0,2024-01-28,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000206,2024-01-20,CLI-003,3944558.0,3944558.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000207,2024-01-10,CLI-014,430396.0,430396.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000208,2024-01-10,CLI-004,4559267.0,4559267.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000209,2024-01-13,CLI-012,4581463.0,4581463.0,2024-01-28,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000210,2024-01-19,CLI-005,880653.0,658931.0,2024-01-28,手形,-221722.0,-0.2518,差異,02_invoice_data_B_202401.csv
INV000211,2024-01-14,CLI-002,1872590.0,1872590.0,2024-01-28,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000212,2024-01-15,CLI-012,3131428.0,3131428.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000213,2024-01-21,CLI-002,1642229.0,1642229.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000214,2024-01-28,CLI-003,229159.0,229159.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000215,2024-01-26,CLI-008,4786023.0,0.0,,銀行振込,-4786023.0,-1.0,未入金,02_invoice_data_B_202401.csv
INV000216,2024-01-03,CLI-007,2004534.0,2004534.0,2024-01-27,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000217,2024-01-25,CLI-020,1263730.0,1263730.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000218,2024-01-18,CLI-006,266259.0,266259.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000219,2024-01-01,CLI-008,182381.0,182381.0,2024-01-19,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000220,2024-01-09,CLI-005,4463125.0,4463125.0,2024-01-17,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000221,2024-01-24,CLI-016,3087003.0,3087003.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000222,2024-01-19,CLI-015,413772.0,413772.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000223,2024-01-26,CLI-017,311310.0,311310.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000224,2024-01-16,CLI-014,4162673.0,4162673.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000225,2024-01-15,CLI-003,1294314.0,1294314.0,2024-01-24,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000226,2024-01-05,CLI-020,4649947.0,4649947.0,2024-01-20,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000227,2024-01-11,CLI-020,3856040.0,3856040.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000228,2024-01-20,CLI-004,1009774.0,1009774.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000229,2024-01-21,CLI-007,1966743.0,1966743.0,2024-01-28,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000230,2024-01-11,CLI-013,847637.0,847637.0,2024-01-28,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000231,2024-01-14,CLI-009,1330428.0,1330428.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000232,2024-01-16,CLI-003,832070.0,719538.0,2024-01-25,手形,-112532.0,-0.1352,差異,02_invoice_data_B_202401.csv
INV000233,2024-01-24,CLI-005,4969625.0,4969625.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000234,2024-01-18,CLI-004,3597851.0,3597851.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000235,2024-01-02,CLI-020,919064.0,919064.0,2024-01-18,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000236,2024-01-17,CLI-005,1931102.0,1931102.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000237,2024-01-12,CLI-012,2386799.0,2386799.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000238,2024-01-08,CLI-018,4720271.0,0.0,,銀行振込,-4720271.0,-1.0,未入金,02_invoice_data_B_202401.csv
INV000239,2024-01-20,CLI-009,2342358.0,2342358.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000240,2024-01-25,CLI-011,1571740.0,1571740.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000241,2024-01-19,CLI-013,307170.0,307170.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000242,2024-01-24,CLI-007,3855456.0,3855456.0,2024-01-28,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000243,2024-01-06,CLI-010,4811319.0,4811319.0,2024-01-24,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000244,2024-01-03,CLI-005,467438.0,467438.0,2024-01-11,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000245,2024-01-03,CLI-015,4124025.0,4124025.0,2024-01-18,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000246,2024-01-15,CLI-009,4347872.0,4347872.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000247,2024-01-12,CLI-004,4132171.0,4132171.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000248,2024-01-22,CLI-002,509544.0,509544.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000249,2024-01-07,CLI-007,2193452.0,2193452.0,2024-01-23,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000250,2024-01-11,CLI-001,3662596.0,3662596.0,2024-01-21,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000251,2024-01-05,CLI-018,4246504.0,4246504.0,2024-01-24,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000252,2024-01-27,CLI-012,404857.0,404857.0,2024-01-28,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000253,2024-01-01,CLI-003,4879817.0,4223519.0,2024-01-22,口座振替,-656298.0,-0.1345,差異,02_invoice_data_B_202401.csv
INV000254,2024-01-23,CLI-014,3447657.0,3447657.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000255,2024-01-11,CLI-020,3085440.0,3085440.0,2024-01-23,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000256,2024-01-14,CLI-008,3409216.0,3409216.0,2024-01-24,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000257,2024-01-03,CLI-010,1908681.0,1908681.0,2024-01-22,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000258,2024-01-25,CLI-003,1006524.0,1006524.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000259,2024-01-17,CLI-012,1288912.0,1288912.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000260,2024-01-04,CLI-009,1332364.0,1332364.0,2024-01-15,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000261,2024-01-03,CLI-016,4778955.0,4778955.0,2024-01-15,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000262,2024-01-15,CLI-019,2761267.0,2761267.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000263,2024-01-11,CLI-015,3759510.0,3759510.0,2024-01-22,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000264,2024-01-10,CLI-019,4305850.0,4305850.0,2024-01-25,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000265,2024-01-10,CLI-015,3143195.0,3143195.0,2024-01-28,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000266,2024-01-03,CLI-003,4303593.0,4303593.0,2024-01-28,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000267,2024-01-15,CLI-018,394123.0,0.0,,口座振替,-394123.0,-1.0,未入金,02_invoice_data_B_202401.csv
INV000268,2024-01-26,CLI-007,4039865.0,4039865.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000269,2024-01-05,CLI-015,2930964.0,2930964.0,2024-01-13,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000270,2024-01-03,CLI-006,3722182.0,3722182.0,2024-01-26,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000271,2024-01-17,CLI-020,3177709.0,3177709.0,2024-01-28,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000272,2024-01-13,CLI-011,489273.0,489273.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000273,2024-01-21,CLI-003,4730534.0,4730534.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000274,2024-01-13,CLI-009,1311422.0,1311422.0,2024-01-28,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000275,2024-01-03,CLI-005,2652412.0,2909941.0,2024-01-28,手形,257529.0,0.0971,過払,02_invoice_data_B_202401.csv
INV000276,2024-01-22,CLI-005,760674.0,760674.0,2024-01-28,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000277,2024-01-18,CLI-011,4465707.0,4300024.0,2024-01-28,手形,-165683.0,-0.0371,差異,02_invoice_data_B_202401.csv
INV000278,2024-01-14,CLI-012,2640956.0,2640956.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000279,2024-01-07,CLI-016,1203981.0,1203981.0,2024-01-24,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000280,2024-01-03,CLI-004,4577925.0,4577925.0,2024-01-19,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000281,2024-01-17,CLI-011,1149319.0,938763.0,2024-01-25,銀行振込,-210556.0,-0.1832,差異,02_invoice_data_B_202401.csv
INV000282,2024-01-06,CLI-020,1438643.0,1123375.0,2024-01-18,銀行振込,-315268.0,-0.2191,差異,02_invoice_data_B_202401.csv
INV000283,2024-01-14,CLI-008,2440148.0,0.0,,手形,-2440148.0,-1.0,未入金,02_invoice_data_B_202401.csv
INV000284,2024-01-26,CLI-008,2646004.0,2646004.0,2024-01-28,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000285,2024-01-27,CLI-012,4835024.0,4835024.0,2024-01-28,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000286,2024-01-15,CLI-013,3561981.0,3561981.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000287,2024-01-27,CLI-020,2147178.0,2147178.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000288,2024-01-21,CLI-012,910585.0,910585.0,2024-01-28,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000289,2024-01-28,CLI-004,1394797.0,1394797.0,2024-01-28,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000290,2024-01-15,CLI-005,819349.0,586278.0,2024-01-28,銀行振込,-233071.0,-0.2845,差異,02_invoice_data_B_202401.csv
INV000291,2024-01-27,CLI-012,3530407.0,3582632.0,2024-01-28,手形,52225.0,0.0148,過払,02_invoice_data_B_202401.csv
INV000292,2024-01-12,CLI-013,3194995.0,0.0,,銀行振込,-3194995.0,-1.0,未入金,02_invoice_data_B_202401.csv
INV000293,2024-01-01,CLI-004,2862619.0,2177021.0,2024-01-18,銀行振込,-685598.0,-0.2395,差異,02_invoice_data_B_202401.csv
INV000294,2024-01-02,CLI-016,1214277.0,1214277.0,2024-01-18,手形,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000295,2024-01-16,CLI-020,714593.0,714593.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000296,2024-01-09,CLI-005,4477268.0,4477268.0,2024-01-22,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000297,2024-01-04,CLI-008,450551.0,450551.0,2024-01-20,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000298,2024-01-14,CLI-020,979943.0,979943.0,2024-01-28,口座振替,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000299,2024-01-20,CLI-001,4873847.0,4873847.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
INV000300,2024-01-23,CLI-010,3009635.0,3009635.0,2024-01-28,銀行振込,0.0,0.0,一致,02_invoice_data_B_202401.csv
DEN-2024010301,2024-01-19,CLI-006,768181.0,768181.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010302,2024-01-12,CLI-017,4308246.0,4308246.0,2024-01-21,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010303,2024-01-01,CLI-016,3295395.0,3295395.0,2024-01-20,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010304,2024-01-09,CLI-001,616730.0,616730.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010305,2024-01-08,CLI-004,2839368.0,2839368.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010306,2024-01-02,CLI-018,1518754.0,1518754.0,2024-01-20,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010307,2024-01-15,CLI-016,1181225.0,1181225.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010308,2024-01-23,CLI-002,417473.0,417473.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010309,2024-01-02,CLI-010,4605271.0,4605271.0,2024-01-19,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010310,2024-01-09,CLI-007,451009.0,451009.0,2024-01-17,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010311,2024-01-11,CLI-004,3715413.0,3715413.0,2024-01-26,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010312,2024-01-24,CLI-013,1617136.0,1617136.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010313,2024-01-23,CLI-012,4406001.0,4555826.0,2024-01-28,銀行振込,149825.0,0.034,過払,03_請求データ_C_202401.csv
DEN-2024010314,2024-01-24,CLI-003,1563778.0,1563778.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010315,2024-01-10,CLI-004,2530007.0,2530007.0,2024-01-27,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010316,2024-01-15,CLI-014,3773773.0,3773773.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010317,2024-01-15,CLI-012,3698545.0,3698545.0,2024-01-23,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010318,2024-01-21,CLI-003,3457538.0,3457538.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010319,2024-01-17,CLI-006,1247720.0,0.0,,手形,-1247720.0,-1.0,未入金,03_請求データ_C_202401.csv
DEN-2024010320,2024-01-22,CLI-002,2029672.0,2029672.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010321,2024-01-12,CLI-013,321667.0,342401.0,2024-01-28,手形,20734.0,0.0645,過払,03_請求データ_C_202401.csv
DEN-2024010322,2024-01-15,CLI-012,694961.0,694961.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010323,2024-01-05,CLI-012,2387819.0,2387819.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010324,2024-01-04,CLI-006,3296285.0,3296285.0,2024-01-11,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010325,2024-01-04,CLI-009,1849947.0,1849947.0,2024-01-19,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010326,2024-01-10,CLI-016,1188572.0,1188572.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010327,2024-01-15,CLI-015,2730896.0,0.0,,手形,-2730896.0,-1.0,未入金,03_請求データ_C_202401.csv
DEN-2024010328,2024-01-12,CLI-003,2485735.0,2485735.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010329,2024-01-28,CLI-006,4317752.0,4317752.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010330,2024-01-04,CLI-005,4194156.0,4194156.0,2024-01-17,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010331,2024-01-12,CLI-019,4677549.0,4677549.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010332,2024-01-20,CLI-003,4065333.0,4065333.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010333,2024-01-14,CLI-019,2709420.0,2709420.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010334,2024-01-03,CLI-015,2939999.0,2939999.0,2024-01-24,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010335,2024-01-27,CLI-019,1132406.0,1132406.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010336,2024-01-17,CLI-004,2601181.0,2601181.0,2024-01-25,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010337,2024-01-06,CLI-008,4402830.0,4402830.0,2024-01-23,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010338,2024-01-28,CLI-009,4670792.0,4670792.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010339,2024-01-05,CLI-010,833734.0,833734.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010340,2024-01-21,CLI-019,1343475.0,1377610.0,2024-01-28,手形,34135.0,0.0254,過払,03_請求データ_C_202401.csv
DEN-2024010341,2024-01-24,CLI-011,4777970.0,4673112.0,2024-01-28,銀行振込,-104858.0,-0.0219,差異,03_請求データ_C_202401.csv
DEN-2024010342,2024-01-03,CLI-019,1818388.0,1818388.0,2024-01-11,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010343,2024-01-14,CLI-001,4626635.0,4626635.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010344,2024-01-21,CLI-016,3456551.0,3456551.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010345,2024-01-15,CLI-002,3536487.0,3536487.0,2024-01-24,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010346,2024-01-15,CLI-011,2672132.0,2672132.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010347,2024-01-11,CLI-012,1146945.0,0.0,,口座振替,-1146945.0,-1.0,未入金,03_請求データ_C_202401.csv
DEN-2024010348,2024-01-17,CLI-004,3963055.0,3963055.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010349,2024-01-09,CLI-008,474507.0,474507.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010350,2024-01-13,CLI-014,1389657.0,1389657.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010351,2024-01-19,CLI-011,1386661.0,1386661.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010352,2024-01-17,CLI-016,4222244.0,4151644.0,2024-01-28,口座振替,-70600.0,-0.0167,差異,03_請求データ_C_202401.csv
DEN-2024010353,2024-01-17,CLI-008,3010298.0,3010298.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010354,2024-01-02,CLI-016,3997568.0,3997568.0,2024-01-18,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010355,2024-01-18,CLI-004,2268559.0,2268559.0,2024-01-25,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010356,2024-01-12,CLI-012,479141.0,479141.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010357,2024-01-18,CLI-012,666829.0,666829.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010358,2024-01-17,CLI-018,1046659.0,1046659.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010359,2024-01-04,CLI-012,2894453.0,2894453.0,2024-01-23,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010360,2024-01-12,CLI-007,3417078.0,3417078.0,2024-01-23,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010361,2024-01-02,CLI-002,2843747.0,2843747.0,2024-01-10,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010362,2024-01-17,CLI-005,4374375.0,4374375.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010363,2024-01-11,CLI-011,2560159.0,2560159.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010364,2024-01-11,CLI-017,4772150.0,4772150.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010365,2024-01-16,CLI-012,969429.0,969429.0,2024-01-23,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010366,2024-01-19,CLI-001,2277430.0,2277430.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010367,2024-01-26,CLI-019,480798.0,480798.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010368,2024-01-16,CLI-017,3239267.0,3239267.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010369,2024-01-27,CLI-008,971870.0,971870.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010370,2024-01-01,CLI-011,3514160.0,3514160.0,2024-01-22,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010371,2024-01-07,CLI-017,4006113.0,4006113.0,2024-01-27,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010372,2024-01-24,CLI-005,4755059.0,4755059.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010373,2024-01-22,CLI-017,1502759.0,1502759.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010374,2024-01-18,CLI-018,2267630.0,2267630.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010375,2024-01-16,CLI-008,2553992.0,2553992.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010376,2024-01-10,CLI-007,4152055.0,4152055.0,2024-01-26,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010377,2024-01-16,CLI-018,2343928.0,2428077.0,2024-01-28,手形,84149.0,0.0359,過払,03_請求データ_C_202401.csv
DEN-2024010378,2024-01-22,CLI-013,3359578.0,2528656.0,2024-01-28,銀行振込,-830922.0,-0.2473,差異,03_請求データ_C_202401.csv
DEN-2024010379,2024-01-10,CLI-010,712946.0,0.0,,口座振替,-712946.0,-1.0,未入金,03_請求データ_C_202401.csv
DEN-2024010380,2024-01-15,CLI-009,1845051.0,1845051.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010381,2024-01-27,CLI-009,2328526.0,2380579.0,2024-01-28,手形,52053.0,0.0224,過払,03_請求データ_C_202401.csv
DEN-2024010382,2024-01-24,CLI-008,4504698.0,4504698.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010383,2024-01-21,CLI-002,2820703.0,2820703.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010384,2024-01-16,CLI-005,4666691.0,4666691.0,2024-01-26,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010385,2024-01-14,CLI-016,1723157.0,1723157.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010386,2024-01-11,CLI-002,800450.0,855446.0,2024-01-27,銀行振込,54996.0,0.0687,過払,03_請求データ_C_202401.csv
DEN-2024010387,2024-01-18,CLI-002,1518549.0,1590846.0,2024-01-28,銀行振込,72297.0,0.0476,過払,03_請求データ_C_202401.csv
DEN-2024010388,2024-01-02,CLI-016,2478224.0,2478224.0,2024-01-21,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010389,2024-01-01,CLI-019,2860536.0,2860536.0,2024-01-17,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010390,2024-01-15,CLI-018,1175750.0,1175750.0,2024-01-28,手形,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010391,2024-01-15,CLI-007,2823979.0,2662664.0,2024-01-28,口座振替,-161315.0,-0.0571,差異,03_請求データ_C_202401.csv
DEN-2024010392,2024-01-21,CLI-006,2877901.0,2877901.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010393,2024-01-19,CLI-007,3451499.0,3451499.0,2024-01-28,口座振替,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010394,2024-01-17,CLI-003,850148.0,850148.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
DEN-2024010395,2024-01-05,CLI-011,107295.0,110886.0,2024-01-27,銀行振込,3591.0,0.0335,過払,03_請求データ_C_202401.csv
DEN-2024010396,2024-01-15,CLI-011,4855643.0,4855643.0,2024-01-28,銀行振込,0.0,0.0,一致,03_請求データ_C_202401.csv
