claim_date,claim_id,dept,insurance_type,patient_count,total_points,claim_amount,reduction_amount,payment_status,net_amount,reduction_rate,is_returned,collection_flag,source_file
2024-01-01,CLM-0201,内科,後期高齢,43,2262,22620,1540,支払済み,21080,0.0680813439434129,0,回収済み,claims_styleB_202401.csv
2024-01-11,CLM-0202,外科,国保,29,3157,31570,2324,支払済み,29246,0.07361419068736141,0,回収済み,claims_styleB_202401.csv
2024-01-02,CLM-0203,外科,社保,49,907,9070,690,支払済み,8380,0.07607497243660419,0,回収済み,claims_styleB_202401.csv
2024-01-15,CLM-0204,小児科,国保,48,4121,41210,3392,支払済み,37818,0.08231011890317884,0,回収済み,claims_styleB_202401.csv
2024-01-17,CLM-0205,内科,国保,37,1408,14080,580,支払済み,13500,0.041193181818181816,0,回収済み,claims_styleB_202401.csv
2024-01-19,CLM-0206,小児科,後期高齢,29,872,8720,225,支払済み,8495,0.025802752293577983,0,回収済み,claims_styleB_202401.csv
2024-01-20,CLM-0207,内科,社保,23,2969,29690,865,審査中,28825,0.02913438868305827,0,未回収,claims_styleB_202401.csv
2024-01-09,CLM-0208,整形外科,国保,17,563,5630,509,支払済み,5121,0.09040852575488455,0,回収済み,claims_styleB_202401.csv
2024-01-06,CLM-0209,外科,国保,44,2385,23850,2049,支払済み,21801,0.08591194968553459,0,回収済み,claims_styleB_202401.csv
2024-01-12,CLM-0210,内科,国保,12,4073,40730,76,支払済み,40654,0.0018659464767984287,0,回収済み,claims_styleB_202401.csv
2024-01-03,CLM-0211,整形外科,後期高齢,37,3813,38130,2906,支払済み,35224,0.07621295567794388,0,回収済み,claims_styleB_202401.csv
2024-01-10,CLM-0212,内科,国保,11,3160,31600,703,審査中,30897,0.022246835443037974,0,未回収,claims_styleB_202401.csv
2024-01-20,CLM-0213,小児科,後期高齢,33,1221,12210,894,審査中,11316,0.07321867321867322,0,未回収,claims_styleB_202401.csv
2024-01-08,CLM-0214,小児科,後期高齢,35,4792,47920,644,支払済み,47276,0.01343906510851419,0,回収済み,claims_styleB_202401.csv
2024-01-10,CLM-0215,整形外科,社保,31,1877,18770,156,支払済み,18614,0.008311134789557806,0,回収済み,claims_styleB_202401.csv
2024-01-04,CLM-0216,皮膚科,後期高齢,22,3362,33620,1438,支払済み,32182,0.04277215942891136,0,回収済み,claims_styleB_202401.csv
2024-01-05,CLM-0217,外科,社保,19,2596,25960,808,支払済み,25152,0.031124807395993836,0,回収済み,claims_styleB_202401.csv
2024-01-05,CLM-0218,内科,社保,50,4547,45470,3800,審査中,41670,0.0835715856608753,0,未回収,claims_styleB_202401.csv
2024-01-19,CLM-0219,小児科,後期高齢,46,3147,31470,2569,支払済み,28901,0.08163330155703845,0,回収済み,claims_styleB_202401.csv
2024-01-15,CLM-0220,内科,国保,38,2980,29800,1125,支払済み,28675,0.037751677852348994,0,回収済み,claims_styleB_202401.csv
2024-01-12,CLM-0221,皮膚科,社保,29,4282,42820,3702,支払済み,39118,0.0864549276039234,0,回収済み,claims_styleB_202401.csv
2024-01-12,CLM-0222,整形外科,社保,15,4653,46530,3149,支払済み,43381,0.06767676767676768,0,回収済み,claims_styleB_202401.csv
2024-01-18,CLM-0223,内科,国保,46,2042,20420,658,支払済み,19762,0.03222331047992164,0,回収済み,claims_styleB_202401.csv
2024-01-17,CLM-0224,外科,社保,38,1347,13470,703,返戈,12767,0.05219005196733482,1,未回収,claims_styleB_202401.csv
2024-01-03,CLM-0225,皮膚科,後期高齢,21,820,8200,253,支払済み,7947,0.030853658536585366,0,回収済み,claims_styleB_202401.csv
2024-01-15,CLM-0226,皮膚科,後期高齢,49,1800,18000,745,支払済み,17255,0.04138888888888889,0,回収済み,claims_styleB_202401.csv
2024-01-10,CLM-0227,小児科,国保,31,928,9280,808,支払済み,8472,0.08706896551724137,0,回収済み,claims_styleB_202401.csv
2024-01-11,CLM-0228,内科,国保,16,3666,36660,1163,支払済み,35497,0.03172394980905619,0,回収済み,claims_styleB_202401.csv
2024-01-20,CLM-0229,外科,国保,15,1658,16580,716,支払済み,15864,0.04318455971049457,0,回収済み,claims_styleB_202401.csv
2024-01-13,CLM-0230,外科,後期高齢,15,3036,30360,2289,支払済み,28071,0.07539525691699604,0,回収済み,claims_styleB_202401.csv
2024-01-11,CLM-0231,外科,後期高齢,43,1265,12650,867,支払済み,11783,0.06853754940711462,0,回収済み,claims_styleB_202401.csv
2024-01-01,CLM-0232,整形外科,国保,21,2254,22540,1399,審査中,21141,0.062067435669920144,0,未回収,claims_styleB_202401.csv
2024-01-16,CLM-0233,外科,社保,18,1769,17690,158,支払済み,17532,0.00893159977388355,0,回収済み,claims_styleB_202401.csv
2024-01-04,CLM-0234,皮膚科,後期高齢,43,809,8090,677,支払済み,7413,0.08368355995055624,0,回収済み,claims_styleB_202401.csv
2024-01-20,CLM-0235,外科,後期高齢,34,1763,17630,332,支払済み,17298,0.01883153715258083,0,回収済み,claims_styleB_202401.csv
2024-01-20,CLM-0236,外科,後期高齢,38,857,8570,420,支払済み,8150,0.049008168028004666,0,回収済み,claims_styleB_202401.csv
2024-01-08,CLM-0237,小児科,後期高齢,28,4177,41770,1916,支払済み,39854,0.04587024180033517,0,回収済み,claims_styleB_202401.csv
2024-01-10,CLM-0238,小児科,社保,33,4109,41090,3782,審査中,37308,0.09204185933317109,0,未回収,claims_styleB_202401.csv
2024-01-13,CLM-0239,皮膚科,後期高齢,36,1827,18270,1672,支払済み,16598,0.09151614668856048,0,回収済み,claims_styleB_202401.csv
2024-01-20,CLM-0240,外科,国保,13,4436,44360,3040,支払済み,41320,0.06853020739404869,0,回収済み,claims_styleB_202401.csv
2024-01-04,CLM-0241,皮膚科,社保,28,1187,11870,328,支払済み,11542,0.02763268744734625,0,回収済み,claims_styleB_202401.csv
2024-01-17,CLM-0242,外科,国保,15,2318,23180,1847,審査中,21333,0.07968075927523727,0,未回収,claims_styleB_202401.csv
2024-01-01,CLM-0243,小児科,社保,35,4612,46120,3063,支払済み,43057,0.06641370338248048,0,回収済み,claims_styleB_202401.csv
2024-01-03,CLM-0244,整形外科,社保,11,3110,31100,405,審査中,30695,0.013022508038585208,0,未回収,claims_styleB_202401.csv
2024-01-11,CLM-0245,外科,社保,12,2850,28500,1935,支払済み,26565,0.06789473684210526,0,回収済み,claims_styleB_202401.csv
2024-01-05,CLM-0246,小児科,国保,49,543,5430,81,支払済み,5349,0.014917127071823204,0,回収済み,claims_styleB_202401.csv
2024-01-07,CLM-0247,外科,後期高齢,48,4823,48230,3467,支払済み,44763,0.07188471905453038,0,回収済み,claims_styleB_202401.csv
2024-01-10,CLM-0248,外科,国保,17,891,8910,244,支払済み,8666,0.027384960718294053,0,回収済み,claims_styleB_202401.csv
2024-01-20,CLM-0249,小児科,社保,17,4594,45940,4391,支払済み,41549,0.0955811928602525,0,回収済み,claims_styleB_202401.csv
2024-01-17,CLM-0250,皮膚科,社保,19,2886,28860,1758,支払済み,27102,0.06091476091476092,0,回収済み,claims_styleB_202401.csv
2024-01-12,CLM-0251,外科,後期高齢,36,2034,20340,1360,支払済み,18980,0.06686332350049164,0,回収済み,claims_styleB_202401.csv
2024-01-17,CLM-0252,整形外科,社保,43,4957,49570,4156,審査中,45414,0.08384103288279202,0,未回収,claims_styleB_202401.csv
2024-01-17,CLM-0253,皮膚科,社保,34,4351,43510,356,支払済み,43154,0.008182027120202252,0,回収済み,claims_styleB_202401.csv
2024-01-12,CLM-0254,整形外科,後期高齢,11,3425,34250,3229,支払済み,31021,0.09427737226277372,0,回収済み,claims_styleB_202401.csv
2024-01-08,CLM-0255,内科,後期高齢,31,1592,15920,90,支払済み,15830,0.005653266331658292,0,回収済み,claims_styleB_202401.csv
2024-01-11,CLM-0256,外科,後期高齢,39,4420,44200,1493,審査中,42707,0.03377828054298643,0,未回収,claims_styleB_202401.csv
2024-01-03,CLM-0257,小児科,社保,28,2151,21510,179,審査中,21331,0.008321710832171083,0,未回収,claims_styleB_202401.csv
2024-01-02,CLM-0258,整形外科,国保,42,3762,37620,3339,支払済み,34281,0.08875598086124402,0,回収済み,claims_styleB_202401.csv
2024-01-09,CLM-0259,内科,後期高齢,22,2843,28430,1462,審査中,26968,0.051424551530073866,0,未回収,claims_styleB_202401.csv
2024-01-02,CLM-0260,整形外科,国保,17,3514,35140,1789,審査中,33351,0.05091064314171884,0,未回収,claims_styleB_202401.csv
2024-01-15,CLM-0261,小児科,国保,21,4564,45640,4075,支払済み,41565,0.08928571428571429,0,回収済み,claims_styleB_202401.csv
2024-01-17,CLM-0262,整形外科,社保,37,1146,11460,881,支払済み,10579,0.0768760907504363,0,回収済み,claims_styleB_202401.csv
2024-01-06,CLM-0263,皮膚科,国保,30,1340,13400,163,支払済み,13237,0.012164179104477611,0,回収済み,claims_styleB_202401.csv
2024-01-10,CLM-0264,整形外科,国保,48,3990,39900,682,支払済み,39218,0.017092731829573934,0,回収済み,claims_styleB_202401.csv
2024-01-12,CLM-0265,小児科,社保,32,4063,40630,1124,支払済み,39506,0.0276642874723111,0,回収済み,claims_styleB_202401.csv
2024-01-02,CLM-0266,内科,後期高齢,50,3827,38270,1488,支払済み,36782,0.038881630519989545,0,回収済み,claims_styleB_202401.csv
2024-01-06,CLM-0267,内科,社保,48,4089,40890,142,支払済み,40748,0.0034727317192467595,0,回収済み,claims_styleB_202401.csv
2024-01-08,CLM-0268,整形外科,国保,34,765,7650,619,支払済み,7031,0.08091503267973857,0,回収済み,claims_styleB_202401.csv
2024-01-15,CLM-0269,整形外科,国保,38,1129,11290,281,支払済み,11009,0.024889282550930026,0,回収済み,claims_styleB_202401.csv
2024-01-13,CLM-0270,整形外科,後期高齢,27,2544,25440,464,支払済み,24976,0.018238993710691823,0,回収済み,claims_styleB_202401.csv
2024-01-06,CLM-0271,小児科,後期高齢,34,1464,14640,536,審査中,14104,0.0366120218579235,0,未回収,claims_styleB_202401.csv
2024-01-15,CLM-0272,外科,後期高齢,28,4523,45230,1639,支払済み,43591,0.036237010833517574,0,回収済み,claims_styleB_202401.csv
2024-01-03,CLM-0273,小児科,社保,38,1219,12190,654,支払済み,11536,0.053650533223954064,0,回収済み,claims_styleB_202401.csv
2024-01-03,CLM-0274,皮膚科,後期高齢,28,2957,29570,645,支払済み,28925,0.02181264795400744,0,回収済み,claims_styleB_202401.csv
2024-01-06,CLM-0275,整形外科,後期高齢,24,1494,14940,411,審査中,14529,0.02751004016064257,0,未回収,claims_styleB_202401.csv
2024-01-08,CLM-0276,小児科,社保,33,3522,35220,1914,審査中,33306,0.05434412265758092,0,未回収,claims_styleB_202401.csv
2024-01-18,CLM-0277,外科,後期高齢,15,1038,10380,633,支払済み,9747,0.06098265895953757,0,回収済み,claims_styleB_202401.csv
2024-01-16,CLM-0278,皮膚科,国保,36,1104,11040,256,返戈,10784,0.02318840579710145,1,未回収,claims_styleB_202401.csv
2024-01-03,CLM-0279,小児科,国保,43,3322,33220,525,審査中,32695,0.01580373269114991,0,未回収,claims_styleB_202401.csv
2024-01-18,CLM-0280,皮膚科,社保,18,4044,40440,2059,審査中,38381,0.050914935707220575,0,未回収,claims_styleB_202401.csv
2024-01-02,CLM-0281,内科,後期高齢,19,2991,29910,674,支払済み,29236,0.022534269475091944,0,回収済み,claims_styleB_202401.csv
2024-01-08,CLM-0282,整形外科,後期高齢,28,1146,11460,513,支払済み,10947,0.04476439790575916,0,回収済み,claims_styleB_202401.csv
2024-01-18,CLM-0283,整形外科,社保,50,2980,29800,2516,支払済み,27284,0.08442953020134228,0,回収済み,claims_styleB_202401.csv
2024-01-17,CLM-0284,外科,後期高齢,47,1763,17630,350,支払済み,17280,0.019852524106636415,0,回収済み,claims_styleB_202401.csv
2024-01-20,CLM-0285,整形外科,後期高齢,12,732,7320,83,支払済み,7237,0.01133879781420765,0,回収済み,claims_styleB_202401.csv
2024-01-19,CLM-0286,整形外科,後期高齢,23,3912,39120,2531,支払済み,36589,0.06469836400817996,0,回収済み,claims_styleB_202401.csv
2024-01-16,CLM-0287,皮膚科,国保,29,4456,44560,2006,審査中,42554,0.045017953321364455,0,未回収,claims_styleB_202401.csv
2024-01-13,CLM-0288,整形外科,国保,14,990,9900,161,支払済み,9739,0.016262626262626263,0,回収済み,claims_styleB_202401.csv
2024-01-16,CLM-0289,小児科,社保,31,1676,16760,640,審査中,16120,0.03818615751789976,0,未回収,claims_styleB_202401.csv
2024-01-11,CLM-0290,整形外科,国保,18,3535,35350,2109,支払済み,33241,0.05966053748231966,0,回収済み,claims_styleB_202401.csv
2024-01-11,CLM-0291,外科,国保,17,2691,26910,1841,支払済み,25069,0.0684132292827945,0,回収済み,claims_styleB_202401.csv
2024-01-04,CLM-0292,内科,国保,34,3925,39250,1016,返戈,38234,0.025885350318471338,1,未回収,claims_styleB_202401.csv
2024-01-06,CLM-0293,整形外科,後期高齢,30,2055,20550,652,支払済み,19898,0.03172749391727494,0,回収済み,claims_styleB_202401.csv
2024-01-17,CLM-0294,小児科,国保,29,4574,45740,189,支払済み,45551,0.004132050721469173,0,回収済み,claims_styleB_202401.csv
2024-01-13,CLM-0295,皮膚科,国保,25,2262,22620,1445,支払済み,21175,0.0638815207780725,0,回収済み,claims_styleB_202401.csv
2024-01-10,CLM-0296,小児科,後期高齢,40,2840,28400,2198,支払済み,26202,0.0773943661971831,0,回収済み,claims_styleB_202401.csv
2024-01-04,CLM-0297,小児科,社保,26,3496,34960,3128,支払済み,31832,0.08947368421052632,0,回収済み,claims_styleB_202401.csv
2024-01-02,CLM-0298,小児科,社保,46,2094,20940,1484,支払済み,19456,0.07086914995224451,0,回収済み,claims_styleB_202401.csv
2024-01-03,CLM-0299,小児科,後期高齢,38,2791,27910,2552,支払済み,25358,0.09143676101755643,0,回収済み,claims_styleB_202401.csv
2024-01-04,CLM-0300,外科,社保,35,3557,35570,3255,返戈,32315,0.09150969918470621,1,未回収,claims_styleB_202401.csv
2024-01-18,CLM-0301,整形外科,社保,22,4670,46700,3288,支払済み,43412,0.070406852248394,0,回収済み,claims_styleB_202401.csv
2024-01-02,CLM-0302,内科,社保,31,4380,43800,4254,支払済み,39546,0.09712328767123288,0,回収済み,claims_styleB_202401.csv
2024-01-20,CLM-0303,皮膚科,社保,30,3109,31090,665,支払済み,30425,0.021389514313284015,0,回収済み,claims_styleB_202401.csv
2024-01-20,CLM-0304,整形外科,後期高齢,31,4655,46550,4175,支払済み,42375,0.08968850698174007,0,回収済み,claims_styleB_202401.csv
2024-01-19,CLM-0305,整形外科,国保,11,3517,35170,1356,支払済み,33814,0.038555587148137616,0,回収済み,claims_styleB_202401.csv
2024-01-14,CLM-0306,皮膚科,国保,50,718,7180,611,支払済み,6569,0.0850974930362117,0,回収済み,claims_styleB_202401.csv
2024-01-19,CLM-0307,皮膚科,社保,13,4435,44350,1396,支払済み,42954,0.03147688838782413,0,回収済み,claims_styleB_202401.csv
2024-01-20,CLM-0308,小児科,社保,25,758,7580,586,審査中,6994,0.07730870712401056,0,未回収,claims_styleB_202401.csv
2024-01-04,CLM-0309,外科,社保,38,3069,30690,1715,支払済み,28975,0.05588139459107201,0,回収済み,claims_styleB_202401.csv
2024-01-07,CLM-0310,小児科,後期高齢,49,4363,43630,510,支払済み,43120,0.01168920467568187,0,回収済み,claims_styleB_202401.csv
2024-01-17,CLM-0311,外科,後期高齢,30,4418,44180,4304,支払済み,39876,0.09741964689904935,0,回収済み,claims_styleB_202401.csv
2024-01-06,CLM-0312,小児科,後期高齢,31,4975,49750,2902,支払済み,46848,0.05833165829145728,0,回収済み,claims_styleB_202401.csv
2024-01-09,CLM-0313,皮膚科,国保,22,2519,25190,1142,支払済み,24048,0.04533545057562525,0,回収済み,claims_styleB_202401.csv
2024-01-08,CLM-0314,整形外科,国保,23,4505,45050,2597,支払済み,42453,0.05764705882352941,0,回収済み,claims_styleB_202401.csv
2024-01-18,CLM-0315,整形外科,国保,17,4949,49490,3110,審査中,46380,0.06284097797534856,0,未回収,claims_styleB_202401.csv
2024-01-13,CLM-0316,整形外科,社保,28,844,8440,294,返戈,8146,0.034834123222748814,1,未回収,claims_styleB_202401.csv
2024-01-03,CLM-0317,整形外科,国保,26,4424,44240,1752,支払済み,42488,0.03960216998191682,0,回収済み,claims_styleB_202401.csv
2024-01-18,CLM-0318,整形外科,後期高齢,27,1624,16240,223,支払済み,16017,0.013731527093596058,0,回収済み,claims_styleB_202401.csv
2024-01-19,CLM-0319,外科,社保,13,4850,48500,1848,支払済み,46652,0.038103092783505155,0,回収済み,claims_styleB_202401.csv
2024-01-02,CLM-0320,内科,国保,31,4369,43690,823,支払済み,42867,0.01883726253147173,0,回収済み,claims_styleB_202401.csv
2024-01-05,CLM-0321,内科,後期高齢,20,3833,38330,2674,審査中,35656,0.06976258805113487,0,未回収,claims_styleC_202401.csv
2024-01-16,CLM-0322,小児科,後期高齢,22,2853,28530,1315,支払済み,27215,0.046091833158079215,0,回収済み,claims_styleC_202401.csv
2024-01-02,CLM-0323,内科,後期高齢,46,2402,24020,2191,支払済み,21829,0.09121565362198168,0,回収済み,claims_styleC_202401.csv
2024-01-02,CLM-0324,外科,国保,21,797,7970,406,審査中,7564,0.05094102885821832,0,未回収,claims_styleC_202401.csv
2024-01-06,CLM-0325,整形外科,社保,10,2944,29440,2326,支払済み,27114,0.07900815217391305,0,回収済み,claims_styleC_202401.csv
2024-01-11,CLM-0326,整形外科,国保,44,4795,47950,4046,審査中,43904,0.08437956204379563,0,未回収,claims_styleC_202401.csv
2024-01-05,CLM-0327,皮膚科,国保,27,2079,20790,461,支払済み,20329,0.022174122174122173,0,回収済み,claims_styleC_202401.csv
2024-01-15,CLM-0328,整形外科,後期高齢,21,615,6150,345,審査中,5805,0.05609756097560976,0,未回収,claims_styleC_202401.csv
2024-01-19,CLM-0329,外科,社保,49,3821,38210,3387,支払済み,34823,0.08864171682805548,0,回収済み,claims_styleC_202401.csv
2024-01-11,CLM-0330,内科,国保,16,2013,20130,2010,支払済み,18120,0.09985096870342772,0,回収済み,claims_styleC_202401.csv
2024-01-11,CLM-0331,外科,社保,26,3642,36420,964,支払済み,35456,0.026468973091707853,0,回収済み,claims_styleC_202401.csv
2024-01-09,CLM-0332,整形外科,国保,47,593,5930,267,支払済み,5663,0.04502529510961214,0,回収済み,claims_styleC_202401.csv
2024-01-08,CLM-0333,内科,後期高齢,17,4312,43120,2513,支払済み,40607,0.05827922077922078,0,回収済み,claims_styleC_202401.csv
2024-01-17,CLM-0334,整形外科,後期高齢,17,2916,29160,1505,支払済み,27655,0.051611796982167356,0,回収済み,claims_styleC_202401.csv
2024-01-08,CLM-0335,外科,国保,19,4227,42270,3060,支払済み,39210,0.0723917672107878,0,回収済み,claims_styleC_202401.csv
2024-01-18,CLM-0336,小児科,後期高齢,23,2527,25270,2440,審査中,22830,0.09655718242975861,0,未回収,claims_styleC_202401.csv
2024-01-03,CLM-0337,皮膚科,国保,43,3463,34630,319,審査中,34311,0.00921166618538839,0,未回収,claims_styleC_202401.csv
2024-01-04,CLM-0338,内科,後期高齢,42,2156,21560,613,支払済み,20947,0.028432282003710577,0,回収済み,claims_styleC_202401.csv
2024-01-17,CLM-0339,小児科,社保,23,4504,45040,744,審査中,44296,0.01651865008880995,0,未回収,claims_styleC_202401.csv
2024-01-15,CLM-0340,内科,国保,18,4704,47040,3403,支払済み,43637,0.07234268707482994,0,回収済み,claims_styleC_202401.csv
2024-01-02,CLM-0341,皮膚科,国保,29,678,6780,405,支払済み,6375,0.059734513274336286,0,回収済み,claims_styleC_202401.csv
2024-01-01,CLM-0342,外科,後期高齢,14,871,8710,433,支払済み,8277,0.04971297359357061,0,回収済み,claims_styleC_202401.csv
2024-01-03,CLM-0343,皮膚科,社保,14,4367,43670,259,支払済み,43411,0.005930844973666132,0,回収済み,claims_styleC_202401.csv
2024-01-06,CLM-0344,外科,後期高齢,36,3567,35670,1566,支払済み,34104,0.04390243902439024,0,回収済み,claims_styleC_202401.csv
2024-01-13,CLM-0345,小児科,社保,44,1589,15890,1338,審査中,14552,0.0842039018250472,0,未回収,claims_styleC_202401.csv
2024-01-04,CLM-0346,外科,後期高齢,35,4832,48320,1043,支払済み,47277,0.021585264900662253,0,回収済み,claims_styleC_202401.csv
2024-01-08,CLM-0347,内科,社保,29,4292,42920,3474,支払済み,39446,0.08094128611369991,0,回収済み,claims_styleC_202401.csv
2024-01-08,CLM-0348,外科,国保,32,1770,17700,564,支払済み,17136,0.031864406779661014,0,回収済み,claims_styleC_202401.csv
2024-01-04,CLM-0349,内科,後期高齢,36,628,6280,246,支払済み,6034,0.03917197452229299,0,回収済み,claims_styleC_202401.csv
2024-01-04,CLM-0350,皮膚科,社保,38,898,8980,250,支払済み,8730,0.02783964365256125,0,回収済み,claims_styleC_202401.csv
2024-01-13,CLM-0351,小児科,社保,44,2279,22790,231,支払済み,22559,0.01013602457218078,0,回収済み,claims_styleC_202401.csv
2024-01-10,CLM-0352,外科,後期高齢,46,3112,31120,2365,支払済み,28755,0.07599614395886889,0,回収済み,claims_styleC_202401.csv
2024-01-11,CLM-0353,外科,国保,19,4770,47700,1810,支払済み,45890,0.037945492662473795,0,回収済み,claims_styleC_202401.csv
2024-01-09,CLM-0354,内科,後期高齢,47,1934,19340,1282,支払済み,18058,0.06628748707342295,0,回収済み,claims_styleC_202401.csv
2024-01-18,CLM-0355,小児科,社保,32,3622,36220,3218,支払済み,33002,0.08884594146880177,0,回収済み,claims_styleC_202401.csv
2024-01-14,CLM-0356,小児科,社保,29,3583,35830,753,審査中,35077,0.021015908456600615,0,未回収,claims_styleC_202401.csv
2024-01-16,CLM-0357,外科,社保,29,1682,16820,1650,支払済み,15170,0.0980975029726516,0,回収済み,claims_styleC_202401.csv
2024-01-02,CLM-0358,皮膚科,国保,36,4841,48410,1098,支払済み,47312,0.022681264201611238,0,回収済み,claims_styleC_202401.csv
2024-01-09,CLM-0359,外科,国保,15,4184,41840,3039,支払済み,38801,0.07263384321223709,0,回収済み,claims_styleC_202401.csv
2024-01-07,CLM-0360,内科,国保,34,823,8230,74,支払済み,8156,0.008991494532199272,0,回収済み,claims_styleC_202401.csv
2024-01-19,CLM-0361,皮膚科,社保,40,2211,22110,1363,支払済み,20747,0.061646313885119854,0,回収済み,claims_styleC_202401.csv
2024-01-01,CLM-0362,外科,社保,17,4423,44230,1987,支払済み,42243,0.04492425955234004,0,回収済み,claims_styleC_202401.csv
2024-01-07,CLM-0363,小児科,社保,45,3134,31340,1159,支払済み,30181,0.03698149329929802,0,回収済み,claims_styleC_202401.csv
2024-01-18,CLM-0364,整形外科,国保,26,3446,34460,2100,審査中,32360,0.06094022054556007,0,未回収,claims_styleC_202401.csv
2024-01-15,CLM-0365,内科,後期高齢,40,3123,31230,832,支払済み,30398,0.026641050272174192,0,回収済み,claims_styleC_202401.csv
2024-01-14,CLM-0366,内科,後期高齢,24,1695,16950,33,支払済み,16917,0.0019469026548672567,0,回収済み,claims_styleC_202401.csv
2024-01-19,CLM-0367,皮膚科,後期高齢,36,2918,29180,624,支払済み,28556,0.021384509938313912,0,回収済み,claims_styleC_202401.csv
2024-01-08,CLM-0368,小児科,後期高齢,25,4590,45900,4510,支払済み,41390,0.09825708061002178,0,回収済み,claims_styleC_202401.csv
2024-01-11,CLM-0369,整形外科,国保,41,4275,42750,1378,支払済み,41372,0.03223391812865497,0,回収済み,claims_styleC_202401.csv
2024-01-12,CLM-0370,外科,社保,44,4500,45000,1507,審査中,43493,0.03348888888888889,0,未回収,claims_styleC_202401.csv
2024-01-18,CLM-0371,内科,後期高齢,12,1108,11080,99,審査中,10981,0.008935018050541517,0,未回収,claims_styleC_202401.csv
2024-01-14,CLM-0372,外科,後期高齢,24,1056,10560,309,支払済み,10251,0.029261363636363637,0,回収済み,claims_styleC_202401.csv
2024-01-17,CLM-0373,小児科,国保,13,4458,44580,3996,支払済み,40584,0.08963660834454913,0,回収済み,claims_styleC_202401.csv
2024-01-18,CLM-0374,皮膚科,国保,10,637,6370,542,支払済み,5828,0.08508634222919938,0,回収済み,claims_styleC_202401.csv
2024-01-18,CLM-0375,整形外科,社保,42,4027,40270,3302,審査中,36968,0.08199652346660044,0,未回収,claims_styleC_202401.csv
2024-01-06,CLM-0376,内科,社保,43,1719,17190,493,支払済み,16697,0.028679464805119254,0,回収済み,claims_styleC_202401.csv
2024-01-17,CLM-0377,整形外科,国保,27,3751,37510,323,支払済み,37187,0.008611037056784857,0,回収済み,claims_styleC_202401.csv
2024-01-13,CLM-0378,小児科,後期高齢,25,2350,23500,1228,支払済み,22272,0.05225531914893617,0,回収済み,claims_styleC_202401.csv
2024-01-03,CLM-0379,内科,社保,35,3606,36060,1544,支払済み,34516,0.04281752634498059,0,回収済み,claims_styleC_202401.csv
2024-01-02,CLM-0380,内科,後期高齢,20,1177,11770,1023,審査中,10747,0.08691588785046729,0,未回収,claims_styleC_202401.csv
2024-01-11,CLM-0381,皮膚科,社保,43,848,8480,235,支払済み,8245,0.027712264150943397,0,回収済み,claims_styleC_202401.csv
2024-01-19,CLM-0382,小児科,国保,12,1109,11090,574,審査中,10516,0.05175834084761046,0,未回収,claims_styleC_202401.csv
2024-01-19,CLM-0383,内科,社保,30,628,6280,212,支払済み,6068,0.03375796178343949,0,回収済み,claims_styleC_202401.csv
2024-01-13,CLM-0384,内科,国保,20,2469,24690,2321,審査中,22369,0.09400567031186716,0,未回収,claims_styleC_202401.csv
2024-01-13,CLM-0385,皮膚科,国保,34,1646,16460,1618,返戈,14842,0.09829890643985419,1,未回収,claims_styleC_202401.csv
2024-01-03,CLM-0386,皮膚科,後期高齢,32,939,9390,100,支払済み,9290,0.010649627263045794,0,回収済み,claims_styleC_202401.csv
2024-01-03,CLM-0387,整形外科,後期高齢,49,3749,37490,3168,支払済み,34322,0.08450253400906908,0,回収済み,claims_styleC_202401.csv
2024-01-09,CLM-0388,小児科,国保,24,3414,34140,2265,審査中,31875,0.06634446397188049,0,未回収,claims_styleC_202401.csv
2024-01-14,CLM-0389,外科,後期高齢,47,3613,36130,351,審査中,35779,0.009714918350401329,0,未回収,claims_styleC_202401.csv
2024-01-10,CLM-0390,外科,後期高齢,14,1172,11720,548,支払済み,11172,0.04675767918088737,0,回収済み,claims_styleC_202401.csv
2024-01-05,CLM-0391,小児科,国保,33,1372,13720,187,支払済み,13533,0.013629737609329446,0,回収済み,claims_styleC_202401.csv
2024-01-10,CLM-0392,小児科,国保,27,1337,13370,271,支払済み,13099,0.020269259536275244,0,回収済み,claims_styleC_202401.csv
2024-01-14,CLM-0393,小児科,後期高齢,45,4697,46970,3342,支払済み,43628,0.07115179902065148,0,回収済み,claims_styleC_202401.csv
2024-01-03,CLM-0394,整形外科,後期高齢,15,3157,31570,1577,支払済み,29993,0.04995248653785239,0,回収済み,claims_styleC_202401.csv
2024-01-14,CLM-0395,小児科,社保,45,2488,24880,2342,支払済み,22538,0.09413183279742765,0,回収済み,claims_styleC_202401.csv
2024-01-13,CLM-0396,外科,社保,27,2966,29660,1099,支払済み,28561,0.03705327039784221,0,回収済み,claims_styleC_202401.csv
2024-01-03,CLM-0397,外科,国保,27,3949,39490,1227,支払済み,38263,0.031071157255001265,0,回収済み,claims_styleC_202401.csv
2024-01-03,CLM-0398,整形外科,国保,25,4561,45610,1601,支払済み,44009,0.035101951326463494,0,回収済み,claims_styleC_202401.csv
2024-01-05,CLM-0399,整形外科,社保,35,3221,32210,2540,支払済み,29670,0.07885749767153058,0,回収済み,claims_styleC_202401.csv
2024-01-11,CLM-0400,小児科,国保,37,1615,16150,615,支払済み,15535,0.03808049535603715,0,回収済み,claims_styleC_202401.csv
2024-01-07,CLM-0401,小児科,国保,21,3762,37620,1307,支払済み,36313,0.03474215842636895,0,回収済み,claims_styleC_202401.csv
