日付,商品ID,商品名,カテゴリ,販売数量,在庫数量,発注点,入荷数量,リードタイム(日)
2023/11/24,P-F005,スナック菓子,食品,24,239,112,0,3
2023/11/25,P-F005,スナック菓子,食品,39,200,112,0,3
2023/11/26,P-F005,スナック菓子,食品,33,167,112,0,3
2023/11/27,P-F005,スナック菓子,食品,12,155,112,0,3
2023/11/28,P-F005,スナック菓子,食品,25,130,112,0,3
2023/11/29,P-F005,スナック菓子,食品,20,460,112,350,3
2023/11/30,P-F005,スナック菓子,食品,21,439,112,0,3
2023/12/01,P-F005,スナック菓子,食品,24,415,112,0,3
2023/12/02,P-F005,スナック菓子,食品,33,382,112,0,3
2023/12/03,P-F005,スナック菓子,食品,36,346,112,0,3
2023/12/04,P-F005,スナック菓子,食品,21,325,112,0,3
2023/12/05,P-F005,スナック菓子,食品,22,303,112,0,3
2023/12/06,P-F005,スナック菓子,食品,25,278,112,0,3
2023/12/07,P-F005,スナック菓子,食品,31,247,112,0,3
2023/12/08,P-F005,スナック菓子,食品,27,220,112,0,3
2023/12/09,P-F005,スナック菓子,食品,29,191,112,0,3
2023/12/10,P-F005,スナック菓子,食品,39,152,112,0,3
2023/12/11,P-F005,スナック菓子,食品,20,132,112,0,3
2023/12/12,P-F005,スナック菓子,食品,26,456,112,350,3
2023/12/13,P-F005,スナック菓子,食品,25,431,112,0,3
2023/12/14,P-F005,スナック菓子,食品,23,408,112,0,3
2023/12/15,P-F005,スナック菓子,食品,30,378,112,0,3
2023/12/16,P-F005,スナック菓子,食品,46,332,112,0,3
2023/12/17,P-F005,スナック菓子,食品,44,288,112,0,3
2023/12/18,P-F005,スナック菓子,食品,22,266,112,0,3
2023/12/19,P-F005,スナック菓子,食品,21,245,112,0,3
2023/12/20,P-F005,スナック菓子,食品,28,217,112,0,3
2023/12/21,P-F005,スナック菓子,食品,20,197,112,0,3
2023/12/22,P-F005,スナック菓子,食品,30,167,112,0,3
2023/12/23,P-F005,スナック菓子,食品,36,131,112,0,3
2023/12/24,P-F005,スナック菓子,食品,35,446,112,350,3
2023/12/25,P-F005,スナック菓子,食品,17,429,112,0,3
2023/12/26,P-F005,スナック菓子,食品,12,417,112,0,3
2023/12/27,P-F005,スナック菓子,食品,12,405,112,0,3
2023/12/28,P-F005,スナック菓子,食品,18,387,112,0,3
2023/12/29,P-F005,スナック菓子,食品,26,361,112,0,3
2023/12/30,P-F005,スナック菓子,食品,34,327,112,0,3
2023/12/31,P-F005,スナック菓子,食品,43,284,112,0,3
2023/10/01,P-F006,ヨーグルト,食品,30,262,112,0,3
2023/10/02,P-F006,ヨーグルト,食品,24,238,112,0,3
2023/10/03,P-F006,ヨーグルト,食品,19,219,112,0,3
2023/10/04,P-F006,ヨーグルト,食品,22,197,112,0,3
2023/10/05,P-F006,ヨーグルト,食品,25,172,112,0,3
2023/10/06,P-F006,ヨーグルト,食品,33,139,112,0,3
2023/10/07,P-F006,ヨーグルト,食品,35,454,112,350,3
2023/10/08,P-F006,ヨーグルト,食品,40,414,112,0,3
2023/10/09,P-F006,ヨーグルト,食品,16,398,112,0,3
2023/10/10,P-F006,ヨーグルト,食品,21,377,112,0,3
2023/10/11,P-F006,ヨーグルト,食品,36,341,112,0,3
2023/10/12,P-F006,ヨーグルト,食品,26,315,112,0,3
2023/10/13,P-F006,ヨーグルト,食品,37,278,112,0,3
2023/10/14,P-F006,ヨーグルト,食品,37,241,112,0,3
2023/10/15,P-F006,ヨーグルト,食品,37,204,112,0,3
2023/10/16,P-F006,ヨーグルト,食品,22,182,112,0,3
2023/10/17,P-F006,ヨーグルト,食品,20,162,112,0,3
2023/10/18,P-F006,ヨーグルト,食品,19,143,112,0,3
2023/10/19,P-F006,ヨーグルト,食品,27,116,112,0,3
2023/10/20,P-F006,ヨーグルト,食品,25,441,112,350,3
2023/10/21,P-F006,ヨーグルト,食品,40,401,112,0,3
2023/10/22,P-F006,ヨーグルト,食品,40,361,112,0,3
2023/10/23,P-F006,ヨーグルト,食品,24,337,112,0,3
2023/10/24,P-F006,ヨーグルト,食品,19,318,112,0,3
2023/10/25,P-F006,ヨーグルト,食品,25,293,112,0,3
2023/10/26,P-F006,ヨーグルト,食品,23,270,112,0,3
2023/10/27,P-F006,ヨーグルト,食品,34,236,112,0,3
2023/10/28,P-F006,ヨーグルト,食品,28,208,112,0,3
2023/10/29,P-F006,ヨーグルト,食品,33,175,112,0,3
2023/10/30,P-F006,ヨーグルト,食品,12,163,112,0,3
2023/10/31,P-F006,ヨーグルト,食品,13,150,112,0,3
2023/11/01,P-F006,ヨーグルト,食品,30,120,112,0,3
2023/11/02,P-F006,ヨーグルト,食品,29,441,112,350,3
2023/11/03,P-F006,ヨーグルト,食品,26,415,112,0,3
2023/11/04,P-F006,ヨーグルト,食品,29,386,112,0,3
2023/11/05,P-F006,ヨーグルト,食品,19,367,112,0,3
2023/11/06,P-F006,ヨーグルト,食品,19,348,112,0,3
2023/11/07,P-F006,ヨーグルト,食品,33,315,112,0,3
2023/11/08,P-F006,ヨーグルト,食品,25,290,112,0,3
2023/11/09,P-F006,ヨーグルト,食品,22,268,112,0,3
2023/11/10,P-F006,ヨーグルト,食品,32,236,112,0,3
2023/11/11,P-F006,ヨーグルト,食品,29,207,112,0,3
2023/11/12,P-F006,ヨーグルト,食品,33,174,112,0,3
2023/11/13,P-F006,ヨーグルト,食品,22,152,112,0,3
2023/11/14,P-F006,ヨーグルト,食品,20,132,112,0,3
2023/11/15,P-F006,ヨーグルト,食品,27,455,112,350,3
2023/11/16,P-F006,ヨーグルト,食品,26,429,112,0,3
2023/11/17,P-F006,ヨーグルト,食品,33,396,112,0,3
2023/11/18,P-F006,ヨーグルト,食品,33,363,112,0,3
2023/11/19,P-F006,ヨーグルト,食品,39,324,112,0,3
2023/11/20,P-F006,ヨーグルト,食品,30,294,112,0,3
2023/11/21,P-F006,ヨーグルト,食品,16,278,112,0,3
2023/11/22,P-F006,ヨーグルト,食品,19,259,112,0,3
2023/11/23,P-F006,ヨーグルト,食品,31,228,112,0,3
2023/11/24,P-F006,ヨーグルト,食品,28,200,112,0,3
2023/11/25,P-F006,ヨーグルト,食品,44,156,112,0,3
2023/11/26,P-F006,ヨーグルト,食品,32,124,112,0,3
2023/11/27,P-F006,ヨーグルト,食品,29,445,112,350,3
2023/11/28,P-F006,ヨーグルト,食品,21,424,112,0,3
2023/11/29,P-F006,ヨーグルト,食品,24,400,112,0,3
2023/11/30,P-F006,ヨーグルト,食品,32,368,112,0,3
2023/12/01,P-F006,ヨーグルト,食品,27,341,112,0,3
2023/12/02,P-F006,ヨーグルト,食品,32,309,112,0,3
2023/12/03,P-F006,ヨーグルト,食品,32,277,112,0,3
2023/12/04,P-F006,ヨーグルト,食品,24,253,112,0,3
2023/12/05,P-F006,ヨーグルト,食品,13,240,112,0,3
2023/12/06,P-F006,ヨーグルト,食品,26,214,112,0,3
2023/12/07,P-F006,ヨーグルト,食品,22,192,112,0,3
2023/12/08,P-F006,ヨーグルト,食品,35,157,112,0,3
2023/12/09,P-F006,ヨーグルト,食品,25,132,112,0,3
2023/12/10,P-F006,ヨーグルト,食品,30,452,112,350,3
2023/12/11,P-F006,ヨーグルト,食品,13,439,112,0,3
2023/12/12,P-F006,ヨーグルト,食品,16,423,112,0,3
2023/12/13,P-F006,ヨーグルト,食品,24,399,112,0,3
2023/12/14,P-F006,ヨーグルト,食品,23,376,112,0,3
2023/12/15,P-F006,ヨーグルト,食品,28,348,112,0,3
2023/12/16,P-F006,ヨーグルト,食品,36,312,112,0,3
2023/12/17,P-F006,ヨーグルト,食品,35,277,112,0,3
2023/12/18,P-F006,ヨーグルト,食品,17,260,112,0,3
2023/12/19,P-F006,ヨーグルト,食品,24,236,112,0,3
2023/12/20,P-F006,ヨーグルト,食品,26,210,112,0,3
2023/12/21,P-F006,ヨーグルト,食品,26,184,112,0,3
2023/12/22,P-F006,ヨーグルト,食品,32,152,112,0,3
2023/12/23,P-F006,ヨーグルト,食品,38,114,112,0,3
2023/12/24,P-F006,ヨーグルト,食品,44,420,112,350,3
2023/12/25,P-F006,ヨーグルト,食品,21,399,112,0,3
2023/12/26,P-F006,ヨーグルト,食品,19,380,112,0,3
2023/12/27,P-F006,ヨーグルト,食品,19,361,112,0,3
2023/12/28,P-F006,ヨーグルト,食品,19,342,112,0,3
2023/12/29,P-F006,ヨーグルト,食品,23,319,112,0,3
2023/12/30,P-F006,ヨーグルト,食品,32,287,112,0,3
2023/12/31,P-F006,ヨーグルト,食品,34,253,112,0,3
2023/10/01,P-F007,バター,食品,31,250,112,0,3
2023/10/02,P-F007,バター,食品,27,223,112,0,3
2023/10/03,P-F007,バター,食品,24,199,112,0,3
2023/10/04,P-F007,バター,食品,23,176,112,0,3
2023/10/05,P-F007,バター,食品,21,155,112,0,3
2023/10/06,P-F007,バター,食品,32,123,112,0,3
2023/10/07,P-F007,バター,食品,38,435,112,350,3
2023/10/08,P-F007,バター,食品,27,408,112,0,3
2023/10/09,P-F007,バター,食品,22,386,112,0,3
2023/10/10,P-F007,バター,食品,22,364,112,0,3
2023/10/11,P-F007,バター,食品,19,345,112,0,3
2023/10/12,P-F007,バター,食品,26,319,112,0,3
2023/10/13,P-F007,バター,食品,23,296,112,0,3
2023/10/14,P-F007,バター,食品,44,252,112,0,3
2023/10/15,P-F007,バター,食品,41,211,112,0,3
2023/10/16,P-F007,バター,食品,21,190,112,0,3
2023/10/17,P-F007,バター,食品,23,167,112,0,3
2023/10/18,P-F007,バター,食品,12,155,112,0,3
2023/10/19,P-F007,バター,食品,19,136,112,0,3
2023/10/20,P-F007,バター,食品,29,457,112,350,3
2023/10/21,P-F007,バター,食品,32,425,112,0,3
2023/10/22,P-F007,バター,食品,39,386,112,0,3
2023/10/23,P-F007,バター,食品,32,354,112,0,3
2023/10/24,P-F007,バター,食品,15,339,112,0,3
2023/10/25,P-F007,バター,食品,20,319,112,0,3
2023/10/26,P-F007,バター,食品,26,293,112,0,3
2023/10/27,P-F007,バター,食品,38,255,112,0,3
2023/10/28,P-F007,バター,食品,32,223,112,0,3
2023/10/29,P-F007,バター,食品,37,186,112,0,3
2023/10/30,P-F007,バター,食品,32,154,112,0,3
2023/10/31,P-F007,バター,食品,13,141,112,0,3
2023/11/01,P-F007,バター,食品,18,123,112,0,3
2023/11/02,P-F007,バター,食品,23,450,112,350,3
2023/11/03,P-F007,バター,食品,28,422,112,0,3
2023/11/04,P-F007,バター,食品,42,380,112,0,3
2023/11/05,P-F007,バター,食品,37,343,112,0,3
2023/11/06,P-F007,バター,食品,14,329,112,0,3
2023/11/07,P-F007,バター,食品,24,305,112,0,3
2023/11/08,P-F007,バター,食品,21,284,112,0,3
2023/11/09,P-F007,バター,食品,32,252,112,0,3
2023/11/10,P-F007,バター,食品,28,224,112,0,3
2023/11/11,P-F007,バター,食品,35,189,112,0,3
2023/11/12,P-F007,バター,食品,39,150,112,0,3
2023/11/13,P-F007,バター,食品,27,123,112,0,3
2023/11/14,P-F007,バター,食品,24,449,112,350,3
2023/11/15,P-F007,バター,食品,16,433,112,0,3
2023/11/16,P-F007,バター,食品,28,405,112,0,3
2023/11/17,P-F007,バター,食品,26,379,112,0,3
2023/11/18,P-F007,バター,食品,40,339,112,0,3
2023/11/19,P-F007,バター,食品,29,310,112,0,3
2023/11/20,P-F007,バター,食品,25,285,112,0,3
2023/11/21,P-F007,バター,食品,18,267,112,0,3
2023/11/22,P-F007,バター,食品,18,249,112,0,3
2023/11/23,P-F007,バター,食品,29,220,112,0,3
2023/11/24,P-F007,バター,食品,32,188,112,0,3
2023/11/25,P-F007,バター,食品,36,152,112,0,3
2023/11/26,P-F007,バター,食品,44,458,112,350,3
2023/11/27,P-F007,バター,食品,21,437,112,0,3
2023/11/28,P-F007,バター,食品,22,415,112,0,3
2023/11/29,P-F007,バター,食品,26,389,112,0,3
2023/11/30,P-F007,バター,食品,23,366,112,0,3
2023/12/01,P-F007,バター,食品,34,332,112,0,3
2023/12/02,P-F007,バター,食品,37,295,112,0,3
2023/12/03,P-F007,バター,食品,35,260,112,0,3
2023/12/04,P-F007,バター,食品,30,230,112,0,3
2023/12/05,P-F007,バター,食品,17,213,112,0,3
2023/12/06,P-F007,バター,食品,13,200,112,0,3
2023/12/07,P-F007,バター,食品,34,166,112,0,3
2023/12/08,P-F007,バター,食品,44,122,112,0,3
2023/12/09,P-F007,バター,食品,37,435,112,350,3
2023/12/10,P-F007,バター,食品,27,408,112,0,3
2023/12/11,P-F007,バター,食品,22,386,112,0,3
2023/12/12,P-F007,バター,食品,21,365,112,0,3
2023/12/13,P-F007,バター,食品,24,341,112,0,3
2023/12/14,P-F007,バター,食品,21,320,112,0,3
2023/12/15,P-F007,バター,食品,35,285,112,0,3
2023/12/16,P-F007,バター,食品,42,243,112,0,3
2023/12/17,P-F007,バター,食品,30,213,112,0,3
2023/12/18,P-F007,バター,食品,27,186,112,0,3
2023/12/19,P-F007,バター,食品,33,153,112,0,3
2023/12/20,P-F007,バター,食品,26,127,112,0,3
2023/12/21,P-F007,バター,食品,25,452,112,350,3
2023/12/22,P-F007,バター,食品,31,421,112,0,3
2023/12/23,P-F007,バター,食品,43,378,112,0,3
2023/12/24,P-F007,バター,食品,29,349,112,0,3
2023/12/25,P-F007,バター,食品,25,324,112,0,3
2023/12/26,P-F007,バター,食品,21,303,112,0,3
2023/12/27,P-F007,バター,食品,34,269,112,0,3
2023/12/28,P-F007,バター,食品,26,243,112,0,3
2023/12/29,P-F007,バター,食品,40,203,112,0,3
2023/12/30,P-F007,バター,食品,35,168,112,0,3
2023/12/31,P-F007,バター,食品,40,128,112,0,3
2023/10/01,P-F008,食パン,食品,30,251,112,0,3
2023/10/02,P-F008,食パン,食品,23,228,112,0,3
2023/10/03,P-F008,食パン,食品,27,201,112,0,3
2023/10/04,P-F008,食パン,食品,22,179,112,0,3
2023/10/05,P-F008,食パン,食品,16,163,112,0,3
2023/10/06,P-F008,食パン,食品,29,134,112,0,3
2023/10/07,P-F008,食パン,食品,32,452,112,350,3
2023/10/08,P-F008,食パン,食品,33,419,112,0,3
2023/10/09,P-F008,食パン,食品,21,398,112,0,3
2023/10/10,P-F008,食パン,食品,12,386,112,0,3
2023/10/11,P-F008,食パン,食品,15,371,112,0,3
2023/10/12,P-F008,食パン,食品,27,344,112,0,3
2023/10/13,P-F008,食パン,食品,27,317,112,0,3
2023/10/14,P-F008,食パン,食品,24,293,112,0,3
2023/10/15,P-F008,食パン,食品,38,255,112,0,3
2023/10/16,P-F008,食パン,食品,23,232,112,0,3
2023/10/17,P-F008,食パン,食品,17,215,112,0,3
2023/10/18,P-F008,食パン,食品,16,199,112,0,3
2023/10/19,P-F008,食パン,食品,28,171,112,0,3
2023/10/20,P-F008,食パン,食品,31,140,112,0,3
2023/10/21,P-F008,食パン,食品,49,441,112,350,3
2023/10/22,P-F008,食パン,食品,36,405,112,0,3
2023/10/23,P-F008,食パン,食品,24,381,112,0,3
2023/10/24,P-F008,食パン,食品,20,361,112,0,3
2023/10/25,P-F008,食パン,食品,27,334,112,0,3
2023/10/26,P-F008,食パン,食品,27,307,112,0,3
2023/10/27,P-F008,食パン,食品,35,272,112,0,3
2023/10/28,P-F008,食パン,食品,34,238,112,0,3
2023/10/29,P-F008,食パン,食品,32,206,112,0,3
2023/10/30,P-F008,食パン,食品,19,187,112,0,3
2023/10/31,P-F008,食パン,食品,24,163,112,0,3
2023/11/01,P-F008,食パン,食品,30,133,112,0,3
2023/11/02,P-F008,食パン,食品,22,461,112,350,3
2023/11/03,P-F008,食パン,食品,27,434,112,0,3
2023/11/04,P-F008,食パン,食品,38,396,112,0,3
2023/11/05,P-F008,食パン,食品,33,363,112,0,3
2023/11/06,P-F008,食パン,食品,26,337,112,0,3
2023/11/07,P-F008,食パン,食品,9,328,112,0,3
2023/11/08,P-F008,食パン,食品,19,309,112,0,3
2023/11/09,P-F008,食パン,食品,20,289,112,0,3
2023/11/10,P-F008,食パン,食品,17,272,112,0,3
2023/11/11,P-F008,食パン,食品,31,241,112,0,3
2023/11/12,P-F008,食パン,食品,29,212,112,0,3
2023/11/13,P-F008,食パン,食品,20,192,112,0,3
2023/11/14,P-F008,食パン,食品,26,166,112,0,3
2023/11/15,P-F008,食パン,食品,21,145,112,0,3
2023/11/16,P-F008,食パン,食品,19,126,112,0,3
2023/11/17,P-F008,食パン,食品,28,448,112,350,3
2023/11/18,P-F008,食パン,食品,41,407,112,0,3
2023/11/19,P-F008,食パン,食品,29,378,112,0,3
2023/11/20,P-F008,食パン,食品,17,361,112,0,3
2023/11/21,P-F008,食パン,食品,23,338,112,0,3
2023/11/22,P-F008,食パン,食品,22,316,112,0,3
2023/11/23,P-F008,食パン,食品,27,289,112,0,3
2023/11/24,P-F008,食パン,食品,29,260,112,0,3
2023/11/25,P-F008,食パン,食品,39,221,112,0,3
2023/11/26,P-F008,食パン,食品,28,193,112,0,3
2023/11/27,P-F008,食パン,食品,21,172,112,0,3
2023/11/28,P-F008,食パン,食品,19,153,112,0,3
2023/11/29,P-F008,食パン,食品,16,137,112,0,3
2023/11/30,P-F008,食パン,食品,16,121,112,0,3
2023/12/01,P-F008,食パン,食品,32,439,112,350,3
2023/12/02,P-F008,食パン,食品,34,405,112,0,3
2023/12/03,P-F008,食パン,食品,28,377,112,0,3
2023/12/04,P-F008,食パン,食品,21,356,112,0,3
2023/12/05,P-F008,食パン,食品,26,330,112,0,3
2023/12/06,P-F008,食パン,食品,11,319,112,0,3
2023/12/07,P-F008,食パン,食品,16,303,112,0,3
2023/12/08,P-F008,食パン,食品,24,279,112,0,3
2023/12/09,P-F008,食パン,食品,43,236,112,0,3
2023/12/10,P-F008,食パン,食品,35,201,112,0,3
2023/12/11,P-F008,食パン,食品,25,176,112,0,3
2023/12/12,P-F008,食パン,食品,14,162,112,0,3
2023/12/13,P-F008,食パン,食品,17,145,112,0,3
2023/12/14,P-F008,食パン,食品,26,119,112,0,3
2023/12/15,P-F008,食パン,食品,29,440,112,350,3
2023/12/16,P-F008,食パン,食品,38,402,112,0,3
2023/12/17,P-F008,食パン,食品,32,370,112,0,3
2023/12/18,P-F008,食パン,食品,22,348,112,0,3
2023/12/19,P-F008,食パン,食品,21,327,112,0,3
2023/12/20,P-F008,食パン,食品,26,301,112,0,3
2023/12/21,P-F008,食パン,食品,27,274,112,0,3
2023/12/22,P-F008,食パン,食品,20,254,112,0,3
2023/12/23,P-F008,食パン,食品,24,230,112,0,3
2023/12/24,P-F008,食パン,食品,38,192,112,0,3
2023/12/25,P-F008,食パン,食品,27,165,112,0,3
2023/12/26,P-F008,食パン,食品,15,150,112,0,3
2023/12/27,P-F008,食パン,食品,13,137,112,0,3
2023/12/28,P-F008,食パン,食品,24,113,112,0,3
2023/12/29,P-F008,食パン,食品,33,430,112,350,3
2023/12/30,P-F008,食パン,食品,44,386,112,0,3
2023/12/31,P-F008,食パン,食品,35,351,112,0,3
2023/10/01,P-F009,ジャム,食品,35,264,112,0,3
2023/10/02,P-F009,ジャム,食品,21,243,112,0,3
2023/10/03,P-F009,ジャム,食品,16,227,112,0,3
2023/10/04,P-F009,ジャム,食品,34,193,112,0,3
2023/10/05,P-F009,ジャム,食品,33,160,112,0,3
2023/10/06,P-F009,ジャム,食品,35,125,112,0,3
2023/10/07,P-F009,ジャム,食品,33,442,112,350,3
2023/10/08,P-F009,ジャム,食品,39,403,112,0,3
2023/10/09,P-F009,ジャム,食品,25,378,112,0,3
2023/10/10,P-F009,ジャム,食品,23,355,112,0,3
2023/10/11,P-F009,ジャム,食品,30,325,112,0,3
2023/10/12,P-F009,ジャム,食品,28,297,112,0,3
2023/10/13,P-F009,ジャム,食品,33,264,112,0,3
2023/10/14,P-F009,ジャム,食品,41,223,112,0,3
2023/10/15,P-F009,ジャム,食品,37,186,112,0,3
2023/10/16,P-F009,ジャム,食品,13,173,112,0,3
2023/10/17,P-F009,ジャム,食品,21,152,112,0,3
2023/10/18,P-F009,ジャム,食品,21,131,112,0,3
2023/10/19,P-F009,ジャム,食品,18,113,112,0,3
2023/10/20,P-F009,ジャム,食品,38,425,112,350,3
2023/10/21,P-F009,ジャム,食品,46,379,112,0,3
2023/10/22,P-F009,ジャム,食品,42,337,112,0,3
2023/10/23,P-F009,ジャム,食品,24,313,112,0,3
2023/10/24,P-F009,ジャム,食品,28,285,112,0,3
2023/10/25,P-F009,ジャム,食品,24,261,112,0,3
2023/10/26,P-F009,ジャム,食品,26,235,112,0,3
2023/10/27,P-F009,ジャム,食品,25,210,112,0,3
2023/10/28,P-F009,ジャム,食品,40,170,112,0,3
2023/10/29,P-F009,ジャム,食品,36,134,112,0,3
2023/10/30,P-F009,ジャム,食品,16,118,112,0,3
2023/10/31,P-F009,ジャム,食品,21,447,112,350,3
2023/11/01,P-F009,ジャム,食品,23,424,112,0,3
2023/11/02,P-F009,ジャム,食品,34,390,112,0,3
2023/11/03,P-F009,ジャム,食品,35,355,112,0,3
2023/11/04,P-F009,ジャム,食品,38,317,112,0,3
2023/11/05,P-F009,ジャム,食品,37,280,112,0,3
2023/11/06,P-F009,ジャム,食品,23,257,112,0,3
2023/11/07,P-F009,ジャム,食品,20,237,112,0,3
2023/11/08,P-F009,ジャム,食品,18,219,112,0,3
2023/11/09,P-F009,ジャム,食品,24,195,112,0,3
2023/11/10,P-F009,ジャム,食品,27,168,112,0,3
2023/11/11,P-F009,ジャム,食品,32,136,112,0,3
2023/11/12,P-F009,ジャム,食品,38,448,112,350,3
2023/11/13,P-F009,ジャム,食品,25,423,112,0,3
2023/11/14,P-F009,ジャム,食品,12,411,112,0,3
2023/11/15,P-F009,ジャム,食品,23,388,112,0,3
2023/11/16,P-F009,ジャム,食品,30,358,112,0,3
2023/11/17,P-F009,ジャム,食品,36,322,112,0,3
2023/11/18,P-F009,ジャム,食品,43,279,112,0,3
2023/11/19,P-F009,ジャム,食品,36,243,112,0,3
2023/11/20,P-F009,ジャム,食品,19,224,112,0,3
2023/11/21,P-F009,ジャム,食品,16,208,112,0,3
2023/11/22,P-F009,ジャム,食品,26,182,112,0,3
2023/11/23,P-F009,ジャム,食品,27,155,112,0,3
2023/11/24,P-F009,ジャム,食品,37,118,112,0,3
2023/11/25,P-F009,ジャム,食品,44,424,112,350,3
2023/11/26,P-F009,ジャム,食品,35,389,112,0,3
2023/11/27,P-F009,ジャム,食品,17,372,112,0,3
2023/11/28,P-F009,ジャム,食品,20,352,112,0,3
2023/11/29,P-F009,ジャム,食品,25,327,112,0,3
2023/11/30,P-F009,ジャム,食品,25,302,112,0,3
2023/12/01,P-F009,ジャム,食品,28,274,112,0,3
2023/12/02,P-F009,ジャム,食品,40,234,112,0,3
2023/12/03,P-F009,ジャム,食品,34,200,112,0,3
2023/12/04,P-F009,ジャム,食品,20,180,112,0,3
2023/12/05,P-F009,ジャム,食品,23,157,112,0,3
2023/12/06,P-F009,ジャム,食品,22,135,112,0,3
2023/12/07,P-F009,ジャム,食品,27,458,112,350,3
2023/12/08,P-F009,ジャム,食品,32,426,112,0,3
2023/12/09,P-F009,ジャム,食品,33,393,112,0,3
2023/12/10,P-F009,ジャム,食品,34,359,112,0,3
2023/12/11,P-F009,ジャム,食品,30,329,112,0,3
2023/12/12,P-F009,ジャム,食品,16,313,112,0,3
2023/12/13,P-F009,ジャム,食品,14,299,112,0,3
2023/12/14,P-F009,ジャム,食品,17,282,112,0,3
2023/12/15,P-F009,ジャム,食品,31,251,112,0,3
2023/12/16,P-F009,ジャム,食品,39,212,112,0,3
2023/12/17,P-F009,ジャム,食品,36,176,112,0,3
2023/12/18,P-F009,ジャム,食品,29,147,112,0,3
2023/12/19,P-F009,ジャム,食品,9,138,112,0,3
2023/12/20,P-F009,ジャム,食品,27,461,112,350,3
2023/12/21,P-F009,ジャム,食品,34,427,112,0,3
2023/12/22,P-F009,ジャム,食品,26,401,112,0,3
2023/12/23,P-F009,ジャム,食品,37,364,112,0,3
2023/12/24,P-F009,ジャム,食品,33,331,112,0,3
2023/12/25,P-F009,ジャム,食品,19,312,112,0,3
2023/12/26,P-F009,ジャム,食品,20,292,112,0,3
2023/12/27,P-F009,ジャム,食品,32,260,112,0,3
2023/12/28,P-F009,ジャム,食品,35,225,112,0,3
2023/12/29,P-F009,ジャム,食品,30,195,112,0,3
2023/12/30,P-F009,ジャム,食品,49,146,112,0,3
2023/12/31,P-F009,ジャム,食品,37,459,112,350,3
2023/10/01,P-F010,缶詰セット,食品,34,258,112,0,3
2023/10/02,P-F010,缶詰セット,食品,23,235,112,0,3
2023/10/03,P-F010,缶詰セット,食品,23,212,112,0,3
2023/10/04,P-F010,缶詰セット,食品,39,173,112,0,3
2023/10/05,P-F010,缶詰セット,食品,29,144,112,0,3
2023/10/06,P-F010,缶詰セット,食品,26,118,112,0,3
2023/10/07,P-F010,缶詰セット,食品,42,426,112,350,3
2023/10/08,P-F010,缶詰セット,食品,33,393,112,0,3
2023/10/09,P-F010,缶詰セット,食品,20,373,112,0,3
2023/10/10,P-F010,缶詰セット,食品,25,348,112,0,3
2023/10/11,P-F010,缶詰セット,食品,24,324,112,0,3
2023/10/12,P-F010,缶詰セット,食品,26,298,112,0,3
2023/10/13,P-F010,缶詰セット,食品,30,268,112,0,3
2023/10/14,P-F010,缶詰セット,食品,39,229,112,0,3
2023/10/15,P-F010,缶詰セット,食品,37,192,112,0,3
2023/10/16,P-F010,缶詰セット,食品,13,179,112,0,3
2023/10/17,P-F010,缶詰セット,食品,24,155,112,0,3
2023/10/18,P-F010,缶詰セット,食品,19,136,112,0,3
2023/10/19,P-F010,缶詰セット,食品,18,118,112,0,3
2023/10/20,P-F010,缶詰セット,食品,30,438,112,350,3
2023/10/21,P-F010,缶詰セット,食品,38,400,112,0,3
2023/10/22,P-F010,缶詰セット,食品,31,369,112,0,3
2023/10/23,P-F010,缶詰セット,食品,26,343,112,0,3
2023/10/24,P-F010,缶詰セット,食品,14,329,112,0,3
2023/10/25,P-F010,缶詰セット,食品,22,307,112,0,3
2023/10/26,P-F010,缶詰セット,食品,22,285,112,0,3
2023/10/27,P-F010,缶詰セット,食品,30,255,112,0,3
2023/10/28,P-F010,缶詰セット,食品,39,216,112,0,3
2023/10/29,P-F010,缶詰セット,食品,30,186,112,0,3
2023/10/30,P-F010,缶詰セット,食品,26,160,112,0,3
2023/10/31,P-F010,缶詰セット,食品,21,139,112,0,3
2023/11/01,P-F010,缶詰セット,食品,14,125,112,0,3
2023/11/02,P-F010,缶詰セット,食品,15,460,112,350,3
2023/11/03,P-F010,缶詰セット,食品,30,430,112,0,3
2023/11/04,P-F010,缶詰セット,食品,37,393,112,0,3
2023/11/05,P-F010,缶詰セット,食品,35,358,112,0,3
2023/11/06,P-F010,缶詰セット,食品,22,336,112,0,3
2023/11/07,P-F010,缶詰セット,食品,22,314,112,0,3
2023/11/08,P-F010,缶詰セット,食品,29,285,112,0,3
2023/11/09,P-F010,缶詰セット,食品,20,265,112,0,3
2023/11/10,P-F010,缶詰セット,食品,24,241,112,0,3
2023/11/11,P-F010,缶詰セット,食品,33,208,112,0,3
2023/11/12,P-F010,缶詰セット,食品,37,171,112,0,3
2023/11/13,P-F010,缶詰セット,食品,29,142,112,0,3
2023/11/14,P-F010,缶詰セット,食品,19,123,112,0,3
2023/11/15,P-F010,缶詰セット,食品,11,112,112,0,3
2023/11/16,P-F010,缶詰セット,食品,17,445,112,350,3
2023/11/17,P-F010,缶詰セット,食品,26,419,112,0,3
2023/11/18,P-F010,缶詰セット,食品,35,384,112,0,3
2023/11/19,P-F010,缶詰セット,食品,34,350,112,0,3
2023/11/20,P-F010,缶詰セット,食品,23,327,112,0,3
2023/11/21,P-F010,缶詰セット,食品,20,307,112,0,3
