Date,ProductID,ProductName,Category,SalesQty,StockQty,ReorderPoint,OrderQty,LeadTimeDays
2023/10/24,P-D005,スポーツドリンク,飲料,37,481,180,0,3
2023/10/25,P-D005,スポーツドリンク,飲料,53,428,180,0,3
2023/10/26,P-D005,スポーツドリンク,飲料,43,385,180,0,3
2023/10/27,P-D005,スポーツドリンク,飲料,53,332,180,0,3
2023/10/28,P-D005,スポーツドリンク,飲料,81,251,180,0,3
2023/10/29,P-D005,スポーツドリンク,飲料,54,197,180,0,3
2023/10/30,P-D005,スポーツドリンク,飲料,29,728,180,560,3
2023/10/31,P-D005,スポーツドリンク,飲料,37,691,180,0,3
2023/11/01,P-D005,スポーツドリンク,飲料,41,650,180,0,3
2023/11/02,P-D005,スポーツドリンク,飲料,35,615,180,0,3
2023/11/03,P-D005,スポーツドリンク,飲料,39,576,180,0,3
2023/11/04,P-D005,スポーツドリンク,飲料,78,498,180,0,3
2023/11/05,P-D005,スポーツドリンク,飲料,58,440,180,0,3
2023/11/06,P-D005,スポーツドリンク,飲料,30,410,180,0,3
2023/11/07,P-D005,スポーツドリンク,飲料,41,369,180,0,3
2023/11/08,P-D005,スポーツドリンク,飲料,37,332,180,0,3
2023/11/09,P-D005,スポーツドリンク,飲料,38,294,180,0,3
2023/11/10,P-D005,スポーツドリンク,飲料,52,242,180,0,3
2023/11/11,P-D005,スポーツドリンク,飲料,50,192,180,0,3
2023/11/12,P-D005,スポーツドリンク,飲料,59,693,180,560,3
2023/11/13,P-D005,スポーツドリンク,飲料,51,642,180,0,3
2023/11/14,P-D005,スポーツドリンク,飲料,37,605,180,0,3
2023/11/15,P-D005,スポーツドリンク,飲料,35,570,180,0,3
2023/11/16,P-D005,スポーツドリンク,飲料,36,534,180,0,3
2023/11/17,P-D005,スポーツドリンク,飲料,45,489,180,0,3
2023/11/18,P-D005,スポーツドリンク,飲料,58,431,180,0,3
2023/11/19,P-D005,スポーツドリンク,飲料,53,378,180,0,3
2023/11/20,P-D005,スポーツドリンク,飲料,43,335,180,0,3
2023/11/21,P-D005,スポーツドリンク,飲料,20,315,180,0,3
2023/11/22,P-D005,スポーツドリンク,飲料,45,270,180,0,3
2023/11/23,P-D005,スポーツドリンク,飲料,37,233,180,0,3
2023/11/24,P-D005,スポーツドリンク,飲料,51,182,180,0,3
2023/11/25,P-D005,スポーツドリンク,飲料,51,691,180,560,3
2023/11/26,P-D005,スポーツドリンク,飲料,67,624,180,0,3
2023/11/27,P-D005,スポーツドリンク,飲料,46,578,180,0,3
2023/11/28,P-D005,スポーツドリンク,飲料,41,537,180,0,3
2023/11/29,P-D005,スポーツドリンク,飲料,26,511,180,0,3
2023/11/30,P-D005,スポーツドリンク,飲料,46,465,180,0,3
2023/12/01,P-D005,スポーツドリンク,飲料,51,414,180,0,3
2023/12/02,P-D005,スポーツドリンク,飲料,47,367,180,0,3
2023/12/03,P-D005,スポーツドリンク,飲料,56,311,180,0,3
2023/12/04,P-D005,スポーツドリンク,飲料,39,272,180,0,3
2023/12/05,P-D005,スポーツドリンク,飲料,38,234,180,0,3
2023/12/06,P-D005,スポーツドリンク,飲料,39,195,180,0,3
2023/12/07,P-D005,スポーツドリンク,飲料,42,713,180,560,3
2023/12/08,P-D005,スポーツドリンク,飲料,60,653,180,0,3
2023/12/09,P-D005,スポーツドリンク,飲料,70,583,180,0,3
2023/12/10,P-D005,スポーツドリンク,飲料,33,550,180,0,3
2023/12/11,P-D005,スポーツドリンク,飲料,33,517,180,0,3
2023/12/12,P-D005,スポーツドリンク,飲料,33,484,180,0,3
2023/12/13,P-D005,スポーツドリンク,飲料,24,460,180,0,3
2023/12/14,P-D005,スポーツドリンク,飲料,41,419,180,0,3
2023/12/15,P-D005,スポーツドリンク,飲料,58,361,180,0,3
2023/12/16,P-D005,スポーツドリンク,飲料,51,310,180,0,3
2023/12/17,P-D005,スポーツドリンク,飲料,59,251,180,0,3
2023/12/18,P-D005,スポーツドリンク,飲料,29,222,180,0,3
2023/12/19,P-D005,スポーツドリンク,飲料,28,194,180,0,3
2023/12/20,P-D005,スポーツドリンク,飲料,50,704,180,560,3
2023/12/21,P-D005,スポーツドリンク,飲料,36,668,180,0,3
2023/12/22,P-D005,スポーツドリンク,飲料,52,616,180,0,3
2023/12/23,P-D005,スポーツドリンク,飲料,45,571,180,0,3
2023/12/24,P-D005,スポーツドリンク,飲料,71,500,180,0,3
2023/12/25,P-D005,スポーツドリンク,飲料,41,459,180,0,3
2023/12/26,P-D005,スポーツドリンク,飲料,32,427,180,0,3
2023/12/27,P-D005,スポーツドリンク,飲料,43,384,180,0,3
2023/12/28,P-D005,スポーツドリンク,飲料,29,355,180,0,3
2023/12/29,P-D005,スポーツドリンク,飲料,58,297,180,0,3
2023/12/30,P-D005,スポーツドリンク,飲料,58,239,180,0,3
2023/12/31,P-D005,スポーツドリンク,飲料,55,184,180,0,3
2023/10/01,P-D006,アイスコーヒー,飲料,51,354,180,0,3
2023/10/02,P-D006,アイスコーヒー,飲料,41,313,180,0,3
2023/10/03,P-D006,アイスコーヒー,飲料,36,277,180,0,3
2023/10/04,P-D006,アイスコーヒー,飲料,43,234,180,0,3
2023/10/05,P-D006,アイスコーヒー,飲料,39,195,180,0,3
2023/10/06,P-D006,アイスコーヒー,飲料,51,704,180,560,3
2023/10/07,P-D006,アイスコーヒー,飲料,56,648,180,0,3
2023/10/08,P-D006,アイスコーヒー,飲料,73,575,180,0,3
2023/10/09,P-D006,アイスコーヒー,飲料,23,552,180,0,3
2023/10/10,P-D006,アイスコーヒー,飲料,43,509,180,0,3
2023/10/11,P-D006,アイスコーヒー,飲料,48,461,180,0,3
2023/10/12,P-D006,アイスコーヒー,飲料,32,429,180,0,3
2023/10/13,P-D006,アイスコーヒー,飲料,65,364,180,0,3
2023/10/14,P-D006,アイスコーヒー,飲料,67,297,180,0,3
2023/10/15,P-D006,アイスコーヒー,飲料,63,234,180,0,3
2023/10/16,P-D006,アイスコーヒー,飲料,35,199,180,0,3
2023/10/17,P-D006,アイスコーヒー,飲料,32,727,180,560,3
2023/10/18,P-D006,アイスコーヒー,飲料,36,691,180,0,3
2023/10/19,P-D006,アイスコーヒー,飲料,42,649,180,0,3
2023/10/20,P-D006,アイスコーヒー,飲料,58,591,180,0,3
2023/10/21,P-D006,アイスコーヒー,飲料,60,531,180,0,3
2023/10/22,P-D006,アイスコーヒー,飲料,48,483,180,0,3
2023/10/23,P-D006,アイスコーヒー,飲料,42,441,180,0,3
2023/10/24,P-D006,アイスコーヒー,飲料,41,400,180,0,3
2023/10/25,P-D006,アイスコーヒー,飲料,42,358,180,0,3
2023/10/26,P-D006,アイスコーヒー,飲料,45,313,180,0,3
2023/10/27,P-D006,アイスコーヒー,飲料,45,268,180,0,3
2023/10/28,P-D006,アイスコーヒー,飲料,51,217,180,0,3
2023/10/29,P-D006,アイスコーヒー,飲料,48,729,180,560,3
2023/10/30,P-D006,アイスコーヒー,飲料,22,707,180,0,3
2023/10/31,P-D006,アイスコーヒー,飲料,35,672,180,0,3
2023/11/01,P-D006,アイスコーヒー,飲料,36,636,180,0,3
2023/11/02,P-D006,アイスコーヒー,飲料,35,601,180,0,3
2023/11/03,P-D006,アイスコーヒー,飲料,23,578,180,0,3
2023/11/04,P-D006,アイスコーヒー,飲料,49,529,180,0,3
2023/11/05,P-D006,アイスコーヒー,飲料,64,465,180,0,3
2023/11/06,P-D006,アイスコーヒー,飲料,30,435,180,0,3
2023/11/07,P-D006,アイスコーヒー,飲料,36,399,180,0,3
2023/11/08,P-D006,アイスコーヒー,飲料,26,373,180,0,3
2023/11/09,P-D006,アイスコーヒー,飲料,50,323,180,0,3
2023/11/10,P-D006,アイスコーヒー,飲料,46,277,180,0,3
2023/11/11,P-D006,アイスコーヒー,飲料,61,216,180,0,3
2023/11/12,P-D006,アイスコーヒー,飲料,73,703,180,560,3
2023/11/13,P-D006,アイスコーヒー,飲料,47,656,180,0,3
2023/11/14,P-D006,アイスコーヒー,飲料,30,626,180,0,3
2023/11/15,P-D006,アイスコーヒー,飲料,32,594,180,0,3
2023/11/16,P-D006,アイスコーヒー,飲料,36,558,180,0,3
2023/11/17,P-D006,アイスコーヒー,飲料,51,507,180,0,3
2023/11/18,P-D006,アイスコーヒー,飲料,57,450,180,0,3
2023/11/19,P-D006,アイスコーヒー,飲料,51,399,180,0,3
2023/11/20,P-D006,アイスコーヒー,飲料,46,353,180,0,3
2023/11/21,P-D006,アイスコーヒー,飲料,32,321,180,0,3
2023/11/22,P-D006,アイスコーヒー,飲料,55,266,180,0,3
2023/11/23,P-D006,アイスコーヒー,飲料,39,227,180,0,3
2023/11/24,P-D006,アイスコーヒー,飲料,61,726,180,560,3
2023/11/25,P-D006,アイスコーヒー,飲料,61,665,180,0,3
2023/11/26,P-D006,アイスコーヒー,飲料,62,603,180,0,3
2023/11/27,P-D006,アイスコーヒー,飲料,29,574,180,0,3
2023/11/28,P-D006,アイスコーヒー,飲料,26,548,180,0,3
2023/11/29,P-D006,アイスコーヒー,飲料,40,508,180,0,3
2023/11/30,P-D006,アイスコーヒー,飲料,46,462,180,0,3
2023/12/01,P-D006,アイスコーヒー,飲料,47,415,180,0,3
2023/12/02,P-D006,アイスコーヒー,飲料,48,367,180,0,3
2023/12/03,P-D006,アイスコーヒー,飲料,43,324,180,0,3
2023/12/04,P-D006,アイスコーヒー,飲料,23,301,180,0,3
2023/12/05,P-D006,アイスコーヒー,飲料,18,283,180,0,3
2023/12/06,P-D006,アイスコーヒー,飲料,37,246,180,0,3
2023/12/07,P-D006,アイスコーヒー,飲料,47,199,180,0,3
2023/12/08,P-D006,アイスコーヒー,飲料,46,713,180,560,3
2023/12/09,P-D006,アイスコーヒー,飲料,40,673,180,0,3
2023/12/10,P-D006,アイスコーヒー,飲料,52,621,180,0,3
2023/12/11,P-D006,アイスコーヒー,飲料,33,588,180,0,3
2023/12/12,P-D006,アイスコーヒー,飲料,49,539,180,0,3
2023/12/13,P-D006,アイスコーヒー,飲料,25,514,180,0,3
2023/12/14,P-D006,アイスコーヒー,飲料,35,479,180,0,3
2023/12/15,P-D006,アイスコーヒー,飲料,60,419,180,0,3
2023/12/16,P-D006,アイスコーヒー,飲料,61,358,180,0,3
2023/12/17,P-D006,アイスコーヒー,飲料,58,300,180,0,3
2023/12/18,P-D006,アイスコーヒー,飲料,35,265,180,0,3
2023/12/19,P-D006,アイスコーヒー,飲料,35,230,180,0,3
2023/12/20,P-D006,アイスコーヒー,飲料,42,188,180,0,3
2023/12/21,P-D006,アイスコーヒー,飲料,32,716,180,560,3
2023/12/22,P-D006,アイスコーヒー,飲料,53,663,180,0,3
2023/12/23,P-D006,アイスコーヒー,飲料,46,617,180,0,3
2023/12/24,P-D006,アイスコーヒー,飲料,56,561,180,0,3
2023/12/25,P-D006,アイスコーヒー,飲料,36,525,180,0,3
2023/12/26,P-D006,アイスコーヒー,飲料,27,498,180,0,3
2023/12/27,P-D006,アイスコーヒー,飲料,36,462,180,0,3
2023/12/28,P-D006,アイスコーヒー,飲料,33,429,180,0,3
2023/12/29,P-D006,アイスコーヒー,飲料,37,392,180,0,3
2023/12/30,P-D006,アイスコーヒー,飲料,54,338,180,0,3
2023/12/31,P-D006,アイスコーヒー,飲料,44,294,180,0,3
2023/10/01,P-D007,緑茶 500ml,飲料,61,368,180,0,3
2023/10/02,P-D007,緑茶 500ml,飲料,26,342,180,0,3
2023/10/03,P-D007,緑茶 500ml,飲料,29,313,180,0,3
2023/10/04,P-D007,緑茶 500ml,飲料,33,280,180,0,3
2023/10/05,P-D007,緑茶 500ml,飲料,50,230,180,0,3
2023/10/06,P-D007,緑茶 500ml,飲料,50,180,180,0,3
2023/10/07,P-D007,緑茶 500ml,飲料,58,682,180,560,3
2023/10/08,P-D007,緑茶 500ml,飲料,60,622,180,0,3
2023/10/09,P-D007,緑茶 500ml,飲料,19,603,180,0,3
2023/10/10,P-D007,緑茶 500ml,飲料,33,570,180,0,3
2023/10/11,P-D007,緑茶 500ml,飲料,54,516,180,0,3
2023/10/12,P-D007,緑茶 500ml,飲料,41,475,180,0,3
2023/10/13,P-D007,緑茶 500ml,飲料,48,427,180,0,3
2023/10/14,P-D007,緑茶 500ml,飲料,64,363,180,0,3
2023/10/15,P-D007,緑茶 500ml,飲料,63,300,180,0,3
2023/10/16,P-D007,緑茶 500ml,飲料,20,280,180,0,3
2023/10/17,P-D007,緑茶 500ml,飲料,20,260,180,0,3
2023/10/18,P-D007,緑茶 500ml,飲料,40,220,180,0,3
2023/10/19,P-D007,緑茶 500ml,飲料,34,186,180,0,3
2023/10/20,P-D007,緑茶 500ml,飲料,59,687,180,560,3
2023/10/21,P-D007,緑茶 500ml,飲料,58,629,180,0,3
2023/10/22,P-D007,緑茶 500ml,飲料,41,588,180,0,3
2023/10/23,P-D007,緑茶 500ml,飲料,26,562,180,0,3
2023/10/24,P-D007,緑茶 500ml,飲料,12,550,180,0,3
2023/10/25,P-D007,緑茶 500ml,飲料,36,514,180,0,3
2023/10/26,P-D007,緑茶 500ml,飲料,39,475,180,0,3
2023/10/27,P-D007,緑茶 500ml,飲料,45,430,180,0,3
2023/10/28,P-D007,緑茶 500ml,飲料,69,361,180,0,3
2023/10/29,P-D007,緑茶 500ml,飲料,66,295,180,0,3
2023/10/30,P-D007,緑茶 500ml,飲料,35,260,180,0,3
2023/10/31,P-D007,緑茶 500ml,飲料,17,243,180,0,3
2023/11/01,P-D007,緑茶 500ml,飲料,43,200,180,0,3
2023/11/02,P-D007,緑茶 500ml,飲料,45,715,180,560,3
2023/11/03,P-D007,緑茶 500ml,飲料,51,664,180,0,3
2023/11/04,P-D007,緑茶 500ml,飲料,69,595,180,0,3
2023/11/05,P-D007,緑茶 500ml,飲料,48,547,180,0,3
2023/11/06,P-D007,緑茶 500ml,飲料,53,494,180,0,3
2023/11/07,P-D007,緑茶 500ml,飲料,27,467,180,0,3
2023/11/08,P-D007,緑茶 500ml,飲料,45,422,180,0,3
2023/11/09,P-D007,緑茶 500ml,飲料,27,395,180,0,3
2023/11/10,P-D007,緑茶 500ml,飲料,41,354,180,0,3
2023/11/11,P-D007,緑茶 500ml,飲料,73,281,180,0,3
2023/11/12,P-D007,緑茶 500ml,飲料,55,226,180,0,3
2023/11/13,P-D007,緑茶 500ml,飲料,43,183,180,0,3
2023/11/14,P-D007,緑茶 500ml,飲料,36,707,180,560,3
2023/11/15,P-D007,緑茶 500ml,飲料,38,669,180,0,3
2023/11/16,P-D007,緑茶 500ml,飲料,52,617,180,0,3
2023/11/17,P-D007,緑茶 500ml,飲料,47,570,180,0,3
2023/11/18,P-D007,緑茶 500ml,飲料,47,523,180,0,3
2023/11/19,P-D007,緑茶 500ml,飲料,51,472,180,0,3
2023/11/20,P-D007,緑茶 500ml,飲料,41,431,180,0,3
2023/11/21,P-D007,緑茶 500ml,飲料,38,393,180,0,3
2023/11/22,P-D007,緑茶 500ml,飲料,26,367,180,0,3
2023/11/23,P-D007,緑茶 500ml,飲料,35,332,180,0,3
2023/11/24,P-D007,緑茶 500ml,飲料,45,287,180,0,3
2023/11/25,P-D007,緑茶 500ml,飲料,59,228,180,0,3
2023/11/26,P-D007,緑茶 500ml,飲料,47,181,180,0,3
2023/11/27,P-D007,緑茶 500ml,飲料,32,709,180,560,3
2023/11/28,P-D007,緑茶 500ml,飲料,29,680,180,0,3
2023/11/29,P-D007,緑茶 500ml,飲料,45,635,180,0,3
2023/11/30,P-D007,緑茶 500ml,飲料,48,587,180,0,3
2023/12/01,P-D007,緑茶 500ml,飲料,48,539,180,0,3
2023/12/02,P-D007,緑茶 500ml,飲料,59,480,180,0,3
2023/12/03,P-D007,緑茶 500ml,飲料,59,421,180,0,3
2023/12/04,P-D007,緑茶 500ml,飲料,31,390,180,0,3
2023/12/05,P-D007,緑茶 500ml,飲料,26,364,180,0,3
2023/12/06,P-D007,緑茶 500ml,飲料,32,332,180,0,3
2023/12/07,P-D007,緑茶 500ml,飲料,36,296,180,0,3
2023/12/08,P-D007,緑茶 500ml,飲料,41,255,180,0,3
2023/12/09,P-D007,緑茶 500ml,飲料,64,191,180,0,3
2023/12/10,P-D007,緑茶 500ml,飲料,64,687,180,560,3
2023/12/11,P-D007,緑茶 500ml,飲料,25,662,180,0,3
2023/12/12,P-D007,緑茶 500ml,飲料,35,627,180,0,3
2023/12/13,P-D007,緑茶 500ml,飲料,38,589,180,0,3
2023/12/14,P-D007,緑茶 500ml,飲料,44,545,180,0,3
2023/12/15,P-D007,緑茶 500ml,飲料,50,495,180,0,3
2023/12/16,P-D007,緑茶 500ml,飲料,51,444,180,0,3
2023/12/17,P-D007,緑茶 500ml,飲料,49,395,180,0,3
2023/12/18,P-D007,緑茶 500ml,飲料,38,357,180,0,3
2023/12/19,P-D007,緑茶 500ml,飲料,44,313,180,0,3
2023/12/20,P-D007,緑茶 500ml,飲料,22,291,180,0,3
2023/12/21,P-D007,緑茶 500ml,飲料,45,246,180,0,3
2023/12/22,P-D007,緑茶 500ml,飲料,60,186,180,0,3
2023/12/23,P-D007,緑茶 500ml,飲料,62,684,180,560,3
2023/12/24,P-D007,緑茶 500ml,飲料,63,621,180,0,3
2023/12/25,P-D007,緑茶 500ml,飲料,32,589,180,0,3
2023/12/26,P-D007,緑茶 500ml,飲料,35,554,180,0,3
2023/12/27,P-D007,緑茶 500ml,飲料,27,527,180,0,3
2023/12/28,P-D007,緑茶 500ml,飲料,23,504,180,0,3
2023/12/29,P-D007,緑茶 500ml,飲料,58,446,180,0,3
2023/12/30,P-D007,緑茶 500ml,飲料,56,390,180,0,3
2023/12/31,P-D007,緑茶 500ml,飲料,56,334,180,0,3
2023/10/01,P-D008,牛乳 1L,飲料,44,393,180,0,3
2023/10/02,P-D008,牛乳 1L,飲料,34,359,180,0,3
2023/10/03,P-D008,牛乳 1L,飲料,28,331,180,0,3
2023/10/04,P-D008,牛乳 1L,飲料,41,290,180,0,3
2023/10/05,P-D008,牛乳 1L,飲料,43,247,180,0,3
2023/10/06,P-D008,牛乳 1L,飲料,50,197,180,0,3
2023/10/07,P-D008,牛乳 1L,飲料,61,696,180,560,3
2023/10/08,P-D008,牛乳 1L,飲料,68,628,180,0,3
2023/10/09,P-D008,牛乳 1L,飲料,27,601,180,0,3
2023/10/10,P-D008,牛乳 1L,飲料,33,568,180,0,3
2023/10/11,P-D008,牛乳 1L,飲料,47,521,180,0,3
2023/10/12,P-D008,牛乳 1L,飲料,50,471,180,0,3
2023/10/13,P-D008,牛乳 1L,飲料,36,435,180,0,3
2023/10/14,P-D008,牛乳 1L,飲料,57,378,180,0,3
2023/10/15,P-D008,牛乳 1L,飲料,67,311,180,0,3
2023/10/16,P-D008,牛乳 1L,飲料,40,271,180,0,3
2023/10/17,P-D008,牛乳 1L,飲料,35,236,180,0,3
2023/10/18,P-D008,牛乳 1L,飲料,36,200,180,0,3
2023/10/19,P-D008,牛乳 1L,飲料,37,723,180,560,3
2023/10/20,P-D008,牛乳 1L,飲料,50,673,180,0,3
2023/10/21,P-D008,牛乳 1L,飲料,58,615,180,0,3
2023/10/22,P-D008,牛乳 1L,飲料,55,560,180,0,3
2023/10/23,P-D008,牛乳 1L,飲料,36,524,180,0,3
2023/10/24,P-D008,牛乳 1L,飲料,28,496,180,0,3
2023/10/25,P-D008,牛乳 1L,飲料,42,454,180,0,3
2023/10/26,P-D008,牛乳 1L,飲料,63,391,180,0,3
2023/10/27,P-D008,牛乳 1L,飲料,34,357,180,0,3
2023/10/28,P-D008,牛乳 1L,飲料,62,295,180,0,3
2023/10/29,P-D008,牛乳 1L,飲料,50,245,180,0,3
2023/10/30,P-D008,牛乳 1L,飲料,40,205,180,0,3
2023/10/31,P-D008,牛乳 1L,飲料,34,731,180,560,3
2023/11/01,P-D008,牛乳 1L,飲料,44,687,180,0,3
2023/11/02,P-D008,牛乳 1L,飲料,49,638,180,0,3
2023/11/03,P-D008,牛乳 1L,飲料,49,589,180,0,3
2023/11/04,P-D008,牛乳 1L,飲料,69,520,180,0,3
2023/11/05,P-D008,牛乳 1L,飲料,37,483,180,0,3
2023/11/06,P-D008,牛乳 1L,飲料,49,434,180,0,3
2023/11/07,P-D008,牛乳 1L,飲料,37,397,180,0,3
2023/11/08,P-D008,牛乳 1L,飲料,46,351,180,0,3
2023/11/09,P-D008,牛乳 1L,飲料,30,321,180,0,3
2023/11/10,P-D008,牛乳 1L,飲料,41,280,180,0,3
2023/11/11,P-D008,牛乳 1L,飲料,61,219,180,0,3
2023/11/12,P-D008,牛乳 1L,飲料,56,723,180,560,3
2023/11/13,P-D008,牛乳 1L,飲料,38,685,180,0,3
2023/11/14,P-D008,牛乳 1L,飲料,43,642,180,0,3
2023/11/15,P-D008,牛乳 1L,飲料,24,618,180,0,3
2023/11/16,P-D008,牛乳 1L,飲料,48,570,180,0,3
2023/11/17,P-D008,牛乳 1L,飲料,48,522,180,0,3
2023/11/18,P-D008,牛乳 1L,飲料,59,463,180,0,3
2023/11/19,P-D008,牛乳 1L,飲料,44,419,180,0,3
2023/11/20,P-D008,牛乳 1L,飲料,40,379,180,0,3
2023/11/21,P-D008,牛乳 1L,飲料,15,364,180,0,3
2023/11/22,P-D008,牛乳 1L,飲料,43,321,180,0,3
2023/11/23,P-D008,牛乳 1L,飲料,28,293,180,0,3
2023/11/24,P-D008,牛乳 1L,飲料,49,244,180,0,3
2023/11/25,P-D008,牛乳 1L,飲料,59,185,180,0,3
2023/11/26,P-D008,牛乳 1L,飲料,66,679,180,560,3
2023/11/27,P-D008,牛乳 1L,飲料,35,644,180,0,3
2023/11/28,P-D008,牛乳 1L,飲料,28,616,180,0,3
2023/11/29,P-D008,牛乳 1L,飲料,34,582,180,0,3
2023/11/30,P-D008,牛乳 1L,飲料,50,532,180,0,3
2023/12/01,P-D008,牛乳 1L,飲料,52,480,180,0,3
2023/12/02,P-D008,牛乳 1L,飲料,57,423,180,0,3
2023/12/03,P-D008,牛乳 1L,飲料,54,369,180,0,3
2023/12/04,P-D008,牛乳 1L,飲料,24,345,180,0,3
2023/12/05,P-D008,牛乳 1L,飲料,37,308,180,0,3
2023/12/06,P-D008,牛乳 1L,飲料,24,284,180,0,3
2023/12/07,P-D008,牛乳 1L,飲料,46,238,180,0,3
2023/12/08,P-D008,牛乳 1L,飲料,49,189,180,0,3
2023/12/09,P-D008,牛乳 1L,飲料,80,669,180,560,3
2023/12/10,P-D008,牛乳 1L,飲料,48,621,180,0,3
2023/12/11,P-D008,牛乳 1L,飲料,35,586,180,0,3
2023/12/12,P-D008,牛乳 1L,飲料,48,538,180,0,3
2023/12/13,P-D008,牛乳 1L,飲料,48,490,180,0,3
2023/12/14,P-D008,牛乳 1L,飲料,35,455,180,0,3
2023/12/15,P-D008,牛乳 1L,飲料,50,405,180,0,3
2023/12/16,P-D008,牛乳 1L,飲料,61,344,180,0,3
2023/12/17,P-D008,牛乳 1L,飲料,59,285,180,0,3
2023/12/18,P-D008,牛乳 1L,飲料,31,254,180,0,3
2023/12/19,P-D008,牛乳 1L,飲料,33,221,180,0,3
2023/12/20,P-D008,牛乳 1L,飲料,25,196,180,0,3
2023/12/21,P-D008,牛乳 1L,飲料,41,715,180,560,3
2023/12/22,P-D008,牛乳 1L,飲料,52,663,180,0,3
2023/12/23,P-D008,牛乳 1L,飲料,59,604,180,0,3
2023/12/24,P-D008,牛乳 1L,飲料,44,560,180,0,3
2023/12/25,P-D008,牛乳 1L,飲料,44,516,180,0,3
2023/12/26,P-D008,牛乳 1L,飲料,37,479,180,0,3
2023/12/27,P-D008,牛乳 1L,飲料,32,447,180,0,3
2023/12/28,P-D008,牛乳 1L,飲料,38,409,180,0,3
2023/12/29,P-D008,牛乳 1L,飲料,37,372,180,0,3
2023/12/30,P-D008,牛乳 1L,飲料,53,319,180,0,3
2023/12/31,P-D008,牛乳 1L,飲料,52,267,180,0,3
2023/10/01,P-D009,豆乳,飲料,61,362,180,0,3
2023/10/02,P-D009,豆乳,飲料,31,331,180,0,3
2023/10/03,P-D009,豆乳,飲料,36,295,180,0,3
2023/10/04,P-D009,豆乳,飲料,36,259,180,0,3
2023/10/05,P-D009,豆乳,飲料,47,212,180,0,3
2023/10/06,P-D009,豆乳,飲料,43,729,180,560,3
2023/10/07,P-D009,豆乳,飲料,47,682,180,0,3
2023/10/08,P-D009,豆乳,飲料,45,637,180,0,3
2023/10/09,P-D009,豆乳,飲料,31,606,180,0,3
2023/10/10,P-D009,豆乳,飲料,24,582,180,0,3
2023/10/11,P-D009,豆乳,飲料,41,541,180,0,3
2023/10/12,P-D009,豆乳,飲料,36,505,180,0,3
2023/10/13,P-D009,豆乳,飲料,67,438,180,0,3
2023/10/14,P-D009,豆乳,飲料,46,392,180,0,3
2023/10/15,P-D009,豆乳,飲料,57,335,180,0,3
2023/10/16,P-D009,豆乳,飲料,27,308,180,0,3
2023/10/17,P-D009,豆乳,飲料,30,278,180,0,3
2023/10/18,P-D009,豆乳,飲料,39,239,180,0,3
2023/10/19,P-D009,豆乳,飲料,21,218,180,0,3
2023/10/20,P-D009,豆乳,飲料,50,728,180,560,3
2023/10/21,P-D009,豆乳,飲料,75,653,180,0,3
2023/10/22,P-D009,豆乳,飲料,52,601,180,0,3
2023/10/23,P-D009,豆乳,飲料,38,563,180,0,3
2023/10/24,P-D009,豆乳,飲料,42,521,180,0,3
2023/10/25,P-D009,豆乳,飲料,36,485,180,0,3
2023/10/26,P-D009,豆乳,飲料,35,450,180,0,3
2023/10/27,P-D009,豆乳,飲料,30,420,180,0,3
2023/10/28,P-D009,豆乳,飲料,65,355,180,0,3
2023/10/29,P-D009,豆乳,飲料,55,300,180,0,3
2023/10/30,P-D009,豆乳,飲料,28,272,180,0,3
2023/10/31,P-D009,豆乳,飲料,35,237,180,0,3
2023/11/01,P-D009,豆乳,飲料,33,204,180,0,3
2023/11/02,P-D009,豆乳,飲料,36,728,180,560,3
2023/11/03,P-D009,豆乳,飲料,53,675,180,0,3
2023/11/04,P-D009,豆乳,飲料,49,626,180,0,3
2023/11/05,P-D009,豆乳,飲料,64,562,180,0,3
2023/11/06,P-D009,豆乳,飲料,25,537,180,0,3
2023/11/07,P-D009,豆乳,飲料,29,508,180,0,3
2023/11/08,P-D009,豆乳,飲料,53,455,180,0,3
2023/11/09,P-D009,豆乳,飲料,49,406,180,0,3
2023/11/10,P-D009,豆乳,飲料,49,357,180,0,3
2023/11/11,P-D009,豆乳,飲料,53,304,180,0,3
2023/11/12,P-D009,豆乳,飲料,52,252,180,0,3
2023/11/13,P-D009,豆乳,飲料,36,216,180,0,3
2023/11/14,P-D009,豆乳,飲料,34,182,180,0,3
2023/11/15,P-D009,豆乳,飲料,37,705,180,560,3
2023/11/16,P-D009,豆乳,飲料,40,665,180,0,3
2023/11/17,P-D009,豆乳,飲料,46,619,180,0,3
2023/11/18,P-D009,豆乳,飲料,49,570,180,0,3
2023/11/19,P-D009,豆乳,飲料,52,518,180,0,3
2023/11/20,P-D009,豆乳,飲料,43,475,180,0,3
2023/11/21,P-D009,豆乳,飲料,23,452,180,0,3
2023/11/22,P-D009,豆乳,飲料,37,415,180,0,3
2023/11/23,P-D009,豆乳,飲料,34,381,180,0,3
2023/11/24,P-D009,豆乳,飲料,49,332,180,0,3
2023/11/25,P-D009,豆乳,飲料,57,275,180,0,3
2023/11/26,P-D009,豆乳,飲料,68,207,180,0,3
2023/11/27,P-D009,豆乳,飲料,40,727,180,560,3
2023/11/28,P-D009,豆乳,飲料,24,703,180,0,3
2023/11/29,P-D009,豆乳,飲料,43,660,180,0,3
2023/11/30,P-D009,豆乳,飲料,34,626,180,0,3
2023/12/01,P-D009,豆乳,飲料,44,582,180,0,3
2023/12/02,P-D009,豆乳,飲料,63,519,180,0,3
