delivery_date,delivery_id,delivery_type,area,vehicle_type,delivery_charge,fuel_cost,driver_cost,other_cost,distance_km,total_cost,gross_profit,profit_margin,cost_per_km,margin_grade,source_file
2024-01-08,DLV-0164,同日配送,東海,4トン,7022,670,5282,1675,67,7627,-605,-0.0861577898034748,113.83582089552239,低利益,delivery_cost_styleB_202401.csv
2024-01-14,DLV-0165,同日配送,東北,4トン,14589,1295,3237,869,79,5401,9188,0.6297895674823497,68.36708860759494,高利益,delivery_cost_styleB_202401.csv
2024-01-10,DLV-0166,翌々日配送,東海,軽バン,3972,786,7639,1846,112,10271,-6299,-1.5858509566968781,91.70535714285714,低利益,delivery_cost_styleB_202401.csv
2024-01-03,DLV-0167,翌日配送,関東,軽バン,13224,2372,4762,1270,117,8404,4820,0.3644888082274652,71.82905982905983,高利益,delivery_cost_styleB_202401.csv
2024-01-15,DLV-0168,翌々日配送,関西,2トン,6105,1528,7649,1721,31,10898,-4793,-0.785094185094185,351.5483870967742,低利益,delivery_cost_styleB_202401.csv
2024-01-02,DLV-0169,翌日配送,関西,4トン,1815,2960,3668,1057,123,7685,-5870,-3.234159779614325,62.479674796747965,低利益,delivery_cost_styleB_202401.csv
2024-01-14,DLV-0170,大型配送,東北,2トン,7785,1318,4765,1549,39,7632,153,0.019653179190751446,195.69230769230768,低利益,delivery_cost_styleB_202401.csv
2024-01-12,DLV-0171,大型配送,関東,2トン,12111,2979,7858,1496,144,12333,-222,-0.01833044339856329,85.64583333333333,低利益,delivery_cost_styleB_202401.csv
2024-01-10,DLV-0172,同日配送,関西,2トン,10819,424,3062,918,87,4404,6415,0.5929383492004806,50.62068965517241,高利益,delivery_cost_styleB_202401.csv
2024-01-07,DLV-0173,翌日配送,東海,2トン,6375,691,3063,1518,120,5272,1103,0.17301960784313725,43.93333333333333,普通,delivery_cost_styleB_202401.csv
2024-01-06,DLV-0174,翌日配送,九州,4トン,12528,1142,7098,1644,181,9884,2644,0.21104725415070244,54.607734806629836,普通,delivery_cost_styleB_202401.csv
2024-01-12,DLV-0175,同日配送,九州,4トン,1693,1986,3153,1441,29,6580,-4887,-2.8865918487891316,226.89655172413794,低利益,delivery_cost_styleB_202401.csv
2024-01-11,DLV-0176,大型配送,東北,2トン,12624,2822,6421,1092,39,10335,2289,0.1813212927756654,265.0,普通,delivery_cost_styleB_202401.csv
2024-01-13,DLV-0177,同日配送,東海,軽バン,14128,2731,6769,1912,102,11412,2716,0.192242355605889,111.88235294117646,普通,delivery_cost_styleB_202401.csv
2024-01-03,DLV-0178,大型配送,関東,軽バン,8138,2612,6280,1573,30,10465,-2327,-0.28594249201277955,348.8333333333333,低利益,delivery_cost_styleB_202401.csv
2024-01-13,DLV-0179,翌々日配送,東海,軽バン,6456,888,3625,1545,172,6058,398,0.06164807930607187,35.22093023255814,低利益,delivery_cost_styleB_202401.csv
2024-01-04,DLV-0180,翌日配送,東海,2トン,12917,2843,4209,983,36,8035,4882,0.3779515367345359,223.19444444444446,高利益,delivery_cost_styleB_202401.csv
2024-01-05,DLV-0181,翌々日配送,関西,軽バン,10869,826,3617,862,170,5305,5564,0.5119146195602171,31.205882352941178,高利益,delivery_cost_styleB_202401.csv
2024-01-16,DLV-0182,大型配送,東北,4トン,8354,2989,7624,1816,172,12429,-4075,-0.48779028010533876,72.26162790697674,低利益,delivery_cost_styleB_202401.csv
2024-01-20,DLV-0183,翌々日配送,東海,軽バン,8205,479,6841,1405,171,8725,-520,-0.06337599024984765,51.0233918128655,低利益,delivery_cost_styleB_202401.csv
2024-01-10,DLV-0184,翌々日配送,東北,軽バン,6766,2278,3607,1135,128,7020,-254,-0.0375406443984629,54.84375,低利益,delivery_cost_styleB_202401.csv
2024-01-15,DLV-0185,同日配送,関東,2トン,14626,1375,3628,1820,33,6823,7803,0.5335019827704088,206.75757575757575,高利益,delivery_cost_styleB_202401.csv
2024-01-20,DLV-0186,大型配送,九州,4トン,10081,368,6684,1670,176,8722,1359,0.13480805475647256,49.55681818181818,普通,delivery_cost_styleB_202401.csv
2024-01-07,DLV-0187,翌々日配送,東北,2トン,9214,817,3506,1422,36,5745,3469,0.37649229433470804,159.58333333333334,高利益,delivery_cost_styleB_202401.csv
2024-01-11,DLV-0188,同日配送,東北,4トン,3827,360,5029,1949,122,7338,-3511,-0.9174287954010975,60.14754098360656,低利益,delivery_cost_styleB_202401.csv
2024-01-15,DLV-0189,翌日配送,東海,2トン,5634,1786,6348,1192,183,9326,-3692,-0.6553070642527512,50.96174863387978,低利益,delivery_cost_styleB_202401.csv
2024-01-20,DLV-0190,同日配送,東海,軽バン,6401,587,7570,1889,108,10046,-3645,-0.5694422746445867,93.01851851851852,低利益,delivery_cost_styleB_202401.csv
2024-01-10,DLV-0191,翌々日配送,東北,軽バン,6461,533,7773,1859,46,10165,-3704,-0.5732858690605169,220.97826086956522,低利益,delivery_cost_styleB_202401.csv
2024-01-12,DLV-0192,翌々日配送,九州,軽バン,10749,547,5536,1644,106,7727,3022,0.28114243185412596,72.89622641509433,普通,delivery_cost_styleB_202401.csv
2024-01-11,DLV-0193,翌日配送,東北,軽バン,11584,2946,6468,1541,102,10955,629,0.05429903314917127,107.40196078431373,低利益,delivery_cost_styleB_202401.csv
2024-01-01,DLV-0194,翌々日配送,東海,軽バン,4509,1599,6983,893,67,9475,-4966,-1.1013528498558438,141.4179104477612,低利益,delivery_cost_styleB_202401.csv
2024-01-05,DLV-0195,翌日配送,関東,2トン,14835,614,7158,1605,199,9377,5458,0.3679137175598247,47.120603015075375,高利益,delivery_cost_styleB_202401.csv
2024-01-17,DLV-0196,同日配送,東海,4トン,3147,2646,6086,815,51,9547,-6400,-2.0336828725770575,187.19607843137254,低利益,delivery_cost_styleB_202401.csv
2024-01-06,DLV-0197,翌日配送,九州,軽バン,7731,1692,4945,1409,166,8046,-315,-0.04074505238649592,48.46987951807229,低利益,delivery_cost_styleB_202401.csv
2024-01-10,DLV-0198,大型配送,関西,4トン,4918,1467,6842,897,104,9206,-4288,-0.8718991459943066,88.51923076923077,低利益,delivery_cost_styleB_202401.csv
2024-01-19,DLV-0199,大型配送,九州,2トン,13748,1764,7119,1580,117,10463,3285,0.23894384637765492,89.42735042735043,普通,delivery_cost_styleB_202401.csv
2024-01-06,DLV-0200,翌日配送,東北,軽バン,5096,413,6936,1260,151,8609,-3513,-0.6893642072213501,57.01324503311258,低利益,delivery_cost_styleB_202401.csv
2024-01-04,DLV-0201,同日配送,東海,軽バン,13502,856,5234,1420,141,7510,5992,0.4437861057621093,53.262411347517734,高利益,delivery_cost_styleB_202401.csv
2024-01-05,DLV-0202,大型配送,関東,軽バン,14380,2047,5863,554,116,8464,5916,0.4114047287899861,72.96551724137932,高利益,delivery_cost_styleB_202401.csv
2024-01-02,DLV-0203,大型配送,東北,2トン,4862,1781,3668,1267,67,6716,-1854,-0.381324557795146,100.23880597014926,低利益,delivery_cost_styleB_202401.csv
2024-01-01,DLV-0204,翌々日配送,関東,4トン,11648,1573,4196,781,19,6550,5098,0.4376717032967033,344.7368421052632,高利益,delivery_cost_styleB_202401.csv
2024-01-10,DLV-0205,大型配送,関西,4トン,8685,2037,3043,662,14,5742,2943,0.338860103626943,410.14285714285717,高利益,delivery_cost_styleB_202401.csv
2024-01-09,DLV-0206,翌日配送,関西,4トン,12915,2693,7323,1366,38,11382,1533,0.11869918699186992,299.5263157894737,普通,delivery_cost_styleB_202401.csv
2024-01-10,DLV-0207,翌日配送,東海,軽バン,1782,1176,6439,1808,169,9423,-7641,-4.287878787878788,55.75739644970414,低利益,delivery_cost_styleB_202401.csv
2024-01-15,DLV-0208,同日配送,関東,2トン,10776,2395,3134,1794,141,7323,3453,0.32043429844098,51.93617021276596,高利益,delivery_cost_styleB_202401.csv
2024-01-19,DLV-0209,翌日配送,関西,2トン,8032,206,5890,992,156,7088,944,0.11752988047808766,45.43589743589744,普通,delivery_cost_styleB_202401.csv
2024-01-14,DLV-0210,翌日配送,関東,4トン,6908,477,7309,1614,139,9400,-2492,-0.3607411696583671,67.62589928057554,低利益,delivery_cost_styleB_202401.csv
2024-01-17,DLV-0211,同日配送,九州,2トン,1713,2803,6169,1264,74,10236,-8523,-4.975481611208406,138.32432432432432,低利益,delivery_cost_styleB_202401.csv
2024-01-01,DLV-0212,翌々日配送,関東,2トン,4950,2891,3849,1691,198,8431,-3481,-0.7032323232323232,42.58080808080808,低利益,delivery_cost_styleB_202401.csv
2024-01-11,DLV-0213,翌日配送,関東,2トン,9945,1586,4434,1902,128,7922,2023,0.20341880341880342,61.890625,普通,delivery_cost_styleB_202401.csv
2024-01-16,DLV-0214,翌日配送,関西,軽バン,12731,2074,3302,1100,61,6476,6255,0.49132039902599955,106.1639344262295,高利益,delivery_cost_styleB_202401.csv
2024-01-02,DLV-0215,翌日配送,関東,2トン,6080,2311,6262,1612,131,10185,-4105,-0.6751644736842105,77.74809160305344,低利益,delivery_cost_styleB_202401.csv
2024-01-09,DLV-0216,同日配送,関西,2トン,6848,395,5719,1059,41,7173,-325,-0.04745911214953271,174.9512195121951,低利益,delivery_cost_styleB_202401.csv
2024-01-12,DLV-0217,大型配送,九州,4トン,8204,1783,5777,882,137,8442,-238,-0.02901023890784983,61.62043795620438,低利益,delivery_cost_styleB_202401.csv
2024-01-16,DLV-0218,翌々日配送,東北,2トン,14126,538,6477,661,120,7676,6450,0.4566048421350701,63.96666666666667,高利益,delivery_cost_styleB_202401.csv
2024-01-20,DLV-0219,翌日配送,東北,2トン,6262,620,3655,1171,179,5446,816,0.1303098051740658,30.424581005586592,普通,delivery_cost_styleB_202401.csv
2024-01-10,DLV-0220,翌々日配送,九州,4トン,12758,1945,4365,1912,123,8222,4536,0.3555416209437216,66.84552845528455,高利益,delivery_cost_styleB_202401.csv
2024-01-12,DLV-0221,大型配送,関東,4トン,6776,2718,6563,1062,173,10343,-3567,-0.5264167650531287,59.786127167630056,低利益,delivery_cost_styleB_202401.csv
2024-01-02,DLV-0222,同日配送,九州,2トン,9406,2982,4310,563,46,7855,1551,0.1648947480331703,170.7608695652174,普通,delivery_cost_styleB_202401.csv
2024-01-20,DLV-0223,大型配送,関東,軽バン,2101,1166,6000,1241,108,8407,-6306,-3.0014278914802475,77.8425925925926,低利益,delivery_cost_styleB_202401.csv
2024-01-19,DLV-0224,同日配送,東北,軽バン,12125,2042,6038,1261,123,9341,2784,0.2296082474226804,75.9430894308943,普通,delivery_cost_styleB_202401.csv
2024-01-03,DLV-0225,翌日配送,東北,2トン,7521,1487,5283,1011,39,7781,-260,-0.03456987102778886,199.51282051282053,低利益,delivery_cost_styleB_202401.csv
2024-01-01,DLV-0226,翌日配送,九州,4トン,7340,2500,3964,1036,76,7500,-160,-0.021798365122615803,98.6842105263158,低利益,delivery_cost_styleB_202401.csv
2024-01-15,DLV-0227,翌日配送,東北,2トン,12370,2211,4639,751,44,7601,4769,0.3855295068714632,172.75,高利益,delivery_cost_styleB_202401.csv
2024-01-03,DLV-0228,大型配送,関西,4トン,8292,559,5618,1867,98,8044,248,0.029908345393150026,82.08163265306122,低利益,delivery_cost_styleB_202401.csv
2024-01-03,DLV-0229,翌々日配送,東海,軽バン,12662,2812,4426,1240,140,8478,4184,0.3304375296161744,60.55714285714286,高利益,delivery_cost_styleB_202401.csv
2024-01-08,DLV-0230,同日配送,関西,軽バン,4878,2223,3215,1239,151,6677,-1799,-0.36879868798687987,44.21854304635762,低利益,delivery_cost_styleB_202401.csv
2024-01-19,DLV-0231,翌々日配送,九州,4トン,3126,2706,3706,634,89,7046,-3920,-1.253998720409469,79.1685393258427,低利益,delivery_cost_styleB_202401.csv
2024-01-13,DLV-0232,大型配送,東北,2トン,13601,1877,7709,651,42,10237,3364,0.24733475479744135,243.73809523809524,普通,delivery_cost_styleB_202401.csv
2024-01-11,DLV-0233,同日配送,九州,2トン,12142,2319,5822,762,151,8903,3239,0.26676000658870036,58.96026490066225,普通,delivery_cost_styleB_202401.csv
2024-01-19,DLV-0234,翌日配送,関西,2トン,9238,426,4017,1561,49,6004,3234,0.3500757739770513,122.53061224489795,高利益,delivery_cost_styleB_202401.csv
2024-01-10,DLV-0235,翌日配送,関西,2トン,12621,1123,5834,1562,82,8519,4102,0.3250138657792568,103.89024390243902,高利益,delivery_cost_styleB_202401.csv
2024-01-03,DLV-0236,翌々日配送,関西,4トン,10024,1324,4025,1780,87,7129,2895,0.28880686352753393,81.94252873563218,普通,delivery_cost_styleB_202401.csv
2024-01-20,DLV-0237,同日配送,東北,4トン,3762,2624,7756,815,53,11195,-7433,-1.9758107389686337,211.22641509433961,低利益,delivery_cost_styleB_202401.csv
2024-01-20,DLV-0238,翌々日配送,東北,軽バン,14520,316,3665,593,174,4574,9946,0.6849862258953168,26.28735632183908,高利益,delivery_cost_styleB_202401.csv
2024-01-19,DLV-0239,翌々日配送,関西,4トン,7825,2731,3248,1519,170,7498,327,0.041789137380191695,44.10588235294118,低利益,delivery_cost_styleB_202401.csv
2024-01-18,DLV-0240,翌々日配送,東海,2トン,5012,1863,5436,1428,28,8727,-3715,-0.74122106943336,311.67857142857144,低利益,delivery_cost_styleB_202401.csv
2024-01-02,DLV-0241,翌日配送,九州,2トン,8933,2102,4671,1196,165,7969,964,0.10791447442068734,48.2969696969697,普通,delivery_cost_styleB_202401.csv
2024-01-05,DLV-0242,翌々日配送,東海,4トン,6658,1833,4071,1258,141,7162,-504,-0.07569840793030941,50.794326241134755,低利益,delivery_cost_styleB_202401.csv
2024-01-18,DLV-0243,同日配送,東海,軽バン,8642,701,5191,1420,73,7312,1330,0.1538995602869706,100.16438356164383,普通,delivery_cost_styleB_202401.csv
2024-01-05,DLV-0244,同日配送,関東,2トン,7293,2720,6425,1008,50,10153,-2860,-0.39215686274509803,203.06,低利益,delivery_cost_styleB_202401.csv
2024-01-11,DLV-0245,翌々日配送,関西,軽バン,9163,2308,6824,1521,88,10653,-1490,-0.16261049874495254,121.05681818181819,低利益,delivery_cost_styleB_202401.csv
2024-01-16,DLV-0246,同日配送,関東,2トン,9281,2072,4972,940,159,7984,1297,0.1397478719965521,50.21383647798742,普通,delivery_cost_styleB_202401.csv
2024-01-12,DLV-0247,同日配送,関東,2トン,9108,2647,6855,1085,147,10587,-1479,-0.16238471673254282,72.0204081632653,低利益,delivery_cost_styleB_202401.csv
2024-01-01,DLV-0248,同日配送,九州,軽バン,5333,1698,6303,1249,21,9250,-3917,-0.7344834052128258,440.4761904761905,低利益,delivery_cost_styleB_202401.csv
2024-01-13,DLV-0249,同日配送,東北,4トン,4189,1684,7532,1091,28,10307,-6118,-1.4604917641441872,368.10714285714283,低利益,delivery_cost_styleB_202401.csv
2024-01-13,DLV-0250,大型配送,東北,2トン,14521,2752,3973,763,34,7488,7033,0.4843330349149508,220.23529411764707,高利益,delivery_cost_styleB_202401.csv
2024-01-13,DLV-0251,翌々日配送,東海,4トン,6990,790,4630,1733,140,7153,-163,-0.023319027181688125,51.09285714285714,低利益,delivery_cost_styleB_202401.csv
2024-01-13,DLV-0252,同日配送,関東,軽バン,3245,1564,6880,1563,126,10007,-6762,-2.0838212634822804,79.42063492063492,低利益,delivery_cost_styleB_202401.csv
2024-01-05,DLV-0253,翌日配送,東海,4トン,6218,865,6219,1762,199,8846,-2628,-0.42264393695722097,44.45226130653266,低利益,delivery_cost_styleB_202401.csv
2024-01-10,DLV-0254,翌々日配送,東北,4トン,9721,2206,7611,1113,131,10930,-1209,-0.12436992079004218,83.43511450381679,低利益,delivery_cost_styleB_202401.csv
2024-01-01,DLV-0255,翌々日配送,東海,4トン,2795,1906,7781,1130,195,10817,-8022,-2.870125223613596,55.47179487179487,低利益,delivery_cost_styleB_202401.csv
2024-01-01,DLV-0256,大型配送,東海,4トン,13827,2569,7731,966,194,11266,2561,0.1852173284154191,58.07216494845361,普通,delivery_cost_styleB_202401.csv
2024-01-02,DLV-0257,大型配送,関西,4トン,11305,2738,6114,802,184,9654,1651,0.14604157452454666,52.46739130434783,普通,delivery_cost_styleB_202401.csv
2024-01-08,DLV-0258,同日配送,東北,4トン,2800,981,3155,1403,90,5539,-2739,-0.9782142857142857,61.544444444444444,低利益,delivery_cost_styleB_202401.csv
2024-01-14,DLV-0259,翌日配送,九州,4トン,4340,1880,7110,1752,130,10742,-6402,-1.4751152073732718,82.63076923076923,低利益,delivery_cost_styleB_202401.csv
2024-01-02,DLV-0260,翌日配送,東北,軽バン,10189,1531,6918,1576,106,10025,164,0.0160957895769948,94.5754716981132,低利益,delivery_cost_styleB_202401.csv
2024-01-11,DLV-0261,翌日配送,九州,4トン,6608,2437,5902,1884,194,10223,-3615,-0.5470641646489104,52.6958762886598,低利益,delivery_cost_styleB_202401.csv
2024-01-09,DLV-0262,大型配送,関西,軽バン,5571,2485,5445,960,86,8890,-3319,-0.5957637767007719,103.37209302325581,低利益,delivery_cost_styleB_202401.csv
2024-01-10,DLV-0263,翌日配送,九州,2トン,8861,1628,7591,1977,80,11196,-2335,-0.2635142760410789,139.95,低利益,delivery_cost_styleB_202401.csv
2024-01-10,DLV-0264,同日配送,東北,4トン,9899,1755,6232,1206,47,9193,706,0.07132033538741286,195.59574468085106,低利益,delivery_cost_styleB_202401.csv
2024-01-10,DLV-0265,同日配送,東海,4トン,2294,1618,6623,1843,75,10084,-7790,-3.3958151700087185,134.45333333333335,低利益,delivery_cost_styleB_202401.csv
2024-01-16,DLV-0266,翌日配送,関西,4トン,5442,2502,5225,781,37,8508,-3066,-0.5633958103638368,229.94594594594594,低利益,delivery_cost_styleB_202401.csv
2024-01-20,DLV-0267,翌日配送,関西,軽バン,11974,2375,4848,1806,69,9029,2945,0.245949557374311,130.85507246376812,普通,delivery_cost_styleB_202401.csv
2024-01-02,DLV-0268,同日配送,九州,2トン,12753,2134,3823,1895,45,7852,4901,0.3843017329255861,174.48888888888888,高利益,delivery_cost_styleB_202401.csv
2024-01-01,DLV-0269,翌日配送,九州,4トン,8793,2155,4633,1088,92,7876,917,0.10428750142158535,85.6086956521739,普通,delivery_cost_styleB_202401.csv
2024-01-10,DLV-0270,同日配送,関東,4トン,10406,1151,7383,1980,19,10514,-108,-0.010378627714779935,553.3684210526316,低利益,delivery_cost_styleB_202401.csv
2024-01-06,DLV-0271,大型配送,関西,軽バン,14700,1826,7058,881,84,9765,4935,0.3357142857142857,116.25,高利益,delivery_cost_styleB_202401.csv
2024-01-02,DLV-0272,同日配送,東海,4トン,10875,639,5744,1082,126,7465,3410,0.3135632183908046,59.24603174603175,高利益,delivery_cost_styleB_202401.csv
2024-01-18,DLV-0273,大型配送,関西,4トン,8668,1317,4579,730,94,6626,2042,0.23557914167051222,70.48936170212765,普通,delivery_cost_styleB_202401.csv
2024-01-06,DLV-0274,大型配送,東海,4トン,4050,257,5761,1104,155,7122,-3072,-0.7585185185185185,45.94838709677419,低利益,delivery_cost_styleB_202401.csv
2024-01-07,DLV-0275,翌日配送,東北,4トン,7643,1951,7221,1171,32,10343,-2700,-0.3532644249640194,323.21875,低利益,delivery_cost_styleB_202401.csv
2024-01-13,DLV-0276,同日配送,関西,軽バン,8822,1525,5032,513,76,7070,1752,0.19859442303332578,93.02631578947368,普通,delivery_cost_styleB_202401.csv
2024-01-13,DLV-0277,翌日配送,九州,2トン,6400,1436,7771,1980,156,11187,-4787,-0.74796875,71.71153846153847,低利益,delivery_cost_styleB_202401.csv
2024-01-01,DLV-0278,翌々日配送,東海,4トン,4871,454,3968,1453,88,5875,-1004,-0.20611784027920346,66.76136363636364,低利益,delivery_cost_styleB_202401.csv
2024-01-06,DLV-0279,大型配送,東北,4トン,13613,1473,3961,1808,85,7242,6371,0.4680085212664365,85.2,高利益,delivery_cost_styleB_202401.csv
2024-01-12,DLV-0280,翌日配送,関西,軽バン,8834,827,6727,1740,105,9294,-460,-0.05207154177043242,88.51428571428572,低利益,delivery_cost_styleB_202401.csv
2024-01-14,DLV-0281,大型配送,東北,4トン,14526,1094,5027,1893,162,8014,6512,0.4482996007159576,49.46913580246913,高利益,delivery_cost_styleB_202401.csv
2024-01-03,DLV-0282,大型配送,東北,4トン,6927,519,7621,729,25,8869,-1942,-0.28035224483903565,354.76,低利益,delivery_cost_styleB_202401.csv
2024-01-18,DLV-0283,翌日配送,東北,4トン,3455,873,5687,1565,123,8125,-4670,-1.3516642547033284,66.0569105691057,低利益,delivery_cost_styleB_202401.csv
2024-01-04,DLV-0284,翌日配送,東北,2トン,2489,2290,6649,613,126,9552,-7063,-2.837685817597429,75.80952380952381,低利益,delivery_cost_styleB_202401.csv
2024-01-05,DLV-0285,大型配送,九州,4トン,1945,2488,6787,1877,88,11152,-9207,-4.733676092544987,126.72727272727273,低利益,delivery_cost_styleB_202401.csv
2024-01-01,DLV-0286,大型配送,東海,軽バン,13219,1092,7737,649,21,9478,3741,0.28300173991981237,451.3333333333333,普通,delivery_cost_styleB_202401.csv
2024-01-14,DLV-0287,翌々日配送,関東,4トン,1987,482,6867,564,83,7913,-5926,-2.9823855057876196,95.33734939759036,低利益,delivery_cost_styleB_202401.csv
2024-01-14,DLV-0288,翌日配送,関西,4トン,12948,2845,6443,1266,107,10554,2394,0.18489341983317886,98.6355140186916,普通,delivery_cost_styleB_202401.csv
2024-01-15,DLV-0289,大型配送,九州,軽バン,12185,2910,7417,772,177,11099,1086,0.08912597455888388,62.706214689265536,低利益,delivery_cost_styleB_202401.csv
2024-01-12,DLV-0290,同日配送,関西,4トン,7439,2366,4043,1990,67,8399,-960,-0.12904960344132277,125.35820895522389,低利益,delivery_cost_styleB_202401.csv
2024-01-01,DLV-0291,同日配送,東海,2トン,12034,2430,6474,1589,107,10493,1541,0.12805384743227521,98.06542056074767,普通,delivery_cost_styleB_202401.csv
2024-01-08,DLV-0292,翌日配送,九州,2トン,3541,1329,4544,1984,38,7857,-4316,-1.2188647274781135,206.76315789473685,低利益,delivery_cost_styleB_202401.csv
2024-01-02,DLV-0293,大型配送,東北,軽バン,4943,1044,3551,706,162,5301,-358,-0.07242565243779081,32.72222222222222,低利益,delivery_cost_styleB_202401.csv
2024-01-02,DLV-0294,大型配送,東北,4トン,12522,399,5004,590,112,5993,6529,0.5214023318958633,53.50892857142857,高利益,delivery_cost_styleB_202401.csv
2024-01-15,DLV-0295,翌日配送,東北,軽バン,13359,431,4147,1531,84,6109,7250,0.5427052923122988,72.72619047619048,高利益,delivery_cost_styleB_202401.csv
2024-01-08,DLV-0296,翌々日配送,東北,4トン,13657,2954,5626,985,87,9565,4092,0.29962656513143443,109.94252873563218,普通,delivery_cost_styleB_202401.csv
2024-01-05,DLV-0297,翌日配送,九州,2トン,5508,449,7560,1711,198,9720,-4212,-0.7647058823529411,49.09090909090909,低利益,delivery_cost_styleB_202401.csv
2024-01-06,DLV-0298,大型配送,東北,2トン,1768,1610,6122,1574,91,9306,-7538,-4.263574660633484,102.26373626373626,低利益,delivery_cost_styleB_202401.csv
2024-01-14,DLV-0299,大型配送,関西,2トン,7167,953,7406,1469,71,9828,-2661,-0.37128505650899957,138.42253521126761,低利益,delivery_cost_styleB_202401.csv
2024-01-08,DLV-0300,翌々日配送,関西,2トン,1944,2503,6380,1353,152,10236,-8292,-4.265432098765432,67.34210526315789,低利益,delivery_cost_styleB_202401.csv
2024-01-17,DLV-0301,翌日配送,九州,軽バン,5177,1032,5705,1824,30,8561,-3384,-0.6536604210932973,285.3666666666667,低利益,delivery_cost_styleB_202401.csv
2024-01-15,DLV-0302,翌々日配送,関東,4トン,12871,980,3422,1049,106,5451,7420,0.576489783233626,51.424528301886795,高利益,delivery_cost_styleB_202401.csv
2024-01-20,DLV-0303,同日配送,関東,軽バン,14183,2606,7578,944,132,11128,3055,0.2153987167736022,84.3030303030303,普通,delivery_cost_styleB_202401.csv
2024-01-07,DLV-0304,翌々日配送,東海,軽バン,4470,978,3961,1480,72,6419,-1949,-0.4360178970917226,89.15277777777777,低利益,delivery_cost_styleB_202401.csv
2024-01-20,DLV-0305,翌日配送,九州,軽バン,10045,1517,5318,1279,129,8114,1931,0.19223494275759084,62.89922480620155,普通,delivery_cost_styleB_202401.csv
2024-01-18,DLV-0306,翌々日配送,東海,2トン,6892,2300,7073,1454,35,10827,-3935,-0.5709518282066164,309.34285714285716,低利益,delivery_cost_styleB_202401.csv
2024-01-16,DLV-0307,翌々日配送,関西,2トン,6126,1895,3374,1652,66,6921,-795,-0.1297747306562194,104.86363636363636,低利益,delivery_cost_styleB_202401.csv
2024-01-05,DLV-0308,同日配送,東海,4トン,10568,2572,6420,1104,49,10096,472,0.04466313398940197,206.0408163265306,低利益,delivery_cost_styleB_202401.csv
2024-01-07,DLV-0309,翌々日配送,関西,2トン,10335,1206,7090,1627,177,9923,412,0.03986453797774552,56.06214689265537,低利益,delivery_cost_styleB_202401.csv
2024-01-11,DLV-0310,翌々日配送,九州,4トン,11513,2209,6775,844,197,9828,1685,0.14635629288630245,49.888324873096444,普通,delivery_cost_styleB_202401.csv
2024-01-12,DLV-0311,翌日配送,関西,4トン,9954,2200,4507,1610,174,8317,1637,0.16445649989953787,47.798850574712645,普通,delivery_cost_styleB_202401.csv
2024-01-02,DLV-0312,同日配送,関東,4トン,1794,226,6378,781,171,7385,-5591,-3.116499442586399,43.187134502923975,低利益,delivery_cost_styleB_202401.csv
2024-01-08,DLV-0313,同日配送,関西,軽バン,4583,2271,6735,1264,25,10270,-5687,-1.2408902465633864,410.8,低利益,delivery_cost_styleB_202401.csv
2024-01-20,DLV-0314,大型配送,九州,軽バン,1108,2379,7519,1342,13,11240,-10132,-9.144404332129964,864.6153846153846,低利益,delivery_cost_styleB_202401.csv
2024-01-01,DLV-0315,翌々日配送,東北,2トン,1280,2257,6527,867,37,9651,-8371,-6.53984375,260.8378378378378,低利益,delivery_cost_styleB_202401.csv
2024-01-04,DLV-0316,翌日配送,関西,軽バン,11154,2356,5067,1225,78,8648,2506,0.2246727631343016,110.87179487179488,普通,delivery_cost_styleB_202401.csv
2024-01-13,DLV-0317,同日配送,東海,2トン,8520,2514,4992,1927,67,9433,-913,-0.10715962441314554,140.7910447761194,低利益,delivery_cost_styleB_202401.csv
2024-01-10,DLV-0318,同日配送,関東,軽バン,7640,1753,6089,1631,131,9473,-1833,-0.23992146596858638,72.31297709923665,低利益,delivery_cost_styleB_202401.csv
2024-01-02,DLV-0319,同日配送,関西,軽バン,9189,1977,5713,1658,34,9348,-159,-0.017303297420829252,274.94117647058823,低利益,delivery_cost_styleB_202401.csv
2024-01-17,DLV-0320,同日配送,関西,軽バン,12342,2521,6895,1055,21,10471,1871,0.15159617566034678,498.6190476190476,普通,delivery_cost_styleB_202401.csv
2024-01-03,DLV-0321,翌々日配送,東北,4トン,11782,334,4469,1144,14,5947,5835,0.49524698692921404,424.7857142857143,高利益,delivery_cost_styleC_202401.csv
2024-01-07,DLV-0322,翌日配送,九州,軽バン,5903,865,7619,992,155,9476,-3573,-0.6052854480772488,61.13548387096774,低利益,delivery_cost_styleC_202401.csv
2024-01-13,DLV-0323,翌々日配送,九州,4トン,3292,521,7102,1208,23,8831,-5539,-1.6825637910085054,383.95652173913044,低利益,delivery_cost_styleC_202401.csv
2024-01-04,DLV-0324,大型配送,関西,軽バン,6580,2678,7879,1312,93,11869,-5289,-0.8037993920972645,127.6236559139785,低利益,delivery_cost_styleC_202401.csv
2024-01-01,DLV-0325,翌々日配送,九州,2トン,4737,1657,7530,1268,120,10455,-5718,-1.2070930968967701,87.125,低利益,delivery_cost_styleC_202401.csv
2024-01-06,DLV-0326,大型配送,関東,4トン,5839,1209,3602,668,78,5479,360,0.06165439287549238,70.24358974358974,低利益,delivery_cost_styleC_202401.csv
2024-01-05,DLV-0327,大型配送,関西,4トン,7383,1497,5954,718,33,8169,-786,-0.10646078829744006,247.54545454545453,低利益,delivery_cost_styleC_202401.csv
