date,med_code,med_name,category,ward,stock_qty,min_stock,daily_usage,unit_price,source_file,days_until_stockout,stock_value,alert_level
2024-01-24,MED-005,材料05号,医療材料,外来,71,17,8.8,43703,medicine_stock_B_202401.csv,8.1,3102913,正常
2024-01-09,MED-006,錠剤06号,内服薬,内科病棟,19,13,19.4,39448,medicine_stock_B_202401.csv,1.0,749512,警告
2024-01-17,MED-007,軟膏07号,外用薬,外科病棟,103,46,10.6,10240,medicine_stock_B_202401.csv,9.7,1054720,正常
2024-01-25,MED-008,注射液08号,注射薬,ICU,51,16,7.7,36555,medicine_stock_B_202401.csv,6.6,1864305,正常
2024-01-06,MED-009,試薬09号,検査薬,外来,205,46,5.3,28222,medicine_stock_B_202401.csv,38.7,5785510,正常
2024-01-17,MED-010,材料10号,医療材料,内科病棟,42,49,13.8,36586,medicine_stock_B_202401.csv,3.0,1536612,欠品
2024-01-30,MED-011,錠剤11号,内服薬,外科病棟,66,27,1.6,18009,medicine_stock_B_202401.csv,41.2,1188594,正常
2024-01-04,MED-012,軟膏12号,外用薬,ICU,103,31,7.7,11988,medicine_stock_B_202401.csv,13.4,1234764,正常
2024-01-28,MED-013,注射液13号,注射薬,外来,42,35,2.3,48660,medicine_stock_B_202401.csv,18.3,2043720,正常
2024-01-21,MED-014,試薬14号,検査薬,内科病棟,44,15,15.2,14198,medicine_stock_B_202401.csv,2.9,624712,警告
2024-01-10,MED-015,材料15号,医療材料,外科病棟,130,31,4.0,20523,medicine_stock_B_202401.csv,32.5,2667990,正常
2024-01-27,MED-016,錠剤16号,内服薬,ICU,204,46,12.3,3547,medicine_stock_B_202401.csv,16.6,723588,正常
2024-01-21,MED-017,軟膏17号,外用薬,外来,40,13,13.8,17932,medicine_stock_B_202401.csv,2.9,717280,警告
2024-01-17,MED-018,注射液18号,注射薬,内科病棟,172,41,12.5,27243,medicine_stock_B_202401.csv,13.8,4685796,正常
2024-01-20,MED-019,試薬19号,検査薬,外科病棟,79,17,7.6,7367,medicine_stock_B_202401.csv,10.4,581993,正常
2024-01-07,MED-020,材料20号,医療材料,ICU,196,43,13.7,3076,medicine_stock_B_202401.csv,14.3,602896,正常
2024-01-05,MED-021,錠剤21号,内服薬,外来,62,13,1.1,19853,medicine_stock_B_202401.csv,56.4,1230886,正常
2024-01-12,MED-022,軟膏22号,外用薬,内科病棟,18,18,15.5,19069,medicine_stock_B_202401.csv,1.2,343242,警告
2024-01-25,MED-023,注射液23号,注射薬,外科病棟,34,41,15.2,11614,medicine_stock_B_202401.csv,2.2,394876,欠品
2024-01-06,MED-024,試薬24号,検査薬,ICU,33,24,10.5,43881,medicine_stock_B_202401.csv,3.1,1448073,正常
2024-01-18,MED-025,材料25号,医療材料,外来,152,35,17.4,2872,medicine_stock_B_202401.csv,8.7,436544,正常
2024-01-31,MED-026,錠剤26号,内服薬,内科病棟,39,14,17.4,37832,medicine_stock_B_202401.csv,2.2,1475448,警告
2024-01-25,MED-027,軟膏27号,外用薬,外科病棟,133,50,8.9,7648,medicine_stock_B_202401.csv,14.9,1017184,正常
2024-01-30,MED-028,注射液28号,注射薬,ICU,66,20,16.2,40609,medicine_stock_B_202401.csv,4.1,2680194,正常
2024-01-17,MED-029,試薬29号,検査薬,外来,52,15,9.3,7037,medicine_stock_B_202401.csv,5.6,365924,正常
2024-01-30,MED-030,材料30号,医療材料,内科病棟,121,35,11.0,26036,medicine_stock_B_202401.csv,11.0,3150356,正常
2024-01-01,MED-031,錠剤31号,内服薬,外科病棟,20,24,7.3,11118,medicine_stock_B_202401.csv,2.7,222360,欠品
2024-01-20,MED-032,軟膏32号,外用薬,ICU,61,17,11.1,12807,medicine_stock_B_202401.csv,5.5,781227,正常
2024-01-11,MED-033,注射液33号,注射薬,外来,92,32,14.8,42399,medicine_stock_B_202401.csv,6.2,3900708,正常
2024-01-16,MED-034,試薬34号,検査薬,内科病棟,35,16,3.8,13028,medicine_stock_B_202401.csv,9.2,455980,正常
2024-01-01,MED-035,材料35号,医療材料,外科病棟,62,14,4.4,41253,medicine_stock_B_202401.csv,14.1,2557686,正常
2024-01-04,MED-036,錠剤36号,内服薬,ICU,190,46,15.4,29519,medicine_stock_B_202401.csv,12.3,5608610,正常
2024-01-30,MED-037,軟膏37号,外用薬,外来,210,50,19.7,21281,medicine_stock_B_202401.csv,10.7,4469010,正常
2024-01-12,MED-038,注射液38号,注射薬,内科病棟,110,30,3.9,4575,medicine_stock_B_202401.csv,28.2,503250,正常
2024-01-29,MED-039,試薬39号,検査薬,外科病棟,16,29,16.1,38859,medicine_stock_B_202401.csv,1.0,621744,欠品
2024-01-27,MED-040,材料40号,医療材料,ICU,5,14,6.9,29716,medicine_stock_B_202401.csv,0.7,148580,欠品
2024-01-26,MED-041,錠剤41号,内服薬,外来,92,28,2.5,6017,medicine_stock_B_202401.csv,36.8,553564,正常
2024-01-10,MED-042,軟膏42号,外用薬,内科病棟,44,34,9.8,36427,medicine_stock_B_202401.csv,4.5,1602788,正常
2024-01-08,MED-043,注射液43号,注射薬,外科病棟,120,38,18.3,37564,medicine_stock_B_202401.csv,6.6,4507680,正常
2024-01-02,MED-044,試薬44号,検査薬,ICU,163,48,10.0,9986,medicine_stock_B_202401.csv,16.3,1627718,正常
2024-01-08,MED-045,材料45号,医療材料,外来,26,16,16.4,22607,medicine_stock_B_202401.csv,1.6,587782,警告
2024-01-29,MED-046,錠剤46号,内服薬,内科病棟,154,42,13.3,2665,medicine_stock_B_202401.csv,11.6,410410,正常
2024-01-19,MED-047,軟膏47号,外用薬,外科病棟,133,38,11.0,40064,medicine_stock_B_202401.csv,12.1,5328512,正常
2024-01-31,MED-048,注射液48号,注射薬,ICU,34,28,8.4,22275,medicine_stock_B_202401.csv,4.0,757350,正常
2024-01-03,MED-049,試薬49号,検査薬,外来,192,50,13.3,4419,medicine_stock_B_202401.csv,14.4,848448,正常
2024-01-03,MED-050,材料50号,医療材料,内科病棟,72,34,6.4,47530,medicine_stock_B_202401.csv,11.2,3422160,正常
2024-01-24,MED-001,錠剤01号,内服薬,外科病棟,11,31,2.5,43590,medicine_stock_B_202401.csv,4.4,479490,欠品
2024-01-16,MED-002,軟膏02号,外用薬,ICU,45,29,19.4,45875,medicine_stock_B_202401.csv,2.3,2064375,警告
2024-01-27,MED-003,注射液03号,注射薬,外来,144,48,14.5,5652,medicine_stock_B_202401.csv,9.9,813888,正常
2024-01-03,MED-004,試薬04号,検査薬,内科病棟,152,31,16.5,44016,medicine_stock_B_202401.csv,9.2,6690432,正常
2024-01-25,MED-005,材料05号,医療材料,外科病棟,135,43,2.8,44039,medicine_stock_B_202401.csv,48.2,5945265,正常
2024-01-18,MED-006,錠剤06号,内服薬,ICU,32,11,7.9,11913,medicine_stock_B_202401.csv,4.1,381216,正常
2024-01-25,MED-007,軟膏07号,外用薬,外来,116,41,4.6,9115,medicine_stock_B_202401.csv,25.2,1057340,正常
2024-01-05,MED-008,注射液08号,注射薬,内科病棟,20,16,10.6,35474,medicine_stock_B_202401.csv,1.9,709480,警告
2024-01-05,MED-009,試薬09号,検査薬,外科病棟,12,31,17.7,40603,medicine_stock_B_202401.csv,0.7,487236,欠品
2024-01-22,MED-010,材料10号,医療材料,ICU,40,19,4.1,45506,medicine_stock_B_202401.csv,9.8,1820240,正常
2024-01-16,MED-011,錠剤11号,内服薬,外来,98,38,1.8,23974,medicine_stock_B_202401.csv,54.4,2349452,正常
2024-01-31,MED-012,軟膏12号,外用薬,内科病棟,152,38,12.6,49408,medicine_stock_B_202401.csv,12.1,7510016,正常
2024-01-18,MED-013,注射液13号,注射薬,外科病棟,84,24,11.1,20381,medicine_stock_B_202401.csv,7.6,1712004,正常
2024-01-06,MED-014,試薬14号,検査薬,ICU,81,22,8.0,37483,medicine_stock_B_202401.csv,10.1,3036123,正常
2024-01-09,MED-015,材料15号,医療材料,外来,48,28,15.8,33058,medicine_stock_B_202401.csv,3.0,1586784,正常
2024-01-17,MED-016,錠剤16号,内服薬,内科病棟,28,22,16.2,9170,medicine_stock_B_202401.csv,1.7,256760,警告
2024-01-28,MED-017,軟膏17号,外用薬,外科病棟,172,40,17.6,36442,medicine_stock_B_202401.csv,9.8,6268024,正常
2024-01-20,MED-018,注射液18号,注射薬,ICU,82,17,6.4,10606,medicine_stock_B_202401.csv,12.8,869692,正常
2024-01-14,MED-019,試薬19号,検査薬,外来,47,19,16.8,6110,medicine_stock_B_202401.csv,2.8,287170,警告
2024-01-31,MED-020,材料20号,医療材料,内科病棟,139,38,17.8,1847,medicine_stock_B_202401.csv,7.8,256733,正常
2024-01-07,MED-001,錠剤01号,内服薬,ICU,137,42,8.1,25407,medicine_stock_C_202401.csv,16.9,3480759,正常
2024-01-30,MED-002,軟膏02号,外用薬,外来,107,24,1.5,6593,medicine_stock_C_202401.csv,71.3,705451,正常
2024-01-18,MED-003,注射液03号,注射薬,内科病棟,29,31,16.0,9117,medicine_stock_C_202401.csv,1.8,264393,欠品
2024-01-25,MED-004,試薬04号,検査薬,外科病棟,160,40,14.2,9195,medicine_stock_C_202401.csv,11.3,1471200,正常
2024-01-24,MED-005,材料05号,医療材料,ICU,13,38,12.7,5292,medicine_stock_C_202401.csv,1.0,68796,欠品
2024-01-23,MED-006,錠剤06号,内服薬,外来,73,19,11.4,47760,medicine_stock_C_202401.csv,6.4,3486480,正常
2024-01-07,MED-007,軟膏07号,外用薬,内科病棟,23,17,15.7,15673,medicine_stock_C_202401.csv,1.5,360479,警告
2024-01-23,MED-008,注射液08号,注射薬,外科病棟,39,25,9.0,40916,medicine_stock_C_202401.csv,4.3,1595724,正常
2024-01-10,MED-009,試薬09号,検査薬,ICU,188,41,12.3,1177,medicine_stock_C_202401.csv,15.3,221276,正常
2024-01-13,MED-010,材料10号,医療材料,外来,103,25,14.7,19188,medicine_stock_C_202401.csv,7.0,1976364,正常
2024-01-22,MED-011,錠剤11号,内服薬,内科病棟,53,32,5.6,27400,medicine_stock_C_202401.csv,9.5,1452200,正常
2024-01-21,MED-012,軟膏12号,外用薬,外科病棟,182,43,19.5,4535,medicine_stock_C_202401.csv,9.3,825370,正常
2024-01-12,MED-013,注射液13号,注射薬,ICU,141,42,15.9,33367,medicine_stock_C_202401.csv,8.9,4704747,正常
2024-01-15,MED-014,試薬14号,検査薬,外来,104,40,1.8,25454,medicine_stock_C_202401.csv,57.8,2647216,正常
2024-01-29,MED-015,材料15号,医療材料,内科病棟,53,11,7.8,4527,medicine_stock_C_202401.csv,6.8,239931,正常
2024-01-17,MED-016,錠剤16号,内服薬,外科病棟,135,50,3.0,38235,medicine_stock_C_202401.csv,45.0,5161725,正常
2024-01-15,MED-017,軟膏17号,外用薬,ICU,40,18,1.8,35883,medicine_stock_C_202401.csv,22.2,1435320,正常
2024-01-04,MED-018,注射液18号,注射薬,外来,73,39,19.6,31461,medicine_stock_C_202401.csv,3.7,2296653,正常
2024-01-08,MED-019,試薬19号,検査薬,内科病棟,3,14,14.6,30094,medicine_stock_C_202401.csv,0.2,90282,欠品
2024-01-08,MED-020,材料20号,医療材料,外科病棟,31,12,16.0,2846,medicine_stock_C_202401.csv,1.9,88226,警告
2024-01-03,MED-021,錠剤21号,内服薬,ICU,51,42,8.6,35688,medicine_stock_C_202401.csv,5.9,1820088,正常
2024-01-11,MED-022,軟膏22号,外用薬,外来,64,22,6.4,3232,medicine_stock_C_202401.csv,10.0,206848,正常
2024-01-01,MED-023,注射液23号,注射薬,内科病棟,78,27,3.4,24218,medicine_stock_C_202401.csv,22.9,1889004,正常
2024-01-19,MED-024,試薬24号,検査薬,外科病棟,85,38,18.0,25439,medicine_stock_C_202401.csv,4.7,2162315,正常
2024-01-18,MED-025,材料25号,医療材料,ICU,173,41,14.1,24174,medicine_stock_C_202401.csv,12.3,4182102,正常
2024-01-08,MED-026,錠剤26号,内服薬,外来,82,27,16.2,47750,medicine_stock_C_202401.csv,5.1,3915500,正常
2024-01-19,MED-027,軟膏27号,外用薬,内科病棟,130,48,19.9,11926,medicine_stock_C_202401.csv,6.5,1550380,正常
2024-01-08,MED-028,注射液28号,注射薬,外科病棟,73,16,2.5,43414,medicine_stock_C_202401.csv,29.2,3169222,正常
2024-01-01,MED-029,試薬29号,検査薬,ICU,137,48,14.6,11021,medicine_stock_C_202401.csv,9.4,1509877,正常
2024-01-03,MED-030,材料30号,医療材料,外来,149,38,1.8,23205,medicine_stock_C_202401.csv,82.8,3457545,正常
2024-01-23,MED-031,錠剤31号,内服薬,内科病棟,20,27,13.1,3859,medicine_stock_C_202401.csv,1.5,77180,欠品
2024-01-21,MED-032,軟膏32号,外用薬,外科病棟,42,35,7.9,49245,medicine_stock_C_202401.csv,5.3,2068290,正常
2024-01-02,MED-033,注射液33号,注射薬,ICU,23,19,17.1,44539,medicine_stock_C_202401.csv,1.3,1024397,警告
2024-01-08,MED-034,試薬34号,検査薬,外来,67,18,2.3,42381,medicine_stock_C_202401.csv,29.1,2839527,正常
2024-01-03,MED-035,材料35号,医療材料,内科病棟,140,46,1.6,10155,medicine_stock_C_202401.csv,87.5,1421700,正常
2024-01-29,MED-036,錠剤36号,内服薬,外科病棟,126,33,9.4,5138,medicine_stock_C_202401.csv,13.4,647388,正常
2024-01-02,MED-037,軟膏37号,外用薬,ICU,64,35,7.0,18364,medicine_stock_C_202401.csv,9.1,1175296,正常
2024-01-28,MED-038,注射液38号,注射薬,外来,46,11,15.0,32805,medicine_stock_C_202401.csv,3.1,1509030,正常
2024-01-11,MED-039,試薬39号,検査薬,内科病棟,44,17,6.0,17158,medicine_stock_C_202401.csv,7.3,754952,正常
2024-01-03,MED-040,材料40号,医療材料,外科病棟,83,49,6.4,32291,medicine_stock_C_202401.csv,13.0,2680153,正常
2024-01-17,MED-041,錠剤41号,内服薬,ICU,19,14,9.6,46851,medicine_stock_C_202401.csv,2.0,890169,警告
2024-01-08,MED-042,軟膏42号,外用薬,外来,17,30,13.7,46600,medicine_stock_C_202401.csv,1.2,792200,欠品
2024-01-09,MED-043,注射液43号,注射薬,内科病棟,117,28,17.9,10422,medicine_stock_C_202401.csv,6.5,1219374,正常
2024-01-22,MED-044,試薬44号,検査薬,外科病棟,81,50,4.3,23790,medicine_stock_C_202401.csv,18.8,1926990,正常
2024-01-16,MED-045,材料45号,医療材料,ICU,25,22,16.0,15614,medicine_stock_C_202401.csv,1.6,390350,警告
2024-01-07,MED-046,錠剤46号,内服薬,外来,66,33,11.5,24276,medicine_stock_C_202401.csv,5.7,1602216,正常
2024-01-18,MED-047,軟膏47号,外用薬,内科病棟,232,49,17.8,4408,medicine_stock_C_202401.csv,13.0,1022656,正常
2024-01-05,MED-048,注射液48号,注射薬,外科病棟,58,40,11.0,26932,medicine_stock_C_202401.csv,5.3,1562056,正常
2024-01-24,MED-049,試薬49号,検査薬,ICU,14,18,19.5,42196,medicine_stock_C_202401.csv,0.7,590744,欠品
2024-01-30,MED-050,材料50号,医療材料,外来,89,43,7.5,36230,medicine_stock_C_202401.csv,11.9,3224470,正常
2024-01-29,MED-001,錠剤01号,内服薬,内科病棟,84,18,9.2,3731,medicine_stock_C_202401.csv,9.1,313404,正常
2024-01-19,MED-002,軟膏02号,外用薬,外科病棟,47,19,6.8,10714,medicine_stock_C_202401.csv,6.9,503558,正常
2024-01-19,MED-003,注射液03号,注射薬,ICU,52,32,19.0,34106,medicine_stock_C_202401.csv,2.7,1773512,警告
2024-01-16,MED-004,試薬04号,検査薬,外来,106,26,4.7,36199,medicine_stock_C_202401.csv,22.6,3837094,正常
2024-01-08,MED-005,材料05号,医療材料,内科病棟,50,29,12.7,6222,medicine_stock_C_202401.csv,3.9,311100,正常
2024-01-26,MED-006,錠剤06号,内服薬,外科病棟,206,47,18.9,10205,medicine_stock_C_202401.csv,10.9,2102230,正常
2024-01-16,MED-007,軟膏07号,外用薬,ICU,1,48,7.4,37037,medicine_stock_C_202401.csv,0.1,37037,欠品
2024-01-26,MED-008,注射液08号,注射薬,外来,31,15,1.9,42138,medicine_stock_C_202401.csv,16.3,1306278,正常
2024-01-14,MED-009,試薬09号,検査薬,内科病棟,26,23,15.6,27401,medicine_stock_C_202401.csv,1.7,712426,警告
2024-01-07,MED-010,材料10号,医療材料,外科病棟,118,41,17.9,35854,medicine_stock_C_202401.csv,6.6,4230772,正常
2024-01-04,MED-011,錠剤11号,内服薬,ICU,156,40,5.7,44991,medicine_stock_C_202401.csv,27.4,7018596,正常
2024-01-04,MED-012,軟膏12号,外用薬,外来,44,14,14.1,10459,medicine_stock_C_202401.csv,3.1,460196,正常
2024-01-22,MED-013,注射液13号,注射薬,内科病棟,20,39,4.9,39858,medicine_stock_C_202401.csv,4.1,797160,欠品
2024-01-14,MED-014,試薬14号,検査薬,外科病棟,59,32,19.5,8669,medicine_stock_C_202401.csv,3.0,511471,正常
2024-01-12,MED-015,材料15号,医療材料,ICU,61,30,5.6,8129,medicine_stock_C_202401.csv,10.9,495869,正常
2024-01-14,MED-016,錠剤16号,内服薬,外来,72,19,2.8,19119,medicine_stock_C_202401.csv,25.7,1376568,正常
2024-01-14,MED-017,軟膏17号,外用薬,内科病棟,98,25,19.3,10566,medicine_stock_C_202401.csv,5.1,1035468,正常
2024-01-15,MED-018,注射液18号,注射薬,外科病棟,95,30,4.6,10542,medicine_stock_C_202401.csv,20.7,1001490,正常
2024-01-28,MED-019,試薬19号,検査薬,ICU,62,39,10.5,20320,medicine_stock_C_202401.csv,5.9,1259840,正常
2024-01-24,MED-020,材料20号,医療材料,外来,125,35,10.6,15876,medicine_stock_C_202401.csv,11.8,1984500,正常
2024-01-02,MED-021,錠剤21号,内服薬,内科病棟,54,13,2.0,32533,medicine_stock_C_202401.csv,27.0,1756782,正常
2024-01-22,MED-022,軟膏22号,外用薬,外科病棟,150,40,6.4,635,medicine_stock_C_202401.csv,23.4,95250,正常
2024-01-21,MED-023,注射液23号,注射薬,ICU,69,18,17.8,47777,medicine_stock_C_202401.csv,3.9,3296613,正常
2024-01-21,MED-024,試薬24号,検査薬,外来,82,33,1.9,3452,medicine_stock_C_202401.csv,43.2,283064,正常
2024-01-04,MED-025,材料25号,医療材料,内科病棟,148,33,11.5,4918,medicine_stock_C_202401.csv,12.9,727864,正常
2024-01-02,MED-026,錠剤26号,内服薬,外科病棟,75,45,6.3,40944,medicine_stock_C_202401.csv,11.9,3070800,正常
2024-01-13,MED-027,軟膏27号,外用薬,ICU,61,18,19.5,25914,medicine_stock_C_202401.csv,3.1,1580754,正常
2024-01-24,MED-028,注射液28号,注射薬,外来,38,45,18.8,49577,medicine_stock_C_202401.csv,2.0,1883926,欠品
2024-01-11,MED-029,試薬29号,検査薬,内科病棟,8,42,8.6,2738,medicine_stock_C_202401.csv,0.9,21904,欠品
2024-01-26,MED-030,材料30号,医療材料,外科病棟,108,31,16.3,34134,medicine_stock_C_202401.csv,6.6,3686472,正常
2024-01-28,MED-031,錠剤31号,内服薬,ICU,142,42,3.7,40278,medicine_stock_C_202401.csv,38.4,5719476,正常
2024-01-04,MED-032,軟膏32号,外用薬,外来,178,49,15.0,19710,medicine_stock_C_202401.csv,11.9,3508380,正常
2024-01-08,MED-033,注射液33号,注射薬,内科病棟,163,42,11.1,46547,medicine_stock_C_202401.csv,14.7,7587161,正常
2024-01-07,MED-034,試薬34号,検査薬,外科病棟,6,11,8.0,44258,medicine_stock_C_202401.csv,0.8,265548,欠品
2024-01-07,MED-035,材料35号,医療材料,ICU,208,47,6.8,47634,medicine_stock_C_202401.csv,30.6,9907872,正常
2024-01-18,MED-036,錠剤36号,内服薬,外来,48,11,12.3,17501,medicine_stock_C_202401.csv,3.9,840048,正常
2024-01-15,MED-037,軟膏37号,外用薬,内科病棟,89,46,5.3,3465,medicine_stock_C_202401.csv,16.8,308385,正常
2024-01-05,MED-038,注射液38号,注射薬,外科病棟,140,43,13.0,40715,medicine_stock_C_202401.csv,10.8,5700100,正常
2024-01-14,MED-039,試薬39号,検査薬,ICU,3,19,16.6,15972,medicine_stock_C_202401.csv,0.2,47916,欠品
2024-01-06,MED-040,材料40号,医療材料,外来,74,22,1.4,20658,medicine_stock_C_202401.csv,52.9,1528692,正常
2024-01-09,MED-041,錠剤41号,内服薬,内科病棟,30,23,8.8,40173,medicine_stock_C_202401.csv,3.4,1205190,正常
2024-01-15,MED-042,軟膏42号,外用薬,外科病棟,79,18,10.9,36858,medicine_stock_C_202401.csv,7.2,2911782,正常
2024-01-08,MED-043,注射液43号,注射薬,ICU,179,43,8.2,11449,medicine_stock_C_202401.csv,21.8,2049371,正常
2024-01-28,MED-044,試薬44号,検査薬,外来,123,31,11.4,44393,medicine_stock_C_202401.csv,10.8,5460339,正常
2024-01-30,MED-045,材料45号,医療材料,内科病棟,61,26,12.6,12700,medicine_stock_C_202401.csv,4.8,774700,正常
2024-01-03,MED-046,錠剤46号,内服薬,外科病棟,225,45,6.7,19604,medicine_stock_C_202401.csv,33.6,4410900,正常
2024-01-15,MED-047,軟膏47号,外用薬,ICU,67,23,14.1,32147,medicine_stock_C_202401.csv,4.8,2153849,正常
2024-01-26,MED-048,注射液48号,注射薬,外来,76,45,18.7,47394,medicine_stock_C_202401.csv,4.1,3601944,正常
2024-01-28,MED-049,試薬49号,検査薬,内科病棟,147,46,13.9,24983,medicine_stock_C_202401.csv,10.6,3672501,正常
2024-01-28,MED-050,材料50号,医療材料,外科病棟,105,32,19.1,9699,medicine_stock_C_202401.csv,5.5,1018395,正常
2024-01-18,MED-001,錠剤01号,内服薬,ICU,62,15,7.6,29091,medicine_stock_C_202401.csv,8.2,1803642,正常
2024-01-04,MED-002,軟膏02号,外用薬,外来,183,40,5.1,35396,medicine_stock_C_202401.csv,35.9,6477468,正常
2024-01-02,MED-003,注射液03号,注射薬,内科病棟,57,27,3.6,40449,medicine_stock_C_202401.csv,15.8,2305593,正常
2024-01-21,MED-004,試薬04号,検査薬,外科病棟,54,25,2.0,34902,medicine_stock_C_202401.csv,27.0,1884708,正常
2024-01-18,MED-005,材料05号,医療材料,ICU,19,13,2.9,21746,medicine_stock_C_202401.csv,6.6,413174,正常
2024-01-27,MED-006,錠剤06号,内服薬,外来,38,18,1.1,36167,medicine_stock_C_202401.csv,34.5,1374346,正常
2024-01-01,MED-007,軟膏07号,外用薬,内科病棟,87,36,13.4,31275,medicine_stock_C_202401.csv,6.5,2720925,正常
2024-01-03,MED-008,注射液08号,注射薬,外科病棟,24,28,7.1,42429,medicine_stock_C_202401.csv,3.4,1018296,欠品
2024-01-30,MED-009,試薬09号,検査薬,ICU,61,15,13.4,15318,medicine_stock_C_202401.csv,4.6,934398,正常
2024-01-25,MED-010,材料10号,医療材料,外来,23,12,18.4,11573,medicine_stock_C_202401.csv,1.2,266179,警告
2024-01-28,MED-011,錠剤11号,内服薬,内科病棟,23,12,19.9,26117,medicine_stock_C_202401.csv,1.2,600691,警告
2024-01-08,MED-012,軟膏12号,外用薬,外科病棟,105,28,17.7,707,medicine_stock_C_202401.csv,5.9,74235,正常
2024-01-06,MED-013,注射液13号,注射薬,ICU,79,16,18.6,22057,medicine_stock_C_202401.csv,4.2,1742503,正常
2024-01-14,MED-014,試薬14号,検査薬,外来,32,18,17.2,30772,medicine_stock_C_202401.csv,1.9,984704,警告
2024-01-16,MED-015,材料15号,医療材料,内科病棟,122,31,4.1,30175,medicine_stock_C_202401.csv,29.8,3681350,正常
2024-01-16,MED-016,錠剤16号,内服薬,外科病棟,93,21,1.3,22192,medicine_stock_C_202401.csv,71.5,2063856,正常
2024-01-07,MED-017,軟膏17号,外用薬,ICU,76,22,4.3,41959,medicine_stock_C_202401.csv,17.7,3188884,正常
2024-01-28,MED-018,注射液18号,注射薬,外来,89,42,7.2,26369,medicine_stock_C_202401.csv,12.4,2346841,正常
2024-01-13,MED-019,試薬19号,検査薬,内科病棟,12,18,10.1,16356,medicine_stock_C_202401.csv,1.2,196272,欠品
2024-01-29,MED-020,材料20号,医療材料,外科病棟,63,25,9.5,17597,medicine_stock_C_202401.csv,6.6,1108611,正常
