date,line_name,category,planned_qty,actual_qty,defect_qty,work_hours,source_file,achievement_rate,defect_rate,variance_qty,achievement_flag
2024-01-04,LINE-E,樹脂成型,282,238,1,9.7,production_styleB_202401.csv,0.8439716312056738,0.004201680672268907,-44,未達
2024-01-04,LINE-E,金属加工,799,717,35,9.2,production_styleB_202401.csv,0.8973717146433041,0.04881450488145049,-82,未達
2024-01-05,LINE-A,電子部品,664,616,24,6.7,production_styleB_202401.csv,0.927710843373494,0.03896103896103896,-48,未達
2024-01-05,LINE-A,機械部品,764,660,14,7.4,production_styleB_202401.csv,0.8638743455497382,0.021212121212121213,-104,未達
2024-01-05,LINE-A,樹脂成型,547,503,18,7.9,production_styleB_202401.csv,0.9195612431444241,0.03578528827037773,-44,未達
2024-01-05,LINE-A,金属加工,520,474,3,11.5,production_styleB_202401.csv,0.9115384615384615,0.006329113924050633,-46,未達
2024-01-05,LINE-B,電子部品,268,165,3,10.5,production_styleB_202401.csv,0.6156716417910447,0.01818181818181818,-103,未達
2024-01-05,LINE-B,機械部品,581,561,16,9.4,production_styleB_202401.csv,0.9655765920826161,0.0285204991087344,-20,未達
2024-01-05,LINE-B,樹脂成型,537,495,21,11.6,production_styleB_202401.csv,0.9217877094972067,0.04242424242424243,-42,未達
2024-01-05,LINE-B,金属加工,633,643,31,9.6,production_styleB_202401.csv,1.0157977883096367,0.04821150855365474,10,達成
2024-01-05,LINE-C,電子部品,560,533,4,8.9,production_styleB_202401.csv,0.9517857142857142,0.0075046904315197,-27,未達
2024-01-05,LINE-C,機械部品,310,299,1,7.7,production_styleB_202401.csv,0.964516129032258,0.0033444816053511705,-11,未達
2024-01-05,LINE-C,樹脂成型,431,454,22,10.9,production_styleB_202401.csv,1.0533642691415313,0.048458149779735685,23,達成
2024-01-05,LINE-C,金属加工,770,597,24,7.6,production_styleB_202401.csv,0.7753246753246753,0.04020100502512563,-173,未達
2024-01-05,LINE-D,電子部品,384,395,18,8.1,production_styleB_202401.csv,1.0286458333333333,0.04556962025316456,11,達成
2024-01-05,LINE-D,機械部品,385,373,7,6.9,production_styleB_202401.csv,0.9688311688311688,0.01876675603217158,-12,未達
2024-01-05,LINE-D,樹脂成型,231,161,3,8.7,production_styleB_202401.csv,0.696969696969697,0.018633540372670808,-70,未達
2024-01-05,LINE-D,金属加工,361,366,14,9.4,production_styleB_202401.csv,1.0138504155124655,0.03825136612021858,5,達成
2024-01-05,LINE-E,電子部品,286,242,9,6.3,production_styleB_202401.csv,0.8461538461538461,0.0371900826446281,-44,未達
2024-01-05,LINE-E,機械部品,283,282,6,8.7,production_styleB_202401.csv,0.9964664310954063,0.02127659574468085,-1,未達
2024-01-05,LINE-E,樹脂成型,479,456,7,6.7,production_styleB_202401.csv,0.9519832985386222,0.015350877192982455,-23,未達
2024-01-05,LINE-E,金属加工,698,622,6,11.9,production_styleB_202401.csv,0.8911174785100286,0.00964630225080386,-76,未達
2024-01-06,LINE-A,電子部品,256,168,1,6.8,production_styleB_202401.csv,0.65625,0.005952380952380952,-88,未達
2024-01-06,LINE-A,機械部品,461,385,9,8.6,production_styleB_202401.csv,0.8351409978308026,0.023376623376623377,-76,未達
2024-01-06,LINE-A,樹脂成型,332,335,8,11.0,production_styleB_202401.csv,1.0090361445783131,0.023880597014925373,3,達成
2024-01-06,LINE-A,金属加工,562,429,0,6.1,production_styleB_202401.csv,0.7633451957295374,0.0,-133,未達
2024-01-06,LINE-B,電子部品,279,271,7,10.3,production_styleB_202401.csv,0.9713261648745519,0.025830258302583026,-8,未達
2024-01-06,LINE-B,機械部品,627,577,27,7.0,production_styleB_202401.csv,0.9202551834130781,0.04679376083188908,-50,未達
2024-01-06,LINE-B,樹脂成型,671,721,3,11.1,production_styleB_202401.csv,1.07451564828614,0.004160887656033287,50,達成
2024-01-06,LINE-B,金属加工,449,413,1,11.2,production_styleB_202401.csv,0.9198218262806236,0.002421307506053269,-36,未達
2024-01-06,LINE-C,電子部品,547,565,2,9.8,production_styleB_202401.csv,1.0329067641681902,0.0035398230088495575,18,達成
2024-01-06,LINE-C,機械部品,743,796,13,10.4,production_styleB_202401.csv,1.0713324360699865,0.016331658291457288,53,達成
2024-01-06,LINE-C,樹脂成型,351,296,2,9.6,production_styleB_202401.csv,0.8433048433048433,0.006756756756756757,-55,未達
2024-01-06,LINE-C,金属加工,277,285,7,10.5,production_styleB_202401.csv,1.0288808664259927,0.02456140350877193,8,達成
2024-01-06,LINE-D,電子部品,793,854,24,9.8,production_styleB_202401.csv,1.0769230769230769,0.02810304449648712,61,達成
2024-01-06,LINE-D,機械部品,530,523,3,6.4,production_styleB_202401.csv,0.9867924528301887,0.0057361376673040155,-7,未達
2024-01-06,LINE-D,樹脂成型,652,677,20,8.1,production_styleB_202401.csv,1.0383435582822085,0.029542097488921712,25,達成
2024-01-06,LINE-D,金属加工,275,257,0,11.0,production_styleB_202401.csv,0.9345454545454546,0.0,-18,未達
2024-01-06,LINE-E,電子部品,278,303,1,9.6,production_styleB_202401.csv,1.089928057553957,0.0033003300330033004,25,達成
2024-01-06,LINE-E,機械部品,593,573,22,11.4,production_styleB_202401.csv,0.9662731871838112,0.038394415357766144,-20,未達
2024-01-06,LINE-E,樹脂成型,660,641,6,9.6,production_styleB_202401.csv,0.9712121212121212,0.0093603744149766,-19,未達
2024-01-06,LINE-E,金属加工,713,583,3,11.4,production_styleB_202401.csv,0.8176718092566619,0.005145797598627788,-130,未達
2024-01-07,LINE-A,電子部品,551,454,14,6.2,production_styleB_202401.csv,0.8239564428312159,0.030837004405286344,-97,未達
2024-01-07,LINE-A,機械部品,648,620,18,8.2,production_styleB_202401.csv,0.9567901234567902,0.02903225806451613,-28,未達
2024-01-07,LINE-A,樹脂成型,489,504,17,6.3,production_styleB_202401.csv,1.030674846625767,0.03373015873015873,15,達成
2024-01-07,LINE-A,金属加工,542,334,11,7.7,production_styleB_202401.csv,0.6162361623616236,0.03293413173652695,-208,未達
2024-01-07,LINE-B,電子部品,353,344,2,8.1,production_styleB_202401.csv,0.9745042492917847,0.005813953488372093,-9,未達
2024-01-07,LINE-B,機械部品,601,608,2,9.4,production_styleB_202401.csv,1.0116472545757071,0.003289473684210526,7,達成
2024-01-07,LINE-B,樹脂成型,536,536,22,10.4,production_styleB_202401.csv,1.0,0.041044776119402986,0,達成
2024-01-07,LINE-B,金属加工,739,537,13,6.1,production_styleB_202401.csv,0.7266576454668471,0.024208566108007448,-202,未達
2024-01-07,LINE-C,電子部品,516,445,21,8.9,production_styleB_202401.csv,0.8624031007751938,0.04719101123595506,-71,未達
2024-01-07,LINE-C,機械部品,431,364,5,10.7,production_styleB_202401.csv,0.8445475638051044,0.013736263736263736,-67,未達
2024-01-07,LINE-C,樹脂成型,719,755,33,6.2,production_styleB_202401.csv,1.0500695410292071,0.04370860927152318,36,達成
2024-01-07,LINE-C,金属加工,544,536,16,6.9,production_styleB_202401.csv,0.9852941176470589,0.029850746268656716,-8,未達
2024-01-07,LINE-D,電子部品,385,397,16,7.0,production_styleB_202401.csv,1.0311688311688312,0.04030226700251889,12,達成
2024-01-07,LINE-D,機械部品,648,433,15,11.8,production_styleB_202401.csv,0.6682098765432098,0.03464203233256351,-215,未達
2024-01-07,LINE-D,樹脂成型,491,508,5,7.4,production_styleB_202401.csv,1.034623217922607,0.00984251968503937,17,達成
2024-01-07,LINE-D,金属加工,680,583,19,9.4,production_styleB_202401.csv,0.8573529411764705,0.032590051457975985,-97,未達
2024-01-07,LINE-E,電子部品,651,575,10,9.2,production_styleB_202401.csv,0.8832565284178188,0.017391304347826087,-76,未達
2024-01-07,LINE-E,機械部品,365,379,2,7.5,production_styleB_202401.csv,1.0383561643835617,0.005277044854881266,14,達成
2024-01-07,LINE-E,樹脂成型,692,668,3,11.1,production_styleB_202401.csv,0.9653179190751445,0.004491017964071856,-24,未達
2024-01-07,LINE-E,金属加工,327,336,4,11.4,production_styleB_202401.csv,1.0275229357798166,0.011904761904761904,9,達成
2024-01-01,LINE-A,電子部品,350,289,13,10.9,production_styleC_202401.csv,0.8257142857142857,0.04498269896193772,-61,未達
2024-01-01,LINE-A,機械部品,557,514,10,8.2,production_styleC_202401.csv,0.9228007181328546,0.019455252918287938,-43,未達
2024-01-01,LINE-A,樹脂成型,595,542,0,11.6,production_styleC_202401.csv,0.9109243697478991,0.0,-53,未達
2024-01-01,LINE-A,金属加工,543,456,6,11.0,production_styleC_202401.csv,0.8397790055248618,0.013157894736842105,-87,未達
2024-01-01,LINE-B,電子部品,342,321,9,11.4,production_styleC_202401.csv,0.9385964912280702,0.028037383177570093,-21,未達
2024-01-01,LINE-B,機械部品,219,230,6,10.4,production_styleC_202401.csv,1.0502283105022832,0.02608695652173913,11,達成
2024-01-01,LINE-B,樹脂成型,740,764,9,6.7,production_styleC_202401.csv,1.0324324324324323,0.011780104712041885,24,達成
2024-01-01,LINE-B,金属加工,444,460,10,6.7,production_styleC_202401.csv,1.0360360360360361,0.021739130434782608,16,達成
2024-01-01,LINE-C,電子部品,711,572,14,7.5,production_styleC_202401.csv,0.8045007032348804,0.024475524475524476,-139,未達
2024-01-01,LINE-C,機械部品,347,277,4,9.4,production_styleC_202401.csv,0.7982708933717579,0.01444043321299639,-70,未達
2024-01-01,LINE-C,樹脂成型,391,322,15,6.4,production_styleC_202401.csv,0.8235294117647058,0.046583850931677016,-69,未達
2024-01-01,LINE-C,金属加工,738,764,19,6.1,production_styleC_202401.csv,1.0352303523035231,0.024869109947643978,26,達成
2024-01-01,LINE-D,電子部品,681,458,8,10.5,production_styleC_202401.csv,0.6725403817914831,0.017467248908296942,-223,未達
2024-01-01,LINE-D,機械部品,565,510,18,9.8,production_styleC_202401.csv,0.9026548672566371,0.03529411764705882,-55,未達
2024-01-01,LINE-D,樹脂成型,795,715,1,9.3,production_styleC_202401.csv,0.89937106918239,0.0013986013986013986,-80,未達
2024-01-01,LINE-D,金属加工,379,381,18,8.9,production_styleC_202401.csv,1.0052770448548813,0.047244094488188976,2,達成
2024-01-01,LINE-E,電子部品,386,316,12,8.7,production_styleC_202401.csv,0.8186528497409327,0.0379746835443038,-70,未達
2024-01-01,LINE-E,機械部品,500,518,22,7.9,production_styleC_202401.csv,1.036,0.04247104247104247,18,達成
2024-01-01,LINE-E,樹脂成型,517,567,15,7.5,production_styleC_202401.csv,1.0967117988394584,0.026455026455026454,50,達成
2024-01-01,LINE-E,金属加工,395,418,0,9.9,production_styleC_202401.csv,1.058227848101266,0.0,23,達成
2024-01-02,LINE-A,電子部品,479,436,19,10.5,production_styleC_202401.csv,0.9102296450939458,0.04357798165137615,-43,未達
2024-01-02,LINE-A,機械部品,595,509,17,8.2,production_styleC_202401.csv,0.8554621848739495,0.03339882121807466,-86,未達
2024-01-02,LINE-A,樹脂成型,731,602,12,8.6,production_styleC_202401.csv,0.8235294117647058,0.019933554817275746,-129,未達
2024-01-02,LINE-A,金属加工,384,344,1,10.0,production_styleC_202401.csv,0.8958333333333334,0.0029069767441860465,-40,未達
2024-01-02,LINE-B,電子部品,513,520,4,8.7,production_styleC_202401.csv,1.01364522417154,0.007692307692307693,7,達成
2024-01-02,LINE-B,機械部品,657,502,8,12.0,production_styleC_202401.csv,0.7640791476407914,0.01593625498007968,-155,未達
2024-01-02,LINE-B,樹脂成型,481,499,1,10.0,production_styleC_202401.csv,1.0374220374220373,0.002004008016032064,18,達成
2024-01-02,LINE-B,金属加工,615,639,21,11.7,production_styleC_202401.csv,1.0390243902439025,0.03286384976525822,24,達成
2024-01-02,LINE-C,電子部品,346,347,7,6.8,production_styleC_202401.csv,1.0028901734104045,0.020172910662824207,1,達成
2024-01-02,LINE-C,機械部品,441,401,7,9.4,production_styleC_202401.csv,0.909297052154195,0.017456359102244388,-40,未達
2024-01-02,LINE-C,樹脂成型,357,387,7,10.6,production_styleC_202401.csv,1.084033613445378,0.01808785529715762,30,達成
2024-01-02,LINE-C,金属加工,787,716,11,7.7,production_styleC_202401.csv,0.9097839898348158,0.015363128491620111,-71,未達
2024-01-02,LINE-D,電子部品,316,200,5,11.5,production_styleC_202401.csv,0.6329113924050633,0.025,-116,未達
2024-01-02,LINE-D,機械部品,320,280,6,12.0,production_styleC_202401.csv,0.875,0.02142857142857143,-40,未達
2024-01-02,LINE-D,樹脂成型,492,540,5,6.8,production_styleC_202401.csv,1.0975609756097562,0.009259259259259259,48,達成
2024-01-02,LINE-D,金属加工,275,294,6,6.5,production_styleC_202401.csv,1.069090909090909,0.02040816326530612,19,達成
2024-01-02,LINE-E,電子部品,527,533,14,7.7,production_styleC_202401.csv,1.0113851992409868,0.02626641651031895,6,達成
2024-01-02,LINE-E,機械部品,507,513,23,9.8,production_styleC_202401.csv,1.0118343195266273,0.04483430799220273,6,達成
2024-01-02,LINE-E,樹脂成型,570,476,4,6.8,production_styleC_202401.csv,0.8350877192982457,0.008403361344537815,-94,未達
2024-01-02,LINE-E,金属加工,705,497,9,10.8,production_styleC_202401.csv,0.7049645390070922,0.018108651911468814,-208,未達
2024-01-03,LINE-A,電子部品,764,813,2,8.4,production_styleC_202401.csv,1.0641361256544504,0.0024600246002460025,49,達成
2024-01-03,LINE-A,機械部品,690,711,29,6.4,production_styleC_202401.csv,1.0304347826086957,0.040787623066104076,21,達成
2024-01-03,LINE-A,樹脂成型,524,489,16,8.1,production_styleC_202401.csv,0.933206106870229,0.032719836400818,-35,未達
2024-01-03,LINE-A,金属加工,764,652,31,8.6,production_styleC_202401.csv,0.8534031413612565,0.04754601226993865,-112,未達
2024-01-03,LINE-B,電子部品,256,244,3,7.0,production_styleC_202401.csv,0.953125,0.012295081967213115,-12,未達
2024-01-03,LINE-B,機械部品,430,465,20,11.1,production_styleC_202401.csv,1.0813953488372092,0.043010752688172046,35,達成
2024-01-03,LINE-B,樹脂成型,456,495,6,9.8,production_styleC_202401.csv,1.0855263157894737,0.012121212121212121,39,達成
2024-01-03,LINE-B,金属加工,746,538,15,9.5,production_styleC_202401.csv,0.7211796246648794,0.027881040892193308,-208,未達
2024-01-03,LINE-C,電子部品,375,381,11,11.1,production_styleC_202401.csv,1.016,0.028871391076115485,6,達成
2024-01-03,LINE-C,機械部品,777,593,2,11.7,production_styleC_202401.csv,0.7631917631917632,0.003372681281618887,-184,未達
2024-01-03,LINE-C,樹脂成型,790,681,19,9.7,production_styleC_202401.csv,0.8620253164556962,0.027900146842878122,-109,未達
2024-01-03,LINE-C,金属加工,231,228,3,11.7,production_styleC_202401.csv,0.987012987012987,0.013157894736842105,-3,未達
2024-01-03,LINE-D,電子部品,694,723,14,8.7,production_styleC_202401.csv,1.04178674351585,0.019363762102351315,29,達成
2024-01-03,LINE-D,機械部品,261,241,5,8.0,production_styleC_202401.csv,0.9233716475095786,0.02074688796680498,-20,未達
2024-01-03,LINE-D,樹脂成型,347,352,12,11.2,production_styleC_202401.csv,1.0144092219020173,0.03409090909090909,5,達成
2024-01-03,LINE-D,金属加工,608,553,15,7.9,production_styleC_202401.csv,0.9095394736842105,0.027124773960216998,-55,未達
2024-01-03,LINE-E,電子部品,677,632,4,6.3,production_styleC_202401.csv,0.9335302806499262,0.006329113924050633,-45,未達
2024-01-03,LINE-E,機械部品,593,548,26,11.4,production_styleC_202401.csv,0.924114671163575,0.04744525547445255,-45,未達
2024-01-03,LINE-E,樹脂成型,535,543,5,7.0,production_styleC_202401.csv,1.0149532710280373,0.009208103130755065,8,達成
2024-01-03,LINE-E,金属加工,727,773,19,6.5,production_styleC_202401.csv,1.0632737276478679,0.02457956015523933,46,達成
2024-01-04,LINE-A,電子部品,602,656,7,8.1,production_styleC_202401.csv,1.089700996677741,0.010670731707317074,54,達成
2024-01-04,LINE-A,機械部品,251,245,10,10.0,production_styleC_202401.csv,0.9760956175298805,0.04081632653061224,-6,未達
2024-01-04,LINE-A,樹脂成型,492,518,11,11.3,production_styleC_202401.csv,1.0528455284552845,0.021235521235521235,26,達成
2024-01-04,LINE-A,金属加工,574,522,10,9.4,production_styleC_202401.csv,0.9094076655052264,0.019157088122605363,-52,未達
2024-01-04,LINE-B,電子部品,399,353,6,8.7,production_styleC_202401.csv,0.8847117794486216,0.0169971671388102,-46,未達
2024-01-04,LINE-B,機械部品,763,836,28,6.7,production_styleC_202401.csv,1.0956749672346002,0.03349282296650718,73,達成
2024-01-04,LINE-B,樹脂成型,299,310,5,11.6,production_styleC_202401.csv,1.0367892976588629,0.016129032258064516,11,達成
2024-01-04,LINE-B,金属加工,347,330,8,6.3,production_styleC_202401.csv,0.9510086455331412,0.024242424242424242,-17,未達
2024-01-04,LINE-C,電子部品,340,354,9,6.9,production_styleC_202401.csv,1.0411764705882354,0.025423728813559324,14,達成
2024-01-04,LINE-C,機械部品,727,784,12,8.4,production_styleC_202401.csv,1.078404401650619,0.015306122448979591,57,達成
2024-01-04,LINE-C,樹脂成型,506,481,12,8.9,production_styleC_202401.csv,0.950592885375494,0.02494802494802495,-25,未達
2024-01-04,LINE-C,金属加工,776,810,14,10.0,production_styleC_202401.csv,1.0438144329896908,0.01728395061728395,34,達成
2024-01-04,LINE-D,電子部品,626,650,23,10.1,production_styleC_202401.csv,1.038338658146965,0.03538461538461538,24,達成
2024-01-04,LINE-D,機械部品,227,199,6,11.8,production_styleC_202401.csv,0.8766519823788547,0.03015075376884422,-28,未達
2024-01-04,LINE-D,樹脂成型,792,805,23,7.0,production_styleC_202401.csv,1.0164141414141414,0.02857142857142857,13,達成
2024-01-04,LINE-D,金属加工,589,591,0,11.7,production_styleC_202401.csv,1.00339558573854,0.0,2,達成
2024-01-04,LINE-E,電子部品,312,290,6,8.5,production_styleC_202401.csv,0.9294871794871795,0.020689655172413793,-22,未達
2024-01-04,LINE-E,機械部品,408,421,19,11.2,production_styleC_202401.csv,1.0318627450980393,0.04513064133016627,13,達成
2024-01-04,LINE-E,樹脂成型,263,251,7,12.0,production_styleC_202401.csv,0.9543726235741445,0.027888446215139442,-12,未達
2024-01-04,LINE-E,金属加工,689,616,5,11.5,production_styleC_202401.csv,0.8940493468795355,0.008116883116883116,-73,未達
2024-01-05,LINE-A,電子部品,550,551,23,10.1,production_styleC_202401.csv,1.0018181818181817,0.041742286751361164,1,達成
2024-01-05,LINE-A,機械部品,470,403,4,9.3,production_styleC_202401.csv,0.8574468085106383,0.009925558312655087,-67,未達
2024-01-05,LINE-A,樹脂成型,430,470,18,10.2,production_styleC_202401.csv,1.0930232558139534,0.03829787234042553,40,達成
2024-01-05,LINE-A,金属加工,700,633,29,10.8,production_styleC_202401.csv,0.9042857142857142,0.045813586097946286,-67,未達
2024-01-05,LINE-B,電子部品,480,466,12,11.4,production_styleC_202401.csv,0.9708333333333333,0.02575107296137339,-14,未達
2024-01-05,LINE-B,機械部品,604,656,26,7.7,production_styleC_202401.csv,1.086092715231788,0.039634146341463415,52,達成
2024-01-05,LINE-B,樹脂成型,494,406,18,9.9,production_styleC_202401.csv,0.8218623481781376,0.04433497536945813,-88,未達
2024-01-05,LINE-B,金属加工,690,723,9,9.4,production_styleC_202401.csv,1.0478260869565217,0.012448132780082987,33,達成
2024-01-05,LINE-C,電子部品,478,470,13,7.5,production_styleC_202401.csv,0.9832635983263598,0.027659574468085105,-8,未達
2024-01-05,LINE-C,機械部品,743,646,3,8.0,production_styleC_202401.csv,0.8694481830417228,0.0046439628482972135,-97,未達
2024-01-05,LINE-C,樹脂成型,683,704,0,9.3,production_styleC_202401.csv,1.0307467057101025,0.0,21,達成
2024-01-05,LINE-C,金属加工,361,390,17,8.9,production_styleC_202401.csv,1.080332409972299,0.04358974358974359,29,達成
2024-01-05,LINE-D,電子部品,404,358,5,6.4,production_styleC_202401.csv,0.8861386138613861,0.013966480446927373,-46,未達
2024-01-05,LINE-D,機械部品,291,253,9,11.1,production_styleC_202401.csv,0.8694158075601375,0.03557312252964427,-38,未達
2024-01-05,LINE-D,樹脂成型,238,202,8,7.1,production_styleC_202401.csv,0.8487394957983193,0.039603960396039604,-36,未達
2024-01-05,LINE-D,金属加工,237,217,5,11.6,production_styleC_202401.csv,0.9156118143459916,0.02304147465437788,-20,未達
2024-01-05,LINE-E,電子部品,496,398,11,6.6,production_styleC_202401.csv,0.8024193548387096,0.02763819095477387,-98,未達
2024-01-05,LINE-E,機械部品,543,595,16,9.0,production_styleC_202401.csv,1.0957642725598526,0.02689075630252101,52,達成
2024-01-05,LINE-E,樹脂成型,337,316,3,6.7,production_styleC_202401.csv,0.9376854599406528,0.00949367088607595,-21,未達
2024-01-05,LINE-E,金属加工,366,363,13,6.1,production_styleC_202401.csv,0.9918032786885246,0.03581267217630854,-3,未達
2024-01-06,LINE-A,電子部品,545,528,19,7.1,production_styleC_202401.csv,0.9688073394495413,0.03598484848484849,-17,未達
2024-01-06,LINE-A,機械部品,615,587,2,10.0,production_styleC_202401.csv,0.9544715447154472,0.0034071550255536627,-28,未達
2024-01-06,LINE-A,樹脂成型,389,366,17,6.0,production_styleC_202401.csv,0.9408740359897172,0.04644808743169399,-23,未達
2024-01-06,LINE-A,金属加工,592,607,28,7.8,production_styleC_202401.csv,1.025337837837838,0.04612850082372323,15,達成
2024-01-06,LINE-B,電子部品,786,569,19,6.4,production_styleC_202401.csv,0.7239185750636132,0.033391915641476276,-217,未達
2024-01-06,LINE-B,機械部品,321,272,9,11.5,production_styleC_202401.csv,0.8473520249221184,0.03308823529411765,-49,未達
2024-01-06,LINE-B,樹脂成型,518,513,24,8.2,production_styleC_202401.csv,0.9903474903474904,0.04678362573099415,-5,未達
2024-01-06,LINE-B,金属加工,426,357,2,10.5,production_styleC_202401.csv,0.8380281690140845,0.0056022408963585435,-69,未達
2024-01-06,LINE-C,電子部品,582,561,13,9.2,production_styleC_202401.csv,0.9639175257731959,0.023172905525846704,-21,未達
2024-01-06,LINE-C,機械部品,423,424,12,10.7,production_styleC_202401.csv,1.0023640661938533,0.02830188679245283,1,達成
2024-01-06,LINE-C,樹脂成型,738,746,2,9.4,production_styleC_202401.csv,1.010840108401084,0.002680965147453083,8,達成
2024-01-06,LINE-C,金属加工,263,281,2,9.2,production_styleC_202401.csv,1.0684410646387832,0.0071174377224199285,18,達成
2024-01-06,LINE-D,電子部品,368,351,2,7.2,production_styleC_202401.csv,0.9538043478260869,0.005698005698005698,-17,未達
2024-01-06,LINE-D,機械部品,797,852,18,6.3,production_styleC_202401.csv,1.06900878293601,0.02112676056338028,55,達成
2024-01-06,LINE-D,樹脂成型,335,313,0,8.8,production_styleC_202401.csv,0.9343283582089552,0.0,-22,未達
2024-01-06,LINE-D,金属加工,515,473,19,10.5,production_styleC_202401.csv,0.9184466019417475,0.040169133192389,-42,未達
2024-01-06,LINE-E,電子部品,792,538,18,9.2,production_styleC_202401.csv,0.6792929292929293,0.03345724907063197,-254,未達
2024-01-06,LINE-E,機械部品,261,214,9,6.2,production_styleC_202401.csv,0.8199233716475096,0.04205607476635514,-47,未達
2024-01-06,LINE-E,樹脂成型,618,519,16,10.4,production_styleC_202401.csv,0.8398058252427184,0.030828516377649325,-99,未達
2024-01-06,LINE-E,金属加工,630,672,15,11.5,production_styleC_202401.csv,1.0666666666666667,0.022321428571428572,42,達成
2024-01-07,LINE-A,電子部品,586,588,19,9.2,production_styleC_202401.csv,1.0034129692832765,0.03231292517006803,2,達成
2024-01-07,LINE-A,機械部品,556,610,11,6.8,production_styleC_202401.csv,1.0971223021582734,0.018032786885245903,54,達成
2024-01-07,LINE-A,樹脂成型,428,439,21,8.8,production_styleC_202401.csv,1.0257009345794392,0.04783599088838269,11,達成
2024-01-07,LINE-A,金属加工,757,691,7,8.8,production_styleC_202401.csv,0.9128137384412153,0.010130246020260492,-66,未達
2024-01-07,LINE-B,電子部品,358,387,14,6.7,production_styleC_202401.csv,1.0810055865921788,0.03617571059431524,29,達成
2024-01-07,LINE-B,機械部品,629,679,30,7.4,production_styleC_202401.csv,1.0794912559618441,0.044182621502209134,50,達成
2024-01-07,LINE-B,樹脂成型,268,217,6,10.2,production_styleC_202401.csv,0.8097014925373134,0.027649769585253458,-51,未達
2024-01-07,LINE-B,金属加工,249,202,4,9.2,production_styleC_202401.csv,0.8112449799196787,0.019801980198019802,-47,未達
2024-01-07,LINE-C,電子部品,257,282,3,11.5,production_styleC_202401.csv,1.0972762645914398,0.010638297872340425,25,達成
2024-01-07,LINE-C,機械部品,789,772,25,7.9,production_styleC_202401.csv,0.9784537389100126,0.03238341968911917,-17,未達
2024-01-07,LINE-C,樹脂成型,509,557,14,8.5,production_styleC_202401.csv,1.0943025540275049,0.025134649910233394,48,達成
2024-01-07,LINE-C,金属加工,481,375,16,11.5,production_styleC_202401.csv,0.7796257796257796,0.042666666666666665,-106,未達
2024-01-07,LINE-D,電子部品,637,518,8,9.9,production_styleC_202401.csv,0.8131868131868132,0.015444015444015444,-119,未達
2024-01-07,LINE-D,機械部品,590,528,10,6.9,production_styleC_202401.csv,0.8949152542372881,0.01893939393939394,-62,未達
2024-01-07,LINE-D,樹脂成型,585,562,6,7.4,production_styleC_202401.csv,0.9606837606837607,0.010676156583629894,-23,未達
2024-01-07,LINE-D,金属加工,347,372,10,11.8,production_styleC_202401.csv,1.0720461095100864,0.026881720430107527,25,達成
2024-01-07,LINE-E,電子部品,770,705,8,8.0,production_styleC_202401.csv,0.9155844155844156,0.011347517730496455,-65,未達
2024-01-07,LINE-E,機械部品,280,295,1,10.3,production_styleC_202401.csv,1.0535714285714286,0.003389830508474576,15,達成
2024-01-07,LINE-E,樹脂成型,395,265,8,6.2,production_styleC_202401.csv,0.6708860759493671,0.03018867924528302,-130,未達
2024-01-07,LINE-E,金属加工,274,281,10,9.4,production_styleC_202401.csv,1.0255474452554745,0.03558718861209965,7,達成
