date,inquiry_id,agent,area,property_type,channel,status,is_contracted,contract_amount,amount_imputed,source_file
2024-01-28,INQ-新宿-0074,山田,新宿区,マンション,店頭来店,問い合わせ,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-13,INQ-新宿-0075,山田,新宿区,マンション,SNS広告,成約,1,9304.0,False,02_新宿区_inquiry_202401.csv
2024-01-22,INQ-新宿-0076,田中,新宿区,戸建て,ポータルサイト,問い合わせ,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-19,INQ-新宿-0077,佐藤,新宿区,マンション,チラシ,内見,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-04,INQ-新宿-0078,中村,新宿区,事務所,SNS広告,問い合わせ,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-26,INQ-新宿-0079,中村,新宿区,戸建て,紹介,内見,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-13,INQ-新宿-0080,山田,新宿区,事務所,ポータルサイト,問い合わせ,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-19,INQ-新宿-0081,山田,新宿区,土地,SNS広告,成約,1,7755.0,False,02_新宿区_inquiry_202401.csv
2024-01-02,INQ-新宿-0082,中村,新宿区,マンション,チラシ,問い合わせ,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-07,INQ-新宿-0083,鈴木,新宿区,土地,紹介,問い合わせ,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-06,INQ-新宿-0084,鈴木,新宿区,戸建て,SNS広告,内見,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-06,INQ-新宿-0085,田中,新宿区,事務所,SNS広告,成約,1,9451.0,False,02_新宿区_inquiry_202401.csv
2024-01-20,INQ-新宿-0086,山田,新宿区,土地,ポータルサイト,問い合わせ,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-10,INQ-新宿-0087,佐藤,新宿区,事務所,ポータルサイト,内見,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-08,INQ-新宿-0088,佐藤,新宿区,戸建て,ポータルサイト,内見,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-18,INQ-新宿-0089,鈴木,新宿区,戸建て,店頭来店,申し込み,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-27,INQ-新宿-0090,鈴木,新宿区,マンション,ポータルサイト,問い合わせ,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-26,INQ-新宿-0091,佐藤,新宿区,土地,ポータルサイト,問い合わせ,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-15,INQ-新宿-0092,佐藤,新宿区,事務所,チラシ,問い合わせ,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-17,INQ-新宿-0093,中村,新宿区,事務所,ポータルサイト,内見,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-20,INQ-新宿-0094,田中,新宿区,事務所,紹介,問い合わせ,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-20,INQ-新宿-0095,佐藤,新宿区,マンション,ポータルサイト,内見,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-31,INQ-新宿-0096,中村,新宿区,マンション,チラシ,内見,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-22,INQ-新宿-0097,佐藤,新宿区,マンション,紹介,内見,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-06,INQ-新宿-0098,山田,新宿区,事務所,店頭来店,問い合わせ,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-06,INQ-新宿-0099,中村,新宿区,事務所,SNS広告,成約,1,9728.0,False,02_新宿区_inquiry_202401.csv
2024-01-16,INQ-新宿-0100,田中,新宿区,事務所,ポータルサイト,内見,0,0.0,False,02_新宿区_inquiry_202401.csv
2024-01-11,INQ-港区-0001,佐藤,港区,マンション,店頭来店,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-11,INQ-港区-0002,山田,港区,事務所,ポータルサイト,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-31,INQ-港区-0003,山田,港区,マンション,SNS広告,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-11,INQ-港区-0004,佐藤,港区,土地,ポータルサイト,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-25,INQ-港区-0005,山田,港区,マンション,紹介,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-18,INQ-港区-0006,山田,港区,事務所,ポータルサイト,成約,1,22890.0,False,03_港区_問い合わせ_202401.csv
2024-01-17,INQ-港区-0007,佐藤,港区,事務所,SNS広告,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-25,INQ-港区-0008,田中,港区,戸建て,ポータルサイト,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-05,INQ-港区-0009,佐藤,港区,事務所,店頭来店,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-16,INQ-港区-0010,田中,港区,マンション,チラシ,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-20,INQ-港区-0011,鈴木,港区,戸建て,ポータルサイト,成約,1,12467.0,False,03_港区_問い合わせ_202401.csv
2024-01-01,INQ-港区-0012,中村,港区,事務所,ポータルサイト,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-27,INQ-港区-0013,田中,港区,事務所,チラシ,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-21,INQ-港区-0014,鈴木,港区,事務所,チラシ,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-10,INQ-港区-0015,中村,港区,土地,ポータルサイト,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-16,INQ-港区-0016,山田,港区,戸建て,SNS広告,申し込み,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-05,INQ-港区-0017,山田,港区,戸建て,チラシ,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-17,INQ-港区-0018,鈴木,港区,マンション,ポータルサイト,成約,1,17022.0,False,03_港区_問い合わせ_202401.csv
2024-01-26,INQ-港区-0019,山田,港区,土地,チラシ,申し込み,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-17,INQ-港区-0020,佐藤,港区,マンション,ポータルサイト,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-10,INQ-港区-0021,中村,港区,事務所,店頭来店,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-15,INQ-港区-0022,中村,港区,事務所,ポータルサイト,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-18,INQ-港区-0023,中村,港区,事務所,SNS広告,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-11,INQ-港区-0024,鈴木,港区,戸建て,SNS広告,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-08,INQ-港区-0025,山田,港区,マンション,ポータルサイト,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-16,INQ-港区-0026,山田,港区,事務所,チラシ,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-26,INQ-港区-0027,鈴木,港区,事務所,チラシ,成約,1,24933.0,False,03_港区_問い合わせ_202401.csv
2024-01-05,INQ-港区-0028,中村,港区,土地,店頭来店,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-28,INQ-港区-0029,山田,港区,マンション,SNS広告,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-15,INQ-港区-0030,田中,港区,戸建て,ポータルサイト,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-21,INQ-港区-0031,鈴木,港区,マンション,SNS広告,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-09,INQ-港区-0032,佐藤,港区,事務所,SNS広告,申し込み,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-28,INQ-港区-0033,佐藤,港区,事務所,チラシ,申し込み,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-21,INQ-港区-0034,山田,港区,マンション,SNS広告,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-08,INQ-港区-0035,佐藤,港区,戸建て,紹介,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-14,INQ-港区-0036,田中,港区,マンション,ポータルサイト,申し込み,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-23,INQ-港区-0037,佐藤,港区,マンション,ポータルサイト,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-26,INQ-港区-0038,田中,港区,土地,ポータルサイト,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-14,INQ-港区-0039,鈴木,港区,戸建て,SNS広告,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-19,INQ-港区-0040,鈴木,港区,戸建て,ポータルサイト,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-20,INQ-港区-0041,山田,港区,戸建て,SNS広告,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-19,INQ-港区-0042,鈴木,港区,戸建て,SNS広告,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-09,INQ-港区-0043,山田,港区,土地,紹介,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-29,INQ-港区-0044,山田,港区,土地,紹介,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-06,INQ-港区-0045,田中,港区,事務所,チラシ,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-19,INQ-港区-0046,佐藤,港区,事務所,紹介,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-15,INQ-港区-0047,佐藤,港区,戸建て,チラシ,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-28,INQ-港区-0048,山田,港区,マンション,ポータルサイト,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-19,INQ-港区-0049,佐藤,港区,土地,チラシ,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-10,INQ-港区-0050,田中,港区,事務所,ポータルサイト,成約,1,14770.0,False,03_港区_問い合わせ_202401.csv
2024-01-19,INQ-港区-0051,田中,港区,事務所,店頭来店,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-29,INQ-港区-0052,佐藤,港区,戸建て,SNS広告,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-12,INQ-港区-0053,鈴木,港区,戸建て,SNS広告,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-22,INQ-港区-0054,鈴木,港区,マンション,店頭来店,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-21,INQ-港区-0055,田中,港区,土地,紹介,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-02,INQ-港区-0056,中村,港区,土地,紹介,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-03,INQ-港区-0057,佐藤,港区,土地,紹介,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-06,INQ-港区-0058,鈴木,港区,戸建て,紹介,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-29,INQ-港区-0059,佐藤,港区,土地,店頭来店,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-09,INQ-港区-0060,山田,港区,土地,紹介,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-11,INQ-港区-0061,田中,港区,事務所,チラシ,申し込み,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-05,INQ-港区-0062,鈴木,港区,事務所,チラシ,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-26,INQ-港区-0063,中村,港区,土地,ポータルサイト,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-13,INQ-港区-0064,田中,港区,土地,SNS広告,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-15,INQ-港区-0065,佐藤,港区,土地,SNS広告,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-27,INQ-港区-0066,佐藤,港区,マンション,紹介,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-16,INQ-港区-0067,田中,港区,土地,店頭来店,申し込み,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-08,INQ-港区-0068,田中,港区,事務所,店頭来店,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-10,INQ-港区-0069,山田,港区,マンション,ポータルサイト,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-31,INQ-港区-0070,田中,港区,土地,チラシ,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-04,INQ-港区-0071,田中,港区,戸建て,店頭来店,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-05,INQ-港区-0072,山田,港区,事務所,ポータルサイト,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-31,INQ-港区-0073,中村,港区,事務所,SNS広告,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-24,INQ-港区-0074,鈴木,港区,事務所,紹介,成約,1,23985.0,False,03_港区_問い合わせ_202401.csv
2024-01-27,INQ-港区-0075,山田,港区,事務所,チラシ,申し込み,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-09,INQ-港区-0076,田中,港区,土地,ポータルサイト,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-15,INQ-港区-0077,鈴木,港区,土地,ポータルサイト,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-22,INQ-港区-0078,佐藤,港区,土地,ポータルサイト,問い合わせ,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-09,INQ-港区-0079,鈴木,港区,マンション,チラシ,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-27,INQ-港区-0080,山田,港区,マンション,紹介,内見,0,0.0,False,03_港区_問い合わせ_202401.csv
2024-01-21,INQ-世田-0001,中村,世田谷区,マンション,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-11,INQ-世田-0002,鈴木,世田谷区,戸建て,紹介,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-07,INQ-世田-0003,田中,世田谷区,戸建て,SNS広告,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-27,INQ-世田-0004,鈴木,世田谷区,土地,紹介,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-26,INQ-世田-0005,中村,世田谷区,マンション,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-05,INQ-世田-0006,鈴木,世田谷区,土地,紹介,成約,1,11773.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-04,INQ-世田-0007,田中,世田谷区,戸建て,ポータルサイト,申し込み,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-26,INQ-世田-0008,鈴木,世田谷区,土地,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-09,INQ-世田-0009,田中,世田谷区,戸建て,紹介,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-17,INQ-世田-0010,田中,世田谷区,マンション,SNS広告,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-25,INQ-世田-0011,佐藤,世田谷区,マンション,SNS広告,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-08,INQ-世田-0012,中村,世田谷区,マンション,紹介,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-30,INQ-世田-0013,中村,世田谷区,土地,SNS広告,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-31,INQ-世田-0014,田中,世田谷区,マンション,チラシ,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-28,INQ-世田-0015,山田,世田谷区,事務所,紹介,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-16,INQ-世田-0016,山田,世田谷区,マンション,店頭来店,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-11,INQ-世田-0017,中村,世田谷区,戸建て,ポータルサイト,成約,1,7650.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-09,INQ-世田-0018,中村,世田谷区,土地,ポータルサイト,成約,1,6932.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-20,INQ-世田-0019,中村,世田谷区,土地,SNS広告,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-20,INQ-世田-0020,山田,世田谷区,マンション,紹介,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-04,INQ-世田-0021,中村,世田谷区,戸建て,ポータルサイト,成約,1,7802.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-29,INQ-世田-0022,鈴木,世田谷区,事務所,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-15,INQ-世田-0023,山田,世田谷区,事務所,紹介,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-11,INQ-世田-0024,山田,世田谷区,土地,紹介,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-12,INQ-世田-0025,鈴木,世田谷区,事務所,ポータルサイト,申し込み,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-27,INQ-世田-0026,田中,世田谷区,マンション,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-24,INQ-世田-0027,佐藤,世田谷区,戸建て,SNS広告,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-19,INQ-世田-0028,中村,世田谷区,土地,紹介,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-14,INQ-世田-0029,佐藤,世田谷区,事務所,店頭来店,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-24,INQ-世田-0030,田中,世田谷区,土地,SNS広告,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-12,INQ-世田-0031,田中,世田谷区,戸建て,ポータルサイト,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-16,INQ-世田-0032,鈴木,世田谷区,マンション,ポータルサイト,申し込み,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-18,INQ-世田-0033,佐藤,世田谷区,マンション,紹介,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-19,INQ-世田-0034,鈴木,世田谷区,事務所,店頭来店,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-25,INQ-世田-0035,中村,世田谷区,マンション,SNS広告,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-22,INQ-世田-0036,佐藤,世田谷区,マンション,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-23,INQ-世田-0037,佐藤,世田谷区,土地,ポータルサイト,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-06,INQ-世田-0038,鈴木,世田谷区,事務所,ポータルサイト,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-24,INQ-世田-0039,田中,世田谷区,マンション,紹介,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-07,INQ-世田-0040,山田,世田谷区,事務所,SNS広告,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-06,INQ-世田-0041,佐藤,世田谷区,土地,紹介,成約,1,10725.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-25,INQ-世田-0042,中村,世田谷区,マンション,店頭来店,成約,1,9282.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-05,INQ-世田-0043,鈴木,世田谷区,マンション,紹介,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-09,INQ-世田-0044,山田,世田谷区,事務所,SNS広告,成約,1,6310.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-15,INQ-世田-0045,山田,世田谷区,土地,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-17,INQ-世田-0046,田中,世田谷区,土地,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-10,INQ-世田-0047,中村,世田谷区,事務所,SNS広告,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-10,INQ-世田-0048,田中,世田谷区,戸建て,ポータルサイト,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-20,INQ-世田-0049,田中,世田谷区,マンション,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-31,INQ-世田-0050,鈴木,世田谷区,戸建て,紹介,申し込み,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-10,INQ-世田-0051,佐藤,世田谷区,マンション,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-24,INQ-世田-0052,山田,世田谷区,戸建て,ポータルサイト,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-18,INQ-世田-0053,鈴木,世田谷区,土地,ポータルサイト,成約,1,9679.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-28,INQ-世田-0054,田中,世田谷区,事務所,ポータルサイト,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-30,INQ-世田-0055,田中,世田谷区,土地,SNS広告,成約,1,8311.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-19,INQ-世田-0056,山田,世田谷区,事務所,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-13,INQ-世田-0057,田中,世田谷区,土地,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-31,INQ-世田-0058,中村,世田谷区,事務所,店頭来店,申し込み,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-30,INQ-世田-0059,佐藤,世田谷区,マンション,ポータルサイト,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-04,INQ-世田-0060,鈴木,世田谷区,事務所,SNS広告,成約,1,11141.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-17,INQ-世田-0061,田中,世田谷区,事務所,店頭来店,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-24,INQ-世田-0062,佐藤,世田谷区,戸建て,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-06,INQ-世田-0063,田中,世田谷区,マンション,SNS広告,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-07,INQ-世田-0064,佐藤,世田谷区,土地,紹介,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-27,INQ-世田-0065,鈴木,世田谷区,戸建て,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-09,INQ-世田-0066,鈴木,世田谷区,戸建て,SNS広告,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-25,INQ-世田-0067,田中,世田谷区,戸建て,チラシ,申し込み,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-21,INQ-世田-0068,山田,世田谷区,事務所,紹介,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-25,INQ-世田-0069,中村,世田谷区,事務所,紹介,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-29,INQ-世田-0070,中村,世田谷区,土地,店頭来店,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-21,INQ-世田-0071,佐藤,世田谷区,戸建て,ポータルサイト,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-16,INQ-世田-0072,山田,世田谷区,土地,紹介,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-19,INQ-世田-0073,田中,世田谷区,土地,SNS広告,申し込み,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-10,INQ-世田-0074,山田,世田谷区,事務所,ポータルサイト,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-12,INQ-世田-0075,佐藤,世田谷区,マンション,SNS広告,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-28,INQ-世田-0076,田中,世田谷区,事務所,SNS広告,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-18,INQ-世田-0077,田中,世田谷区,事務所,店頭来店,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-19,INQ-世田-0078,鈴木,世田谷区,土地,SNS広告,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-17,INQ-世田-0079,鈴木,世田谷区,マンション,SNS広告,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-26,INQ-世田-0080,佐藤,世田谷区,マンション,SNS広告,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-06,INQ-世田-0081,田中,世田谷区,戸建て,紹介,成約,1,7129.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-15,INQ-世田-0082,中村,世田谷区,戸建て,ポータルサイト,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-30,INQ-世田-0083,佐藤,世田谷区,事務所,ポータルサイト,成約,1,7846.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-11,INQ-世田-0084,中村,世田谷区,マンション,紹介,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-21,INQ-世田-0085,佐藤,世田谷区,マンション,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-18,INQ-世田-0086,山田,世田谷区,土地,ポータルサイト,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-28,INQ-世田-0087,中村,世田谷区,戸建て,ポータルサイト,成約,1,10584.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-19,INQ-世田-0088,鈴木,世田谷区,土地,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-21,INQ-世田-0089,山田,世田谷区,戸建て,SNS広告,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-31,INQ-世田-0090,田中,世田谷区,土地,SNS広告,成約,1,10139.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-21,INQ-世田-0091,佐藤,世田谷区,戸建て,紹介,成約,1,6415.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-27,INQ-世田-0092,中村,世田谷区,マンション,SNS広告,申し込み,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-14,INQ-世田-0093,中村,世田谷区,土地,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-10,INQ-世田-0094,鈴木,世田谷区,戸建て,ポータルサイト,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-25,INQ-世田-0095,山田,世田谷区,戸建て,ポータルサイト,問い合わせ,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
2024-01-05,INQ-世田-0096,鈴木,世田谷区,マンション,ポータルサイト,内見,0,0.0,False,04_世田谷区_問い合わせ_202401.csv
