enroll_date,enroll_no,course_name,learner_type,study_hours,test_score,status,satisfaction,source_file,is_completed,score_grade,dropout_risk
2024-01-22,ENR-B-0069,Excel基礎,中堅社員,10.6,69.0,受講中,4.0,02_enrollment_styleB.csv,0,合格,高
2024-01-05,ENR-B-0070,ビジネス英語,新入社員,27.2,87.0,修了,1.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-16,ENR-B-0071,ビジネス英語,中堅社員,24.0,29.0,受講中,1.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-31,ENR-B-0072,Excel基礎,新入社員,32.7,77.0,修了,2.0,02_enrollment_styleB.csv,1,合格,低
2024-01-24,ENR-B-0073,プレゼン技術,中堅社員,18.2,55.0,受講中,4.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-13,ENR-B-0074,プレゼン技術,中堅社員,28.5,73.0,修了,1.0,02_enrollment_styleB.csv,1,合格,低
2024-01-21,ENR-B-0075,Pythonプログラミング,新入社員,24.8,68.0,修了,3.0,02_enrollment_styleB.csv,1,合格,低
2024-01-06,ENR-B-0076,Excel基礎,新入社員,13.3,77.0,修了,5.0,02_enrollment_styleB.csv,1,合格,低
2024-01-29,ENR-B-0077,プレゼン技術,中堅社員,25.8,100.0,修了,2.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-27,ENR-B-0078,リーダーシップ,新入社員,39.7,86.0,修了,1.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-16,ENR-B-0079,ビジネス英語,新入社員,11.0,36.0,受講中,2.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-03,ENR-B-0080,Excel基礎,新入社員,32.2,61.0,修了,3.0,02_enrollment_styleB.csv,1,合格,低
2024-01-15,ENR-B-0081,Excel基礎,新入社員,5.5,38.0,受講中,2.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-06,ENR-B-0082,ビジネス英語,中堅社員,22.9,76.0,受講中,1.0,02_enrollment_styleB.csv,0,合格,低
2024-01-20,ENR-B-0083,リーダーシップ,中堅社員,3.3,11.0,中途離脱,1.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-16,ENR-B-0084,Excel基礎,新入社員,6.1,36.0,中途離脱,3.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-01,ENR-B-0085,ビジネス英語,新入社員,15.8,63.0,修了,5.0,02_enrollment_styleB.csv,1,合格,低
2024-01-27,ENR-B-0086,ビジネス英語,新入社員,28.4,82.0,修了,4.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-13,ENR-B-0087,ビジネス英語,中堅社員,32.4,87.0,修了,4.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-02,ENR-B-0088,プレゼン技術,新入社員,19.7,90.0,修了,3.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-28,ENR-B-0089,ビジネス英語,中堅社員,35.0,73.0,修了,2.0,02_enrollment_styleB.csv,1,合格,低
2024-01-15,ENR-B-0090,Excel基礎,管理職,32.6,88.0,修了,5.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-12,ENR-B-0091,プレゼン技術,新入社員,37.1,80.0,修了,2.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-19,ENR-B-0092,プレゼン技術,新入社員,35.2,75.0,修了,2.0,02_enrollment_styleB.csv,1,合格,低
2024-01-19,ENR-B-0093,Pythonプログラミング,新入社員,25.0,80.0,修了,3.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-04,ENR-B-0094,ビジネス英語,新入社員,11.2,80.0,受講中,5.0,02_enrollment_styleB.csv,0,優秀,高
2024-01-20,ENR-B-0095,リーダーシップ,中堅社員,13.7,85.0,修了,1.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-11,ENR-B-0096,リーダーシップ,新入社員,14.1,70.0,修了,1.0,02_enrollment_styleB.csv,1,合格,低
2024-01-19,ENR-B-0097,プレゼン技術,管理職,22.3,98.0,修了,3.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-10,ENR-B-0098,リーダーシップ,管理職,27.2,83.0,修了,1.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-13,ENR-B-0099,リーダーシップ,新入社員,30.5,71.0,修了,3.0,02_enrollment_styleB.csv,1,合格,低
2024-01-20,ENR-B-0100,Pythonプログラミング,管理職,9.8,40.0,中途離脱,4.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-28,ENR-B-0101,Excel基礎,新入社員,32.4,79.0,修了,4.0,02_enrollment_styleB.csv,1,合格,低
2024-01-29,ENR-B-0102,Excel基礎,新入社員,31.1,71.0,修了,5.0,02_enrollment_styleB.csv,1,合格,低
2024-01-20,ENR-B-0103,Pythonプログラミング,中堅社員,35.7,92.0,修了,1.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-04,ENR-B-0104,プレゼン技術,新入社員,18.8,65.0,受講中,3.0,02_enrollment_styleB.csv,0,合格,低
2024-01-21,ENR-B-0105,ビジネス英語,中堅社員,28.9,82.0,修了,3.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-31,ENR-B-0106,Excel基礎,管理職,39.5,66.0,修了,2.0,02_enrollment_styleB.csv,1,合格,低
2024-01-26,ENR-B-0107,リーダーシップ,中堅社員,19.2,59.0,受講中,4.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-11,ENR-B-0108,プレゼン技術,新入社員,1.7,15.0,中途離脱,1.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-16,ENR-B-0109,Excel基礎,管理職,23.7,91.0,修了,5.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-31,ENR-B-0110,Pythonプログラミング,新入社員,12.7,26.0,受講中,5.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-08,ENR-B-0111,リーダーシップ,中堅社員,20.3,33.0,受講中,4.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-03,ENR-B-0112,ビジネス英語,中堅社員,25.8,82.0,修了,5.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-09,ENR-B-0113,ビジネス英語,中堅社員,34.3,97.0,修了,2.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-02,ENR-B-0114,リーダーシップ,中堅社員,4.0,48.0,中途離脱,1.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-12,ENR-B-0115,リーダーシップ,新入社員,29.6,64.0,修了,4.0,02_enrollment_styleB.csv,1,合格,低
2024-01-23,ENR-B-0116,ビジネス英語,中堅社員,32.8,60.0,修了,5.0,02_enrollment_styleB.csv,1,合格,低
2024-01-23,ENR-B-0117,Excel基礎,管理職,33.6,90.0,修了,2.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-02,ENR-B-0118,リーダーシップ,中堅社員,7.4,8.0,受講中,4.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-08,ENR-B-0119,ビジネス英語,中堅社員,8.1,95.0,修了,5.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-16,ENR-B-0120,Excel基礎,中堅社員,17.6,42.0,受講中,1.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-24,ENR-B-0121,ビジネス英語,新入社員,22.6,32.0,受講中,4.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-21,ENR-B-0122,プレゼン技術,管理職,15.6,77.0,修了,5.0,02_enrollment_styleB.csv,1,合格,低
2024-01-17,ENR-B-0123,プレゼン技術,新入社員,35.3,74.0,修了,5.0,02_enrollment_styleB.csv,1,合格,低
2024-01-10,ENR-B-0124,Excel基礎,新入社員,15.6,36.0,受講中,2.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-04,ENR-B-0125,ビジネス英語,中堅社員,22.4,22.0,受講中,5.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-06,ENR-B-0126,リーダーシップ,新入社員,10.7,87.0,修了,2.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-14,ENR-B-0127,ビジネス英語,新入社員,33.8,89.0,修了,3.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-31,ENR-B-0128,プレゼン技術,管理職,3.3,39.0,中途離脱,3.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-17,ENR-B-0129,Pythonプログラミング,中堅社員,15.2,11.0,受講中,1.0,02_enrollment_styleB.csv,0,不合格,高
2024-01-31,ENR-B-0130,プレゼン技術,新入社員,30.4,90.0,修了,3.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-02,ENR-B-0131,リーダーシップ,中堅社員,37.3,76.0,修了,2.0,02_enrollment_styleB.csv,1,合格,低
2024-01-16,ENR-B-0132,Pythonプログラミング,新入社員,12.3,64.0,修了,2.0,02_enrollment_styleB.csv,1,合格,低
2024-01-03,ENR-B-0133,ビジネス英語,中堅社員,14.5,62.0,修了,3.0,02_enrollment_styleB.csv,1,合格,低
2024-01-01,ENR-B-0134,Pythonプログラミング,新入社員,12.4,78.0,受講中,4.0,02_enrollment_styleB.csv,0,合格,高
2024-01-28,ENR-B-0135,Excel基礎,中堅社員,21.5,74.0,修了,5.0,02_enrollment_styleB.csv,1,合格,低
2024-01-30,ENR-B-0136,Pythonプログラミング,中堅社員,32.1,80.0,修了,3.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-31,ENR-B-0137,Pythonプログラミング,中堅社員,36.7,71.0,修了,2.0,02_enrollment_styleB.csv,1,合格,低
2024-01-08,ENR-B-0138,Excel基礎,中堅社員,18.4,96.0,修了,5.0,02_enrollment_styleB.csv,1,優秀,低
2024-01-10,ENR-B-0139,リーダーシップ,中堅社員,19.1,42.0,受講中,2.0,02_enrollment_styleB.csv,0,不合格,低
2024-01-19,ENR-B-0140,プレゼン技術,管理職,28.9,61.0,修了,2.0,02_enrollment_styleB.csv,1,合格,低
2024-01-27,ENR-C-0001,リーダーシップ,新入社員,18.3,69.0,修了,1.0,03_enrollment_styleC.csv,1,合格,低
2024-01-05,ENR-C-0002,リーダーシップ,中堅社員,36.0,60.0,修了,2.0,03_enrollment_styleC.csv,1,合格,低
2024-01-02,ENR-C-0003,Pythonプログラミング,新入社員,20.2,45.0,受講中,3.0,03_enrollment_styleC.csv,0,不合格,低
2024-01-25,ENR-C-0004,プレゼン技術,新入社員,12.1,69.0,受講中,3.0,03_enrollment_styleC.csv,0,合格,高
2024-01-30,ENR-C-0005,ビジネス英語,管理職,17.5,80.0,受講中,2.0,03_enrollment_styleC.csv,0,優秀,高
2024-01-26,ENR-C-0006,ビジネス英語,管理職,36.9,70.0,修了,4.0,03_enrollment_styleC.csv,1,合格,低
2024-01-15,ENR-C-0007,プレゼン技術,管理職,26.0,67.0,修了,2.0,03_enrollment_styleC.csv,1,合格,低
2024-01-04,ENR-C-0008,プレゼン技術,新入社員,28.9,73.0,修了,5.0,03_enrollment_styleC.csv,1,合格,低
2024-01-25,ENR-C-0009,リーダーシップ,新入社員,21.9,81.0,修了,1.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-02,ENR-C-0010,Excel基礎,管理職,9.6,37.0,中途離脱,1.0,03_enrollment_styleC.csv,0,不合格,低
2024-01-10,ENR-C-0011,プレゼン技術,新入社員,15.9,61.0,修了,3.0,03_enrollment_styleC.csv,1,合格,低
2024-01-03,ENR-C-0012,Pythonプログラミング,新入社員,12.5,21.0,受講中,3.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-25,ENR-C-0013,プレゼン技術,新入社員,9.6,72.0,修了,5.0,03_enrollment_styleC.csv,1,合格,低
2024-01-04,ENR-C-0014,Excel基礎,中堅社員,10.8,62.0,受講中,1.0,03_enrollment_styleC.csv,0,合格,高
2024-01-28,ENR-C-0015,リーダーシップ,管理職,14.6,88.0,修了,5.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-10,ENR-C-0016,Pythonプログラミング,管理職,20.6,69.0,修了,3.0,03_enrollment_styleC.csv,1,合格,低
2024-01-05,ENR-C-0017,リーダーシップ,管理職,11.6,60.0,修了,3.0,03_enrollment_styleC.csv,1,合格,低
2024-01-27,ENR-C-0018,Excel基礎,中堅社員,8.0,64.0,修了,3.0,03_enrollment_styleC.csv,1,合格,低
2024-01-09,ENR-C-0019,Excel基礎,新入社員,9.7,39.0,受講中,3.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-14,ENR-C-0020,ビジネス英語,新入社員,20.0,37.0,受講中,5.0,03_enrollment_styleC.csv,0,不合格,低
2024-01-17,ENR-C-0021,Pythonプログラミング,管理職,9.4,21.0,受講中,3.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-08,ENR-C-0022,リーダーシップ,新入社員,13.0,69.0,受講中,4.0,03_enrollment_styleC.csv,0,合格,高
2024-01-11,ENR-C-0023,プレゼン技術,管理職,18.6,69.0,修了,2.0,03_enrollment_styleC.csv,1,合格,低
2024-01-29,ENR-C-0024,Pythonプログラミング,新入社員,9.6,80.0,修了,3.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-27,ENR-C-0025,ビジネス英語,管理職,5.5,57.0,受講中,4.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-02,ENR-C-0026,プレゼン技術,管理職,5.2,1.0,受講中,5.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-03,ENR-C-0027,Pythonプログラミング,中堅社員,6.3,0.0,受講中,5.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-01,ENR-C-0028,Pythonプログラミング,新入社員,4.5,57.0,受講中,4.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-15,ENR-C-0029,ビジネス英語,新入社員,15.1,19.0,受講中,2.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-19,ENR-C-0030,Excel基礎,中堅社員,35.2,80.0,修了,1.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-09,ENR-C-0031,Excel基礎,新入社員,27.8,94.0,修了,3.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-06,ENR-C-0032,プレゼン技術,中堅社員,32.7,100.0,修了,5.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-10,ENR-C-0033,リーダーシップ,新入社員,37.4,70.0,修了,3.0,03_enrollment_styleC.csv,1,合格,低
2024-01-15,ENR-C-0034,ビジネス英語,中堅社員,27.3,97.0,修了,5.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-03,ENR-C-0035,プレゼン技術,管理職,20.7,29.0,受講中,1.0,03_enrollment_styleC.csv,0,不合格,低
2024-01-10,ENR-C-0036,Excel基礎,新入社員,20.4,9.0,受講中,4.0,03_enrollment_styleC.csv,0,不合格,低
2024-01-10,ENR-C-0037,リーダーシップ,新入社員,4.4,11.0,中途離脱,4.0,03_enrollment_styleC.csv,0,不合格,低
2024-01-10,ENR-C-0038,ビジネス英語,中堅社員,1.2,43.0,中途離脱,1.0,03_enrollment_styleC.csv,0,不合格,低
2024-01-23,ENR-C-0039,プレゼン技術,管理職,8.6,74.0,修了,4.0,03_enrollment_styleC.csv,1,合格,低
2024-01-06,ENR-C-0040,プレゼン技術,中堅社員,31.2,94.0,修了,4.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-10,ENR-C-0041,ビジネス英語,新入社員,18.1,90.0,修了,1.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-28,ENR-C-0042,プレゼン技術,新入社員,15.7,19.0,受講中,1.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-25,ENR-C-0043,Pythonプログラミング,管理職,30.2,65.0,修了,1.0,03_enrollment_styleC.csv,1,合格,低
2024-01-06,ENR-C-0044,ビジネス英語,中堅社員,13.7,9.0,受講中,5.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-09,ENR-C-0045,ビジネス英語,新入社員,8.5,60.0,修了,3.0,03_enrollment_styleC.csv,1,合格,低
2024-01-31,ENR-C-0046,ビジネス英語,中堅社員,26.7,75.0,修了,1.0,03_enrollment_styleC.csv,1,合格,低
2024-01-18,ENR-C-0047,Excel基礎,中堅社員,22.2,72.0,受講中,3.0,03_enrollment_styleC.csv,0,合格,低
2024-01-17,ENR-C-0048,Pythonプログラミング,新入社員,6.4,9.0,中途離脱,2.0,03_enrollment_styleC.csv,0,不合格,低
2024-01-23,ENR-C-0049,リーダーシップ,新入社員,27.0,62.0,修了,1.0,03_enrollment_styleC.csv,1,合格,低
2024-01-10,ENR-C-0050,ビジネス英語,新入社員,29.2,100.0,修了,5.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-06,ENR-C-0051,Excel基礎,新入社員,27.1,60.0,修了,1.0,03_enrollment_styleC.csv,1,合格,低
2024-01-08,ENR-C-0052,ビジネス英語,中堅社員,36.0,94.0,修了,2.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-20,ENR-C-0053,Excel基礎,新入社員,5.8,31.0,中途離脱,3.0,03_enrollment_styleC.csv,0,不合格,低
2024-01-13,ENR-C-0054,プレゼン技術,管理職,17.6,43.0,受講中,4.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-24,ENR-C-0055,ビジネス英語,管理職,32.3,83.0,修了,4.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-31,ENR-C-0056,Pythonプログラミング,新入社員,21.4,97.0,修了,3.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-30,ENR-C-0057,プレゼン技術,管理職,8.1,0.0,中途離脱,2.0,03_enrollment_styleC.csv,0,不合格,低
2024-01-17,ENR-C-0058,ビジネス英語,新入社員,11.4,76.0,受講中,1.0,03_enrollment_styleC.csv,0,合格,高
2024-01-24,ENR-C-0059,ビジネス英語,中堅社員,20.6,96.0,修了,1.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-22,ENR-C-0060,ビジネス英語,中堅社員,12.8,74.0,修了,5.0,03_enrollment_styleC.csv,1,合格,低
2024-01-09,ENR-C-0061,ビジネス英語,新入社員,6.6,14.0,受講中,5.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-27,ENR-C-0062,Pythonプログラミング,中堅社員,37.2,69.0,修了,2.0,03_enrollment_styleC.csv,1,合格,低
2024-01-11,ENR-C-0063,ビジネス英語,管理職,7.5,23.0,中途離脱,4.0,03_enrollment_styleC.csv,0,不合格,低
2024-01-28,ENR-C-0064,Pythonプログラミング,中堅社員,20.1,76.0,修了,3.0,03_enrollment_styleC.csv,1,合格,低
2024-01-03,ENR-C-0065,ビジネス英語,中堅社員,31.4,90.0,修了,3.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-25,ENR-C-0066,Pythonプログラミング,管理職,26.2,78.0,修了,1.0,03_enrollment_styleC.csv,1,合格,低
2024-01-25,ENR-C-0067,プレゼン技術,新入社員,35.7,97.0,修了,5.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-25,ENR-C-0068,リーダーシップ,新入社員,11.2,60.0,修了,2.0,03_enrollment_styleC.csv,1,合格,低
2024-01-14,ENR-C-0069,リーダーシップ,中堅社員,8.7,90.0,修了,2.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-31,ENR-C-0070,Excel基礎,管理職,10.7,65.0,受講中,4.0,03_enrollment_styleC.csv,0,合格,高
2024-01-29,ENR-C-0071,プレゼン技術,中堅社員,11.1,71.0,受講中,4.0,03_enrollment_styleC.csv,0,合格,高
2024-01-10,ENR-C-0072,ビジネス英語,新入社員,6.3,29.0,中途離脱,3.0,03_enrollment_styleC.csv,0,不合格,低
2024-01-12,ENR-C-0073,プレゼン技術,中堅社員,27.3,76.0,修了,3.0,03_enrollment_styleC.csv,1,合格,低
2024-01-29,ENR-C-0074,ビジネス英語,新入社員,23.0,62.0,修了,1.0,03_enrollment_styleC.csv,1,合格,低
2024-01-11,ENR-C-0075,リーダーシップ,管理職,11.1,30.0,受講中,4.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-05,ENR-C-0076,Pythonプログラミング,新入社員,13.2,72.0,修了,4.0,03_enrollment_styleC.csv,1,合格,低
2024-01-02,ENR-C-0077,Pythonプログラミング,管理職,38.6,73.0,修了,4.0,03_enrollment_styleC.csv,1,合格,低
2024-01-08,ENR-C-0078,Pythonプログラミング,中堅社員,4.3,38.0,受講中,4.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-19,ENR-C-0079,リーダーシップ,管理職,16.9,96.0,修了,3.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-07,ENR-C-0080,ビジネス英語,新入社員,13.9,79.0,修了,3.0,03_enrollment_styleC.csv,1,合格,低
2024-01-02,ENR-C-0081,リーダーシップ,新入社員,16.3,79.0,修了,1.0,03_enrollment_styleC.csv,1,合格,低
2024-01-02,ENR-C-0082,リーダーシップ,新入社員,13.1,7.0,受講中,5.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-08,ENR-C-0083,Excel基礎,新入社員,23.9,86.0,修了,5.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-04,ENR-C-0084,リーダーシップ,新入社員,16.1,65.0,修了,2.0,03_enrollment_styleC.csv,1,合格,低
2024-01-10,ENR-C-0085,Excel基礎,管理職,22.2,61.0,受講中,4.0,03_enrollment_styleC.csv,0,合格,低
2024-01-28,ENR-C-0086,Excel基礎,新入社員,39.5,85.0,修了,5.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-12,ENR-C-0087,Excel基礎,新入社員,3.7,77.0,受講中,3.0,03_enrollment_styleC.csv,0,合格,高
2024-01-05,ENR-C-0088,Excel基礎,中堅社員,9.0,18.0,受講中,3.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-14,ENR-C-0089,ビジネス英語,新入社員,35.1,63.0,修了,4.0,03_enrollment_styleC.csv,1,合格,低
2024-01-20,ENR-C-0090,リーダーシップ,新入社員,14.5,42.0,受講中,1.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-03,ENR-C-0091,プレゼン技術,中堅社員,13.1,70.0,修了,1.0,03_enrollment_styleC.csv,1,合格,低
2024-01-27,ENR-C-0092,Pythonプログラミング,中堅社員,26.7,81.0,修了,4.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-23,ENR-C-0093,リーダーシップ,新入社員,19.9,72.0,修了,5.0,03_enrollment_styleC.csv,1,合格,低
2024-01-13,ENR-C-0094,リーダーシップ,新入社員,19.5,2.0,受講中,4.0,03_enrollment_styleC.csv,0,不合格,低
2024-01-02,ENR-C-0095,Pythonプログラミング,新入社員,38.1,68.0,修了,3.0,03_enrollment_styleC.csv,1,合格,低
2024-01-04,ENR-C-0096,プレゼン技術,中堅社員,36.7,89.0,修了,1.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-12,ENR-C-0097,プレゼン技術,新入社員,35.1,70.0,修了,4.0,03_enrollment_styleC.csv,1,合格,低
2024-01-06,ENR-C-0098,リーダーシップ,新入社員,21.2,62.0,修了,3.0,03_enrollment_styleC.csv,1,合格,低
2024-01-06,ENR-C-0099,リーダーシップ,中堅社員,30.7,70.0,修了,1.0,03_enrollment_styleC.csv,1,合格,低
2024-01-27,ENR-C-0100,ビジネス英語,新入社員,36.0,90.0,修了,2.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-17,ENR-C-0101,ビジネス英語,中堅社員,15.9,81.0,修了,2.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-08,ENR-C-0102,Pythonプログラミング,中堅社員,13.2,61.0,修了,5.0,03_enrollment_styleC.csv,1,合格,低
2024-01-03,ENR-C-0103,リーダーシップ,中堅社員,32.9,96.0,修了,2.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-17,ENR-C-0104,プレゼン技術,管理職,23.7,78.0,修了,3.0,03_enrollment_styleC.csv,1,合格,低
2024-01-13,ENR-C-0105,プレゼン技術,新入社員,21.9,81.0,修了,2.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-05,ENR-C-0106,ビジネス英語,中堅社員,4.9,14.0,受講中,5.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-03,ENR-C-0107,ビジネス英語,管理職,23.9,39.0,受講中,1.0,03_enrollment_styleC.csv,0,不合格,低
2024-01-06,ENR-C-0108,プレゼン技術,新入社員,14.8,77.0,受講中,2.0,03_enrollment_styleC.csv,0,合格,高
2024-01-06,ENR-C-0109,Pythonプログラミング,中堅社員,2.7,20.0,受講中,2.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-04,ENR-C-0110,ビジネス英語,管理職,23.1,0.0,受講中,2.0,03_enrollment_styleC.csv,0,不合格,低
2024-01-29,ENR-C-0111,リーダーシップ,管理職,22.9,84.0,修了,5.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-13,ENR-C-0112,Pythonプログラミング,中堅社員,25.0,87.0,修了,1.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-27,ENR-C-0113,プレゼン技術,管理職,20.8,80.0,受講中,5.0,03_enrollment_styleC.csv,0,優秀,低
2024-01-23,ENR-C-0114,ビジネス英語,中堅社員,12.8,67.0,受講中,1.0,03_enrollment_styleC.csv,0,合格,高
2024-01-26,ENR-C-0115,リーダーシップ,中堅社員,18.9,97.0,修了,3.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-02,ENR-C-0116,プレゼン技術,新入社員,19.0,62.0,修了,4.0,03_enrollment_styleC.csv,1,合格,低
2024-01-21,ENR-C-0117,リーダーシップ,新入社員,32.0,85.0,修了,4.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-25,ENR-C-0118,リーダーシップ,新入社員,6.9,17.0,受講中,5.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-17,ENR-C-0119,リーダーシップ,管理職,28.4,77.0,修了,4.0,03_enrollment_styleC.csv,1,合格,低
2024-01-01,ENR-C-0120,リーダーシップ,中堅社員,24.8,22.0,受講中,2.0,03_enrollment_styleC.csv,0,不合格,低
2024-01-28,ENR-C-0121,リーダーシップ,管理職,22.7,62.0,修了,4.0,03_enrollment_styleC.csv,1,合格,低
2024-01-04,ENR-C-0122,ビジネス英語,新入社員,5.5,63.0,受講中,4.0,03_enrollment_styleC.csv,0,合格,高
2024-01-16,ENR-C-0123,ビジネス英語,管理職,37.5,76.0,修了,4.0,03_enrollment_styleC.csv,1,合格,低
2024-01-10,ENR-C-0124,Excel基礎,管理職,31.2,89.0,修了,3.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-10,ENR-C-0125,プレゼン技術,新入社員,27.2,87.0,修了,1.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-15,ENR-C-0126,Pythonプログラミング,新入社員,23.9,42.0,受講中,2.0,03_enrollment_styleC.csv,0,不合格,低
2024-01-18,ENR-C-0127,プレゼン技術,中堅社員,29.7,67.0,修了,5.0,03_enrollment_styleC.csv,1,合格,低
2024-01-27,ENR-C-0128,ビジネス英語,新入社員,9.3,100.0,修了,3.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-09,ENR-C-0129,リーダーシップ,中堅社員,32.0,96.0,修了,2.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-31,ENR-C-0130,Excel基礎,新入社員,14.2,60.0,受講中,4.0,03_enrollment_styleC.csv,0,合格,高
2024-01-06,ENR-C-0131,Pythonプログラミング,新入社員,38.3,72.0,修了,4.0,03_enrollment_styleC.csv,1,合格,低
2024-01-12,ENR-C-0132,プレゼン技術,中堅社員,19.0,31.0,受講中,3.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-28,ENR-C-0133,Excel基礎,中堅社員,31.0,83.0,修了,3.0,03_enrollment_styleC.csv,1,優秀,低
2024-01-16,ENR-C-0134,プレゼン技術,新入社員,37.0,73.0,修了,3.0,03_enrollment_styleC.csv,1,合格,低
2024-01-06,ENR-C-0135,リーダーシップ,中堅社員,9.9,52.0,受講中,4.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-13,ENR-C-0136,Pythonプログラミング,新入社員,12.1,20.0,受講中,1.0,03_enrollment_styleC.csv,0,不合格,高
2024-01-26,ENR-C-0137,Pythonプログラミング,新入社員,6.8,4.0,中途離脱,1.0,03_enrollment_styleC.csv,0,不合格,低
