purchase_date,material_code,material_name,category,supplier,quantity,unit_price,prev_month_price,price_change_rate,total_cost,price_change_flag,source_file
2024-01-22,MAT-015,ポリカーボネート,樹脂,SUP-B,40.84,588296.0,525412.0,0.119685,24026009.0,安定,style_b_material_202401.csv
2024-01-10,MAT-015,ポリカーボネート,樹脂,SUP-C,11.6,412957.0,445451.0,-0.072946,4790301.0,安定,style_b_material_202401.csv
2024-01-22,MAT-009,ニッケル板,非鉄金属,SUP-E,2.46,1344149.0,1664346.0,-0.192386,3306607.0,安定,style_b_material_202401.csv
2024-01-19,MAT-008,亜鉛地金,非鉄金属,SUP-C,36.53,434844.0,396961.0,0.095433,15884851.0,安定,style_b_material_202401.csv
2024-01-10,MAT-003,ステンレス板,鉄鋼,SUP-C,44.61,159498.0,187554.0,-0.149589,7115206.0,安定,style_b_material_202401.csv
2024-01-15,MAT-009,ニッケル板,非鉄金属,SUP-C,34.96,2129128.0,2122935.0,0.002917,74434315.0,安定,style_b_material_202401.csv
2024-01-05,MAT-018,エタノール,化学品,SUP-A,1.2,79072.0,111009.0,-0.287697,94886.0,急落,style_b_material_202401.csv
2024-01-17,MAT-005,鋼管,鉄鋼,SUP-B,44.97,100949.0,99508.0,0.014481,4539677.0,安定,style_b_material_202401.csv
2024-01-03,MAT-005,鋼管,鉄鋼,SUP-B,14.39,76117.0,100712.0,-0.244211,1095324.0,急落,style_b_material_202401.csv
2024-01-15,MAT-014,PET樹脂,樹脂,SUP-D,41.98,182997.0,239116.0,-0.234694,7682214.0,急落,style_b_material_202401.csv
2024-01-18,MAT-018,エタノール,化学品,SUP-D,13.43,123700.0,121106.0,0.021419,1661291.0,安定,style_b_material_202401.csv
2024-01-18,MAT-002,冷延鋼板,鉄鋼,SUP-B,34.2,101786.0,99132.0,0.026772,3481081.0,安定,style_b_material_202401.csv
2024-01-31,MAT-013,ナイロン66,樹脂,SUP-E,49.19,369250.0,367109.0,0.005832,18163408.0,安定,style_b_material_202401.csv
2024-01-17,MAT-001,熱延鋼板,鉄鋼,SUP-E,40.01,71901.0,74649.0,-0.036812,2876759.0,安定,style_b_material_202401.csv
2024-01-16,MAT-016,硫酸,化学品,SUP-A,44.59,33605.0,31318.0,0.073025,1498447.0,安定,style_b_material_202401.csv
2024-01-18,MAT-010,チタン棒,非鉄金属,SUP-D,48.12,2241507.0,2547698.0,-0.120183,107861317.0,安定,style_b_material_202401.csv
2024-01-26,MAT-018,エタノール,化学品,SUP-E,45.72,132140.0,133756.0,-0.012082,6041441.0,安定,style_b_material_202401.csv
2024-01-10,MAT-008,亜鉛地金,非鉄金属,SUP-D,44.04,453523.0,450456.0,0.006809,19973153.0,安定,style_b_material_202401.csv
2024-01-22,MAT-009,ニッケル板,非鉄金属,SUP-D,36.83,1676174.0,1630561.0,0.027974,61733488.0,安定,style_b_material_202401.csv
2024-01-15,MAT-001,熱延鋼板,鉄鋼,SUP-D,45.29,83715.0,74796.0,0.119244,3791452.0,安定,style_b_material_202401.csv
2024-01-19,MAT-013,ナイロン66,樹脂,SUP-B,11.02,398008.0,491820.0,-0.190745,4386048.0,安定,style_b_material_202401.csv
2024-01-24,MAT-005,鋼管,鉄鋼,SUP-E,19.48,107377.0,92965.0,0.155026,2091704.0,安定,style_b_material_202401.csv
2024-01-25,MAT-001,熱延鋼板,鉄鋼,SUP-D,16.64,85362.0,82683.0,0.032401,1420424.0,安定,style_b_material_202401.csv
2024-01-03,MAT-019,アセトン,化学品,SUP-A,30.49,85239.0,86357.0,-0.012946,2598937.0,安定,style_b_material_202401.csv
2024-01-19,MAT-014,PET樹脂,樹脂,SUP-B,19.48,164739.0,193255.0,-0.147556,3209116.0,安定,style_b_material_202401.csv
2024-01-11,MAT-006,アルミ板,非鉄金属,SUP-A,34.54,349133.0,295385.0,0.181959,12059054.0,安定,style_b_material_202401.csv
2024-01-09,MAT-013,ナイロン66,樹脂,SUP-C,5.85,462553.0,401377.0,0.152415,2705935.0,安定,style_b_material_202401.csv
2024-01-15,MAT-015,ポリカーボネート,樹脂,SUP-C,10.9,509616.0,505168.0,0.008805,5554814.0,安定,style_b_material_202401.csv
2024-01-18,MAT-013,ナイロン66,樹脂,SUP-C,13.71,604318.0,449675.0,0.343899,8285200.0,急騰,style_b_material_202401.csv
2024-01-22,MAT-009,ニッケル板,非鉄金属,SUP-A,25.28,1564182.0,1736100.0,-0.099025,39542521.0,安定,style_b_material_202401.csv
2024-01-02,MAT-001,熱延鋼板,鉄鋼,SUP-E,38.48,112997.0,97356.0,0.160658,4348125.0,安定,style_b_material_202401.csv
2024-01-29,MAT-012,ポリプロピレン,樹脂,SUP-B,49.14,146258.0,176485.0,-0.171272,7187118.0,安定,style_b_material_202401.csv
2024-01-01,MAT-003,ステンレス板,鉄鋼,SUP-A,15.92,194419.0,231785.0,-0.16121,3095150.0,安定,style_b_material_202401.csv
2024-01-01,MAT-008,亜鉛地金,非鉄金属,SUP-B,31.22,336844.0,388910.0,-0.133877,10516270.0,安定,style_b_material_202401.csv
2024-01-10,MAT-020,塩酸,化学品,SUP-B,8.86,30985.0,29975.0,0.033695,274527.0,安定,style_b_material_202401.csv
2024-01-30,MAT-005,鋼管,鉄鋼,SUP-D,15.51,99549.0,103488.0,-0.038062,1544005.0,安定,style_b_material_202401.csv
2024-01-09,MAT-004,形鋼(H鋼),鉄鋼,SUP-E,38.85,81331.0,69123.0,0.176613,3159709.0,安定,style_b_material_202401.csv
2024-01-16,MAT-015,ポリカーボネート,樹脂,SUP-C,44.91,509984.0,563011.0,-0.094185,22903381.0,安定,style_b_material_202401.csv
2024-01-26,MAT-006,アルミ板,非鉄金属,SUP-E,9.8,289617.0,295545.0,-0.020058,2838247.0,安定,style_b_material_202401.csv
2024-01-12,MAT-004,形鋼(H鋼),鉄鋼,SUP-B,35.8,85363.0,74240.0,0.149825,3055995.0,安定,style_b_material_202401.csv
2024-01-01,MAT-004,形鋼(H鋼),鉄鋼,SUP-E,27.01,62920.0,70073.0,-0.102079,1699469.0,安定,style_b_material_202401.csv
2024-01-30,MAT-010,チタン棒,非鉄金属,SUP-E,47.06,2568708.0,2312186.0,0.110943,120883398.0,安定,style_b_material_202401.csv
2024-01-31,MAT-013,ナイロン66,樹脂,SUP-D,25.04,427725.0,421559.0,0.014627,10710234.0,安定,style_b_material_202401.csv
2024-01-25,MAT-007,銅線,非鉄金属,SUP-A,7.46,1151043.0,974717.0,0.1809,8586781.0,安定,style_b_material_202401.csv
2024-01-31,MAT-008,亜鉛地金,非鉄金属,SUP-A,47.71,391512.0,383172.0,0.021766,18679038.0,安定,style_b_material_202401.csv
2024-01-04,MAT-010,チタン棒,非鉄金属,SUP-E,13.41,2911607.0,2176858.0,0.337527,39044650.0,急騰,style_b_material_202401.csv
2024-01-16,MAT-019,アセトン,化学品,SUP-A,30.8,92090.0,95909.0,-0.039819,2836372.0,安定,style_b_material_202401.csv
2024-01-30,MAT-018,エタノール,化学品,SUP-D,10.17,151130.0,134061.0,0.127323,1536992.0,安定,style_b_material_202401.csv
2024-01-23,MAT-012,ポリプロピレン,樹脂,SUP-A,23.97,220309.0,188578.0,0.168265,5280807.0,安定,style_b_material_202401.csv
2024-01-18,MAT-011,ABS樹脂,樹脂,SUP-A,3.46,283938.0,254019.0,0.117783,982425.0,安定,style_b_material_202401.csv
2024-01-18,MAT-016,硫酸,化学品,SUP-A,37.79,34905.0,39450.0,-0.115209,1319060.0,安定,style_b_material_202401.csv
2024-01-31,MAT-012,ポリプロピレン,樹脂,SUP-D,22.46,182055.0,227306.0,-0.199075,4088955.0,安定,style_b_material_202401.csv
2024-01-08,MAT-005,鋼管,鉄鋼,SUP-D,14.76,104849.0,85987.0,0.219359,1547571.0,急騰,style_b_material_202401.csv
2024-01-26,MAT-017,水酸化ナトリウム,化学品,SUP-C,31.98,53056.0,45396.0,0.168737,1696731.0,安定,style_b_material_202401.csv
2024-01-19,MAT-018,エタノール,化学品,SUP-D,36.58,136976.0,128739.0,0.063982,5010582.0,安定,style_b_material_202401.csv
2024-01-11,MAT-014,PET樹脂,樹脂,SUP-E,24.17,181965.0,194182.0,-0.062915,4398094.0,安定,style_b_material_202401.csv
2024-01-03,MAT-011,ABS樹脂,樹脂,SUP-B,34.23,196924.0,241298.0,-0.183897,6740709.0,安定,style_b_material_202401.csv
2024-01-10,MAT-009,ニッケル板,非鉄金属,SUP-D,44.73,2234803.0,1867435.0,0.196723,99962738.0,安定,style_b_material_202401.csv
2024-01-26,MAT-015,ポリカーボネート,樹脂,SUP-E,33.34,577185.0,489549.0,0.179014,19243348.0,安定,style_b_material_202401.csv
2024-01-01,MAT-013,ナイロン66,樹脂,SUP-C,37.19,469686.0,458352.0,0.024728,17467622.0,安定,style_b_material_202401.csv
2024-01-08,MAT-016,硫酸,化学品,SUP-C,25.94,35364.0,36544.0,-0.03229,917342.0,安定,style_b_material_202401.csv
2024-01-16,MAT-016,硫酸,化学品,SUP-B,17.78,30326.0,31071.0,-0.023977,539196.0,安定,style_b_material_202401.csv
2024-01-11,MAT-009,ニッケル板,非鉄金属,SUP-C,5.49,2061123.0,1940415.0,0.062207,11315565.0,安定,style_b_material_202401.csv
2024-01-24,MAT-020,塩酸,化学品,SUP-C,1.97,26669.0,30336.0,-0.120879,52538.0,安定,style_b_material_202401.csv
2024-01-09,MAT-001,熱延鋼板,鉄鋼,SUP-E,43.17,80621.0,75549.0,0.067135,3480409.0,安定,style_b_material_202401.csv
2024-01-18,MAT-003,ステンレス板,鉄鋼,SUP-B,14.48,201871.0,221008.0,-0.08659,2923092.0,安定,style_b_material_202401.csv
2024-01-10,MAT-016,硫酸,化学品,SUP-E,45.61,37740.0,37115.0,0.01684,1721321.0,安定,style_b_material_202401.csv
2024-01-19,MAT-016,硫酸,化学品,SUP-D,47.69,32760.0,36318.0,-0.097968,1562324.0,安定,style_b_material_202401.csv
2024-01-12,MAT-001,熱延鋼板,鉄鋼,SUP-A,16.7,86127.0,89728.0,-0.040132,1438321.0,安定,style_b_material_202401.csv
2024-01-31,MAT-008,亜鉛地金,非鉄金属,SUP-D,2.14,498991.0,433889.0,0.150043,1067841.0,安定,style_b_material_202401.csv
2024-01-30,MAT-008,亜鉛地金,非鉄金属,SUP-C,22.75,453897.0,397599.0,0.141595,10326157.0,安定,style_b_material_202401.csv
2024-01-22,MAT-019,アセトン,化学品,SUP-C,27.68,95046.0,90272.0,0.052885,2630873.0,安定,style_b_material_202401.csv
2024-01-16,MAT-018,エタノール,化学品,SUP-E,12.97,161252.0,137875.0,0.169552,2091438.0,安定,style_b_material_202401.csv
2024-01-15,MAT-014,PET樹脂,樹脂,SUP-E,48.93,256491.0,231937.0,0.105865,12550105.0,安定,style_b_material_202401.csv
2024-01-11,MAT-012,ポリプロピレン,樹脂,SUP-D,24.55,185134.0,206602.0,-0.10391,4545040.0,安定,style_b_material_202401.csv
2024-01-10,MAT-010,チタン棒,非鉄金属,SUP-C,15.18,2314837.0,2237888.0,0.034385,35139226.0,安定,style_b_material_202401.csv
2024-01-15,MAT-004,形鋼(H鋼),鉄鋼,SUP-B,11.72,80352.0,70224.0,0.144224,941725.0,安定,style_b_material_202401.csv
2024-01-31,MAT-004,形鋼(H鋼),鉄鋼,SUP-E,1.37,96164.0,85937.0,0.119006,131745.0,安定,style_b_material_202401.csv
2024-01-09,MAT-006,アルミ板,非鉄金属,SUP-B,7.78,261878.0,309446.0,-0.15372,2037411.0,安定,style_b_material_202401.csv
2024-01-25,MAT-016,硫酸,化学品,SUP-C,49.93,29457.0,34189.0,-0.138407,1470788.0,安定,style_b_material_202401.csv
2024-01-12,MAT-017,水酸化ナトリウム,化学品,SUP-E,31.36,49843.0,41803.0,0.192331,1563076.0,安定,style_b_material_202401.csv
2024-01-12,MAT-004,形鋼(H鋼),鉄鋼,SUP-B,7.76,79023.0,87005.0,-0.091742,613218.0,安定,style_b_material_202401.csv
2024-01-08,MAT-008,亜鉛地金,非鉄金属,SUP-C,33.51,429662.0,379221.0,0.133012,14397974.0,安定,style_b_material_202401.csv
2024-01-31,MAT-010,チタン棒,非鉄金属,SUP-A,21.75,2429196.0,2428452.0,0.000306,52835013.0,安定,style_b_material_202401.csv
2024-01-11,MAT-018,エタノール,化学品,SUP-B,32.98,150711.0,125617.0,0.199766,4970449.0,安定,style_b_material_202401.csv
2024-01-24,MAT-002,冷延鋼板,鉄鋼,SUP-A,5.66,103571.0,86986.0,0.190663,586212.0,安定,style_b_material_202401.csv
2024-01-29,MAT-010,チタン棒,非鉄金属,SUP-B,23.6,1984840.0,2418862.0,-0.179432,46842224.0,安定,style_b_material_202401.csv
2024-01-01,MAT-016,硫酸,化学品,SUP-A,18.31,43471.0,38373.0,0.132854,795954.0,安定,style_b_material_202401.csv
2024-01-22,MAT-019,アセトン,化学品,SUP-C,21.42,113900.0,103590.0,0.099527,2439738.0,安定,style_b_material_202401.csv
2024-01-15,MAT-016,硫酸,化学品,SUP-D,25.07,33428.0,38980.0,-0.142432,838040.0,安定,style_b_material_202401.csv
2024-01-11,MAT-006,アルミ板,非鉄金属,SUP-A,5.71,282252.0,278482.0,0.013538,1611659.0,安定,style_b_material_202401.csv
2024-01-03,MAT-016,硫酸,化学品,SUP-A,3.59,39638.0,30116.0,0.316177,142300.0,急騰,style_b_material_202401.csv
2024-01-03,MAT-013,ナイロン66,樹脂,SUP-D,32.96,333391.0,384445.0,-0.132799,10988567.0,安定,style_b_material_202401.csv
2024-01-05,MAT-019,アセトン,化学品,SUP-A,43.18,105718.0,104097.0,0.015572,4564903.0,安定,style_b_material_202401.csv
2024-01-12,MAT-005,鋼管,鉄鋼,SUP-E,5.55,97482.0,89015.0,0.095119,541025.0,安定,style_b_material_202401.csv
2024-01-04,MAT-003,ステンレス板,鉄鋼,SUP-B,37.86,228575.0,207775.0,0.100108,8653850.0,安定,style_b_material_202401.csv
2024-01-26,MAT-018,エタノール,化学品,SUP-D,19.03,118750.0,134431.0,-0.116647,2259812.0,安定,style_b_material_202401.csv
2024-01-10,MAT-020,塩酸,化学品,SUP-E,6.83,37665.0,30714.0,0.226314,257252.0,急騰,style_b_material_202401.csv
2024-01-19,MAT-017,水酸化ナトリウム,化学品,SUP-D,20.53,42925.0,50211.0,-0.145108,881250.0,安定,style_b_material_202401.csv
2024-01-25,MAT-015,ポリカーボネート,樹脂,SUP-C,22.99,670201.0,582766.0,0.150034,15407921.0,安定,style_b_material_202401.csv
2024-01-25,MAT-014,PET樹脂,樹脂,SUP-C,43.77,199931.0,225067.0,-0.111682,8750980.0,安定,style_b_material_202401.csv
2024-01-26,MAT-020,塩酸,化学品,SUP-A,15.17,29183.0,28428.0,0.026558,442706.0,安定,style_b_material_202401.csv
2024-01-29,MAT-004,形鋼(H鋼),鉄鋼,SUP-B,41.6,54683.0,67457.0,-0.189365,2274813.0,安定,style_b_material_202401.csv
2024-01-30,MAT-007,銅線,非鉄金属,SUP-C,30.48,864371.0,956085.0,-0.095927,26346028.0,安定,style_b_material_202401.csv
2024-01-10,MAT-003,ステンレス板,鉄鋼,SUP-B,38.14,207744.0,202778.0,0.02449,7923356.0,安定,style_b_material_202401.csv
2024-01-03,MAT-006,アルミ板,非鉄金属,SUP-E,14.26,301985.0,326153.0,-0.0741,4306306.0,安定,style_b_material_202401.csv
2024-01-18,MAT-006,アルミ板,非鉄金属,SUP-A,34.16,440843.0,357873.0,0.231842,15059197.0,急騰,style_b_material_202401.csv
2024-01-22,MAT-015,ポリカーボネート,樹脂,SUP-E,32.67,584299.0,505403.0,0.156105,19089048.0,安定,style_b_material_202401.csv
2024-01-10,MAT-010,チタン棒,非鉄金属,SUP-A,24.33,1732830.0,2103473.0,-0.176205,42159754.0,安定,style_b_material_202401.csv
2024-01-31,MAT-010,チタン棒,非鉄金属,SUP-C,29.7,2253722.0,2102724.0,0.071811,66935543.0,安定,style_c_material_202401.csv
2024-01-30,MAT-015,ポリカーボネート,樹脂,SUP-A,5.86,446218.0,460449.0,-0.030907,2614837.0,安定,style_c_material_202401.csv
2024-01-29,MAT-008,亜鉛地金,非鉄金属,SUP-C,7.6,373543.0,402456.0,-0.071841,2838927.0,安定,style_c_material_202401.csv
2024-01-18,MAT-019,アセトン,化学品,SUP-B,3.71,88915.0,98149.0,-0.094081,329875.0,安定,style_c_material_202401.csv
2024-01-10,MAT-004,形鋼(H鋼),鉄鋼,SUP-E,11.06,80432.0,68636.0,0.171863,889578.0,安定,style_c_material_202401.csv
2024-01-05,MAT-005,鋼管,鉄鋼,SUP-C,6.26,89184.0,85113.0,0.047831,558292.0,安定,style_c_material_202401.csv
2024-01-08,MAT-003,ステンレス板,鉄鋼,SUP-A,42.77,238716.0,211642.0,0.127924,10209883.0,安定,style_c_material_202401.csv
2024-01-25,MAT-010,チタン棒,非鉄金属,SUP-E,49.84,3258278.0,2609565.0,0.24859,162392576.0,急騰,style_c_material_202401.csv
2024-01-04,MAT-010,チタン棒,非鉄金属,SUP-D,29.27,2283423.0,2630258.0,-0.131863,66835791.0,安定,style_c_material_202401.csv
2024-01-31,MAT-015,ポリカーボネート,樹脂,SUP-C,25.43,584375.0,491752.0,0.188353,14860656.0,安定,style_c_material_202401.csv
2024-01-23,MAT-013,ナイロン66,樹脂,SUP-C,20.48,346379.0,406920.0,-0.148779,7093842.0,安定,style_c_material_202401.csv
2024-01-19,MAT-018,エタノール,化学品,SUP-D,10.47,147148.0,128350.0,0.146459,1540640.0,安定,style_c_material_202401.csv
2024-01-02,MAT-003,ステンレス板,鉄鋼,SUP-E,18.57,212406.0,218388.0,-0.027392,3944379.0,安定,style_c_material_202401.csv
2024-01-26,MAT-014,PET樹脂,樹脂,SUP-C,46.41,195133.0,203987.0,-0.043405,9056123.0,安定,style_c_material_202401.csv
2024-01-03,MAT-009,ニッケル板,非鉄金属,SUP-A,23.1,1908508.0,1938108.0,-0.015273,44086535.0,安定,style_c_material_202401.csv
2024-01-25,MAT-008,亜鉛地金,非鉄金属,SUP-E,28.17,379730.0,404703.0,-0.061707,10696994.0,安定,style_c_material_202401.csv
2024-01-25,MAT-001,熱延鋼板,鉄鋼,SUP-C,5.64,89505.0,82172.0,0.08924,504808.0,安定,style_c_material_202401.csv
2024-01-22,MAT-002,冷延鋼板,鉄鋼,SUP-B,11.51,94025.0,85305.0,0.102221,1082228.0,安定,style_c_material_202401.csv
2024-01-11,MAT-017,水酸化ナトリウム,化学品,SUP-D,41.51,52398.0,50433.0,0.038963,2175041.0,安定,style_c_material_202401.csv
2024-01-18,MAT-006,アルミ板,非鉄金属,SUP-E,3.58,345182.0,360694.0,-0.043006,1235752.0,安定,style_c_material_202401.csv
2024-01-22,MAT-016,硫酸,化学品,SUP-A,29.37,46429.0,35658.0,0.302064,1363620.0,急騰,style_c_material_202401.csv
2024-01-15,MAT-012,ポリプロピレン,樹脂,SUP-D,2.3,225647.0,197787.0,0.140859,518988.0,安定,style_c_material_202401.csv
2024-01-08,MAT-011,ABS樹脂,樹脂,SUP-A,23.82,204736.0,272839.0,-0.249609,4876812.0,急落,style_c_material_202401.csv
2024-01-31,MAT-011,ABS樹脂,樹脂,SUP-D,19.28,199838.0,220053.0,-0.091864,3852877.0,安定,style_c_material_202401.csv
2024-01-30,MAT-016,硫酸,化学品,SUP-C,38.97,40469.0,39887.0,0.014591,1577077.0,安定,style_c_material_202401.csv
2024-01-02,MAT-013,ナイロン66,樹脂,SUP-E,48.22,386910.0,442161.0,-0.124957,18656800.0,安定,style_c_material_202401.csv
2024-01-15,MAT-015,ポリカーボネート,樹脂,SUP-A,44.03,468611.0,557577.0,-0.159558,20632942.0,安定,style_c_material_202401.csv
2024-01-04,MAT-009,ニッケル板,非鉄金属,SUP-C,24.61,2277764.0,1909502.0,0.192858,56055772.0,安定,style_c_material_202401.csv
2024-01-01,MAT-013,ナイロン66,樹脂,SUP-E,21.82,368226.0,380773.0,-0.032951,8034691.0,安定,style_c_material_202401.csv
2024-01-18,MAT-018,エタノール,化学品,SUP-D,39.94,107496.0,117642.0,-0.086245,4293390.0,安定,style_c_material_202401.csv
2024-01-23,MAT-002,冷延鋼板,鉄鋼,SUP-B,43.84,71034.0,97247.0,-0.269551,3114131.0,急落,style_c_material_202401.csv
2024-01-22,MAT-012,ポリプロピレン,樹脂,SUP-E,9.01,194942.0,205052.0,-0.049305,1756427.0,安定,style_c_material_202401.csv
2024-01-09,MAT-015,ポリカーボネート,樹脂,SUP-A,2.96,470442.0,466292.0,0.0089,1392508.0,安定,style_c_material_202401.csv
2024-01-05,MAT-009,ニッケル板,非鉄金属,SUP-E,7.84,1524845.0,1626230.0,-0.062344,11954785.0,安定,style_c_material_202401.csv
2024-01-31,MAT-010,チタン棒,非鉄金属,SUP-D,47.42,2952056.0,2627348.0,0.123588,139986496.0,安定,style_c_material_202401.csv
2024-01-01,MAT-016,硫酸,化学品,SUP-A,4.96,41818.0,36409.0,0.148562,207417.0,安定,style_c_material_202401.csv
2024-01-31,MAT-020,塩酸,化学品,SUP-B,22.02,23039.0,28291.0,-0.185642,507319.0,安定,style_c_material_202401.csv
2024-01-24,MAT-006,アルミ板,非鉄金属,SUP-C,49.68,277296.0,339757.0,-0.18384,13776065.0,安定,style_c_material_202401.csv
2024-01-18,MAT-001,熱延鋼板,鉄鋼,SUP-E,15.79,78626.0,96115.0,-0.181959,1241505.0,安定,style_c_material_202401.csv
2024-01-04,MAT-003,ステンレス板,鉄鋼,SUP-B,42.04,190399.0,231087.0,-0.176072,8004374.0,安定,style_c_material_202401.csv
2024-01-29,MAT-015,ポリカーボネート,樹脂,SUP-A,8.63,606848.0,520320.0,0.166298,5237098.0,安定,style_c_material_202401.csv
2024-01-31,MAT-005,鋼管,鉄鋼,SUP-D,20.46,90365.0,109500.0,-0.174749,1848868.0,安定,style_c_material_202401.csv
2024-01-31,MAT-010,チタン棒,非鉄金属,SUP-E,16.22,2396160.0,2620418.0,-0.085581,38865715.0,安定,style_c_material_202401.csv
2024-01-22,MAT-009,ニッケル板,非鉄金属,SUP-D,5.62,2202193.0,2033161.0,0.083138,12376325.0,安定,style_c_material_202401.csv
2024-01-19,MAT-016,硫酸,化学品,SUP-B,48.82,36596.0,31083.0,0.177364,1786617.0,安定,style_c_material_202401.csv
2024-01-17,MAT-018,エタノール,化学品,SUP-B,39.99,142395.0,139960.0,0.017398,5694376.0,安定,style_c_material_202401.csv
2024-01-23,MAT-007,銅線,非鉄金属,SUP-E,48.62,960582.0,967183.0,-0.006825,46703497.0,安定,style_c_material_202401.csv
2024-01-11,MAT-005,鋼管,鉄鋼,SUP-A,19.93,80532.0,84185.0,-0.043393,1605003.0,安定,style_c_material_202401.csv
2024-01-23,MAT-014,PET樹脂,樹脂,SUP-C,4.79,237542.0,242779.0,-0.021571,1137826.0,安定,style_c_material_202401.csv
2024-01-12,MAT-009,ニッケル板,非鉄金属,SUP-A,31.0,2602106.0,2114033.0,0.230873,80665286.0,急騰,style_c_material_202401.csv
2024-01-25,MAT-010,チタン棒,非鉄金属,SUP-E,11.72,3087993.0,2629263.0,0.174471,36191278.0,安定,style_c_material_202401.csv
2024-01-19,MAT-016,硫酸,化学品,SUP-B,12.58,38461.0,31799.0,0.209503,483839.0,急騰,style_c_material_202401.csv
2024-01-16,MAT-018,エタノール,化学品,SUP-D,28.86,131656.0,129725.0,0.014885,3799592.0,安定,style_c_material_202401.csv
2024-01-24,MAT-011,ABS樹脂,樹脂,SUP-E,10.89,284568.0,271764.0,0.047114,3098946.0,安定,style_c_material_202401.csv
2024-01-15,MAT-013,ナイロン66,樹脂,SUP-D,47.49,330015.0,394645.0,-0.163767,15672412.0,安定,style_c_material_202401.csv
2024-01-25,MAT-007,銅線,非鉄金属,SUP-B,22.45,1008029.0,1059607.0,-0.048677,22630251.0,安定,style_c_material_202401.csv
2024-01-18,MAT-013,ナイロン66,樹脂,SUP-B,27.48,417511.0,449762.0,-0.071707,11473202.0,安定,style_c_material_202401.csv
2024-01-22,MAT-002,冷延鋼板,鉄鋼,SUP-C,33.97,87474.0,98125.0,-0.108545,2971492.0,安定,style_c_material_202401.csv
2024-01-30,MAT-013,ナイロン66,樹脂,SUP-D,9.27,331986.0,379343.0,-0.12484,3077510.0,安定,style_c_material_202401.csv
2024-01-02,MAT-005,鋼管,鉄鋼,SUP-D,25.38,94485.0,94176.0,0.003281,2398029.0,安定,style_c_material_202401.csv
2024-01-25,MAT-005,鋼管,鉄鋼,SUP-E,49.75,92920.0,93747.0,-0.008822,4622770.0,安定,style_c_material_202401.csv
2024-01-19,MAT-011,ABS樹脂,樹脂,SUP-A,4.27,227354.0,255114.0,-0.108814,970802.0,安定,style_c_material_202401.csv
2024-01-19,MAT-004,形鋼(H鋼),鉄鋼,SUP-E,3.49,86202.0,87284.0,-0.012396,300845.0,安定,style_c_material_202401.csv
2024-01-18,MAT-001,熱延鋼板,鉄鋼,SUP-B,24.3,64785.0,92185.0,-0.297228,1574276.0,急落,style_c_material_202401.csv
2024-01-22,MAT-005,鋼管,鉄鋼,SUP-A,21.98,113992.0,99775.0,0.142491,2505544.0,安定,style_c_material_202401.csv
2024-01-26,MAT-009,ニッケル板,非鉄金属,SUP-C,18.04,2250370.0,2105626.0,0.068742,40596675.0,安定,style_c_material_202401.csv
2024-01-15,MAT-013,ナイロン66,樹脂,SUP-A,19.17,484521.0,430743.0,0.124849,9288268.0,安定,style_c_material_202401.csv
2024-01-15,MAT-018,エタノール,化学品,SUP-D,37.09,118923.0,134195.0,-0.113805,4410854.0,安定,style_c_material_202401.csv
2024-01-02,MAT-016,硫酸,化学品,SUP-E,7.43,39503.0,37596.0,0.050723,293507.0,安定,style_c_material_202401.csv
2024-01-10,MAT-020,塩酸,化学品,SUP-A,44.84,26875.0,31831.0,-0.155697,1205075.0,安定,style_c_material_202401.csv
2024-01-03,MAT-010,チタン棒,非鉄金属,SUP-B,8.57,2126610.0,2320280.0,-0.083468,18225048.0,安定,style_c_material_202401.csv
2024-01-29,MAT-014,PET樹脂,樹脂,SUP-A,44.26,210206.0,194049.0,0.083262,9303718.0,安定,style_c_material_202401.csv
2024-01-08,MAT-004,形鋼(H鋼),鉄鋼,SUP-D,18.53,62445.0,72698.0,-0.141036,1157106.0,安定,style_c_material_202401.csv
2024-01-02,MAT-010,チタン棒,非鉄金属,SUP-A,16.11,2490532.0,2441469.0,0.020096,40122471.0,安定,style_c_material_202401.csv
2024-01-12,MAT-011,ABS樹脂,樹脂,SUP-A,4.43,292941.0,263227.0,0.112884,1297729.0,安定,style_c_material_202401.csv
2024-01-18,MAT-012,ポリプロピレン,樹脂,SUP-C,40.94,206015.0,182601.0,0.128225,8434254.0,安定,style_c_material_202401.csv
2024-01-23,MAT-005,鋼管,鉄鋼,SUP-B,18.68,91683.0,92891.0,-0.013004,1712638.0,安定,style_c_material_202401.csv
2024-01-30,MAT-014,PET樹脂,樹脂,SUP-E,12.81,185428.0,200346.0,-0.074461,2375333.0,安定,style_c_material_202401.csv
2024-01-08,MAT-006,アルミ板,非鉄金属,SUP-B,7.41,283219.0,307450.0,-0.078813,2098653.0,安定,style_c_material_202401.csv
2024-01-17,MAT-003,ステンレス板,鉄鋼,SUP-E,12.56,245968.0,209870.0,0.172002,3089358.0,安定,style_c_material_202401.csv
2024-01-22,MAT-020,塩酸,化学品,SUP-B,32.51,34731.0,28954.0,0.199523,1129105.0,安定,style_c_material_202401.csv
2024-01-10,MAT-019,アセトン,化学品,SUP-B,44.6,104832.0,93887.0,0.116576,4675507.0,安定,style_c_material_202401.csv
2024-01-19,MAT-015,ポリカーボネート,樹脂,SUP-C,4.98,631755.0,495826.0,0.274147,3146140.0,急騰,style_c_material_202401.csv
